#漢字	音標	解釋
䉪	lui2	一種捕魚工具、深䉪，地名
爾	ji4	
牆	tsʰiɔŋ4	
片	pʰin1	
版	pan2	
牌	pʰai4	
牙	ŋa4	
牚	tsʰɐŋ1	
牛	ŋɐu4	
牟	mɐu4	
牠	ha1	
牡	mau4	
牢	lou4	
牧	mʊk8	
物	mɐt8	
牲	sɐŋ1	
牴	tɐi2	
特	tɐk8	
牽	hin1	
犀	sɐi1	
犁	lɐi4	
犄	kei1	
犢	tʊk8	
犧	hei1	
犬	hin2	
犯	fan6	
狀	tsɔŋ6	
狂	kʰɔŋ4	
狄	tɪk8	
狐	wu4	
狗	kɐu2	
狠	hɐn2	
狡	kau2	
狩	sɐu1	
狸	lei4	
狹	hap8	
狼	lɔŋ4	
狽	pui1	
猖	tsʰiɔŋ1	
猙	tsɐŋ1	
猛	mɐŋ2	發猛（發脾氣）
猛	mɐŋ4	
猜	tsʰai2	
猝	tsʰɐt7a	
猝	tsɐt7a	
猩	sɪŋ1	
猴	hɐu4	
猶	jɐu4	
猾	wat8	
猿	jin4	
獄	jʊk8	
獅	si1	
獎	tsiɔŋ2	
獗	kʰit7b	
獨	tʊk8	
獰	nɪŋ4	
獲	wɔk8	
獵	lip8	
獷	kɔŋ2	
獷	kʰɔŋ1	
獸	sɐu1	
獺	tsʰat7b	
獻	hin1	
獼	mei4	
獼	nei4	
玄	jin4	
率	lɐt8	
率	sɐt7a	率領
玉	jʊk8	
王	wɔŋ4	國王
王	wɔŋ6	王天下
玖	kɐu2	
玩	wan2	去玩
玩	wun6	玩弄
玫	mui4	
玲	lɪŋ4	
玷	tim1	
玻	pɔ1	
珀	pʰɐk7b	
珊	san1	
珍	tsɐn1	
珠	tsi1	
班	pan1	
珮	pʰui1	
現	jin6	
球	kʰɐu4	
琅	lɔŋ4	
理	lei4	
琇	sɐu1	
琉	lɐu4	
琢	tiɔk7b	
琥	fu2	
琦	kʰei4	
琪	kʰei4	
琳	lɐm4	
琴	kʰɐm4	
琵	pʰei4	
琶	pʰa4	
瑋	wɐi2	
瑋	wɐi4	
瑕	ha4	
瑙	nou2	
瑚	wu4	
瑛	jɪŋ1	
瑜	ji4	
瑞	sui6	
瑟	sɐt7a	
瑣	sɔ2	
瑤	jiu4	
瑩	jɪŋ4	
瑪	ma1	
瑯	lɔŋ4	
瑰	kwɐi1	
瑾	kɐn2	
璀	tsʰui1	
璃	lei1	玻璃
璃	lei4	琉璃
璋	tsiɔŋ1	
璞	pʰɔk7b	
璧	pɪk7b	
璨	tsʰan1	
環	wan4	
璽	sɐi2	
瓊	kʰɪŋ4	
瓏	lʊŋ4	
瓜	kwa1	
瓠	wu6	
瓢	pʰiu4	
瓣	fan6	花瓣
瓦	ŋa4	
瓶	pʰiɐŋ4	油瓶，白讀
瓶	pʰɪŋ4	
瓷	tsʰi4	
甄	jɐn1	
甕	ŋʊŋ1	
甘	kɐm1	
甚	sɐm6	
甜	him4	
生	sɐŋ1	
產	tsʰan2	
甥	sɐŋ1	
甦	sou1	
用	jʊŋ6	
甩	lɐt7a	
甫	pʰou2	台甫
田	hin4	
由	jɐu4	
甲	kap9	
甲	kap7b	
申	sɐn1	
男	nam4	
甸	tin6	
町	tɪŋ1	
町	tɪŋ2	町畦
畀	pei2	
界	kai1	
畏	wɐi1	
畔	pun6	
留	lɐu4	
畚	pun2	
畜	tsʰʊk7a	
畝	mɐu4	
畢	pɐt7a	
略	liɔk8	
畦	kʰwɐi4	
番	fan1	
畫	wa6	
畫	wɐk8	畫圖
異	ji6	
當	tɔŋ1	當然
當	tɔŋ1	適當
畸	kʰei1	
疆	kiɔŋ1	
疇	tsʰɐu4	
疊	tip8	
疏	sɔ1	
疑	ji4	
疚	kɐu1	
疣	jɐu4	
疤	pa2	
疫	jɪk8	
疲	pʰei4	
疵	tsʰi2	
疹	tsʰɐn2	
疼	hɐŋ4	疼痛
疾	tsɐt8	
病	piɐŋ6	
症	tsɪŋ1	
痊	tsʰin4	
痕	hɐn4	
痘	tɐu6	
痛	hʊŋ1	
痠	sin1	
痢	lɐi6	
痢	lei6	
痰	ham4	
痲	ma4	
痴	tsʰi1	
痺	pei1	
瘋	fʊŋ1	
瘍	jiɔŋ4	
瘓	wun6	
瘖	jɐm1	
瘠	tsiɐk7b	
瘡	tsʰɔŋ1	
瘤	lɐu4	
瘦	sɐu1	
瘧	jiɔk8	
療	liu4	
癌	ŋam4	
癒	ji6	
癟	pit8	
癢	jiɔŋ1	
癤	tsit7b	
癥	tsɪŋ1	
癩	lai1	
癮	jɐn4	
癱	han1	
癲	tin1	
癸	kwɐi1	
登	tɐŋ1	
發	fat7a	長發里，地名
發	fat7b	
白	pɐk8	
百	pɐk7a	百厭
百	pɐk7b	一百
皂	tsou6	
的	tɪk7a	
皆	kai1	
皇	wɔŋ4	
皎	kau2	
皓	hau6	亮，白讀
皓	hou6	
皚	ŋɔi4	
皮	pʰei4	
皰	pʰau1	
皺	tsɐu1	
皿	mɪŋ1	
皿	mɪŋ4	
盂	ji4	
盃	pui1	
盆	pʰun4	
盈	jɪŋ4	
益	jɪk7a	
盎	ŋɔŋ1	
盒	hɐp8	
盔	kʰwɐi1	
盛	sɪŋ4	盛湯
盛	sɪŋ6	旺盛
盜	tou6	
盞	tsan2	
盟	mɐŋ4	
盡	tsɐn6	
監	kam1	
盤	pʰun4	
盧	lou4	
盪	tɔŋ6	
目	mʊk8	
盯	tiɐŋ1	
盯	tɪŋ1	
盲	mɐŋ4	
直	tsɪk8	
相	siɔŋ1	
盹	tɐn6	
盼	pʰan1	
盾	hɐn4	
省	sɐŋ2	廣東省
省	sɪŋ2	反省
眇	miu4	
眈	tam1	
眉	mei4	
看	hɔn1	看守
真	tsɐn1	
眠	min4	
眨	tsam2	
眩	jin6	
眶	kʰwɐŋ1	
眷	kin1	
眺	hiu1	
眼	ŋan2	
眾	tsʊŋ1	
睇	hɐi2	看
睏	kʰwɐn1	
睛	tsɪŋ1	
睜	tsɐŋ1	
睞	lɔi6	
睡	sui6	
督	tʊk7a	
睦	mʊk8	
睪	kou1	睪丸
睪	jɪk8	
睫	tsit8	
睬	tsʰɔi2	
睹	tou2	
睽	kʰwɐi4	
睾	kou1	
睿	jui6	
瞄	miu4	
瞇	mei1	
瞋	tsʰɐn1	
瞌	hɐp7a	
瞎	hɐt8	
瞓	fɐn1	睡覺
瞓	fɐn4	眼瞓
瞞	mun4	
瞟	pʰiu4	
瞠	tsʰɐŋ1	
瞥	pʰit7b	
瞧	tsʰiu4	
瞪	tɐŋ1	
瞬	sɐn1	
瞭	liu4	瞭解
瞭	liu6	瞭望
瞭	liu6	明瞭
瞰	hɐm1	
瞻	tsim1	
瞼	kim2	
瞿	kui1	瞿然一驚
瞿	kʰui4	瞿塘峽
矇	mʊŋ4	
矗	tsʰʊk7a	
矚	tsʊk7a	
矛	mau4	
矢	tsʰi2	
矣	ji4	
矣	ʔɐ2	
知	tei1	知道
知	tsi1	知識
矩	kui2	
短	tin2	
矮	ŋɐi2	
矯	kiu2	
石	siɐk8	
石	siɐk9	變調
矽	tsɪk8	
砂	sa1	
砌	tsʰɐi1	
砍	hɐm2	
研	jin4	
砝	fat7b	
砧	tɐm4	砧板，白讀
砧	tsɐm4	砧板
砰	pʰɪŋ1	
砲	pʰau1	
破	pʰɔ1	
砵	put8	
砸	tsap8	
砸	tsap7b	
硓	lou2	
硝	siu1	
硫	lɐu4	
硬	ŋɐŋ6	
硯	jin6	
硼	pʰɐŋ4	
碌	lʊk7a	
碎	sui1	
碎	sui4	變調
碑	pei1	
碗	wun2	
碘	tin2	
碟	tip8	
碧	pɪk7b	
碩	siɐk8	
碰	pʰʊŋ1	
碳	han1	
確	kʰɔk7b	
碼	ma4	
碾	nin2	
磁	tsʰi4	
磅	pɔŋ6	一磅
磅	pʰɔŋ4	磅礴
磋	tsʰɔ1	
磕	hɐp8	
磚	tsin1	
磨	mɔ4	
磨	mɔ6	
磯	kei1	
磷	lɐn4	
磺	wɔŋ4	
礁	tsiu1	
礎	tsʰɔ2	
礙	ŋɔi6	
礦	kʰɔŋ1	
礫	lɪk7a	
礴	pɔk8	
示	si6	
社	sɛ4	
祀	tsi6	
祂	ha1	
祇	kʰei4	神祇
祇	tsi2	同“只有”的“只”
祈	kʰei4	
祉	tsi2	
祐	jɐu6	
祕	pei1	
祖	tsou2	
祝	tsʊk7a	
神	sɐn4	
祟	sui6	
祠	tsʰi4	
祥	tsʰɔŋ4	
票	pʰiu1	
票	pʰiu4	變調
祭	tsɐi1	
祿	lʊk8	
禁	kɐm1	禁止
禁	kʰɐm1	禁著
禍	wɔ6	
禎	tsɪŋ1	
福	fʊk7a	
禤	hin1	便嬛
禦	ji6	
禧	hei1	
禪	sim4	禪師
禪	sin6	禪讓
禮	lɐi1	
禱	hou2	
禹	ji4	
禽	kʰɐm4	
禾	wɔ4	
禿	hʊk7a	
秀	sɐu1	
私	si1	
秉	pɪŋ2	
秋	tsʰɐu1	
科	fɔ1	
秒	miu4	
秘	pei1	
租	tsou1	
秤	tsʰɪŋ1	地秤
秤	tsʰɪŋ4	
秤	pʰɪŋ4	天秤
秦	tsʰɐn4	
秧	jiɔŋ1	
秩	tit8	
移	ji4	
稀	hei1	
稅	sui1	
稈	kɔn2	
程	tsʰɪŋ4	
稍	sau2	
稔	nɐm4	
稚	tsi6	
稜	lɪŋ4	
稞	fɔ1	
稟	pɐn2	
稠	tsʰɐu4	
種	tsʊŋ1	種植
種	tsʊŋ2	種子
稱	tsʰɪŋ1	稱呼
稻	tou6	
稽	kʰɐi1	稽首
稽	kʰɐi2	無稽之談
稿	kou2	
穀	kʊk7a	
穆	mʊk8	
穌	sou1	
積	tsɪk7a	
穎	wɪŋ6	
穗	sui6	
穢	wɐi1	
穩	wɐn2	
穫	wɔk8	
穴	jit8	
究	kɐu1	
穹	kʰʊŋ4	
空	hʊŋ1	
穿	tsʰin1	
突	tɐt8	
窄	tsɐk7a	
窈	jiu2	
窒	tsɐt8	
窕	hiu4	
窖	kau1	
窗	tsʰiɔŋ1	
窗	tsʰɔŋ1	
窘	kʰwɐn1	
窟	wɐt7a	
窣	sɐt7a	
窩	wɔ1	
窪	wa1	
窮	kʰʊŋ4	
窯	jiu4	
窸	sɪk7a	
窺	kʰwɐi1	
窿	lʊŋ1	
竄	tsʰin2	
竅	kʰiu1	
竇	tɐu6	
竊	sit7b	
立	lɐp8	
竑	wɐŋ4	
站	tsam6	
竟	kɪŋ2	
章	tsiɔŋ1	
竣	tsɐn1	
童	hʊŋ4	
竭	kʰit7b	
端	tin1	
競	kɪŋ6	
竹	tsʊk7a	
竺	tsʊk7a	
竿	kɔn1	
笆	pa2	
笑	siu1	
笙	sɐŋ1	
笛	tiɐk7a	
笠	lɐp7a	
符	fu4	
笨	pɐn6	
第	tɐi6	
筆	pɐt7a	
等	tɐŋ2	
筋	kɐn1	
筍	sɐn2	
筏	fɐt8	
筐	hɔŋ1	
筑	tsʊk7a	
筒	hʊŋ4	
答	tap7b	
策	tsʰɐk7b	
筵	jin4	
筷	fai1	
箋	tsin1	
箍	kʰu1	
箏	tsɐŋ1	
箔	pɔk8	
箕	kei1	
算	sin1	
管	kun2	
箬	jiɔk8	
箭	tsin1	
箱	siɔŋ1	
箱	siɔŋ4	
節	tsit7a	
節	tsit7b	
範	fan6	
篇	pʰin1	
築	tsʊk7a	
篙	kou1	
篛	jiɔk8	
篝	kʰɐu1	
篤	tʊk9	
篤	tʊk7a	
篩	sɐi1	
篷	pʰʊŋ4	
篾	mit8	
簇	tsʰʊk7a	
簍	lɐu4	
簑	sɔ1	
簕	lɐk8	植物的刺
簕	lɐk7a	簕菜茶
簡	kan2	
簧	wɔŋ4	
簫	siu1	
簷	sim4	
簸	pɔ1	
簽	tsʰim1	
簽	tsʰim4	牙簽，變調
簾	lim4	
簿	pou6	
籃	lam4	
籌	tsʰɐu4	
籍	tsɪk8	
籐	hɐŋ4	
籟	lai6	
籠	lʊŋ4	
籤	tsʰim1	
籤	tsʰim4	牙籤，變調
籬	lei4	
籮	lɔ4	
籲	ji6	
米	mɐi2	
籽	tsi2	
粄	pan2	
粉	fɐn2	
粑	pa2	
粒	nɐp7a	
粕	pʰɔk7b	
粗	tsʰou1	
粘	tsim1	
粟	sʊk7a	
粥	tsʊk7a	
粱	liɔŋ4	
粵	jit8	
粹	sui6	
糉	tsʊŋ2	
糉	tsʊŋ4	
精	tsiɐŋ1	好精，白讀
精	tsɪŋ1	
粿	kɔ2	
糊	wu4	
糍	tsʰei4	丸糍、團糍
糕	kou1	
糖	hɔŋ4	
糗	tsʰɐu1	
糙	tsʰou1	
糜	mei4	
糞	fɐn1	
糟	tsou1	
糧	liɔŋ4	
糬	si4	
糯	nɔ6	
糰	hin4	
系	hɐi6	
糾	tɐu2	
糾	kɐu2	糾正
紀	kei2	
紂	tsɐu6	
約	jiɔk7b	
紅	kʊŋ1	女紅
紅	hʊŋ4	紅色
紉	jɐn6	
紊	mɐn1	
紋	mɐn4	
納	nap8	
紐	nɐu2	
紓	si1	
純	sɐn4	
紗	sa1	
紙	tsi2	
級	kʰɐp7a	
紛	fɐn1	
素	sou1	
紡	fɔŋ2	
索	sɔk7a	
索	sɔk7b	
紫	tsi2	
紮	tsat7b	
累	lui4	果實累累，同“纍”
累	lui6	累積
細	sɐi1	
細	sɐi4	細佬、老細，變調
紳	sɐn1	
紹	siu6	
終	tsʊŋ1	
絃	jin4	
組	tsou2	
絆	pun6	
結	kit7b	
絕	tsit8	
絛	hou1	
絞	kau2	
絡	lɔk8	
絢	hin1	
給	kʰɐp7b	
絨	jʊŋ4	
絮	sui1	
統	hʊŋ2	
絲	si1	絲瓜
絲	si4	絲襪
絹	kin1	
綁	pɔŋ2	
綏	sui1	
綑	kʰwɐn2	
經	kɪŋ1	
綜	tsʊŋ1	
綠	lʊk8	
綢	tsʰɐu4	
維	wɐi4	
綱	kɔŋ1	
網	mɔŋ2	
綴	tsit7b	綴足
綴	tsui6	點綴
綵	tsʰɔi2	
綸	kwan1	綸巾
綸	lɐn4	垂綸
綺	ji2	
綻	tsan6	
綽	tsʰiɔk7b	
綽	tsʰɔk7b	
綿	min4	
緊	kɐn2	
緖	sui1	
緘	kam1	
線	sin1	
緝	tsʰɐp7a	
緞	tin6	
締	tɐi1	
緡	mɐn4	
緣	jin4	
編	pʰin1	
緩	wun6	
緬	min1	
緯	wɐi2	
練	lin6	
緻	tsi1	
縈	jɪŋ4	
縊	ŋɐi1	
縐	tsɐu1	
縛	pɔk7b	
縣	jin6	
縫	fʊŋ4	
縮	sʊk7a	
縱	tsʊŋ1	縱橫
縴	hin1	
縷	lui1	
總	tsʊŋ2	
績	tsɪk7a	
繁	fan4	
繃	pɐŋ1	繃帶
繆	mɐu4	未雨綢繆
繆	mɐu6	繆論
織	tsɪk7a	
繕	sin6	
繚	liu4	
繞	jiu2	
繡	sɐu1	
繩	sɪŋ4	
繪	kʰui2	
繫	hɐi6	
繭	kan2	
繳	kiu2	
繹	jɪk8	
繼	kɐi1	
繽	pɐn1	
續	tsʊk8	
纍	lui6	
纏	tsʰin4	
纖	tsʰim1	
纜	lam6	
缸	kɔŋ1	
缺	kʰit7b	
缽	put8	
罄	hɪŋ1	
罅	la1	縫隙
罅	la4	變調
罈	ham4	
罌	ŋɐŋ1	
罐	kun1	
罕	hɔn2	
罷	pa6	
罩	tsau1	
罩	tsau4	
罪	tsui6	
置	tsi1	
罰	fɐt8	
署	tsʰi4	
罵	ma6	
罷	pa6	
罹	lei4	
羅	lɔ4	
羊	jiɔŋ4	
羌	kiɔŋ1	
美	mei2	
美	mei4	
羔	kou1	
羚	lɪŋ4	
羞	sɐu1	
羣	kʰwɐn4	
羨	sin6	
義	ji6	
羲	hei1	
羹	kɐŋ1	
羽	ji4	
羿	ŋɐi6	
翁	jʊŋ1	
翅	tsʰi1	
翌	jɪk8	
習	tsap8	
翔	tsʰɔŋ4	
翠	tsʰui1	
翡	fei2	
翦	tsin2	
翩	pʰin1	
翰	hɔn6	
翱	ŋou4	
翹	kʰiu1	翹起
翹	kʰiu4	翹首
翻	fan1	
翼	jɪk8	
耀	jiu6	
老	lou2	
考	hau2	
者	tsɛ2	
而	ji4	
耍	sa2	
耐	nɔi6	
耒	lui4	
耕	kɐŋ1	
耗	hou1	
耘	wɐn4	
耙	pʰa4	
耜	tsi6	
耳	ji2	
耶	jɛ4	
耽	tam1	
耿	kɐŋ2	
聆	lɪŋ4	
聊	liu4	
聒	kʰut7b	
聖	sɪŋ1	
聘	pʰɪŋ1	
聚	tsʰou1	聚錢，存錢
聚	tsui6	
聞	mɐn4	
聯	lin4	
聰	tsʰʊŋ1	
聲	siɐŋ1	白讀
聲	sɪŋ1	聲樂
聳	sʊŋ2	
聶	nip8	
聶	nip7a	姓氏
職	tsɪk7a	
聽	hiɐŋ1	聽力，白讀
聽	hɪŋ1	聽任
聾	lʊŋ4	
肅	sʊk7a	
肆	sei1	四的大寫
肆	si1	肆意
肇	siu6	
肉	jʊk8	
肋	lɐk8	
肌	kei1	
肖	tsʰiu1	肖像
肖	siu1	
肘	tsau2	
肚	tou2	
肛	kɔŋ1	
肝	kɔn1	
股	ku2	
肢	tsi1	
肥	fei4	
肨	pun6	
肩	kin1	
肪	fɔŋ1	
肫	tsɐn1	
肯	hɐŋ2	
肱	kwɐŋ1	
育	jʊk8	
肴	ŋau4	
肺	fɐi1	
胃	wɐi6	
背	pui1	背後
背	pui6	背書
胎	hɔi1	
胖	pun6	肥胖
胖	pʰun4	心廣體胖
胚	pʰui1	同“坯”
胝	tsi1	
胞	pau1	
胡	wu4	
胰	ji4	
胱	kɔŋ1	
胳	kɐk7b	
胸	hʊŋ1	
胼	pʰin4	
能	nɐŋ4	
脂	tsi1	
脅	hip7b	
脆	tsʰui1	
脈	mɐk8	
脊	tsiɐk7b	
脖	put8	
脣	sɐn4	
脩	sɐu1	
脫	hit7b	
脯	pʰou2	肉脯
脹	tsiɔŋ1	
脾	pʰei4	
腆	hin2	
腋	jɪk8	
腎	sɐn6	
腐	fu6	
腔	hɔŋ1	
腕	wun2	
腥	siɐŋ1	白讀
腥	siɐŋ4	變調
腥	sɪŋ1	
腦	nou2	
腩	nam4	牛腩
腩	nɐm4	肚腩
腫	tsʊŋ2	
腮	sɔi1	
腰	jiu1	
腳	kiɔk9	湯腳（湯渣）
腳	kiɔk7a	水腳（旅費）
腳	kiɔk7b	
腸	tsʰiɔŋ4	
腹	fʊk7a	
腺	sin1	
腿	hui2	
膀	pɔŋ2	肩膀
膀	pʰɔŋ4	膀胱
膊	pɔk7b	
膏	kou1	
膚	fu1	
膛	hɔŋ4	
膜	mɔk8	薄膜
膜	mou4	膜拜
膝	sɐp7a	
膠	kau1	
膨	pʰɐŋ4	
膩	nei6	
膽	tam2	
膾	kʰui2	
膿	nʊŋ4	
臀	hin4	
臂	pei1	
臉	lim1	
臍	tsʰi4	
臏	pɐn1	
臘	lap8	
臟	tsɔŋ6	
臣	sɐn4	
臥	ŋɔ6	
臨	lɐm4	
自	tsi6	
臭	tsʰɐu1	
至	tsi1	
致	tsi1	
臺	hɔi4	
臼	kʰɐu1	
舀	jiu2	
舂	tsʊŋ2	
舅	kʰɐu1	
舅	kʰɐu4	東區音
與	ji4	參與
與	ji6	我與你
興	hɪŋ1	
舉	kui2	
舊	kɐu6	
舌	sit8	
舍	sɛ1	舍人
舍	sɛ2	舍生取義
舍	sɛ4	宿舍
舐	sai4	
舒	si1	
舔	him2	
舛	tsʰin2	
舜	sɐn1	
舞	mou2	
舞	mou4	
舟	tsɐu1	
航	hɔŋ4	
般	pun1	
舵	hɔ4	
船	sin4	
舺	kap7b	
艇	hiɐŋ1	
艇	hiɐŋ4	又音
艋	mɐŋ4	
艘	sɐu2	
艙	tsʰɔŋ1	
艦	lam6	
良	liɔŋ4	
艱	kan1	
色	sɪk7a	
艾	ŋai6	
芋	wu4	變調
芋	wu6	
芒	mɔŋ1	芒果
芒	mɔŋ4	光芒
芙	fu4	
芝	tsi1	
芡	him1	
芥	kai1	
芬	fɐn1	
芭	pa2	
花	fa1	
芳	fɔŋ1	
芸	wɐn4	
芹	kʰɐn4	
芽	ŋa4	
芾	fɐi1	蔽芾
芾	fɐt7a	芾芾
苑	jin2	
苔	hɔi4	
苗	miu4	
苙	lɐp7a	
苛	hɔ1	
苞	pau1	
苟	kɐu2	
若	jɛ4	般若
若	jiɔk8	假若
若	niɐk9	你哋
苦	fu2	
英	jɪŋ1	
苻	fu4	
茁	tsit7b	
茂	mɐu6	
范	fan6	
茄	ka2	
茄	kʰɛ4	茄瓜
茅	mau4	
茉	mut8	
茨	tsʰi4	
茫	mɔŋ4	
茱	tsi1	
茲	tsʰi4	龜茲，國名
茲	tsi1	在茲
茵	jɐn1	
茶	tsʰa4	
茸	jʊŋ4	
茹	ji4	
茼	hʊŋ4	
草	tsʰou2	
荊	kɪŋ1	
荐	tsin1	
荒	fɔŋ1	
荳	tɐu6	
荷	hɔ4	荷花
荷	hɔ6	負荷
荻	tɪk8	
荼	hou4	如火如荼
荼	si1	神荼
莉	lɐi6	
莉	lei6	
莊	tsɔŋ1	
莎	sa1	
莒	kui2	
莓	mui4	
莖	kɪŋ1	
莢	kap7b	
莫	mɔk8	
莽	mɔŋ2	
菁	tsɪŋ1	
菇	ku1	
菊	kʊk7a	
菌	kʰwɐn2	
菖	tsʰiɔŋ1	
菜	tsʰɔi1	
菟	hou1	
菠	pɔ1	
菠	pɔ2	
菩	pʰɔ4	菩薩
菩	pʰou4	
菫	kɐn2	
華	wa4	中華
華	wa6	華山
菱	lɪŋ4	
菲	fei1	
菸	jin1	
萃	sui6	
萄	hou4	
萊	lɔi4	
萋	tsʰɐi1	
萌	mɐŋ4	
萍	pʰɪŋ4	
萎	wɐi2	枯萎
萬	man6	
萸	ji4	
落	lai6	落低
落	lɔk8	上落、落下
落	lɔk7a	角落
葆	pou2	
葉	jip8	
著	tsi1	顯著
著	tsiɔk8	著涼
著	tsiɔk7b	著衫
葚	sɐm6	
葛	kɔt9	
葛	kɔt7b	
葡	pʰou4	
董	tʊŋ2	
葦	wɐi2	
葦	wɐi4	
葫	wu4	
葬	tsɔŋ1	
葵	kʰwɐi4	
蒂	tɐi1	
蒐	sɐu2	
蒙	mʊŋ4	
蒜	sin1	
蒜	sin4	蒜子，變調
蒲	pʰou4	
蒸	tsɪŋ1	
蒼	tsʰɔŋ1	
蒿	hou1	
蓄	tsʰʊk7a	
蓆	tsiɐk8	涼蓆
蓆	tsiɐk9	又音
蓆	tsɪk8	
蓉	jʊŋ4	
蓊	jʊŋ2	
蓋	kɔi1	杯蓋
蓋	kɔi4	
蓋	kʰɔi1	覆蓋
蓑	sɔ1	
蓓	pʰui4	
蓬	fʊŋ4	蓬江
蓬	pʰʊŋ4	
蓮	lin4	
蔑	mit8	
蔓	man4	蔓菁
蔓	man6	藤蔓
蔔	pɐk8	
蔗	tsɛ1	
蔚	wɐi1	
蔡	tsʰɔi1	
蔣	tsiɔŋ2	
蔥	tsʰʊŋ1	
蔬	sɔ1	
蔭	jɐm1	
蔭	jɐm6	
蔻	kʰɐu1	
蔽	pɐi1	
蕃	fan4	
蕉	tsiu1	
蕊	jui4	
蕙	wɐi6	
蕨	kʰit7b	
蕩	tɔŋ6	
蕪	mou4	
蕭	siu1	
蕾	lui4	
薄	pɔk8	
薇	mei4	
薑	kiɔŋ1	
薔	tsʰiɔŋ4	
薛	sit7b	
薦	tsin1	
薩	sat7b	
薪	sɐn1	
薯	si4	
薰	fɐn1	
藉	tsɪk8	
藍	lam4	
藏	tsʰɔŋ4	收藏
藏	tsɔŋ6	寶藏
藕	ŋɐu4	
藝	ŋɐi6	
藤	hɐŋ4	
藥	jiɔk8	
藥	jiɔk9	變調
藩	fan4	
藷	si4	藷蕷
藷	tsi1	藷蔗
藹	ŋɔi2	
藺	lɐn6	
藻	tsou2	
蘆	lou4	
蘇	sou1	
蘊	wɐn1	
蘋	pʰɪŋ4	
蘚	sin2	
蘭	lan4	
蘸	tsam1	
蘿	lɔ4	
虎	fu2	
虐	jiɔk8	
虔	kʰin4	
處	tsʰi1	
處	tsʰui2	處理
處	tsʰui4	四處
虛	hui1	
虜	lou1	
虞	ji4	
號	hou4	哀號
號	hou6	號碼
虧	kʰwɐi1	
虹	hʊŋ4	
蚊	mɐn1	蚊赧
蚊	mɐn4	本調
蚊	mɐn4	
蚌	pʰɔŋ4	
蚓	jɐn4	
蚜	ŋa4	
蚣	kʊŋ1	
蚤	tsou2	
蚪	tɐu2	
蚯	jɐu1	
蚱	tsɐk7a	
蚵	hɔ4	
蛀	tsi1	
蛆	tsʰui1	
蛇	ji4	委蛇
蛇	sɛ4	毒蛇
蛉	lɪŋ4	
蛋	tan6	
蛙	wa1	
蛛	tsi1	
蛟	kau1	
蛤	kap7b	蛤拐
蛤	kɐp7a	
蛤	ha1	蛤蟆
蛹	jʊŋ2	
蛻	hui1	
蛾	ŋɔ4	
蜀	sʊk8	
蜂	fʊŋ1	
蜈	m4	
蜋	lɔŋ4	
蜍	tsʰui4	
蜒	jin4	蜿蜒
蜓	hɪŋ4	
蜘	tsi1	
蜜	mɐt8	
蜢	mɐŋ2	
蜥	sɪk7a	
蜴	jɪk8	
蜷	kʰin4	
蜻	tsʰɪŋ1	
蜿	jin1	
蜿	jin2	蜿蟺
蝌	fɔ1	
蝕	sɪk8	侵蝕
蝕	sit8	蝕本
蝙	pʰin1	
蝟	wɐi6	
蝠	fʊk7a	
蝦	ha1	蝦蟆
蝦	ha4	蝦米
蝨	sɐt7a	
蝴	wu4	
蝶	tip8	
蝸	wɔ1	
螂	lɔŋ4	
螃	pʰɔŋ4	
融	jʊŋ4	
螞	ma1	螞螂
螞	ma2	螞蟻
螞	ma6	螞蚱
螟	mɪŋ4	
螢	jɪŋ4	
螯	ŋou4	
螳	hɔŋ4	
螺	lɔ4	
螽	tsʊŋ1	
蟀	sɐt7a	
蟄	tsɐt8	
蟆	ma4	
蟋	sɪk7a	
蟑	tsiɔŋ1	
蟒	mɔŋ2	
蟠	pʰun4	
蟬	sim4	
蟯	jiu4	
蟲	tsʰʊŋ4	
蟹	hai2	
蟹	hai4	
蟻	ŋɐi2	
蟾	sim4	
蠅	jɪŋ4	
蠔	hou4	
蠕	ji4	
蠟	lap8	
蠢	tsʰɐn2	
蠣	lɐi6	
蠵	kʰwɐi4	
蠶	tsʰam4	
蠻	man4	
血	hit7b	
行	hɐŋ4	步行
行	hɐŋ6	品行
行	hɔŋ4	銀行
行	hɔŋ6	行行
衍	jin2	
術	sɐt8	
街	kai1	
街	kai4	
衙	ŋa4	
衛	wɐi6	
衝	tsʰʊŋ2	
衡	hɐŋ4	
衣	ji1	
表	piu2	
衫	sam1	
衰	tsʰui1	齊衰
衰	sui1	衰老
衷	tsʰʊŋ1	
袁	jin4	
袋	tɔi6	
袍	pʰou4	
袒	han2	
袖	tsɐu6	
被	pei6	
被	pʰei4	被席
袱	fʊk8	
裁	tsʰɔi4	
裂	lit8	
裏	lei2	裏村，地名
裏	lei4	衣裏
裏	lui4	夜裏
裔	jui6	
裕	ji6	
裙	kʰwɐn4	
補	pou2	
裝	tsɔŋ1	
裡	lei2	裡村，地名
裡	lei4	衣裡
裡	lui4	夜裡
裳	siɔŋ4	
裸	lɔ2	
裹	kɔ2	
製	tsɐi1	
褂	kwa1	
複	fʊk7a	
褐	hɔt7b	
褒	pou1	
褓	pou2	
褥	jʊk8	
褪	hɐn1	褪落來
褪	hui1	褪色
褲	fu1	
褶	tip8	
褶	tsip7b	皺褶
襁	kʰiɔŋ4	
襄	siɔŋ1	
襖	ŋou1	
襟	kʰɐm1	
襪	mɐt8	
襬	pai2	
襯	tsʰɐn1	
