#漢字	音標	解釋
䉪	lui2	一種捕魚工具、深䉪，地名
沛	pʰuai1	
沫	muat8	
沮	tui1	沮水，水名
沮	tui1	沮洳
沮	tui2	沮喪
沱	hɔ4	
河	hɔ4	
沸	fi1	
油	jou4	
治	tsi6	
沼	tsiau2	
沽	ku1	
沾	tsiam1	
沿	juan4	
況	fɔŋ1	
泄	sit7b	
泉	tʰin4	
泊	pɔk8	
泌	pei1	
泌	pi1	又音
泌	piɛ1	又音
法	fat7a	
法	fat7b	
泛	fan6	
泡	pʰau1	好多泡
泡	pʰiau1	燈泡
泡	pʰiau1	浸泡
波	pɔ1	
泣	jɐp7a	
泥	nei6	拘泥
泥	ni6	泥土，又音
泥	niɛ6	泥土，又音
泥	nɔi4	泥土
注	tsi1	
泰	hai1	
泳	wɪŋ6	
洄	wuai4	
洋	jiaŋ4	
洗	sɔi2	
洛	lɔk7b	
洞	ʔʊŋ6	
津	tɐn1	
洩	jai6	洩洩
洩	sit7b	排洩
洪	hʊŋ4	
洱	nei2	
洱	nei6	
洱	ni2	拘泥，又音
洱	ni6	又音
洱	niɛ2	拘泥，又音
洱	niɛ6	又音
洲	tsɐu1	
洶	hʊŋ1	
活	wuat8	
洽	hɐp7a	
派	pʰai1	
派	pʰai2	老派新派
流	lɐu4	
浙	tsit7b	
浞	tsɔk8	
浣	wuan2	
浦	pʰou2	
浦	pʰu2	又音
浦	pʰuɔ2	又音
浩	hau6	
浪	lɔŋ4	滄浪
浪	nɔŋ6	波浪
浪	nɔŋ6	
浪	nɔŋ6	波浪（又音）
浮	fou4	
浴	jʊk8	
海	hɔi2	
浸	tɐm1	
浹	tiap7b	
涂	hou4	
涇	kɪŋ1	
消	siau1	
涉	siap7b	
涓	kin1	
涔	sɐm4	
涕	hɔi1	
涯	ŋai4	
液	jɪk8	無射
涴	jin1	
涵	ham4	
涸	kʰɔk7b	
涼	liaŋ4	
淅	sɪk7a	
淆	ŋau4	
淇	kʰei4	
淇	kʰi4	又音
淇	kʰiɛ4	又音
淋	lɐm4	
淌	hɔŋ2	
淑	sʊk8	
淒	tʰɔi1	
淘	hau4	
淙	tʊŋ1	
淚	lui6	
淡	ham1	好淡
淡	ʔam6	冷淡
淨	tiaŋ6	乾淨，白讀
淨	tɪŋ6	
淪	lɐn4	
淫	jɐm4	
淬	sui6	
淮	wai4	
深	sɐm1	
淳	sɐn4	
淵	juan1	
混	wɐn6	
混	wun6	又音
淹	jiam1	
淺	tʰin2	
添	hiam1	
清	tʰiaŋ1	水清，白讀
清	tʰɪŋ1	
渙	wuan6	
減	kɛm2	
渝	ji4	
渠	kʰui4	
渡	ʔou6	
渡	ʔu6	又音
渡	ʔuɔ6	又音
渣	tsa1	
渤	puat8	
渥	ŋak7a	
渦	kɔ1	渦河
渦	wɔ1	漩渦
測	tsʰak7b	
渭	wi6	
港	kʰɔŋ2	
渲	sin1	
渴	hɔt7b	
游	jou4	
渺	miau5	
渾	wɐn4	渾人，雄渾
渾	wɐn6	
渾	wun4	渾人，雄渾，又音
渾	wun6	又音
湃	pai1	
湊	tʰou1	
湍	tsʰuan2	
湖	wu4	
湘	siaŋ1	
湛	tsam1	
湧	jʊŋ2	
湯	hɔŋ1	
湲	wuan4	
溉	kʰɔi1	
源	juan4	
準	tsɐn2	
溜	lɐu6	
溝	kʰou1	
溢	jɐt8	
溪	kʰɔi1	
溫	wɐn1	
溫	wun1	又音
溯	sou1	
溯	su1	又音
溯	suɔ1	又音
溶	jʊŋ4	
溺	niau6	便溺
溺	nɪk8	溺死
溼	sɐp7a	
滂	pʰɔŋ4	
滄	tʰɔŋ1	
滅	mit8	
滋	ti1	
滌	ʔɪk8	
滑	kun7a	滑稽，又音
滑	kwɐt7a	滑稽
滑	wɛt8	光滑
滔	hau1	
滬	wu6	
滯	tsɔi6	
滲	sɐm1	
滴	ʔiak7b	滴水，白讀
滴	ʔɪk8	
滷	lou1	
滷	lu1	又音
滷	luɔ1	又音
滸	wu2	
滾	kun2	又音
滾	kwɐn2	
滿	muan2	
漁	ji4	
漂	pʰiau1	
漆	tʰɐt7a	
漉	lʊk7a	
漏	lou6	
漓	lei4	
漓	li4	又音
漓	liɛ4	又音
演	jin2	
漠	mɔk8	
漢	hɔn1	
漣	lin4	
漩	sin4	
漪	ji1	
漫	man6	
漬	ti1	
漱	sou1	
漲	tsiaŋ1	
漳	tsiaŋ1	
漸	tiam1	漸車帷裳
漸	tiam6	逐漸
漾	jiaŋ6	
漿	tiaŋ1	
潁	wɪŋ6	
潑	pʰuat7b	
潔	kit7a	
潔	kit7b	
潘	pʰuan1	
潛	tʰiam4	
潢	wɔŋ4	
潤	jɐn6	
潦	liau5	
潭	ham4	
潮	tsʰiau4	
潰	kʰui2	
潺	san4	
澀	sap7b	
澄	tsʰɪŋ4	
澆	kiau1	
澈	tsʰit7b	
澎	pʰaŋ4	
澗	kan1	
澗	kan2	地名，石澗
澡	tʰau1	
澤	tsak8	
澱	ʔin6	
澳	ŋau1	
澹	ʔam6	
激	kɪk7a	
濁	tsʊk8	
濃	nʊŋ4	
濕	sɐp7a	
濘	nɪŋ6	
濛	mʊŋ4	
濟	tɔi1	救濟
濤	hau4	
濫	lam6	
濯	tsɔk8	
濱	pɐn1	
濺	tin1	濺濺
濺	tin6	飛濺
濾	lui6	
瀆	ʔʊk8	
瀉	sia1	
瀏	lɐu4	
瀑	pʊk8	
瀕	pʰɐn4	
瀚	hɔn6	
瀝	liak8	大瀝，地名
瀝	liɐk7b	瀝乾
瀝	lɪk8	瀝乾
瀟	siau1	
瀰	mei4	
瀰	mi4	又音
瀰	miɛ4	又音
瀰	nei4	
瀰	ni4	又音
瀰	niɛ4	又音
瀾	lan4	
灌	kuan1	
灑	sa2	
灘	han1	
灣	wan1	
灣	wan4	南灣，地名
火	fɔ2	
灰	fuai1	
灶	tau1	
灸	kɐu1	
灼	tsiak7b	
災	tɔi1	
炊	tsʰui1	
炎	jiam4	
炒	tsʰau2	
炕	hɔŋ1	
炕	kʰɔŋ1	
炙	tsiak7b	
炫	juan5	
炬	kui6	
炭	han1	
炮	pʰau1	
炯	kɪŋ2	
炳	pɪŋ2	
炸	tsa1	
烈	lit8	
烊	jiaŋ4	
烏	wu1	
烘	hʊŋ1	
烙	lɔk7b	
烤	hiau1	
烯	hei1	
烯	hi1	又音
烯	hiɛ1	又音
烷	juan4	
烹	pʰaŋ1	
烽	fʊŋ1	
焉	jin1	焉知非福
焉	jin4	心不在焉
焙	pui6	
焚	fɐn4	
焚	fun4	又音
無	mou4	
無	mu4	又音
無	muɔ4	又音
焦	tiau1	
焰	jiam6	
然	jin4	
煉	lin6	
煌	wɔŋ4	
煎	tin1	
煒	wi2	
煒	wi5	
煙	jin1	
煞	sat7b	
煤	muai4	
煥	wuan6	
煦	hui2	
照	tsiau1	
煩	fan4	
煮	tsi2	
煲	pau1	
煲	pau5	煲仔，變調
煽	sin1	
熄	sɪk7a	
熊	hʊŋ4	
熊	jʊŋ4	人熊，白讀，傳說中的怪物
熔	jʊŋ4	
熙	hei1	
熙	hi1	又音
熙	hiɛ1	又音
熟	sʊk8	
熨	hɔŋ1	
熨	wɐt7a	熨貼
熨	wut7a	熨貼，又音
熬	ŋau4	
熱	jit8	
熹	hei1	
熹	hi1	又音
熹	hiɛ1	又音
熾	tsʰi1	
燃	jin4	
燄	jiam6	
燈	ʔaŋ1	
燉	ʔɐn6	
燎	liau4	
燒	siau1	
燕	jin1	燕子
燙	hɔŋ1	
燜	muan6	
營	jɪŋ4	
燠	jʊk2	
燥	tʰau1	
燦	tʰan1	
燭	tsʊk7a	
燹	sin2	
燻	fɐn1	
燻	fun1	又音
爆	piau1	
爍	siak7b	
爐	lou4	
爐	lu4	又音
爐	luɔ4	又音
爛	lan6	
爪	tsau2	
爬	pʰa4	
爭	tsaŋ1	
爲	wi4	人爲
爲	wi6	爲何
爵	tiak7a	
父	fu6	
爸	pa5	
爹	ʔia1	
爺	jia4	
爽	sɔŋ2	
爾	ji5	
牆	tʰiaŋ4	
片	pʰin1	
版	pan2	
牌	pʰai4	
牙	ŋa4	
牙	ŋa5	變調
牚	tsʰaŋ1	
牛	ŋou4	
牟	mou4	
牠	ha1	
牡	mau5	
牢	lau4	
牧	mʊk8	
物	mɐt8	
牲	saŋ1	
牴	ʔɔi2	
特	ʔak8	
牽	hin1	
犀	sɔi1	
犁	lɔi4	
犄	kei1	
犄	ki1	又音
犄	kiɛ1	又音
犢	ʔʊk8	
犧	hei1	
犧	hi1	又音
犧	hiɛ1	又音
犬	hin2	
犯	fan6	
狀	tsɔŋ6	
狂	kʰɔŋ4	
狄	ʔɪk8	
狐	wu4	
狗	kou2	
狠	hɐn2	
狡	kiau2	
狩	sou1	
狸	lei4	
狸	li4	又音
狸	liɛ4	又音
狹	hap8	
狼	lɔŋ4	
狽	puai1	
猖	tsʰiaŋ1	
猙	tsaŋ1	
猛	maŋ2	發猛（發脾氣）
猛	maŋ5	
猜	tʰai2	
猝	tɐt7a	
猝	tʰɐt7a	
猩	sɪŋ1	
猴	hou4	
猶	jou4	
猾	wɛt8	
猿	juan4	
獄	jʊk8	
獅	si1	
獎	tiaŋ2	
獗	kʰit7b	
獨	ʔʊk8	
獰	nɪŋ4	
獲	wɔk8	
獵	liap8	
獷	kɔŋ2	
獷	kʰɔŋ1	
獸	sou1	
獺	tsʰat7b	
獻	hin1	
獼	mei4	
獼	mi4	又音
獼	miɛ4	又音
獼	nei4	
獼	ni4	又音
獼	niɛ4	又音
玄	juan4	
率	lɐt8	
率	sɐt7a	率領
玉	jʊk8	
王	wɔŋ4	國王
王	wɔŋ6	王天下
玖	kɐu2	
玩	wan2	去玩
玩	wuan6	玩弄
玫	mui4	
玲	lɪŋ4	
玷	ʔiam1	
玻	pɔ1	
珀	pʰak7b	
珊	san1	
珍	tsɐn1	
珠	tsi1	
班	pan1	
珮	pʰuai1	
現	jin6	
球	kʰɐu4	
琅	lɔŋ4	
理	lei5	
理	li5	又音
理	liɛ5	又音
琇	sɐu1	
琉	lɐu4	
琢	ʔiak7b	
琥	fu2	
琦	kʰei4	
琦	kʰi4	又音
琦	kʰiɛ4	又音
琪	kʰei4	
琪	kʰi4	又音
琪	kʰiɛ4	又音
琳	lɐm4	
琴	kʰɐm4	
琵	pʰei4	
琵	pʰi4	又音
琵	pʰiɛ4	又音
琶	pʰa4	
瑋	wi2	
瑋	wi5	
瑕	ha4	
瑙	nau2	
瑚	wu4	
瑛	jɪŋ1	
瑜	ji4	
瑞	sui6	
瑟	sɐt7a	
瑣	sɔ2	
瑤	jiau4	
瑩	jɪŋ4	
瑪	ma1	
瑯	lɔŋ4	
瑰	kwi1	
瑾	kɐn2	
璀	tʰui1	
璃	lei1	玻璃
璃	lei4	琉璃
璃	li1	玻璃，又音
璃	li4	琉璃，又音
璃	liɛ1	玻璃，又音
璃	liɛ4	琉璃，又音
璋	tsiaŋ1	
璞	pʰɔk7b	
璧	pɪk7b	
璨	tʰan1	
環	wan4	
璽	sɔi2	
瓊	kʰɪŋ4	
瓏	lʊŋ4	
瓜	kwa1	
瓠	wu6	
瓢	pʰiau4	
瓣	fan6	花瓣
瓦	ŋa5	
瓶	pʰiaŋ4	油瓶，白讀
瓶	pʰɪŋ4	
瓷	tʰi4	
甄	jɐn1	
甕	ŋʊŋ1	
甘	kam1	
甚	sɐm6	
甜	hiam4	
生	saŋ1	
產	tsʰan2	
甥	saŋ1	
甦	sou1	
甦	su1	又音
甦	suɔ1	又音
用	jʊŋ6	
甩	lɐt7a	
甫	pʰou2	台甫
甫	pʰu2	台甫，又音
甫	pʰuɔ2	台甫，又音
田	hin4	
由	jou4	
甲	kap9	
甲	kap7b	
申	sɐn1	
男	nam4	
甸	ʔin6	
町	ʔɪŋ1	
町	ʔɪŋ2	町畦
畀	pei2	
畀	pi2	又音
畀	piɛ2	又音
界	kai1	
畏	wi1	
畔	puan6	
留	lɐu4	
畚	puan2	
畜	tsʰʊk7a	
畝	mou5	
畢	pɐt7a	
略	liak8	
畦	kʰwi4	
番	fan1	
畫	wa6	
畫	wak8	畫圖
異	ji6	
當	ʔɔŋ1	當然
當	ʔɔŋ1	適當
畸	kʰei1	
畸	kʰi1	又音
畸	kʰiɛ1	又音
疆	kiaŋ1	
疇	tsʰɐu4	
疊	ʔiap8	
疏	sɔ1	
疑	ji4	
疚	kɐu1	
疣	jou4	
疤	pa2	
疫	jɪk8	
疲	pʰei4	
疲	pʰi4	又音
疲	pʰiɛ4	又音
疵	tʰi2	
疹	tsʰɐn2	
疼	haŋ4	疼痛
疾	tɐt8	
病	piaŋ6	
症	tsɪŋ1	
痊	tʰin4	
痕	hɐn4	
痘	ʔou6	
痛	hʊŋ1	
痠	suan1	
痢	lei6	
痢	li6	又音
痢	liɛ6	又音
痢	lɔi6	
痰	ham4	
痲	ma4	
痴	tsʰi1	
痺	pei1	
痺	pi1	又音
痺	piɛ1	又音
瘋	fʊŋ1	
瘍	jiaŋ4	
瘓	wuan6	
瘖	jɐm1	
瘠	tiak7b	
瘡	tsʰɔŋ1	
瘤	lɐu4	
瘦	sou1	
瘧	jiak8	
療	liau4	
癌	ŋam4	
癒	ji6	
癟	pit8	
癢	jiaŋ1	
癤	tit7b	
癥	tsɪŋ1	
癩	lai1	
癮	jɐn5	
癱	han1	
癲	ʔin1	
癸	kwi1	
登	ʔaŋ1	
發	fat7a	長發里，地名
發	fat7b	
白	pak8	
百	pak7a	百厭
百	pak7b	一百
皂	tau6	
的	ʔɪk7a	
皆	kai1	
皇	wɔŋ4	
皎	kiau2	
皓	hau6	
皓	hiau6	亮，白讀
皚	ŋɔi4	
皮	pʰei4	
皮	pʰi4	又音
皮	pʰiɛ4	又音
皰	pʰiau1	
皺	tsou1	
皿	mɪŋ1	
皿	mɪŋ5	
盂	ji4	
盃	puai1	
盆	pʰuan4	
盆	pʰuan5	變調
盈	jɪŋ4	
益	jɪk7a	
盎	ŋɔŋ1	
盒	hap8	
盔	kʰwi1	
盛	sɪŋ4	盛湯
盛	sɪŋ6	旺盛
盜	ʔau6	
盞	tsan2	
盟	maŋ4	
盡	tɐn6	
監	kam1	
盤	pʰuan4	
盧	lou4	
盧	lu4	又音
盧	luɔ4	又音
盪	ʔɔŋ6	
目	mʊk8	
盯	ʔiaŋ1	
盯	ʔɪŋ1	
盲	maŋ4	
直	tsɪk8	
相	siaŋ1	
盹	ʔɐn6	
盼	pʰan1	
盾	hɐn5	
省	saŋ2	廣東省
省	sɪŋ2	反省
眇	miau5	
眈	ʔam1	
眉	mei4	
眉	mi4	又音
眉	miɛ4	又音
看	hɔn1	看守
真	tsɐn1	
眠	min4	
眨	tsam2	
眩	juan6	
眶	kʰwaŋ1	
眷	kin1	
眺	hiau1	
眼	ŋɛn2	
眾	tsʊŋ1	
睇	hɛ2	看
睏	kʰun1	又音
睏	kʰwɐn1	
睛	tɪŋ1	
睜	tsaŋ1	
睞	lɔi6	
睡	sui6	
督	ʔʊk7a	
睦	mʊk8	
睪	kau1	睪丸
睪	jɪk8	
睫	tit8	
睬	tsʰɔi2	
睹	ʔou2	
睹	ʔu2	又音
睹	ʔuɔ2	又音
睽	kʰwi4	
睾	kau1	
睿	jui6	
瞄	miau4	
瞇	mei1	
瞇	mi1	又音
瞇	miɛ1	又音
瞋	tsʰɐn1	
瞌	hɐp7a	
瞎	hɐt8	
瞓	fɐn1	睡覺
瞓	fɐn5	眼瞓
瞓	fun1	睡覺，又音
瞓	fun5	眼瞓，變調，又音
瞞	muan4	
瞟	pʰiau4	
瞠	tsʰaŋ1	
瞥	pʰit7b	
瞧	tsʰiau4	
瞪	ʔaŋ1	
瞬	sɐn1	
瞭	liau5	瞭解
瞭	liau6	瞭望
瞭	liau6	明瞭
瞰	ham1	
瞻	tsiam1	
瞼	kiam2	
瞿	kui1	瞿然一驚
瞿	kʰui4	瞿塘峽
矇	mʊŋ4	
矗	tsʰʊk7a	
矚	tsʊk7a	
矛	mau4	
矢	tsʰi2	
矣	ji5	
矣	ʔa2	
知	tsi1	知識
知	ʔei1	知道
知	ʔi1	知道，又音
知	ʔiɛ1	知道，又音
矩	kui2	
短	ʔuan2	
矮	ŋɛ2	
矯	kiau2	
石	siak8	
石	siak9	變調
矽	tsɪk8	
砂	sa1	
砌	tʰɔi1	
砍	ham2	
研	jin4	
砝	fat7b	
砧	tsɐm5	砧板
砧	ʔɐm5	砧板，白讀
砰	pʰɪŋ1	
砲	pʰiau1	
破	pʰɔ1	
砵	puat8	
砸	tsap8	
砸	tsap7b	
硓	lau2	
硝	siau1	
硫	lɐu4	
硬	ŋaŋ6	
硯	jin6	
硼	pʰaŋ4	
碌	lʊk7a	
碎	sui1	
碎	sui5	變調
碑	pei1	
碑	pi1	又音
碑	piɛ1	又音
碗	wuan2	
碘	ʔin2	
碟	ʔiap8	
碧	pɪk7b	
碩	siak8	
碰	pʰʊŋ1	
碳	han1	
確	kʰɔk7b	
碼	ma5	
碾	nin2	
磁	tsʰi4	
磅	pɔŋ6	一磅
磅	pʰɔŋ4	磅礴
磋	tʰɔ1	
磕	hap8	
磚	tsin1	
磨	mɔ4	
磨	mɔ6	
磯	kei1	
磯	ki1	又音
磯	kiɛ1	又音
磷	lɐn4	
磺	wɔŋ4	
礁	tsiau1	
礎	tsʰɔ2	
礙	ŋɔi6	
礦	kʰɔŋ1	
礫	lɪk7a	
礴	pɔk8	
示	si6	
社	sia5	
祀	ti6	
祂	ha1	
祇	kʰei4	神祇
祇	kʰi4	神祇，又音
祇	kʰiɛ4	神祇，又音
祇	tsi2	同“只有”的“只”
祈	kʰei4	
祈	kʰi4	又音
祈	kʰiɛ4	又音
祉	tsi2	
祐	jou6	
祕	pei1	
祕	pi1	又音
祕	piɛ1	又音
祖	tou2	
祖	tu2	又音
祖	tuɔ2	又音
祝	tsʊk7a	
神	sɐn4	
祟	sui6	
祠	si4	
祥	tʰɔŋ4	
票	pʰiau1	
票	pʰiau5	變調
祭	tɔi1	
祿	lʊk8	
禁	kɐm1	禁止
禁	kʰɐm1	禁著
禍	wɔ6	
禎	tsɪŋ1	
福	fʊk7a	
禤	hin1	便嬛
禦	ji6	
禧	hei1	
禧	hi1	又音
禧	hiɛ1	又音
禪	siam4	禪師
禪	sin6	禪讓
禮	lɔi1	
禱	hau2	
禹	ji5	
禽	kʰɐm4	
禾	wɔ4	
禿	hʊk7a	
秀	sɐu1	
私	si1	
秉	pɪŋ2	
秋	tʰɐu1	
科	fɔ1	
秒	miau5	
秘	pei1	
秘	pi1	又音
秘	piɛ1	又音
租	tou1	
租	tu1	又音
租	tuɔ1	又音
秤	tsʰɪŋ1	地秤
秤	tsʰɪŋ5	
秤	pʰɪŋ4	天秤
秦	tʰɐn4	
秧	jiaŋ1	
秩	ʔit8	
移	ji4	
稀	hei1	
稀	hi1	又音
稀	hiɛ1	又音
稅	sui1	
稈	kɔn2	
程	tsʰɪŋ4	
稍	sau2	
稔	nɐm5	
稚	tsi6	
稜	lɪŋ4	
稞	fɔ1	
稟	pɐn2	
稠	tsʰɐu4	
種	tsʊŋ1	種植
種	tsʊŋ2	種子
稱	tsʰɪŋ1	稱呼
稻	ʔau6	
稽	kʰɔi1	稽首
稽	kʰɔi2	無稽之談
稿	kau2	
穀	kʊk7a	
穆	mʊk8	
穌	sou1	
穌	su1	又音
穌	suɔ1	又音
積	tɪk7a	
穎	wɪŋ6	
穗	sui6	
穢	wi1	
穩	wɐn2	
穩	wun2	又音
穫	wɔk8	
穴	juat8	
究	kɐu1	
穹	kʰʊŋ4	
空	hʊŋ1	
穿	tsʰuan1	
突	ʔɐt8	
窄	tsak7a	
窈	jiau2	
窒	tsɐt8	
窕	hiau4	
窖	kiau1	
窗	tsʰɔŋ1	
窘	kʰun1	又音
窘	kʰwɐn1	
窟	wɐt7a	
窟	wut7a	又音
窣	sɐt7a	
窩	wɔ1	
窪	wa1	
窮	kʰʊŋ4	
窯	jiau4	
窸	sɪk7a	
窺	kʰwi1	
窿	lʊŋ1	
竄	tʰuan2	
竅	kʰiau1	
竇	ʔou6	
竊	sit7b	
立	lɐp8	
竑	waŋ4	
站	tsam6	
竟	kɪŋ2	
章	tsiaŋ1	
竣	tɐn1	
童	hʊŋ4	
竭	kʰit7b	
端	ʔuan1	
競	kɪŋ6	
竹	tsʊk7a	
竺	tsʊk7a	
竿	kɔn1	
笆	pa2	
笑	siau1	
笙	saŋ1	
笛	ʔiak7a	
笠	lɐp7a	
符	fu4	
笨	pɐn6	
第	ʔɔi6	
筆	pɐt7a	
等	ʔaŋ2	
筋	kɐn1	
筍	sɐn2	
筏	fɐt8	
筏	fut8	又音
筐	hɔŋ1	
筑	tsʊk7a	
筒	hʊŋ4	
答	ʔap7b	
策	tsʰak7b	
筵	jin4	
筷	fai1	
箋	tin1	
箍	kʰu1	
箏	tsaŋ1	
箔	pɔk8	
箕	kei1	
箕	ki1	又音
箕	kiɛ1	又音
算	suan1	
管	kuan2	
箬	jiak8	
箭	tin1	
箱	siaŋ1	
箱	siaŋ4	
節	tit7a	
節	tit7b	
範	fan6	
篇	pʰin1	
築	tsʊk7a	
篙	kau1	
篛	jiak8	
篝	kʰou1	
篤	ʔʊk9	
篤	ʔʊk7a	
篩	sɔi1	
篷	pʰʊŋ4	
篾	mit8	
簇	tʰʊk7a	
簍	lou4	
簑	sɔ1	
簕	lak8	植物的刺
簕	lak7a	簕菜茶
簡	kan2	
簧	wɔŋ4	
簫	siau1	
簷	siam4	
簸	pɔ1	
簽	tʰiam1	
簽	tʰiam5	牙簽，變調
簾	liam4	
簿	pou6	
簿	pu6	又音
簿	puɔ6	又音
籃	lam4	
籌	tsʰɐu4	
籍	tɪk8	
籐	haŋ4	
籟	lai6	
籠	lʊŋ4	
籤	tʰiam1	
籤	tʰiam5	牙籤，變調
籬	lei4	
籬	li4	又音
籬	liɛ4	又音
籮	lɔ4	
籲	ji6	
米	mɔi2	
籽	ti2	
粄	pan2	
粉	fɐn2	
粉	fun2	又音
粑	pa2	
粒	nɐp7a	
粕	pʰɔk7b	
粗	tʰou1	
粗	tʰu1	又音
粗	tʰuɔ1	又音
粘	tsiam1	
粟	sʊk7a	
粥	tsʊk7a	
粱	liaŋ4	
粵	juat8	
粹	sui6	
糉	tʊŋ2	
糉	tʊŋ5	
精	tiaŋ1	好精，白讀
精	tɪŋ1	
粿	kɔ2	
糊	wu4	
糍	tʰei4	丸糍、團糍
糕	kau1	
糖	hɔŋ4	
糗	tsʰɐu1	
糙	tʰau1	
糜	mei4	
糜	mi4	又音
糜	miɛ4	又音
糞	fɐn1	
糞	fun1	又音
糟	tau1	
糧	liaŋ4	
糬	si4	
糯	nɔ6	
糰	hin4	
系	hɔi6	
糾	kɐu2	糾正
糾	ʔɐu2	
紀	kei2	
紀	ki2	又音
紀	kiɛ2	又音
紂	tsɐu6	
約	jiak7b	
紅	kʊŋ1	女紅
紅	hʊŋ4	紅色
紉	jɐn6	
紊	mɐn1	
紋	mɐn4	
納	nap8	
紐	nɐu2	
紓	si1	
純	sɐn4	
紗	sa1	
紙	tsi2	
級	kʰɐp7a	
紛	fɐn1	
紛	fun1	又音
素	sou1	
素	su1	又音
素	suɔ1	又音
紡	fɔŋ2	
索	sɔk7a	
索	sɔk7b	
紫	ti2	
紮	tsat7b	
累	lui4	果實累累，同“纍”
累	lui6	累積
細	sɔi1	
細	sɔi5	細佬、老細，變調
紳	sɐn1	
紹	siau6	
終	tsʊŋ1	
絃	jin4	
組	tou2	
組	tu2	又音
組	tuɔ2	又音
絆	puan6	
結	kit7b	
絕	tit8	
絛	hau1	
絞	kiau2	
絡	lɔk8	
絢	hin1	
給	kʰɐp7b	
絨	jʊŋ4	
絮	sui1	
統	hʊŋ2	
絲	si1	絲瓜
絲	si5	絲襪
絹	kin1	
綁	pɔŋ2	
綏	sui1	
綑	kʰun2	又音
綑	kʰwɐn2	
經	kɪŋ1	
綜	tʊŋ1	
綠	lʊk8	
綢	tsʰɐu4	
維	wi4	
綱	kɔŋ1	
網	mɔŋ2	
綴	tsui6	點綴
綴	tsuat7b	綴足
綵	tʰɔi2	
綸	kwan1	綸巾
綸	lɐn4	垂綸
綺	ji2	
綻	tsan6	
綽	tsʰiak7b	
綽	tsʰɔk7b	
綿	min4	
緊	kɐn2	
緖	sui1	
緘	kam1	
線	sin1	
緝	tʰɐp7a	
緞	ʔuan6	
締	ʔɔi1	
緡	mɐn5	
緣	juan4	
編	pʰin1	
緩	wuan6	
緬	min1	
緯	wi2	
練	lin6	
緻	tsi1	
縈	jɪŋ4	
縊	ŋɔi1	
縐	tsou1	
縛	pɔk7b	
縣	juan6	
縫	fʊŋ4	
縮	sʊk7a	
縱	tʊŋ1	縱橫
縴	hin1	
縷	lui1	
總	tʊŋ2	
績	tɪk7a	
繁	fan4	
繃	paŋ1	繃帶
繆	mɐu4	未雨綢繆
繆	mɐu6	繆論
織	tsɪk7a	
繕	sin6	
繚	liau4	
繞	jiau2	
繡	sɐu1	
繩	sɪŋ4	
繪	kʰuai2	
繫	hɔi6	
繭	kan2	
繳	kiau2	
繹	jɪk8	
繼	kɔi1	
繽	pɐn1	
續	tʊk8	
纍	lui6	
纏	tsʰin4	
纖	tʰiam1	
纜	lam6	
缸	kɔŋ1	
缺	kʰit7b	
缽	puat8	
罄	hɪŋ1	
罅	la1	縫隙
罅	la5	變調
罈	ham4	
罌	ŋaŋ1	
罐	kuan1	
罕	hɔn2	
罷	pa6	
罩	tsau1	
罩	tsau5	
罪	tui6	
置	tsi1	
罰	fɐt8	
罰	fut8	又音
署	tsʰi5	
罵	ma6	
罷	pa6	
罹	lei4	
罹	li4	又音
罹	liɛ4	又音
羅	lɔ4	
羊	jiaŋ4	
羌	kiaŋ1	
美	mei2	
美	mei5	
美	mi2	又音
美	mi5	又音
美	miɛ2	又音
美	miɛ5	又音
羔	kau1	
羚	lɪŋ4	
羞	sɐu1	
羣	kʰun4	又音
羣	kʰwɐn4	
羨	sin6	
義	ji6	
羲	hei1	
羲	hi1	又音
羲	hiɛ1	又音
羹	kaŋ1	
羽	ji5	
羿	ŋɔi6	
翁	jʊŋ1	
翅	tsʰi1	
翌	jɪk8	
習	tap8	
翔	tʰɔŋ4	
翠	tʰui1	
翡	fei2	
翡	fi2	又音
翡	fiɛ2	又音
翦	tin2	
翩	pʰin1	
翰	hɔn6	
翱	ŋau4	
翹	kʰiau1	翹起
翹	kʰiau4	翹首
翻	fan1	
翼	jɪk8	
耀	jiau6	
老	lau2	
考	hau2	
者	tsia2	
而	ji4	
耍	sa2	
耐	nɔi6	
耒	lui5	
耕	kaŋ1	
耗	hau1	
耘	wɐn4	
耘	wun4	又音
耙	pʰa4	
耜	ti6	
耳	ji2	
耶	jia4	
耽	ʔam1	
耿	kaŋ2	
聆	lɪŋ4	
聊	liau4	
聒	kʰuat7b	
聖	sɪŋ1	
聘	pʰɪŋ1	
聚	tui6	
聚	tʰou1	聚錢，存錢
聞	mɐn4	
聯	lin4	
聰	tʰʊŋ1	
聲	siaŋ1	白讀
聲	sɪŋ1	聲樂
聳	sʊŋ2	
聶	niap8	
聶	niap7a	姓氏
職	tsɪk7a	
聽	hiaŋ1	聽力，白讀
聽	hɪŋ1	聽任
聾	lʊŋ4	
肅	sʊk7a	
肆	sei1	四的大寫
肆	si1	肆意
肆	si1	四的大寫，又音
肆	siɛ1	四的大寫，又音
肇	siau6	
肉	jʊk8	
肋	lak8	
肌	kei1	
肌	ki1	又音
肌	kiɛ1	又音
肖	siau1	
肖	tʰiau1	肖像
肘	tsau2	
肚	ʔou2	
肚	ʔu2	又音
肚	ʔuɔ2	又音
肛	kɔŋ1	
肝	kɔn1	
股	ku2	
肢	tsi1	
肥	fei4	
肥	fi4	又音
肥	fiɛ4	又音
肨	puan6	
