#漢字	音標	解釋
一	il	
銞	gyun	
銟	cha	
銠	ro(no)	
銡	gil	
銢	byeok	
銣	yeo	
銤	mi	
銥	ui	
銦	in	
銧	gwang	
銨	an	
銩	ju	
銪	yu	
銫	saek	
銬	go	
錢	jeon	
鑾	ran(nan)	
銯	sa	
銰	ae	
銱	jo	
銲	han	
銳	ye	
銳	tae	
銴	se	
銵	gaeng	
銶	gu	
銷	so	
銸	seop	
銹	su	
銺	jang	
銻	je	
銼	jwa	
銼	jok	
銽	gwal	
銾	hong	
銿	jong	
鋀	du	
鋁	ryeo(yeo)	
鋂	mae	
鋃	rang(nang)	
鋄	mam	
鋅	ja	
鋅	gyeol	
鋆	yun	
鋇	pae	
鋈	ok	
鋉	sok	
鋊	yok	
鋋	yeon	
鋌	jeong	
鋍	bal	
鋎	hwan	
鋏	hyeop	
鋐	hoeng	
鋑	jeon	
鋑	chan	
鋑	cheom	
鋒	bong	
鋓	cheom	
鋔	man	
鋕	ji	
鋖	sa	
鋗	hyeon	
鋗	gyeon	
鋘	o	
鋘	hwa	
鋙	eo	
鋙	o	
鋚	jo	
鋛	gwang	
鋜	chak	
鋝	ryeol(yeol)	
鋞	hyeong	
鋟	chim	
鋟	cheom	
鋠	sin	
鋡	ham	
鋢	ryeol(yeol)	
鋣	ya	
鋤	seo	
鋥	jeong	
鋦	guk	
鋧	hyeon	
鋨	cheol	
鋩	mang	
鋪	po	
鋫	ri(i)	
鋫	ryeo(yeo)	
鋬	ban	
鋭	ye	
鋭	tae	
鋮	seong	
鋯	go	
鋰	ri(i)	
鋱	teuk	
鋲	byeong	
鑄	ju	
鋴	geuk	
鋵	dok	
鋶	ryu(yu)	
鋷	choe	
鋸	geo	
鋹	chang	
鋺	won	
鋺	wan	
鋻	gyeon	
鋼	gang	
鋽	jo	
鋾	do	
鋿	sang	
錀	ryun(yun)	
錁	gwa	
錂	reung(neung)	
錃	pa	
錄	rok(nok)	
錄	ryeo(yeo)	
錅	ri(i)	
錅	ryeo(yeo)	
錆	chang	
錆	cheong	
錇	bu	
錈	gwon	
錉	min	
錊	chwae	
錋	paeng	
錌	an	
錍	bi	
錎	ham	
錏	a	
錐	chu	
錑	roe(noe)	
錒	a	
錓	goeng	
錔	tap	
錕	gon	
錖	dok	
錗	chu	
錗	wi	
錘	chu	
錙	chi	
錚	jaeng	
錛	bun	
錜	nyeop(yeop)	
錝	jong	
錞	sun	
錞	dae	
錟	dam	
錟	seom	
錟	yeom	
錠	jeong	
錡	gi	
錡	ui	
錢	jeon	
錣	cheol	
錤	gi	
錥	yuk	
錦	geum	
錧	gwan	
錨	myo	
錩	chang	
錪	jeon	
錫	seok	
錫	sa	
錫	che	
鍊	dong	
鍊	ryeon(yeon)	
錭	jo	
錮	go	
錯	chak	
錯	jo	
錰	sul	
錱	jin	
錄	rok(nok)	
錄	ryeo(yeo)	
錳	maeng	
錴	rok(nok)	
錵	hwa	
錶	pyo	
錷	al	
錷	gu	
錸	rae(nae)	
錹	geung	
錺	bang	
錻	mu	
錼	nae	
錽	mam	
鏨	cham	
錿	ho	
鍀	deuk	
鍁	heun	
鍂	geum	
鍃	hol	
鍄	gyeong	
鍅	beop	
鍆	mun	
鍇	gae	
鍈	yeong	
鍈	ang	
鍉	si	
鍉	jeok	
鍊	ryeon(yeon)	
鍋	gwa	
鍌	seon	
鍍	do	
鍎	dol	
鍏	wi	
鍐	jong	
鍑	bok	
鍒	yu	
鍓	jip	
鍔	ak	
鍕	gun	
鍖	chim	
鍗	je	
鍘	chal	
鍙	hok	
鍚	yang	
鍛	dan	
鍜	ha	
鍝	u	
鍞	gaeng	
鍟	seong	
鍠	goeng	
鍡	oe	
鍢	bok	
鍣	cho	
鍤	sap	
鍥	gye	
鍥	gyeol	
鍦	sa	
鍧	goeng	
鍨	gyu	
鍩	cheom	
鍪	mu	
鍫	cho	
鍬	cho	
鍭	hu	
鍮	yu	
鍯	chong	
鍰	hwan	
鍱	seop	
鍱	yeop	
鍲	min	
鍳	gam	
鍴	dan	
鍵	geon	
鍶	song	
鍷	gyu	
鍸	ho	
鍹	seon	
鍺	ta	
鍺	ji	
鍻	gal	
鍼	chim	
鍽	pyeon	
鍾	jong	
鍿	chi	
鎀	su	
鎁	ya	
鎂	mi	
鎃	pa	
鎄	ae	
鎅	gye	
鎆	jeon	
鎇	mi	
鎈	cha	
鎉	dap	
鎊	bang	
鎋	hal	
鎌	gyeom	
鎍	saek	
鎍	chaek	
鎍	sak	
鎎	gae	
鎏	ryu(yu)	
鎐	yo	
鎑	tap	
鎒	nu	
鎓	ong	
鎔	yong	
鎕	dang	
鎖	swae	
鎗	jaeng	
鎗	chang	
鎘	ryeok(yeok)	
鎘	ga	
鎙	sak	
鎚	chu	
鎚	toe	
鎛	bak	
鎜	ban	
鎝	sap	
鎞	bi	
鎟	sang	
鎠	gang	
鎡	ja	
鎢	o	
鎣	hyeong	
鎣	yeong	
鎤	hwang	
鎥	jo	
鎦	ryu(yu)	
鎧	gae	
鎨	jun	
鎩	swae	
鎩	sal	
鎪	su	
鎫	mam	
鎬	ho	
鎭	jin	
鎭	jeon	
鎮	jin	
鎮	jeon	
鎯	ra(na)	
鎰	il	
鎱	won	
鎲	dang	
鎳	eol	
鎴	sik	
鎵	ga	
鎶	ga	
鎷	ma	
鎸	jeon	
鎹	song	
鎺	jo	
鎻	swae	
鎼	ha	
鎽	bong	
鎾	on	
鎿	na	
鏀	ro(no)	
鏁	swae	
鏂	u	
鏂	gu	
鏃	jok	
鏃	chok	
鏃	chak	
鏄	dan	
鏅	su	
鏆	gwan	
鏇	seon	
鏈	ryeon(yeon)	
鏉	su	
鏊	o	
鏋	man	
鏌	mak	
鏍	ra(na)	
鏎	pil	
鏏	ye	
鏐	ryu(yu)	
鏑	jeok	
鏒	sam	
鏓	chong	
鏔	in	
鏕	o	
鏕	pyo	
鏖	o	
鏗	gaeng	
鏘	jang	
鏙	choe	
鏚	cheok	
鏛	sang	
鏜	dang	
鏝	man	
鏞	yong	
鏟	san	
鏟	jan	
鏠	bong	
鏡	gyeong	
鏢	pyo	
鏣	seo	
鏤	ru(nu)	
鏥	su	
鏦	chong	
鏦	chang	
鏧	rong(nong)	
鏨	cham	
鏨	jam	
鏩	jeom	
鏪	jo	
鏫	ryeo(yeo)	
鏫	ri(i)	
鏬	ha	
鏭	sil	
鏮	gang	
鏯	sang	
鏰	bung	
鏱	jang	
鏲	gyeon	
鏳	jaeng	
鏴	ro(no)	
鏵	hwa	
鏶	jip	
鏷	bak	
鏷	bok	
鏷	pyo	
鏸	hye	
鏹	gang	
鏺	bal	
鏻	rin(in)	
鏼	chaek	
鏽	su	
鏾	san	
鏿	jaeng	
鐀	gwe	
鐁	sa	
鐂	ryu(yu)	
鐃	nyo(yo)	
鐄	hoeng	
鐅	byeol	
鐆	su	
鐇	beon	
鐈	gyo	
鐉	jeon	
鐊	yang	
鐋	tang	
鐌	sang	
鐍	hyul	
鐎	cho	
鐏	jun	
鐐	ryo(yo)	
鐑	gyeol	
鐑	gye	
鐒	ro(no)	
鐓	dae	
鐓	don	
鐔	sim	
鐔	dam	
鐕	jam	
鐖	gi	
鐗	gan	
鐘	jong	
鐙	deung	
鐚	a	
鐛	yeong	
鐜	dae	
鐝	gwol	
鐞	nu	
鐟	che	
鐟	jam	
鐠	bo	
鐡	cheol	
鐢	geum	
鐣	jang	
鐤	jeong	
鐥	seon	
鐥	sam	
鐦	gae	
鐧	gan	
鐨	bi	
鐩	su	
鐪	ro(no)	
鐫	jeon	
鐫	hyu	
鐬	hoe	
鐭	o	
鐮	gyeom	
鐯	jak	
鐰	jo	
鐱	cheom	
鐲	tak	
鐳	roe(noe)	
鐴	byeok	
鐴	pye	
鐵	cheol	
鐶	hwan	
鐷	yeop	
鐸	tak	
鐹	gwa	
鐺	dang	
鐺	jaeng	
鐻	geo	
鐼	bun	
鐽	dal	
鐾	pye	
鐾	byeok	
鐿	ui	
鑀	ae	
鑁	beon	
鑁	jong	
鑂	hun	
鑃	jo	
鑄	ju	
鑅	hoeng	
鑆	chu	
鑇	je	
鑈	ni(i)	
鑉	tap	
鑊	hwak	
鑋	gyeong	
鑌	bin	
鑍	yeong	
鑎	gwe	
鑏	nyeong(yeong)	
鑐	yu	
鑐	su	
鑑	gam	
鑒	gam	
鑓	gyeon	
鑔	chal	
鑕	jil	
鑖	myeol	
鑗	ryeo(yeo)	
鑗	ri(i)	
鑘	roe(noe)	
鑙	gye	
鑚	chan	
鑛	gwang	
鑜	sang	
鑜	hyang	
鑝	bong	
鑞	rap(nap)	
鑟	dok	
鑠	sak	
鑡	chak	
鑢	ryeo(yeo)	
鑣	pyo	
鑤	po	
鑥	ro(no)	
鑦	hyeon	
鑧	gwan	
鑨	rong(nong)	
鑩	ak	
鑪	ro(no)	
鑫	heum	
鑬	gam	
鑭	ran(nan)	
鑮	bak	
鑯	cheom	
鑰	yak	
鑱	cham	
鑲	yang	
鑳	geon	
鑴	hyu	
鑴	jeon	
鑵	gwan	
鑶	jang	
鑷	seop	
鑸	roe(noe)	
鑹	chan	
鑺	gu	
鑻	ban	
鑼	ra(na)	
鑽	chan	
鑾	ran(nan)	
鑾	geo	
鑿	chak	
鑿	jo	
鑿	chok	
钀	al	
钁	gwak	
钂	dang	
钃	chok	
钄	ran(nan)	
釒	geum	
釓	gu	
釓	al	
釔	eul	
针	chim	
釘	jeong	
釗	soe	
釗	so	
釙	bak	
釕	jo	
釷	to	
釺	cheon	
釧	cheon	
釤	sam	
鈒	sap	
釩	beom	
釣	jo	
鍆	mun	
釹	nyeo(yeo)	
鍚	yang	
釵	chae	
釵	cha	
鈃	gyeon	
鈃	hyeong	
鈣	gae	
鈈	bi	
鈦	tae	
鉅	geo	
鈍	dun	
鈔	cho	
钟	jong	
鈉	nap	
鋇	pae	
鋼	gang	
鈑	pan	
鈐	geom	
鑰	wol	
鑰	yak	
欽	heum	
欽	eum	
鈞	gyun	
鎢	o	
鉤	gu	
鈧	hang	
钫	bang	
鈥	hwa	
鈄	du	
鈕	nyu(yu)	
鈕	chu	
鈀	pa	
鈺	ok	
錢	jeon	
鉦	jeong	
鉗	gyeom	
鈷	go	
鉢	bal	
鈳	a	
鉕	pa	
鈽	po	
鈸	bal	
鉞	wol	
钻	cheop	
钻	chan	
鉬	mok	
鉭	dan	
鉀	gap	
鈿	jeon	
鈾	yu	
鐵	cheol	
鉑	bak	
鈴	ryeong(yeong)	
鑠	sak	
鉛	yeon	
鉚	ryu(yu)	
鉋	po	
鈰	si	
鉉	hyeon	
鉈	sa	
鉍	pil	
鉍	pi	
鉍	seul	
鈮	ni(i)	
鈹	pi	
鐸	tak	
鉶	hyeong	
銬	go	
銠	ro(no)	
鉺	i	
鋩	mang	
錏	a	
銪	yu	
鋮	seong	
鋏	hyeop	
鋣	ya	
鐃	nyo(yo)	
銍	jil	
鐺	dang	
鐺	jaeng	
銅	dong	
鋁	ryeo(yeo)	
銱	jo	
銦	in	
鎧	gae	
鍘	chal	
銖	su	
銑	seon	
鋌	jeong	
銩	ju	
銛	seom	
鏵	hwa	
銓	jeon	
鎩	swae	
鎩	sal	
鉿	hyeop	
鉿	gyeop	
鉿	gap	
銚	jo	
鉻	rak(nak)	
銘	myeong	
錚	jaeng	
銫	saek	
鉸	gyo	
銥	ui	
铲	san	
铲	jan	
銃	chong	
鐋	tang	
銨	an	
銀	eun	
銣	yeo	
鑄	ju	
鐒	ro(no)	
鋪	po	
鋙	eo	
鋙	o	
錸	rae(nae)	
鋱	teuk	
链	ryeon(yeon)	
鏗	gaeng	
銷	so	
鎖	swae	
鋰	ri(i)	
鋥	jeong	
鋤	seo	
鍋	gwa	
鋯	go	
鋨	cheol	
鏽	su	
銼	jwa	
銼	jok	
鋝	ryeol(yeol)	
鋒	bong	
鋅	ja	
鋅	gyeol	
鋶	ryu(yu)	
鐦	gae	
鐧	gan	
銳	ye	
銳	tae	
銻	je	
鋃	rang(nang)	
鋟	chim	
鋟	cheom	
鋦	guk	
錒	a	
錆	chang	
錆	cheong	
鍺	ta	
鍺	ji	
鍩	cheom	
錯	chak	
錯	jo	
錨	myo	
錛	bun	
錡	gi	
錡	ui	
鍀	deuk	
錁	gwa	
錕	gon	
錩	chang	
錫	seok	
錫	sa	
錫	che	
錮	go	
鑼	ra(na)	
錘	chu	
錐	chu	
錦	geum	
鑕	jil	
鍁	heun	
錈	gwon	
鍃	hol	
锫	bu	
錟	dam	
錟	seom	
錟	yeom	
錠	jeong	
鍵	geo	
鍵	geon	
鋸	geo	
錳	maeng	
錙	chi	
鍥	gye	
鍥	gyeol	
鍈	yeong	
鍈	ang	
鍇	gae	
鏘	jang	
鍶	song	
鍔	ak	
鍤	sap	
鍬	cho	
鍾	jong	
鍛	dan	
鎪	su	
鍠	goeng	
鍰	hwan	
鎄	ae	
鍍	do	
鎂	mi	
鏤	ru(nu)	
鎡	ja	
鐨	bi	
鎇	mi	
鏌	mak	
鎮	jin	
鎮	jeon	
鎛	bak	
鎘	ryeok(yeok)	
鎘	ga	
鑷	seop	
镋	dang	
鐫	jeon	
鎳	eol	
镎	na	
鎦	ryu(yu)	
鎬	ho	
鎊	bang	
鎰	il	
鎵	ga	
鑌	bin	
鎔	yong	
鏢	pyo	
鏜	dang	
鏝	man	
鏍	ra(na)	
鏰	bung	
鏞	yong	
鏡	gyeong	
鏑	jeok	
鏃	jok	
鏃	chok	
鏃	chak	
鏇	seon	
鏐	ryu(yu)	
鐔	sim	
鐔	dam	
镢	gwol	
鐐	ryo(yo)	
鏷	bak	
鏷	bok	
鏷	pyo	
鑥	ro(no)	
鐓	dae	
鑭	ran(nan)	
鐠	bo	
鑹	chan	
鏹	gang	
鐙	deung	
鑊	hwak	
鐳	roe(noe)	
鐶	hwan	
鐲	tak	
镰	ryeom(yeom)	
镰	gyeom	
鐿	ui	
鑔	chal	
鑣	pyo	
鑞	rap(nap)	
鑱	cham	
鑲	yang	
長	jang	
镸	jang	
镹	gu	
镺	o	
镻	jeol	
镻	jil	
镼	gul	
镽	ryo(yo)	
镾	mi	
長	jang	
門	mun	
閁	mal	
閂	san	
閃	seom	
閄	hok	
閅	mun	
閆	yeom	
閇	pye	
閈	han	
閉	pye	
閊	san	
開	gae	
開	gyeon	
閌	hang	
閍	paeng	
閎	goeng	
閏	yun	
閐	sam	
閑	han	
閒	han	
閒	gan	
間	gan	
閔	min	
閕	ha	
閖	su	
閗	du	
閗	tu	
閘	gap	
閘	ap	
閙	nyo(yo)	
閙	ryo(yo)	
閚	cheom	
閛	pyeong	
閜	ha	
閝	ryeong(yeong)	
閞	byeon	
閟	bi	
閠	yun	
閡	ae	
閡	hae	
閡	haek	
閡	gae	
關	gwan	
關	wan	
閣	gak	
閤	hap	
閥	beol	
閦	chuk	
閧	hong	
閨	gyu	
閩	min	
閪	seo	
閫	gon	
閬	rang(nang)	
閭	ryeo(yeo)	
閮	jeong	
閯	sa	
閰	guk	
閱	yeol	
閱	yeol	
閳	cheon	
閴	gyeok	
閵	rin(in)	
閶	chang	
閷	sal	
閷	swae	
閸	gon	
閹	eom	
閺	mun	
閻	yeom	
閼	al	
閼	yeon	
閼	eo	
閽	hon	
閾	yeok	
閿	mun	
闀	hang	
闁	po	
闂	hang	
闃	gyeok	
闄	yo	
闅	mun	
闆	ban	
闆	pan	
闇	am	
闇	eum	
闈	wi	
闉	in	
闊	hwal	
闋	gyeol	
闌	ran(nan)	
闍	do	
闍	sa	
闎	cheon	
闏	paeng	
闐	jeon	
闑	eol	
闒	tap	
闒	rap(nap)	
闓	gae	
闔	hap	
闕	gwol	
闖	teum	
闖	cheum	
闗	gwan	
闗	wan	
鬥	tu	
闙	gye	
闚	gyu	
闛	dang	
關	gwan	
關	wan	
闝	pyo	
闞	ham	
闞	gam	
闟	heup	
闠	gwe	
闡	cheon	
闢	byeok	
闣	dang	
闤	hwan	
闥	dal	
闥	geon	
闦	on	
闧	won	
門	mun	
閂	san	
閃	seom	
閆	yeom	
閈	han	
閉	pye	
問	mun	
闖	teum	
闖	cheum	
閏	yun	
闈	wi	
闲	han	
閎	goeng	
間	gan	
閔	min	
閌	hang	
悶	min	
閘	gap	
閘	ap	
鬧	nyo(yo)	
鬧	ryo(yo)	
閨	gyu	
聞	mun	
闥	dal	
閩	min	
閭	ryeo(yeo)	
闓	gae	
閥	beol	
閣	gak	
閡	ae	
閡	hae	
閡	haek	
閡	gae	
閫	gon	
鬮	gu	
鬮	gyu	
閱	yeol	
閬	rang(nang)	
闍	do	
闍	sa	
閾	yeok	
閹	eom	
閶	chang	
鬩	hyeok	
鬩	gyeok	
閿	mun	
閽	hon	
閻	yeom	
閼	al	
閼	yeon	
閼	eo	
闡	cheon	
闌	ran(nan)	
闃	gyeok	
闠	gwe	
闊	hwal	
闋	gyeol	
闔	hap	
闐	jeon	
闒	tap	
闒	rap(nap)	
闕	gwol	
闞	ham	
闞	gam	
闤	hwan	
阜	bu	
阝	bu	
阞	reuk(neuk)	
隊	dae	
隊	chu	
阠	sin	
阡	cheon	
阢	ol	
阣	gae	
阣	heul	
阤	chi	
阤	ta	
阤	i	
阥	eum	
阥	am	
阦	yang	
阧	du	
阨	aek	
阨	ae	
阩	seung	
阪	pan	
阫	bae	
阬	gaeng	
阭	yun	
阮	wan	
阮	won	
阯	ji	
阰	bi	
阱	jeong	
防	bang	
陽	yang	
陰	eum	
陰	am	
陣	jin	
階	gye	
阷	jeong	
阸	aek	
阹	geo	
阺	jeo	
阻	jo	
阼	jo	
阽	jeom	
阽	yeom	
阾	ryeong(yeong)	
阿	a	
阿	ok	
陀	ta	
陁	ta	
陁	chi	
陁	i	
陂	pi	
陂	pa	
陃	byeong	
附	bu	
際	je	
陸	ryuk(yuk)	
隴	rong(nong)	
陳	jin	
陘	hyeong	
陊	chi	
陊	ta	
陋	ru(nu)	
陌	maek	
降	gang	
降	hang	
陎	su	
陏	ta	
陏	su	
限	han	
限	eun	
陑	i	
陒	gwe	
陓	u	
陔	hae	
陝	hap	
陝	hyeop	
陝	seom	
陖	jun	
陗	cho	
陘	hyeong	
陙	sun	
陚	bu	
陛	pye	
陜	hap	
陜	hyeop	
陝	seom	
陞	seung	
陟	cheok	
陠	po	
陡	du	
院	won	
陣	jin	
除	je	
除	yeo	
陷	ham	
隯	do	
隉	nal	
隉	eol	
隕	un	
隕	won	
險	heom	
險	sam	
險	am	
陪	bae	
陫	bi	
陫	bae	
陬	chu	
陭	gi	
陮	toe	
陯	ryun(yun)	
陰	eum	
陰	am	
陱	guk	
陲	su	
陳	jin	
陴	bi	
陵	reung(neung)	
陶	do	
陶	yo	
陷	ham	
陸	ryuk(yuk)	
陹	seung	
險	heom	
險	sam	
險	am	
陻	in	
陼	jeo	
陼	do	
陽	yang	
陾	ing	
陿	seom	
陿	hap	
陿	hyeop	
隀	jung	
隁	eon	
隂	eum	
隂	am	
隃	yu	
隄	je	
隅	u	
隆	ryung(yung)	
隇	wi	
隈	oe	
隉	eol	
隊	dae	
隊	chu	
隊	su	
隋	su	
隋	ta	
隌	am	
隍	hwang	
階	gye	
隨	su	
隨	ta	
隱	eun	
隑	gi	
隑	hae	
隑	gae	
隒	eom	
隒	ryeom(yeom)	
隓	hyu	
隔	gyeok	
隕	un	
隕	won	
隖	o	
隗	oe	
隘	ae	
隘	aek	
隙	geuk	
隚	dang	
際	je	
障	jang	
隝	do	
隞	o	
隟	geuk	
隱	eun	
隡	san	
隢	yo	
隣	rin(in)	
隤	toe	
隥	deung	
隦	bi	
隧	su	
隧	chu	
隨	su	
隨	ta	
隩	o	
隩	uk	
險	heom	
險	sam	
險	am	
隫	bun	
隬	ni(i)	
隭	i	
隮	je	
隯	do	
隰	seup	
隱	eun	
隲	cheok	
隲	jeul	
隲	jil	
隳	hyu	
隳	ta	
隴	rong(nong)	
隵	hui	
隶	i	
隶	dae	
隶	rye(ye)	
隷	rye(ye)	
隷	i	
隷	dae	
隸	rye(ye)	
隸	i	
隸	dae	
隹	chu	
隹	choe	
隺	gak	
隺	heuk	
隺	hwak	
隺	hak	
隻	cheok	
隼	jun	
隽	jeon	
隽	jun	
難	nan	
難	na	
隿	ik	
雀	jak	
雁	an	
雂	geum	
雃	gyeon	
雄	ung	
雅	a	
集	jip	
雇	go	
雇	ho	
雈	hwan	
雈	chu	
雉	chi	
雉	sa	
雉	i	
雉	gae	
雊	gu	
雋	jun	
雋	jeon	
雋	chwi	
雌	ja	
雍	ong	
雎	jeo	
雛	chu	
雐	ho	
雜	jap	
雒	rak(nak)	
雓	yeo	
雔	su	
雕	jo	
雖	su	
雖	yu	
雗	han	
雘	hwak	
雙	ssang	
雚	gwan	
雚	hwan	
雛	chu	
雜	jap	
雝	ong	
雞	gye	
雟	hyu	
讎	su	
雡	ryu(yu)	
離	ri(i)	
離	ryeo(yeo)	
離	chi	
難	nan	
難	na	
雤	hak	
雤	ak	
雥	jap	
雦	jip	
雧	jip	
雨	u	
雩	u	
雪	seol	
雫	u	
雬	bu	
雭	sap	
雭	seup	
雮	mok	
雯	mun	
雰	bun	
雱	bang	
雲	un	
靂	ryeok(yeok)	
雴	rip(ip)	
雵	ang	
零	ryeong(yeong)	
零	ryeon(yeon)	
雷	roe(noe)	
雸	am	
雹	bak	
雺	mong	
電	jeon	
雼	tang	
雽	ho	
霧	mu	
雿	jo	
需	su	
需	yeon	
霽	je	
霂	mok	
霃	chim	
霄	so	
霄	cho	
霅	sap	
霅	jap	
霅	hap	
霆	jeong	
震	jin	
震	sin	
霈	pae	
霉	mae	
霉	mi	
靈	ryeong(yeong)	
霋	cheo	
霌	ju	
霍	gwak	
霍	sa	
霎	sap	
霏	bi	
霐	hong	
霑	jeom	
霒	eum	
霒	am	
霓	ye	
霓	yeok	
霔	ju	
霕	dun	
霖	rim(im)	
霗	ryeong(yeong)	
霘	dong	
霙	yeong	
霚	mu	
霛	ryeong(yeong)	
霜	sang	
霝	ryeong(yeong)	
霞	ha	
霟	hong	
霠	eum	
霡	maek	
霢	maek	
霣	un	
霣	gon	
霤	ryu(yu)	
霥	mong	
霦	bin	
霧	mu	
霨	wi	
霩	hwak	
霪	eum	
霫	seup	
霬	ik	
靄	ae	
霮	dam	
霯	deung	
霰	san	
霰	seon	
霱	hyul	
霱	yul	
露	ro(no)	
霳	ryung(yung)	
霴	che	
霵	jeup	
霶	bang	
霷	yang	
霸	pae	
霹	byeok	
霺	mi	
霻	pung	
霼	hui	
霽	je	
霾	mae	
霿	mong	
靀	mong	
靁	roe(noe)	
靂	ryeok(yeok)	
靃	hwak	
靄	ae	
靅	bi	
靆	che	
靇	rong(nong)	
靈	ryeong(yeong)	
靉	ae	
靉	ui	
靊	pung	
靋	ryeok(yeok)	
靌	bo	
靍	jak	
靎	jo	
靏	hak	
靐	bing	
靑	cheong	
青	cheong	
靚	jeong	
靝	cheon	
靕	jin	
靖	jeong	
靗	jeong	
靘	jeong	
靜	jeong	
靚	jeong	
靛	jeon	
靜	jeong	
靝	cheon	
非	bi	
靟	bi	
靠	go	
靡	mi	
靡	ma	
面	myeon	
靣	myeon	
靤	po	
靨	yeop	
靦	jeon	
靦	myeon	
靧	hoe	
靨	yeop	
革	hyeok	
革	geuk	
靪	jeong	
靫	chae	
靫	cha	
靬	gan	
靭	in	
靮	jeok	
靯	do	
靰	ol	
靱	in	
靲	geum	
靳	geun	
靴	hwa	
靵	nyu(yu)	
靶	pa	
靷	in	
靸	sap	
靹	nap	
靺	mal	
靻	jo	
靼	dal	
靼	dan	
靽	ban	
靾	ye	
靿	yo	
鞀	do	
鞁	pi	
鞂	gal	
鞃	goeng	
鞄	po	
鞅	ang	
鞆	byeong	
鞇	in	
鞈	hyeop	
鞈	sap	
鞈	tap	
鞈	gap	
鞉	do	
鞊	gil	
鞋	hye	
鞌	an	
鞍	an	
鞎	heun	
鞏	gong	
鞐	ha	
韃	dal	
鞽	gyo	
鞓	jeong	
鞔	man	
鞕	gyeong	
鞖	soe	
鞗	jo	
鞘	cho	
鞙	hyeon	
鞙	gyeon	
鞚	gong	
鞛	bong	
鞜	tap	
鞝	jang	
鞝	chang	
鞞	bi	
鞞	byeong	
鞟	gwak	
鞠	guk	
鞠	gung	
鞡	rap(nap)	
鞢	seop	
鞣	yu	
鞤	bang	
鞥	ap	
鞦	chu	
鞧	chu	
鞨	gal	
鞨	mal	
鞩	cho	
鞪	mu	
鞫	guk	
鞬	geon	
鞭	pyeon	
鞮	je	
韉	cheon	
鞰	on	
鞱	do	
鞲	gu	
鞳	tap	
鞴	bi	
鞴	bok	
鞴	bae	
鞴	bo	
鞵	hye	
鞶	ban	
鞷	aek	
鞸	pil	
鞹	gwak	
鞺	dang	
鞻	ru(nu)	
鞼	gwe	
鞽	gyo	
鞽	gak	
鞾	hwa	
鞿	gi	
韀	cheon	
韁	gang	
韂	cheom	
韃	dal	
韄	hoek	
韄	ho	
韅	hyeon	
韆	cheon	
韇	dok	
韈	mal	
韉	cheon	
韊	ran(nan)	
韋	wi	
韌	in	
韍	bul	
韎	mae	
韎	mal	
韏	gwon	
韐	gap	
韐	gyeop	
韑	wi	
韒	cho	
韓	han	
韔	chang	
韕	don	
韖	yu	
韗	un	
韘	seop	
韙	wi	
韚	wi	
韛	bae	
韛	bok	
韜	do	
韝	gu	
韞	on	
韞	un	
韟	go	
韠	pil	
韡	wi	
韢	hye	
韣	dok	
韤	mal	
韥	dok	
韋	wi	
韌	in	
韍	bul	
韓	han	
韙	wi	
韞	on	
韞	un	
韜	do	
韭	gu	
韮	gu	
韯	gu	
韯	seom	
韰	hae	
韱	seom	
韲	je	
音	eum	
韴	jap	
韵	un	
韶	so	
韷	ryeok(yeok)	
韸	bong	
韹	hwang	
韺	yeong	
韻	un	
韼	bong	
韽	am	
韾	eum	
響	hyang	
頀	ho	
頁	hyeol	
頁	yeop	
頂	jeong	
頃	gyeong	
頃	gyu	
頄	gyu	
頄	gu	
項	hang	
順	sun	
頇	an	
頇	han	
須	su	
頉	i	
頉	tal	
頊	uk	
頊	ok	
頋	wa	
頋	go	
頌	song	
頌	yong	
頍	gyu	
頎	gi	
頎	gan	
頏	hang	
預	ye	
頑	wan	
頒	ban	
頒	bun	
頓	don	
頓	dun	
頓	dol	
頔	jeok	
頕	jeom	
頕	dam	
頖	ban	
頗	pa	
領	ryeong(yeong)	
頙	chaek	
頚	gyeong	
頛	roe(noe)	
頜	hap	
頜	ham	
頝	gyo	
頞	al	
頟	aek	
頠	oe	
頠	wi	
頡	hil	
頡	gal	
頢	gwal	
頣	sin	
頣	i	
頤	i	
頥	i	
頦	hae	
頧	toe	
頨	pyeon	
頨	u	
頩	byeong	
頪	roe(noe)	
頫	bu	
頫	jo	
頬	hyeop	
頭	du	
頮	hoe	
頯	gyu	
頰	hyeop	
頱	ral(nal)	
頲	jeong	
頳	jeong	
穎	yeong	
頵	gun	
頶	hok	
頷	am	
頷	ham	
頸	gyeong	
頹	toe	
頺	toe	
頻	bin	
賴	roe(noe)	
頽	toe	
頾	ja	
頿	ja	
顀	chu	
顁	jeong	
顂	roe(noe)	
顂	rae(nae)	
顃	dam	
顄	ham	
顅	gan	
顆	gwa	
顇	chwe	
顇	chwi	
顈	gyeong	
顉	geum	
顉	am	
顊	i	
顋	si	
顋	sae	
題	je	
額	aek	
顎	ak	
顏	an	
顐	won	
顑	ham	
顑	hwang	
顒	ong	
顓	jeon	
顏	an	
顯	hyeon	
顖	sin	
顗	ui	
願	won	
顙	sang	
顚	jeon	
顛	jeon	
顜	gang	
顝	gol	
類	ryu(yu)	
類	roe(noe)	
顟	ryo(yo)	
顠	pyo	
顡	ui	
顡	toe	
顢	man	
顣	chuk	
顤	hyo	
顥	ho	
顦	cho	
顧	go	
顨	son	
顩	eom	
顩	geom	
顪	hwe	
