#漢字	音標	解釋
䉪	lui2	一種捕魚工具、深䉪，地名
貓	mɛu2	
貝	pui1	
貞	tsɪŋ1	
負	fu6	
財	tsʰui4	
貢	kʊŋ1	
貧	pʰɐn4	
貨	fa1	
販	fan1	
貪	ham1	
貫	kun1	
責	tsɪk7a	
貯	tsʰi1	
貳	ji6	
貴	kwi1	
貶	pin2	
買	mai1	
貸	hai1	
費	fi1	
貼	hip7b	
貽	ji4	
貿	mou6	
賀	hu6	
賂	lu6	
賄	kʰui2	
賅	kui1	
資	tsi1	
賈	ka2	姓賈
賈	ku2	商賈
賊	tsʰɐk9	
賊	tsʰɐk7b	
賑	tsɐn1	
賓	pɐn1	
賜	tsʰi1	
賞	sœŋ2	
賞	sɔŋ2	
賠	pʰui4	
賢	jan4	
賣	mai6	
賤	tsin6	
賦	fu1	
質	tsɐt7a	物質
質	tsi6	人質
賬	tsœŋ1	
賭	tu2	
賴	lai6	
賺	tsan6	
購	kʰou1	
賽	tsʰui1	
贅	tsui6	
贈	tsɐŋ6	
贊	tsan1	
贏	jɛŋ4	
贏	jœŋ4	
贓	tsɔŋ1	
贖	sʊk8	
敗	pai6	
赤	tsʰɛk7a	又音
赤	tsʰɛk7b	
赤	tsʰɪk7a	赤小豆
赦	sia1	
赫	hɪk7a	
走	tsou2	
赳	kɐu2	
赴	fu6	
起	hi2	
趁	tsʰɐn1	
超	tsʰiau1	
越	jat8	
趕	kun2	
趙	tsiu6	
趟	hɔŋ1	
趣	tsʰui1	
趨	tsʰui1	
足	tsui1	足恭
足	tsʊk7a	足跡
趴	pʰa1	
趾	tsi2	
跋	pɐt8	
跌	tit7b	
跎	hu4	
跑	pʰɛu2	
跚	san1	
跛	pei2	跛腳
跛	pʰu2	腳有殘疾
距	kʰui1	
距	kʰui5	距離
跟	kɐn1	
跡	tsɪk7a	
跤	kɛu1	
跨	kʰwa1	
跪	kwi6	
路	lu6	
跳	hiu1	
跺	tu2	
踏	tap8	
踐	tsʰin1	
踝	wai5	
踞	kui1	
踢	hɛk7b	
踢	pʰɛk7b	
踩	tsʰai2	
踮	tim2	
踱	tɔk8	
踴	jʊŋ2	
踵	tsʊŋ2	
蹄	hei4	
蹈	tau6	
蹉	tsʰu1	
蹋	tap8	
蹙	tsʰʊk7a	
蹟	tsɪk7a	
蹣	pʰun4	
蹤	tsʊŋ1	
蹦	pɐŋ2	
蹧	tsau1	
蹬	tɐŋ6	
蹲	tun1	
蹴	tsʰʊk7a	
蹺	hiu1	
蹼	pʊk8	
躁	tsʰau1	
躇	tsʰi4	
躊	tsʰiu4	
躍	jœk8	躍進
躍	jœk7b	跳躍
躡	nip8	
身	sɐn1	
躬	kʊŋ1	
躲	tu2	
躺	hɔŋ2	
軀	kʰui1	
車	tsʰia1	汽車
車	kui1	車馬炮
軋	tsat7b	
軌	kwi2	
軍	kun1	
軒	hin1	
軟	jan1	
軟	jan2	
軸	tsʊk8	
軻	ʔu1	
軾	sɪk7a	
較	kɛu1	
載	tsui1	記載
載	tsui2	一年半載
輒	tsip7b	
輓	wan1	
輔	fu6	
輕	hɪŋ1	
輛	lœŋ6	
輝	fi1	
輟	tsut7b	
輩	pui1	
輪	lɐn4	
輯	tsʰɐp7a	
輸	si1	
輻	fʊk7a	
輾	nin2	輾穀
輾	tsin2	輾轉
輿	ji4	
轄	hɐt8	
轅	jan4	
轉	tsan2	語流變讀
轉	tsun1	自轉
轉	tsun2	轉變
轉	tsun6	
轍	tsʰit7b	
轎	kiu6	
轎	kʰiu2	
轟	kwɐŋ1	
辛	sɐn1	
辜	ku1	
辣	lat8	
辦	pan6	
辨	pin6	
辭	si4	
辮	pin1	
辯	pin6	
辰	sɐn4	
辱	jʊk8	
農	nʊŋ4	
迂	ji1	
迄	ŋɐt8	
迅	sɐn1	
迎	jɪŋ4	
近	kɐn6	靠近
近	kʰɐn5	好近
返	fan2	
迢	siu4	
迤	ji4	逶迤
迤	ji4	
迥	kwɪŋ2	
迦	ka1	
迪	tɪk8	
迫	pɪk7b	
迭	tit8	
述	sɐt8	
迴	wui4	
迷	mei4	
迸	pɪŋ6	
迺	nai5	
追	tsui1	
退	hui1	
送	sʊŋ1	
逃	hau4	
逅	hou6	
逆	jɪk8	
逍	siu1	
透	hou1	
逐	tsʊk8	
途	hu4	
逕	kɪŋ1	
逕	kɪŋ1	雲逕，地名
逕	kɪŋ5	逕口，地名
逗	tou6	
這	tsia1	
通	hʊŋ1	
逛	kwɐŋ6	
逝	sei6	
逞	tsʰɪŋ2	
速	tsʰʊk7a	
造	tsau6	製造
逢	fʊŋ4	
連	lin4	
逮	tei6	
週	tsɐu1	
進	tsɐn1	
逵	kʰwi4	
逶	wi2	
逸	jit8	
逼	pɪk7b	
逾	ji6	
遁	tun6	
遂	sui6	
遇	ji6	
遊	jiu4	
運	wun6	
遍	pʰin1	
過	kwa1	
遏	ʔat7b	
遐	ha4	
道	tau6	
達	tat8	
違	wi4	
遥	jau4	
遜	sun1	
遞	tei6	
遠	jan2	
遠	jan2	遠方
遠	jan6	遠小人
遣	hin2	
遨	jau1	
適	sɪk7a	
遭	tsau1	
遮	tsia1	
遲	tsʰi4	
遴	lɐn4	
遵	tsin1	
遷	tsʰin1	
選	sin2	
遺	wi4	遺失
遺	wi6	贈遺
遼	liu4	
遽	kui6	
避	pi6	
邀	jau1	
邁	mai6	
邂	hai1	
邃	sui6	
還	wɛn4	
邇	ji5	
邊	pin1	
邊	pin4	邊址
邏	lu4	
邐	lei6	
邑	jip7a	
那	na5	姓那
那	na6	地名
那	nai2	一些
那	nu1	婀娜
邦	pɔŋ1	
邪	tsʰia4	
邪	jia4	
邱	jiu1	
邳	pʰi4	
邵	siu6	
邸	tei2	
郁	jʊk7a	
郊	kɛu1	
郎	lɔŋ4	
郝	kʰɔk7b	
郡	kun6	
部	pu6	
郭	kɐk7b	
郵	jiu4	
都	tu1	
鄉	hœŋ1	
鄒	tsou1	
鄙	pʰi2	
鄧	tɪŋ6	
鄭	tsɛŋ6	
鄰	lɐn4	
鄺	kʰwɐŋ1	姓氏
酉	jiu4	
酌	tsœk7b	
配	pʰui1	
酒	tsɐu2	
酣	hɐm4	
酥	su1	
酪	lau6	杏仁酪
酪	lɔk8	乳酪
酬	tsʰiu4	
酵	hɛu1	
酷	hʊk8	
酸	sun1	
醃	jap7b	
醇	sɐn4	
醉	tsui1	
醋	tsʰu1	
醒	tsʰɛŋ2	瞓醒，白讀
醒	sɪŋ2	醒目
醜	tsʰiau2	
醞	wun1	
醫	ji1	
醬	tsœŋ1	
醺	fun1	
釀	jœŋ6	
采	tsʰui2	
釉	jiu6	
釋	sɪk7a	
里	li5	
重	tsʰʊŋ1	重量重
重	tsʰʊŋ4	重新
重	tsʊŋ6	重要
野	jia5	
量	lœŋ4	測量
量	lœŋ6	重量
釐	hi1	恭賀新釐
釐	li4	釐定
金	kɐm1	
釘	tɛŋ1	釘子
釘	tɛŋ5	變調
針	tsɐm1	
針	tsɐm5	打針，變調
釣	tiu1	
鈉	nap6	
鈍	tun6	
鈔	tsʰau2	
鈕	nɐu2	
鈞	kun1	
鈴	lɪŋ4	
鈾	jiu4	
鉅	kui6	
鉗	kʰim4	
鉛	jan4	
鉢	put8	
鉤	ŋou1	
銀	ŋɐn4	
銃	tsʰʊŋ1	
銅	hʊŋ4	
銓	tsʰin4	
銖	tsi1	
銘	mɪŋ4	
銜	ham4	
銲	hun6	
銳	jui6	
銷	siu1	
鋁	lui5	
鋒	fʊŋ1	
鋤	tsʰu4	
鋥	tsʰɐŋ1	
鋪	pʰu1	
鋪	pʰu5	變調
鋸	kui1	
鋼	kɔŋ1	
錄	lʊk8	
錐	tsui1	
錘	tsʰui4	鐵錘
錢	tsʰin4	
錦	kɐm2	
錨	mɛu4	
錫	sɛk8	
錮	ku1	
錯	tsʰu1	
錯	tsʰu1	同“措”
錳	mɐŋ5	
錶	piu1	
錶	piu2	
鍊	lin6	
鍋	wa1	
鍍	tu6	
鍘	tsap8	
鍛	tun1	
鍥	kʰit7b	
鍵	kin6	
鍾	tsʊŋ1	
鎔	jʊŋ4	
鎖	su2	
鎗	tsʰɐŋ1	
鎗	tsʰœŋ1	
鎚	tsʰui4	
鎮	tsɐn1	
鏈	lin6	
鏗	hɐŋ1	
鏘	tsʰœŋ1	
鏟	tsʰan2	
鏡	kɛŋ1	
鏤	lou6	
鏽	sɐu1	
鐘	tsʊŋ1	
鐮	lim4	
鐲	tsʊk7a	
鐳	lui4	
鐵	hit7b	
鐺	tsʰɐŋ1	瓦鐺
鐺	tsʰɐŋ4	
鐺	tɔŋ1	鐺鐺
鑄	tsi1	
鑑	kam1	
鑣	piu1	
鑰	jœk8	
鑲	sœŋ1	
鑷	nip8	
鑼	lu4	
鑽	tsun1	
鑿	tsɔk8	
長	tsʰœŋ4	長久
長	tsœŋ2	長大
門	mun4	
閃	sim2	
閉	pei1	
開	hui1	
閎	wɐŋ4	
閏	jin6	
閒	han4	
間	kan1	空間
閘	tsap8	
閣	kɔk7a	
閤	kɔk7b	閤樓
閤	hɐp8	閤眼
閨	kwi1	
閩	mɐn1	
閩	mɐn5	又音
閱	jat8	
閻	jam4	
闆	pan2	
闊	fut7b	
闌	lan4	
闍	tau1	
闐	hin4	
闔	hɐp8	
闕	kʰit7b	
闖	tsʰɔŋ2	
關	kwan1	
闡	tsin2	
闢	pʰɪk7a	
阡	tsʰin1	
阪	pan2	
阮	jan2	姓氏
阮	jan5	杜阮，地名
阱	tsɛŋ6	陷阱，白讀
阱	tsɪŋ6	
防	fɐŋ4	
阻	tsu2	
阿	ʔa1	阿文
阿	ʔu1	阿膠
陀	hu4	
陂	pi5	
附	fu6	
陋	lou6	
陌	mɐk8	
降	kɔŋ1	降落
降	hɔŋ4	投降
限	han6	
陛	pei1	
陝	sim2	
陡	tou2	
院	jan2	
陣	tsɐn6	
除	tsʰui4	
陪	pʰui4	
陰	jim1	
陳	tsʰɐn4	
陵	lɪŋ4	
陶	hau4	陶瓷
陶	jau4	皋陶，古人名
陷	ham6	
陸	lʊk8	
陽	jœŋ4	
隅	ji4	
隆	lʊŋ4	
隊	tui6	
隋	tsʰei4	
隋	tsʰui4	
階	kai1	
隔	kɐk7b	
隕	wun1	
隕	wun5	
隙	kʰwɪk7a	
際	tsei1	
障	tsœŋ1	
隧	sui6	
隨	tsʰei4	
隨	tsʰui4	
險	him2	
隱	jin2	
隴	lʊŋ5	
隸	tei6	
隻	tsɛk7b	
雀	tsœk9	
雀	tsœk7a	
雀	tsœk7b	
雁	ŋan6	
雄	hʊŋ4	
雅	ŋa1	
雅	ŋa2	
集	tsap8	
雇	ku1	
雋	sin1	
雋	tsɐn1	
雌	tsʰi2	
雌	tsʰi4	
雍	jʊŋ1	
雕	tiu1	
雖	sui1	
雙	sɔŋ1	
雛	tsʰu1	
雜	tsap8	
雞	kei1	
雞	kei5	
離	li4	
難	nan4	難民
難	nan6	
雨	ji1	落雨
雨	ji2	
雨	ji5	
雨	ji6	雨我公田
雪	sit7a	白雪雪
雪	sit7b	
雲	wun4	
零	lɛŋ4	廿零、卅零
零	lɪŋ4	
雷	lui4	
雹	pɔk8	
電	tin6	
需	sui1	
霄	siu1	
霆	hɪŋ4	
震	tsɐn1	
霉	mui4	
霍	fɐk7b	
霎	sap7b	
霓	ŋei4	
霖	lɐm4	
霜	sœŋ1	
霜	sɔŋ1	
霞	ha4	
霧	mu6	
霪	jim4	
露	lu6	
霸	pa1	
霹	pʰɪk7a	
霾	mai4	
靂	lɪk7a	
靈	lɛŋ4	靈驗，白讀
靈	lɪŋ4	
青	tsʰɛŋ1	青色，白讀
青	tsʰɪŋ1	
靖	tsɪŋ6	
靛	tin6	
靜	tsɪŋ6	
非	fi1	
靠	kʰau1	
靡	mi5	
面	min6	
靦	hin2	靦顏事仇
靦	min2	靦腆
靨	jap7b	
革	kɐk7b	
靴	hia1	
靶	pa2	
鞋	hai4	
鞍	ŋun1	
鞏	kʊŋ2	
鞘	tsʰiu1	
鞠	kʊk7a	
鞭	pin1	
韁	kœŋ1	
韋	wi4	
韌	jin6	
韓	hun4	
韭	kɐu2	
音	jim1	
韶	siu4	
韻	wun6	
響	hœŋ2	
頁	jap8	
頂	tɛŋ2	頭頂，白讀
頂	tɪŋ2	頂替
頃	kʰɪŋ2	
項	hɔŋ6	
順	sɐn6	
須	sui1	
頌	tsʊŋ6	
預	ji6	
頑	ŋan4	頑皮
頑	wan4	頑固
頒	pan1	
頓	tʊk8	冒頓
頓	tun6	安頓
頗	pʰu2	
領	lɛŋ5	白領，白讀
領	lɪŋ1	領會
領	lɪŋ5	領導
頡	kʰit7b	
頤	ji4	
頭	hou4	
頰	kap7b	
頸	kɛŋ2	脖子
頹	hui4	
頻	pʰɐn4	
顆	fa2	
題	hei4	
額	ŋɐk8	額頭
額	ŋɐk7a	橫額
顎	ŋɔk8	
顏	ŋan4	
願	jan6	
顛	tin1	
類	lui6	
顧	ku1	
顫	tsin1	
顯	hin2	
顱	lu4	
風	fʊŋ1	
風	fʊŋ5	變調
颱	hui4	
颳	kwɛt7b	
颼	sou1	
飄	pʰiu1	
飆	piu1	
飛	fi1	
食	sɪk8	
飢	ki1	
飧	sin1	
飪	jim6	
飯	fan6	
飲	jim1	飲馬
飲	jim2	飲水
飴	ji4	
飼	tsi6	
飽	pɛu2	
飾	sɪk7a	
餃	kɛu2	
餅	pɛŋ2	
養	jœŋ1	
餌	ni6	
餐	tsʰan1	
餒	nui5	
餓	ŋu6	
餘	ji4	
餚	ŋau4	
餞	tsin1	
餡	ham5	
館	kun2	
餵	wi1	
餽	kwi6	
饅	man6	
饈	sɐu1	
饋	kwi6	
饐	jak7b	臭油味
饑	ki1	
饒	jau4	
饗	hœŋ2	
饞	tsʰam4	
首	siu2	
香	hœŋ1	
馥	fʊk7a	
馨	hɪŋ1	
馬	ma5	喇嘛
馭	ji6	
馮	fʊŋ4	姓馮
馮	pʰɐŋ4	暴虎馮河
馱	hu4	
馳	tsʰi4	
馴	sɐn4	
駁	pɔk7b	
駐	tsi1	
駕	ka1	
駙	fu6	
駛	sai2	
駝	hu4	
駟	si1	
駭	hui6	
駱	lɔk7b	
駿	tsɐn1	
騁	tsʰɪŋ2	
騎	ki1	鐵騎
騎	kʰia4	騎馬
騙	pʰin1	
騫	hin1	
騰	hɐŋ4	
騷	sau1	
騾	lu4	
驀	mɐk8	
驅	kʰui1	
驍	hiu1	
驕	kiu1	
驗	jam6	
驚	kɛŋ1	害怕，白讀
驚	kɪŋ1	
驛	jɪk8	
驟	tsau6	
驢	lui4	
驪	lei4	
驪	li4	
骨	kut7a	
骯	ŋɔŋ1	
骷	fu1	
骸	hai4	
骼	kɐk7b	
骼	lɔk8	
髏	lou4	
髒	tsɔŋ1	
髓	sui1	
體	hei2	
高	kau1	
髦	mau4	
髮	fat7a	
髻	kei1	
鬃	tsʊŋ1	
鬆	sʊŋ1	
鬍	wu4	
鬚	su1	
鬚	su5	
鬟	wan4	
鬢	pɐn1	
鬢	pɐn6	
鬥	tou1	
鬧	nau6	
鬱	wut7a	
鬻	jʊk8	
鬼	kwi2	
魁	fui1	
魂	wun4	
魄	pɔk8	旁魄
魄	pʰɐk7b	魂魄
魄	pʰɔk7b	落魄
魅	mi6	
魏	ŋei6	
魔	mu1	
魚	ji4	
魚	ji5	變調
魯	lu1	
魷	jiu4	
鮑	pɛu2	鮑魚
鮑	pɛu6	鮑魚之肆
鮭	kwi1	
鮮	sin1	鮮美
鮮	sin2	鮮有
鯉	li5	
鯊	sa1	
鯝	ku1	
鯨	kʰɪŋ4	
鯽	tsɪk7a	鯽魚，白讀
鰂	tsɪk7a	鯽魚
鰍	tsʰɐu1	
鰐	ŋɔk8	
鰐	ŋɔk7a	
鰓	sui1	
鰭	kʰi4	
鰻	man6	
鱒	tsun1	
鱖	kwi1	
鱗	lɐn4	
鱷	ŋɔk8	
鱷	ŋɔk7a	
鳥	niu1	
鳥	niu5	
鳩	kɐu1	
鳳	fʊŋ6	
鳴	mɪŋ4	
鳶	jan1	
鴉	ʔa1	
鴕	hu4	
鴛	jan1	
鴦	jœŋ1	
鴨	ʔap7b	
鴻	hʊŋ4	
鴿	kap7b	
鵑	kin1	
鵝	ŋu4	
鵡	mu5	
鵪	ʔɐm2	鵪鶉
鵬	pʰɐŋ4	
鵰	tiu1	
鵲	tsœk7b	
鶇	tʊŋ1	
鶉	tsʰɐn1	鵪鶉
鶉	sɐn4	鶉衣
鶯	ʔɐŋ1	
鶴	hɔk8	
鷄	kei1	
鷄	kei5	
鷗	ʔou1	
鷥	si1	
鷲	tsɐu6	
鷸	wut8	
鷹	jɪŋ1	
鷺	lu6	
鸚	jɪŋ1	
鸛	kun1	
鸝	lei4	
鸝	li4	
鹹	hɛm4	
鹼	kan2	
鹽	jam4	
鹿	lʊk8	
麋	mi4	
麓	lʊk7a	
麗	lei6	
麟	lɐn4	
麥	mɐk8	
麴	kʰʊk7a	
麵	min6	
麻	ma4	
麼	mu1	
黃	wɐŋ4	
黍	si2	
黎	lei4	
黏	nim1	
黏	nim4	
黑	hɪk7a	
默	mɐk8	
黛	tui6	
黝	jiu2	
點	tim2	
黠	kʰit7b	
黨	tɔŋ2	
黯	ʔɐm2	
黴	mui4	
鼎	tɛŋ2	白讀
鼎	tɪŋ2	
鼓	ku2	
鼕	hʊŋ4	
鼠	si2	
鼴	jan2	
鼻	pi6	
鼾	hun4	
齊	tsʰei4	整齊
齊	tsi1	齊衰
齋	tsai1	
齒	tsʰi2	
齡	lɪŋ4	
齣	tsʰɐt7a	
齦	ŋɐn4	
齪	tsʰʊk7a	
齷	ʔɪk7a	
龍	lʊŋ4	
龐	pʰɔŋ4	
龕	hɐm1	
龜	kun1	
龜	kwi1	
龜	kʰɐu1	
𢬿	kʰai1	用手拿
𧒽	lui2	一種貝類、𧒽步，地名
