siᶽmp	trad	detail	调类
潘	潘		pʰɤ1
拌	拌	～得：捨得（俗作拚）	pʰɤ1
拚	拚	（俗）～得：捨得（正字爲拌）	pʰɤ1
判	判		pʰɤ5B
泮	泮		pʰɤ5B
蟠	蟠	～龍山（江陰山名）	bɤ2
繙	繙	同槃	bɤ2
槃	槃		bɤ2
磐	磐		bɤ2
蹒	蹣		bɤ2
盘	盤		bɤ2
胖	胖	心寬體～	bɤ2
伴	伴		bɤ6
拌	拌		bɤ6
叛	叛		bɤ6
畔	畔		bɤ6
瞒	瞞		mɤ2
馒	饅		mɤ2
鳗	鰻	～鱺	mɤ2
鲡	鱺	鰻～	liᶽ2
满	滿		mɤ3
漫	漫		mɤ6
幔	幔		mɤ6
端	端		tɤ1
短	短		tɤ3
断	斷	決～	tɤ5A
锻	鍛		tɤ5A
贪	貪		tʰɤ1
湍	湍		tʰɤ1
貒	貒		tʰɤ1
探	探		tʰɤ5B
彖	彖		tʰɤ5B
抟	摶		dɤ2
漙	漙		dɤ2
鏄	鏄		dɤ2
覃	覃		dɤ2
潭	潭		dɤ2
谭	譚		dɤ2
坛	罈	酒～	dɤ2
坛	罎	酒～	dɤ2
坛	壜	酒～	dɤ2
坛	墰	酒～	dɤ2
坛	墵	酒～	dɤ2
坛	埮	酒～	dɤ2
团	團		dɤ2
段	段		dɤ6
缎	緞		dɤ6
断	斷	砍～	dɤ6
囡	囡	～～（對小女孩的暱稱，常用於小女孩的小名）	nɤ1
男	男		nɤ2
南	南		nɤ2
喃	喃		nɤ2
楠	楠		nɤ2
蝻	蝻		nɤ3
腩	腩		nɤ3
暖	暖		nɤ3
岚	嵐		lɤ2
婪	婪		lɤ2
龻	龻		lɤ2
鸾	鸞		lɤ2
銮	鑾		lɤ2
挛	攣		lɤ2
孪	孿		lɤ2
峦	巒		lɤ2
娈	孌		lɤ2
栾	欒		lɤ2
滦	灤		lɤ2
癵	癵		lɤ2
脔	臠		lɤ2
曫	曫		lɤ2
羉	羉		lɤ2
滦	灓		lɤ2
圝	圝		lɤ2
圞	圞		lɤ2
卵	卵		lɤ3
乱	亂		lɤ6
詹	詹		tsɤ1
瞻	瞻		tsɤ1
占	占	～卜	tsɤ1
沾	沾	～～自喜	tsɤ1
沾	霑	～恩，雨露均～	tsɤ1
毡	毡		tsɤ1
毡	氊		tsɤ1
毡	氈		tsɤ1
钻	鑽	～研	tsɤ1
颛	顓		tsɤ1
专	專		tsɤ1
砖	磚		tsɤ1
撰	撰		dzɤ6
馔	饌		dzɤ6
展	展		tsɤ3
辗	輾		tsɤ3
纂	纂		tsɤ3
转	轉	～眼	tsɤ3
占	佔	～領	tsɤ5A
占	占		tsɤ5A
战	戰		tsɤ5A
颤	顫		tsɤ5A
钻	鑽	電～	tsɤ5A
转	轉	～圓圈	tsɤ5A
啭	囀		tsɤ5A
参	參		tsʰɤ1
餐	湌	與餐同	tsʰɤ1
餐	飡	俗湌字	tsʰɤ1
喰	喰	《龍龕》音餐	tsʰɤ1
餐	餐	～廳，～巾紙	tsʰɤ1
餐	餐	喫一～	tsʰɛ1
汆	汆	燙一下食物	tsʰɤ1
窜	竄		tsʰɤ1
篡	篡		tsʰɤ5B
篡	簒		tsʰɤ5B
巛	巛	川本字	tsʰɤ1
川	川		tsʰɤ1
撺	攛		tsʰɤ1
蹿	躥		tsʰɤ1
穿	穿		tsʰɤ1
惨	慘		tsʰɤ3
喘	喘		tsʰɤ3
舛	舛		tsʰɤ3
串	串		tsʰɤ5B
缠	纏		dzɤ2
缠	緾	纏省作緾	dzɤ2
缠	纒	纏省作纒	dzɤ2
廛	廛		dzɤ2
㢆	㢆	同廛	dzɤ2
㙻	㙻	俗廛字	dzɤ2
鄽	鄽		dzɤ2
䣑	䣑		dzɤ2
厘	厘	《篇海》直連切，音纏。市鄽也。	dzɤ2
传	傳	水滸～	dzɤ2
椽	椽		dzɤ2
篆	篆		dzɤ6
蒃	蒃		dzɤ6
传	傳		dzɤ6
膻	膻		sɤ1
膻	羶		sɤ1
扇	扇	～風	sɤ1
扇	搧	～風	sɤ1
煽	煽		sɤ1
酸	酸	味道～	sɤ1
酸	痠	～痛	sɤ1
涮	涮		sɤ1
陕	陝		sɤ3
闪	閃		sɤ3
扇	扇	電風～	sɤ5A
算	算		sɤ5A
祘	祘	同算	sɤ5A
算	筭		sɤ5A
算	笇	義同算	sɤ5A
蒜	蒜		sɤ5A
蚕	蠶		zɤ2
蟾	蟾		zɤ2
蝉	蟬		zɤ2
禅	禪	～宗	zɤ2
单	單	～于	zɤ2
婵	嬋		zɤ2
然	然		zɤ2
燃	燃		zɤ2
船	船		zɤ2
染	染		zɤ6
冉	冉		zɤ6
冉	冄		zɤ6
苒	苒		zɤ6
善	善		zɤ6
蟮	蟮		zɤ6
缮	繕		zɤ6
鳝	鱔		zɤ6
单	單	姓	zɤ6
膳	膳		zɤ6
禅	禪	～讓	zɤ6
甘	甘		kɤ1
柑	柑		kɤ1
泔	泔		kɤ1
苷	苷		kɤ1
干	干	～涉	kɤ1
干	乾	～燥	kɤ1
漧	漧	～燥	kɤ1
肝	肝		kɤ1
感	感		kɤ3
敢	敢		kɤ3
橄	橄	～欖	kɛ3
杆	杆	欄～	kɤ1
杆	杆	一～秤	kɤ3
杆	桿	一～秤	kɤ3
竿	竿		kɤ3
秆	秆		kɤ3
秆	稈		kɤ3
擀	擀		kɤ3
赶	趕		kɤ3
干	幹	骨～，～部	kɤ5A
干	榦	樹～	kɤ5A
赣	贛		kɤ5A
赣	灨		kɤ5A
赣	贑		kɤ5A
淦	淦		kɤ5A
绀	紺		kɤ5A
旰	旰		kɤ5A
看	看	～守	kʰɤ1
堪	堪		kʰɤ1
龛	龕		kʰɤ1
嵁	嵁		kʰɤ1
勘	勘		kʰɤ1
磡	磡		kʰɤ1
戡	戡		kʰɤ1
墈	墈		kʰɤ1
刊	刊		kʰɤ1
刊	栞		kʰɤ1
砍	砍		kʰɤ3
侃	侃		kʰɤ3
偘	偘	同侃	kʰɤ3
莰	莰		kʰɤ3
坎	坎		kʰɤ3
崁	崁		kʰɤ3
歁	歁		kʰɤ3
衎	衎		kʰɤ5B
瞰	瞰		kʰɤ5B
矙	矙		kʰɤ5B
阚	鬫	闞本字	kʰɤ5B
阚	闞		kʰɤ5B
看	看	小～	kʰɤ5B
岸	岸		ŋɤ6
憨	憨		hɤ1
酣	酣		hɤ1
鼾	鼾		hɤ1
罕	罕		hɤ3
汉	漢		hɤ5A
厂	厂	山石之厓巖，人可居	hɤ3
邗	邗		ɦʰɤ2
含	含		ɦʰɤ2
邯	邯		ɦʰɤ2
涵	涵		ɦʰɤ2
函	函		ɦʰɤ2
寒	寒		ɦʰɤ2
韩	韓		ɦʰɤ2
撼	撼		ɦʰɤ6
憾	憾		ɦʰɤ6
捍	捍		ɦʰɤ6
扞	扞		ɦʰɤ6
旱	旱		ɦʰɤ6
汗	汗		ɦʰɤ6
焊	焊		ɦʰɤ6
翰	翰		ɦʰɤ6
瀚	瀚		ɦʰɤ6
庵	庵		ɤ1
鹌	鵪		ɤ1
安	安		ɤ1
鞍	鞍		ɤ1
揞	揞		ɤ3
暗	暗		ɤ5A
暗	闇		ɤ5A
按	按		ɤ5A
案	案		ɤ5A
蠲	蠲		tɕiɤ1
捐	捐		tɕiɤ1
娟	娟		tɕiɤ1
鹃	鵑		tɕiɤ1
卷	卷	～起來	tɕiɤ3
卷	捲	～起來	tɕiɤ3
眷	眷		tɕiɤ5A
绢	絹		tɕiɤ5A
卷	卷	試～	tɕiɤ5A
圈	圈	圓～	tɕʰiɤ1
犬	犬		tɕʰiɤ3
劝	勸		tɕʰiɤ5B
券	券		tɕʰiɤ5B
蜷	蜷		dʑiɤ2
拳	拳		dʑiɤ2
权	權		dʑiɤ2
颧	顴		dʑiɤ2
圈	圈	豬～	dʑiɤ6
倦	倦		dʑiɤ6
软	軟		ȵiɤ3
楦	楦	鞋～	ɕiɤ5A
圆	圓		ɦiɤ2
员	員		ɦiɤ2
鸢	鳶		ɦiɤ2
缘	緣		ɦiɤ2
元	元		ɦiɤ2
鼋	黿	～頭渚（無錫地名）	ɦiɤ2
原	原		ɦiɤ2
源	源		ɦiɤ2
袁	袁		ɦiɤ2
辕	轅		ɦiɤ2
园	园	《莊子·齊物論》五者园而幾向方矣	ɦuɤ2
园	園	公～	ɦiɤ2
援	援		ɦiɤ2
猿	猿		ɦiɤ2
玄	玄		ɦiɤ2
玹	玹		ɦiɤ2
悬	懸		ɦiɤ2
眩	眩		ɦiɤ2
渊	淵		ɦiɤ2
渊	渕	俗淵字	ɦiɤ2
炫	炫		ɦiɤ6
泫	泫		ɦiɤ6
玹	玹		ɦiɤ6
铉	鉉		ɦiɤ6
媛	媛		ɦiɤ6
院	院		ɦiɤ6
朊	朊		ɦiɤ6
阮	阮		ɦiɤ6
愿	愿	《書·臯陶謨》～而恭	ɦiɤ6
愿	願	～意	ɦiɤ6
县	縣		ɦiɤ6
冤	冤		iɤ1
鸳	鴛		iɤ1
远	遠		iɤ3
怨	怨		ɦiɤ6
官	官		kuɤ1
棺	棺		kuɤ1
观	觀	參～，山～（江陰地名）	kuɤ1
冠	冠	～軍，衣～	kuɤ1
管	管		kuɤ3
馆	館		kuɤ3
馆	舘		kuɤ3
贯	貫		kuɤ5A
盥	盥		kuɤ5A
灌	灌		kuɤ5A
罐	罐		kuɤ5A
观	觀	寺～	kuɤ5A
宽	寬		kʰuɤ1
髋	髖		kʰuɤ1
款	款		kʰuɤ3
欢	歡		huɤ1
欢	懽		huɤ1
獾	獾		huɤ1
獾	貛		huɤ1
獾	䝔		huɤ1
焕	煥		huɤ5A
唤	喚		huɤ5A
痪	瘓		huɤ5A
完	完		ɦuɤ2
玩	玩		ɦuɤ2
玩	翫		ɦuɤ2
纨	紈		ɦuɤ2
丸	丸		ɦuɤ2
桓	桓		ɦuɤ2
换	換		ɦuɤ6
皖	皖		uɤ3
豌	豌		uɤ1
缓	緩		uɤ3
碗	碗		uɤ3
惋	惋		uɤ3
腕	腕		uɤ5A
宛	宛		uɤ3
菀	菀		uɤ3
婉	婉		uɤ3
浣	浣		ɦuɤ6
浣	澣		ɦuɤ6
巴	巴		po1
芭	芭		po1
疤	疤		po1
笆	笆		po1
把	把	量詞	po3
霸	霸		po5A
坝	垻		po5A
坝	壩		po5A
怕	怕		pʰo5B
爬	爬		bo2
趴	趴		bo2
趴	趴	（新）	pʰɑ1
扒	扒		bo2
琶	琶		bo2
耙	耙		bo2
嬷	嬤		mo2
蟆	蟆		mo2
蟆	蟇		mo2
痲	痲	痲風病，與“痳”不同	mo2
麻	蔴		mo2
麻	麻		mo2
蘑	蘑	～菇	mo2
马	馬		mo3
码	碼		mo3
玛	瑪		mo3
吗	嗎		mo6
㐷	傌		mo6
骂	駡		mo6
骂	罵		mo6
那	那		nɑ1
拿	拿	俗拏字	no2
拿	拏		no2
拿	挐	同拏	no2
拿	㧱	俗拏字	no2
查	査	姓	tso1
查	查	姓	tso1
楂	楂		tso1
渣	渣		tso1
诈	詐		tso5A
醡	醡		tso5A
榨	榨	～油	tso5A
炸	炸	爆～	tso5A
柞	柞		tso5A
钗	釵		tsʰo1
叉	扠		tsʰo1
叉	叉		tsʰo1
杈	杈		tsʰo1
砗	硨		tsʰo1
车	車		tsʰo1
车	車	老派，幾乎已消失	tsʰɑ1
岔	岔		tsʰo5B
奼	奼		tsʰo5B
姹	姹		tsʰo5B
茶	茶		dzo2
搽	搽		dzo2
茬	茬		dzo2
查	査		dzo2
查	查		dzo2
乍	乍		dzo6
蜡	蜡	夏曰淸祀，殷曰嘉平，周曰蜡，秦曰臘	dzo6
鲨	鯊		so1
痧	痧		so1
莎	莎		so1
沙	沙		so1
砂	砂	硃～	so1
纱	紗		so1
裟	裟		so1
所	所	廁～，～有	səɯ3
产	產	～母，～母娘：產婦	so3
产	産	～母，～母娘：產婦	so3
瓜	瓜		ko1
寡	寡		ko3
剐	剮		ko3
嫁	嫁		ko5A
价	价	价，善也	kɑ5A
价	價	～錢	ko5A
挂	挂		ko5A
挂	掛		ko5A
卦	卦		ko5A
夸	誇		kʰo1
夸	夸		kʰo1
垮	垮		kʰo3
可	可		kʰəɯ3
跨	跨		kʰo5B
胯	胯		kʰo5B
牙	牙		ŋo2
芽	芽		ŋo2
衙	衙		ŋo2
瓦	瓦	磚～	ŋo3
虾	蝦		ho1
哗	嘩		ho1
哗	譁		ho1
花	花	～瓣瓣，～費，姓	ho1
花	蘤	～瓣瓣	ho1
花	芲	～瓣瓣	ho1
化	化		ho5A
罅	罅	～～：縫隙	ho5A
华	華		ɦo2
华	崋		ɦo2
铧	鏵		ɦo2
划	划	～船	ɦo2
华	華		ɦo6
华	崋		ɦo6
桦	樺		ɦo6
嬅	嬅		ɦo6
画	畵		ɦo6
画	畫		ɦo6
话	話		ɦo6
嗄	嗄		ɦo6
踝	踝		ɦo2
厦	廈		ɦʰo6
下	下		ɦʰo6
下	丅	古文下字	ɦʰo6
夏	夏		ɦʰo6
娲	媧		o1
鸦	鴉		o1
丫	丫	～頭：女孩子	o1
桠	椏	～杈：枝椏	o1
窊	窊		o1
漥	漥		o1
溛	溛		o1
搲	搲		o1
蛙	蛙		o1
蛙	鼃	同䵷	o1
蛙	䵷	古文蛙字	o1
洼	洼		o1
洼	窪		o1
哑	啞		o3
靴	靴		ɕio1
谟	謨		məɯ2
馍	饃		məɯ2
摹	摹		məɯ2
魔	魔		məɯ2
磨	磨	～刀	məɯ2
摩	摩		məɯ2
模	模		məɯ2
谟	謨		məɯ2
亩	畮		məɯ3
亩	畝		məɯ3
母	母		məɯ3
姥	姥		məɯ3
拇	拇		məɯ3
磨	磨	石～	məɯ6
暮	暮		məɯ6
慕	慕		məɯ6
墓	墓		məɯ6
募	募		məɯ6
幕	幕		məɯ6
多	多		təɯ1
闍	闍		təɯ1
都	都		təɯ1
埵	埵		təɯ3
朵	朵	本作朶	təɯ3
朵	朶	同朵	təɯ3
朵	䒳	䒳字原从朶作	təɯ3
躲	躲	同躱	təɯ3
躲	躱		təɯ3
挅	挅		təɯ3
挆	挆	與挅同	təɯ3
跺	跺		təɯ3
跺	跥		təɯ3
堵	堵		təɯ3
赌	賭		təɯ3
肚	肚	豬～，魚～	təɯ3
桗	桗		təɯ5A
剁	剁		təɯ5A
剁	刴		təɯ5A
妒	妒		təɯ5A
妒	妬		təɯ5A
蠹	蠹		təɯ5A
螙	螙	古文蠹字	təɯ5A
蠧	蠧	同蠹	təɯ5A
拖	拖		tʰəɯ1
妥	妥		tʰəɯ3
椭	橢		tʰəɯ3
唾	唾		tʰəɯ3
土	土		tʰəɯ3
吐	吐		tʰəɯ3
兔	兔		tʰəɯ5B
兔	兎	俗兔字	tʰəɯ5B
堍	堍		tʰəɯ5B
菟	菟	菟絲	tʰəɯ5B
菟	莵	俗菟字	tʰəɯ5B
菟	菟	楚人謂虎爲於菟	dəɯ2
菟	莵		dəɯ2
荼	荼		dəɯ2
酴	酴		dəɯ2
鼍	鼉		dəɯ2
驼	駞		dəɯ2
驼	駝		dəɯ2
鸵	鴕		dəɯ2
驮	馱		dəɯ2
驮	駄		dəɯ2
陀	陀		dəɯ2
佗	佗		dəɯ2
沱	沱	滂～	dəɯ2
徒	徒		dəɯ2
屠	屠		dəɯ2
途	途		dəɯ2
涂	涂		dəɯ2
涂	塗	～～畫畫	dəɯ2
图	圖		dəɯ2
舵	舵		dəɯ6
大	大	～姐，～小	dəɯ6
堕	墮		dəɯ6
惰	惰		dəɯ6
肚	肚	～臍眼，～皮	dəɯ6
杜	杜		dəɯ6
度	度		dəɯ6
渡	渡		dəɯ6
镀	鍍		dəɯ6
哪	哪	（白）～個：誰	no6
哪	哪		nɑ6
哪	哪	～吒	nəɯ2
吒	吒	哪～	tso5A
咤	咤		tso5A
诧	詫		tsʰo5B
侘	侘		tsʰo5B
挪	挪		nəɯ2
奴	奴		nəɯ2
捼	捼	動詞，揉身體的某個部位	nəɯ2
努	努		nəɯ3
娜	娜		nəɯ6
糯	糯		nəɯ6
懦	懦		nəɯ6
怒	怒		nəɯ6
啰	囉		ləɯ1
噜	嚕	～囌	ləɯ1
罗	羅		ləɯ2
锣	鑼		ləɯ2
箩	籮		ləɯ2
萝	蘿	菠～	ləɯ2
骡	騾		ləɯ2
螺	螺		ləɯ2
脶	腡		ləɯ2
卢	盧		ləɯ2
炉	爐		ləɯ2
芦	蘆		ləɯ2
鸬	鸕		ləɯ2
裸	裸		ləɯ3
鲁	魯		ləɯ3
橹	櫓		ləɯ3
虏	虜		ləɯ3
掳	擄		ləɯ3
卤	鹵		ləɯ3
卤	滷		ləɯ3
篓	簍		lei3
路	路		ləɯ6
璐	璐		ləɯ6
潞	潞	～城（常州地名）	ləɯ6
露	露		ləɯ6
鹭	鷺		ləɯ6
租	租		tsəɯ1
左	左		tsəɯ3
佐	佐		tsəɯ3
祖	祖		tsəɯ3
组	組		tsəɯ3
阻	阻		tsəɯ3
俎	俎		tsəɯ3
俎	爼	俎字之譌	tsəɯ3
做	做		tsəɯ5A
搓	搓		tsʰəɯ1
粗	粗		tsʰəɯ1
初	初		tsʰəɯ1
楚	楚		tsʰəɯ3
础	礎		tsʰəɯ3
锉	銼		tsʰəɯ5B
醋	酢		tsʰəɯ5B
醋	醋		tsʰəɯ5B
措	措		tsʰəɯ5B
错	錯	～過機會	tsʰəɯ5B
错	錯	弗～	tsʰo5B
助	助		dzəɯ6
蓑	蓑		səɯ1
梭	梭		səɯ1
唆	唆		səɯ1
苏	蘇	～州	səɯ1
苏	甦	～醒	səɯ1
苏	囌	嚕～	səɯ1
稣	穌		səɯ1
酥	酥		səɯ1
梳	梳		səɯ1
疏	疏		səɯ1
疏	疎	同疏	səɯ1
蔬	蔬		səɯ1
锁	鎖		səɯ3
唢	嗩		səɯ3
琐	瑣		səɯ3
数	數	～銅錢（動詞）	səɯ3
素	素		səɯ5A
愫	愫		səɯ5A
溯	溯		səɯ5A
泝	泝		səɯ5A
㴑	㴑		səɯ5A
溯	遡		səɯ5A
愬	愬		səɯ5A
诉	訴		səɯ5A
塑	塑		səɯ5A
塑	塑	～料	soʔ7
数	數	～目（名詞）	səɯ5A
锄	鋤		zəɯ2
雏	雛		zəɯ2
坐	坐		zəɯ6
座	座		zəɯ6
哥	哥		kəɯ1
歌	歌		kəɯ1
歌	謌		kəɯ1
锅	鍋		kəɯ1
戈	戈		kəɯ1
个	個	～別	kəɯ3
个	箇	～別	kəɯ3
个	个	～別	kəɯ3
果	果		kəɯ3
果	菓		kəɯ3
裹	裹		kəɯ3
过	過		kəɯ5A
科	科		kʰəɯ1
柯	柯		kʰəɯ1
苛	苛		kʰəɯ1
坷	坷		kʰəɯ3
岢	岢		kʰəɯ3
珂	珂		kʰəɯ1
轲	軻		kʰəɯ1
疴	疴		kʰəɯ1
窠	窠	被頭～：被窩	kʰəɯ1
棵	棵		kʰəɯ1
蝌	蝌		kʰəɯ1
颗	顆		kʰəɯ1
课	課		kʰəɯ5B
娥	娥		ŋəɯ2
蛾	蛾		ŋəɯ2
讹	訛		ŋəɯ2
讹	譌	訛本字	ŋəɯ2
囮	囮		ŋəɯ2
峨	峨		ŋəɯ2
峨	峩	同峨	ŋəɯ2
莪	莪		ŋəɯ2
哦	哦		ŋəɯ2
哦	誐		ŋəɯ2
吪	吪		ŋəɯ2
鹅	鵝		ŋəɯ2
鹅	鵞		ŋəɯ2
鹅	䳗		ŋəɯ2
鹅	䳘		ŋəɯ2
俄	俄		ŋəɯ2
我	我		ŋəɯ3
我	我	又	ŋəɯ6
鼯	鼯		ŋəɯ6
吾	吾		ŋəɯ6
饿	餓		ŋəɯ6
卧	臥		ŋəɯ6
喝	喝	（又音）～格一口：喝一口湯、茶、粥等流質食物	həɯ1
呵	呵		həɯ1
诃	訶		həɯ1
嗬	嗬		həɯ1
火	火		həɯ3
伙	伙		həɯ3
伙	夥		həɯ3
货	貨		həɯ5A
荷	荷	薄～	həɯ5A
河	河		ɦʰəɯ2
何	何		ɦʰəɯ2
菏	菏	～澤（山東地名）	ɦʰəɯ2
荷	荷	～花	ɦʰəɯ2
和	和	～氣，～服	ɦʰəɯ2
和	龢		ɦʰəɯ2
和	咊		ɦʰəɯ2
禾	禾		ɦʰəɯ2
贺	賀		ɦʰəɯ6
祸	禍		ɦʰəɯ6
和	和	～泥	ɦʰəɯ6
婀	婀		əɯ1
倭	倭		əɯ1
涡	渦		əɯ1
莴	萵		əɯ1
蜗	蝸		əɯ1
窝	窩		əɯ1
挝	撾	老～	əɯ1
屙	屙	～,～肚：腹瀉。～屎：大便	əɯ1
顾	頋	靜	ŋəɯ3
痾	痾		əɯ1
溜	溜	又	liəɯ1
流	流	又	liəɯ2
刘	劉	又	liəɯ2
留	留	又	liəɯ2
留	畱	又	liəɯ2
榴	榴	又	liəɯ2
榴	橊	又	liəɯ2
硫	硫	又	liəɯ2
琉	琉	又	liəɯ2
柳	柳	又	liəɯ3
柳	桺	又	liəɯ3
馏	餾	又	liəɯ2
馏	𩞷	又	liəɯ2
绺	綹	又	liəɯ3
啾	啾		tsiəɯ1
酒	酒		tsiəɯ3
萩	萩		tsʰiəɯ1
秋	秋		tsʰiəɯ1
秋	秌		tsʰiəɯ1
秋	龝		tsʰiəɯ1
秋	鞦	～韆	tsʰiəɯ1
鳅	鰍		tsʰiəɯ1
鳅	鰌		tsʰiəɯ1
鹫	鷲		ziəɯ6
就	就		ziəɯ6
就	就	（口）～是	zei6
修	修		siəɯ1
修	脩		siəɯ1
羞	羞		siəɯ1
馐	饈		siəɯ1
滫	滫		siəɯ3
秀	秀		siəɯ5A
宿	宿	星～	siəɯ5A
宿	㝛	星～	siəɯ5A
绣	繡		siəɯ5A
绣	綉		siəɯ5A
锈	銹		siəɯ5A
锈	鏽		siəɯ5A
囚	囚		ziəɯ2
泅	泅		ziəɯ2
酋	酋		ziəɯ2
遒	遒		ziəɯ2
袖	褎		ziəɯ6
袖	褏		ziəɯ6
袖	袖		ziəɯ6
袖	袖	衣～管	zei6
袖	褎	衣～管	zei6
袖	褏	衣～管	zei6
揪	揪		tɕiəɯ1
鬏	鬏		tɕiəɯ1
鸠	鳩		tɕiəɯ1
阄	鬮		tɕiəɯ1
纠	糾		tɕiəɯ1
赳	赳		tɕiəɯ1
究	究		tɕiəɯ5A
玖	玖		tɕiəɯ3
九	九		tɕiəɯ3
久	久		tɕiəɯ3
韭	韭		tɕiəɯ3
韭	韮		tɕiəɯ3
灸	灸		tɕiəɯ3
疚	疚		tɕiəɯ5A
救	救		tɕiəɯ5A
恘	恘	脾臟～：脾氣差	tsʰei3
恘	恘	～死頭：不講理，脾氣不好的人	tɕʰiəɯ1
邱	邱		tɕʰiəɯ1
丘	丘		tɕʰiəɯ1
丘	坵		tɕʰiəɯ1
蚯	蚯		tɕʰiəɯ1
糗	糗	硬拽	tɕʰiəɯ3
求	求		dʑiəɯ2
球	球		dʑiəɯ2
虬	虯		dʑiəɯ2
虬	虬	同虯	dʑiəɯ2
犰	犰		dʑiəɯ2
仇	仇		dʑiəɯ2
仇	讐		dʑiəɯ2
仇	讎		dʑiəɯ2
臼	臼		dʑiəɯ6
舅	舅		dʑiəɯ6
旧	舊		dʑiəɯ6
咎	咎		dʑiəɯ6
倃	倃		dʑiəɯ6
柩	柩		dʑiəɯ6
牛	牛		ȵiəɯ2
妞	妞		ȵiəɯ1
纽	紐		ȵiəɯ3
扭	扭		ȵiəɯ3
钮	鈕		ȵiəɯ3
忸	忸		ȵiəɯ3
飍	飍		ɕiəɯ1
休	休		ɕiəɯ1
貅	貅	貔～	ɕiəɯ1
朽	朽		ɕiəɯ3
嗅	嗅		ɕiəɯ5A
溴	溴		ɕiəɯ5A
尤	尤		ɦiəɯ2
鱿	魷		ɦiəɯ2
邮	郵		ɦiəɯ2
由	由		ɦiəɯ2
油	油		ɦiəɯ2
游	游	～泳	ɦiəɯ2
游	遊	旅～	ɦiəɯ2
犹	猶		ɦiəɯ2
又	又		ɦiəɯ6
右	右		ɦiəɯ6
佑	佑		ɦiəɯ6
佑	祐		ɦiəɯ6
酉	酉		ɦiəɯ6
柚	柚		ɦiəɯ6
釉	釉		ɦiəɯ6
优	優		iəɯ1
忧	憂		iəɯ1
攸	攸		iəɯ1
悠	悠		iəɯ1
幽	幽		iəɯ1
有	有		iəɯ3
友	友		iəɯ3
莠	莠		ɦiəɯ6
诱	誘		ɦiəɯ6
鼬	鼬		ɦiəɯ6
囿	囿		ɦiəɯ6
侑	侑		ɦiəɯ6
宥	宥		ɦiəɯ6
幼	幼		iəɯ5A
儿	兒	（文）～童	ɦɚ2
儿	兒	（白）～子，貓～	ȵiᶽ2
儿	兒	（白）兒綴	ŋ2
而	而		ɦɚ2
鸸	鴯		ɦɚ2
鲕	鮞		ɦɚ2
尔	尔	同爾	ɚ3
尔	爾		ɚ3
尔	𡭗	同爾	ɚ3
尔	尓	同爾	ɚ3
尔	尒	同爾	ɚ3
洱	洱		ɚ3
迩	迩	同邇，俗省	ɚ3
迩	邇		ɚ3
咡	咡		ɚ3
珥	珥		ɚ3
佴	佴		ɚ3
铒	鉺		ɚ3
耳	耳	（白）～朵	ȵiᶽ3
耳	耳	（文）木～	ɚ3
饵	餌		ɚ3
尾	尾	～巴	miᶽ6
尾	尾		viᶽ6
梶	梶		viᶽ6
般	般		pɛ1
瓣	瓣	花～～，豆～	pɛ5A
班	班		pɛ1
斑	斑		pɛ1
颁	頒		pɛ1
扳	扳		pɛ1
瘢	瘢		pɛ1
掰	掰		pɛ1
摆	擺		pɑ3
䙓	襬		pɑ3
板	板		pɛ3
板	闆	老～	pɛ3
版	版		pɛ3
阪	阪		pɛ3
坂	坂		pɛ3
捭	捭		pɑ3
拜	拜		pɑ5A
湃	湃		pʰɑ5B
浿	浿		pʰɑ5B
扮	扮		pɛ5A
绊	絆		pɛ5A
攀	攀		pʰɛ1
派	派		pʰɑ5B
盼	盼		pʰɛ5B
襻	襻	扣住紐扣的套	pʰɛ5B
排	排		bɑ2
牌	牌		bɑ2
篺	篺		bɑ2
爿	爿		bɛ2
罢	罷		bɑ6
稗	稗		bɑ6
粺	粺		bɑ6
败	敗		bɑ6
办	辦		bɛ6
瓣	瓣	屁股～	bɛ6
埋	埋		mɑ2
霾	霾		mai2
蛮	蠻	副詞，很：～好	mɛ1
蛮	蠻		mɛ2
买	買		mɑ3
漫	漫		mɛ6
卖	賣		mɑ6
迈	邁		mɑ6
慢	慢		mɛ6
蔓	蔓		mɛ6
曼	曼		mɛ6
泛	泛		fɛ5A
泛	汎		fɛ5A
泛	氾		fɛ5A
氾	氾	姓	vɛ2
藩	藩		vɛ2
拚	拚	同翻	fɛ1
翻	翻		fɛ1
翻	飜		fɛ1
幡	幡		fɛ1
繙	繙	《莊子》於是繙十二經，以說老耼	fɛ1
繙	繙	繙㠾，亂取也	vɛ2
番	番	～邦，～茄	fɛ1
蕃	蕃	～茄	fɛ1
蕃	蕃	～茂	vɛ2
番	番	番禺（廣東地名）	pʰɤ1
反	反		fɛ3
返	返		fɛ3
贩	販		fɛ5A
籓	籓		vɛ2
樊	樊		vɛ2
凡	凡		vɛ2
帆	帆		vɛ2
烦	煩		vɛ2
繁	繁		vɛ2
矾	礬		vɛ2
范	范	姓	vɛ6
范	範	規～	vɛ6
梵	梵		vɛ6
犯	犯		vɛ6
饭	飯		vɛ6
万	万	同萬	vɛ6
万	萬		vɛ6
卍	卍	內典萬字	vɛ6
卐	卐	同卍，亦被用作德國納粹黨黨徽	vɛ6
呆	呆	書～子	tai1
郸	鄲		tɛ1
聃	聃		tɛ1
丼	丼	投物井中聲	tɛ1
耽	耽		tɛ1
眈	眈		tɛ1
躭	躭		tɛ1
担	擔	承～	tɛ1
