中	ʦəɯŋ33				
终	ʦəɯŋ33				
种	ʦəɯŋ33				
肿	ʦəɯŋ55				
剩	ʦen325				
战	ʦen33				
证	ʦen33				
贞	ʦen33				
正	ʦen33				
整	ʦen55				
直	ʦet325				
织	ʦet55				
茶	ʦʰa225				
柴	ʦʰai225				
拆	ʦʰak335				
测	ʦʰak55				
策	ʦʰak55				
杉	ʦʰam33				
铲	ʦʰan55				
产	ʦʰan55				
插	ʦʰap335				
擦	ʦʰat335				
刷	ʦʰat335				
抄	ʦʰɑu33				
床	ʦʰɔŋ225				
疮	ʦʰɔŋ33				
厂	ʦʰɔŋ55				
畜	ʦʰəɯk55				
虫	ʦʰəɯŋ225				
充	ʦʰəɯŋ33				
冲	ʦʰəɯŋ33				
缠	ʦʰen225				
程	ʦʰen225				
秤	ʦʰen33	ʦʰen215			
抽	ʦʰeu33				
池	ʦʰi225				
迟	ʦʰi225				
尺	ʦʰiak335				
桌	ʦʰiak55				
长	ʦʰiaŋ225				
唱	ʦʰiaŋ33				
撤	ʦʰiet55				
朝	ʦʰieu225				
车	ʦʰiɛ33				
沉	ʦʰim225				
陈	ʦʰin225				
绸	ʦʰiu225				
臭	ʦʰiu33				
锄	ʦʰuɔ225				
初	ʦʰuɔ33				
柱	ʦʰui215				
除	ʦʰui225				
锤	ʦʰui225				
吹	ʦʰui33				
传	ʦʰun225				
春	ʦʰun33				
出	ʦʰut55				
住	ʦi325				
治	ʦi325				
猪	ʦi33				
知	ʦi33				
主	ʦi55				
纸	ʦi55				
指	ʦi55				
着	ʦiak325				
张	ʦiaŋ33				
章	ʦiaŋ33				
占	ʦiem33				
折	ʦiep335				
照	ʦieu33				
针	ʦim33				
镇	ʦin33				
震	ʦin55				
汁	ʦip55				
侄	ʦit325				
州	ʦiu33				
转	ʦuɔn55				
追	ʦui33				
砖	ʦun33				
准	ʦun55				
华	ʋa225				
话	ʋa325				
怀	ʋai225				
坏	ʋai325				
歪	ʋai55				
或	ʋak325				
划	ʋak325				
画	ʋak325				
还	ʋan225				
还	ʋan225				
弯	ʋan33				
横	ʋaŋ225				
滑	ʋat325				
挖	ʋat335				
回	ʋɔi225				
会	ʋɔi325				
换	ʋɔn325				
碗	ʋɔn55				
黄	ʋɔŋ225				
王	ʋɔŋ225				
旺	ʋɔŋ325				
活	ʋɔt325				
围	ʋei225				
卫	ʋei325				
位	ʋei325				
胃	ʋei325				
翁	ʋəɯŋ55				
永	ʋen215				
荣	ʋen225				
壶	ʋu225				
乌	ʋu33				
祸	ʋuɔ325				
魂	ʋun225				
云	ʋun225				
运	ʋun325				
温	ʋun33				
哑	ʔa55				
打	ʔa55				
大	ʔai325				
弟	ʔai325				
递	ʔai325				
带	ʔai33				
低	ʔai33				
矮	ʔai55				
特	ʔak325				
握	ʔak55				
得	ʔak55				
淡	ʔam325				
暗	ʔam55				
胆	ʔam55				
单	ʔan33				
凳	ʔaŋ215				
灯	ʔaŋ33				
等	ʔaŋ55				
鸽	ʔap215	kap215			
踏	ʔap325				
搭	ʔap335				
鸭	ʔap335				
达	ʔat325				
道	ʔɑu325				
刀	ʔɑu33				
恶	ʔɔk55				
党	ʔɔŋ55				
地	ʔei325				
读	ʔəɯk325				
毒	ʔəɯk325				
屋	ʔəɯk55				
动	ʔəɯŋ325				
洞	ʔəɯŋ325				
东	ʔəɯŋ33				
冻	ʔəɯŋ33				
冬	ʔəɯŋ33				
懂	ʔəɯŋ55				
定	ʔen325				
钉	ʔen33				
典	ʔen55				
跌	ʔet335				
豆	ʔeu325				
抖	ʔeu55				
笛	ʔiak325				
顶	ʔiaŋ55	ʔen55			
店	ʔiem33				
点	ʔiem55				
碟	ʔiep325				
钓	ʔieu33				
丢	ʔieu33				
吴	ʔm225				
五	ʔm55				s
杜	ʔu325				
赌	ʔu55				
多	ʔuɔ33				
躲	ʔuɔ55				
袋	ʔuɔi325				
爱	ʔuɔi33				
断	ʔuɔn325				
安	ʔuɔn33				
端	ʔuɔn33				
短	ʔuɔn55				
夺	ʔuɔt325				
对	ʔui33				
墩	ʔun55				
