pa	1	𨃅[～子]		
pa	2	排牌		
pa	3	擺把[～戲]		
pa	5	爸拜		
pa	7	北百柏白□[撲：～火]		
pʰa	3	□[背：～東西]		
pʰa	5	派		
pʰa	7	拍魄迫		
ma	2	埋		
ma	3	買		
ma	5	賣		
ma	7	墨默麥脈		
fa	2	劃[～得來]		
fa	3	嘩		
fa	5	壞華		
fa	7	活乏或劃		
ta	2	台抬□[姐：～姐]		
ta	3	嗒		
ta	5	大戴帶[～子]代		
ta	7	達得[～到]德		
tʰa	1	胎		
tʰa	7	特		
na	3	哪		
na	5	耐奈捺		
na	7	□[捏：～潲]		
la	2	□[丟：～了]		
la	3	啦		
la	5	賴癩		
la	7	痢肋勒[～死]剌		
tsa	1	栽齋抓		
tsa	2	□[翻：～筋斗]		
tsa	3	□[扁擔斷裂的聲音]		
tsa	5	再載		
tsa	7	摘窄側責啄[～木鳥仔]		
tsʰa	1	猜釵差[出～]		
tsʰa	2	才材財裁豺柴		
tsʰa	3	□[不正]		
tsʰa	5	菜蔡寨[～背：地名]		
tsʰa	7	察拆冊測徹撤圻策擇澤宅		
sa	1	篩[米～]		
sa	2	篩[～米]		
sa	3	灑耍		
sa	5	曬		
sa	7	色塞虱[～婆]撒[～手]		
ka	1	街		
ka	2	嘎[雞有病的叫聲]		
ka	3	解[～開]		
ka	5	界戒疥[～瘡]鋸[～板子]埂間-革		
ka	7	格隔□[使生氣：～我]		
kʰa	1	揩		
kʰa	3	卡[～住]		
kʰa	7	咳刻克客愴		
ŋa	2	捱[～時間]		
ŋa	5	艾扼[～要]砑		
ŋa	7	額[～外]軋壓[～死]		
ha	1	啊		
ha	2	鞋□[搬：～緊；～開]		
ha	3	□[刪除]		
ha	5	披		
ha	7	轄[管～]赫核[審～]黑嚇哈		
a	1	阿[～爸]		
a	2	兒		
a	3	耳矮		
a	5	二隘		
tɕia	3	□[趕馬聲]		
tɕia	5	甲[官話音]		
tɕia	7	家[官話音]嘉[官話音]		
tɕʰia	1	跨[官話音]		
tɕʰia	5	洽[接～]恰[官話音]		
ɕia	1	廈[～門；官話音]		
ɕia	5	霞瑕遐峽		
ɕia	7	□[不熱心；不盡孝道]蝦[官話音]		
ia	1	亞[官話音]		
ia	2	□[爬的意思]		
ia	5	壓[官話音]押[官話音]		
ia	7	曰		
kua	1	乖		
kua	3	拐[～子]□[蛇～]		
kua	5	怪褂掛		
kua	7	國括□[女陰]		
kʰua	1	誇		
kʰua	2	環[旋～]		
kʰua	3	跨		
kʰua	5	劊快筷胯[官話音]環[手～]		
ua	3	哇灣-		
ua	5	猾[官話音]		
ua	7	挖物歪		
po	1	巴疤笆[籬～]扳粑[糍～]斑背[～枷]		
po	2	耙[～子]杷[枇～]		
po	3	把板-		
po	5	欛霸博膊[胛～骨]		
po	7	八		
pʰo	1	破[官話音]		
pʰo	3	啪[放銃的聲音]		
pʰo	5	帕襻帛		
mo	2	麻蟆[蝦～]蠻		
mo	3	馬碼[～子]		
mo	5	罵模[～範]末[官話音]沫[官話音]膜[官話音]寞[官話音]		
mo	7	□[提兜類的袋子]		
fo	1	翻番[幾～]		
fo	2	礬		
fo	3	反-		
fo	5	範[姓～]犯販飯		
fo	7	法發罰伐筏		
to	1	耽單-		
to	2	談[～口]皮痰潭彈[～琴]馱=砣=		
to	3	膽打淡		
to	5	舵墮擔-彈[子～]		
to	7	答搭踏		
tʰo	1	貪灘攤□[～口]		
tʰo	2	壇-		
tʰo	3	毯橢[～圓]坦-		
tʰo	5	炭托[官話音]		
tʰo	7	塔		
no	1	拿		
no	2	難-挪南男		
no	5	那		
no	7	喏烙		
lo	2	藍籃-蘭欄-攔		
lo	3	懶裸		
lo	5	爛		
lo	7	蠟臘辣洛囉		
tso	1	遮渣		
tso	3	斬		
tso	5	榨炸作=卓琢酌囑		
tso	7	雜眨紮只[一～人]炙[～火]		
tsʰo	1	叉杈汊差岔車餐滲窗-攙		
tsʰo	2	茶查		
tsʰo	3	扯		
tsʰo	5	棧鑿獺[黃～]閘		
tsʰo	7	插擦戳尺□[澀]		
so	1	沙紗賒三山杉衫□[言行舉止很差]		
so	2	蛇		
so	3	舍散傘所瑣閃		
so	5	訴射塑舍		
so	7	薩殺刷喇直朔□[～膊（赤膊）]		
ko	1	家加枷痂瓜		
ko	3	假寡減果=		
ko	5	架[～子]嫁介卦		
ko	7	割夾夾刮甲胛匣挾葛閣擱胳肩間		
kʰo	1	摳		
kʰo	5	闊=		
kʰo	7	掐渴擴科=		
ŋo	1	□[～開]		
ŋo	2	牙芽傍衙岩-		
ŋo	3	眼[～子（瞎子）]		
ŋo	5	臥		
ŋo	7	鄂		
ho	1	花鼾		
ho	2	鹹還[～有]		
ho	3	下[～赴]火[～箭]		
ho	5	下[底～]化話夏畫和=獲[官話音]劐[官話音]霍=藿合=		
ho	7	喝瞎豁[官話音]蝦		
o	1	阿[～膠]鴉丫[～頭]椏[～枝]		
o	2	還[～你]		
o	3	啞[～子]瓦[名詞]		
o	5	晏萬瓦[動詞]話[動詞]		
o	7	鴨理襪滑握沃		
pie	1	鞭邊崩-		
pie	2	便[～宜]		
pie	3	貶扁匾		
