#a		
p	[3]飽[5]霸豹[9]爸巴芭疤	
pʰ	[2]爬琶杷[9]趴拍{打}	
m	[1]□{扶著}[2]麻[5]嬤{奶奶}[9]媽	
t	[1]擔{挑水}[3]早朝{今～}膽[5]榨炸[6]閘鍘[9]答搭	
tʰ	[9]塔	
n	[2]籮蘭{～石}	
l	[1]蠟臘□{搗亂}	
ts	[2]情程成[5]正{～月}政蔗[6]食{吃}	
tsʰ	[1]車差{很～}[2]茶查斜柴[3]炒請[9]插□{織}	
ȵ	[3]領嶺[5]□{漂亮}[9]渣些	
ɬ	[1]三衫□{拿到}[2]木{訓}[9]□{亂講}	
k	[1]膠橄鉸[2]□{抱}[3]搞敢[5]再教[6]咬[9]嘉甲蓋{～被}	
kʰ	[1]欺骹{足}[5]敲	
ŋ	[2]衙[3]雅[9]鴉□{張嘴}	
h	[2]霞{彩～}[5]孝[9]那	
∅	[1]亞阿{～姨}[3]拗{～斷}[9]椏鴨啊	
#ai		
p	[2]邊牌{打～}[3]擺板[5]拜[6]敗	
pʰ	[2]排[5]派	
m	[3]□{母親}[5]□{不要}	
t	[1]知{～道}[2]前財才{人～}[5]裝載[6]待怠	
tʰ	[1]篩[2]宰[5]太泰態	
n	[1]耐{很久}[5]件[6]奈耐{～心}	
l	[1]裹利{刀子很鋒利}[2]來賴[3]灑[5]癩[6]醬{～油}[9]□{聲音沙啞}	
ts	[5]簪	
tsʰ	[1]千[3]彩[5]蔡菜	
ȵ	[5]□{嚼}[9]□{揉、搓}	
ɬ	[1]西犀[3]使屎[9]㩄{浪費}	
k	[2]個崖{博～}[3]揀[5]介界芥尬屆戒[9]皆	
ŋ	[2]涯崖{山～}捱熬	
h	[2]諧械[3]海[6]害亥係{關～}[9]諧{詼～}	
∅	[1]唉[2]閑[5]愛	
j	[2]□{很差}	
#uai		
k	[1]怪慣{習～}[2]懸{高}[3]拐[9]乖	
kʰ	[5]塊	
h	[1]壞	
∅	[2]懷[9]歪	
#au		
p	[1]包胞煲{鍋；煮}[2]刨[3]袍[5]爆[9]鮑暴{裂開}	
pʰ	[1]拋[3]跑[5]炮[9]泡	
m	[3]卯某畝[6]貌	
t	[1]稻豆毒{毒死}[2]□{告狀}[3]□{在}島走倒{顛～}找{～錢}[5]鬥{打～}到灶竇晝{日～}□{做木工}	
tʰ	[1]偷[2]頭逃	
n	[3]扭[6]鬧	
l	[1]漏陋[2]勞榴留樓流[6]老[9]撈□{北方民工}	
tsʰ	[1]抄[3]草	
ȵ	[9]□{爪；搔}	
ɬ	[5]掃哨	
k	[1]交溝[2]餃[3]稿狗九韭垢{身上的髒東西}[5]較[6]厚	
kʰ	[3]口[5]靠哭	
ŋ	[2]肴淆	
h	[1]候[3]考[6]校效[9]酵烤哮{～喘}	
∅	[2]喉[6]後后	
#am		
t	[1]擔{～心}[2]濕[3]砍斬[6]暫站[5]湛{～江}	
tʰ	[1]□{舀}貪[2]潭譚談痰[3]淡[5]探	
n	[2]男南楠[3]脯[9]□{亂講}	
l	[1]艦[2]籃藍[5]□{玩}	
tsʰ	[1]參[2]蠶慚[3]慘[5]杉	
ɬ	[2]□{貪戀}	
k	[1]監[3]感減	
5	[9]啱{巧；對}	
h	[1]憾[2]函含[5]喊	
∅	[3]飲{米湯}[5]暗	
#ɐm		
t	[5]蘸□{碰著地}	
tʰ	[5]□{哄}	
n	[1]諗{思考，訓“恁”}恁{思考}[2]□{軟}	
l	[2]淋臨[5]□{塌}	
ts	[1]針斟簽{牙～}[5]占[9]尖針蜇	
tsʰ	[1]侵簽{～名}[2]□{猜拳}尋	
s	[2]甚	
k	[1]甘柑[2]銜[3]錦	
kʰ	[1]□{耐用}[2]琴擒[5]□{斜坡}	
5	[2]□{形容話很多}	
h	[2]陷[3]□{撞}[9]鑫	
∅	[2]揞[9]庵	
j	[1]□{牙酸}[9]陰{～毒}	
#an		
p	[1]班斑頒[3]扳版[6]扮辦	
pʰ	[1]攀[2]□{爬}[6]盼	
m	[1]慢萬元{訓，一～錢}[2]蠻漫	
f	[1]翻番[2]凡帆範煩繁[3]反[6]犯販	
t	[1]單旦誕丹{仙～}[3]盞等[5]贊[6]彈{子～}[9]丹	
tʰ	[1]灘[2]彈{～琴}[3]毯坦[5]歎[9]攤	
n	[2]難	
l	[2]蘭攔欄[3]懶	
tsʰ	[2]殘[3]鏟產[9]餐	
s	[9]刪	
ɬ	[1]閂[2]涎[3]瘦[5]刷涮	
k	[1]艱間奸[3]皂簡柬[6]澗	
kʰ	[1]牽	
ŋ	[2]顏[3]眼{龍～}	
h	[6]限	
#uan		
∅	[1]灣[2]幻還環[3]挽[9]彎	
#aŋ		
p	[1]崩[2]房[5]放	
pʰ	[2]紡朋憑{文～}棚彭[1]蜂{～糖}[9]攆	
m	[1]夢[2]盲{～人}蠓[5]網	
t	[1]冬東{～西}[2]同銅桐筒[6]重{輕～}	
tʰ	[2]蟲	
n	[2]膿農人	
l	[2]聾籠	
tsʰ	[2]□{耀眼}	
ɬ	[5]送	
k	[1]耕工功公{雄性}□{照顧孩子}蚣{蜈～}[3]講港	
kʰ	[1]空{孔洞}凶	
ŋ	[6]瘋	
∅	[2]紅	
#ap		
t	[8]踏雜習集襲	
tʰ	[7]塌	
n	[8]納捺	
l	[7]□{手套}泣[8]笠	
ts	[7]汁	
ȵ	[7]撮癢	
ɬ	[7]圾{垃～}	
k	[7]蛤鴿	
kʰ	[7]蓋{～住}級吸	
h	[7]喝	
∅	[8]合盒	
#at		
p	[7]別{懂}	
pʰ	[7]拍{～拖}	
m	[7]抹[8]襪	
f	[7]發法[8]乏罰	
t	[7]跌紮責[8]達澤	
n	[7]焫{燙}	
l	[8]列力	
tsʰ	[7]察[8]賊	
ɬ	[7]蚤	
∅	[7]壓押	
#uat		
k	[7]□{溢出來}	
∅	[7]挖[8]滑	
#ak		
p	[8]縛{綁}	
pʰ	[7]迫[8]曝{曬}	
m	[8]目{眼}	
t	[8]毒	
l	[7]落[8]六□{豬圈}	
s	[8]殺	
k	[7]角[8]□{壞}	
kʰ	[7]殼□{勺子}	
∅	[7]握	
k	[7]刮	
#uak		
∅	[8]或惑	
#e		
p	[1]病[2]耙平坪[3]把[5]柄[6]白麥父{兩～子}[9]百柏伯泊	
pʰ	[3]馬碼[9]牌{撲克}	
m	[1]罵[2]暝{夜}冥{夜}盲[3]猛[9]咩	
f	[1]花[2]□{潦草}[3]□{那邊}[5]化	
t	[1]袋□{袋；裝（～錢）}[3]短[5]□{哪}□{撒嬌}□{裝樣子}[6]代[9]笮{壓著}	
tʰ	[1]撐[5]睜[9]淨	
n	[1]□{腳跟}[2]晾{～衫}	
l	[2]螺[5]裂{縫}	
ts	[1]齋爭[2]□{蟬}[3]井者[5]債[6]坐座謝[9]姐	
tsʰ	[1]叉杈岔青差{出～}[2]邪[3]且醒[9]策冊	
s	[2]佘	
ȵ	[5]□{背}	
ɬ	[1]生牲笙甥[2]□{男人}[3]鎖[5]姓性[9]□{爽口}	
k	[1]家加更{三～半夜}羹{湯匙}[2]牙芽[3]假寡哽[5]架駕嫁價[9]格革隔	
kʰ	[1]□{縫}坑[9]客	
ŋ	[6]硬[9]椏{樹枝}	
h	[2]蝦[9]嚇靴歇	
∅	[2]椰[3]啞[6]霞{～山}下廈夏	
#ei		
p	[1]□{糟糕}[5]閉[9]碑卑悲跛{瘸}八	
pʰ	[1]買賣批{～發}[2]琵枇皮{陳～}[9]批{一～}	
m	[1]媚[2]微迷{入～}謎{～語}[9]□{削}	
f	[3]匪翡[9]妃	
t	[1]低第□{多}[2]齊題{問～}[3]底抵[5]制帝濟祭[9]劑節{過～}	
tʰ	[1]梯[2]提題{～目}蹄[3]體[5]替[9]錫{～桶}	
n	[2]尼膩[9]捏[6]□{形容人很不爽快}	
l	[1]□{帽}[2]犁黎荔利{～是}狸[3]禮{送～}	
tsʰ	[5]砌[9]□{吻}	
ɬ	[1]梳疏梭[3]洗[5]勢細小世[6]誓[9]雪	
k	[1]街雞既[2]忌{童言無～}[3]解[5]計繼繫{～鞋帶}記{～得}	
kʰ	[1]溪[2]槐奎祈[3]啟[6]愧[9]睡[5]□{吃瓜子}	
ŋ	[2]毅藝[9]哀{求人}	
h	[6]蟹[9]嬉	
∅	[1]挨[2]鞋[3]矮[9]慪	
j	[6]嗣	
#uei		
kʰ	[1]盔規[2]葵	
∅	[1]慰[2]衛維惟遺唯違圍為惠慧[3]偉委萎{～縮}[5]穢[6]胃謂諱為{因～}[9]威	
#eu		
n	[3]□{蔫}	
k	[1]撬[3]繳	
kʰ	[1]□{餿}	
