	字	IPA	吴拼	注释	声母	韵母	调值	吴拼声	吴拼韵	调类	原注	校注	多音字
783	笙	sa⁴⁴			s	a	⁴⁴			1			
784	甥	sa⁴⁴			s	a	⁴⁴			1			
785	洒	sa³⁵			s	a	³⁵			3			
786	省	sa³⁵			s	a	³⁵			3			2
787	傻	sa³⁵			s	a	³⁵			3			
788	耍	sa³⁵			s	a	³⁵			3			
789	驶	sa³⁵		驾~	s	a	³⁵			3	驾~		
790	晒	sa⁵³			s	a	⁵³			5			
791	帅	sa⁵³			s	a	⁵³			5			
792	栅	sa⁴²⁴			s	a	⁴²⁴			7			
793	□	sa⁴²⁴		水渗透	s	a	⁴²⁴			7	水渗透		127
794	柴	zɦa³¹			zɦ	a	³¹			2			
795	豺	zɦa³¹			zɦ	a	³¹			2			
796	寨	zɦa²¹²			zɦ	a	²¹²			6			
797	□	zɦa²¹²		瘦	zɦ	a	²¹²			6	瘦		127
798	皆	ka⁴⁴			k	a	⁴⁴			1			
799	阶	ka⁴⁴			k	a	⁴⁴			1			
800	街	ka⁴⁴			k	a	⁴⁴			1			
801	□	ka⁴⁴		绊：~手~脚	k	a	⁴⁴			1	绊：~手~脚		127
802	豇	ka⁴⁴		~豆	k	a	⁴⁴			1	~豆		
803	更	ka⁴⁴		更换，五更	k	a	⁴⁴			1	更换，五更		2
804	粳	ka⁴⁴			k	a	⁴⁴			1			
805	庚	ka⁴⁴			k	a	⁴⁴			1			
806	羹	ka⁴⁴			k	a	⁴⁴			1			
807	耕	ka⁴⁴			k	a	⁴⁴			1			
808	解	ka³⁵			k	a	³⁵			3			
809	哽	ka³⁵			k	a	³⁵			3			
810	埂	ka³⁵			k	a	³⁵			3			
811	梗	ka³⁵			k	a	³⁵			3			
812	枴	ka³⁵			k	a	³⁵			3			
813	介	ka⁵³			k	a	⁵³			5			
814	界	ka⁵³			k	a	⁵³			5			
815	芥	ka⁵³			k	a	⁵³			5			
816	尬	ka⁵³			k	a	⁵³			5			
817	疥	ka⁵³			k	a	⁵³			5			
818	戒	ka⁵³			k	a	⁵³			5			
819	怪	ka⁵³			k	a	⁵³			5			
820	更	ka⁵³		更加	k	a	⁵³			5	更加		2
821	格	ka⁴²⁴			k	a	⁴²⁴			7			
822	革	ka⁴²⁴			k	a	⁴²⁴			7			
823	隔	ka⁴²⁴			k	a	⁴²⁴			7			
824	届	ka⁴²⁴			k	a	⁴²⁴			7			
825	耿	ka⁴²⁴			k	a	⁴²⁴			7			
826	揩	kʰa⁴⁴			kʰ	a	⁴⁴			1			
827	墈	kʰa⁴⁴			kʰ	a	⁴⁴			1			2
828	坑	kʰa⁴⁴			kʰ	a	⁴⁴			1			
829	铅	kʰa⁴⁴			kʰ	a	⁴⁴			1			
830	楷	kʰa³⁵			kʰ	a	³⁵			3			
831	快	kʰa⁵³			kʰ	a	⁵³			5			
832	□	kʰa⁵³		给	kʰ	a	⁵³			5	给		127
833	客	kʰa⁴²⁴			kʰ	a	⁴²⁴			7			
834	茄	ɡɦa³¹		番~：外来茄子	ɡɦ	a	³¹			2	番~：外来茄子		2
835	鹅	ɡɦa³¹		~儿	ɡɦ	a	³¹			2	~儿		2
836	蚁	ŋa³⁵		1。夫=~：蚂蚁	ŋ	a	³⁵			3	1。夫=~：蚂蚁		2
837	额	ŋa⁴²⁴		1	ŋ	a	⁴²⁴			7	1		2
838	研	ŋɦa³¹		1	ŋɦ	a	³¹			2	1		2
839	磑	ŋɦa³¹			ŋɦ	a	³¹			2			
840	□	ŋɦa³¹		老~：老鹰	ŋɦ	a	³¹			2	老~：老鹰		127
841	硬	ŋɦa²¹²			ŋɦ	a	²¹²			6			
842	额	ŋɦa³¹³		2	ŋɦ	a	³¹³			8	2		2
843	亨	ha⁴⁴			h	a	⁴⁴			1			
844	蟹	ha³⁵			h	a	³⁵			3			
845	瞎	ha⁴²⁴			h	a	⁴²⁴			7			
846	郝	ha⁴²⁴			h	a	⁴²⁴			7			
847	赫	ha⁴²⁴			h	a	⁴²⁴			7			
848	吓	ha⁴²⁴			h	a	⁴²⁴			7			2
849	辖	ha⁴²⁴			h	a	⁴²⁴			7			
850	阿	a⁴⁴				a	⁴⁴			1			3
851	埃	a⁴⁴		尘~：灰尘		a	⁴⁴			1	尘~：灰尘		
852	挨	a⁴⁴				a	⁴⁴			1			
853	矮	a³⁵				a	³⁵			3			
854	杏	a³⁵				a	³⁵			3			
855	幸	a³⁵		1		a	³⁵			3	1		2
856	谐	a⁴²⁴				a	⁴²⁴			7			
857	也	a⁴²⁴		1		a	⁴²⁴			7	1		4
858	扼	a⁴²⁴				a	⁴²⁴			7			
859	轭	a⁴²⁴				a	⁴²⁴			7			
860	阿	a⁴²⁴				a	⁴²⁴			7			3
861	鞋	ɦa³¹			ɦ	a	³¹			2			
862	行	ɦa³¹		行走	ɦ	a	³¹			2	行走		2
863	夯	ɦa³¹			ɦ	a	³¹			2			2
864	幸	ɦa¹³		2	ɦ	a	¹³			4	2		2
865	械	ɦa²¹²			ɦ	a	²¹²			6			
866	懈	ɦa²¹²			ɦ	a	²¹²			6			
867	也	ɦa³¹³		2	ɦ	a	³¹³			8	2		4
868	卸	ʃia⁵³		1	ʃ	ia	⁵³			5	1		
869	也	ia⁴⁴		1。~是		ia	⁴⁴			1	1。~是		4
870	丫	ia⁴⁴		1		ia	⁴⁴			1	1		3
871	兜	taʉ⁴⁴			t	aʉ	⁴⁴			1			
872	□	taʉ⁴⁴		盛：~饭	t	aʉ	⁴⁴			1	盛：~饭		127
873	斗	taʉ³⁵			t	aʉ	³⁵			3			2
874	抖	taʉ³⁵			t	aʉ	³⁵			3			
875	陡	taʉ³⁵			t	aʉ	³⁵			3			
876	斗	taʉ⁵³		~争	t	aʉ	⁵³			5	~争		2
877	偷	tʰaʉ⁴⁴			tʰ	aʉ	⁴⁴			1			
878	㪗	tʰaʉ³⁵			tʰ	aʉ	³⁵			3			
879	□	tʰaʉ³⁵		喘：~气	tʰ	aʉ	³⁵			3	喘：~气		127
880	透	tʰaʉ⁵³			tʰ	aʉ	⁵³			5			
881	投	dɦaʉ³¹			dɦ	aʉ	³¹			2			
882	逗	dɦaʉ²¹²			dɦ	aʉ	²¹²			6			
883	□	dɦaʉ²¹²		~死：用毒药毒害致死	dɦ	aʉ	²¹²			6	~死：用毒药毒害致死		127
884	坠	dɦaʉ²¹²		1	dɦ	aʉ	²¹²			6	1		2
885	□	naʉ⁵³		没有	n	aʉ	⁵³			5	没有		127
886	搂	laʉ⁴⁴		挖	l	aʉ	⁴⁴			1	挖		
887	缕	laʉ³⁵		丝缕	l	aʉ	³⁵			3	丝缕		
888	篓	laʉ³⁵			l	aʉ	³⁵			3			
889	楼	lɦaʉ³¹			lɦ	aʉ	³¹			2			
890	漏	lɦaʉ²¹²			lɦ	aʉ	²¹²			6			
891	陋	lɦaʉ²¹²			lɦ	aʉ	²¹²			6			
892	邹	tsaʉ⁴⁴			ts	aʉ	⁴⁴			1			
893	雏	tsaʉ⁴⁴			ts	aʉ	⁴⁴			1			
894	走	tsaʉ³⁵			ts	aʉ	³⁵			3			
895	奏	tsaʉ⁵³			ts	aʉ	⁵³			5			
896	皱	tsaʉ⁵³			ts	aʉ	⁵³			5			
897	绉	tsaʉ⁵³			ts	aʉ	⁵³			5			
898	凑	tsʰaʉ⁵³			tsʰ	aʉ	⁵³			5			
899	宙	dzɦaʉ²¹²			dzɦ	aʉ	²¹²			6			
900	骤	dzɦaʉ²¹²			dzɦ	aʉ	²¹²			6			
901	搜	saʉ⁴⁴			s	aʉ	⁴⁴			1			
902	飕	saʉ⁴⁴			s	aʉ	⁴⁴			1			
903	馒	saʉ⁴⁴			s	aʉ	⁴⁴			1			2
904	叟	saʉ³⁵			s	aʉ	³⁵			3			
905	嗽	saʉ⁵³		咳~	s	aʉ	⁵³			5	咳~		
906	瘦	saʉ⁵³			s	aʉ	⁵³			5			
907	愁	zɦaʉ³¹			zɦ	aʉ	³¹			2			
908	鸠	tʃaʉ⁴⁴			tʃ	aʉ	⁴⁴			1			
909	纠	tʃaʉ⁴⁴			tʃ	aʉ	⁴⁴			1			
910	九	tʃaʉ³⁵			tʃ	aʉ	³⁵			3			
911	久	tʃaʉ³⁵			tʃ	aʉ	³⁵			3			
912	韭	tʃaʉ³⁵			tʃ	aʉ	³⁵			3			
913	灸	tʃaʉ³⁵			tʃ	aʉ	³⁵			3			
914	救	tʃaʉ⁵³			tʃ	aʉ	⁵³			5			
915	究	tʃaʉ⁵³			tʃ	aʉ	⁵³			5			
916	丘	tʃʰaʉ⁴⁴			tʃʰ	aʉ	⁴⁴			1			
917	娶	tʃʰaʉ³⁵		2	tʃʰ	aʉ	³⁵			3	2		2
918	求	dʒɦaʉ³¹			dʒɦ	aʉ	³¹			2			
919	球	dʒɦaʉ³¹			dʒɦ	aʉ	³¹			2			
920	臼	dʒɦaʉ¹³		1	dʒɦ	aʉ	¹³			4	1		2
921	舅	dʒɦaʉ¹³			dʒɦ	aʉ	¹³			4			
922	咎	dʒɦaʉ¹³			dʒɦ	aʉ	¹³			4			
923	柩	dʒɦaʉ¹³			dʒɦ	aʉ	¹³			4			
924	旧	dʒɦaʉ²¹²			dʒɦ	aʉ	²¹²			6			
925	休	ʃaʉ⁴⁴			ʃ	aʉ	⁴⁴			1			
926	朽	ʃaʉ³⁵			ʃ	aʉ	³⁵			3			
927	嗅	ʃaʉ⁵³			ʃ	aʉ	⁵³			5			2
928	忧	jaʉ⁴⁴			j	aʉ	⁴⁴			1			
929	优	jaʉ⁴⁴			j	aʉ	⁴⁴			1			
930	幽	jaʉ⁴⁴			j	aʉ	⁴⁴			1			
931	悠	jaʉ⁴⁴			j	aʉ	⁴⁴			1			
932	幼	jaʉ⁴⁴			j	aʉ	⁴⁴			1			
933	有	jaʉ³⁵			j	aʉ	³⁵			3			
934	友	jaʉ³⁵			j	aʉ	³⁵			3			
935	酉	jaʉ³⁵			j	aʉ	³⁵			3			
936	邮	jɦaʉ³¹			jɦ	aʉ	³¹			2			
937	由	jɦaʉ³¹			jɦ	aʉ	³¹			2			
938	油	jɦaʉ³¹			jɦ	aʉ	³¹			2			
939	游	jɦaʉ³¹			jɦ	aʉ	³¹			2			2
940	犹	jɦaʉ³¹			jɦ	aʉ	³¹			2			
941	尤	jɦaʉ³¹			jɦ	aʉ	³¹			2			
942	又	jɦaʉ²¹²			jɦ	aʉ	²¹²			6			
943	右	jɦaʉ²¹²			jɦ	aʉ	²¹²			6			
944	佑	jɦaʉ²¹²			jɦ	aʉ	²¹²			6			
945	柚	jɦaʉ²¹²			jɦ	aʉ	²¹²			6			
946	釉	jɦaʉ²¹²			jɦ	aʉ	²¹²			6			
947	诱	jɦaʉ²¹²			jɦ	aʉ	²¹²			6			
948	纽	ɲaʉ³⁵			ɲ	aʉ	³⁵			3			
949	扭	ɲaʉ³⁵			ɲ	aʉ	³⁵			3			
950	□	ɲaʉ⁴²⁴		~个：哪个	ɲ	aʉ	⁴²⁴			7	~个：哪个		127
951	勾	kaʉ⁴⁴			k	aʉ	⁴⁴			1			2
952	钩	kaʉ⁴⁴			k	aʉ	⁴⁴			1			
953	沟	kaʉ⁴⁴			k	aʉ	⁴⁴			1			
954	狗	kaʉ³⁵			k	aʉ	³⁵			3			
955	苟	kaʉ³⁵			k	aʉ	³⁵			3			
956	够	kaʉ⁵³			k	aʉ	⁵³			5			
957	构	kaʉ⁵³			k	aʉ	⁵³			5			
958	购	kaʉ⁵³			k	aʉ	⁵³			5			
959	勾	kaʉ⁵³		~当	k	aʉ	⁵³			5	~当		2
960	□	kaʉ⁵³		这里	k	aʉ	⁵³			5	这里		127
961	口	kʰaʉ³⁵			kʰ	aʉ	³⁵			3			
962	扣	kʰaʉ⁵³			kʰ	aʉ	⁵³			5			
963	寇	kʰaʉ⁵³			kʰ	aʉ	⁵³			5			
964	叩	kʰaʉ⁵³		~头	kʰ	aʉ	⁵³			5	~头		
965	□	ɡɦaʉ³¹		~背：驼背	ɡɦ	aʉ	³¹			2	~背：驼背		127
966	厚	ɡɦaʉ¹³			ɡɦ	aʉ	¹³			4			
967	臼	ɡɦaʉ¹³		2	ɡɦ	aʉ	¹³			4	2		2
968	藕	ŋaʉ³⁵			ŋ	aʉ	³⁵			3			
969	偶	ŋaʉ³⁵			ŋ	aʉ	³⁵			3			
970	牛	ŋɦaʉ³¹			ŋɦ	aʉ	³¹			2			
971	喉	ŋɦaʉ³¹		咙~	ŋɦ	aʉ	³¹			2	咙~		2
972	哈	haʉ⁴⁴		~腰，本字为𨉣	h	aʉ	⁴⁴			1	~腰，本字为𨉣		
973	□	haʉ³⁵		那里	h	aʉ	³⁵			3	那里		127
974	鲎	haʉ⁵³		彩虹	h	aʉ	⁵³			5	彩虹		
975	吼	haʉ⁵³			h	aʉ	⁵³			5			
976	欧	aʉ⁴⁴				aʉ	⁴⁴			1			
977	瓯	aʉ⁴⁴				aʉ	⁴⁴			1			
978	沤	aʉ⁴⁴				aʉ	⁴⁴			1			
979	怄	aʉ⁴⁴				aʉ	⁴⁴			1			
980	呕	aʉ⁴⁴				aʉ	⁴⁴			1			
981	殴	aʉ⁴⁴				aʉ	⁴⁴			1			
982	□	aʉ³⁵		萎		aʉ	³⁵			3	萎		127
983	后	aʉ³⁵		1		aʉ	³⁵			3	1		2
984	侯	ɦaʉ³¹			ɦ	aʉ	³¹			2			
985	喉	ɦaʉ³¹			ɦ	aʉ	³¹			2			2
986	猴	ɦaʉ³¹			ɦ	aʉ	³¹			2			
987	瘊	ɦaʉ³¹			ɦ	aʉ	³¹			2			
988	后	ɦaʉ¹³		2	ɦ	aʉ	¹³			4	2		2
989	候	ɦaʉ²¹²			ɦ	aʉ	²¹²			6			
990	杯	pai⁴⁴			p	ai	⁴⁴			1			
991	背	pai⁴⁴		背东西	p	ai	⁴⁴			1	背东西		3
992	碑	pai⁴⁴			p	ai	⁴⁴			1			
993	卑	pai⁴⁴			p	ai	⁴⁴			1			
994	悲	pai⁴⁴			p	ai	⁴⁴			1			
995	贝	pai⁵³			p	ai	⁵³			5			
996	辈	pai⁵³			p	ai	⁵³			5			
997	背	pai⁵³		脊背	p	ai	⁵³			5	脊背		3
998	胚	pʰai⁴⁴			pʰ	ai	⁴⁴			1			
999	坯	pʰai⁴⁴			pʰ	ai	⁴⁴			1			
1000	丕	pʰai⁴⁴			pʰ	ai	⁴⁴			1			
1001	配	pʰai⁵³			pʰ	ai	⁵³			5			
1002	沛	pʰai⁵³			pʰ	ai	⁵³			5			
1003	陪	bɦai³¹			bɦ	ai	³¹			2			
1004	赔	bɦai³¹			bɦ	ai	³¹			2			
1005	倍	bɦai¹³			bɦ	ai	¹³			4			
1006	培	bɦai¹³			bɦ	ai	¹³			4			
1007	佩	bɦai²¹²			bɦ	ai	²¹²			6			
1008	背	bɦai²¹²		背诵	bɦ	ai	²¹²			6	背诵		3
1009	焙	bɦai²¹²			bɦ	ai	²¹²			6			
1010	枚	mɦai³¹			mɦ	ai	³¹			2			
1011	灰	fai⁴⁴			f	ai	⁴⁴			1			
1012	徽	fai⁴⁴			f	ai	⁴⁴			1			
1013	□	fai⁴⁴		不要	f	ai	⁴⁴			1	不要		127
1014	贿	fai³⁵			f	ai	³⁵			3			
1015	悔	fai⁵³			f	ai	⁵³			5			
1016	煨	ʋai⁴⁴			ʋ	ai	⁴⁴			1			
1017	桅	ʋɦai³¹			ʋɦ	ai	³¹			2			
1018	回	ʋɦai³¹			ʋɦ	ai	³¹			2			
1019	茴	ʋɦai³¹			ʋɦ	ai	³¹			2			
1020	溃	ʋɦai²¹²			ʋɦ	ai	²¹²			6			
1021	会	ʋɦai²¹²			ʋɦ	ai	²¹²			6			2
1022	汇	ʋɦai²¹²			ʋɦ	ai	²¹²			6			
1023	堆	tai⁴⁴			t	ai	⁴⁴			1			
1024	对	tai⁵³			t	ai	⁵³			5			
1025	碓	tai⁵³			t	ai	⁵³			5			
1026	推	tʰai⁴⁴			tʰ	ai	⁴⁴			1			
1027	□	tʰai⁴⁴		~猪：杀猪	tʰ	ai	⁴⁴			1	~猪：杀猪		127
1028	腿	tʰai³⁵			tʰ	ai	³⁵			3			
1029	唾	tʰai⁵³			tʰ	ai	⁵³			5			
1030	退	tʰai⁵³			tʰ	ai	⁵³			5			
1031	蜕	tʰai⁵³			tʰ	ai	⁵³			5			
1032	□	tʰai⁵³		~怯：畏怯	tʰ	ai	⁵³			5	~怯：畏怯		127
1033	□	dɦai³¹		成年人的阴茎	dɦ	ai	³¹			2	成年人的阴茎		127
1034	队	dɦai²¹²			dɦ	ai	²¹²			6			
1035	兑	dɦai²¹²			dɦ	ai	²¹²			6			
1036	内	nɦai²¹²			nɦ	ai	²¹²			6			
1037	儡	lai³⁵			l	ai	³⁵			3			
1038	累	lai³⁵			l	ai	³⁵			3			
1039	垒	lai³⁵			l	ai	³⁵			3			
1040	雷	lɦai³¹			lɦ	ai	³¹			2			
1041	膈	lɦai³¹			lɦ	ai	³¹			2			
1042	擂	lɦai³¹			lɦ	ai	³¹			2			
1043	泪	lɦai²¹²			lɦ	ai	²¹²			6			
1044	□	lɦai²¹²		跌：摔倒	lɦ	ai	²¹²			6	跌：摔倒		127
1045	醉	tsai⁵³		2	ts	ai	⁵³			5	2		2
1046	最	tsai⁵³			ts	ai	⁵³			5			2
1047	摧	tsʰai⁴⁴			tsʰ	ai	⁴⁴			1			
1048	崔	tsʰai⁴⁴			tsʰ	ai	⁴⁴			1			
1049	脆	tsʰai³⁵			tsʰ	ai	³⁵			3			
1050	翠	tsʰai⁵³			tsʰ	ai	⁵³			5			
1051	□	tsʰai⁵³		砍	tsʰ	ai	⁵³			5	砍		127
1052	衰	sai⁴⁴			s	ai	⁴⁴			1			
1053	□	sai³⁵		小	s	ai	³⁵			3	小		127
1054	碎	sai⁵³		细	s	ai	⁵³			5	细		
1055	粹	sai⁵³			s	ai	⁵³			5			
1056	罪	zɦai¹³			zɦ	ai	¹³			4			
1057	锐	zɦai²¹²			zɦ	ai	²¹²			6			
1058	睡	zɦai²¹²			zɦ	ai	²¹²			6			
1059	归	kai⁴⁴			k	ai	⁴⁴			1			
1060	个	kai⁵³			k	ai	⁵³			5			
1061	会	kai⁵³		~计，~稽山	k	ai	⁵³			5	~计，~稽山		2
1062	刽	kai⁵³			k	ai	⁵³			5			
1063	桧	kai⁵³			k	ai	⁵³			5			
1064	绘	kai⁵³			k	ai	⁵³			5			
1065	盔	kʰai⁴⁴			kʰ	ai	⁴⁴			1			
1066	魁	kʰai⁴⁴			kʰ	ai	⁴⁴			1			
1067	恢	kʰai⁴⁴			kʰ	ai	⁴⁴			1			
1068	亏	kʰai⁴⁴			kʰ	ai	⁴⁴			1			
1069	奎	kʰai⁴⁴			kʰ	ai	⁴⁴			1			
1070	块	kʰai⁵³			kʰ	ai	⁵³			5			
1071	傀	kʰai⁵³			kʰ	ai	⁵³			5			
1072	魏	ŋɦai²¹²			ŋɦ	ai	²¹²			6			
1073	嗨	hai³⁵			h	ai	³⁵			3			
1074	北	pe⁴²⁴			p	e	⁴²⁴			7			
1075	鼻	bɦe³¹³		1	bɦ	e	³¹³			8	1		2
1076	每	me³⁵			m	e	³⁵			3			
1077	墨	me⁴²⁴		1	m	e	⁴²⁴			7	1		2
1078	梅	mɦe³¹			mɦ	e	³¹			2			
1079	媒	mɦe³¹			mɦ	e	³¹			2			
1080	煤	mɦe³¹			mɦ	e	³¹			2			
1081	妹	mɦe²¹²			mɦ	e	²¹²			6			
1082	昧	mɦe²¹²			mɦ	e	²¹²			6			2
1083	墨	mɦe³¹³		2	mɦ	e	³¹³			8	2		2
1084	□	ʋɦe²¹²		饿	ʋɦ	e	²¹²			6	饿		127
1085	戴	te⁵³			t	e	⁵³			5			
1086	得	te⁴²⁴			t	e	⁴²⁴			7			
1087	德	te⁴²⁴			t	e	⁴²⁴			7			
1088	胎	tʰe⁴⁴			tʰ	e	⁴⁴			1			
1089	台	tʰe⁴⁴		天~	tʰ	e	⁴⁴			1	天~		2
1090	殆	tʰe⁵³		百战不~	tʰ	e	⁵³			5	百战不~		
1091	态	tʰe⁵³			tʰ	e	⁵³			5			
1092	贷	tʰe⁵³			tʰ	e	⁵³			5			
1093	台	dɦe³¹			dɦ	e	³¹			2			2
1094	苔	dɦe³¹			dɦ	e	³¹			2			
1095	抬	dɦe³¹			dɦ	e	³¹			2			
1096	潭	dɦe³¹			dɦ	e	³¹			2			
1097	待	dɦe¹³			dɦ	e	¹³			4			
1098	怠	dɦe¹³			dɦ	e	¹³			4			
1099	代	dɦe²¹²			dɦ	e	²¹²			6			
1100	袋	dɦe²¹²			dɦ	e	²¹²			6			
1101	埭	dɦe²¹²		碓~：堰	dɦ	e	²¹²			6	碓~：堰		
1102	□	dɦe²¹²		介词，把	dɦ	e	²¹²			6	介词，把		127
1103	特	dɦe³¹³			dɦ	e	³¹³			8			
1104	□	ne⁴⁴		~~：乳房	n	e	⁴⁴			1	~~：乳房		127
1105	日	ne⁴²⁴		1。今~：白日；半~	n	e	⁴²⁴			7	1。今~：白日；半~		5
1106	南	nɦe³¹			nɦ	e	³¹			2			
1107	男	nɦe³¹			nɦ	e	³¹			2			
1108	囝	nɦe³¹		~儿：男孩	nɦ	e	³¹			2	~儿：男孩		
1109	□	nɦe²¹²		湿	nɦ	e	²¹²			6	湿		127
1110	日	nɦe³¹³		2。今~：白日；半~	nɦ	e	³¹³			8	2。今~：白日；半~		5
1111	来	lɦe³¹		1	lɦ	e	³¹			2	1		2
1112	劣	lɦe³¹³			lɦ	e	³¹³			8			
1113	栗	lɦe³¹³			lɦ	e	³¹³			8			
1114	肋	lɦe³¹³			lɦ	e	³¹³			8			
1115	勒	lɦe³¹³			lɦ	e	³¹³			8			
1116	灾	tse⁴⁴			ts	e	⁴⁴			1			
1117	载	tse⁵³		年载，载重	ts	e	⁵³			5	年载，载重		
1118	栽	tse⁴⁴			ts	e	⁴⁴			1			
1119	宰	tse⁵³			ts	e	⁵³			5			
1120	再	tse⁵³			ts	e	⁵³			5			
1121	最	tse⁵³			ts	e	⁵³			5			2
1122	则	tse⁴²⁴			ts	e	⁴²⁴			7			
1123	猜	tsʰe⁴⁴			tsʰ	e	⁴⁴			1			
1124	采	tsʰe³⁵			tsʰ	e	³⁵			3			
1125	睬	tsʰe³⁵			tsʰ	e	³⁵			3			
1126	彩	tsʰe³⁵			tsʰ	e	³⁵			3			
1127	株	tsʰe³⁵			tsʰ	e	³⁵			3			2
1128	菜	tsʰe⁵³			tsʰ	e	⁵³			5			
1129	厕	tsʰe⁴²⁴			tsʰ	e	⁴²⁴			7			
1130	铡	tsʰe⁴²⁴			tsʰ	e	⁴²⁴			7			
1131	侧	tsʰe⁴²⁴			tsʰ	e	⁴²⁴			7			
1132	测	tsʰe⁴²⁴			tsʰ	e	⁴²⁴			7			
1133	赛	se⁵³			s	e	⁵³			5			
1134	塞	se⁴²⁴			s	e	⁴²⁴			7			
1135	色	se⁴²⁴			s	e	⁴²⁴			7			
1136	才	zɦe³¹			zɦ	e	³¹			2			
1137	材	zɦe³¹			zɦ	e	³¹			2			
1138	财	zɦe³¹			zɦ	e	³¹			2			
1139	裁	zɦe³¹			zɦ	e	³¹			2			
1140	在	zɦe¹³			zɦ	e	¹³			4			
1141	□	zɦe²¹²		性交，亦用于骂人（方言字写作“𠑀”）	zɦ	e	²¹²			6	性交，亦用于骂人（方言字写作“𠑀”）		127
1142	杂	zɦe³¹³			zɦ	e	³¹³			8			
1143	贼	zɦe³¹³			zɦ	e	³¹³			8			
1144	该	ke⁴⁴			k	e	⁴⁴			1			2
1145	柑	ke⁴⁴			k	e	⁴⁴			1			
1146	泔	ke⁴⁴			k	e	⁴⁴			1			
1147	改	ke³⁵			k	e	³⁵			3			
1148	感	ke³⁵			k	e	³⁵			3			
1149	敢	ke³⁵			k	e	³⁵			3			
1150	几	ke³⁵		~来：多少；前~年：往年	k	e	³⁵			3	~来：多少；前~年：往年		3
1151	概	ke⁵³			k	e	⁵³			5			
1152	溉	ke⁵³			k	e	⁵³			5			
1153	盖	ke⁵³			k	e	⁵³			5			
1154	合	ke⁴²⁴		十合一升	k	e	⁴²⁴			7	十合一升		2
1155	鸽	ke⁴²⁴			k	e	⁴²⁴			7			
1156	国	ke⁴²⁴			k	e	⁴²⁴			7			
1157	开	kʰe⁴⁴			kʰ	e	⁴⁴			1			
1158	凯	kʰe³⁵			kʰ	e	³⁵			3			
1159	慨	kʰe⁵³			kʰ	e	⁵³			5			
1160	坎	kʰe⁵³			kʰ	e	⁵³			5			
1161	墈	kʰe⁵³			kʰ	e	⁵³			5			2
1162	咳	kʰe⁴²⁴		~嗽	kʰ	e	⁴²⁴			7	~嗽		
1163	磕	kʰe⁴²⁴			kʰ	e	⁴²⁴			7			
1164	刻	kʰe⁴²⁴			kʰ	e	⁴²⁴			7			
1165	克	kʰe⁴²⁴			kʰ	e	⁴²⁴			7			
1166	□	ɡɦe³¹		的：表示领属关系的助词	ɡɦ	e	³¹			2	的：表示领属关系的助词		127
1167	颧	ɡɦe¹³		面~珠儿：颧骨	ɡɦ	e	¹³			4	面~珠儿：颧骨		
1168	该	ɡɦe¹³			ɡɦ	e	¹³			4			2
1169	𥩲	ɡɦe¹³		【按】站，本字“徛”	ɡɦ	e	¹³			4		【按】站，本字“徛”	
1170	徛	ɡɦe¹³		站，方言字写作“𥩲”	ɡɦ	e	¹³			4	站，方言字写作“𥩲”		
1171	呆	ŋɦe³¹			ŋɦ	e	³¹			2			
1172	耐	ŋɦe³¹			ŋɦ	e	³¹			2			
1173	蛤	he⁴⁴		~蜊：蚬子	h	e	⁴⁴			1	~蜊：蚬子		2
1174	海	he³⁵			h	e	³⁵			3			
1175	黑	he⁴²⁴			h	e	⁴²⁴			7			
1176	哀	e⁴⁴				e	⁴⁴			1			
1177	庵	e⁴⁴				e	⁴⁴			1			
1178	爱	e⁵³				e	⁵³			5			
1179	暗	e⁵³				e	⁵³			5			
1180	孩	ɦe¹³			ɦ	e	¹³			4			
1181	亥	ɦe¹³			ɦ	e	¹³			4			
1182	核	ɦe¹³			ɦ	e	¹³			4			3
1183	骇	ɦe¹³			ɦ	e	¹³			4			
1184	害	ɦe²¹²			ɦ	e	²¹²			6			
1185	合	ɦe³¹³			ɦ	e	³¹³			8			2
1186	□	ɦe³¹³		又	ɦ	e	³¹³			8	又		127
1187	核	ɦe³¹³		~桃	ɦ	e	³¹³			8	~桃		3
1188	标	piĕ⁴⁴			p	iĕ	⁴⁴			1			
1189	彪	piĕ⁴⁴			p	iĕ	⁴⁴			1			
1190	鞭	piĕ⁴⁴			p	iĕ	⁴⁴			1			
1191	编	piĕ⁴⁴			p	iĕ	⁴⁴			1			
1192	边	piĕ⁴⁴			p	iĕ	⁴⁴			1			
1193	蝙	piĕ⁴⁴		2	p	iĕ	⁴⁴			1	2		2
1194	毙	piĕ³⁵		枪~	p	iĕ	³⁵			3	枪~		
1195	表	piĕ³⁵			p	iĕ	³⁵			3			
1196	贬	piĕ³⁵			p	iĕ	³⁵			3			
1197	扁	piĕ³⁵			p	iĕ	³⁵			3			
1198	匾	piĕ³⁵			p	iĕ	³⁵			3			
1199	比	piĕ³⁵		1	p	iĕ	³⁵			3	1		2
1200	变	piĕ⁵³			p	iĕ	⁵³			5			
1201	遍	piĕ⁵³			p	iĕ	⁵³			5			
1202	票	piĕ⁵³		1	p	iĕ	⁵³			5	1		2
1203	飘	pʰiĕ⁴⁴			pʰ	iĕ	⁴⁴			1			
1204	漂	pʰiĕ⁴⁴			pʰ	iĕ	⁴⁴			1			
1205	篇	pʰiĕ⁴⁴			pʰ	iĕ	⁴⁴			1			
1206	偏	pʰiĕ⁴⁴			pʰ	iĕ	⁴⁴			1			
