y				
ȵy	3	女语汝[～城，郴州县名]		
ly	2	驴绿律[新派]		
ly	3	吕旅屡缕履稆捋汝[～城，郴州县名，又读]		
ly	5	滤虑		
tɕy	1	居朱诛株珠诸猪硃蛛驹鞠狙车[象棋子]		
tɕy	2	局[新派]		
tɕy	3	主煮举矩		
tɕy	5	聚住注苎驻柱著蛀註箸具锯句巨拒具俱剧惧据铸		
tɕʰy	1	蛆趋区[～别]曲[弯～]屈[～服]驱躯		
tɕʰy	2	出除厨徐[老派]蓄畜曲[～目]渠菊橘		
tɕʰy	3	曲[歌～]处[～理]杵取娶楚储[～存]莒		
tɕʰy	5	趣处[～所]拄[～手棍，拐杖]去[阴阳上～]		
ɕy	1	书[养正～院，宜章一中前身]舒输荽[芫～]须[必～]需鬚[胡～]圩虚嘘庶枢殊抒		
ɕy	2	术徐[新派]续[新派]		
ɕy	3	暑黍署鼠=薯许诩水[下乡军话音]		
ɕy	5	树竖序叙绪婿絮戍		
y	1	迂淤		
y	2	玉[～龙湾桥，宜章桥名]如儒入-役疫[老派]于余[姓]於鱼娱馀[多～]渔[～鼓，宜章曲艺形式，衡阳腔]愚域虞育舆欲		
y	3	乳宇羽雨禹语[又读]		
y	5	愉逾榆玉[又读]芋预喻寓御裕遇愈誉豫禦鬱		
ᴀ				
pᴀ	1	巴芭疤笆不[倘～得，也许]		
pᴀ	2	八爸拔		
pᴀ	3	靶把[一～]□[～：屎]		
pᴀ	5	坝罢霸壩欛		
pʰᴀ	1	白[下乡军话音]		
pʰᴀ	2	杷爬耙琶扒趴		
pʰᴀ	3	□[～开脚：两腿叉开]		
pʰᴀ	5	帕怕		
mᴀ	1	妈嘛么[什～]□[～袋：口袋]		
mᴀ	2	抹[～布]麻痲蟆		
mᴀ	3	马码玛犸		
mᴀ	5	骂		
fᴀ	2	发[～展]乏伐罚阀筏法髮[头～]		
tᴀ	2	搭达答鞑妲只[箇～人无什么名堂，这个人没有出息]		
tᴀ	3	打[～飞脚，快速的跑]		
tᴀ	5	大[～操坪，旧地名，今宜章县红色文化广场]		
tʰᴀ	1	他它她		
tʰᴀ	2	塌溻塔獭搨榻踏		
tʰᴀ	5	踏[又读]		
nᴀ	2	拿纳呐		
nᴀ	3	哪		
nᴀ	5	那捺钠衲		
lᴀ	1	啦拉垃		
lᴀ	2	腊蜡辣		
lᴀ	3	喇		
tsᴀ	1	渣楂		
tsᴀ	2	只-杂砸劄扎[～针]札闸铡眨乍[～得，国家名]炙[～火]		
tsᴀ	3	扎□[用绳子捆东西]		
tsᴀ	5	乍[一惊一～]诈榨炸蔗-		
tsʰᴀ	1	叉杈差[～别]		
tsʰᴀ	2	擦插查茶搽察		
tsʰᴀ	3	□[～拉婆：神经不正常的女性]		
tsʰᴀ	5	煠[食物整个放入水或油中弄熟]		
sᴀ	1	沙纱莎砂裟鲨		
sᴀ	2	萨[菩～]杀		
sᴀ	3	撒洒傻		
sᴀ	5	煞霎厦[大～]萨[拉～，西藏首府]		
kᴀ	1	尕[俫嘚～，小男孩；妹嘚～，小女孩]家[～娘]痂[结～]加		
kᴀ	2	夹-□[我和他蛮～：形容和得来，关系好]		
kᴀ	3	嘎[小兵张～]□[白～～：形容惨白]		
kᴀ	5	尬架-嫁-		
kʰᴀ	1	喀[日～则，西藏地名]揢[掐脖子]咖		
kʰᴀ	3	卡[～片]		
ŋᴀ	1	桠枒□[张开嘴巴的样子]		
ŋᴀ	2	牙-芽-鸭-		
ŋᴀ	3	□[他好～：形容脾气执拗]哑		
ŋᴀ	5	轧□[压给别人]		
xᴀ	1	哈虾蛤[～蚂子，蚂蚁]		
xᴀ	2	瞎辖		
xᴀ	3	□[～里～气：形容人很蠢的样子]□[倒掉东西]		
xᴀ	5	夏下[～面]□[～搞完了：全部搞完了，一说本字为下]		
ᴀ	1	阿[～娘，祖母]啊		
iᴀ				
pʰiᴀ	1	□[将大腿叉开]		
pʰiᴀ	2	□[模拟手枪声]		
pʰiᴀ	5	□[产卵]		
tiᴀ	1	提		
tiᴀ	2	滴[～水]		
tiᴀ	3	嗲		
tʰiᴀ	3	□[用鞋将鞋后跟压着行走，～～鞋]		
ȵiᴀ	1	□[粘贴]□[挨着]		
liᴀ	1	黏		
liᴀ	3	咧□[衣领敞开]		
tɕiᴀ	1	加=佳家=傢嘉		
tɕiᴀ	2	涩甲夹=颊脊		
tɕiᴀ	3	甲[又读]贾假		
tɕiᴀ	5	架=驾嫁=价		
tɕʰiᴀ	1	掐		
tɕʰiᴀ	2	吃[～水]洽		
tɕʰiᴀ	3	卡[～脖子]		
tɕʰiᴀ	5	洽[又读]□[手掌张开，拇指与中间指间的距离]		
ɕiᴀ	1	罅[～开，扒开]虾=		
ɕiᴀ	2	侠峡狭遐暇辖霞		
ɕiᴀ	5	下=夏=厦[～门]		
iᴀ	1	丫[～头]鸦		
iᴀ	2	压押牙=芽=崖涯衙		
iᴀ	3	雅野[下乡军话音]也[下乡军话音]		
iᴀ	5	亚		
ɿ				
tsɿ	1	咨姿资孳滋辎之只=支知枝肢蜘		
tsɿ	2	直值职质执殖植挚峙窒渍侄		
tsɿ	3	籽子姊梓紫[～荆街，路名]滓止指纸脂芷只=趾		
