#符号说明：-白=文/书*俗?待考	
#调值	［1］53［2］23［5］44［5B］312［7］4［7B］31
#ɿ	
ʦ [1] 知兹姿滋孜[2] 籽指[5B] 自姊[5] 秩字渍	
ʦʰ [1] □{~嘴：到别人家蹭饭}[2]此池驰豉糍瓷迟慈磁词耻[5B] 刺赐翅	
s [1] 师狮蛳尸诗[2] 始时[5B] 史{姓氏}[5] 世势誓逝杮是氏祀肆示视	
#iᶽ	
p [1] 屄[2] 彼皮比埤啤琵脾[5B] 闭[5] 蔽币弊俾避鄙庇	
pʰ [1] 丕批披砒[2] 疲痞匹脾[5B] 屁[5] 毗	
m [1] 咪[2] 谜米迷弥靡蚁	
t [1] 低堤[2] 底抵[5] 蒂弟第递	
tʰ [1] 梯[2] 题提缇体醍体[5B] 替剃	
n [1]泥 [2] 呢尼拟[5] 腻	
l [1] 犁[2] 黎离篱璃礼[5B] 鲤里理[5] 例厉励隶莉	
ʨ [1] 鸡髻奇饥肌几机讥饥几奇{~数}杞-[2] 骑己棋-[5B] 技[5] 忌祭际计继妓既剂	
ʨʰ [1] 妻淒悽期蛆[2] 齐脐荠启岐祁旗其岂祈讫乞杞=棋=[5B] 契器弃气汽	
ɕ [1] 西犀溪奚兮希稀牺熙嘻[2] 洗玺徙禧[5B] 絮细系{中文~}嬉戏喜[5] 系{联~}	
#ɤ	
∅ [2] 尔而儿饵[5B] 耳[5] 二贰	
#i	
tʰ [5B] 去	
k [1] 勾钩沟[2] 苟[5B] 狗垢够够勾{~当}[5] 构购	
kʰ [1] 抠[5B] 寇	
#u	
p [2] 补葡捕[5B] 布{~料}[5] 布{公~}部步簿埠孵	
pʰ [1] 铺{~张}[2] 谱浦蒲菩脯[5B] 铺{店~}	
f [1] 乎夫肤敷麸[2] 胡{姓氏}腑俯甫脯俘抚符扶芙釜腐辅浮[5B] 斧付赋副{正~}[5] 富咐赴父附负妇	
v [1] 乌污坞巫侮戊诬[2] 糊壶葫蝴胡{~须}无武舞鹉[5B] 雾[5] 户沪互护恶{可~} 务	
t [1] 都{~市}[2] 堵赌[5B] 肚{猪胃}[5] 肚{~子}杜度{~量}渡镀	
tʰ [2] 土吐{~痰}途屠徒涂图[5B] 吐{呕~}兔	
n [5] 怒	
l [1] 撸[2] 卢炉芦鸬鲁橹虏卤庐[5] 路赂露鹭	
k [1] 孤箍辜估[2] 古股鼓蛊贾{商~}[5B] 姑故[5] 固锢雇顾	
kʰ [1] 枯[2] 苦[5B] 库裤	
x [1] 呼[2] 虎	
∅[2]吴吾梧午[5B] 捂[5] 悟伍误	
#ʮ	
l [1] 驴[2] 吕旅缕屡履[5] 虑滤	
ʦ [1] 租猪诸居诛蛛株朱硃珠拘筑[2] 组举拄主[5B] 祖柱蛀[5] 著驻註住注助	
ʦʰ [1]粗[2] 徐除储楚础锄鼠取厨橱雏墟杵处[5B] 醋	
s [1] 淑苏戌酥书疏舒殊输蔬素诉[2] 蜀屬暑黍薯数{动词}[5] 庶恕墅竖树	
ʨ [1] 苣[5] 据锯俱句惧剧驹	
ʨʰ [1] 趋岖屈[2] 渠瞿衢娶[5B] 趣	
ɕ [1] 浚须需枢戍虚嘘吁[2] 墟许[5B] 漱署数{~字}[5] 胥序绪墟	
ʐ [2] 儒如汝[5B] 乳{~房}	
n [1] 鱼渔[2] 女	
∅[1]淤迂[2] 屿渔余予愚虞娱于盂雨宇禹榆逾愉俞[5B] 语羽[5] 御与誉预豫遇寓芋愈裕	
#a	
p [1] 吧巴={~黎}芭[2] 把={~握}[5] 爸	
m [2] 买[5] 妈	
t [2] 打	
tʰ [1] 他	
n [1] 拿	
l [1] 拉[5] 哪[5B] 垃	
ʦ [1] 乍[5B] 诈	
ʦʰ [1] 差{时~)[2] 茬查	
s [1] 痧[2] 洒傻撒[5] 厦{商~}	
k [1] □{反着穿防止把衣服弄脏的罩衣}[5B] 嘎{小孩对鸭子的称呼}[5] 尬	
x [1] 哈{~腰}蛤	
#ia	
ɕ [2] 霞	
#ua	
tʂ [1] 抓[5B] 爪	
ʂ [2] 耍	
x [2] 华{中~}[5] 化华{~山}桦话=	
∅ [1] 蛙	
#ɛ	
p [2] 摆[5B] 背[5] 拜败痱{~子}	
pʰ [2] 排徘[5B] 派	
m [2] 埋[5] 卖迈	
v [1] 歪[2] 崴[5B] 外	
t [1] 呆[2] 抬逮[5B] 戴带[5] 贷待代袋大{~夫}	
tʰ [1] 胎台{~州} 苔[2] 台{平~}[5B] 态泰{~山}[5] 泰{~州}	
l [1] 来[5] 赖癞	
ʦ [1] 灾栽斋[2] 宰载[5B] 债寨[5] 再在	
ʦʰ [1] 猜豺钗差{出~}[2] 彩采睬才材财裁柴[5B] 菜蔡 [5]才{~将：刚才}	
k [1]街 [2]改 [5B]概 [5]溉	
kʰ [1]开 [2]凯 [5B]隑{表示倚靠的意思}	
ŋ [1]呆	
x [1]□{形容东西多} [5]鞋	
∅ [1]埃挨 [2]矮 [5]挨	
#iɛ	
ʨ [2] 解{~释}[5B] 届[5] 介	
ʨʰ [2] 且	
[5] 泻械懈	
#uɛ	
k [1] 乖[2] 瘸柺[5B] 怪	
kʰ [2] 蒯[5B] 快筷会{~计}块[5] □{用手腕抬篮子}	
x [2] 徊怀槐淮[5] 坏	
#ʮɛ	
ʨ [2] 拽	
ʨʰ [1] 揣[5] 踹	
ɕ [1] 衰摔[5] 帅率蟀	
#ɔ	
p [1] 包胞[2] 褒保堡饱跑[5B] 宝豹[5] 报抱暴菢爆鲍刨{~子}	
pʰ [1] 抛[2] 袍刨[5B] 泡炮	
m [1] 锚毛[2] 卯矛[5B] 茅{姓氏}[5] 冒帽貌茂贸	
t [1] 刀叨[2] 岛祷捣桃导蹈[5B] 倒到淘-{~米}[5] 稻道盗	
tʰ [1] 滔掏涛[2] 讨逃陶淘={~气}[5B] 套	
l [1] 捞[2] 萝劳牢痨姥[5] 涝烙酪	
ʦ [1] 糟遭朝{~气}召招昭[2] 蚤澡找潮沼[5B] 早枣灶躁皂[5] 造燥赵兆诏照	
ʦʰ [1] 操糙抄钞超[2] 草曹槽炒吵巢朝{~代}	
s [1] 骚臊梢捎稍烧[2] 扫少{多~} 韶芍[5B] 嫂扫少 {~ 年}[5] 哨绍邵	
n [2] 恼挠[5B] 脑[5] 闹	
k [1] 高膏篙糕羔蒿[2] 绞搞[5B] 稿告觉{睏~}	
kʰ [2] 考烤拷熬敲[5B] 靠铐[5] 犒	
