聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	原註	新註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	分韻(1782)	英華(1856)	分部(1914)	道漢(1939)	穗書	穗習	IPA 聲母	IPA 韻母	IPA 聲調
生	開	二	咸	平	莊	咸	摻	0	1	0			c	aam	1				cim1	caam2	caam2	caam2	caam1		ʦʰ	am	55
清	開	一	覃	上	精	咸	慘	0	0	0			c	aam	2				caam2	caam2	caam2	caam2	caam2		ʦʰ	am	35
生	開	二	咸	平	莊	咸	杉	0	1	0			c	aam	3				chaam3	chaam3	caam1	caam3	caam3		ʦʰ	am	33
從	開	一	談	平	精	咸	慚	0	0	0			c	aam	4				caam4	caam4	-	caam4	caam4		ʦʰ	am	21
崇	開	二	咸	平	莊	咸	饞	0	0	0			c	aam	4				caam4	caam4	caam4	caam4	caam4		ʦʰ	am	21
從	開	一	覃	平	精	咸	蠶	0	0	0			c	aam	4				caam4	caam4	caam4	caam4	caam4		ʦʰ	am	21
清	開	一	寒	平	精	山	餐	0	0	0			c	aan	1				caan1	caan1	caan1	caan1	caan1		ʦʰ	an	55
初	開	二	山	上	莊	山	鏟	0	0	0			c	aan	2				chaan2	chaan2	caan2	caan2	caan2		ʦʰ	an	35
生	開	二	山	上	莊	山	產	0	0	0			c	aan	2				chaan2	chaan2	caan2	caan2	caan2		ʦʰ	an	35
-	-	-	-	-	-	-	剷	0	0	0			c	aan	2				chaan2	chaan2	caan2	caan2	caan2		ʦʰ	an	35
清	開	一	寒	去	精	山	璨	0	2	0			c	aan	3				caan3	caan3	caan3	caan3	caan3		ʦʰ	an	33
清	開	一	寒	去	精	山	燦	0	0	0			c	aan	3				caan3	caan3	caan3	caan3	caan3		ʦʰ	an	33
從	開	一	寒	平	精	山	殘	0	0	0			c	aan	4				caan4	caan4	caan4	caan4	caan4		ʦʰ	an	21
初	開	二	咸	入	莊	咸	插	0	0	0			c	aap	3				chaap1	chaap3	caap3	caap3	caap3		ʦʰ	ap	3
透	開	一	寒	入	端	山	獺	0	2	0			c	aat	3				chaat1	chaat3	caat3	caat3	caat3		ʦʰ	at	3
初	開	二	山	入	莊	山	察	0	0	0			c	aat	3				chaat1	chaat3	caat3	caat3	caat3		ʦʰ	at	3
-	-	-	-	-	-	-	擦	0	0	0			c	aat	3				-	-	caat3	caat3	caat3		ʦʰ	at	3
生	合	二	刪	入	莊	山	刷	0	0	0			c	aat	3				shaat1	shaat3	caat3	caat3	saat3	caat3	ʦʰ	at	3
初	開	二	肴	平	莊	效	抄	0	0	0			c	aau	1				chaau1	chaau1	caau1	caau1	caau1		ʦʰ	au	55
初	開	二	肴	平	莊	效	鈔	0	0	0			c	aau	1				chaau3	chaau3	caau1	caau1	caau3	caau1	ʦʰ	au	55
初	開	二	肴	上	莊	效	炒	0	0	0			c	aau	2				zhaau2	chaau2	caau2	caau2	caau2		ʦʰ	au	35
明	開	三	宵A	上	幫	效	吵	0	0	0			c	aau	2				-	chaau2	caau2	caau2	caau2		ʦʰ	au	35
崇	開	二	肴	平	莊	效	巢	0	1	0			c	aau	4				chaau4	chaau4	caau4	caau4	caau4		ʦʰ	au	21
清	開	四	齊	平	精	蟹	妻	0	0	0			c	ai	1				cai1	cai1	cai1	cai1	cai1		ʦʰ	ɐi	55
清	開	四	齊	平	精	蟹	萋	0	2	0			c	ai	1				cai1	cai1	cai1	cai1	cai1		ʦʰ	ɐi	55
清	開	四	齊	平	精	蟹	淒	0	1	0			c	ai	1				-	cai1	cai1	cai1	cai1		ʦʰ	ɐi	55
清	開	四	齊	平	精	蟹	悽	0	1	0			c	ai	1				cai1	cai1	cai1	cai1	cai1		ʦʰ	ɐi	55
心	開	四	齊	平	精	蟹	棲	0	1	0			c	ai	1				cai1	cai1	cai1	cai1	cai1		ʦʰ	ɐi	55
清	開	四	齊	去	精	蟹	砌	0	0	0			c	ai	3				cai3	cai3	cai3	cai3	cai3		ʦʰ	ɐi	33
清	開	四	齊	去	精	蟹	切	0	0	1	一切		c	ai	3				cai3	cai3	cai3		cai3		ʦʰ	ɐi	33
清	開	四	先	入	精	山	沏	0	2	0			c	ai	3				-	-	-	-	cai3		ʦʰ	ɐi	33
從	開	四	齊	平	精	蟹	齊	0	0	1	整齊		c	ai	4				cai4	cai4	cai4		cai4		ʦʰ	ɐi	21
							吒	0	2	1	叱吒		c	ak	1								caak1		ʦʰ	ɐk	5
初	開	三	蒸	入	莊	曾	惻	0	2	0			c	ak	1				chak1	chak1	caak1	caak1	cak1		ʦʰ	ɐk	5
初	開	三	蒸	入	莊	曾	測	0	0	0			c	ak	1				chak1	chak1	caak1	caak1	cak1	caak1	ʦʰ	ɐk	5
初	開	三	庚	入	莊	梗	柵	0	1	1	木柵		c	ak	3				chaak1	chaak3	-	caak3	caak3		ʦʰ	ɐk	3
徹	開	二	庚	入	知	梗	坼	0	3	0			c	ak	3				-	chaak3	caak3	caak3	caak3		ʦʰ	ɐk	3
初	開	二	耕	入	莊	梗	冊	0	0	0			c	ak	3				chaak1	chaak3	-	caak3	caak3		ʦʰ	ɐk	3
初	開	二	耕	入	莊	梗	策	0	0	0			c	ak	3				chaak1	chaak3	caak3	caak3	caak3		ʦʰ	ɐk	3
-	-	-	-	-	-	-	拆	0	0	0			c	ak	3				chaak1	chaak3	caak3	caak3	caak3		ʦʰ	ɐk	3
從	開	一	登	入	精	曾	賊	0	0	0			c	ak	6				cak6	caak6	cak6	caak6	cak6	caak6	ʦʰ	ɐk	2
清	開	三	侵A	平	精	深	侵	0	0	0			c	am	1				cam1	cam1	cam1	cam1	cam1		ʦʰ	ɐm	55
初	開	三	侵B	平	莊	深	參	0	0	1	參差		c	am	1								cam1		ʦʰ	ɐm	55
清	開	三	侵A	上	精	深	寢	0	1	0			c	am	2				cam2	cam2	cam2	cam2	cam2		ʦʰ	ɐm	35
邪	開	三	侵A	平	精	深	尋	0	0	0			c	am	4				cam4	cam4	cam4	cam4	cam4		ʦʰ	ɐm	21
澄	開	三	侵B	平	知	深	沉	0	0	0			c	am	4				cham4	cham4	-	cam4	cam4		ʦʰ	ɐm	21
清	開	三	真A	平	精	臻	親	0	0	1	親人		c	an	1				can1	can1	can1	can1	can1		ʦʰ	ɐn	55
昌	開	三	真A	平	章	臻	瞋	0	3	0			c	an	1				chan1	chan1	zan1	zan1	can1		ʦʰ	ɐn	55
章	開	三	真A	上	章	臻	疹	0	1	0			c	an	2				chan2	chan2	can2	can2	can2		ʦʰ	ɐn	35
章	開	三	真A	上	章	臻	診	0	0	0			c	an	2				chan2	chan2	can2	can2	can2		ʦʰ	ɐn	35
清	開	三	真A	去	精	臻	親	0	0	1	親家		c	an	3								can3		ʦʰ	ɐn	33
澄	開	三	真B	平	知	臻	趁	0	0	0			c	an	3				chan3	chan3	can3	can3	can3		ʦʰ	ɐn	33
初	開	三	真B	去	莊	臻	襯	0	0	0			c	an	3				chan3	chan3	can3	can3	can3		ʦʰ	ɐn	33
澄	開	三	真B	平	知	臻	塵	0	0	0			c	an	4				chan4	chan4	can4	can4	can4		ʦʰ	ɐn	21
澄	開	三	真B	平	知	臻	陳	0	0	0			c	an	4				chan4	chan4	zan6	zan6	can4		ʦʰ	ɐn	21
初	開	二	庚	平	莊	梗	鐺	0	1	1	瓦鐺		c	ang	1							caang1	caang1		ʦʰ	ɐŋ	55
							鎗	0	3	0			c	ang	1								caang1		ʦʰ	ɐŋ	55
-	-	-	-	-	-	-	撐	0	0	0		支撐	c	ang	1				chang1	chaang1	-	caang1	caang1		ʦʰ	ɐŋ	55
徹	開	二	庚	平	知	梗	瞠	0	2	0			c	ang	1				tong2	tong2	-	caang3	tong2	caang1	ʦʰ	ɐŋ	55
澄	開	二	耕	平	知	梗	橙	0	1	0			c	ang	2				chaang4	chaang4	caang4	caang4	caang4	caang2	ʦʰ	ɐŋ	35
-	-	-	-	-	-	-	撐	0	0	0		撐檯	c	ang	3				chang1	chaang1	-	caang1	caang1		ʦʰ	ɐŋ	33
從	開	一	登	平	精	曾	曾	0	0	1	曾經		c	ang	4				cang4	cang4			cang4		ʦʰ	ɐŋ	21
從	開	一	登	平	精	曾	層	0	0	0			c	ang	4				cang4	cang4	cang4	cang4	cang4		ʦʰ	ɐŋ	21
清	開	三	侵A	入	精	深	緝	0	2	0			c	ap	1				cap1	cap1	cap1	cap1	cap1		ʦʰ	ɐp	5
從	開	三	侵A	入	精	深	輯	0	1	0			c	ap	1				cap1	cap1	cap1	cap1	cap1		ʦʰ	ɐp	5
清	開	三	真A	入	精	臻	柒	0	1	0			c	at	1				cat1	cat1	cat1	cat1	cat1		ʦʰ	ɐt	5
清	開	三	真A	入	精	臻	七	0	0	0			c	at	1				cat1	cat1	cat1	cat1	cat1		ʦʰ	ɐt	5
清	開	三	真A	入	精	臻	漆	0	0	0			c	at	1				cat1	cat1	cat1	cat1	cat1		ʦʰ	ɐt	5
清	開	三	尤	平	精	流	鰍	0	2	0			c	au	1				cau1	cau1	cau1	cau1	cau1		ʦʰ	ɐu	55
清	開	三	尤	平	精	流	秋	0	0	0			c	au	1				cau1	cau1	cau1	cau1	cau1		ʦʰ	ɐu	55
徹	開	三	尤	平	知	流	抽	0	0	0			c	au	1				chau1	chau1	cau1	cau1	cau1		ʦʰ	ɐu	55
徹	開	三	尤	上	知	流	丑	0	0	0			c	au	2				chau2	chau2	cau2	cau2	cau2		ʦʰ	ɐu	35
昌	開	三	尤	上	章	流	醜	0	0	0			c	au	2				chau2	chau2	cau2	cau2	cau2		ʦʰ	ɐu	35
溪	開	三	尤	上	見	流	糗	0	3	0			c	au	3				chau3	chau3	cau3	cau3	cau3		ʦʰ	ɐu	33
昌	開	三	尤	去	章	流	臭	0	0	0			c	au	3				chau3	chau3	cau3	cau3	cau3		ʦʰ	ɐu	33
清	開	一	侯	去	精	流	湊	0	0	0			c	au	3				cau3	cau3	-	cau3	cau3		ʦʰ	ɐu	33
-	-	-	-	-	-	-	嗅	0	1	0			c	au	3				chau3	chau3	cau3	cau3	cau3		ʦʰ	ɐu	33
透	開	一	豪	平	端	效	綢	0	0	0			c	au	4				chau4	chau4	cau4	cau4	cau4		ʦʰ	ɐu	21
邪	開	三	尤	平	精	流	囚	0	1	0			c	au	4				cau4	cau4	cau4	cau4	cau4		ʦʰ	ɐu	21
徹	開	三	尤	平	知	流	惆	0	2	0			c	au	4				chau4	chau4	cau4	cau4	cau4		ʦʰ	ɐu	21
澄	開	三	尤	平	知	流	躊	0	2	0			c	au	4				-	chau4	-	cau4	cau4		ʦʰ	ɐu	21
澄	開	三	尤	平	知	流	稠	0	0	0			c	au	4				chau4	chau4	cau4	cau4	cau4		ʦʰ	ɐu	21
澄	開	三	尤	平	知	流	籌	0	0	0			c	au	4				chau4	chau4	cau4	cau4	cau4		ʦʰ	ɐu	21
澄	開	三	尤	平	知	流	疇	0	1	0			c	au	4				chau4	chau4	cau4	cau4	cau4		ʦʰ	ɐu	21
常	開	三	尤	平	章	流	酬	0	0	0			c	au	4				chau4	chau4	cau4	cau4	cau4		ʦʰ	ɐu	21
昌	開	三	麻	平	章	假	車	0	0	1	汽車		c	e	1				che1	che1	ce1		ce1		ʦʰ	ɛ	55
書	開	三	麻	平	章	假	奢	0	1	0			c	e	1				che1	che1	ce1	ce1	ce1		ʦʰ	ɛ	55
精	開	三	魚	平	精	遇	且	0	0	0			c	e	2				zyu1	che2	ce2	ce2	ce2		ʦʰ	ɛ	35
-	-	-	-	-	-	-	扯	0	0	0			c	e	2				che2	che2	ce2	ce2	ce2		ʦʰ	ɛ	35
以	開	三	麻	平	以	假	斜	0	0	0			c	e	4				ce4	ce4	ce3	ce4	ce4		ʦʰ	ɛ	21
昌	開	三	清A	入	章	梗	尺	0	0	0		習讀應爲韻母ik對應的白讀音	c	ek	3				chek1	chik6	cik3	cek3	cik3		ʦʰ	ɛk	3
昌	開	三	清A	入	章	梗	赤	0	0	0		習讀應爲韻母ik對應的白讀音	c	ek	3				chik1	chik1	cik3	cik3	cik3		ʦʰ	ɛk	3
清	開	三	清A	平	精	梗	清	0	0	0		習讀應爲韻母ing對應的白讀音	c	eng	1				cing1	cing1	cing1	cing1	cing1		ʦʰ	ɛŋ	55
清	開	四	青	平	精	梗	青	0	0	0		習讀應爲韻母ing對應的白讀音	c	eng	1				cing1	cing1	cing1	cing1	cing1		ʦʰ	ɛŋ	55
從	開	三	清A	平	精	梗	請	0	0	0		習讀應爲韻母ing對應的白讀音	c	eng	2				cing2	cing2	cing2	cing2	cing2		ʦʰ	ɛŋ	35
昌	合	三	支A	平	章	止	炊	0	0	0			c	eoi	1				teoi1	cheoi1	ceoi1	ceoi1	ceoi1		ʦʰ	øy	55
昌	合	三	支A	平	章	止	吹	0	0	0			c	eoi	1				teoi1	cheoi1	ceoi1	ceoi1	ceoi1		ʦʰ	øy	55
清	開	三	魚	平	精	遇	蛆	0	1	0			c	eoi	1				cyu1	cyu1	-	zeoi1	ceoi1		ʦʰ	øy	55
清	合	三	虞	平	精	遇	趨	0	0	0			c	eoi	1				cyu1	cyu1	ceoi1	cuk1	ceoi1		ʦʰ	øy	55
清	合	一	灰	平	精	蟹	崔	0	1	0			c	eoi	1				cui1	cui1	ceoi1	ceoi1	ceoi1		ʦʰ	øy	55
清	合	一	灰	平	精	蟹	催	0	0	0			c	eoi	1				cui1	cui1	ceoi1	ceoi1	ceoi1		ʦʰ	øy	55
從	合	一	灰	平	精	蟹	摧	0	0	0			c	eoi	1				cui4	cui4	ceoi1	ceoi1	ceoi1		ʦʰ	øy	55
清	合	一	灰	上	精	蟹	璀	0	2	0			c	eoi	1				cui1	ceoi1	ceoi1	ceoi1	ceoi1		ʦʰ	øy	55
初	合	三	支B	平	莊	止	衰	0	0	1	齊衰		c	eoi	1					cui1		ceoi1	coei1		ʦʰ	øy	55
心	合	三	虞	平	精	遇	娶	0	1	0			c	eoi	2				cyu3	cyu3	ceoi3	ceoi2	ceoi3	ceoi2	ʦʰ	øy	35
清	合	三	虞	上	精	遇	取	0	0	0			c	eoi	2				cyu2	cyu2	ceoi2	ceoi2	ceoi2		ʦʰ	øy	35
清	合	三	脂A	去	精	止	翠	0	0	0			c	eoi	3				ceoi3	ceoi3	ceoi3	ceoi3	ceoi3		ʦʰ	øy	33
清	合	三	祭A	去	精	蟹	脆	0	0	0			c	eoi	3				ceoi3	ceoi3	ceoi3	ceoi3	ceoi3		ʦʰ	øy	33
清	開	一	侯	上	精	流	趣	0	0	0			c	eoi	3				cyu3	cyu3	ceoi3	ceoi3	ceoi3		ʦʰ	øy	33
-	-	-	-	-	-	-	覷	0	2	0			c	eoi	3				-	-	-	heoi2	ceoi3		ʦʰ	øy	33
邪	合	三	支A	平	精	止	隨	0	0	0			c	eoi	4				ceoi4	ceoi4	ceoi4	ceoi4	ceoi4		ʦʰ	øy	21
邪	合	三	支A	平	精	止	隋	0	2	0			c	eoi	4				ceoi4	ceoi4	ceoi4	ceoi4	ceoi4		ʦʰ	øy	21
澄	合	三	支B	平	知	止	錘	0	0	1	鐵錘，稱錘		c	eoi	4				cheoi4	cheoi4	seoi4	ceoi4	ceoi4		ʦʰ	øy	21
澄	合	三	脂B	平	知	止	槌	0	2	0			c	eoi	4				cheoi4	cheoi4	-	ceoi4	ceoi4		ʦʰ	øy	21
澄	合	三	脂B	平	知	止	椎	0	1	1	鐵椎		c	eoi	4				cheoi4	cheoi4	ceoi4		ceoi4		ʦʰ	øy	21
澄	合	三	脂B	平	知	止	鎚	0	0	0			c	eoi	4				-	cheoi4	-	ceoi4	ceoi4		ʦʰ	øy	21
邪	開	三	魚	平	精	遇	徐	0	0	0			c	eoi	4				cyu4	cyu4	ceoi4	ceoi4	ceoi4		ʦʰ	øy	21
澄	開	三	魚	平	知	遇	除	0	0	0			c	eoi	4				chyu4	chyu4	ceoi4	ceoi4	ceoi4		ʦʰ	øy	21
以	開	三	魚	平	以	遇	蜍	0	2	0			c	eoi	4				jyu4	chyu4	-	ceoi4	ceoi4		ʦʰ	øy	21
端	合	一	灰	平	端	蟹	搥	0	3	0			c	eoi	4				-	cheoi4	-	ceoi4	ceoi4		ʦʰ	øy	21
昌	合	三	真A	平	章	臻	春	0	0	0			c	eon	1				cheon1	cheon1	ceon1	ceon1	ceon1		ʦʰ	ɵn	55
常	合	三	真A	平	章	臻	鶉	0	2	1	鵪鶉，鵪鶉蛋		c	eon	1							ceon1	seon4	ceon1	ʦʰ	ɵn	55
昌	合	三	真A	上	章	臻	蠢	0	0	0			c	eon	2				cheon2	cheon2	ceon2	ceon2	ceon2		ʦʰ	ɵn	35
從	開	三	真A	平	精	臻	秦	0	1	0			c	eon	4				ceon4	ceon4	ceon4	ceon4	ceon4		ʦʰ	ɵn	21
邪	合	三	真A	平	精	臻	巡	0	0	0			c	eon	4				ceon4	ceon4	ceon4	ceon4	ceon4		ʦʰ	ɵn	21
邪	合	三	真A	平	精	臻	馴	0	1	0			c	eon	4				ceon4	ceon4	ceon4	ceon4	ceon4		ʦʰ	ɵn	21
邪	合	三	真A	平	精	臻	旬	0	0	0			c	eon	4				ceon4	ceon4	ceon4	ceon4	ceon4		ʦʰ	ɵn	21
邪	合	三	真A	平	精	臻	循	0	0	0			c	eon	4				ceon4	ceon4	ceon4	ceon4	ceon4		ʦʰ	ɵn	21
昌	合	三	脂A	去	章	止	出	0	0	0			c	eot	1				cheot1	cheot1	ceot1	ceot1	ceot1		ʦʰ	ɵt	5
-	-	-	-	-	-	-	齣	0	0	0			c	eot	1				-	-	-	ceot1	ceot1		ʦʰ	ɵt	5
清	開	三	支A	平	精	止	雌	0	1	0			c	i	1				cii1	ci1	ci1	ci1	ci1		ʦʰ	i	55
從	開	三	支A	平	精	止	疵	0	2	0			c	i	1				cii4	ci1	ci1	ci1	ci1		ʦʰ	i	55
初	開	三	支B	平	莊	止	差	0	0	1	參差		c	i	1					ci1		ci1	ci1		ʦʰ	i	55
徹	開	三	之	平		止	痴	0	1	0			c	i	1				chi1	chi1	ci1	ci1	ci1		ʦʰ	i	55
昌	開	三	之	平	章	止	嗤	0	1	0			c	i	1				-	chi1	ci1	ci1	ci1		ʦʰ	i	55
清	開	三	支A	上	精	止	此	0	0	0			c	i	2				cii2	ci2	ci2	ci2	ci2		ʦʰ	i	35
昌	開	三	支A	上	章	止	侈	0	1	0			c	i	2				chi2	chi2	ci2	ci2	ci2		ʦʰ	i	35
書	開	三	脂A	上	章	止	矢	0	1	0			c	i	2				chi2	chi2	si2	ci2	ci2		ʦʰ	i	35
徹	開	三	之	上		止	恥	0	0	0			c	i	2				chi2	chi2	ci2	ci2	ci2		ʦʰ	i	35
昌	開	三	之	上	章	止	齒	0	0	0			c	i	2				chi2	chi2	ci2	ci2	ci2		ʦʰ	i	35
書	開	三	之	上	章	止	始	0	0	0			c	i	2				chi2	chi2	ci2	ci2	ci2		ʦʰ	i	35
清	開	三	支A	去	精	止	刺	0	0	0			c	i	3				cii3	cik1	cik3	ci3	ci3		ʦʰ	i	33
心	開	三	支A	去	精	止	賜	0	1	0			c	i	3				cii3	ci3	ci3	ci3	ci3		ʦʰ	i	33
書	開	三	支A	去	章	止	翅	0	0	0			c	i	3				chi3	chi3	ci3	ci3	ci3		ʦʰ	i	33
清	開	三	脂A	去	精	止	次	0	0	0			c	i	3				cii3	ci3	ci3	ci3	ci3		ʦʰ	i	33
初	開	三	之	去	莊	止	廁	0	0	0			c	i	3				cii3	ci3	si3	-	ci3		ʦʰ	i	33
昌	開	三	之	去	章	止	熾	0	2	0			c	i	3				chi3	chi3	ci3	ci3	ci3		ʦʰ	i	33
書	開	三	之	去	章	止	幟	0	0	0			c	i	3				chi3	chi3	ci3	ci3	ci3		ʦʰ	i	33
							匙	0	0	1	茶匙，湯匙，一本作「瓷」		c	i	4								ci4		ʦʰ	i	21
書	開	三	支A	上	章	止	弛	0	1	0			c	i	4				chi2	chi2	ci5	ci2	ci4		ʦʰ	i	21
澄	開	三	支B	平	知	止	池	0	0	0			c	i	4				chi4	chi4	ci4	ci4	ci4		ʦʰ	i	21
澄	開	三	支B	平	知	止	馳	0	0	0			c	i	4				chi4	chi4	ci4	ci4	ci4		ʦʰ	i	21
從	開	三	脂A	平	精	止	瓷	0	1	0			c	i	4				-	-	-	ci4	ci4		ʦʰ	i	21
從	開	三	脂A	平	精	止	茨	0	2	0			c	i	4				cii4	ci4	ci4	ci4	ci4		ʦʰ	i	21
澄	開	三	脂B	平	知	止	遲	0	0	0			c	i	4				chi4	chi4	ci3	ci4	ci4		ʦʰ	i	21
從	開	三	之	平	精	止	慈	0	0	0			c	i	4				cii4	ci4	ci4	ci4	ci4		ʦʰ	i	21
邪	開	三	之	平	精	止	詞	0	0	0			c	i	4				cii4	ci4	ci4	ci4	ci4		ʦʰ	i	21
邪	開	三	之	平	精	止	辭	0	0	0			c	i	4				cii4	ci4	ci4	ci4	ci4		ʦʰ	i	21
邪	開	三	之	平	精	止	祠	0	1	0			c	i	4				cii4	ci4	ci4	ci4	ci4		ʦʰ	i	21
澄	開	三	之	平	知	止	持	0	0	0			c	i	4				chi4	chi4	ci4	ci4	ci4		ʦʰ	i	21
從	開	四	齊	平	精	蟹	臍	0	1	0			c	i	4				cii4	ci4	ci4	ci4	ci4		ʦʰ	i	21
-	-	-	-	-	-	-	磁	0	0	0			c	i	4				cii4	ci4	ci4	ci4	ci4		ʦʰ	i	21
							茲	0	2	1	龜茲，國名		c	i	4								ci4		ʦʰ	i	21
從	開		脂	平	精	止	糍	0	2	0			c	i	4								ci4		ʦʰ	i	21
邪	開	三	之	上	精	止	似	0	0	0			c	i	5				cii5	ci5	si5	ci5	ci5		ʦʰ	i	23
邪	開	三	之	上	精	止	姒	0	3	0			c	i	5				cii5	ci5	ci5	ci5	ci5		ʦʰ	i	23
昌	開	三	麻	去	章	假	斥	0	0	0			c	ik	1				chik1	chik1	cik1	cik1	cik1		ʦʰ	ɪk	5
清	開	四	青	入	精	梗	戚	0	0	0			c	ik	1				cik1	cik1	cik1	cik1	cik1		ʦʰ	ɪk	5
徹	開	三	蒸	入	知	曾	敕	0	2	0			c	ik	1				chik1	chik1	cik1	cik1	cik1		ʦʰ	ɪk	5
清	開	三	鹽A	平	精	咸	籤	0	0	0			c	im	1				cim1	-	cim1	cim1	cim1		ʦʰ	im	55
心	開	三	鹽A	平	精	咸	纖	0	0	0			c	im	1				cim1	cim1	cim1	cim1	cim1		ʦʰ	im	55
-	-	-	-	-	-	-	簽	0	0	0			c	im	1				cim1	cim1	cim1	cim1	cim1		ʦʰ	im	55
精	開	三	鹽A	平	精	咸	殲	0	0	0			c	im	1				cim1	cim1			cim1		ʦʰ	im	55
徹	開	三	鹽B	上	知	咸	諂	0	2	0			c	im	2				chim2	chim2	cim2	cim2	cim2		ʦʰ	im	35
清	開	三	鹽A	去	精	咸	塹	0	2	0			c	im	3				cim3	cim3	cim3	cim3	cim3		ʦʰ	im	33
從	開	三	鹽A	平	精	咸	潛	0	0	0			c	im	4				cim4	cim4	cim4	cim4	cim4		ʦʰ	im	21
清	開	三	仙A	平	精	山	遷	0	0	0			c	in	1				cin1	cin1	cin1	cin1	cin1		ʦʰ	in	55
清	開	四	先	平	精	山	仟	0	3	0			c	in	1				-	-	cin1	cin1	cin1		ʦʰ	in	55
清	開	四	先	平	精	山	阡	0	2	0			c	in	1				cin1	cin	cin1	cin1	cin1		ʦʰ	in	55
清	開	四	先	平	精	山	千	0	0	0			c	in	1				cin1	cin1	cin1	cin1	cin1		ʦʰ	in	55
從	開	三	仙A	平	精	山	錢	1	0	0			c	in	2				cin4	cin4	cin4	cin4	cin4		ʦʰ	in	35
精	開	四	先	平	精	山	淺	0	0	0			c	in	2				cin2	cin2	cin2	cin2	cin2		ʦʰ	in	35
從	開	三	仙A	平	精	山	錢	0	0	0			c	in	4				cin4	cin4	cin4	cin4	cin4		ʦʰ	in	21
澄	開	三	仙B	平	知	山	纏	0	0	0			c	in	4				chin4	chin4	cin4	zin6	cin4		ʦʰ	in	21
從	開	四	先	平	精	山	前	0	0	0			c	in	4				cin4	cin4	cin4	cin4	cin4		ʦʰ	in	21
從	開	三	仙A	上	精	山	踐	0	0	0			c	in	5				-	zin6	-	zin6	cin5		ʦʰ	in	23
清	開	三	清A	平	精	梗	清	0	0	0			c	ing	1				cing1	cing1	cing1	cing1	cing1		ʦʰ	ɪŋ	55
清	開	四	青	平	精	梗	青	0	0	0			c	ing	1				cing1	cing1	cing1	cing1	cing1		ʦʰ	ɪŋ	55
昌	開	三	蒸	平	章	曾	稱	0	0	1	稱呼		c	ing	1				ching1	ching1	cing1	cing1	cing1		ʦʰ	ɪŋ	55
從	開	三	清A	平	精	梗	請	0	0	0			c	ing	2				cing2	cing2	cing2	cing2	cing2		ʦʰ	ɪŋ	35
章	開	三	蒸	上	章	曾	拯	0	1	0			c	ing	2				ching2	ching2	cing2	cing2	cing2		ʦʰ	ɪŋ	35
昌	開	三	蒸	去	章	曾	稱	0	0	1	稱職		c	ing	3					ching3			cing3		ʦʰ	ɪŋ	33
昌	開	三	蒸	去	章	曾	秤	0	0	1	地秤		c	ing	3				ching1	ching1	cing3	cing3	cing3		ʦʰ	ɪŋ	33
澄	開	二	庚	平	知	梗	澄	0	1	0			c	ing	4				ching4	ching4	cing4	cing4	cing4		ʦʰ	ɪŋ	21
從	開	三	清A	平	精	梗	情	0	0	0			c	ing	4				cing4	cing4	cing4	cing4	cing4		ʦʰ	ɪŋ	21
從	開	三	清A	平	精	梗	晴	0	0	0			c	ing	4				cing4	cing4	cing4	cing4	cing4		ʦʰ	ɪŋ	21
澄	開	三	清B	平	知	梗	程	0	0	0			c	ing	4				ching4	ching4	cing4	cing4	cing4		ʦʰ	ɪŋ	21
澄	開	三	清B	平	知	梗	呈	0	0	0			c	ing	4				ching4	ching4	cing4	cing4	cing4		ʦʰ	ɪŋ	21
澄	開	三	蒸	平	知	曾	懲	0	0	0			c	ing	4				ching4	ching4	cing4	cing4	cing4		ʦʰ	ɪŋ	21
-	-	-	-	-	-	-	埕	0	2	0			c	ing	4				ching4	ching4	cing4	cing4	cing4		ʦʰ	ɪŋ	21
徹	開	三	清B	上	知	梗	逞	0	1	0			c	ing	5				ching2	ching2	cing2	cing2	cing2		ʦʰ	ɪŋ	23
徹	開	三	清B	上	知	梗	騁	0	2	0			c	ing	5				ping3	ping3	ping3	cing2	cing2		ʦʰ	ɪŋ	23
清	開	三	鹽A	入	精	咸	妾	0	2	0			c	ip	3				cip1	cip3	cip3	cip3	cip3		ʦʰ	ip	3
清	開	四	先	入	精	山	切	0	0	1	急切		c	it	3				cit1	cit3		cit3	cit3		ʦʰ	it	3
書	開	三	仙A	入	章	山	設	0	0	0			c	it	3				chit1	chit3	cit3	cit3	cit3		ʦʰ	it	3
澄	開	三	仙B	入	知	山	轍	0	1	0			c	it	3				chit1	chit3	cit3	cit3	cit3		ʦʰ	it	3
澄	開	三	仙B	入	知	山	撤	0	0	0			c	it	3				chit1	chit3	cit3	cit3	cit3		ʦʰ	it	3
澄	開	三	仙B	入	知	山	徹	0	0	0			c	it	3				chit1	chit3	cit3	cit3	cit3		ʦʰ	it	3
澄	開	三	仙B	入	知	山	澈	0	1	0			c	it	3				-	chit3	-	cit3	cit3		ʦʰ	it	3
清	開	四	先	入	精	山	竊	0	0	0			c	it	3				sit1	sit3	sit3	cit3	sit3		ʦʰ	it	3
徹	開	三	宵B	平	知	效	超	0	0	0			c	iu	1				chiu1	chiu1	ciu1	ciu1	ciu1		ʦʰ	iu	55
清	開	三	宵A	上	精	效	悄	0	0	0			c	iu	2				ciu2	ciu2	ciu3	ciu2	ciu2		ʦʰ	iu	35
