#ɿ			
t	[7]東冬[2]棟動洞垌侗[3]董懂[5]凍		
tʰ	[1]通熥囪彤[2]同銅桐筒童瞳[3]桶捅統[5]痛		
n	[1]燶[2]農膿儂濃		
l	[1]窿[2]籠{鳥～，～箱}聾朧弄隆龍[4]攏隴壟		
tʃ	[1]棕鬃宗綜中{當～}忠衷終蹤鐘鍾盅[2]仲訟誦頌[3]總種{品～}腫[5]粽中{打～}眾縱海種{耕～}		
tʃʰ	[1]聰匆蔥沖充衝舂[2]叢蟲崇從{～容，跟～}松重{雙～，～做}慫[3]聳寵[4]重{輕～}[5]揰		
ʃ	[1]松[5]送宋		
k	[1]公蚣工功攻弓躬宮恭供{～應}龔[2]共[3]拱鞏[5]貢汞供{上～}		
kʰ	[2]窮		
h	[1]轟空{天～，～缺}胸匈凶兇[2]虹{龍～（天上的～），霓～燈}弘宏紅洪鴻雄[3]吼孔哄恐[5]控烘		
∅	[5]甕蕹		
#ioŋ			
∅	[1]癰壅臃擁庸邕[2]熊融茸容蓉鎔溶榕熔用[3]湧涌恿戎絨踴[4]勇		
#uoŋ			
∅	[1]翁		
#ap			
t	[8]答{～應}搭[9]踏遝		
tʰ	[8]塔榻塌溻		
n	[9]納		
s	[8]洽		
l	[9]臘蠟镴垃		
tʃ	[9]雜閘習襲鍘		
tʃʰ	[8]插		
k	[8]夾{～板}甲胛		
h	[9]峽匣俠挾{～持}		
∅	[8]鴨押		
#iap			
∅	[8]□{眨眼}		
#ɐp			
t	[9]□{敲}		
n	[7]粒		
l	[7]笠泣□{套}[9]立		
tʃ	[7]執汁[9]集		
tʃʰ	[7]緝輯		
ʃ	[7]濕[9]十什拾		
k	[7]急[8]蛤{～蚧}鴿[9]及		
kʰ	[7]級給{交～，供～}吸□{蓋，動詞}		
h	[9]合{量詞（非集～之～），配～}盒龕		
#iɐp			
ȵ	[7]揖[9]入		
#ɛp			
n	[9]鑷躡		
k	[8]夾{～衣}[9]搛挾{～菜}		
#ip			
t	[9]疊碟蝶諜		
tʰ	[8]帖{妥～，請～，字～}貼		
n	[8]捏[9]聶孽業		
l	[9]獵		
tʃ	[8]接摺{～疊}褶		
tʃʰ	[8]妾		
ʃ	[8]攝涉		
k	[8]劫□{澀}		
h	[8]怯脅協		
∅	[9]葉頁		
#at			
p	[9]拔		
m	[8]抹{～布，～煞}[9]襪		
f	[8]法發髪[9]乏伐筏罰閥		
t	[9]達		
tʰ	[8]遢獺		
n	[9]捺		
s	[8]撒{～種，～手}薩		
l	[9]邋辣		
tʃ	[8]扎{針～，包～}劄軋[9]砸甴{曱～，蟑螂}		
tʃʰ	[8]擦察		
ʃ	[8]涮刷殺煞{～車，～費苦心}		
h	[9]轄		
∅	[8]壓		
#uat			
k	[8]括		
∅	[9]猾滑		
#ɐt			
p	[7]筆畢不		
pʰ	[7]匹		
m	[9]密蜜物勿		
f	[7]窟{眼兒}[9]佛		
t	[9]突凸		
s	[7]膝蟋戌恤猝悉		
l	[9]栗律率{效～}		
tʃ	[7]質{人～，品～}卒{兵～，生～（年）}率{～領}[9]疾侄		
tʃʰ	[7]七漆出		
ʃ	[7]虱失室[9]實術述		
k	[7]桔吉橘		
h	[7]乞[9]核{果～，審～}		
∅	[7]忽		
#iɐt			
ȵ	[9]日		
∅	[7]一噎[9]逸溢		
#uɐt			
k	[7]骨[9]掘{挖～}崛倔		
∅	[7]踒屈鬱{憂～}挖		
#ɛt			
p	[8]八		
#uɛt			
k	[8]刮		
∅	[7]剜[8]挖		
#ɔt			
k	[8]割葛{～麻}褐豁		
h	[8]喝{～水，～彩}渴		
#it			
p	[8]鱉憋必[9]別{分～，離～}		
pʰ	[8]撇{～開，～捺}		
m	[9]䉲滅蔑		
t	[8]跌{～交}秩		
tʰ	[8]鐵		
l	[9]列烈裂		
tʃ	[8]哲蜇折{挫～}浙節癤[9]捷截		
tʃʰ	[8]徹撤轍設切{～開，一～}竊澈		
ȵ	[9]熱		
ʃ	[9]舌折{～本}		
k	[8]結{～實，打～}潔□{粥稠}[9]傑		
kʰ	[8]揭		
h	[8]歇竭蠍		
∅	[8]乙		
#ut			
p	[8]缽[9]撥勃		
pʰ	[8]潑		
m	[9]末沫沒{沉～，～有}		
f	[8]闊		
∅	[9]活		
#yt			
t	[9]奪		
tʰ	[8]脫		
ʃ	[8]雪薛		
l	[9]捋劣		
tʃ	[8]撮拙[9]絕		
ȵ	[9]月鑰{～匙，鎖～}		
ʃ	[8]說{遊～，小～}		
kʰ	[8]蕨決訣缺獗		
h	[8]血		
∅	[9]越粵穴閱悅		
#ak			
p	[8]百伯柏[9]蔔{蘿～}白		
pʰ	[8]帕泊{湖～，停～}迫拍魄帛粕舶珀鉑		
tʃ	[8]窄責[9]澤擇{～菜（挑揀可吃），選～}宅摘擲		
tʃʰ	[8]策冊拆		
k	[8]格革隔咯		
ŋ	[9]額		
h	[8]嚇{驚～，恐～}郝客		
∅	[7]軛		
#uak			
∅	[9]或惑劃{～撥}划{～船}畫{動詞}		
#ɐk			
p	[7]北		
m	[9]默陌麥脈墨		
t	[7]得德[9]特		
s	[7]塞{～給，堵～}		
l	[9]肋勒{～紫}勒{～索}簕刺條		
tʃ	[7]則鯽		
tʃʰ	[7]側{兩～}測[9]賊		
h	[7]刻{時～，雕～}克黑		
∅	[7]扼握		
#ɛk			
p	[8]壁		
pʰ	[8]劈{～開}		
t	[8]□{溜走}		
tʰ	[8]踢		
s	[8]錫		
tʃ	[8]脊支隻{一～}		
tʃʰ	[8]尺{～寸}赤		
ʃ	[9]石		
k	[9]劇屐		
#ek			
p	[7]逼碧[8]璧		
pʰ	[7]辟{複～}僻辟{開～}霹		
m	[7]擘[9]覓汨		
t	[7]的{～確，目～}滴嫡[9]笛敵狄糴滌荻迪		
tʰ	[7]惕[9]剔		
n	[7]匿溺搦		
ʃ	[7]色嗇息熄媳惜昔析		
l	[7]瀝靂[9]力歷{經～}		
tʃ	[7]即織職積跡績[9]蟄直值殖植籍藉席寂夕		
tʃʰ	[7]斥戚{姓～，親～}叱		
ʃ	[7]識式飾適釋[9]食蝕碩		
k	[7]戟擊激[9]極		
ŋ	[9]逆		
h	[7]吃		
#iek			
∅	[7]憶億抑益[9]翼亦譯易{交～}液腋疫役		
#uek			
∅	[9]域		
#œk			
t	[8]剁		
l	[9]略掠		
tʃ	[8]嚼著{～衣}灼爵妁酌[9]著{～落，睡～}		
tʃʰ	[8]雀鵲焯芍卓		
ʃ	[8]削{剝～，～皮}[9]勺		
k	[8]腳		
kʰ	[8]卻		
#iœk			
ȵ	[9]若弱虐瘧{～疾}		
∅	[8]約{預～，～重量}躍曰[9]藥		
#ɔk			
p	[8]博剝駁搏膊縛[9]薄{～荷，厚～}		
pʰ	[8]樸撲		
m	[8]幕寞漠[9]莫膜		
t	[8]啄[9]鐸踱		
tʰ	[8]託{委～}拓		
n	[9]諾		
l	[8]烙駱酪洛絡[9]落樂{快～}		
tʃ	[8]作{～坊，工～}捉桌琢[9]鑿{開～}濁昨鐲		
tʃʰ	[8]綽{～號，寬～}戳		
ʃ	[8]朔塑索{繩～，探～}爍		
k	[8]各閣擱覺{發～}角國蟈幗		
kʰ	[8]郭廓霍藿確搉		
ŋ	[9]齶鄂嶽{五～}樂{音～}鱷噩愕		
h	[8]殼[9]鶴學		
∅	[8]惡{～心，善～}		
#uɔk			
∅	[9]鑊穫{收～}		
#ok			
p	[7]訃卜{占～}[9]僕伏{躲藏}		
m	[9]木目牧睦沐穆		
f	[7]復{恢～}福幅蝠腹輻覆[9]服伏袱茯匐		
t	[7]篤督□{底部}□{戳}[9]獨讀牘犢黷毒瀆櫝		
tʰ	[7]禿		
s	[7]餿宿{星～，一～，～舍}肅粟		
l	[7]錄熝睩麓轆碌[9]鹿祿六陸{姓～}綠		
tʃ	[7]竹祝粥足燭囑觸[9]族逐軸俗續簇		
tʃʰ	[7]速築畜{～生}蓄促束齪搐		
ʃ	[7]叔淑縮[9]熟孰塾贖蜀屬{歸～}		
k	[7]穀{五～}菊[9]局焗酷		
kʰ	[7]鞠曲{姓～，～折}蛐		
h	[7]哭		
∅	[7]屋		
#iok			
ȵ	[9]肉玉		
∅	[7]郁{姓～}旭沃毓煜[9]辱褥獄浴欲慾育		
#ŋ			
∅	[2]吳蜈吾梧誤悟晤唔[4]五伍午忤		
