"tɕ"	"[1]尊遵君军均钧[5]俊菌"
"tɕʰ"	"[1]村皴{脸~咧}[2]群存裙[5]寸"
"ɕ"	"[1]孙熏薰[2]旬循巡荀[3]损笋[5]逊训汛驯□{讨厌，厌恶}"
"Ø"	"[1]晕[2]云匀=轮-{~胎}[3]嫩-允[5]韵运孕={~育}熨论{~文}"

"#ɑŋ"	""
"p"	"[1]帮邦[3]榜绑[5]磅"
"pʰ"	"[1]乓[2]旁庞膀彷[5]胖棒"
"m"	"[2]忙盲茫氓芒{光~}[3]蟒莽"
"f"	"[1]方[2]防房妨[3]仿访纺芳[5]放="
"v"	"[1]亡[3]网[5]望妄忘="
"t"	"[1]当裆=铛桑-[3]□{~向，碰机会}[3]党档[5]挡荡"
"tʰ"	"[1]汤[2]唐堂糖塘棠[3]躺趟[5]烫"
"n"	"[3]攮{~了一针}[5]齉"
"l"	"[1]郎狼=廊[5]朗浪□{闲逛}"
"ts"	"[1]脏赃[5]葬藏{西~}"
"tsʰ"	"[1]仓舱苍沧[2]藏{隐~}"
"s"	"[1]桑=[3]嗓丧{~失}"
"tʂ"	"[1]张=章樟[2]□{骄傲，嚣张}[3]涨掌长={生~}[5]帐胀=账仗障杖"
"tʂʰ"	"[1]常肠=[3]昌倡厂畅场{~地}[5]丈唱"
"ʂ"	"[1]商伤[2]尝[3]尚赏[5]上="
"ʐ"	"[1]瓤□{~人，取笑人}[3]嚷[5]让"
"k"	"[1]岗钢冈纲缸刚[3]肛港[5]杠"
"kʰ"	"[1]康糠慷[2]扛[5]抗炕"
"ŋ"	"[1]肮[2]昂"
"x"	"[1]巷{~道}[2]航杭行{~列}[3]夯{打~}[5]项"

"#iɑŋ"	""
"p"	"[1]□{拟声词，~地打了一耳光}[2]饼{~~面}"
"t"	"[1]将浆[3]奖蒋[5]酱"
"tʰ"	"[1]枪[2]墙[3]抢[5]匠呛"
"l"	"[1]两{两个}[2]梁量={测~}良粮凉粱[3]两辆俩[5]亮靓晾谅量{数~}"
"s"	"[1]相{互~}箱厢镶襄[2]翔详祥[3]想[5]象像橡相{~貌}"
"tɕ"	"[1]江姜疆僵缰[3]讲耩{~地}[5]糨降{下~}"
"tɕʰ"	"[1]腔[2]强{~大}[3]强{勉~}[5]犟"
"ȵ"	"[1]酿[2]娘="
"ɕ"	"[1]香乡湘[2]降{投~}[3]响享[5]向"
"Ø"	"[1]央鸯[2]杨扬阳洋羊仰=[3]氧养痒[5]样"

"#uɑŋ"	""
"tʃ"	"[1]装=庄=桩妆[5]壮状奘{粗}"
"tʃʰ"	"[1]窗疮[2]床[3]创闯[5]撞"
"ʃ"	"[1]双霜[2]□{两手交错放在袖筒取暖}[3]爽"
"k"	"[1]光[2]□{~~，小木棍}[3]广[5]逛"
"kʰ"	"[1]框筐眶匡[2]狂[5]旷矿况"
"x"	"[1]荒慌[2]黄璜皇簧蝗[3]谎[5]晃幌"
"Ø"	"[1]汪[2]王[3]往枉[5]旺"

"#əŋ"	""
"p"	"[1]绷[5]崩泵"
"pʰ"	"[1]烹[2]彭鹏朋棚蓬膨篷[5]碰"
"m"	"[1]蒙[2]萌盟蒙虻{牛~}[3]猛[5]孟梦"
"f"	"[1]风丰蜂[2]冯峰锋逢缝{~衣服}[3]讽[5]枫凤缝{一条~}"
"t"	"[1]登灯蹬[3]等[5]瞪邓凳"
"tʰ"	"[1]□{拟声词}[2]藤腾疼誊[5]□{节省}"
"n"	"[2]能"
"l"	"[2]棱聋笼农脓隆浓龙[3]冷拢[5]愣弄"
"ts"	"[1]增争=筝曾{姓}[5]赠憎挣"
"tsʰ"	"[1]撑蹭{磨~}[2]层曾{~经}"
"s"	"[1]僧牲生=[3]省{节~}"
"tʂ"	"[1]蒸征{~求}正{~月}[3]整拯[5]正证政症"
"tʂʰ"	"[1]称{~呼，~重量}[2]程成城乘诚承澄橙惩丞呈[3]逞{~能}称{职~}[5]秤{一杆~}郑"
"ʂ"	"[1]声升[2]绳盛{~满了}[5]胜圣剩盛{兴~}"
"k"	"[1]庚耕更{~换}[3]耿[5]更{~加}"
"kʰ"	"[1]坑吭"
"x"	"[1]亨哼[2]恒横{~竖}[5]横{蛮~}"

"#iəŋ"	""
"p"	"[1]兵冰[3]饼丙秉柄炳[5]并"
"pʰ"	"[1]乒[2]平评凭瓶坪屏苹萍[5]病"
"m"	"[2]名明鸣[5]命"
"t"	"[1]丁钉{铁~}精晶睛[2]盯{眼~住}[3]顶井阱[5]定订静="
"tʰ"	"[1]听=厅庭蜓清青蜻[2]婷亭停情晴=[3]艇廷挺请[5]净静-"
"l"	"[2]灵零玲龄陵凌铃菱羚翎[3]领岭[5]令另"
"s"	"[1]星腥猩[3]省{反~}醒=[5]姓性"
"tɕ"	"[1]经京鲸[3]景警[5]镜竟境敬兢颈径"
"tɕʰ"	"[1]卿轻氢[5]庆□{油、肉汤等凝结}"
"ȵ"	"[2]咛宁凝拧柠迎[3]影[5]硬映佞"
"ɕ"	"[1]兴{~旺}[2]行{~为}形刑邢型[3]擤=[5]幸兴{高~}"
"Ø"	"[1]鹰莺婴鹦缨英应{~当}[2]营赢莹盈蝇萤[3]颖[5]应{响~}"

"#uəŋ"	""
"t"	"[1]东冬松-[2]㞞{~式子，詈词}[3]董懂□{弄，含有不满义}[5]栋冻送-{~人}宋-{~朝}"
"tʰ"	"[1]通[2]同铜童[3]统桶筒捅[5]动洞痛"
"s"	"[1]嵩"
"tʃ"	"[1]鬃宗综忠终钟中{当~}[3]总粽肿种{~类}[5]纵众中{~奖}种{~树}"
"tʃʰ"	"[1]葱聪冲充[2]从丛崇重{~复}虫[3]宠[5]重{轻~}"
"ʃ"	"[1]松=[3]诵颂[5]送=宋="
"ʒ"	"[2]绒戎茸{鹿~}[3]冗□{形容头发细又软}"
"k"	"[1]公宫工供功弓躬恭[3]汞攻{~击}[5]贡{~献}共拱"
"kʰ"	"[1]空{~虚}[3]巩{~固}孔控恐[5]空{~闲}"
"x"	"[1]轰烘{~干}哄{一~而上}[2]红弘衡宏洪鸿虹[3]哄{骗}[5]蕻{~期，旺季}"
"Ø"	"[1]翁嗡[5]瓮"

"#yəŋ"	""
"tɕ"	"[3]迥窘"
"tɕʰ"	"[2]穷琼穹[3]倾焪{不透气，闷热}"
"ɕ"	"[1]兄凶胸匈汹[2]雄熊[3]□{猪用嘴拱土，猪胡~哩}"
"Ø"	"[1]拥雍庸壅{施肥}[2]荣容溶蓉融[3]永咏泳勇俑涌蛹[5]用佣"
