聲調：陰平[44] 陽平[11] 陰上[35] 陽上陰去[13] 陽去[42] 陰入[5] 陽入[2] 高平變調[55]																																																	
1.i 2.u 3.y 4.a 5.ɛ 6.ɔ 7.œ 8.ə 9.ui 10.iu 11.ai 12.au 13.ɛi 14.iɛu 15.ɔi 16.əø 17.im 18.am  19.iɛm 20.in 21.un 22.an 23.iɛn 24.ɔn 25.yœn 26.aŋ 27.iaŋ 28.ɔŋ 29.yœŋ 30.əŋ 31.eŋ  32.ip 33.ap 34.iɛp 35.it 36.ut 37.at 38.iɛt 39.ɔt 40.yœt 41.ak 42.iak 43.ɔk 44.yœk 45.ək  46.ek 47.m																																																	
聲母：p pʰ m v t tʰ n l ʦ ʦʰ s ɬ k kʰ ŋ h j w ø																																																	
聲韻母	聲調																																																
tʰ	[44]湍	[11]團糰屯	[13]斷（割~）	[42]段緞斷（~絕）																																													
n	[13]暖	[42]嫩																																															
l	[11]攣	[35]卵	[42]亂																																														
ʦ	[44]鑽（~孔）專磚尊	[35]轉（~達）	[13]鑽（~石）轉（回去；~圈）																																														
ʦʰ	[44]穿川釧	[11]傳（謠~）	[35]喘	[13]竄串寸	[42]傳（~記）																																												
s	[11]船																																																
ɬ	[44]酸孫	[35]損	[13]算蒜																																														
k	[44]干肝竿乾（~濕）官棺倌冠（衣~）觀（參~）	[35]稈趕擀管館	[13]幹貫灌罐觀（道~）冠（~軍）																																														
kʰ	[44]寬																																																
ŋ	[42]岸																																																
h	[44]看（~門）刊	[11]鼾寒韓	[35]罕旱款	[13]看（~破）漢	[42]汗旱焊翰瀚																																												
w	[11]完	[35]碗豌緩	[13]腕	[42]喚換渙煥浣皖																																													
ø	[44]安桉胺鞍氨	[13]按桉又案																																															
#yœn																																																	
l	[11]聯																																																
ʦʰ	[11]全泉																																																
ɬ	[44]宣	[11]旋	[35]選																																														
k	[44]娟捐	[35]捲卷券	[13]眷絹																																														
kʰ	[11]拳權顴	[42]倦																																															
ŋ	[11]原	[13]軟	[42]願																																														
h	[44]圈喧	[35]犬	[13]勸																																														
j	[44]冤	[11]原源元圓員沿鉛緣袁園懸玄	[35]宛婉院	[13]軟阮朊遠	[42]怨願縣																																												
#aŋ																																																	
p	[44]掹																																																
pʰ	[44]烹滂肨	[11]棚鵬彭膨龐	[13]棒																																														
m	[44]掹（拔，拉）	[11]盲氓萌	[35]䁅（煩躁、情緒大）	[13]猛蜢錳	[42]孟盟																																												
l	[13]冷																																																
ʦ	[44]爭睜踭（腳後跟、肘部）箏	[13]正（才）																																															
ʦʰ	[44]撐（名詞，衣~）鐺（平底有邊的鍋）	[11]橙	[35]橙	[13]撐（動詞，~落去）	[42]鄭																																												
s	[44]生甥牲聲	[11]城成（一~，兩~）	[35]省（~份，節~）																																														
k	[44]更（~新、打~）耕庚羹經（昆蟲吐絲結網）	[35]梗耿	[13]更（~加）挭攪拌																																														
kʰ	[35]哽骾鯁																																																
ŋ	[42]硬																																																
h	[44]坑亨	[11]行衡恆	[42]幸杏																																														
w	[11]橫宏弘	[42]揈（扔，甩）																																															
ø	[44]鸚罌																																																
#iaŋ																																																	
p	[35]餅	[13]柄庰（躲藏）																																															
pʰ	[11]平坪瓶	[42]病																																															
m	[11]鳴明名（姓名）	[42]命（人~）																																															
t	[44]丁（男~）釘	[35]頂	[13]訂																																														
tʰ	[44]廳	[11]庭廷	[35]艇	[13]聽	[42]定（~制）																																												
l	[11]鯪鈴伶零靈	[13]領（紅~巾、~導）嶺靚（本字“令”）	[42]另	[55]靚（同“靚”，帶貶義，可單獨做名詞）																																													
ʦ	[44]精（~明）睛正（~月）	[35]井	[13]正（正點、漂亮）																																														
ʦʰ	[44]清青	[11]晴	[35]請	[42]淨																																													
ɬ	[44]腥	[35]醒	[13]姓																																														
k	[44]驚荊	[35]頸景	[13]鏡																																														
kʰ	[42]慳																																																
ŋ	[11]迎（舉）																																																
h	[44]輕																																																
j	[11]贏迎	[35]影（影子）映																																															
#ɔŋ																																																	
p	[44]邦幫繃	[11]傍（~水：要錢）	[35]榜膀綁	[13]謗																																													
pʰ	[11]彷（~徨）旁螃膀疱龐	[13]蚌	[42]傍																																														
m	[44]芒（~果）	[11]忙茫亡芒惘	[35]網	[13]莽蟒	[42]妄忘望																																												
v	[44]方肪芳眶荒慌	[11]房防妨	[35]訪紡倣仿彷（~佛）謊	[13]放況																																													
t	[44]當（~時）	[35]擋黨	[13]檔當（~票）蕩																																														
tʰ	[44]劏湯	[11]糖塘瑭溏唐堂膛螳棠	[35]倘躺	[13]趟燙	[42]蕩盪宕																																												
n	[11]囊	[35]曩																																															
l	[11]狼郎螂廊	[35]朗	[13]哴（漱、洗）晾	[42]浪晾																																													
ʦ	[44]贓髒張莊裝章樟漳璋彰	[35]長（生~）漲掌	[13]葬賬帳脹仗（打~）壯障瘴																																														
ʦʰ	[44]倉蒼瘡昌菖娼窗	[11]藏（~匿）長（~短）腸場床	[35]闖廠	[13]暢創唱倡	[42]臟藏（西~）丈仗（爆~）狀撞幢																																												
s	[44]霜又商熵傷殤觴	[11]常嫦嘗償裳	[35]爽賞	[13]上（~去）	[42]尚上（~海）																																												
ɬ	[44]喪（~禮）桑霜孀	[35]嗓	[13]喪（~失）																																														
k	[44]岡崗剛綱缸光珖胱江	[35]廣講港	[13]鋼槓降（~低）逛																																														
kʰ	[44]框筐眶	[11]狂誑狂（害怕）	[13]曠擴鄺況	[42]礦																																													
ŋ	[11]昂	[13]仰	[42]憨																																														
h	[44]康糠慷鱇腔夯	[11]行（銀~）航杭降（~服）	[35]漮	[13]抗炕亢項	[42]巷	[55]巷																																											
j																																																	
w	[44]汪	[11]王黃皇蝗簧	[35]枉	[13]往晃	[42]旺																																												
ø	[44]骯蕹																																																
#yœŋ																																																	
t	[44]啄																																																
n	[11]娘孃	[42]釀																																															
l	[11]涼良梁樑量（測~）糧	[35]兩（~萬）	[13]兩（斤~）	[42]輛諒亮量（質~）																																													
ʦ	[44]將（~軍）漿	[35]蔣獎槳	[13]醬將（大~）匠又																																														
ʦʰ	[44]槍	[11]墻薔詳祥翔	[35]搶	[13]嗆	[42]象像橡匠																																												
ɬ	[44]箱廂相（~信）湘襄鑲	[35]想相（相片）	[13]相（~貌）																																														
k	[44]疆僵薑姜羌																																																
kʰ	[44]羌	[11]強（~大）	[35]強（勉~）																																														
ŋ	[42]讓釀																																																
h	[44]香鄉	[35]享響餉	[13]向																																														
j	[44]央泱秧殃鴦	[11]羊佯洋烊楊揚陽瘍瓤	[13]養壤攘	[42]樣釀讓																																													
#əŋ																																																	
p	[44]繃崩	[35]捧																																															
pʰ	[11]蓬	[35]捧	[13]碰																																														
m	[11]蒙濛曚曚	[35]懵	[42]夢	[55]檬																																													
t	[44]東冬	[35]董懂	[13]凍棟																																														
tʰ	[44]通	[11]同桐銅衕童瞳	[35]筒捅桶統	[13]痛	[42]動洞侗																																												
n	[44]燶	[11]農儂膿濃齈	[42]弄																																														
l	[44]窿	[11]籠聾隆龍	[35]攏壟隴	[13]隴	[42]弄																																												
ʦ	[44]鬃宗棕綜中（~心）忠終蹤縱（~橫）舂摏（用拳頭或粗棍棒的端口等撞擊）蹱（頭朝地栽下去）鐘鍾盅	[35]總粽縱（寵愛、慣壞）種（名詞，播~）腫	[13]綜中（~獎）眾縱（放~）種（動詞，~樹）																																														
ʦʰ	[44]聰匆蔥囪窗充銃衷（從~容）衝沖憧	[11]叢蟲從（~此）松重（~複）	[35]寵（~物）冢	[13]重（輕~）	[42]仲誦頌訟重（~要）																																												
ɬ	[44]鬆嵩	[11]崇鰫	[35]慫	[13]送宋																																													
k	[44]公蚣工功攻紅（女~）弓躬宮恭龔供（~求）	[35]汞拱鞏	[13]貢供（上~）																																														
kʰ	[11]窮穹																																																
h	[44]空（天~）烘胸洶匈兇凶	[11]紅虹鴻洪熊雄	[35]孔哄恐	[13]控空（~缺）訌	[42]閧共																																												
j	[44]翁雍臃邕雝癰慵庸	[11]戎絨融茸熔溶容蓉	[35]擁冗踴湧勇恿甬蛹	[42]用佣傭																																													
ø	[44]壅（埋、掩蓋）	[35]擁（推）	[13]甕																																														
#eŋ																																																	
p	[44]兵乒冰	[35]丙秉炳	[13]柄併迸																																														
pʰ	[11]平坪評萍蘋屏	[13]聘娉拼	[42]病並																																														
m	[11]鳴明名（~詞）酩銘冥	[35]皿	[13]茗	[42]命（~令）																																													
t	[44]丁仃町酊	[35]頂鼎	[13]訂																																														
tʰ	[44]汀	[11]亭停廷庭蜓	[35]挺	[13]聽	[42]錠定（一~）																																												
n	[11]寧檸甯寍	[42]濘寧擰																																															
l	[44]拎	[11]靈零鈴伶翎令（~狐沖）凌	[13]領（本~）嶺	[42]另令（命~）																																													
ʦ	[44]精睛菁晶貞偵正征症徵蒸	[35]整	[13]正（~確）政症證																																														
ʦʰ	[44]清青蜻稱（名~）	[11]情晴呈程澄（~海）	[35]請逞拯	[13]秤稱（~心）	[42]靜婧靖淨鄭																																												
s	[44]聲（~明）猩升昇勝（~任）	[11]成（~功）城誠盛（~飯）丞承繩繩	[35]繩	[13]聖盛（又，~大）勝（~利）	[42]剩盛（~大）																																												
ɬ	[44]星猩	[35]省醒（警~）	[13]性姓																																														
k	[44]京荊驚（~訝）經	[35]景憬境竟警	[13]敬競勁徑逕莖																																														
kʰ	[44]傾頃（~刻）	[11]鯨擎瓊	[35]頃（一~）																																														
ŋ	[42]認																																																
h	[44]卿輕馨興兄	[11]形型刑	[35]興（高興）																																														
j	[11]迎型營螢仍蠅	[35]影穎																																															
w	[11]榮	[13]永	[42]泳穎																																														
ø	[44]英嬰櫻鸚鷹應（~該）	[13]映應（~聲）																																															
#ip																																																	
n	[5]粒																																																
l	[5]笠	[2]立																																															
ʦ	[5]汁執																																																
ʦʰ	[5]緝	[2]襲習集輯																																															
s	[5]濕	[2]十什拾																																															
k	[5]急																																																
kʰ	[5]吸級給	[2]及																																															
ŋ	[2]廿入																																																
h	[5]熻噏																																																
j	[2]入																																																
ø	[5]邑																																																
#ap																																																	
t	[5]搭答塔	[2]沓䂿(捶打）																																															
tʰ	[5]塌踏	[2]沓																																															
n	[5]抐（捉住、逮著）	[2]納衲鈉																																															
l	[5]爉	[2]臘蠟垃																																															
ʦ	[5]眨執（撿、抓；收拾）																																																
ʦʰ	[5]插	[2]閘																																															
s	[5]霎歃（勞費、憂慮）	[2]煠（煮）																																															
k	[5]夾莢甲舺鴿合（組合）																																																
kʰ	[5]磕㝓（用器皿覆蓋、扣住）	[2]厒（壓、夾）																																															
ŋ	[5]岋（台階、腳步）																																																
h	[5]瞌	[2]合盒洽峽匣																																															
ø	[5]鴨押																																																
#iɛp																																																	
t	[5]貼																																																
tʰ	[5]帖貼	[2]蝶諜碟疊																																															
n	[5]捏	[2]聶鑷																																															
l	[2]獵																																																
ʦ	[5]接摺褶																																																
ʦʰ	[5]妾																																																
s	[5]攝涉																																																
k	[5]劫																																																
kʰ	[2]狹裌																																																
h	[2]協																																																
j	[5]腌	[2]頁葉																																															
#it																																																	
p	[5]筆必畢																																																
pʰ	[5]匹																																																
m	[5]搣	[2]密蜜																																															
l	[5]捩(轉，轉動)栗																																																
ʦ	[5]質挃(撓)																																																
ʦʰ	[5]七柒漆	[2]疾嫉侄姪																																															
s	[5]失室	[2]實																																															
ɬ	[5]膝																																																
k	[5]吉桔橘挃																																																
ŋ	[5]日																																																
j	[2]逸																																																
ø	[5]一壹																																																
#ut																																																	
p	[5]不																																																
m	[5]歿																																																
t	[5]朏（將東西放下；將食物加熱）	[2]凸																																															
tʰ	[5]突	[2]突																																															
l	[5]宊（脫落、掉色；拋、甩）	[2]律率（效~）																																															
ʦ	[5]卒捽（手摩擦；塗、搽）																																																
ʦʰ	[5]出																																																
s	[5]恤戍	[2]朮述術																																															
ɬ	[5]恤																																																
k	[5]骨																																																
kʰ	[2]倔																																																
h	[5]忽彿	[2]弗佛核（果~）																																															
ø	[5]屈煀（慢火煮）鬱																																																
#at																																																	
p	[5]八北	[2]八(八卦、說是非）																																															
pʰ	[2]柭（番石榴）蔔																																																
m	[5]抹（~乾淨）	[2]襪默墨																																															
v	[5]法發髮	[2]罰乏伐筏																																															
t	[5]得德																																																
tʰ	[5]撻	[2]達特																																															
n	[5]㶧（燙）																																																
l	[5]癩	[2]辣																																															
ʦ	[5]扎札紮側則																																																
ʦʰ	[5]察擦刷	[2]侄姪賊																																															
s	[5]殺剎刷色																																																
ɬ	[5]塞薩																																																
k	[5]國刮括	[5]咳括克																																															
kʰ	[2]擖																																																
ŋ	[5]嚙																																																
h	[5]黑刻克	[2]轄核（~桃、審~）																																															
w	[5]挖	[2]猾滑																																															
ø	[5]壓軋																																																
#iɛt																																																	
p	[5]憋鱉（女性生殖器官）	[2]撇（用手掌打）																																															
pʰ	[5]撇	[2]別																																															
m	[2]滅蔑																																																
t	[5]跌																																																
tʰ	[5]鐵	[2]迭																																															
n	[5]裂	[2]列烈裂																																															
ʦ	[5]節截哲折（打~）浙																																																
ʦʰ	[5]切（~開）撤徹惜	[2]轍侄姪																																															
s	[5]設虱瑟	[2]折（~本）舌蝕																																															
ɬ	[5]屑薛洩																																																
k	[5]結潔傑揭結（結巴）																																																
kʰ	[5]揭	[2]傑																																															
ŋ	[2]熱																																																
h	[5]歇蠍																																																
w																																																	
ø	[5]噎厭																																																
#ɔt																																																	
p	[5]撥缽																																																
pʰ	[5]潑	[2]勃																																															
m	[2]末茉沫抹（~茶）物勿沒																																																
v	[5]闊豁																																																
t	[5]掇																																																
tʰ	[5]脫	[2]奪																																															
l	[5]捋（掉）	[2]捋																																															
ʦ	[5]茁拙																																																
ʦʰ	[5]撮茁猝咄（騙）																																																
s	[5]說率哾（喝）																																																
k	[5]割葛噶（吞）																																																
kʰ	[5]葛括																																																
h	[5]渴喝																																																
w	[2]活																																																
ø	[5]遏																																																
#ak																																																	
p	[5]百柏伯																																																
pʰ	[5]拍魄泊(~車)	[2]白鉑帛																																															
m	[5]擘（掰，剝，去殼兒，撕開；肢體張開）	[2]陌麥脈																																															
l	[2]肋勒																																																
ʦ	[5]摘責窄隻																																																
ʦʰ	[5]拆策冊柵尺赤	[2]澤擇宅賊																																															
s	[2]石																																																
k	[5]格革隔																																																
kʰ	[5]揢（卡著）	[2]揢																																															
ŋ	[5]呃（騙）	[2]額																																															
h	[5]客嚇																																																
w	[2]畫劃																																																
ø	[5]鈪（手鐲）																																																
#iak																																																	
p	[5]壁																																																
pʰ	[5]劈																																																
tʰ	[5]踢	[2]糴（買，~米）																																															
l	[5]叻	[2]曆瀝（溝、渠、小溪）																																															
ʦ	[5]跡脊鯽																																																
ʦʰ	[2]蓆																																																
ɬ	[5]錫惜（疼愛）																																																
kʰ	[5]戟（刺激；絆、繞）	[2]屐劇																																															
ŋ	[2]逆額																																																
h	[5]喫																																																
#ɔk																																																	
p	[5]博搏膊剝縛																																																
pʰ	[5]樸撲（~克）	[2]薄雹箔																																															
m	[5]剝	[2]莫漠																																															
v	[5]霍																																																
t	[5]度（比較）	[2]剁																																															
tʰ	[5]托託	[2]鐸踱擇																																															
n	[2]諾																																																
l	[5]絡	[2]落洛烙駱樂																																															
ʦ	[5]作（著~）衫桌捉																																																
ʦʰ	[5]綽焯卓	[2]昨鑿著																																															
s	[5]爍塑	[2]勺芍																																															
ɬ	[5]索																																																
k	[5]各閣擱胳郭角覺																																																
kʰ	[5]郭廓霍藿覺確	[2]敲（敲擊；用指關節敲擊）																																															
ŋ	[5]愕	[2]鄂鱷樂嶽岳																																															
h	[5]鶴郝	[2]鶴學																																															
w	[5]沃握																																																
ø	[5]惡（~人）握																																																
#yœk																																																	
t	[2]啄（砸）																																																
l	[2]略掠																																																
ʦ	[5]爵雀鵲																																																
ɬ	[5]削																																																
k	[5]腳																																																
kʰ	[5]卻																																																
ŋ	[2]弱																																																
j	[5]約	[2]若偌弱虐藥鑰躍																																															
#ək																																																	
p	[5]卜																																																
pʰ	[5]仆撲覆（翻蓋、蓋住）	[2]曝瀑僕伏																																															
m	[5]木（形容人木訥）	[2]木目																																															
t	[5]督篤厾涿㞘																																																
tʰ	[5]禿	[2]讀犢牘獨毒																																															
l	[5]睩（眼珠轉動）碌（柚子；圓柱形物體，引申為量詞）鹿轆（輪子、軲轆，引申為滾動、碾、軋）甪（地方、地點）	[2]祿六陸綠錄戮熝（用滾燙的液體燙、稍煮開）																																															
ʦ	[5]竹築捉祝粥足燭囑																																																
ʦʰ	[5]速畜蓄促觸束	[2]族㵀被嗆到濁逐軸俗續																																															
s	[5]叔	[2]熟淑贖屬																																															
ɬ	[5]肅宿縮粟																																																
k	[5]穀谷趜（趕走）	[2]局（設局騙（錢））䏱（膨脹、隆起；苦想； 憋）																																															
kʰ	[5]菊鞠麹曲	[2]局焗																																															
h	[5]哭酷福幅蝠複腹覆	[2]服伏復（~原）																																															
j	[5]沃郁㤢（動）	[2]肉育辱褥玉獄欲慾浴																																															
ø	[5]屋	[2]嗝（打飽嗝）																																															
#ek																																																	
p	[5]逼迫碧璧																																																
pʰ	[5]僻闢辟																																																
m	[2]覓																																																
t	[5]的嫡滴																																																
tʰ	[5]剔	[2]敵迪狄																																															
n	[5]匿暱	[2]溺																																															
l	[2]力歷曆																																																
ʦ	[5]即織職績積跡																																																
ʦʰ	[5]戚斥	[2]直值植殖藉籍席夕寂																																															
s	[5]識式飾惜昔適釋	[2]食蝕																																															
ɬ	[5]息熄析悉																																																
k	[5]激擊																																																
kʰ	[5]棘	[2]極																																															
ŋ	[2]逆																																																
j	[5]抑	[2]翼逆亦譯易（交~）液腋疫役																																															
w	[2]域																																																
ø	[5]憶億益溢																																																
#m																																																	
ø	[11]唔（表否定）																																																
