ID	声	韵	调	字	注释	声母序	韵母序	带注释的字	韵母
1085	b	e	6	稗		3	7	稗	#e
1086	b	e	8	白		3	7	白	#e
1087	b	e	8	帛		3	7	帛	#e
4627	m	e	1	□	旋下去，～螺丝	4	7	□{旋下去，～螺丝}	#e
4628	m	e	2	□	走路时屁股左右摆动	4	7	□{走路时屁股左右摆动}	#e
1090	m	e	4	买		4	7	买	#e
1091	m	e	6	卖		4	7	卖	#e
1092	m	e	6	骂		4	7	骂	#e
1093	m	e	8	麦		4	7	麦	#e
1094	m	e	8	雨		4	7	雨	#e
1095	m	e	8	脉		4	7	脉	#e
1097	m	e	8	陌		4	7	陌	#e
4629	m	e	8	□	豆一类的统称	4	7	□{豆一类的统称}	#e
4630	f	e	1	□	肮脏	5	7	□{肮脏}	#e
4631	f	e	1	□	食物点得很烂	5	7	□{食物点得很烂}	#e
1099	f	e	7	豁		5	7	豁	#e
4632	f	e	7	□	耍赖	5	7	□{耍赖}	#e
4633	f	e	7	□	〜拳：猜拳	5	7	□{〜拳：猜拳}	#e
1101	v	e	2	淮		6	7	淮	#e
1102	v	e	2	槐		6	7	槐	#e
1103	v	e	2	怀	文	6	7	怀{文}	#e
1104	v	e	2	还	～有	6	7	还{～有}	#e
1105	v	e	6	坏		6	7	坏	#e
1106	v	e	6	外		6	7	外	#e
1107	v	e	8	获		6	7	获	#e
1108	v	e	8	划	笔～	6	7	划{笔～}	#e
1109	t	e	1	大	又，父亲	7	7	大{又，父亲}	#e
1110	t	e	5	带		7	7	带	#e
1111	t	e	5	戴		7	7	戴	#e
1112	t	e	7	答		7	7	答	#e
1113	tʰ	e	1	胎		8	7	胎	#e
1114	tʰ	e	1	贪		8	7	贪	#e
1115	tʰ	e	1	台	～州	8	7	台{～州}	#e
1116	tʰ	e	1	拖	白	8	7	拖{白}	#e
1117	tʰ	e	5	贷		8	7	贷	#e
1118	tʰ	e	5	太		8	7	太	#e
1119	tʰ	e	5	态		8	7	态	#e
1120	tʰ	e	5	泰		8	7	泰	#e
1121	tʰ	e	5	探		8	7	探	#e
1122	tʰ	e	5	苔	舌～	8	7	苔{舌～}	#e
4634	tʰ	e	7	□	层	8	7	□{层}	#e
1124	d	e	2	抬		9	7	抬	#e
1125	d	e	2	台	～湾	9	7	台{～湾}	#e
1126	d	e	2	苔	青～	9	7	苔{青～}	#e
1127	d	e	4	待		9	7	待	#e
1128	d	e	4	簟		9	7	簟	#e
1129	d	e	4	殆		9	7	殆	#e
1130	d	e	4	怠		9	7	怠	#e
4635	d	e	4	□	把：我～渠打ɡa˧˩(我把他打了)	9	7	□{把：我～渠打ɡa˧˩(我把他打了)}	#e
1132	d	e	6	代		9	7	代	#e
1133	d	e	6	袋		9	7	袋	#e
1134	d	e	6	大	文	9	7	大{文}	#e
1136	d	e	6	怠		9	7	怠	#e
4636	d	e	6	□	相平之物中间凹下去	9	7	□{相平之物中间凹下去}	#e
4637	d	e	6	□	趟，回；行，列	9	7	□{趟，回；行，列}	#e
1137	d	e	8	潭		9	7	潭	#e
4638	d	e	8	□	合在一起	9	7	□{合在一起}	#e
1139	n	e	1	奶		10	7	奶	#e
1140	n	e	2	男		10	7	男	#e
1141	n	e	2	南		10	7	南	#e
4639	n	e	2	□	女儿	10	7	□{女儿}	#e
1143	n	e	4	乃		10	7	乃	#e
1144	n	e	6	奈		10	7	奈	#e
1145	n	e	6	耐		10	7	耐	#e
1146	n	e	8	纳		10	7	纳	#e
1147	n	e	8	日	白	10	7	日{白}	#e
1148	l	e	2	莱		11	7	莱	#e
1149	l	e	2	来	文	11	7	来{文}	#e
1150	l	e	6	懒		11	7	懒	#e
1151	l	e	6	赖	耍～	11	7	赖{耍～}	#e
4640	l	e	6	□	拉大小便	11	7	□{拉大小便}	#e
4641	l	e	6	□	落(là)	11	7	□{落(là)}	#e
1153	l	e	8	勒		11	7	勒	#e
1154	l	e	8	肋		11	7	肋	#e
4642	l	e	8	□	拉(lá)	11	7	□{拉(lá)}	#e
1156	s	e	1	腮		15	7	腮	#e
1157	s	e	1	鳃		15	7	鳃	#e
1158	s	e	1	洒		15	7	洒	#e
1159	s	e	3	驶		15	7	驶	#e
1160	s	e	3	洒		15	7	洒	#e
1161	s	e	5	赛		15	7	赛	#e
1162	s	e	5	晒		15	7	晒	#e
1163	s	e	5	帅		15	7	帅	#e
1164	s	e	5	塞	边〜	15	7	塞{边〜}	#e
1165	s	e	7	塞	〜住	15	7	塞{〜住}	#e
1166	s	e	7	瑟		15	7	瑟	#e
1167	z	e	2	裁		16	7	裁	#e
1168	z	e	2	材		16	7	材	#e
1169	z	e	2	才		16	7	才	#e
1170	z	e	2	柴		16	7	柴	#e
1171	z	e	2	财		16	7	财	#e
1172	z	e	2	豺		16	7	豺	#e
1173	z	e	4	在	文	16	7	在{文}	#e
1174	z	e	6	寨		16	7	寨	#e
1175	z	e	6	㾹	瘦	16	7	㾹{瘦}	#e
1176	z	e	8	贼		16	7	贼	#e
1177	z	e	8	杂		16	7	杂	#e
1178	k	e	1	该		22	7	该	#e
1179	k	e	1	阶		22	7	阶	#e
1180	k	e	1	街		22	7	街	#e
1181	k	e	1	柑		22	7	柑	#e
1182	k	e	1	泔		22	7	泔	#e
1183	k	e	1	根		22	7	根	#e
1184	k	e	1	皆		22	7	皆	#e
1185	k	e	1	甘		22	7	甘	#e
1186	k	e	3	解		22	7	解	#e
1187	k	e	3	改		22	7	改	#e
1188	k	e	3	感		22	7	感	#e
1189	k	e	3	个		22	7	个	#e
1190	k	e	3	几	～个	22	7	几{～个}	#e
1191	k	e	3	橄		22	7	橄	#e
1192	k	e	5	介		22	7	介	#e
1193	k	e	5	界		22	7	界	#e
1194	k	e	5	戒		22	7	戒	#e
1195	k	e	5	芥		22	7	芥	#e
1196	k	e	5	疥		22	7	疥	#e
1197	k	e	5	溉		22	7	溉	#e
1198	k	e	5	概		22	7	概	#e
1199	k	e	5	盖	文	22	7	盖{文}	#e
1200	k	e	7	蛤		22	7	蛤	#e
1201	k	e	7	鸽		22	7	鸽	#e
1202	k	e	7	革		22	7	革	#e
1203	k	e	7	隔		22	7	隔	#e
1204	k	e	7	合	白，〜扰	22	7	合{白，〜扰}	#e
1205	kʰ	e	1	开		23	7	开	#e
1206	kʰ	e	1	揩		23	7	揩	#e
4644	kʰ	e	1	□	轻碰	23	7	□{轻碰}	#e
1208	kʰ	e	3	砍		23	7	砍	#e
1209	kʰ	e	3	凯		23	7	凯	#e
1210	kʰ	e	3	坎		23	7	坎	#e
1211	kʰ	e	3	慨		23	7	慨	#e
1212	kʰ	e	5	慨		23	7	慨	#e
4645	kʰ	e	5	□	台阶	23	7	□{台阶}	#e
1214	kʰ	e	7	客		23	7	客	#e
1215	kʰ	e	7	咳		23	7	咳	#e
1216	kʰ	e	7	丐		23	7	丐	#e
1217	ŋ	e	2	呆		24	7	呆	#e
1218	ŋ	e	2	痗	研磨	24	7	痗{研磨}	#e
1219	ŋ	e	6	碍		24	7	碍	#e
1220	ŋ	e	6	艾		24	7	艾	#e
1221	ŋ	e	6	捱	拖延	24	7	捱{拖延}	#e
1222	ŋ	e	8	额		24	7	额	#e
4648	ŋ	e	8	□	昏厥	24	7	□{昏厥}	#e
1225	ɡ	e	4	徛	站	25	7	徛{站}	#e
4646	ɡ	e	4	□	面颊	25	7	□{面颊}	#e
4647	ɡ	e	6	□	斜靠	25	7	□{斜靠}	#e
1227	h	e	1	蚶		26	7	蚶	#e
1229	h	e	1	酣		26	7	酣	#e
4649	h	e	1	□	呵斥	26	7	□{呵斥}	#e
1230	h	e	3	海		26	7	海	#e
1231	h	e	3	蟹		26	7	蟹	#e
1232	h	e	3	许	那	26	7	许{那}	#e
4650	h	e	5	□	至上向下打	26	7	□{至上向下打}	#e
4651	h	e	5	□	冷饭加水加热	26	7	□{冷饭加水加热}	#e
1234	h	e	7	赫		26	7	赫	#e
1236	h	e	7	郝		26	7	郝	#e
4652	h	e	7	□	吐痰	26	7	□{吐痰}	#e
1237	ɦ	e	2	孩		27	7	孩	#e
1238	ɦ	e	2	鞋		27	7	鞋	#e
1239	ɦ	e	2	谐		27	7	谐	#e
1240	ɦ	e	2	含	文，包～	27	7	含{文，包～}	#e
1241	ɦ	e	4	亥		27	7	亥	#e
1242	ɦ	e	4	骇		27	7	骇	#e
1243	ɦ	e	4	憾		27	7	憾	#e
1244	ɦ	e	4	撼		27	7	撼	#e
4653	ɦ	e	4	□	精测，琢磨	27	7	□{精测，琢磨}	#e
1246	ɦ	e	6	害		27	7	害	#e
1247	ɦ	e	6	憾		27	7	憾	#e
1248	ɦ	e	8	核		27	7	核	#e
1249	ɦ	e	8	含	文，～扰	27	7	含{文，～扰}	#e
1250	ɦ	e	8	盒		27	7	盒	#e
1251	〇	e	1	哀		43	7	哀	#e
1252	〇	e	1	恩		43	7	恩	#e
1253	〇	e	1	庵		43	7	庵	#e
1254	〇	e	1	埃		43	7	埃	#e
1255	〇	e	1	挨		43	7	挨	#e
1256	〇	e	3	矮		43	7	矮	#e
1257	〇	e	3	解	姓	43	7	解{姓}	#e
1258	〇	e	5	爱		43	7	爱	#e
1259	〇	e	5	暗		43	7	暗	#e
1260	〇	e	5	隘		43	7	隘	#e
1261	〇	e	7	轭		43	7	轭	#e
1262	〇	e	7	扼		43	7	扼	#e
4654	〇	e	7	□	折纸	43	7	□{折纸}	#e
1264	p	iᴇ	1	边		1	8	边	#iᴇ
1265	p	iᴇ	1	编		1	8	编	#iᴇ
1266	p	iᴇ	1	鞭		1	8	鞭	#iᴇ
1267	p	iᴇ	1	蝙		1	8	蝙	#iᴇ
1268	p	iᴇ	1	鳖		1	8	鳖	#iᴇ
1269	p	iᴇ	3	扁		1	8	扁	#iᴇ
1270	p	iᴇ	3	贬		1	8	贬	#iᴇ
1271	p	iᴇ	3	匾		1	8	匾	#iᴇ
1272	p	iᴇ	3	蝙		1	8	蝙	#iᴇ
1273	p	iᴇ	5	遍		1	8	遍	#iᴇ
1274	p	iᴇ	5	变		1	8	变	#iᴇ
1275	p	iᴇ	7	憋		1	8	憋	#iᴇ
1276	p	iᴇ	7	别	〜针	1	8	别{〜针}	#iᴇ
1277	p	iᴇ	7	贬		1	8	贬	#iᴇ
1278	p	iᴇ	7	鳖		1	8	鳖	#iᴇ
1279	pʰ	iᴇ	1	偏		2	8	偏	#iᴇ
1280	pʰ	iᴇ	1	篇		2	8	篇	#iᴇ
1281	pʰ	iᴇ	1	编		2	8	编	#iᴇ
1282	pʰ	iᴇ	5	片		2	8	片	#iᴇ
1283	pʰ	iᴇ	5	骗		2	8	骗	#iᴇ
1284	pʰ	iᴇ	7	撇		2	8	撇	#iᴇ
4665	pʰ	iᴇ	7	□	跛足	2	8	□{跛足}	#iᴇ
1286	b	iᴇ	2	便	～宜	3	8	便{～宜}	#iᴇ
1287	b	iᴇ	2	辨		3	8	辨	#iᴇ
1288	b	iᴇ	2	辩		3	8	辩	#iᴇ
1289	b	iᴇ	2	辫		3	8	辫	#iᴇ
1290	b	iᴇ	4	辩		3	8	辩	#iᴇ
1291	b	iᴇ	4	辨		3	8	辨	#iᴇ
1292	b	iᴇ	6	辫		3	8	辫	#iᴇ
1293	b	iᴇ	6	便	方～	3	8	便{方～}	#iᴇ
1294	b	iᴇ	6	汴		3	8	汴	#iᴇ
1295	b	iᴇ	8	别	〜人	3	8	别{〜人}	#iᴇ
1296	m	iᴇ	1	眠	儿语	4	8	眠{儿语}	#iᴇ
1297	m	iᴇ	2	眠		4	8	眠	#iᴇ
1298	m	iᴇ	2	棉		4	8	棉	#iᴇ
1299	m	iᴇ	2	绵		4	8	绵	#iᴇ
1300	m	iᴇ	4	免		4	8	免	#iᴇ
1301	m	iᴇ	4	勉		4	8	勉	#iᴇ
1302	m	iᴇ	4	娩		4	8	娩	#iᴇ
1303	m	iᴇ	4	缅		4	8	缅	#iᴇ
1304	m	iᴇ	6	面	文	4	8	面{文}	#iᴇ
1305	m	iᴇ	6	渑		4	8	渑	#iᴇ
1306	m	iᴇ	6	缅		4	8	缅	#iᴇ
1307	m	iᴇ	8	灭		4	8	灭	#iᴇ
1308	m	iᴇ	8	蔑		4	8	蔑	#iᴇ
1309	t	iᴇ	1	颔		7	8	颔	#iᴇ
1310	t	iᴇ	1	巅		7	8	巅	#iᴇ
1311	t	iᴇ	1	癫		7	8	癫	#iᴇ
1312	t	iᴇ	1	颠		7	8	颠	#iᴇ
1313	t	iᴇ	3	点		7	8	点	#iᴇ
1314	t	iᴇ	3	碘		7	8	碘	#iᴇ
1315	t	iᴇ	3	典		7	8	典	#iᴇ
1316	t	iᴇ	3	腆		7	8	腆	#iᴇ
1317	t	iᴇ	3	掂		7	8	掂	#iᴇ
1318	t	iᴇ	5	店		7	8	店	#iᴇ
1319	t	iᴇ	7	跌		7	8	跌	#iᴇ
1320	tʰ	iᴇ	1	天		8	8	天	#iᴇ
1321	tʰ	iᴇ	1	添		8	8	添	#iᴇ
1322	tʰ	iᴇ	3	舔		8	8	舔	#iᴇ
1323	tʰ	iᴇ	5	掭		8	8	掭	#iᴇ
1324	tʰ	iᴇ	7	铁		8	8	铁	#iᴇ
1325	d	iᴇ	2	田		9	8	田	#iᴇ
1326	d	iᴇ	2	甜		9	8	甜	#iᴇ
1327	d	iᴇ	2	填		9	8	填	#iᴇ
1328	d	iᴇ	6	电		9	8	电	#iᴇ
1329	d	iᴇ	6	垫		9	8	垫	#iᴇ
1330	d	iᴇ	6	殿		9	8	殿	#iᴇ
1331	d	iᴇ	6	佃		9	8	佃	#iᴇ
1332	d	iᴇ	6	奠		9	8	奠	#iᴇ
1333	d	iᴇ	6	臀		9	8	臀	#iᴇ
1334	l	iᴇ	2	连		11	8	连	#iᴇ
1335	l	iᴇ	2	联		11	8	联	#iᴇ
1336	l	iᴇ	2	莲		11	8	莲	#iᴇ
1337	l	iᴇ	2	怜		11	8	怜	#iᴇ
1338	l	iᴇ	2	帘		11	8	帘	#iᴇ
1339	l	iᴇ	2	镰		11	8	镰	#iᴇ
1340	l	iᴇ	2	廉		11	8	廉	#iᴇ
1341	l	iᴇ	4	脸		11	8	脸	#iᴇ
1342	l	iᴇ	4	殓		11	8	殓	#iᴇ
1343	l	iᴇ	4	敛		11	8	敛	#iᴇ
1344	l	iᴇ	6	练		11	8	练	#iᴇ
1345	l	iᴇ	6	恋		11	8	恋	#iᴇ
1346	l	iᴇ	6	炼		11	8	炼	#iᴇ
1347	l	iᴇ	6	链		11	8	链	#iᴇ
1348	l	iᴇ	6	敛		11	8	敛	#iᴇ
1349	l	iᴇ	6	脸		11	8	脸	#iᴇ
1351	l	iᴇ	6	楝		11	8	楝	#iᴇ
4667	l	iᴇ	6	□	凶	11	8	□{凶}	#iᴇ
1352	l	iᴇ	8	列		11	8	列	#iᴇ
1353	l	iᴇ	8	裂		11	8	裂	#iᴇ
1354	l	iᴇ	8	烈		11	8	烈	#iᴇ
1356	l	iᴇ	8	例		11	8	例	#iᴇ
4668	l	iᴇ	8	□	拧干水份	11	8	□{拧干水份}	#iᴇ
1357	s	iᴇ	1	先		15	8	先	#iᴇ
1358	s	iᴇ	1	鲜		15	8	鲜	#iᴇ
1359	s	iᴇ	1	仙		15	8	仙	#iᴇ
1360	s	iᴇ	3	陕		15	8	陕	#iᴇ
1361	s	iᴇ	3	癣		15	8	癣	#iᴇ
4666	s	iᴇ	3	□	闪，因动作过猛使一部分筋肉受伤而疼痛	15	8	□{闪，因动作过猛使一部分筋肉受伤而疼痛}	#iᴇ
1363	s	iᴇ	5	线		15	8	线	#iᴇ
1364	s	iᴇ	5	扇		15	8	扇	#iᴇ
1365	s	iᴇ	5	煽		15	8	煽	#iᴇ
1366	s	iᴇ	7	设		15	8	设	#iᴇ
1367	s	iᴇ	7	摄		15	8	摄	#iᴇ
1368	s	iᴇ	7	薛		15	8	薛	#iᴇ
1369	s	iᴇ	7	些		15	8	些	#iᴇ
1370	z	iᴇ	2	然		16	8	然	#iᴇ
1371	z	iᴇ	2	燃		16	8	燃	#iᴇ
1372	z	iᴇ	2	前		16	8	前	#iᴇ
1373	z	iᴇ	2	禅		16	8	禅	#iᴇ
1374	z	iᴇ	2	潜		16	8	潜	#iᴇ
1375	z	iᴇ	2	蟾		16	8	蟾	#iᴇ
1376	z	iᴇ	2	蝉		16	8	蝉	#iᴇ
1377	z	iᴇ	4	渐		16	8	渐	#iᴇ
1378	z	iᴇ	4	善		16	8	善	#iᴇ
1379	z	iᴇ	4	膳		16	8	膳	#iᴇ
1380	z	iᴇ	6	贱		16	8	贱	#iᴇ
1381	z	iᴇ	6	践		16	8	践	#iᴇ
1382	z	iᴇ	6	饯		16	8	饯	#iᴇ
1383	z	iᴇ	6	蝉		16	8	蝉	#iᴇ
1384	z	iᴇ	6	膳		16	8	膳	#iᴇ
1385	z	iᴇ	6	单	姓	16	8	单{姓}	#iᴇ
1386	z	iᴇ	6	羡		16	8	羡	#iᴇ
1387	z	iᴇ	6	渐		16	8	渐	#iᴇ
1388	z	iᴇ	8	舌		16	8	舌	#iᴇ
1389	z	iᴇ	8	涉		16	8	涉	#iᴇ
1390	z	iᴇ	8	捷		16	8	捷	#iᴇ
1391	z	iᴇ	8	折	〜本	16	8	折{〜本}	#iᴇ
1392	tɕ	ie	1	灾		17	8	灾	#ie
1393	tɕ	ie	1	斋		17	8	斋	#ie
1394	tɕ	ie	1	栽		17	8	栽	#ie
1395	tɕ	iᴇ	1	尖		17	8	尖	#iᴇ
1396	tɕ	iᴇ	1	肩		17	8	肩	#iᴇ
1397	tɕ	iᴇ	1	煎		17	8	煎	#iᴇ
1398	tɕ	iᴇ	1	坚		17	8	坚	#iᴇ
1399	tɕ	iᴇ	1	蒹		17	8	蒹	#iᴇ
1400	tɕ	iᴇ	1	瞻		17	8	瞻	#iᴇ
1401	tɕ	iᴇ	1	毡		17	8	毡	#iᴇ
1402	tɕ	iᴇ	1	沾		17	8	沾	#iᴇ
1403	tɕ	iᴇ	1	兼		17	8	兼	#iᴇ
1404	tɕ	iᴇ	1	笺		17	8	笺	#iᴇ
1405	tɕ	iᴇ	1	占		17	8	占	#iᴇ
1406	tɕ	ie	3	宰		17	8	宰	#ie
1407	tɕ	iᴇ	3	检		17	8	检	#iᴇ
1408	tɕ	iᴇ	3	茧		17	8	茧	#iᴇ
1409	tɕ	iᴇ	3	俭		17	8	俭	#iᴇ
1410	tɕ	iᴇ	3	剪		17	8	剪	#iᴇ
1411	tɕ	iᴇ	3	展		17	8	展	#iᴇ
1412	tɕ	iᴇ	3	览		17	8	览	#iᴇ
1413	tɕ	iᴇ	3	笕		17	8	笕	#iᴇ
1414	tɕ	ie	5	再		17	8	再	#ie
1415	tɕ	ie	5	债		17	8	债	#ie
1416	tɕ	ie	5	载		17	8	载	#ie
1417	tɕ	ie	5	最		17	8	最	#ie
1418	tɕ	iᴇ	5	见		17	8	见	#iᴇ
1419	tɕ	iᴇ	5	占		17	8	占	#iᴇ
1420	tɕ	iᴇ	5	战		17	8	战	#iᴇ
1421	tɕ	iᴇ	5	箭		17	8	箭	#iᴇ
1422	tɕ	iᴇ	5	剑		17	8	剑	#iᴇ
1423	tɕ	iᴇ	5	荐		17	8	荐	#iᴇ
1424	tɕ	iᴇ	5	建		17	8	建	#iᴇ
1425	tɕ	iᴇ	5	颤		17	8	颤	#iᴇ
1426	tɕ	iᴇ	5	犍		17	8	犍	#iᴇ
1427	tɕ	iᴇ	5	牮		17	8	牮	#iᴇ
1428	tɕ	ie	5	宰		17	8	宰	#ie
1429	tɕ	ie	7	摘		17	8	摘	#ie
1430	tɕ	ie	7	则		17	8	则	#ie
1431	tɕ	ie	7	责		17	8	责	#ie
1432	tɕ	iᴇ	7	接		17	8	接	#iᴇ
1433	tɕ	iᴇ	7	节		17	8	节	#iᴇ
1434	tɕ	iᴇ	7	结		17	8	结	#iᴇ
1435	tɕ	iᴇ	7	洁		17	8	洁	#iᴇ
1436	tɕ	iᴇ	7	揭		17	8	揭	#iᴇ
1437	tɕ	iᴇ	7	浙		17	8	浙	#iᴇ
1438	tɕ	iᴇ	7	哲		17	8	哲	#iᴇ
1439	tɕ	iᴇ	7	蛰		17	8	蛰	#iᴇ
1440	tɕ	iᴇ	7	摺		17	8	摺	#iᴇ
1441	tɕ	iᴇ	7	褶		17	8	褶	#iᴇ
1442	tɕ	iᴇ	7	折	打〜	17	8	折{打〜}	#iᴇ
1443	tɕ	ie	7	测		17	8	测	#ie
1444	tɕ	iᴇ	7	沽		17	8	沽	#iᴇ
1445	tɕ	iᴇ	7	䥛		17	8	䥛	#iᴇ
1446	tɕ	iᴇ	7	劫		17	8	劫	#iᴇ
1447	tɕʰ	ie	1	猜		18	8	猜	#ie
1448	tɕʰ	ie	1	钗		18	8	钗	#ie
1449	tɕʰ	iᴇ	1	千		18	8	千	#iᴇ
1450	tɕʰ	iᴇ	1	迁		18	8	迁	#iᴇ
1451	tɕʰ	iᴇ	1	歼		18	8	歼	#iᴇ
1452	tɕʰ	iᴇ	1	谦		18	8	谦	#iᴇ
1453	tɕʰ	iᴇ	1	签		18	8	签	#iᴇ
1454	tɕʰ	iᴇ	1	牵		18	8	牵	#iᴇ
1455	tɕʰ	ie	1	差	出〜	18	8	差{出〜}	#ie
4669	tɕʰ	iᴇ	1	□	插	18	8	□{插}	#iᴇ
1457	tɕʰ	ie	3	睬		18	8	睬	#ie
1458	tɕʰ	ie	3	彩		18	8	彩	#ie
1459	tɕʰ	ie	3	采		18	8	采	#ie
1460	tɕʰ	iᴇ	3	浅		18	8	浅	#iᴇ
1461	tɕʰ	iᴇ	3	遣		18	8	遣	#iᴇ
1462	tɕʰ	iᴇ	3	歉		18	8	歉	#iᴇ
1463	tɕʰ	ie	5	菜		18	8	菜	#ie
1464	tɕʰ	ie	5	蔡		18	8	蔡	#ie
1465	tɕʰ	iᴇ	5	欠		18	8	欠	#iᴇ
1466	tɕʰ	iᴇ	5	歉		18	8	歉	#iᴇ
1467	tɕʰ	ie	7	拆		18	8	拆	#ie
1468	tɕʰ	ie	7	策		18	8	策	#ie
1469	tɕʰ	ie	7	册		18	8	册	#ie
1470	tɕʰ	iᴇ	7	切		18	8	切	#iᴇ
1471	tɕʰ	iᴇ	7	妾		18	8	妾	#iᴇ
1472	tɕʰ	iᴇ	7	挈		18	8	挈	#iᴇ
1473	tɕʰ	ie	7	测		18	8	测	#ie
1474	tɕʰ	iᴇ	7	怯		18	8	怯	#iᴇ
1475	tɕʰ	iᴇ	7	揭		18	8	揭	#iᴇ
1476	dʑ	iᴇ	2	钱		19	8	钱	#iᴇ
1477	dʑ	iᴇ	2	钳		19	8	钳	#iᴇ
1478	dʑ	iᴇ	2	乾		19	8	乾	#iᴇ
1479	dʑ	iᴇ	2	掮		19	8	掮	#iᴇ
1480	dʑ	iᴇ	2	虔		19	8	虔	#iᴇ
1481	dʑ	iᴇ	4	件		19	8	件	#iᴇ
1482	dʑ	iᴇ	4	俭		19	8	俭	#iᴇ
1483	dʑ	iᴇ	6	健		19	8	健	#iᴇ
1484	dʑ	iᴇ	6	缠		19	8	缠	#iᴇ
1485	dʑ	iᴇ	6	键		19	8	键	#iᴇ
1486	dʑ	iᴇ	6	腱		19	8	腱	#iᴇ
1487	dʑ	ie	8	宅		19	8	宅	#ie
1488	dʑ	ie	8	择		19	8	择	#ie
1489	dʑ	ie	8	泽		19	8	泽	#ie
1490	dʑ	iᴇ	8	杰		19	8	杰	#iᴇ
1491	dʑ	iᴇ	8	撤		19	8	撤	#iᴇ
1492	dʑ	iᴇ	8	彻		19	8	彻	#iᴇ
1494	dʑ	ie	8	怿		19	8	怿	#ie
1495	dʑ	iᴇ	8	辙		19	8	辙	#iᴇ
1496	dʑ	iᴇ	8	掷		19	8	掷	#iᴇ
4643	dʑ	ie	8	□	把湿的东西挂起来滴干水份	19	8	□{把湿的东西挂起来滴干水份}	#ie
4670	dʑ	iᴇ	8	□	泼水	19	8	□{泼水}	#iᴇ
1497	ȵ	iᴇ	1	研		20	8	研	#iᴇ
1498	ȵ	iᴇ	1	黏		20	8	黏	#iᴇ
1499	ȵ	iᴇ	1	粘		20	8	粘	#iᴇ
1500	ȵ	iᴇ	2	严		20	8	严	#iᴇ
1501	ȵ	iᴇ	2	年		20	8	年	#iᴇ
1502	ȵ	iᴇ	2	言		20	8	言	#iᴇ
1503	ȵ	iᴇ	2	捻		20	8	捻	#iᴇ
1504	ȵ	iᴇ	4	染		20	8	染	#iᴇ
1505	ȵ	iᴇ	4	碾		20	8	碾	#iᴇ
1506	ȵ	iᴇ	4	撵		20	8	撵	#iᴇ
1507	ȵ	iᴇ	4	辇		20	8	辇	#iᴇ
1508	ȵ	iᴇ	4	俨		20	8	俨	#iᴇ
1509	ȵ	iᴇ	6	念		20	8	念	#iᴇ
1510	ȵ	iᴇ	6	验		20	8	验	#iᴇ
1511	ȵ	iᴇ	6	酽		20	8	酽	#iᴇ
1512	ȵ	iᴇ	6	谚		20	8	谚	#iᴇ
1513	ȵ	iᴇ	8	热		20	8	热	#iᴇ
1514	ȵ	iᴇ	8	聂		20	8	聂	#iᴇ
1515	ȵ	iᴇ	8	苶		20	8	苶	#iᴇ
1516	ȵ	iᴇ	8	蹑		20	8	蹑	#iᴇ
1517	ȵ	iᴇ	8	镊		20	8	镊	#iᴇ
1518	ɕ	iᴇ	1	轩		21	8	轩	#iᴇ
1519	ɕ	iᴇ	1	膻		21	8	膻	#iᴇ
1520	ɕ	iᴇ	3	显		21	8	显	#iᴇ
1521	ɕ	iᴇ	3	险		21	8	险	#iᴇ
1522	ɕ	iᴇ	5	献		21	8	献	#iᴇ
1523	ɕ	iᴇ	5	宪		21	8	宪	#iᴇ
1524	ɕ	iᴇ	5	苋		21	8	苋	#iᴇ
1525	ɕ	iᴇ	5	显		21	8	显	#iᴇ
1526	ɕ	iᴇ	7	歇		21	8	歇	#iᴇ
1527	ɕ	iᴇ	7	胁		21	8	胁	#iᴇ
1528	ɕ	iᴇ	7	蝎		21	8	蝎	#iᴇ
4373	ɦ	iᴇ	2	砚		27	8	砚	#iᴇ
4374	ɦ	iᴇ	2	兖		27	8	兖	#iᴇ
4463	ɦ	iᴇ	2	盐		27	8	盐	#iᴇ
4464	ɦ	iᴇ	2	炎		27	8	炎	#iᴇ
4465	ɦ	iᴇ	2	延		27	8	延	#iᴇ
4466	ɦ	iᴇ	2	檐		27	8	檐	#iᴇ
4467	ɦ	iᴇ	2	筵		27	8	筵	#iᴇ
4468	ɦ	iᴇ	2	硯		27	8	硯	#iᴇ
4469	ɦ	iᴇ	2	现		27	8	现	#iᴇ
4470	ɦ	iᴇ	2	沿		27	8	沿	#iᴇ
4471	ɦ	iᴇ	2	阎		27	8	阎	#iᴇ
4472	ɦ	iᴇ	2	弦		27	8	弦	#iᴇ
4473	ɦ	iᴇ	2	贤		27	8	贤	#iᴇ
4474	ɦ	iᴇ	2	涎		27	8	涎	#iᴇ
4580	ɦ	iᴇ	2	铅		27	8	铅	#iᴇ
4375	ɦ	iᴇ	4	焰		27	8	焰	#iᴇ
4396	ɦ	iᴇ	4	魇		27	8	魇	#iᴇ
4475	ɦ	iᴇ	4	演		27	8	演	#iᴇ
4397	ɦ	iᴇ	6	艳		27	8	艳	#iᴇ
4476	ɦ	iᴇ	6	馅		27	8	馅	#iᴇ
4477	ɦ	iᴇ	6	腌		27	8	腌	#iᴇ
4478	ɦ	iᴇ	6	现		27	8	现	#iᴇ
4479	ɦ	iᴇ	8	叶		27	8	叶	#iᴇ
1529	〇	iᴇ	1	淹		43	8	淹	#iᴇ
1530	〇	iᴇ	1	烟		43	8	烟	#iᴇ
1532	〇	iᴇ	1	蔫	食物变质	43	8	蔫{食物变质}	#iᴇ
