ID	声	韵	调	字	注释	声母序	韵母序	带注释的字	韵母
543	〇	i	3	尹		43	2	尹	#i
544	〇	i	5	忆		43	2	忆	#i
545	〇	i	5	亿		43	2	亿	#i
546	〇	i	5	意		43	2	意	#i
547	〇	i	5	要	白	43	2	要{白}	#i
548	〇	i	5	易	容～	43	2	易{容～}	#i
549	〇	i	5	翳		43	2	翳	#i
550	p	u	1	波		1	3	波	#u
551	p	u	1	播		1	3	播	#u
552	p	u	1	玻		1	3	玻	#u
553	p	u	1	菠		1	3	菠	#u
554	p	u	1	坡		1	3	坡	#u
555	p	u	1	跛		1	3	跛	#u
556	p	u	3	补		1	3	补	#u
557	p	u	5	布		1	3	布	#u
558	p	u	5	怖		1	3	怖	#u
559	pʰ	u	1	铺	〜床	2	3	铺{〜床}	#u
560	pʰ	u	1	颇		2	3	颇	#u
561	pʰ	u	3	普		2	3	普	#u
562	pʰ	u	3	浦		2	3	浦	#u
563	pʰ	u	3	颇		2	3	颇	#u
564	pʰ	u	3	脯	杏〜	2	3	脯{杏〜}	#u
565	pʰ	u	3	谱		2	3	谱	#u
566	pʰ	u	5	破	文	2	3	破{文}	#u
567	pʰ	u	5	铺	店〜	2	3	铺{店〜}	#u
568	b	u	2	蒲		3	3	蒲	#u
569	b	u	2	葡		3	3	葡	#u
570	b	u	2	菩		3	3	菩	#u
571	b	u	2	婆		3	3	婆	#u
572	b	u	4	部		3	3	部	#u
573	b	u	4	簿		3	3	簿	#u
574	b	u	6	步		3	3	步	#u
575	b	u	6	捕		3	3	捕	#u
576	b	u	6	埠		3	3	埠	#u
577	b	u	6	孵	白	3	3	孵{白}	#u
579	b	u	6	菢		3	3	菢	#u
4606	b	u	6	□	涉水荸	3	3	□{涉水荸}	#u
580	f	u	1	夫		5	3	夫	#u
581	f	u	1	肤		5	3	肤	#u
582	f	u	1	跗		5	3	跗	#u
583	f	u	1	敷		5	3	敷	#u
584	f	u	1	俘		5	3	俘	#u
585	f	u	1	呼		5	3	呼	#u
586	f	u	1	孵	文	5	3	孵{文}	#u
587	f	u	1	乎	几～	5	3	乎{几～}	#u
588	f	u	1	麸		5	3	麸	#u
589	f	u	3	火		5	3	火	#u
590	f	u	3	虎		5	3	虎	#u
591	f	u	3	浒		5	3	浒	#u
592	f	u	3	伙		5	3	伙	#u
593	f	u	3	府		5	3	府	#u
594	f	u	3	辅		5	3	辅	#u
595	f	u	3	釜		5	3	釜	#u
596	f	u	3	腑		5	3	腑	#u
597	f	u	3	俯		5	3	俯	#u
598	f	u	3	脯	胸～	5	3	脯{胸～}	#u
599	f	u	3	弗	部	5	3	弗{部}	#u
600	f	u	3	斧		5	3	斧	#u
601	f	u	3	甫		5	3	甫	#u
602	f	u	5	副		5	3	副	#u
603	f	u	5	富		5	3	富	#u
604	f	u	5	付		5	3	付	#u
605	f	u	5	赴		5	3	赴	#u
606	f	u	5	赋		5	3	赋	#u
607	f	u	5	讣		5	3	讣	#u
608	f	u	5	咐		5	3	咐	#u
609	f	u	5	货		5	3	货	#u
610	f	u	5	戽		5	3	戽	#u
611	f	u	5	博	姓	5	3	博{姓}	#u
612	f	u	5	傅		5	3	傅	#u
613	f	u	5	伙		5	3	伙	#u
614	f	u	5	辅		5	3	辅	#u
4607	f	u	7	□	漱口	5	3	□{漱口}	#u
616	v	u	2	湖		6	3	湖	#u
617	v	u	2	胡		6	3	胡	#u
618	v	u	2	糊		6	3	糊	#u
619	v	u	2	蝴		6	3	蝴	#u
620	v	u	2	瑚		6	3	瑚	#u
621	v	u	2	壶		6	3	壶	#u
622	v	u	2	狐		6	3	狐	#u
623	v	u	2	和		6	3	和	#u
624	v	u	2	禾		6	3	禾	#u
625	v	u	2	鹄		6	3	鹄	#u
626	v	u	2	扶		6	3	扶	#u
627	v	u	2	浮		6	3	浮	#u
628	v	u	2	符		6	3	符	#u
629	v	u	2	芙		6	3	芙	#u
630	v	u	2	荷	～荷	6	3	荷{～荷}	#u
631	v	u	2	乎	在～	6	3	乎{在～}	#u
632	v	u	2	抚		6	3	抚	#u
633	v	u	2	无		6	3	无	#u
634	v	u	2	沪		6	3	沪	#u
635	v	u	2	巫		6	3	巫	#u
636	v	u	4	祸		6	3	祸	#u
637	v	u	4	户		6	3	户	#u
638	v	u	4	沪		6	3	沪	#u
639	v	u	4	负		6	3	负	#u
640	v	u	4	父		6	3	父	#u
641	v	u	4	腐		6	3	腐	#u
642	v	u	4	妇		6	3	妇	#u
643	v	u	4	舞		6	3	舞	#u
644	v	u	4	武		6	3	武	#u
645	v	u	4	侮		6	3	侮	#u
646	v	u	4	鹉		6	3	鹉	#u
647	v	u	4	傅	师～	6	3	傅{师～}	#u
648	v	u	6	护		6	3	护	#u
649	v	u	6	互		6	3	互	#u
650	v	u	6	雾		6	3	雾	#u
651	v	u	6	务		6	3	务	#u
652	v	u	6	附		6	3	附	#u
654	v	u	6	瓠		6	3	瓠	#u
655	v	u	6	扶		6	3	扶	#u
656	v	u	6	芙		6	3	芙	#u
657	v	u	6	腐		6	3	腐	#u
4608	v	u	6	□	传染	6	3	□{传染}	#u
658	d	u	2	头		9	3	头	#u
659	d	u	6	豆		9	3	豆	#u
660	d	u	6	大	白	9	3	大{白}	#u
4609	l	u	1	□	挠痒痒	11	3	□{挠痒痒}	#u
662	l	u	8	六		11	3	六	#u
663	l	u	8	陆		11	3	陆	#u
664	s	u	1	叔		15	3	叔	#u
665	s	u	1	肃		15	3	肃	#u
666	s	u	1	疏		15	3	疏	#u
667	s	u	7	肃		15	3	肃	#u
668	s	u	7	叔		15	3	叔	#u
669	z	u	8	淑		16	3	淑	#u
670	z	u	8	熟		16	3	熟	#u
671	z	u	8	褥		16	3	褥	#u
672	z	u	8	辱		16	3	辱	#u
673	k	u	1	锅		22	3	锅	#u
674	k	u	1	姑		22	3	姑	#u
675	k	u	1	孤		22	3	孤	#u
676	k	u	1	箍		22	3	箍	#u
677	k	u	1	菇		22	3	菇	#u
678	k	u	1	戈		22	3	戈	#u
679	k	u	1	裹		22	3	裹	#u
681	k	u	1	牯		22	3	牯	#u
4610	k	u	1	□	哮～：哮喘	22	3	□{哮～：哮喘}	#u
682	k	u	3	果		22	3	果	#u
683	k	u	3	古		22	3	古	#u
684	k	u	3	股		22	3	股	#u
685	k	u	3	鼓		22	3	鼓	#u
686	k	u	3	牯		22	3	牯	#u
688	k	u	3	餜		22	3	餜	#u
689	k	u	3	固		22	3	固	#u
4611	k	u	3	□	搅和	22	3	□{搅和}	#u
690	k	u	5	过		22	3	过	#u
691	k	u	5	故		22	3	故	#u
692	k	u	5	顾		22	3	顾	#u
693	k	u	5	雇		22	3	雇	#u
694	k	u	5	固		22	3	固	#u
695	k	u	7	谷		22	3	谷	#u
696	kʰ	u	1	棵		23	3	棵	#u
697	kʰ	u	1	颗		23	3	颗	#u
698	kʰ	u	1	科		23	3	科	#u
699	kʰ	u	1	窠		23	3	窠	#u
700	kʰ	u	1	枯		23	3	枯	#u
701	kʰ	u	1	估		23	3	估	#u
702	kʰ	u	3	苦		23	3	苦	#u
703	kʰ	u	5	裤		23	3	裤	#u
704	kʰ	u	5	库		23	3	库	#u
705	kʰ	u	5	课		23	3	课	#u
706	kʰ	u	7	哭		23	3	哭	#u
707	kʰ	u	7	酷		23	3	酷	#u
4612	ɡ	u	2	□	〜：一种很痒的皮肤病	25	3	□{〜：一种很痒的皮肤病}	#u
4613	ɡ	u	4	□	蜷缩	25	3	□{蜷缩}	#u
710	〇	u	1	污		43	3	污	#u
711	〇	u	1	乌		43	3	乌	#u
712	〇	u	1	诬		43	3	诬	#u
713	〇	u	1	巫		43	3	巫	#u
714	〇	u	1	坞		43	3	坞	#u
715	〇	u	1	蜗		43	3	蜗	#u
716	〇	u	1	窝		43	3	窝	#u
717	〇	u	1	倭		43	3	倭	#u
718	〇	u	5	提		43	3	提	#u
719	〇	u	5	恶	可〜	43	3	恶{可〜}	#u
721	〇	u	5	屙		43	3	屙	#u
722	〇	u	5	握		43	3	握	#u
723	〇	u	5	沃		43	3	沃	#u
4614	〇	u	5	□	大便	43	3	□{大便}	#u
724	〇	u	7	屋		43	3	屋	#u
725	〇	u	7	沃		43	3	沃	#u
726	t	y	1	都		7	4	都	#y
727	t	y	3	堵		7	4	堵	#y
728	t	y	3	赌		7	4	赌	#y
729	t	y	3	肚	鱼～	7	4	肚{鱼～}	#y
730	t	y	5	妒		7	4	妒	#y
731	t	y	5	妬		7	4	妬	#y
732	tʰ	y	3	土		8	4	土	#y
733	tʰ	y	3	吐	〜痰	8	4	吐{〜痰}	#y
734	tʰ	y	5	兔		8	4	兔	#y
735	tʰ	y	5	吐	～泻	8	4	吐{～泻}	#y
736	d	y	2	徒		9	4	徒	#y
737	d	y	2	图		9	4	图	#y
738	d	y	2	涂		9	4	涂	#y
739	d	y	2	屠		9	4	屠	#y
740	d	y	2	途		9	4	途	#y
741	d	y	4	杜		9	4	杜	#y
742	d	y	4	肚	〜皮	9	4	肚{〜皮}	#y
743	d	y	6	度		9	4	度	#y
744	d	y	6	渡		9	4	渡	#y
745	d	y	6	镀		9	4	镀	#y
746	l	y	2	卢		11	4	卢	#y
747	l	y	2	炉		11	4	炉	#y
748	l	y	2	芦		11	4	芦	#y
749	l	y	2	庐		11	4	庐	#y
750	l	y	2	鸬		11	4	鸬	#y
751	l	y	2	颅		11	4	颅	#y
752	l	y	2	鲈		11	4	鲈	#y
753	l	y	4	卤		11	4	卤	#y
754	l	y	4	吕		11	4	吕	#y
755	l	y	4	旅		11	4	旅	#y
756	l	y	4	屡		11	4	屡	#y
757	l	y	4	橹		11	4	橹	#y
758	l	y	4	履		11	4	履	#y
759	l	y	6	路		11	4	路	#y
760	l	y	6	类		11	4	类	#y
761	l	y	6	虑		11	4	虑	#y
762	l	y	6	滤		11	4	滤	#y
763	l	y	6	露	〜水	11	4	露{〜水}	#y
764	l	y	6	鹭		11	4	鹭	#y
765	l	y	6	裸		11	4	裸	#y
766	s	y	1	苏		15	4	苏	#y
767	s	y	1	书		15	4	书	#y
768	s	y	1	酥		15	4	酥	#y
769	s	y	1	舒		15	4	舒	#y
770	s	y	1	须		15	4	须	#y
771	s	y	1	需		15	4	需	#y
772	s	y	1	输		15	4	输	#y
773	s	y	1	虽		15	4	虽	#y
774	s	y	1	绥		15	4	绥	#y
775	s	y	1	尿	白	15	4	尿{白}	#y
776	s	y	1	梳	文	15	4	梳{文}	#y
777	s	y	3	水		15	4	水	#y
778	s	y	3	黍		15	4	黍	#y
779	s	y	3	署		15	4	署	#y
780	s	y	3	数	动词	15	4	数{动词}	#y
781	s	y	5	黎		15	4	黎	#y
782	s	y	5	诉		15	4	诉	#y
783	s	y	5	岁		15	4	岁	#y
784	s	y	5	税		15	4	税	#y
785	s	y	5	恕		15	4	恕	#y
786	s	y	5	庶		15	4	庶	#y
787	s	y	5	戍		15	4	戍	#y
788	s	y	5	素	白	15	4	素{白}	#y
790	s	y	5	数	心中有～	15	4	数{心中有～}	#y
791	s	y	5	塑		15	4	塑	#y
792	s	y	5	曙		15	4	曙	#y
793	s	y	5	絮		15	4	絮	#y
794	s	y	5	黍		15	4	黍	#y
4615	s	y	5	□	租	15	4	□{租}	#y
795	s	y	7	戍		15	4	戍	#y
4616	s	y	7	□	毛边	15	4	□{毛边}	#y
797	z	y	2	如		16	4	如	#y
798	z	y	2	谁		16	4	谁	#y
799	z	y	2	儒		16	4	儒	#y
800	z	y	2	随		16	4	随	#y
801	z	y	2	隋		16	4	隋	#y
802	z	y	2	薯		16	4	薯	#y
803	z	y	2	殊		16	4	殊	#y
804	z	y	2	汝		16	4	汝	#y
805	z	y	4	序		16	4	序	#y
806	z	y	4	竖		16	4	竖	#y
807	z	y	4	聚		16	4	聚	#y
808	z	y	4	乳		16	4	乳	#y
809	z	y	4	叙		16	4	叙	#y
810	z	y	4	汝		16	4	汝	#y
811	z	y	4	揣		16	4	揣	#y
812	z	y	4	署		16	4	署	#y
813	z	y	6	遂		16	4	遂	#y
814	z	y	6	树		16	4	树	#y
815	z	y	6	随		16	4	随	#y
816	z	y	6	瑞	瑞安市，温州一地名	16	4	瑞{瑞安市，温州一地名}	#y
817	z	y	6	穗		16	4	穗	#y
818	z	y	8	术		16	4	术	#y
819	z	y	8	述		16	4	述	#y
820	z	y	8	秫		16	4	秫	#y
821	z	y	8	隧		16	4	隧	#y
822	z	y	8	遂		16	4	遂	#y
823	tɕ	y	1	租		17	4	租	#y
824	tɕ	y	1	诸		17	4	诸	#y
825	tɕ	y	1	居		17	4	居	#y
826	tɕ	y	1	朱		17	4	朱	#y
827	tɕ	y	1	珠		17	4	珠	#y
828	tɕ	y	1	株		17	4	株	#y
829	tɕ	y	1	蛛		17	4	蛛	#y
830	tɕ	y	1	诛		17	4	诛	#y
831	tɕ	y	1	拘		17	4	拘	#y
832	tɕ	y	1	驹		17	4	驹	#y
833	tɕ	y	1	追		17	4	追	#y
834	tɕ	y	1	龟		17	4	龟	#y
835	tɕ	y	1	椎		17	4	椎	#y
836	tɕ	y	1	圭		17	4	圭	#y
837	tɕ	y	1	闺		17	4	闺	#y
838	tɕ	y	1	车	～马炮	17	4	车{～马炮}	#y
839	tɕ	y	1	规	圆～	17	4	规{圆～}	#y
840	tɕ	y	1	归	当〜	17	4	归{当〜}	#y
841	tɕ	y	1	殊		17	4	殊	#y
842	tɕ	y	1	锥		17	4	锥	#y
843	tɕ	y	1	轨		17	4	轨	#y
844	tɕ	y	3	举		17	4	举	#y
845	tɕ	y	3	主		17	4	主	#y
846	tɕ	y	3	轨		17	4	轨	#y
847	tɕ	y	3	鬼		17	4	鬼	#y
848	tɕ	y	3	嘴		17	4	嘴	#y
849	tɕ	y	3	诡		17	4	诡	#y
850	tɕ	y	3	祖		17	4	祖	#y
851	tɕ	y	3	癸		17	4	癸	#y
852	tɕ	y	3	矩	规〜	17	4	矩{规〜}	#y
853	tɕ	y	3	愧		17	4	愧	#y
854	tɕ	y	5	据		17	4	据	#y
855	tɕ	y	5	注		17	4	注	#y
856	tɕ	y	5	季		17	4	季	#y
857	tɕ	y	5	贵		17	4	贵	#y
858	tɕ	y	5	拄		17	4	拄	#y
859	tɕ	y	5	驻		17	4	驻	#y
860	tɕ	y	5	铸		17	4	铸	#y
861	tɕ	y	5	著		17	4	著	#y
862	tɕ	y	5	褚		17	4	褚	#y
863	tɕ	y	5	愧		17	4	愧	#y
864	tɕ	y	5	醉	白	17	4	醉{白}	#y
865	tɕ	y	5	蛀		17	4	蛀	#y
866	tɕ	y	5	句		17	4	句	#y
867	tɕ	y	5	锯		17	4	锯	#y
4617	tɕ	y	7	□	吸吮	17	4	□{吸吮}	#y
869	tɕʰ	y	1	粗		18	4	粗	#y
870	tɕʰ	y	1	吹		18	4	吹	#y
871	tɕʰ	y	1	炊		18	4	炊	#y
872	tɕʰ	y	1	区		18	4	区	#y
873	tɕʰ	y	1	驱		18	4	驱	#y
874	tɕʰ	y	1	枢		18	4	枢	#y
875	tɕʰ	y	1	趋		18	4	趋	#y
876	tɕʰ	y	1	蛆		18	4	蛆	#y
877	tɕʰ	y	3	取		18	4	取	#y
878	tɕʰ	y	3	耍		18	4	耍	#y
879	tɕʰ	y	3	娶		18	4	娶	#y
880	tɕʰ	y	5	趣		18	4	趣	#y
881	tɕʰ	y	5	处		18	4	处	#y
882	tɕʰ	y	5	醋		18	4	醋	#y
883	tɕʰ	y	5	去	文	18	4	去{文}	#y
884	dʑ	y	2	储		19	4	储	#y
885	dʑ	y	2	除		19	4	除	#y
886	dʑ	y	2	渠		19	4	渠	#y
887	dʑ	y	2	厨		19	4	厨	#y
888	dʑ	y	2	瞿		19	4	瞿	#y
889	dʑ	y	2	葵		19	4	葵	#y
890	dʑ	y	2	逵		19	4	逵	#y
891	dʑ	y	2	锤		19	4	锤	#y
892	dʑ	y	2	垂		19	4	垂	#y
893	dʑ	y	2	槌		19	4	槌	#y
894	dʑ	y	2	惧		19	4	惧	#y
895	dʑ	y	4	绪		19	4	绪	#y
896	dʑ	y	4	巨		19	4	巨	#y
897	dʑ	y	4	拒		19	4	拒	#y
898	dʑ	y	4	柱		19	4	柱	#y
899	dʑ	y	4	跪		19	4	跪	#y
900	dʑ	y	4	距	矩〜	19	4	距{矩〜}	#y
901	dʑ	y	6	住		19	4	住	#y
902	dʑ	y	6	具		19	4	具	#y
903	dʑ	y	6	俱		19	4	俱	#y
904	dʑ	y	6	惧		19	4	惧	#y
905	dʑ	y	6	橞		19	4	橞	#y
906	dʑ	y	6	柜		19	4	柜	#y
907	dʑ	y	6	坠		19	4	坠	#y
908	dʑ	y	6	穗		19	4	穗	#y
909	dʑ	y	6	垂		19	4	垂	#y
910	dʑ	y	6	逵		19	4	逵	#y
911	dʑ	y	8	术		19	4	术	#y
912	ȵ	y	2	危		20	4	危	#y
913	ȵ	y	2	愚		20	4	愚	#y
914	ȵ	y	2	虞		20	4	虞	#y
915	ȵ	y	2	伪		20	4	伪	#y
916	ȵ	y	4	女		20	4	女	#y
917	ȵ	y	4	语		20	4	语	#y
918	ȵ	y	4	御		20	4	御	#y
919	ȵ	y	4	遇		20	4	遇	#y
920	ȵ	y	4	寓		20	4	寓	#y
921	ȵ	y	4	蕊		20	4	蕊	#y
922	ȵ	y	6	遇		20	4	遇	#y
923	ȵ	y	6	御		20	4	御	#y
924	ȵ	y	6	寓		20	4	寓	#y
925	ȵ	y	6	伪		20	4	伪	#y
926	ȵ	y	6	蕊		20	4	蕊	#y
927	ɕ	y	1	虚		21	4	虚	#y
928	ɕ	y	1	嘘		21	4	嘘	#y
929	ɕ	y	1	辉		21	4	辉	#y
930	ɕ	y	1	挥		21	4	挥	#y
931	ɕ	y	1	吁		21	4	吁	#y
932	ɕ	y	1	麾		21	4	麾	#y
933	ɕ	y	3	许		21	4	许	#y
934	ɕ	y	3	毁		21	4	毁	#y
935	ɕ	y	5	讳		21	4	讳	#y
936	ɕ	y	5	庶		21	4	庶	#y
937	ɕ	y	5	恕		21	4	恕	#y
938	ɕ	y	5	纬		21	4	纬	#y
939	ɕ	y	5	毁		21	4	毁	#y
4618	ɕ	y	7	□	理睬	21	4	□{理睬}	#y
4382	ɦ	y	2	愈		27	4	愈	#y
4402	ɦ	y	2	与		27	4	与	#y
4403	ɦ	y	2	誉		27	4	誉	#y
4404	ɦ	y	2	预		27	4	预	#y
4405	ɦ	y	2	唯		27	4	唯	#y
4406	ɦ	y	2	伟		27	4	伟	#y
4407	ɦ	y	2	苇		27	4	苇	#y
4408	ɦ	y	2	讳		27	4	讳	#y
4428	ɦ	y	2	余		27	4	余	#y
4429	ɦ	y	2	惟		27	4	惟	#y
4430	ɦ	y	2	维		27	4	维	#y
4431	ɦ	y	2	围		27	4	围	#y
4432	ɦ	y	2	违		27	4	违	#y
4433	ɦ	y	2	俞		27	4	俞	#y
4434	ɦ	y	2	榆		27	4	榆	#y
4435	ɦ	y	2	逾		27	4	逾	#y
4436	ɦ	y	2	愉		27	4	愉	#y
4437	ɦ	y	2	于		27	4	于	#y
4438	ɦ	y	2	盂		27	4	盂	#y
4439	ɦ	y	2	遗		27	4	遗	#y
4440	ɦ	y	2	舁		27	4	舁	#y
4578	ɦ	y	2	为		27	4	为	#y
4441	ɦ	y	4	雨		27	4	雨	#y
4442	ɦ	y	4	宇		27	4	宇	#y
4443	ɦ	y	4	羽		27	4	羽	#y
4444	ɦ	y	4	禹		27	4	禹	#y
4445	ɦ	y	4	伟		27	4	伟	#y
4446	ɦ	y	4	苇		27	4	苇	#y
4447	ɦ	y	4	唯		27	4	唯	#y
4448	ɦ	y	4	与		27	4	与	#y
4449	ɦ	y	4	俞		27	4	俞	#y
4383	ɦ	y	6	芋		27	4	芋	#y
4384	ɦ	y	6	位		27	4	位	#y
4450	ɦ	y	6	誉		27	4	誉	#y
4451	ɦ	y	6	竽		27	4	竽	#y
4452	ɦ	y	6	喻		27	4	喻	#y
4453	ɦ	y	6	卫		27	4	卫	#y
4454	ɦ	y	6	惠		27	4	惠	#y
4455	ɦ	y	6	慧		27	4	慧	#y
4456	ɦ	y	6	胃		27	4	胃	#y
4457	ɦ	y	6	谓		27	4	谓	#y
4458	ɦ	y	6	裕		27	4	裕	#y
4459	ɦ	y	6	猬		27	4	猬	#y
4460	ɦ	y	6	纬		27	4	纬	#y
4461	ɦ	y	6	豫		27	4	豫	#y
4462	ɦ	y	6	预		27	4	预	#y
4579	ɦ	y	6	为		27	4	为	#y
941	〇	y	1	迂		43	4	迂	#y
942	〇	y	1	威		43	4	威	#y
943	〇	y	1	萎		43	4	萎	#y
944	〇	y	1	淤		43	4	淤	#y
945	〇	y	1	吁		43	4	吁	#y
946	〇	y	1	于		43	4	于	#y
947	〇	y	3	委		43	4	委	#y
948	〇	y	3	椅		43	4	椅	#y
949	〇	y	3	慰		43	4	慰	#y
950	〇	y	5	喂		43	4	喂	#y
951	〇	y	5	慰		43	4	慰	#y
952	〇	ŋ	5	耳		43	4	耳	#ŋ
953	〇	y	5	畏		43	4	畏	#y
954	t	ø	1	敦		7	5	敦	#ø
955	t	ø	1	端		7	5	端	#ø
956	t	ø	1	墩	文	7	5	墩{文}	#ø
957	t	ø	3	短		7	5	短	#ø
958	t	ø	5	锻		7	5	锻	#ø
959	t	ø	5	断	害命	7	5	断{害命}	#ø
960	t	ø	7	掇		7	5	掇	#ø
961	tʰ	ø	1	吞		8	5	吞	#ø
962	tʰ	ø	7	脱	文	8	5	脱{文}	#ø
963	tʰ	ø	7	讬		8	5	讬	#ø
964	tʰ	ø	7	托		8	5	托	#ø
965	d	ø	2	团		9	5	团	#ø
966	d	ø	2	臀		9	5	臀	#ø
967	d	ø	2	屯		9	5	屯	#ø
968	d	ø	2	豚		9	5	豚	#ø
969	d	ø	4	囤		9	5	囤	#ø
970	d	ø	4	断	文	9	5	断{文}	#ø
971	d	ø	4	屯		9	5	屯	#ø
972	d	ø	6	缎		9	5	缎	#ø
973	d	ø	6	钝		9	5	钝	#ø
974	d	ø	6	遁		9	5	遁	#ø
975	d	ø	6	段	文	9	5	段{文}	#ø
976	d	ø	8	突		9	5	突	#ø
977	d	ø	8	夺	文	9	5	夺{文}	#ø
978	n	ø	2	暖	文	10	5	暖{文}	#ø
979	n	ø	6	嫩		10	5	嫩	#ø
4619	l	ø	1	□	绕圈子走：用刀、剪圆圆的镂空	11	5	□{绕圈子走：用刀、剪圆圆的镂空}	#ø
981	l	ø	2	鸾		11	5	鸾	#ø
983	l	ø	2	栾		11	5	栾	#ø
984	l	ø	2	銮		11	5	銮	#ø
985	l	ø	2	峦		11	5	峦	#ø
986	l	ø	2	论		11	5	论	#ø
4620	l	ø	2	□	弄坏	11	5	□{弄坏}	#ø
987	l	ø	4	峦		11	5	峦	#ø
988	l	ø	6	乱		11	5	乱	#ø
989	l	ø	6	论		11	5	论	#ø
990	l	ø	8	粒	白	11	5	粒{白}	#ø
991	s	ø	1	孙		15	5	孙	#ø
992	s	ø	1	酸		15	5	酸	#ø
993	s	ø	1	闩		15	5	闩	#ø
994	s	ø	1	拴		15	5	拴	#ø
995	s	ø	3	损		15	5	损	#ø
996	s	ø	5	算		15	5	算	#ø
997	s	ø	5	蒜		15	5	蒜	#ø
998	s	ø	5	涮		15	5	涮	#ø
999	s	ø	5	逊		15	5	逊	#ø
1000	s	ø	7	刷		15	5	刷	#ø
1001	s	ø	7	涮		15	5	涮	#ø
1002	z	ø	2	存		16	5	存	#ø
1003	z	ø	2	蚕		16	5	蚕	#ø
1004	z	ø	4	凿		16	5	凿	#ø
1005	z	ø	8	凿		16	5	凿	#ø
1006	k	ø	1	竿		22	5	竿	#ø
1007	k	ø	7	葛		22	5	葛	#ø
1008	kʰ	ø	1	刊		23	5	刊	#ø
1009	kʰ	ø	3	款		23	5	款	#ø
1010	kʰ	ø	5	看		23	5	看	#ø
1011	kʰ	ø	7	丐		23	5	丐	#ø
1012	kʰ	ø	7	钙		23	5	钙	#ø
1013	h	ø	1	憨		26	5	憨	#ø
1014	h	ø	1	酣		26	5	酣	#ø
1015	h	ø	1	劓		26	5	劓	#ø
1016	h	ø	1	鼾		26	5	鼾	#ø
1017	h	ø	3	罕		26	5	罕	#ø
1018	h	ø	5	汉		26	5	汉	#ø
1019	h	ø	5	罕		26	5	罕	#ø
1020	ɦ	ø	2	寒		27	5	寒	#ø
1021	ɦ	ø	2	韩		27	5	韩	#ø
1022	ɦ	ø	4	旱		27	5	旱	#ø
1023	ɦ	ø	4	寒		27	5	寒	#ø
1024	ɦ	ø	6	汗		27	5	汗	#ø
1025	ɦ	ø	6	岸		27	5	岸	#ø
1026	ɦ	ø	6	翰		27	5	翰	#ø
1027	ɦ	ø	6	焊		27	5	焊	#ø
1028	〇	ø	1	安		43	5	安	#ø
1029	〇	ø	1	鞍		43	5	鞍	#ø
1030	〇	ø	1	桉		43	5	桉	#ø
1031	〇	ø	5	按		43	5	按	#ø
1032	〇	ø	5	案		43	5	案	#ø
1033	〇	ø	7	蔼		43	5	蔼	#ø
1035	〇	ø	7	哕		43	5	哕	#ø
4621	〇	ø	7	□	恶心	43	5	□{恶心}	#ø
1036	tɕ	iø	1	尊		17	6	尊	#iø
1037	tɕ	iø	1	遵		17	6	遵	#iø
1038	tɕ	iø	1	簪		17	6	簪	#iø
1039	tɕ	iø	1	钻	动词	17	6	钻{动词}	#iø
1040	tɕ	iø	1	砖		17	6	砖	#iø
1041	tɕ	iø	1	蹲		17	6	蹲	#iø
1042	tɕ	iø	3	纂		17	6	纂	#iø
1044	tɕ	iø	3	攒		17	6	攒	#iø
4622	tɕ	iø	3	□	髻	17	6	□{髻}	#iø
1045	tɕ	iø	5	钻	名词	17	6	钻{名词}	#iø
4623	tɕ	iø	7	□	灼	17	6	□{灼}	#iø
1047	tɕʰ	iø	1	参-		18	6	参-	#iø
1048	tɕʰ	iø	1	加		18	6	加	#iø
1049	tɕʰ	iø	1	村		18	6	村	#iø
1050	tɕʰ	iø	1	氽		18	6	氽	#iø
1051	tɕʰ	iø	3	喘		18	6	喘	#iø
1052	tɕʰ	iø	3	惨		18	6	惨	#iø
1053	tɕʰ	iø	3	忖	文	18	6	忖	#iø
1055	tɕʰ	iø	3	篡		18	6	篡	#iø
1056	tɕʰ	iø	3	纂		18	6	纂	#iø
1057	tɕʰ	iø	5	寸		18	6	寸	#iø
1058	tɕʰ	iø	5	算		18	6	算	#iø
1059	tɕʰ	iø	5	蹿		18	6	蹿	#iø
1060	tɕʰ	iø	5	窜	文	18	6	窜{文}	#iø
1061	dʑ	iø	2	撰		19	6	撰	#iø
1062	dʑ	iø	4	撰		19	6	撰	#iø
4624	dʑ	iø	6	□	塞、堵	19	6	□{塞、堵}	#iø
4625	dʑ	iø	6	□	藏置	19	6	□{藏置}	#iø
1064	p	e	1	拜		1	7	拜	#e
1065	p	e	5	拜		1	7	拜	#e
1066	p	e	7	百		1	7	百	#e
1067	p	e	7	伯		1	7	伯	#e
1068	p	e	7	柏		1	7	柏	#e
1069	p	e	7	迫		1	7	迫	#e
1070	p	e	7	檗		1	7	檗	#e
1071	p	e	7	擘	帖	1	7	擘{帖}	#e
1072	pʰ	e	5	派		2	7	派	#e
1073	pʰ	e	5	破	白	2	7	破{白}	#e
1074	pʰ	e	7	魄		2	7	魄	#e
1075	pʰ	e	7	拍		2	7	拍	#e
1076	pʰ	e	7	帕		2	7	帕	#e
1077	pʰ	e	7	掰		2	7	掰	#e
1078	pʰ	e	7	泊		2	7	泊	#e
1079	pʰ	e	7	擘		2	7	擘	#e
1080	b	e	2	排		3	7	排	#e
1081	b	e	2	牌		3	7	牌	#e
1083	b	e	4	罢		3	7	罢	#e
4626	b	e	4	□	口语助词，表完成	3	7	□{口语助词，表完成}	#e
1084	b	e	6	败		3	7	败	#e
