繁	簡	IPA	IPA無調	拼音	調值	解釋																																											
□		Ǿuəŋ⁴⁴	Ǿuəŋ	uen1	44	麥~：麥殼、麥芒等混合物																																											
穩	稳	Ǿuəŋ⁵¹	Ǿuəŋ	uen3	51																																												
□		Ǿuəŋ⁵¹	Ǿuəŋ	uen3	51	大魚游過水面時出現的漩渦																																											
魂	魂	Ǿuəŋ³⁴	Ǿuəŋ	uen2B	34																																												
餛	馄	Ǿuəŋ³⁴	Ǿuəŋ	uen2B	34																																												
渾	浑	Ǿuəŋ³⁴	Ǿuəŋ	uen2B	34	~水																																											
橫	横	Ǿuəŋ³⁴	Ǿuəŋ	uen2B	34	白																																											
君	君	tʃyŋ⁴⁴	tʃyŋ	ciun1	44																																												
軍	军	tʃyŋ⁴⁴	tʃyŋ	ciun1	44																																												
均	均	tʃyŋ⁴⁴	tʃyŋ	ciun1	44																																												
鈞	钧	tʃyŋ⁴⁴	tʃyŋ	ciun1	44																																												
皸	皲	tʃyŋ⁴⁴	tʃyŋ	ciun1	44																																												
龜	龟	tʃyŋ⁴⁴	tʃyŋ	ciun1	44																																												
尊	尊	tʃyŋ⁴⁴	tʃyŋ	ciun1	44																																												
遵	遵	tʃyŋ⁴⁴	tʃyŋ	ciun1	44																																												
菌	菌	tʃyŋ⁴⁴	tʃyŋ	ciun1	44	細~																																											
諄	谆	tʃyŋ⁴⁴	tʃyŋ	ciun1	44																																												
巾	巾	tʃyŋ⁴⁴	tʃyŋ	ciun1	44	頭~（孝帽）																																											
金	金	tʃyŋ⁴⁴	tʃyŋ	ciun1	44	~針（菜）																																											
準	准	tʃyŋ⁵¹	tʃyŋ	ciun3	51																																												
准	准	tʃyŋ⁵¹	tʃyŋ	ciun3	51	批~																																											
儘	尽	tʃyŋ⁵¹	tʃyŋ	ciun3	51	~喫，~前頭坐																																											
□		tʃyŋ⁵¹	tʃyŋ	ciun3	51	繩子、線等單位長度的迴旋數																																											
□		tʃyŋ⁵¹	tʃyŋ	ciun3	51	稱物時秤尾高，又叫[ɕiɪ̃⁴⁴]																																											
俊	俊	tʃyŋ³²⁴	tʃyŋ	ciun5	324																																												
駿	骏	tʃyŋ³²⁴	tʃyŋ	ciun5	324																																												
儁	俊	tʃyŋ³²⁴	tʃyŋ	ciun5	324																																												
晉	晋	tʃyŋ³²⁴	tʃyŋ	ciun5	324																																												
進	进	tʃyŋ³²⁴	tʃyŋ	ciun5	324																																												
峻	峻	tʃyŋ³²⁴	tʃyŋ	ciun5	324																																												
浚	浚	tʃyŋ³²⁴	tʃyŋ	ciun5	324																																												
竣	竣	tʃyŋ³²⁴	tʃyŋ	ciun5	324																																												
稕	稕	tʃyŋ³²⁴	tʃyŋ	ciun5	324	上~，增大捻度																																											
村	村	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44																																												
春	春	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44																																												
椿	椿	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44																																												
蟶	蛏	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44	毛~，貝類的一種																																											
逡	逡	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44																																												
皴	皴	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44																																												
竣	竣	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44	老																																											
蠢	蠢	tʃʰyŋ⁵¹	tʃʰyŋ	chiun3	51																																												
惷	惷	tʃʰyŋ⁵¹	tʃʰyŋ	chiun3	51																																												
忖	忖	tʃʰyŋ⁵¹	tʃʰyŋ	chiun3	51																																												
寸	寸	tʃʰyŋ³²⁴	tʃʰyŋ	chiun5	324																																												
舂	舂	tʃʰyŋ³²⁴	tʃʰyŋ	chiun5	324	又音，~稻																																											
稱	称	tʃʰyŋ³²⁴	tʃʰyŋ	chiun5	324	又音，~心如意																																											
襯	衬	tʃʰyŋ³²⁴	tʃʰyŋ	chiun5	324	幫~																																											
乘	乘	tʃʰyŋ³²⁴	tʃʰyŋ	chiun5	324	字本作趁，~船；~機、~勝、~虛、~風																																											
趁	趁	tʃʰyŋ³²⁴	tʃʰyŋ	chiun5	324																																												
羣	群	dʒyŋ¹¹³	dʒyŋ	jiun2A	113																																												
裠	裙	dʒyŋ¹¹³	dʒyŋ	jiun2A	113																																												
帬	裙	dʒyŋ¹¹³	dʒyŋ	jiun2A	113																																												
群	群	dʒyŋ¹¹³	dʒyŋ	jiun2A	113																																												
裙	裙	dʒyŋ¹¹³	dʒyŋ	jiun2A	113																																												
芹	芹	dʒyŋ¹¹³	dʒyŋ	jiun2A	113	~菜																																											
琴	琴	dʒyŋ¹¹³	dʒyŋ	jiun2A	113	人名常用字																																											
禽	禽	dʒyŋ¹¹³	dʒyŋ	jiun2A	113																																												
擒	擒	dʒyŋ¹¹³	dʒyŋ	jiun2A	113																																												
檎	檎	dʒyŋ¹¹³	dʒyŋ	jiun2A	113																																												
郡	郡	dʒyŋ²¹³	dʒyŋ	jiun6	213																																												
窘	窘	dʒyŋ²¹³	dʒyŋ	jiun6	213																																												
勳	勋	ʃyŋ⁴⁴	ʃyŋ	shiun1	44																																												
熏	熏	ʃyŋ⁴⁴	ʃyŋ	shiun1	44																																												
薰	薰	ʃyŋ⁴⁴	ʃyŋ	shiun1	44																																												
燻	熏	ʃyŋ⁴⁴	ʃyŋ	shiun1	44	同熏																																											
荀	荀	ʃyŋ⁴⁴	ʃyŋ	shiun1	44	姓氏																																											
勛	勋	ʃyŋ⁴⁴	ʃyŋ	shiun1	44	同勳																																											
伸	伸	ʃyŋ⁴⁴	ʃyŋ	shiun1	44	~腰扭肚，伸懶腰																																											
深	深	ʃyŋ⁴⁴	ʃyŋ	shiun1	44	又音																																											
醺	醺	ʃyŋ⁴⁴	ʃyŋ	shiun1	44																																												
筍	笋	ʃyŋ⁵¹	ʃyŋ	shiun3	51																																												
笋	笋	ʃyŋ⁵¹	ʃyŋ	shiun3	51	同筍																																											
省	省	ʃyŋ⁵¹	ʃyŋ	shiun3	51	江蘇~；反~；~親																																											
醒	醒	ʃyŋ⁵¹	ʃyŋ	shiun3	51	白，~覺，睡醒了																																											
損	损	ʃyŋ⁵¹	ʃyŋ	shiun3	51																																												
隼	隼	ʃyŋ⁵¹	ʃyŋ	shiun3	51																																												
榫	榫	ʃyŋ⁵¹	ʃyŋ	shiun3	51	投~																																											
髓	髓	ʃyŋ⁵¹	ʃyŋ	shiun3	51	骨~																																											
訓	训	ʃyŋ³²⁴	ʃyŋ	shiun5	324																																												
巽	巽	ʃyŋ³²⁴	ʃyŋ	shiun5	324																																												
舜	舜	ʃyŋ³²⁴	ʃyŋ	shiun5	324																																												
瞬	瞬	ʃyŋ³²⁴	ʃyŋ	shiun5	324																																												
迅	迅	ʃyŋ³²⁴	ʃyŋ	shiun5	324																																												
訊	讯	ʃyŋ³²⁴	ʃyŋ	shiun5	324	~堂																																											
遜	逊	ʃyŋ³²⁴	ʃyŋ	shiun5	324																																												
詢	询	ʃyŋ³²⁴	ʃyŋ	shiun5	324																																												
尋	寻	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113	文																																											
秦	秦	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
存	存	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
詢	询	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113	又音																																											
循	循	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
巡	巡	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
馴	驯	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
純	纯	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
鶉	鹑	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
醇	醇	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
脣	唇	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113	白																																											
旬	旬	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
蓴	莼	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
蒓	莼	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
淳	淳	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113																																												
吮	吮	ʒyŋ²³¹	ʒyŋ	zhiun4	231																																												
菌	菌	ʒyŋ²³¹	ʒyŋ	zhiun4	231	白，呂四四甲字表皆作菌，本字或爲蕈																																											
蕈	蕈	ʒyŋ²³¹	ʒyŋ	zhiun4	231	白																																											
腎	肾	ʒyŋ²¹³	ʒyŋ	zhiun6	213																																												
慎	慎	ʒyŋ²¹³	ʒyŋ	zhiun6	213																																												
愼	慎	ʒyŋ²¹³	ʒyŋ	zhiun6	213																																												
殉	殉	ʒyŋ²¹³	ʒyŋ	zhiun6	213																																												
順	顺	ʒyŋ²¹³	ʒyŋ	zhiun6	213																																												
閏	闰	ʒyŋ²¹³	ʒyŋ	zhiun6	213																																												
潤	润	ʒyŋ²¹³	ʒyŋ	zhiun6	213																																												
徇	徇	ʒyŋ²¹³	ʒyŋ	zhiun6	213																																												
贇	赟	Ǿyŋ⁴⁴	Ǿyŋ	iun1	44	人名用字																																											
氳	氲	Ǿyŋ⁴⁴	Ǿyŋ	iun1	44																																												
尹	尹	Ǿyŋ⁵¹	Ǿyŋ	iun3	51	姓氏																																											
允	允	Ǿyŋ⁵¹	Ǿyŋ	iun3	51																																												
隕	陨	Ǿyŋ⁵¹	Ǿyŋ	iun3	51																																												
殞	殒	Ǿyŋ⁵¹	Ǿyŋ	iun3	51																																												
永	永	Ǿyŋ⁵¹	Ǿyŋ	iun3	51	遠~，~不來往																																											
醞	酝	Ǿyŋ³²⁴	Ǿyŋ	iun5	324																																												
勻	匀	Ǿyŋ³⁴	Ǿyŋ	iun2B	34																																												
云	云	Ǿyŋ³⁴	Ǿyŋ	iun2B	34	子曰詩~																																											
雲	云	Ǿyŋ³⁴	Ǿyŋ	iun2B	34																																												
芸	芸	Ǿyŋ³⁴	Ǿyŋ	iun2B	34	~豆																																											
蕓	芸	Ǿyŋ³⁴	Ǿyŋ	iun2B	34	~薹																																											
耘	耘	Ǿyŋ³⁴	Ǿyŋ	iun2B	34																																												
𦔐	𦔐	Ǿyŋ³⁴	Ǿyŋ	iun2B	34	同耘																																											
盈	盈	Ǿyŋ³⁴	Ǿyŋ	iun2B	34																																												
贏	赢	Ǿyŋ³⁴	Ǿyŋ	iun2B	34																																												
嬴	嬴	Ǿyŋ³⁴	Ǿyŋ	iun2B	34																																												
瀛	瀛	Ǿyŋ³⁴	Ǿyŋ	iun2B	34																																												
楹	楹	Ǿyŋ³⁴	Ǿyŋ	iun2B	34																																												
蘊	蕴	Ǿyŋ³²⁴	Ǿyŋ	iun5	324																																												
熨	熨	ɦyŋ²¹³	ɦyŋ	yun6	213	~斗																																											
韻	韵	ɦyŋ²¹³	ɦyŋ	yun6	213																																												
運	运	ɦyŋ²¹³	ɦyŋ	yun6	213																																												
暈	晕	ɦyŋ²¹³	ɦyŋ	yun6	213																																												
孕	孕	ɦyŋ²¹³	ɦyŋ	yun6	213																																												
邊	边	piɪ̃⁴⁴	piɪ̃	pien1	44																																												
編	编	piɪ̃⁴⁴	piɪ̃	pien1	44																																												
砭	砭	piɪ̃⁴⁴	piɪ̃	pien1	44																																												
鞭	鞭	piɪ̃⁴⁴	piɪ̃	pien1	44																																												
蝙	蝙	piɪ̃⁴⁴	piɪ̃	pien1	44																																												
鯿	鳊	piɪ̃⁴⁴	piɪ̃	pien1	44	~魚																																											
煸	煸	piɪ̃⁴⁴	piɪ̃	pien1	44	烹調方法，燒魚先用油煎一下																																											
□		piɪ̃⁴⁴	piɪ̃	pien1	44	比：他~我小																																											
扁	扁	piɪ̃⁵¹	piɪ̃	pien3	51																																												
藊	藊	piɪ̃⁵¹	piɪ̃	pien3	51	~豆																																											
匾	匾	piɪ̃⁵¹	piɪ̃	pien3	51																																												
貶	贬	piɪ̃⁵¹	piɪ̃	pien3	51																																												
變	变	piɪ̃³²⁴	piɪ̃	pien5	324																																												
遍	遍	piɪ̃³²⁴	piɪ̃	pien5	324																																												
徧	遍	piɪ̃³²⁴	piɪ̃	pien5	324																																												
偏	偏	pʰiɪ̃⁴⁴	pʰiɪ̃	phien1	44																																												
篇	篇	pʰiɪ̃⁴⁴	pʰiɪ̃	phien1	44																																												
翩	翩	pʰiɪ̃⁴⁴	pʰiɪ̃	phien1	44																																												
扁	扁	pʰiɪ̃⁴⁴	pʰiɪ̃	phien1	44	~舟																																											
片	片	pʰiɪ̃⁴⁴	pʰiɪ̃	phien1	44	~子																																											
騙	骗	pʰiɪ̃³²⁴	pʰiɪ̃	phien5	324																																												
片	片	pʰiɪ̃³²⁴	pʰiɪ̃	phien5	324																																												
遍	遍	pʰiɪ̃³²⁴	pʰiɪ̃	phien5	324	一~																																											
便	便	biɪ̃¹¹³	biɪ̃	bien2A	113	~宜；大腹~~																																											
駢	骈	biɪ̃¹¹³	biɪ̃	bien2A	113																																												
胼	胼	biɪ̃¹¹³	biɪ̃	bien2A	113																																												
蹁	蹁	biɪ̃¹¹³	biɪ̃	bien2A	113	~韆																																											
