字表		1陰平24 2陽平213 3上聲55 5陰去52  6陽去31 7陰入32 8陽入24	聲母	韻母	聲調
kɔŋ3	巩		k	ɔŋ	3
kɔŋ3	拱		k	ɔŋ	3
kɔŋ3	汞		k	ɔŋ	3
kɔŋ5	贡		k	ɔŋ	5
kɔŋ5	供		k	ɔŋ	5
kʰɔŋ1	空	天~	kʰ	ɔŋ	1
kʰɔŋ1	倥		kʰ	ɔŋ	1
kʰɔŋ3	孔		kʰ	ɔŋ	3
kʰɔŋ3	恐		kʰ	ɔŋ	3
kʰɔŋ5	控		kʰ	ɔŋ	5
kʰɔŋ5	空	~地	kʰ	ɔŋ	5
gɔŋ2	□	呼喊	g	ɔŋ	2
gɔŋ6	共		g	ɔŋ	6
xɔŋ1	轰		x	ɔŋ	1
xɔŋ1	烘	取暖	x	ɔŋ	1
xɔŋ3	哄		x	ɔŋ	3
xɔŋ3	擤	~鼻涕	x	ɔŋ	3
xɔŋ5	蕻		x	ɔŋ	5
xɔŋ5	讧		x	ɔŋ	5
ɣɔŋ2	红		ɣ	ɔŋ	2
ɣɔŋ2	荭		ɣ	ɔŋ	2
ɣɔŋ2	鸿		ɣ	ɔŋ	2
ɣɔŋ2	宏		ɣ	ɔŋ	2
ɣɔŋ2	弘		ɣ	ɔŋ	2
ɣɔŋ2	泓		ɣ	ɔŋ	2
ɣɔŋ2	虹		ɣ	ɔŋ	2
ɣɔŋ2	纮		ɣ	ɔŋ	2
ɣɔŋ2	竑		ɣ	ɔŋ	2
ɣɔŋ2	洪		ɣ	ɔŋ	2
ɣɔŋ2	蕻		ɣ	ɔŋ	2
ɣɔŋ6	烘	暖：~人	ɣ	ɔŋ	6
ɔŋ1	翁			ɔŋ	1
ɔŋ1	嗡			ɔŋ	1
ɔŋ1	瓮			ɔŋ	1
ɔŋ5	齆	鼻音重		ɔŋ	5
ɔŋ5	䐥	~臭		ɔŋ	5
tɕiɔŋ1	龚		tɕ	iɔŋ	1
tɕiɔŋ3	炯		tɕ	iɔŋ	3
dʑiɔŋ2	穷		dʑ	iɔŋ	2
ɕiɔŋ1	凶		ɕ	iɔŋ	1
ɕiɔŋ1	汹		ɕ	iɔŋ	1
ɕiɔŋ1	胸		ɕ	iɔŋ	1
ɕiɔŋ1	兄		ɕ	iɔŋ	1
ʑiɔŋ2	雄	英~	ʑ	iɔŋ	2
ʑiɔŋ2	熊		ʑ	iɔŋ	2
iɔŋ1	臃			iɔŋ	1
iɔŋ1	痈			iɔŋ	1
iɔŋ2	戎			iɔŋ	2
iɔŋ2	绒			iɔŋ	2
iɔŋ2	庸			iɔŋ	2
iɔŋ2	荣			iɔŋ	2
iɔŋ2	雄	~母		iɔŋ	2
iɔŋ3	永			iɔŋ	3
iɔŋ3	勇			iɔŋ	3
iɔŋ3	涌			iɔŋ	3
iɔŋ3	踊			iɔŋ	3
iɔŋ5	拥			iɔŋ	5
iɔŋ5	雍			iɔŋ	5
iɔŋ6	用			iɔŋ	6
iɔŋ6	佣			iɔŋ	6
pɑʔ7	八		p	ɑʔ	7
pɑʔ7	捌		p	ɑʔ	7
pʰɑʔ7	啪	又读	pʰ	ɑʔ	7
bɑʔ8	拔		b	ɑʔ	8
bɑʔ8	跋		b	ɑʔ	8
bɑʔ8	垡	泥块：泥~头	b	ɑʔ	8
mɑʔ8	抹		m	ɑʔ	8
fɑʔ7	法		f	ɑʔ	7
fɑʔ7	发		f	ɑʔ	7
vɑʔ8	罚		v	ɑʔ	8
vɑʔ8	伐		v	ɑʔ	8
vɑʔ8	阀		v	ɑʔ	8
vɑʔ8	筏		v	ɑʔ	8
vɑʔ8	垡	文读	v	ɑʔ	8
tɑʔ7	答		t	ɑʔ	7
tɑʔ7	搭		t	ɑʔ	7
tɑʔ7	褡		t	ɑʔ	7
tʰɑʔ7	塌		tʰ	ɑʔ	7
tʰɑʔ7	蹋		tʰ	ɑʔ	7
tʰɑʔ7	榻		tʰ	ɑʔ	7
tʰɑʔ7	塔		tʰ	ɑʔ	7
tʰɑʔ7	獭		tʰ	ɑʔ	7
dɑʔ8	达		d	ɑʔ	8
dɑʔ8	踏		d	ɑʔ	8
nɑʔ8	捺		n	ɑʔ	8
nɑʔ8	纳		n	ɑʔ	8
lɑʔ8	辣		l	ɑʔ	8
lɑʔ8	腊		l	ɑʔ	8
lɑʔ8	蜡		l	ɑʔ	8
lɑʔ8	癞		l	ɑʔ	8
lɑʔ8	□	阻隔；圈起来；用竹竿~起来	l	ɑʔ	8
tsɑʔ7	扎		ts	ɑʔ	7
tsɑʔ7	札		ts	ɑʔ	7
tsɑʔ7	砸		ts	ɑʔ	7
tsɑʔ7	眨		ts	ɑʔ	7
tsɑʔ7	杂		ts	ɑʔ	7
tsɑʔ7	着		ts	ɑʔ	7
tsʰɑʔ7	察		tsʰ	ɑʔ	7
tsʰɑʔ7	擦		tsʰ	ɑʔ	7
tsʰɑʔ7	嚓		tsʰ	ɑʔ	7
tsʰɑʔ7	插		tsʰ	ɑʔ	7
dzɑʔ8	着	~火	dz	ɑʔ	8
sɑʔ8	杀		s	ɑʔ	8
sɑʔ8	刹		s	ɑʔ	8
sɑʔ8	煞		s	ɑʔ	8
sɑʔ8	霎		s	ɑʔ	8
sɑʔ8	萨		s	ɑʔ	8
zɑʔ8	铡		z	ɑʔ	8
zɑʔ8	闸		z	ɑʔ	8
zɑʔ8	煠	~油条	z	ɑʔ	8
zɑʔ8	灼		z	ɑʔ	8
zɑʔ8	□	圈、隔	z	ɑʔ	8
kɑʔ7	夹		k	ɑʔ	7
kɑʔ7	挟		k	ɑʔ	7
kɑʔ7	甲	地名：二~，五~	k	ɑʔ	7
kʰɑʔ7	掐		kʰ	ɑʔ	7
gɑʔ8	轧		g	ɑʔ	8
ŋɑʔ7	押		ŋ	ɑʔ	7
ŋɑʔ8	压		ŋ	ɑʔ	8
ŋɑʔ8	齾	缺口	ŋ	ɑʔ	8
xɑʔ7	瞎		x	ɑʔ	7
xɑʔ7	□	伤疤	x	ɑʔ	7
ɣɑʔ8	匣		ɣ	ɑʔ	8
ɣɑʔ8	狭		ɣ	ɑʔ	8
ɣɑʔ8	辖		ɣ	ɑʔ	8
tɕiɑʔ7	甲	文读	tɕ	iɑʔ	7
tɕiɑʔ7	钾		tɕ	iɑʔ	7
tɕiɑʔ7	脚		tɕ	iɑʔ	7
tɕiɑʔ7	觉		tɕ	iɑʔ	7
tɕiɑʔ7	雀	白读	tɕ	iɑʔ	7
tɕʰiɑʔ7	却		tɕʰ	iɑʔ	7
tɕʰiɑʔ7	鹊		tɕʰ	iɑʔ	7
tɕʰiɑʔ7	剧		tɕʰ	iɑʔ	7
tɕʰiɑʔ7	雀	文读	tɕʰ	iɑʔ	7
tɕʰiɑʔ7	爵		tɕʰ	iɑʔ	7
ȵiɑʔ8	虐		ȵ	iɑʔ	8
ȵiɑʔ8	掠		ȵ	iɑʔ	8
ȵiɑʔ8	略		ȵ	iɑʔ	8
ȵiɑʔ8	弱		ȵ	iɑʔ	8
ɕiɑʔ7	削		ɕ	iɑʔ	7
ɕiɑʔ7	狭		ɕ	iɑʔ	7
ɕiɑʔ7	侠		ɕ	iɑʔ	7
ʑiɑʔ8	学	文读	ʑ	iɑʔ	8
ʑiɑʔ8	嚼		ʑ	iɑʔ	8
iɑʔ7	约			iɑʔ	7
iɑʔ7	呦			iɑʔ	7
iɑʔ8	药			iɑʔ	8
iɑʔ8	钥			iɑʔ	8
iɑʔ8	乐	音~		iɑʔ	8
kuɑʔ7	刮		k	uɑʔ	7
kuɑʔ7	括		k	uɑʔ	7
kuɑʔ7	郭		k	uɑʔ	7
guɑʔ8	□	卡住	g	uɑʔ	8
xuɑʔ7	豁		x	uɑʔ	7
xuɑʔ7	搳	~拳	x	uɑʔ	7
ɣuɑʔ8	滑	文读	ɣ	uɑʔ	8
ɣuɑʔ8	划	又读	ɣ	uɑʔ	8
ɣuɑʔ8	猾		ɣ	uɑʔ	8
uɑʔ7	挖			uɑʔ	7
uɑʔ8	滑			uɑʔ	8
uɑʔ8	划	~出		uɑʔ	8
ɕyɑʔ7	刷		ɕ	yɑʔ	7
yɑʔ8	涮			yɑʔ	8
pəʔ7	曰		p	əʔ	7
bəʔ8	不		b	əʔ	8
bəʔ8	孛		b	əʔ	8
bəʔ8	勃		b	əʔ	8
bəʔ8	渤		b	əʔ	8
bəʔ8	荸		b	əʔ	8
məʔ7	脖		m	əʔ	7
vəʔ8	没		v	əʔ	8
vəʔ8	沸		v	əʔ	8
vəʔ8	弗		v	əʔ	8
vəʔ8	佛		v	əʔ	8
təʔ7	拂		t	əʔ	7
təʔ7	得		t	əʔ	7
təʔ7	德		t	əʔ	7
tʰəʔ7	□	粘：贴	tʰ	əʔ	7
dəʔ8	□	掉：落	d	əʔ	8
dəʔ8	突		d	əʔ	8
dəʔ8	特		d	əʔ	8
ləʔ8	凸		l	əʔ	8
ləʔ8	勒		l	əʔ	8
tsəʔ7	肋		ts	əʔ	7
tsʰəʔ7	则		tsʰ	əʔ	7
tsʰəʔ7	责		tsʰ	əʔ	7
tsʰəʔ7	仄		tsʰ	əʔ	7
tsʰəʔ7	这		tsʰ	əʔ	7
tsʰəʔ7	只	~有	tsʰ	əʔ	7
tsʰəʔ7	质		tsʰ	əʔ	7
tsʰəʔ7	□	倾斜	tsʰ	əʔ	7
tsʰəʔ7	尺		tsʰ	əʔ	7
tsʰəʔ7	侧		tsʰ	əʔ	7
tsʰəʔ7	测		tsʰ	əʔ	7
tsʰəʔ7	册		tsʰ	əʔ	7
tsʰəʔ7	拆		tsʰ	əʔ	7
tsʰəʔ7	坼		tsʰ	əʔ	7
tsʰəʔ7	泽		tsʰ	əʔ	7
tsʰəʔ7	秩		tsʰ	əʔ	7
dzəʔ8	宅		dz	əʔ	8
dzəʔ8	直		dz	əʔ	8
dzəʔ8	植		dz	əʔ	8
dzəʔ8	侄		dz	əʔ	8
dzəʔ8	宅	又读	dz	əʔ	8
səʔ7	翟		s	əʔ	7
səʔ7	色		s	əʔ	7
səʔ7	涩		s	əʔ	7
səʔ7	瑟		s	əʔ	7
səʔ7	虱		s	əʔ	7
səʔ7	啬		s	əʔ	7
səʔ7	失		s	əʔ	7
zəʔ8	饰		z	əʔ	8
zəʔ8	贼		z	əʔ	8
zəʔ8	石		z	əʔ	8
zəʔ8	十		z	əʔ	8
zəʔ8	入	肏	z	əʔ	8
zəʔ8	拾		z	əʔ	8
zəʔ8	实		z	əʔ	8
zəʔ8	食		z	əʔ	8
kəʔ7	蚀		k	əʔ	7
kəʔ7	格		k	əʔ	7
kəʔ7	疙		k	əʔ	7
kəʔ7	隔		k	əʔ	7
kʰəʔ7	膈		kʰ	əʔ	7
kʰəʔ7	克		kʰ	əʔ	7
kʰəʔ7	刻		kʰ	əʔ	7
gəʔ8	咳		g	əʔ	8
ŋəʔ7	□	分开	ŋ	əʔ	7
ŋəʔ7	遏		ŋ	əʔ	7
ŋəʔ8	扼	编织：~簾子	ŋ	əʔ	8
ŋəʔ8	额		ŋ	əʔ	8
ŋəʔ8	兀		ŋ	əʔ	8
ŋəʔ8	杌		ŋ	əʔ	8
xəʔ7	轭	牛~头	x	əʔ	7
xəʔ7	黑		x	əʔ	7
xəʔ7	嘿		x	əʔ	7
xəʔ7	赫		x	əʔ	7
ɣəʔ8	嚇		ɣ	əʔ	8
ɣəʔ8	核		ɣ	əʔ	8
kuəʔ7	龁		k	uəʔ	7
guəʔ8	骨		g	uəʔ	8
xuəʔ7	□	大口喝水	x	uəʔ	7
xuəʔ7	忽		x	uəʔ	7
tɕʰyəʔ7	疫	质差	tɕʰ	yəʔ	7
ʑyəʔ8	出		ʑ	yəʔ	8
ʑyəʔ8	术		ʑ	yəʔ	8
yəʔ8	述			yəʔ	8
tɕiəʔ7	入		tɕ	iəʔ	7
tɕiəʔ7	乞		tɕ	iəʔ	7
tɕiəʔ7	吃		tɕ	iəʔ	7
tɕiəʔ7	切		tɕ	iəʔ	7
tɕiəʔ7	窃		tɕ	iəʔ	7
tɕiəʔ7	漆		tɕ	iəʔ	7
iəʔ8	膝			iəʔ	8
poʔ7	日	又读	p	oʔ	7
poʔ7	卜		p	oʔ	7
poʔ7	北		p	oʔ	7
poʔ7	百		p	oʔ	7
poʔ7	佰		p	oʔ	7
poʔ7	伯		p	oʔ	7
poʔ7	柏		p	oʔ	7
poʔ7	博		p	oʔ	7
poʔ7	膊		p	oʔ	7
poʔ7	驳		p	oʔ	7
pʰoʔ7	剥		pʰ	oʔ	7
pʰoʔ7	拍		pʰ	oʔ	7
pʰoʔ7	帕		pʰ	oʔ	7
pʰoʔ7	泊		pʰ	oʔ	7
pʰoʔ7	箔		pʰ	oʔ	7
pʰoʔ7	舶		pʰ	oʔ	7
pʰoʔ7	啪		pʰ	oʔ	7
pʰoʔ7	粕		pʰ	oʔ	7
pʰoʔ7	扑		pʰ	oʔ	7
pʰoʔ7	朴		pʰ	oʔ	7
boʔ8	仆		b	oʔ	8
boʔ8	白		b	oʔ	8
boʔ8	帛		b	oʔ	8
moʔ8	薄		m	oʔ	8
moʔ8	木		m	oʔ	8
moʔ8	末		m	oʔ	8
moʔ8	沫		m	oʔ	8
moʔ8	莫		m	oʔ	8
foʔ7	摸		f	oʔ	7
foʔ7	福		f	oʔ	7
foʔ7	幅		f	oʔ	7
foʔ7	辐		f	oʔ	7
foʔ7	复		f	oʔ	7
foʔ7	腹		f	oʔ	7
voʔ8	覆		v	oʔ	8
voʔ8	服		v	oʔ	8
voʔ8	伏		v	oʔ	8
toʔ7	袱		t	oʔ	7
toʔ7	督		t	oʔ	7
toʔ7	笃		t	oʔ	7
toʔ7	沰	~雨	t	oʔ	7
toʔ7	□	~眼皮	t	oʔ	7
toʔ7	泽	凌~	t	oʔ	7
tʰoʔ7	□	~子：口吃的人	tʰ	oʔ	7
tʰoʔ7	托		tʰ	oʔ	7
tʰoʔ7	铎		tʰ	oʔ	7
tʰoʔ7	秃		tʰ	oʔ	7
tʰoʔ7	拓		tʰ	oʔ	7
doʔ8	庹	两臂伸直时双手间的距离	d	oʔ	8
doʔ8	毒		d	oʔ	8
doʔ8	读		d	oʔ	8
doʔ8	赎		d	oʔ	8
doʔ8	独		d	oʔ	8
noʔ8	□	用文火慢慢烧	n	oʔ	8
noʔ8	诺		n	oʔ	8
noʔ8	喏		n	oʔ	8
loʔ8	□	拌和：~面	l	oʔ	8
loʔ8	六		l	oʔ	8
loʔ8	乐		l	oʔ	8
loʔ8	陆		l	oʔ	8
loʔ8	洛		l	oʔ	8
loʔ8	骆		l	oʔ	8
loʔ8	络		l	oʔ	8
loʔ8	落		l	oʔ	8
loʔ8	烙		l	oʔ	8
loʔ8	鹿		l	oʔ	8
loʔ8	漉		l	oʔ	8
loʔ8	簏		l	oʔ	8
loʔ8	录		l	oʔ	8
loʔ8	逯		l	oʔ	8
loʔ8	绿		l	oʔ	8
tsoʔ7	禄		ts	oʔ	7
tsoʔ7	足		ts	oʔ	7
tsoʔ7	竹		ts	oʔ	7
tsoʔ7	作		ts	oʔ	7
tsoʔ7	粥		ts	oʔ	7
tsoʔ7	筑		ts	oʔ	7
tsʰoʔ7	着	又读	tsʰ	oʔ	7
tsʰoʔ7	促		tsʰ	oʔ	7
tsʰoʔ7	龊		tsʰ	oʔ	7
dzoʔ8	畜		dz	oʔ	8
dzoʔ8	浊		dz	oʔ	8
dzoʔ8	触		dz	oʔ	8
dzoʔ8	族		dz	oʔ	8
dzoʔ8	簇		dz	oʔ	8
dzoʔ8	逐		dz	oʔ	8
soʔ7	啄		s	oʔ	7
soʔ7	宿		s	oʔ	7
soʔ7	索		s	oʔ	7
soʔ7	肃		s	oʔ	7
soʔ7	束		s	oʔ	7
zoʔ8	速		z	oʔ	8
zoʔ8	俗		z	oʔ	8
zoʔ8	熟		z	oʔ	8
koʔ7	凿		k	oʔ	7
koʔ7	各		k	oʔ	7
koʔ7	谷		k	oʔ	7
koʔ7	角		k	oʔ	7
koʔ7	阁		k	oʔ	7
koʔ7	国		k	oʔ	7
kʰoʔ7	觉	白读	kʰ	oʔ	7
kʰoʔ7	哭		kʰ	oʔ	7
kʰoʔ7	壳		kʰ	oʔ	7
goʔ8	确		g	oʔ	8
ŋoʔ7	□	鸡叫声	ŋ	oʔ	7
ŋoʔ7	恶		ŋ	oʔ	7
ŋoʔ8	噩		ŋ	oʔ	8
ŋoʔ8	颚		ŋ	oʔ	8
ŋoʔ8	鄂		ŋ	oʔ	8
ŋoʔ8	萼		ŋ	oʔ	8
ŋoʔ8	愕		ŋ	oʔ	8
ŋoʔ8	腭		ŋ	oʔ	8
ŋoʔ8	鳄		ŋ	oʔ	8
ŋoʔ8	谔		ŋ	oʔ	8
xoʔ7	锷		x	oʔ	7
xoʔ7	郝		x	oʔ	7
xoʔ7	霍		x	oʔ	7
ɣoʔ8	□	靠近	ɣ	oʔ	8
ɣoʔ8	学	白读	ɣ	oʔ	8
ɣoʔ8	或		ɣ	oʔ	8
ɣoʔ8	惑		ɣ	oʔ	8
ɣoʔ8	获		ɣ	oʔ	8
oʔ7	鹤			oʔ	7
oʔ7	屋			oʔ	7
oʔ7	喔			oʔ	7
oʔ7	握			oʔ	7
dʑioʔ8	龌		dʑ	ioʔ	8
ioʔ7	局			ioʔ	7
ioʔ7	郁			ioʔ	7
ioʔ8	育			ioʔ	8
ioʔ8	肉			ioʔ	8
ioʔ8	欲			ioʔ	8
ioʔ8	浴			ioʔ	8
tʊʔ7	弱	又读	t	ʊʔ	7
tʊʔ7	□	兑：~钱	t	ʊʔ	7
tʊʔ7	掇	移动	t	ʊʔ	7
tʰʊʔ7	□	沸水翻滚：粥锅~了	tʰ	ʊʔ	7
dʊʔ8	脱		d	ʊʔ	8
lʊʔ8	夺		l	ʊʔ	8
ɕʊʔ7	捋		ɕ	ʊʔ	7
kʊʔ7	戍		k	ʊʔ	7
kʊʔ7	葛		k	ʊʔ	7
kʊʔ7	合	相处：并拢	k	ʊʔ	7
kʰʊʔ7	郭	又读	kʰ	ʊʔ	7
kʰʊʔ7	嗑		kʰ	ʊʔ	7
xʊʔ7	阔		x	ʊʔ	7
ɣʊʔ8	喝		ɣ	ʊʔ	8
ɣʊʔ8	合	又读	ɣ	ʊʔ	8
ʊʔ7	活	文读		ʊʔ	7
ʊʔ8	□	埋		ʊʔ	8
tɕioʔ7	活	白读	tɕ	ioʔ	7
tɕyʊʔ7	捉		tɕ	yʊʔ	7
tɕyʊʔ7	决		tɕ	yʊʔ	7
tɕyʊʔ7	诀		tɕ	yʊʔ	7
tɕioʔ7	橘		tɕ	ioʔ	7
tɕʰyʊʔ7	菊		tɕʰ	yʊʔ	7
tɕʰyʊʔ7	缺		tɕʰ	yʊʔ	7
tɕʰioʔ7	炔		tɕʰ	ioʔ	7
tɕʰyʊʔ7	曲		tɕʰ	yʊʔ	7
tɕʰyʊʔ7	屈		tɕʰ	yʊʔ	7
dʑyʊʔ8	阙		dʑ	yʊʔ	8
dʑyʊʔ8	掘		dʑ	yʊʔ	8
ɕyʊʔ7	说		ɕ	yʊʔ	7
ɕyʊʔ7	血		ɕ	yʊʔ	7
ɕioʔ7	穴	文读	ɕ	ioʔ	7
ʑioʔ8	□	吸吮	ʑ	ioʔ	8
yʊʔ8	镯			yʊʔ	8
yʊʔ8	月			yʊʔ	8
yʊʔ8	玥			yʊʔ	8
yʊʔ8	悦			yʊʔ	8
yʊʔ8	穴	白读		yʊʔ	8
yʊʔ8	阅			yʊʔ	8
yʊʔ8	越			yʊʔ	8
pɪʔ7	粤		p	ɪʔ	7
pɪʔ7	必		p	ɪʔ	7
pɪʔ7	毕		p	ɪʔ	7
pɪʔ7	笔		p	ɪʔ	7
pɪʔ7	逼		p	ɪʔ	7
pɪʔ7	壁		p	ɪʔ	7
pɪʔ7	碧		p	ɪʔ	7
pʰɪʔ7	鳖		pʰ	ɪʔ	7
pʰɪʔ7	撇		pʰ	ɪʔ	7
pʰɪʔ7	辟		pʰ	ɪʔ	7
pʰɪʔ7	僻		pʰ	ɪʔ	7
pʰɪʔ7	劈		pʰ	ɪʔ	7
pʰɪʔ7	譬		pʰ	ɪʔ	7
pʰɪʔ7	匹		pʰ	ɪʔ	7
bɪʔ8	㓟	~篾	b	ɪʔ	8
bɪʔ8	鼻		b	ɪʔ	8
bɪʔ8	别		b	ɪʔ	8
mɪʔ8	荸	又读	m	ɪʔ	8
mɪʔ8	密		m	ɪʔ	8
mɪʔ8	蜜		m	ɪʔ	8
mɪʔ8	宓		m	ɪʔ	8
mɪʔ8	篾		m	ɪʔ	8
mɪʔ8	灭		m	ɪʔ	8
mɪʔ8	觅		m	ɪʔ	8
tɪʔ7	幂		t	ɪʔ	7
tɪʔ7	的		t	ɪʔ	7
tɪʔ7	镝		t	ɪʔ	7
tɪʔ7	嫡		t	ɪʔ	7
tɪʔ7	跌		t	ɪʔ	7
tʰɪʔ7	□	塞	tʰ	ɪʔ	7
tʰɪʔ7	铁		tʰ	ɪʔ	7
tʰɪʔ7	帖		tʰ	ɪʔ	7
tʰɪʔ7	贴		tʰ	ɪʔ	7
dɪʔ8	剔		d	ɪʔ	8
dɪʔ8	迭		d	ɪʔ	8
dɪʔ8	叠		d	ɪʔ	8
dɪʔ8	碟		d	ɪʔ	8
dɪʔ8	迪		d	ɪʔ	8
dɪʔ8	狄		d	ɪʔ	8
dɪʔ8	荻		d	ɪʔ	8
dɪʔ8	敌		d	ɪʔ	8
dɪʔ8	笛		d	ɪʔ	8
dɪʔ8	籴		d	ɪʔ	8
dɪʔ8	涤		d	ɪʔ	8
lɪʔ8	翟	又读	l	ɪʔ	8
lɪʔ8	立		l	ɪʔ	8
lɪʔ8	笠		l	ɪʔ	8
lɪʔ8	粒		l	ɪʔ	8
lɪʔ8	力		l	ɪʔ	8
lɪʔ8	历		l	ɪʔ	8
lɪʔ8	劣		l	ɪʔ	8
lɪʔ8	荔		l	ɪʔ	8
lɪʔ8	列		l	ɪʔ	8
lɪʔ8	烈		l	ɪʔ	8
lɪʔ8	裂		l	ɪʔ	8
lɪʔ8	栗		l	ɪʔ	8
lɪʔ8	溧		l	ɪʔ	8
tɕɪʔ7	猎		tɕ	ɪʔ	7
tɕɪʔ7	急		tɕ	ɪʔ	7
tɕɪʔ7	节		tɕ	ɪʔ	7
tɕɪʔ7	疖		tɕ	ɪʔ	7
tɕɪʔ7	即		tɕ	ɪʔ	7
tɕɪʔ7	脊		tɕ	ɪʔ	7
tɕɪʔ7	瘠		tɕ	ɪʔ	7
tɕɪʔ7	激		tɕ	ɪʔ	7
tɕɪʔ7	吉		tɕ	ɪʔ	7
tɕɪʔ7	结		tɕ	ɪʔ	7
tɕɪʔ7	洁		tɕ	ɪʔ	7
tɕɪʔ7	诘		tɕ	ɪʔ	7
tɕɪʔ7	击		tɕ	ɪʔ	7
tɕɪʔ7	劫		tɕ	ɪʔ	7
tɕɪʔ7	迹		tɕ	ɪʔ	7
dʑɪʔ8	绩		dʑ	ɪʔ	8
dʑɪʔ8	及	文读	dʑ	ɪʔ	8
dʑɪʔ8	极		dʑ	ɪʔ	8
dʑɪʔ8	伋		dʑ	ɪʔ	8
dʑɪʔ8	岌		dʑ	ɪʔ	8
dʑɪʔ8	杰		dʑ	ɪʔ	8
dʑɪʔ8	亟		dʑ	ɪʔ	8
dʑɪʔ8	竭		dʑ	ɪʔ	8
dʑɪʔ8	楫		dʑ	ɪʔ	8
dʑɪʔ8	藉		dʑ	ɪʔ	8
dʑɪʔ8	捷		dʑ	ɪʔ	8
dʑɪʔ8	婕		dʑ	ɪʔ	8
ȵɪʔ8	截		ȵ	ɪʔ	8
ȵɪʔ8	热		ȵ	ɪʔ	8
ȵɪʔ8	聂		ȵ	ɪʔ	8
ȵɪʔ8	逆		ȵ	ɪʔ	8
ȵɪʔ8	匿		ȵ	ɪʔ	8
ɕɪʔ7	日	~子	ɕ	ɪʔ	7
ɕɪʔ7	锡		ɕ	ɪʔ	7
ɕɪʔ7	歇		ɕ	ɪʔ	7
ɕɪʔ7	吸		ɕ	ɪʔ	7
ɕɪʔ7	胁		ɕ	ɪʔ	7
ɕɪʔ7	夕		ɕ	ɪʔ	7
ɕɪʔ7	汐		ɕ	ɪʔ	7
ɕɪʔ7	矽		ɕ	ɪʔ	7
ɕɪʔ7	息		ɕ	ɪʔ	7
ɕɪʔ7	媳		ɕ	ɪʔ	7
ɕɪʔ7	熄		ɕ	ɪʔ	7
ɕɪʔ7	隙		ɕ	ɪʔ	7
ɕɪʔ7	悉		ɕ	ɪʔ	7
ɕɪʔ7	蟋		ɕ	ɪʔ	7
ɕɪʔ7	泄		ɕ	ɪʔ	7
ʑɪʔ8	屑		ʑ	ɪʔ	8
ʑɪʔ8	习		ʑ	ɪʔ	8
ʑɪʔ8	协		ʑ	ɪʔ	8
ʑɪʔ8	席		ʑ	ɪʔ	8
ʑɪʔ8	蓆		ʑ	ɪʔ	8
ʑɪʔ8	疾		ʑ	ɪʔ	8
ɪʔ7	蚀	~本		ɪʔ	7
ɪʔ7	一			ɪʔ	7
ɪʔ7	乙			ɪʔ	7
ɪʔ7	揖			ɪʔ	7
ɪʔ7	亦			ɪʔ	7
ɪʔ7	奕			ɪʔ	7
ɪʔ7	抑			ɪʔ	7
ɪʔ7	逸			ɪʔ	7
ɪʔ7	益			ɪʔ	7
ɪʔ7	溢			ɪʔ	7
ɪʔ7	熠			ɪʔ	7
ɪʔ7	噎			ɪʔ	7
ɪʔ7	译			ɪʔ	7
ɪʔ7	轶			ɪʔ	7
ɪʔ7	佾			ɪʔ	7
ɪʔ8	叶			ɪʔ	8
ɪʔ8	页			ɪʔ	8
ɪʔ8	业			ɪʔ	8
ɪʔ8	易			ɪʔ	8
	日	又读			
