字表		1陰平24 2陽平213 3上聲55 5陰去52  6陽去31 7陰入32 8陽入24	聲母	韻母	聲調
tsɿ1	咨		ts	ɿ	1
tsɿ1	资		ts	ɿ	1
tsɿ1	姿		ts	ɿ	1
tsɿ1	孜		ts	ɿ	1
tsɿ1	兹		ts	ɿ	1
tsɿ1	滋		ts	ɿ	1
tsɿ1	之		ts	ɿ	1
tsɿ1	芝		ts	ɿ	1
tsɿ1	支		ts	ɿ	1
tsɿ1	吱		ts	ɿ	1
tsɿ1	枝		ts	ɿ	1
tsɿ1	肢		ts	ɿ	1
tsɿ1	栀		ts	ɿ	1
tsɿ1	知		ts	ɿ	1
tsɿ1	蜘		ts	ɿ	1
tsɿ1	脂		ts	ɿ	1
tsɿ1	祇		ts	ɿ	1
tsɿ1	淄		ts	ɿ	1
tsɿ3	只	文	ts	ɿ	3
tsɿ3	子		ts	ɿ	3
tsɿ3	仔		ts	ɿ	3
tsɿ3	籽		ts	ɿ	3
tsɿ3	紫		ts	ɿ	3
tsɿ3	旨		ts	ɿ	3
tsɿ3	脂	又	ts	ɿ	3
tsɿ3	趾		ts	ɿ	3
tsɿ3	止		ts	ɿ	3
tsɿ3	址		ts	ɿ	3
tsɿ3	梓		ts	ɿ	3
tsɿ3	纸		ts	ɿ	3
tsɿ3	姊		ts	ɿ	3
tsɿ5	至		ts	ɿ	5
tsɿ5	郅		ts	ɿ	5
tsɿ5	桎		ts	ɿ	5
tsɿ5	窒		ts	ɿ	5
tsɿ5	置		ts	ɿ	5
tsɿ5	志		ts	ɿ	5
tsɿ5	痣		ts	ɿ	5
tsɿ5	炽		ts	ɿ	5
tsɿ5	帜		ts	ɿ	5
tsɿ5	翅		ts	ɿ	5
tsɿ5	稚	又	ts	ɿ	5
tsʰɿ1	痴		tsʰ	ɿ	1
tsʰɿ1	疵		tsʰ	ɿ	1
tsʰɿ1	雌		tsʰ	ɿ	1
tsʰɿ1	蚩		tsʰ	ɿ	1
tsʰɿ1	□	脚步不稳	tsʰ	ɿ	1
tsʰɿ3	此		tsʰ	ɿ	3
tsʰɿ3	耻		tsʰ	ɿ	3
tsʰɿ3	齿		tsʰ	ɿ	3
tsʰɿ3	侈		tsʰ	ɿ	3
tsʰɿ5	次		tsʰ	ɿ	5
tsʰɿ5	刺		tsʰ	ɿ	5
tsʰɿ5	赐		tsʰ	ɿ	5
tsʰɿ5	滞		tsʰ	ɿ	5
tsʰɿ5	稚		tsʰ	ɿ	5
dzɿ2	池		dz	ɿ	2
dzɿ2	弛		dz	ɿ	2
dzɿ2	驰		dz	ɿ	2
dzɿ2	迟		dz	ɿ	2
dzɿ2	治	用刀切	dz	ɿ	2
dzɿ6	治		dz	ɿ	6
dzɿ6	痔		dz	ɿ	6
sɿ1	司		s	ɿ	1
sɿ1	私		s	ɿ	1
sɿ1	丝		s	ɿ	1
sɿ1	斯		s	ɿ	1
sɿ1	厮		s	ɿ	1
sɿ1	撕		s	ɿ	1
sɿ1	思		s	ɿ	1
sɿ1	诗		s	ɿ	1
sɿ1	尸		s	ɿ	1
sɿ1	师		s	ɿ	1
sɿ1	狮		s	ɿ	1
sɿ1	施		s	ɿ	1
sɿ3	死		s	ɿ	3
sɿ3	史		s	ɿ	3
sɿ3	使		s	ɿ	3
sɿ3	始		s	ɿ	3
sɿ3	驶		s	ɿ	3
sɿ3	屎		s	ɿ	3
sɿ5	四		s	ɿ	5
sɿ5	泗		s	ɿ	5
sɿ5	驷		s	ɿ	5
sɿ5	矢		s	ɿ	5
sɿ5	世		s	ɿ	5
sɿ5	势		s	ɿ	5
sɿ5	肆		s	ɿ	5
sɿ5	试		s	ɿ	5
sɿ5	逝		s	ɿ	5
sɿ5	视		s	ɿ	5
zɿ2	瓷		z	ɿ	2
zɿ2	慈		z	ɿ	2
zɿ2	磁		z	ɿ	2
zɿ2	辞		z	ɿ	2
zɿ2	词		z	ɿ	2
zɿ2	祠		z	ɿ	2
zɿ2	饲		z	ɿ	2
zɿ2	嗣		z	ɿ	2
zɿ2	时		z	ɿ	2
zɿ2	鲥		z	ɿ	2
zɿ2	茨		z	ɿ	2
zɿ2	持		z	ɿ	2
zɿ6	士		z	ɿ	6
zɿ6	仕		z	ɿ	6
zɿ6	示		z	ɿ	6
zɿ6	氏		z	ɿ	6
zɿ6	似		z	ɿ	6
zɿ6	寺		z	ɿ	6
zɿ6	侍		z	ɿ	6
zɿ6	市		z	ɿ	6
zɿ6	柿		z	ɿ	6
zɿ6	字		z	ɿ	6
zɿ6	事		z	ɿ	6
pi1	屄		p	i	1
pi3	比		p	i	3
pi3	鄙		p	i	3
pi3	彼		p	i	3
pi5	闭		p	i	5
pi5	秘		p	i	5
pi5	毖		p	i	5
pi5	毙	又	p	i	5
pʰi1	披		pʰ	i	1
pʰi1	批		pʰ	i	1
pʰi1	砒		pʰ	i	1
pʰi1	纰		pʰ	i	1
pʰi3	庇		pʰ	i	3
pʰi3	痞		pʰ	i	3
pʰi3	毙		pʰ	i	3
pʰi5	屁		pʰ	i	5
bi2	皮		b	i	2
bi2	疲		b	i	2
bi2	脾		b	i	2
bi2	痞	又	b	i	2
bi6	币		b	i	6
bi6	敝		b	i	6
bi6	蔽		b	i	6
bi6	弊		b	i	6
bi6	避		b	i	6
bi6	坒	砖	b	i	6
bi6	鐾	剃刀	b	i	6
bi6	被		b	i	6
mi1	眯		m	i	1
mi1	渳		m	i	1
mi2	迷		m	i	2
mi2	弥		m	i	2
mi2	麋		m	i	2
mi2	靡		m	i	2
mi2	眉		m	i	2
mi3	米		m	i	3
ti1	低		t	i	1
ti3	底		t	i	3
ti3	抵		t	i	3
ti3	坻		t	i	3
ti5	帝		t	i	5
ti5	蒂		t	i	5
ti5	缔		t	i	5
tʰi1	梯		tʰ	i	1
tʰi3	体		tʰ	i	3
tʰi3	□	把东西分开	tʰ	i	3
tʰi5	替		tʰ	i	5
tʰi5	涕		tʰ	i	5
tʰi5	剃		tʰ	i	5
tʰi5	递		tʰ	i	5
tʰi5	嚏		tʰ	i	5
di2	提		d	i	2
di2	堤		d	i	2
di2	题		d	i	2
di2	啼		d	i	2
di2	蹄		d	i	2
di6	弟		d	i	6
di6	娣		d	i	6
di6	第		d	i	6
di6	地		d	i	6
li2	厘		l	i	2
li2	黎		l	i	2
li2	犁		l	i	2
li2	梨		l	i	2
li2	离		l	i	2
li2	篱		l	i	2
li3	李		l	i	3
li3	礼		l	i	3
li3	里		l	i	3
li3	理		l	i	3
li3	鲤		l	i	3
li6	丽		l	i	6
li6	吏		l	i	6
li6	厉		l	i	6
li6	励		l	i	6
li6	利		l	i	6
li6	莉		l	i	6
li6	痢		l	i	6
li6	例		l	i	6
li6	隶		l	i	6
tɕi1	机		tɕ	i	1
tɕi1	肌		tɕ	i	1
tɕi1	饥		tɕ	i	1
tɕi1	讥		tɕ	i	1
tɕi1	鸡		tɕ	i	1
tɕi1	基		tɕ	i	1
tɕi1	簊		tɕ	i	1
tɕi3	几		tɕ	i	3
tɕi3	己		tɕ	i	3
tɕi3	挤		tɕ	i	3
tɕi5	计		tɕ	i	5
tɕi5	记		tɕ	i	5
tɕi5	纪		tɕ	i	5
tɕi5	季		tɕ	i	5
tɕi5	悸		tɕ	i	5
tɕi5	寄		tɕ	i	5
tɕi5	剂		tɕ	i	5
tɕi5	既		tɕ	i	5
tɕi5	冀		tɕ	i	5
tɕi5	骥		tɕ	i	5
tɕi5	继		tɕ	i	5
tɕi5	系	~鞋带	tɕ	i	5
tɕʰi1	欺		tɕʰ	i	1
tɕʰi1	溪		tɕʰ	i	1
tɕʰi1	蹊		tɕʰ	i	1
tɕʰi1	期		tɕʰ	i	1
tɕʰi3	企		tɕʰ	i	3
tɕʰi3	启		tɕʰ	i	3
tɕʰi3	起		tɕʰ	i	3
tɕʰi3	企	又	tɕʰ	i	3
tɕʰi3	岂		tɕʰ	i	3
tɕʰi5	气		tɕʰ	i	5
tɕʰi5	汽		tɕʰ	i	5
tɕʰi5	弃		tɕʰ	i	5
tɕʰi5	器		tɕʰ	i	5
dʑi2	其		dʑ	i	2
dʑi2	棋		dʑ	i	2
dʑi2	琪		dʑ	i	2
dʑi2	祺		dʑ	i	2
dʑi2	旗		dʑ	i	2
dʑi2	麒		dʑ	i	2
dʑi2	杞		dʑ	i	2
dʑi2	奇		dʑ	i	2
dʑi2	骑		dʑ	i	2
dʑi2	祁		dʑ	i	2
dʑi2	祈		dʑ	i	2
dʑi2	齐		dʑ	i	2
dʑi2	荠	文	dʑ	i	2
dʑi6	忌		dʑ	i	6
dʑi6	技		dʑ	i	6
dʑi6	妓		dʑ	i	6
dʑi6	伎		dʑ	i	6
dʑi6	及	白，来不及，本字为洎	dʑ	i	6
ȵi2	倪		ȵ	i	2
ȵi2	尼		ȵ	i	2
ȵi2	泥		ȵ	i	2
ȵi2	呢	~制服	ȵ	i	2
ȵi6	腻		ȵ	i	6
ȵi6	义	~气：厚道	ȵ	i	6
ɕi1	希		ɕ	i	1
ɕi1	稀		ɕ	i	1
ɕi1	西		ɕ	i	1
ɕi1	牺		ɕ	i	1
ɕi1	嘻		ɕ	i	1
ɕi1	熙		ɕ	i	1
ɕi1	羲		ɕ	i	1
ɕi3	喜		ɕ	i	3
ɕi3	禧		ɕ	i	3
ɕi3	洗		ɕ	i	3
ɕi3	孟	姓，来源不明待考	ɕ	i	3
ɕi5	戏		ɕ	i	5
ɕi5	细		ɕ	i	5
kʰi5	去	白	kʰ	i	5
i1	衣			i	1
i1	依			i	1
i1	铱			i	1
i1	医			i	1
i2	宜			i	2
i2	异			i	2
i2	移			i	2
i2	遗			i	2
i2	夷			i	2
i2	姨			i	2
i2	疑			i	2
i2	仪			i	2
i3	已			i	3
i3	椅			i	3
i3	倚			i	3
i3	以			i	3
i3	亿			i	3
i3	忆			i	3
i3	意			i	3
i3	臆			i	3
i3	奚			i	3
i3	易			i	3
i3	勚			i	3
i3	艺			i	3
i3	毅			i	3
i3	义			i	3
i3	议			i	3
i3	蚁			i	3
i3	翼			i	3
pu1	补		p	u	1
pʰu5	布		pʰ	u	5
pʰu5	怖		pʰ	u	5
pʰu3	铺	铺天盖地	pʰ	u	3
pʰu3	潽	因沸而溢	pʰ	u	3
pʰu3	埠		pʰ	u	3
pʰu3	甫		pʰ	u	3
pʰu3	脯		pʰ	u	3
pʰu3	圃		pʰ	u	3
pʰu3	浦		pʰ	u	3
pʰu3	辅		pʰ	u	3
pʰu3	埔		pʰ	u	3
pʰu3	普		pʰ	u	3
pʰu3	谱		pʰ	u	3
pʰu5	铺	~床	pʰ	u	5
bu2	蒲	菖蒲	b	u	2
bu2	菩		b	u	2
bu6	步		b	u	6
bu6	部		b	u	6
bu6	簿		b	u	6
bu6	孵	白	b	u	6
fu1	夫		f	u	1
fu1	肤		f	u	1
fu1	麸		f	u	1
fu3	府		f	u	3
fu3	俯		f	u	3
fu3	腑		f	u	3
fu3	斧		f	u	3
fu3	釜		f	u	3
fu3	孵	文	f	u	3
fu5	付		f	u	5
fu5	副		f	u	5
fu5	富		f	u	5
fu5	赋		f	u	5
fu5	赴		f	u	5
fu5	讣		f	u	5
fu5	阜		f	u	5
fu5	傅		f	u	5
vu2	扶		v	u	2
vu2	抚		v	u	2
vu2	符		v	u	2
vu2	诬		v	u	2
vu2	浮		v	u	2
vu6	父		v	u	6
vu6	戊	又	v	u	6
tu1	都		t	u	1
tu1	嘟		t	u	1
tu3	赌		t	u	3
tu3	肚		t	u	3
tu3	堍		t	u	3
tu5	妒		t	u	5
tu5	堵		t	u	5
tu5	睹		t	u	5
tu5	蠹		t	u	5
tʰu3	土		tʰ	u	3
tʰu3	吐		tʰ	u	3
tʰu5	兔		tʰ	u	5
tʰu5	唾		tʰ	u	5
du2	图		d	u	2
du2	途		d	u	2
du2	涂		d	u	2
du2	徒		d	u	2
du2	屠		d	u	2
du6	度		d	u	6
du6	渡		d	u	6
du6	镀		d	u	6
du6	杜		d	u	6
lu2	如		l	u	2
lu2	茹		l	u	2
lu2	卢		l	u	2
lu2	芦		l	u	2
lu2	庐		l	u	2
lu2	炉		l	u	2
lu2	颅		l	u	2
lu3	汝		l	u	3
lu3	鲁		l	u	3
lu3	橹		l	u	3
lu3	卤		l	u	3
lu6	路		l	u	6
lu6	露		l	u	6
lu6	赂		l	u	6
tsu1	租		ts	u	1
tsu1	朱		ts	u	1
tsu1	株		ts	u	1
tsu1	茱		ts	u	1
tsu1	诛		ts	u	1
tsu1	蛛		ts	u	1
tsu1	珠		ts	u	1
tsu1	猪		ts	u	1
tsu3	祖		ts	u	3
tsu3	组		ts	u	3
tsu3	阻		ts	u	3
tsu3	诅		ts	u	3
tsu3	主		ts	u	3
tsu3	煮		ts	u	3
tsu5	诸		ts	u	5
tsu5	注		ts	u	5
tsu5	驻		ts	u	5
tsu5	疰	夏	ts	u	5
tsu5	铸		ts	u	5
tsʰu1	粗		tsʰ	u	1
tsʰu1	初		tsʰ	u	1
tsʰu3	楚		tsʰ	u	3
tsʰu3	础		tsʰ	u	3
tsʰu3	鼠		tsʰ	u	3
tsʰu3	褚		tsʰ	u	3
tsʰu3	处	~理	tsʰ	u	3
tsʰu5	处	住~	tsʰ	u	5
tsʰu5	措		tsʰ	u	5
tsʰu5	醋		tsʰ	u	5
dzu2	雏		dz	u	2
dzu2	除		dz	u	2
dzu2	贮		dz	u	2
dzu2	厨		dz	u	2
dzu2	橱		dz	u	2
dzu2	储		dz	u	2
dzu6	助		dz	u	6
dzu6	箸	~笼	dz	u	6
dzu6	住		dz	u	6
su1	书		s	u	1
su1	酥		s	u	1
su1	苏		s	u	1
su1	输		s	u	1
su1	疏		s	u	1
su3	数	点	s	u	3
su5	数	~目	s	u	5
su5	素		s	u	5
su5	诉		s	u	5
su5	塑		s	u	5
su5	漱		s	u	5
su5	恕		s	u	5
zu2	锄		z	u	2
zu2	贮	又	z	u	2
zu6	树		z	u	6
zu6	竖		z	u	6
ku1	姑		k	u	1
ku1	菇		k	u	1
ku1	孤		k	u	1
ku1	辜		k	u	1
ku1	箍		k	u	1
ku3	古		k	u	3
ku3	估		k	u	3
ku3	鼓		k	u	3
ku3	股		k	u	3
ku5	故		k	u	5
ku5	固		k	u	5
ku5	顾		k	u	5
ku5	雇		k	u	5
kʰu1	枯		kʰ	u	1
kʰu1	骷		kʰ	u	1
kʰu3	苦		kʰ	u	3
kʰu5	库		kʰ	u	5
kʰu5	裤		kʰ	u	5
gu2	□	~私:糊里糊涂	g	u	2
gu6	□	贪	g	u	6
xu1	乎		x	u	1
xu1	呼		x	u	1
xu3	虎		x	u	3
xu3	浒		x	u	3
xu5	戽		x	u	5
xu5	□	芦~	x	u	5
ɣu2	胡		ɣ	u	2
ɣu2	糊		ɣ	u	2
ɣu2	湖		ɣ	u	2
ɣu2	蝴		ɣ	u	2
ɣu2	葫		ɣ	u	2
ɣu2	壶		ɣ	u	2
ɣu2	弧		ɣ	u	2
ɣu2	狐		ɣ	u	2
ɣu6	户		ɣ	u	6
ɣu6	护		ɣ	u	6
ɣu6	扈		ɣ	u	6
u1	乌			u	1
u1	呜			u	1
u1	污			u	1
u2	吴			u	2
u2	蜈			u	2
u2	无			u	2
u2	芜			u	2
u3	五			u	3
u3	伍			u	3
u3	武			u	3
u3	午			u	3
u3	诬	文		u	3
u6	误			u	6
u6	悟			u	6
u6	务			u	6
u6	戊			u	6
ly2	驴		l	y	2
ly3	吕		l	y	3
ly3	铝		l	y	3
ly3	侣		l	y	3
ly3	旅		l	y	3
ly3	履		l	y	3
ly6	虑		l	y	6
ly6	滤		l	y	6
tɕy1	居		tɕ	y	1
tɕy1	□	钻	tɕ	y	1
tɕy3	举		tɕ	y	3
tɕy3	嘴		tɕ	y	3
tɕy5	句		tɕ	y	5
tɕy5	醉		tɕ	y	5
tɕy5	锯		tɕ	y	5
tɕy5	据		tɕ	y	5
tɕy5	巨		tɕ	y	5
tɕy5	炬		tɕ	y	5
tɕy5	拒		tɕ	y	5
tɕy5	距		tɕ	y	5
tɕʰy1	区		tɕʰ	y	1
tɕʰy1	躯		tɕʰ	y	1
tɕʰy1	驱		tɕʰ	y	1
tɕʰy1	岖		tɕʰ	y	1
tɕʰy1	蛆		tɕʰ	y	1
tɕʰy3	取		tɕʰ	y	3
tɕʰy5	去	文	tɕʰ	y	5
dʑy2	瞿		dʑ	y	2
dʑy2	渠		dʑ	y	2
dʑy6	具		dʑ	y	6
dʑy6	俱		dʑ	y	6
dʑy6	惧		dʑ	y	6
ȵy3	女		ȵ	y	3
ɕy1	虚		ɕ	y	1
ɕy1	墟		ɕ	y	1
ɕy1	尿	白	ɕ	y	1
ɕy1	西	瓜	ɕ	y	1
ɕy3	许		ɕ	y	3
ɕy3	浒	又	ɕ	y	3
ɕy3	栩		ɕ	y	3
ɕy5	岁	白	ɕ	y	5
ɕy5	絮		ɕ	y	5
ʑy2	徐		ʑ	y	2
ʑy2	渠	又	ʑ	y	2
ʑy6	聚		ʑ	y	6
ʑy6	序		ʑ	y	6
ʑy6	荠	菜	ʑ	y	6
y1	淤			y	1
y2	于	姓		y	2
y2	余			y	2
y2	鱼			y	2
y2	渔			y	2
y2	娱			y	2
y2	俞			y	2
y2	愉			y	2
y2	榆			y	2
y2	愚			y	2
y2	虞			y	2
y3	雨			y	3
y3	语			y	3
y3	羽			y	3
y5	喂	白		y	5
y6	于			y	6
y6	吁			y	6
y6	圩	白		y	6
y6	迂			y	6
y6	芋			y	6
y6	豫			y	6
y6	愈			y	6
y6	喻			y	6
y6	裕			y	6
y6	誉			y	6
y6	遇			y	6
y6	寓			y	6
y6	预			y	6
pa1	揹		p	a	1
pa3	摆		p	a	3
pa3	䙓		p	a	3
pa3	拜		p	a	3
pʰa3	㧩	用手轻轻拨开	pʰ	a	3
pʰa6	派		pʰ	a	6
pʰa5	配	白	pʰ	a	5
ba2	排		b	a	2
ba2	徘		b	a	2
ba2	牌		b	a	2
ba6	败		b	a	6
ba6	稗		b	a	6
ma1	咩		m	a	1
ma2	埋		m	a	2
ma2	霾		m	a	2
ma3	买		m	a	3
ma6	卖		m	a	6
ma6	迈		m	a	6
ta1	呆	又	t	a	1
ta1	堆	又	t	a	1
ta3	歹	又	t	a	3
ta3	𠡒	使劲地拽：~芦穄	t	a	3
ta5	戴		t	a	5
ta5	带		t	a	5
ta5	碓	石臼	t	a	5
tʰa1	推		tʰ	a	1
tʰa1	胎		tʰ	a	1
tʰa5	太		tʰ	a	5
tʰa5	钛		tʰ	a	5
tʰa5	泰		tʰ	a	5
da2	台		d	a	2
da2	抬		d	a	2
da2	苔		d	a	2
da6	代		d	a	6
da6	袋		d	a	6
da6	埭		d	a	6
da6	待		d	a	6
da6	怠		d	a	6
da6	汰	~衣服	d	a	6
da6	歹		d	a	6
na2	□	母亲	n	a	2
na2	奶	乳房：乳汁：~~：妻子	n	a	2
na2	乃		n	a	2
na2	廼		n	a	2
na6	奶	~~：祖母	n	a	6
na6	奈		n	a	6
na6	耐		n	a	6
la1	在	白，又	l	a	1
la2	来		l	a	2
la2	莱		l	a	2
la2	累	~命:缠蛮	l	a	2
la6	睐		l	a	6
la6	赖		l	a	6
la6	癞		l	a	6
la6	籁		l	a	6
la6	在	白	l	a	6
tsa1	灾		ts	a	1
tsa1	哉		ts	a	1
tsa1	栽		ts	a	1
tsa1	斋		ts	a	1
tsa3	宰		ts	a	3
tsa3	崽		ts	a	3
tsa5	再		ts	a	5
tsa5	债		ts	a	5
tsa5	载		ts	a	5
tsʰa1	猜		tsʰ	a	1
tsʰa1	差	出~	tsʰ	a	1
tsʰa1	催	白	tsʰ	a	1
tsʰa3	采		tsʰ	a	3
tsʰa3	彩		tsʰ	a	3
tsʰa3	睬		tsʰ	a	3
tsʰa3	踩		tsʰ	a	3
tsʰa5	菜		tsʰ	a	5
tsʰa5	蔡		tsʰ	a	5
sa1	筛		s	a	1
sa1	鳃		s	a	1
sa1	腮		s	a	1
sa1	衰	又	s	a	1
sa3	洒		s	a	3
sa5	晒		s	a	5
sa5	赛		s	a	5
za6	寨		z	a	6
za6	才		z	a	6
za6	财		z	a	6
za6	裁		z	a	6
za6	在	文	z	a	6
ka1	该		k	a	1
ka1	赅		k	a	1
ka1	□	~平	k	a	1
ka1	街		k	a	1
ka3	改		k	a	3
ka3	解		k	a	3
ka5	丐		k	a	5
ka5	钙		k	a	5
ka5	盖		k	a	5
ka5	慨		k	a	5
ka5	溉		k	a	5
ka5	戒		k	a	5
ka5	界		k	a	5
ka5	解	锯	k	a	5
ka5	解	~款	k	a	5
kʰa1	开		kʰ	a	1
kʰa1	揩		kʰ	a	1
kʰa3	凯		kʰ	a	3
kʰa3	楷		kʰ	a	3
kʰa3	慨		kʰ	a	3
kʰa5	恺	~背椅	kʰ	a	5
ga2	□	碰	g	a	2
ga6	□	撑撑~~;懒惰	g	a	6
ŋa1	哀		ŋ	a	1
ŋa1	挨	白，靠近	ŋ	a	1
ŋa1	埃		ŋ	a	1
ŋa2	呆		ŋ	a	2
ŋa2	捱		ŋ	a	2
ŋa2	癌		ŋ	a	2
ŋa2	皑		ŋ	a	2
ŋa3	矮		ŋ	a	3
ŋa5	爱		ŋ	a	5
ŋa6	艾		ŋ	a	6
ŋa6	碍		ŋ	a	6
ŋa6	外	白	ŋ	a	6
ŋa6	蔼		ŋ	a	6
ŋa6	暧		ŋ	a	6
xa1	桸	用瓢、碗等取东西：~米	x	a	1
xa3	海		x	a	3
xa3	蟹		x	a	3
xa3	咳		x	a	3
xa5	□	~不住：吃不消	x	a	5
ɣa2	鞋		ɣ	a	2
ɣa2	还		ɣ	a	2
ɣa2	孩		ɣ	a	2
ɣa2	咳	喊	ɣ	a	2
ɣa6	害		ɣ	a	6
ɣa6	亥		ɣ	a	6
ɣa6	唉		ɣ	a	6
ɣa6	解	姓	ɣ	a	6
a3	也	白		a	3
kua1	乖		k	ua	1
kua1	怪		k	ua	1
kʰua3	傀		kʰ	ua	3
kʰua5	快		kʰ	ua	5
kʰua5	筷		kʰ	ua	5
kʰua5	脍		kʰ	ua	5
kʰua5	会	~计	kʰ	ua	5
gua6	□	手臂夹着东西	g	ua	6
xua1	歪		x	ua	1
xua3	□	大吃	x	ua	3
ɣua2	怀		ɣ	ua	2
ɣua2	槐		ɣ	ua	2
ɣua2	淮		ɣ	ua	2
ɣua2	还	又读	ɣ	ua	2
ɣua6	坏	文读	ɣ	ua	6
ua3		左右摇摆		ua	3
ua6	外	文读		ua	6
ua6	坏	白读		ua	6
tɕya3	□	很得意，神气	tɕ	ya	3
tɕya5	拽		tɕ	ya	5
tɕʰya3	□	唆使	tɕʰ	ya	3
ɕya1	靴		ɕ	ya	1
ɕya1	摔		ɕ	ya	1
ɕya3	甩		ɕ	ya	3
ɕya5	帅		ɕ	ya	5
ɕya5	率		ɕ	ya	5
pɑ1	吧		p	ɑ	1
pɑ5	爸	文读	p	ɑ	5
pʰɑ5	叭		pʰ	ɑ	5
bɑ2	□	拔出：抽出	b	ɑ	2
ba6	爸	白读	b	a	6
mɑ3	妈		m	ɑ	3
mɑ3	吗		m	ɑ	3
mɑ3	嘛		m	ɑ	3
mɑ6	妈	~~;伯母	m	ɑ	6
fɑ1	乏		f	ɑ	1
tɑ3	打		t	ɑ	3
tɑ5	大	文读	t	ɑ	5
dɑ2	□	移开一点：错后一点：~几天去探亲	d	ɑ	2
dɑ6	大	白读	d	ɑ	6
dɑ6	汏	~衣服	d	ɑ	6
nɑ2	拿		n	ɑ	2
nɑ3	哪	文读	n	ɑ	3
lɑ1	拉	~拢	l	ɑ	1
lɑ2	拉	~尿：尿床	l	ɑ	2
lɑ3	哪	白读	l	ɑ	3
lɑ6	赖	~学	l	ɑ	6
tsɑ1	遮		ts	ɑ	1
tsʰɑ1	车		tsʰ	ɑ	1
tsʰɑ1	□	拌和：~面	tsʰ	ɑ	1
tsʰɑ3	扯		tsʰ	ɑ	3
dzɑ6	□	~蛤：本地特有海产	dz	ɑ	6
sɑ1	赊		s	ɑ	1
sɑ3	傻		s	ɑ	3
sɑ3	舍		s	ɑ	3
sɑ3	捨		s	ɑ	3
sɑ5	煞	迷信说法，指人的灵魂：~走了	s	ɑ	5
sɑ5	社	东~：本县地名	s	ɑ	5
zɑ2	蛇		z	ɑ	2
zɑ2	佘		z	ɑ	2
zɑ6	射		z	ɑ	6
zɑ6	麝		z	ɑ	6
gɑ2	懈	不利索：慢	g	ɑ	2
gɑ6	澥	与紧相反。手里~：用钱不精打细算	g	ɑ	6
gɑ6	□	挤：~进去	g	ɑ	6
xɑ1	哈	~气	x	ɑ	1
ɑ2	啊	疑问词		ɑ	2
ɑ6	啊	应答		ɑ	6
tiɑ1	爹	~~：祖父：老~：泛指老头	t	iɑ	1
tiɑ3	嗲	娇惯,撒娇	t	iɑ	3
tɕiɑ1	加		tɕ	iɑ	1
tɕiɑ1	家	文读	tɕ	iɑ	1
tɕiɑ1	稼		tɕ	iɑ	1
tɕiɑ1	佳		tɕ	iɑ	1
tɕiɑ1	嘉		tɕ	iɑ	1
tɕiɑ3	贾		tɕ	iɑ	3
tɕiɑ3	假	又读	tɕ	iɑ	3
tɕiɑ3	姐		tɕ	iɑ	3
tɕiɑ5	借		tɕ	iɑ	5
tɕiɑ5	架		tɕ	iɑ	5
tɕiɑ5	驾		tɕ	iɑ	5
tɕiɑ5	价		tɕ	iɑ	5
tɕiɑ5	嫁	文读	tɕ	iɑ	5
tɕʰiɑ1	斜	又读	tɕʰ	iɑ	1
tɕʰiɑ5	笡	倾倒、歪：墙~了	tɕʰ	iɑ	5
dʑiɑ2	茄		dʑ	iɑ	2
dʑiɑ2	□	犟、粗暴	dʑ	iɑ	2
dʑiɑ6	□	指人某一部分伤痛，不灵活：腰~了	dʑ	iɑ	6
dʑiɑ6	□	~尿：小便	dʑ	iɑ	6
ɕiɑ1	些		ɕ	iɑ	1
ɕiɑ3	写		ɕ	iɑ	3
ɕiɑ3	泻		ɕ	iɑ	3
ɕiɑ3	卸		ɕ	iɑ	3
ɕiɑ3	惬		ɕ	iɑ	3
ʑiɑ2	霞		ʑ	iɑ	2
ʑiɑ2	邪		ʑ	iɑ	2
ʑiɑ2	斜		ʑ	iɑ	2
ʑiɑ6	下	文读	ʑ	iɑ	6
ʑiɑ6	夏	文读	ʑ	iɑ	6
ʑiɑ6	谢		ʑ	iɑ	6
ʑiɑ6	榭		ʑ	iɑ	6
iɑ1	□	躲		iɑ	1
iɑ1	𦚢	手受伤不能动：手~了		iɑ	1
iɑ2	牙			iɑ	2
iɑ2	芽			iɑ	2
iɑ2	涯			iɑ	2
iɑ2	爷	~~：父亲		iɑ	2
iɑ3	野			iɑ	3
iɑ3	讶			iɑ	3
iɑ3	惹			iɑ	3
iɑ6	夜			iɑ	6
iɑ6	亚			iɑ	6
iɑ6	椰			iɑ	6
iɑ6	耶			iɑ	6
iɑ6	呀			iɑ	6
kuɑ1	呱		k	uɑ	1
ɣuɑ2	哗	文读	ɣ	uɑ	2
uɑ1	哇			uɑ	1
uɑ2	娃			uɑ	2
uɑ5	□	~里~大：矫揉造作		uɑ	5
pʌ1	包		p	ʌ	1
pʌ1	苞		p	ʌ	1
pʌ1	胞		p	ʌ	1
pʌ1	鲍		p	ʌ	1
pʌ3	宝		p	ʌ	3
pʌ3	保		p	ʌ	3
pʌ3	褒		p	ʌ	3
pʌ3	饱		p	ʌ	3
pʌ3	煲		p	ʌ	3
pʌ5	暴	文读	p	ʌ	5
pʌ5	报		p	ʌ	5
pʌ5	豹		p	ʌ	5
pʌ5	趵		p	ʌ	5
pʌ5	瀑		p	ʌ	5
pʌ5	爆		p	ʌ	5
pʰʌ1	抛		pʰ	ʌ	1
pʰʌ1	泡		pʰ	ʌ	1
