#i	
p	[1]碑裨[2]琵枇啤脾{～胃}[3]比妣秕毗敝陛媲彼[4]婢閉斃幣備憊被{文}[5]飛費{姓}庇臂痹轡秘泌[6]避蔽弊
pʰ	[1]披帔[2]脾{～氣}疲□{訓人}[3]譬痞{文}丕否{臧～}鄙[4]屁{文}
b	[2]□{秤上分量不足}[3]米[4]□{笑貌}[6]味未{午～}□{頭沒水中；潛泳}
m	[1]咪眯□{密，沒有縫}[2]糜{文}迷[3]靡[4]媚謎□{不是}
t	[1]知{白，～縣}蜘的{我～書}低[2]池[3]氐胝詆抵{文}底{文}[4]弟娣隸棣逮雉[5]帝戴{白}智知{～識}致置[6]治地
tʰ	[1]黐[2]提啼持[3]體{文}□{張開}[4]痔[5]剃屜締涕翅{白}滯
n	[1]艿嬭{白，～母}[2]尼妮呢泥怩[3]弭彌獼[4]奶{白，食～}[5]□胖
l	[1]哩[2]厘喱離璃魑漓籬狸{文}鸝黎[3]裏理姓鯉履旅李醴[4]麗痢利{文}荔莉厲蒞蠣儷蜊俐[5]詈□{撕}[6]吏例
ts	[1]□{女陰}[2]眵[3]紫祉趾止咫旨指址只[4]已舐[5]制祭熾濟志際贄劑至幟
tsʰ	[1]妻淒萋棲鰓嗤癡[2]馳遲齊{文}薺[3]恥[4]市□{髒}[5]試刺翅{文，魚～}[6]飼
s	[1]屍施詩絲鷥司[2]時匙辭{文}[3]死豕弛始矢[4]視氏侍恃峙[5]四世肆勢[6]示逝誓嗜豉
dz	[2]兒[4]二[5]□{傻笑貌}[6]字寺餌膩{文}
k	[1]幾{文}饑飢肌稽姬箕基璣機嘰枝乩梔譏[2]旗棋[3]己紀杞幾{茶～}[4]羈技妓伎冀驥企{文}忌[5]繼記痣{白}既暨[6]己{家～}
kʰ	[1]崎欹欺蹊[2]琪蜞其期祈畸奇{文}祺祁琦芪麒[3]啟起齒{白}[5]棄器氣{文}汽[6]忌{做～}
ɡ	[2]疑[4]□{傻}
ŋ	[2]宜霓儀[3]議擬[4]義[5]誼
h	[1]熹禧嬉嘻熙犧希晞稀曦羲[2]奚蹊[3]喜嬉[4]攜系[5]戲
∅	[1]衣{文}依於伊[2]飴貽怡彝移夷荑姨[3]倚{文}[4]易{文}異裔懿[5]意薏憶肄[6]矣
#iʔ	
p	[7]鱉
pʰ	[7]□{薄}
b	[7]癟{白}□躲藏[8]篾
m	[7]乜{“什麼”，表疑問}
t	[7]滴蒂[8]碟□{惹上，纏上}
tʰ	[7]鐵[8]□{好說話}
n	[7]□{咬}
l	[7]□{裂帛聲}[8]裂
ts	[7]摺折{文}接{文}[8]舌折{斷}
tsʰ	[7]□{躲在角落裏}[8]蠘{海蟹}
s	[7]薛□{閃，顫抖}[8]蝕
dz	[7]褶讋[8]廿□{手按住}
k	[7]□{砌}[8]□{刺}
kʰ	[7]缺{白}[8]□{笑聲}
h	[7]□{笑聲}
∅	[7]浥{白}[8]□{尖叫聲}
#u	
p	[1]晡[2]炰{火炙}瓠[4]哺捕[5]布{文}佈怖富[6]孵
pʰ	[2]浮桴菩葡芙蒲[3]□{俗，性交}
b	[2]巫誣蕪無{文}[3]撫嫵武鵡侮舞[4]務婺鷲[6]霧
t	[1]蛛誅株{白}[2]櫥[3]堵睹賭[4]□{頂嘴}[5]著
tʰ	[2]荼塗滁途躇儲[3]□{小兒胖}[6]□{飛翔聲}
l	[1]□{不尖}[2]顱蘆轤婁臚艫瀘廬[3]屢鏤縷魯嚕櫓虜[4]輅賂鷺□{突起物}[6]□{拉轆轤上的繩子}
ts	[1]組殂疽珠銖沮朱詛諸侏[3]主俎[4]住{文}駐聚[5]蛀注鑄蠹
tsʰ	[1]芻趨雛[2]滁[3]取娶[5]趣厝措處
s	[1]輸舒抒須需[2]殊蜍[3]緒暑署曙渚杵杼黍墅[4]樹{文}豎敘序[5]恕庶訴素{文}數{文}絮[6]□{急行貌，水噴出貌}
dz	[2]如茹俞瑜榆逾儒[3]乳愈[4]裕
k	[1]鴝軲鵠辜{文}龜骷咕[3]賈{商～}久詁韭[4]具俱懼舅[5]灸句故固錮痼顧[6]舊故{～事}
kʰ	[1]區驅軀[2]跍[4]臼
ɡ	[2]牛
h	[1]孚桴蜉夫{文}膚俘乎腐呼{文}[2]胡{文}瑚帽糊{文，～塗}蝴弧符壺狐{文}鳧扶[3]釜俯府腑滸{文}[4]婦阜駙護煦扈互{文}滬輔甫{文}負父{文}[5]付赴咐訃僕副賦傅{師～}
∅	[1]竽于{姓}迂呼{白}鄔嗚污[2]娛吾[3]羽雨{文}宇禹[4]有{白}[5]惡{厭～}塢□{煨}
#uʔ	
p	[7]□{被尖利物剌破}[8]□{放屁聲}
pʰ	[7]□{放屁聲}[8]□{無地位}
t	[7]□{小堆}[8]□{用利器刺}
tʰ	[8]腯
l	[7]□{喝}
ts	[7]嘬
tsʰ	[7]□{急速行動}[8]□{用燈光照}
s	[7]□{嗽}[8]□{從高處往下栽}
k	[7]□{吸住}[8]□{私下議論}
kʰ	[7]窟{白}
h	[7]□{速飛貌}
∅	[7]□{一片}
#a	
p	[1]巴爸芭笆杷疤葩[2]叭[3]把{文}飽靶[4]罷[5]豹壩霸[6]吧
pʰ	[1]脬拋{白}[4]泡
b	[2]貓{白}[5]䶕[6]□{拖}
