繁體	简体	音標	註釋	聲	韻	調							
𰵽	𰵽	tʰɑʊ̯˧˥	罵，也作（滔）（弢）（謟）通常講（日~）	tʰ	ɑʊ̯	˧˥							
饕	饕	tʰɑʊ̯˧˥		tʰ	ɑʊ̯	˧˥							
䈱	䈱	tʰɑʊ̯˧˥		tʰ	ɑʊ̯	˧˥							
討	讨	tʰɑʊ̯˦˨		tʰ	ɑʊ̯	˦˨							
套	套	tʰɑʊ̯˩˩˨		tʰ	ɑʊ̯	˩˩˨							
桃	桃	tʰɑʊ̯˧˩		tʰ	ɑʊ̯	˧˩							
逃	逃	tʰɑʊ̯˧˩		tʰ	ɑʊ̯	˧˩							
陶	陶	tʰɑʊ̯˧˩		tʰ	ɑʊ̯	˧˩							
萄	萄	tʰɑʊ̯˧˩	本字讀作陽平，但（葡萄）會發生連續變調讀作陰平	tʰ	ɑʊ̯	˧˩							
濤	涛	tʰɑʊ̯˧˥	文讀音，主要用作人名	tʰ	ɑʊ̯	˧˥							
濤	涛	tʰɑʊ̯˧˩		tʰ	ɑʊ̯	˧˩							
蹈	蹈	tɑʊ̯˩˩˨		t	ɑʊ̯	˩˩˨							
稻	稻	tɑʊ̯˩˩˨		t	ɑʊ̯	˩˩˨							
道	道	tɑʊ̯˩˩˨		t	ɑʊ̯	˩˩˨							
導	导	tɑʊ̯˩˩˨		t	ɑʊ̯	˩˩˨							
導	导	tʰɑʊ̯˩˩˨		tʰ	ɑʊ̯	˩˩˨							
盜	盗	tɑʊ̯˩˩˨		t	ɑʊ̯	˩˩˨							
腦	脑	nɑʊ̯˦˨		n	ɑʊ̯	˦˨							
惱	恼	nɑʊ̯˦˨		n	ɑʊ̯	˦˨							
勞	劳	nɑʊ̯˧˩		n	ɑʊ̯	˧˩							
撈	捞	nɑʊ̯˧˥	白讀作動詞	n	ɑʊ̯	˧˥							
嘮	唠	nɑʊ̯˧˩		n	ɑʊ̯	˧˩							
醪	醪	nɑʊ̯˧˩		n	ɑʊ̯	˧˩							
𤏪	𤏪	nɑʊ̯˧˩		n	ɑʊ̯	˧˩							
牢	牢	nɑʊ̯˧˩		n	ɑʊ̯	˧˩							
澇	涝	nɑʊ̯˧˩		n	ɑʊ̯	˧˩							
撈	捞	nɑʊ̯˧˩	文讀	n	ɑʊ̯	˧˩							
㧯	㧯	nɑʊ̯˦˨	動詞	n	ɑʊ̯	˦˨							
佬	佬	nɑʊ̯˦˨		n	ɑʊ̯	˦˨							
老	老	nɑʊ̯˦˨		n	ɑʊ̯	˦˨							
癆	痨	nɑʊ̯˩˩˨		n	ɑʊ̯	˩˩˨							
㷮	㷮	t͡s̻ɑʊ̯˧˥		t͡s̻	ɑʊ̯	˧˥							
遭	遭	t͡s̻ɑʊ̯˧˥		t͡s̻	ɑʊ̯	˧˥							
遭	遭	t͡s̻ɑʊ̯˧˩	白讀，表示被動	t͡s̻	ɑʊ̯	˧˩							
糟	糟	t͡s̻ɑʊ̯˧˥		t͡s̻	ɑʊ̯	˧˥							
早	早	t͡s̻ɑʊ̯˦˨		t͡s̻	ɑʊ̯	˦˨							
棗	枣	t͡s̻ɑʊ̯˦˨		t͡s̻	ɑʊ̯	˦˨							
蚤	蚤	t͡s̻ɑʊ̯˦˨		t͡s̻	ɑʊ̯	˦˨							
澡	澡	t͡s̻ɑʊ̯˦˨		t͡s̻	ɑʊ̯	˦˨							
躁	躁	t͡s̻ʰɑʊ̯˩˩˨		t͡s̻ʰ	ɑʊ̯	˩˩˨							
灶	灶	t͡s̻ɑʊ̯˩˩˨		t͡s̻	ɑʊ̯	˩˩˨							
操	操	t͡s̻ʰɑʊ̯˧˥		t͡s̻ʰ	ɑʊ̯	˧˥							
糙	糙	t͡s̻ʰɑʊ̯˩˩˨		t͡s̻ʰ	ɑʊ̯	˩˩˨							
操	操	t͡s̻ʰɑʊ̯˩˩˨		t͡s̻ʰ	ɑʊ̯	˩˩˨							
造	造	t͡s̻ʰɑʊ̯˩˩˨		t͡s̻ʰ	ɑʊ̯	˩˩˨							
肏	肏	t͡s̻ʰɑʊ̯˩˩˨	普通話借詞	t͡s̻ʰ	ɑʊ̯	˩˩˨							
草	草	t͡s̻ʰɑʊ̯˦˨		t͡s̻ʰ	ɑʊ̯	˦˨							
艸	艸	t͡s̻ʰɑʊ̯˦˨		t͡s̻ʰ	ɑʊ̯	˦˨							
曹	曹	t͡s̻ʰɑʊ̯˧˩		t͡s̻ʰ	ɑʊ̯	˧˩							
槽	槽	t͡s̻ʰɑʊ̯˧˩		t͡s̻ʰ	ɑʊ̯	˧˩							
皂	皂	t͡s̻ɑʊ̯˩˩˨		t͡s̻ʰ	ɑʊ̯	˩˩˨							
造	造	t͡s̻ɑʊ̯˩˩˨	造孽	t͡s̻	ɑʊ̯	˩˩˨							
騷	骚	s̻ɑʊ̯˧˥		s̻	ɑʊ̯	˧˥							
臊	臊	s̻ɑʊ̯˧˥		s̻	ɑʊ̯	˧˥							
掃	扫	s̻ɑʊ̯˦˨		s̻	ɑʊ̯	˦˨							
嫂	嫂	s̻ɑʊ̯˦˨		s̻	ɑʊ̯	˦˨							
掃	扫	s̻ɑʊ̯˦˨		s̻	ɑʊ̯	˦˨							
掃	扫	s̻ɑʊ̯˩˩˨	掃把	s̻	ɑʊ̯	˩˩˨							
喿	喿	t͡s̻ʰɑʊ̯˩˩˨		t͡s̻ʰ	ɑʊ̯	˩˩˨							
噪	噪	t͡s̻ʰɑʊ̯˩˩˨		t͡s̻ʰ	ɑʊ̯	˩˩˨							
燥	燥	t͡s̻ʰɑʊ̯˩˩˨		t͡s̻ʰ	ɑʊ̯	˩˩˨							
高	高	kɑʊ̯˧˥		k	ɑʊ̯	˧˥							
膏	膏	kɑʊ̯˧˥		k	ɑʊ̯	˧˥							
皋	皋	kɑʊ̯˧˥		k	ɑʊ̯	˧˥							
皐	皐	kɑʊ̯˧˥		k	ɑʊ̯	˧˥							
臯	臯	kɑʊ̯˧˥		k	ɑʊ̯	˧˥							
羔	羔	kɑʊ̯˧˥		k	ɑʊ̯	˧˥							
糕	糕	kɑʊ̯˧˥		k	ɑʊ̯	˧˥							
稿	稿	kɑʊ̯˦˨		k	ɑʊ̯	˦˨							
縞	缟	kɑʊ̯˦˨		k	ɑʊ̯	˦˨							
誥	诰	kɑʊ̯˩˩˨		k	ɑʊ̯	˩˩˨							
郜	郜	kɑʊ̯˩˩˨		k	ɑʊ̯	˩˩˨							
𣝏	𣝏	kɑʊ̯˩˩˨		k	ɑʊ̯	˩˩˨							
告	告	kɑʊ̯˩˩˨		k	ɑʊ̯	˩˩˨							
筶	筶	kɑʊ̯˩˩˨		k	ɑʊ̯	˩˩˨							
考	考	kʰɑʊ̯˦˨		kʰ	ɑʊ̯	˦˨							
烤	烤	kʰɑʊ̯˦˨		kʰ	ɑʊ̯	˦˨							
靠	靠	kʰɑʊ̯˩˩˨		kʰ	ɑʊ̯	˩˩˨							
犒	犒	kʰɑʊ̯˩˩˨		kʰ	ɑʊ̯	˩˩˨							
垇	垇	ŋɑʊ̯˧˥		ŋ	ɑʊ̯	˧˥							
爊	爊	ŋɑʊ̯˧˥	油鏖	ŋ	ɑʊ̯	˧˥							
凹	凹	ŋɑʊ̯˧˥		ŋ	ɑʊ̯	˧˥							
慠	慠	ŋɑʊ̯˧˥	白讀，作動詞，表示傲慢，作對	ŋ	ɑʊ̯	˧˥							
謸	𫍵	ŋɑʊ̯˧˩	白讀，作動詞，表示狡辯	ŋ	ɑʊ̯	˧˩							
𢳆	摮	ŋɑʊ̯˧˩	白讀，作動詞，表示傲慢	ŋ	ɑʊ̯	˧˩							
鰲	鳌	ŋɑʊ̯˧˩		ŋ	ɑʊ̯	˧˩							
熬	熬	ŋɑʊ̯˧˩		ŋ	ɑʊ̯	˧˩							
敖	敖	ŋɑʊ̯˧˩		ŋ	ɑʊ̯	˧˩							
傲	傲	ŋɑʊ̯˩˩˨		ŋ	ɑʊ̯	˩˩˨							
蒿	蒿	xɑʊ̯˧˥		x	ɑʊ̯	˧˥							
薅	薅	xɑʊ̯˧˥		x	ɑʊ̯	˧˥							
好	好	xɑʊ̯˦˨		x	ɑʊ̯	˦˨							
好	好	xɑʊ̯˩˩˨		x	ɑʊ̯	˦˨							
耗	耗	xɑʊ̯˩˩˨		x	ɑʊ̯	˩˩˨							
豪	豪	xɑʊ̯˧˩		x	ɑʊ̯	˧˩							
毫	毫	xɑʊ̯˧˩		x	ɑʊ̯	˧˩							
號	号	xɑʊ̯˧˩		x	ɑʊ̯	˧˩							
𪾥	𪾥	xɑʊ̯˩˩˨	監視	x	ɑʊ̯	˩˩˨							
浩	浩	xɑʊ̯˩˩˨		x	ɑʊ̯	˩˩˨							
號	号	xɑʊ̯˩˩˨		x	ɑʊ̯	˩˩˨							
皓	皓	xɑʊ̯˩˩˨		x	ɑʊ̯	˩˩˨							
晧	晧	xɑʊ̯˩˩˨		x	ɑʊ̯	˩˩˨							
顥	颢	xɑʊ̯˩˩˨		x	ɑʊ̯	˩˩˨							
灝	灏	xɑʊ̯˩˩˨		x	ɑʊ̯	˩˩˨							
爊	爊	ŋɑʊ̯˧˥		ŋ	ɑʊ̯	˧˥							
襖	袄	ŋɑʊ̯˦˨		ŋ	ɑʊ̯	˦˨							
懊	懊	ŋɑʊ̯˩˩˨		ŋ	ɑʊ̯	˩˩˨							
奧	奥	ŋɑʊ̯˩˩˨		ŋ	ɑʊ̯	˩˩˨							
佨	佨	pɑʊ̯˧˥	出格失態	p	ɑʊ̯	˧˥							
苞	苞	pɑʊ̯˧˥		p	ɑʊ̯	˧˥							
笣	笣	pɑʊ̯˧˥		p	ɑʊ̯	˧˥							
鞄	包	pɑʊ̯˧˥		p	ɑʊ̯	˧˥							
胞	胞	pɑʊ̯˧˥		p	ɑʊ̯	˧˥							
怉	怉	pɑʊ̯˦˨	形容詞，用來形容人傻乎乎，淨出洋相的樣子	p	ɑʊ̯	˦˨							
飽	饱	pɑʊ̯˦˨		p	ɑʊ̯	˦˨							
豹	豹	pɑʊ̯˩˩˨		p	ɑʊ̯	˩˩˨							
爆	爆	pɑʊ̯˩˩˨		p	ɑʊ̯	˩˩˨							
泡	泡	pʰɑʊ̯˧˥	燈~	pʰ	ɑʊ̯	˧˥							
泡	泡	pʰɑʊ̯˩˩˨		pʰ	ɑʊ̯	˩˩˨							
拋	抛	pʰɑʊ̯˧˥		pʰ	ɑʊ̯	˧˥							
炮	炮	pʰɑʊ̯˩˩˨		pʰ	ɑʊ̯	˩˩˨							
砲	炮	pʰɑʊ̯˩˩˨		pʰ	ɑʊ̯	˩˩˨							
跑	跑	pʰɑʊ̯˦˨		pʰ	ɑʊ̯	˦˨							
鮑	鲍	pɑʊ̯˩˩˨		p	ɑʊ̯	˩˩˨							
刨	刨	pʰɑʊ̯˧˩		pʰ	ɑʊ̯	˧˩							
刨	刨	pɑʊ̯˩˩˨		p	ɑʊ̯	˩˩˨							
茅	茅	mᵇɑʊ̯˧˩		mᵇ	ɑʊ̯	˧˩							
鶜	鶜	mᵇɑʊ̯˧˩		mᵇ	ɑʊ̯	˧˩							
罞	罞	mᵇɑʊ̯˧˩		mᵇ	ɑʊ̯	˧˩							
錨	锚	mᵇɑʊ̯˧˩		mᵇ	ɑʊ̯	˧˩							
犛	牦	mᵇɑʊ̯˧˩	～牛	mᵇ	ɑʊ̯	˧˩							
貓	猫	mᵇɑ˧˩	白讀，貓兒mᵇɑ˧˩ əɹ˩˩˨	mᵇ	ɑ	˧˩							
貓	猫	mᵇɑʊ̯˧˥		mᵇ	ɑʊ̯	˧˥							
卯	卯	mᵇɑʊ̯˦˨		mᵇ	ɑʊ̯	˦˨							
戼	戼	mᵇɑʊ̯˦˨		mᵇ	ɑʊ̯	˦˨							
昴	昴	mᵇɑʊ̯˦˨		mᵇ	ɑʊ̯	˦˨							
泖	泖	mᵇɑʊ̯˦˨		mᵇ	ɑʊ̯	˦˨							
茆	茆	mᵇɑʊ̯˦˨		mᵇ	ɑʊ̯	˦˨							
貌	貌	mᵇɑʊ̯˩˩˨		mᵇ	ɑʊ̯	˩˩˨							
鐃	铙	nɑʊ̯˧˩		n	ɑʊ̯	˧˩							
撓	挠	nɑʊ̯˧˩		n	ɑʊ̯	˧˩							
鬧	闹	nɑʊ̯˩˩˨		n	ɑʊ̯	˩˩˨							
罩	罩	t͡s̻ɑʊ̯˩˩˨		t͡s̻	ɑʊ̯	˩˩˨							
抓	抓	t͡s̻wɑ˧˥		t͡s̻	wɑ	˧˥							
爪	爪	t͡s̻ɑʊ̯˦˨		t͡s̻	ɑʊ̯	˦˨							
爪	爪	t͡s̻wɑ˦˨	白讀，表示手腳僵硬。如：爪起個手	t͡s̻	wɑ	˦˨							
找	找	t͡s̻ɑʊ̯˦˨		t͡s̻	ɑʊ̯	˦˨							
抓	抓	t͡s̻ɑʊ̯˦˨	白讀又音，作動詞，表示把褲腿等往上提	t͡s̻	ɑʊ̯	˦˨							
笊	笊	t͡s̻ɑʊ̯˩˩˨		t͡s̻	ɑʊ̯	˩˩˨							
抄	抄	t͡s̻ʰɑʊ̯˧˥		t͡s̻ʰ	ɑʊ̯	˧˥							
鈔	钞	t͡s̻ʰɑʊ̯˧˥		t͡s̻ʰ	ɑʊ̯	˧˥							
炒	炒	t͡s̻ʰɑʊ̯˦˨		t͡s̻ʰ	ɑʊ̯	˦˨							
吵	吵	t͡s̻ʰɑʊ̯˦˨		t͡s̻ʰ	ɑʊ̯	˦˨							
巢	巢	t͡s̻ʰɑʊ̯˧˩		t͡s̻ʰ	ɑʊ̯	˧˩							
筲	筲	s̻ɑʊ̯˧˥		s̻	ɑʊ̯	˧˥							
梢	梢	s̻ɑʊ̯˧˥		s̻	ɑʊ̯	˧˥							
捎	捎	s̻ɑʊ̯˧˥		s̻	ɑʊ̯	˧˥							
稍	稍	s̻ɑʊ̯˧˥		s̻	ɑʊ̯	˧˥							
潲	潲	s̻ɑʊ̯˩˩˨		s̻	ɑʊ̯	˩˩˨							
蛟	蛟	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
鮫	鲛	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
姣	姣	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
交	交	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
郊	郊	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
膠	胶	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
教	教	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
絞	绞	t͡ɕi̯ɑʊ̯˦˨		t͡ɕ	i̯ɑʊ̯	˦˨							
狡	狡	t͡ɕi̯ɑʊ̯˧˩	白讀，口齒伶俐，說話厲害	t͡ɕ	i̯ɑʊ̯	˧˩							
狡	狡	t͡ɕi̯ɑʊ̯˦˨		t͡ɕ	i̯ɑʊ̯	˦˨							
鉸	铰	t͡ɕi̯ɑʊ̯˦˨		t͡ɕ	i̯ɑʊ̯	˦˨							
攪	搅	kɑʊ̯˧˩	白讀	k	ɑʊ̯	˧˩							
尕	尕	kɑʊ̯˧˩	指頑皮的小孩，如:～兒	k	ɑʊ̯	˧˩							
攪	搅	t͡ɕi̯ɑʊ̯˦˨		t͡ɕ	i̯ɑʊ̯	˦˨							
搞	搞	kɑʊ̯˦˨		k	ɑʊ̯	˦˨							
教	教	t͡ɕi̯ɑʊ̯˩˩˨		t͡ɕ	i̯ɑʊ̯	˩˩˨							
較	较	t͡ɕi̯ɑʊ̯˩˩˨		t͡ɕ	i̯ɑʊ̯	˩˩˨							
酵	酵	kɑʊ̯˩˩˨	白讀	k	ɑʊ̯	˩˩˨							
酵	酵	ɕi̯ɑʊ̯˩˩˨	文讀	ɕ	i̯ɑʊ̯	˩˩˨							
窖	窖	kɑʊ̯˩˩˨	作動詞,或可表示（埋）之意	k	ɑʊ̯	˩˩˨							
㩭	𫽊	kɑʊ̯˩˩˨	白讀，動詞。表示嘗試。或作（𫽊）。正字作（校）	k	ɑʊ̯	˩˩˨							
𫽊	𫽊	kɑʊ̯˩˩˨	白讀，動詞。表示嘗試。或作（㩭）。正字作（校）	k	ɑʊ̯	˩˩˨							
校	校	kɑʊ̯˩˩˨	白讀，動詞。表示嘗試。或作（㩭）（𫽊）	k	ɑʊ̯	˩˩˨							
校	校	t͡ɕi̯ɑʊ̯˩˩˨		t͡ɕ	i̯ɑʊ̯	˩˩˨							
覺	觉	t͡ɕi̯ɑʊ̯˩˩˨		t͡ɕ	i̯ɑʊ̯	˩˩˨							
睾	睾	kʰɑʊ̯˧˥		kʰ	ɑʊ̯	˧˥							
茭	茭	kʰɑʊ̯˧˥		kʰ	ɑʊ̯	˧˥							
敲	敲	kʰɑʊ̯˧˥		kʰ	ɑʊ̯	˧˥							
敲	敲	t͡ɕʰi̯ɑʊ̯˧˥	文讀	t͡ɕʰ	i̯ɑʊ̯	˧˥							
巧	巧	t͡ɕʰi̯ɑʊ̯˦˨		t͡ɕʰ	i̯ɑʊ̯	˦˨							
咬	咬	ŋɑʊ̯˦˨		ŋ	ɑʊ̯	˦˨							
咬	咬	n̠ᶽi̯ɑʊ̯˦˨	文讀	n̠ᶽ	i̯ɑʊ̯	˦˨							
孝	孝	ɕi̯ɑʊ̯˩˩˨		ɕ	i̯ɑʊ̯	˩˩˨							
餚	肴	ɕi̯ɑʊ̯˧˩	最老派	ɕ	i̯ɑʊ̯	˧˩							
肴	肴	ɕi̯ɑʊ̯˧˩	最老派	ɕ	i̯ɑʊ̯	˧˩							
爻	爻	ɕi̯ɑʊ̯˧˩	最老派	ɕ	i̯ɑʊ̯	˧˩							
淆	淆	ɕi̯ɑʊ̯˧˩		ɕ	i̯ɑʊ̯	˧˩							
效	效	ɕi̯ɑʊ̯˩˩˨		ɕ	i̯ɑʊ̯	˩˩˨							
校	校	ɕi̯ɑʊ̯˩˩˨		ɕ	i̯ɑʊ̯	˩˩˨							
坳	坳	ŋɑʊ̯˩˩˨		ŋ	ɑʊ̯	˩˩˨							
拗	拗	ŋɑʊ̯˩˩˨		ŋ	ɑʊ̯	˩˩˨							
颷	颷	pi̯ɑʊ̯˧˥		p	i̯ɑʊ̯	˧˥							
飈	飈	pi̯ɑʊ̯˧˥	作動詞, 表示噴出,如:~槍，又作（猋）	p	i̯ɑʊ̯	˧˥							
猋	猋	pi̯ɑʊ̯˧˥	作動詞, 表示噴出,如:~槍，又作（飈）	p	i̯ɑʊ̯	˧˥							
驫	驫	pi̯ɑʊ̯˧˥		p	i̯ɑʊ̯	˧˥							
蔈	蔈	pi̯ɑʊ̯˧˥		p	i̯ɑʊ̯	˧˥							
標	标	pi̯ɑʊ̯˧˥		p	i̯ɑʊ̯	˧˥							
表	表	pi̯ɑʊ̯˦˨		p	i̯ɑʊ̯	˦˨							
婊	婊	pi̯ɑʊ̯˦˨		p	i̯ɑʊ̯	˦˨							
𧞧	𧞧	pi̯ɑʊ̯˦˨		p	i̯ɑʊ̯	˦˨							
𧘝	𧘝	pi̯ɑʊ̯˦˨		p	i̯ɑʊ̯	˦˨							
䔸	䔸	pi̯ɑʊ̯˦˨		p	i̯ɑʊ̯	˦˨							
錶	表	pi̯ɑʊ̯˦˨		p	i̯ɑʊ̯	˦˨							
嫑	嫑	pi̯ɑʊ̯˩˩˨		p	i̯ɑʊ̯	˩˩˨							
俵	俵	pi̯ɑʊ̯˩˩˨		p	i̯ɑʊ̯	˩˩˨							
飄	飘	pʰi̯ɑʊ̯˧˥		pʰ	i̯ɑʊ̯	˧˥							
摽	摽	pʰi̯ɑʊ̯˧˥	打賭	pʰ	i̯ɑʊ̯	˧˥							
漂	漂	pʰi̯ɑʊ̯˧˥		pʰ	i̯ɑʊ̯	˧˥							
瞟	瞟	pʰi̯ɑʊ̯˦˨	白讀，作動詞	pʰ	i̯ɑʊ̯	˦˨							
票	票	pʰi̯ɑʊ̯˩˩˨		pʰ	i̯ɑʊ̯	˩˩˨							
漂	漂	pʰi̯ɑʊ̯˩˩˨		pʰ	i̯ɑʊ̯	˩˩˨							
鰾	鳔	pʰi̯ɑʊ̯˧˥		pʰ	i̯ɑʊ̯	˧˥							
瞟	瞟	pʰi̯ɑʊ̯˧˩		pʰ	i̯ɑʊ̯	˧˩							
瓢	瓢	pʰi̯ɑʊ̯˧˩		pʰ	i̯ɑʊ̯	˧˩							
嫖	嫖	pʰi̯ɑʊ̯˧˩		pʰ	i̯ɑʊ̯	˧˩							
剽	剽	pʰi̯ɑʊ̯˧˩		pʰ	i̯ɑʊ̯	˧˩							
殍	殍	pʰi̯ɑʊ̯˦˨		pʰ	i̯ɑʊ̯	˦˨							
𰍳	𰍳	pʰi̯ɑʊ̯˦˨	表示火燒狀，也可表示心情焦急	pʰ	i̯ɑʊ̯	˦˨							
顠	顠	pʰi̯ɑʊ̯˦˨		pʰ	i̯ɑʊ̯	˦˨							
喵	喵	mᵇi̯ɑʊ̯˧˥		mᵇ	i̯ɑʊ̯	˧˥							
瞄	瞄	mᵇi̯ɑʊ̯˧˥	白讀動詞，表示快速掃視	mᵇ	i̯ɑʊ̯	˧˥							
瞄	瞄	mᵇi̯ɑʊ̯˧˩		mᵇ	i̯ɑʊ̯	˧˩							
描	描	mᵇi̯ɑʊ̯˧˩		mᵇ	i̯ɑʊ̯	˧˩							
苗	苗	mᵇi̯ɑʊ̯˧˩		mᵇ	i̯ɑʊ̯	˧˩							
藐	藐	mᵇi̯ɑʊ̯˦˨		mᵇ	i̯ɑʊ̯	˦˨							
渺	渺	mᵇi̯ɑʊ̯˦˨		mᵇ	i̯ɑʊ̯	˦˨							
𦳥	𦳥	mᵇi̯ɑʊ̯˦˨		mᵇ	i̯ɑʊ̯	˦˨							
杪	杪	mᵇi̯ɑʊ̯˦˨		mᵇ	i̯ɑʊ̯	˦˨							
淼	淼	mᵇi̯ɑʊ̯˦˨		mᵇ	i̯ɑʊ̯	˦˨							
眇	眇	mᵇi̯ɑʊ̯˦˨		mᵇ	i̯ɑʊ̯	˦˨							
秒	秒	mᵇi̯ɑʊ̯˦˨		mᵇ	i̯ɑʊ̯	˦˨							
廟	庙	mᵇi̯ɑʊ̯˩˩˨		mᵇ	i̯ɑʊ̯	˩˩˨							
妙	妙	mᵇi̯ɑʊ̯˩˩˨		mᵇ	i̯ɑʊ̯	˩˩˨							
燎	燎	ni̯ɑʊ̯˧˩		n	i̯ɑʊ̯	˧˩							
鷯	鹩	ni̯ɑʊ̯˧˩		n	i̯ɑʊ̯	˧˩							
燎	燎	ni̯ɑʊ̯˦˨		n	i̯ɑʊ̯	˦˨							
燋	燋	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
鷦	鹪	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
焦	焦	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
椒	椒	t͡ɕi̯ɑʊ̯˧˥		t͡ɕ	i̯ɑʊ̯	˧˥							
𨖵	𨖵	t͡ɕi̯ɑʊ̯˧˥	(轉~了）（走~了）表示走遍了，~了，表程度，形容一切所有已完成	t͡ɕ	i̯ɑʊ̯	˧˥							
劋	劋	t͡ɕi̯ɑʊ̯˦˨		t͡ɕ	i̯ɑʊ̯	˦˨							
剿	剿	t͡ɕi̯ɑʊ̯˦˨		t͡ɕ	i̯ɑʊ̯	˦˨							
鍬	锹	t͡ɕʰi̯ɑʊ̯˧˥		t͡ɕʰ	i̯ɑʊ̯	˧˥							
繰	缲	t͡ɕʰi̯ɑʊ̯˧˥		t͡ɕʰ	i̯ɑʊ̯	˧˥							
悄	悄	t͡ɕʰi̯ɑʊ̯˧˥		t͡ɕʰ	i̯ɑʊ̯	˧˥							
俏	俏	t͡ɕʰi̯ɑʊ̯˩˩˨		t͡ɕʰ	i̯ɑʊ̯	˧˥							
翹	翘	t͡ɕʰi̯ɑʊ̯˩˩˨		t͡ɕʰ	i̯ɑʊ̯	˩˩˨							
樵	樵	t͡ɕʰi̯ɑʊ̯˧˩		t͡ɕʰ	i̯ɑʊ̯	˧˩							
瞧	瞧	t͡ɕʰi̯ɑʊ̯˧˩		t͡ɕʰ	i̯ɑʊ̯	˧˩							
捎	捎	ɕi̯ɑʊ̯˧˥	白讀表示翻，推	ɕ	i̯ɑʊ̯	˧˥							
消	消	ɕi̯ɑʊ̯˧˥		ɕ	i̯ɑʊ̯	˧˥							
宵	宵	ɕi̯ɑʊ̯˧˥	夜宵	ɕ	i̯ɑʊ̯	˧˥							
霄	霄	ɕi̯ɑʊ̯˧˥		ɕ	i̯ɑʊ̯	˧˥							
硝	硝	ɕi̯ɑʊ̯˧˥		ɕ	i̯ɑʊ̯	˧˥							
銷	销	ɕi̯ɑʊ̯˧˥		ɕ	i̯ɑʊ̯	˦˨							
小	小	ɕi̯ɑʊ̯˦˨		ɕ	i̯ɑʊ̯	˦˨							
笑	笑	ɕi̯ɑʊ̯˩˩˨		ɕ	i̯ɑʊ̯	˩˩˨							
哨	哨	s̻ɑʊ̯˩˩˨		s̻	ɑʊ̯	˩˩˨							
鞘	鞘	ɕi̯ɑʊ̯˩˩˨	又音，老派可能有此音	ɕ	i̯ɑʊ̯	˩˩˨							
鞘	鞘	t͡ɕʰi̯ɑʊ̯˩˩˨		t͡ɕʰ	i̯ɑʊ̯	˩˩˨							
朝	朝	t͡s̻ɑʊ̯˧˥		t͡s̻	ɑʊ̯	˧˥							
超	超	t͡s̻ʰɑʊ̯˧˥		t͡s̻ʰ	ɑʊ̯	˧˥							
仯	仯	t͡s̻ʰɑʊ̯˩˩˨		t͡s̻ʰ	ɑʊ̯	˩˩˨							
朝	朝	t͡s̻ʰɑʊ̯˧˩		t͡s̻ʰ	ɑʊ̯	˧˩							
潮	潮	t͡s̻ʰɑʊ̯˧˩		t͡s̻ʰ	ɑʊ̯	˧˩							
趙	赵	t͡s̻ɑʊ̯˩˩˨		t͡s̻	ɑʊ̯	˩˩˨							
兆	兆	t͡s̻ɑʊ̯˩˩˨		t͡s̻	ɑʊ̯	˩˩˨							
肇	肇	s̻ɑʊ̯˩˩˨		s̻	ɑʊ̯	˩˩˨							
釗	钊	t͡s̻ɑʊ̯˧˥		t͡s̻	ɑʊ̯	˧˥							
昭	昭	t͡s̻ɑʊ̯˧˥		t͡s̻	ɑʊ̯	˧˥							
招	招	t͡s̻ɑʊ̯˧˥		t͡s̻	ɑʊ̯	˧˥							
沼	沼	t͡s̻ɑʊ̯˧˥		t͡s̻	ɑʊ̯	˧˥							
召	召	t͡s̻ɑʊ̯˩˩˨		t͡s̻	ɑʊ̯	˩˩˨							
照	照	t͡s̻ɑʊ̯˩˩˨		t͡s̻	ɑʊ̯	˩˩˨							
詔	诏	t͡s̻ɑʊ̯˩˩˨		t͡s̻	ɑʊ̯	˩˩˨							
燒	烧	s̻ɑʊ̯˧˥		s̻	ɑʊ̯	˧˥							
少	少	s̻ɑʊ̯˦˨		s̻	ɑʊ̯	˦˨							
少	少	s̻ɑʊ̯˩˩˨		s̻	ɑʊ̯	˩˩˨							
韶	韶	s̻ɑʊ̯˧˩		s̻	ɑʊ̯	˧˩							
紹	绍	s̻ɑʊ̯˩˩˨		s̻	ɑʊ̯	˩˩˨							
邵	邵	s̻ɑʊ̯˩˩˨		s̻	ɑʊ̯	˩˩˨							
饒	饶	z̻ɑʊ̯˧˩		z̻	ɑʊ̯	˧˩							
擾	扰	z̻ɑʊ̯˦˨		z̻	ɑʊ̯	˦˨							
