#a				
b	[8]墨			
tʰ	[8]讀			
l	[8]六			
ts	[8]扎{用針刺}			
k	[7]角覺{知～}菊額			
kʰ	[7]殼確恰			
ɡ	[7]樂{音～}嶽岳獄			
h	[7]學還{～有}			
∅	[7]沃{澆}			
#əʔ				
p	[7]默[8]剝			
t	[8]達			
tʰ	[8]□{塞}			
tsʰ	[7]擦{～屁股}			
k	[7]更{訓，～加}[8]剪{訓，名詞}合{白，和}胳			
kʰ	[8]筷咳磕			
#ɛʔ				
p	[7]筆[8]別{區～，離～}必			
pʰ	[7]撇匹{一～布}			
b	[8]滅密蜜秘泌			
t	[7]侄得殖植直值[8]秩			
tʰ	[7]徹踢剔{～枝}塞堵{訓}			
l	[8]立力列烈{～屬}栗逆{～風}			
dz	[8]熱			
k	[7]吉閣擱結潔傑橘			
kʰ	[7]乞揭娶{訓，男人結婚}			
∅	[7]乙一逸抑			
#iʔ				
p	[8]必弼璧闢{複～}			
l	[7]勒			
ts	[7]截{一～，～止}節折{～捺，～斷}疾籍{學～}積浙{～江}			
tsʰ	[7]賊[8]切{～開}察廁{文白同}砌{～牆}七漆			
s	[8]麝{～香}赦逝設熄			
#ɔʔ				
p	[8]暴爆{～炸，～竹}泊{粱山～}駁蔔			
pʰ	[7]樸僕博			
b	[7]目[8]木牧穆幕			
t	[7]奪卓獨督[8]毒			
tʰ	[7]鵮{鳥啄物}突啄戳禿托託			
l	[7]鷺漱{～口}駱{姓}絡樂鹿洛			
ts	[7]作{～業；工～}昨[8]卒{兵}			
s	[7]塑速宿束縮[8]數{名詞}			
dz	[7]弱			
k	[7]各國穀谷			
kʰ	[7]廓擴酷			
h	[7]覆復{反～，～原}伏{三～}服[8]複復縛霍蕾{～香}福幅蝠{蝙～}腹			
∅	[7]惡{善～}握{把～，～手}屋沃			
#øʔ				
l	[7]率{效～}[8]劣			
tsʰ	[8]出			
s	[8]眨			
k	[7]骨[8]決猾滑			
kʰ	[7]缺[8]括{包～}訣{口～}			
h	[7]法{方～}發{～財}伐[8]罰{～錢}			
∅	[7]越{～南}粵躍			
#oʔ				
t	[8]築			
tʰ	[7]儲{～蓄}[8]燙{～手}			
l	[7]略掠納{出～}祿陸[8]錄			
ts	[7]祝逐足諸{～位}			
tsʰ	[7]撮雀鵲{喜～}觸促			
s	[7]術术{白～}述肅屬贖俗[8]續淑熟{～悉}			
dz	[7]辱			
k	[8]劇			
kʰ	[8]曲麴			
ɡ	[7]玉			
h	[8]惑			
∅	[7]約[8]育郁閱			
#iaʔ				
p	[8]裂{訓}柏			
pʰ	[8]迫魄{～力}碧			
t	[7]蟄{驚～}哲{～學}特笛的{目～}竹燭[8]敵			
l	[7]綠曆歷			
ts	[7]則跡{腳～，痕～}叔			
tsʰ	[7]策			
s	[7]悉識式飾息適釋析{分～}[8]熟{煮～}色室			
k	[7]革激局侷			
kʰ	[8]克{一～，坦～}刻{時～，用刀～}擊			
h	[7]遐{那}			
∅	[7]禦{防～}腋譯益{得好處}疫役欲慾憶億肉[8]液			
#əp				
t	[8]答			
l	[7]塌			
ts	[7]十雜剁{訓}秫汁黍			
s	[7]虱			
k	[8]奎磕鴿			
h	[7]合和{～麵}[8]攜鶴核{～對，果子～}協{～調}			
∅	[7]扼{～要}			
#ip				
t	[8]牒蝶{蝴～}[8]帖{妥～}			
tʰ	[7]帖{請～}			
l	[7]捏{～泥人兒}攝{～影}[8]笠粒聶躡{～腳走}			
ts	[7]蟳{蟹}[8]集輯執接質			
s	[8]習什{～物}翅[7]濕涉{幹～}澀{柿子～}			
k	[7]緝級及極急劫{搶～}捷{快～，～報}			
kʰ	[7]吸			
ɡ	[7]搛{用筷子夾}挾{～菜}夾			
h	[8]攜脅{威～}			
∅	[8]業			
#ət				
s	[7]殺			
#it				
ts	[7]織職績[8]澤責			
tsʰ	[7]戚{親～}			
s	[7]失[8]實食{食物}蝕席錫雪			
dz	[7]日			
#ot				
p	[8]佛			
b	[8]物			
ts	[8]絕			
k	[8]掘			
kʰ	[7]屈			
∅	[7]窩熨[8]韻運			
#ŋ				
b	[2]毛門[5]問			
t	[1]當{～面}[2]堂塘長{～短}腸[5]澄{水渾，～一～}			
tʰ	[1]湯[2]糖[5]脫			
n	[3]軟[5]卵蛋兩{～個}			
ts	[1]裝莊{～家}[5]鑽			
tsʰ	[1]倉瘡[2]床			
s	[1]餿{訓“酸”}酸霜			
k	[1]光缸扛{抬}[3]鋼[5]鋼			
kʰ	[1]坑糠康[3]囥{藏}[5]勸囥{藏，隱～}			
h	[5]遠			
∅	[2]黃[5]□{不要}			
