字	源	拼	IPA		覈校：到格拉夫
召	客英字典	chau5	tʃʰau5		
召	客英字典	shau5	ʃau5		
兆	客英字典	chau5	tʃʰau5		
兆	客英字典	cheu5	tʃʰeu5		
垗	客英字典	chau5	tʃʰau5		
炤	客英字典	zhau5	tʃau5		
笊	客英字典	gu1	ku1		
棹	客英字典	zog7	tsok7		
詔	客英字典	zhau5	tʃau5		
詔	客英字典	cheu5	tʃʰeu5		
旐	客英字典	chau5	tʃʰau5		
旐	客英字典	cheu5	tʃʰeu5		
照	客英字典	zhau5	tʃau5		
罩	客英字典	zau5	tsau5		
趙	客英字典	chau5	tʃʰau5		
箌	客英字典	zau5	tsau5		
肈	客英字典	shau5	ʃau5		
肇	客英字典	shau5	ʃau5		
曌	客英字典	zhau5	tʃau5		
櫂	客英字典	cau5	tsʰau5		
櫂	客英字典	zog7	tsok7		
櫂	客英字典	tau5	tʰau5		
蜇	客英字典	zhed7	tʃet7		
嗻	客英字典	zha5	tʃa5		
遮	客英字典	zha1	tʃa1		
折	客英字典	zhed7	tʃet7		
埑	客英字典	zhed7	tʃet7		
哲	客英字典	zhed7	tʃet7		
晢	客英字典	zhed7	tʃet7		
悊	客英字典	zhed7	tʃet7		
晣	客英字典	zhed7	tʃet7		
喆	客英字典	zhed7	tʃet7		
摺	客英字典	zhab7	tʃap7		
摺	客英字典	zab7	tsap7		
輒	客英字典	zhab7	tʃap7		
樀	客英字典	did7	tit7		
輙	客英字典	zhab7	tʃap7		
蟄	客英字典	zhi5	tʃi5		
蟄	客英字典	chid8	tʃʰit8		
嚞	客英字典	zhed7	tʃet7		
謺	客英字典	chib7	tʃʰip7		
謫	客英字典	zag7	tsak7		
轍	客英字典	ched8	tʃʰet8		
讁	客英字典	zag7	tsak7		
襵	客英字典	ngiab7	ŋiap7		
者	客英字典	zha3	tʃa3		
赭	客英字典	zha3	tʃa3		
褶	客英字典	tiab8	tʰiap8		
褶	客英字典	sib8	sip8		
柘	客英字典	zha5	tʃa5		
這	客英字典	zhe3	tʃe3		
浙	客英字典	zhed7	tʃet7		
蔗	客英字典	zha5	tʃa5		
樜	客英字典	zha5	tʃa5		
鷓	客英字典	zha5	tʃa5		
着	客英字典	chog8	tʃʰok8		
珍	客英字典	zhin1	tʃin1		
珎	客英字典	zhin1	tʃin1		
貞	客英字典	zhin1	tʃin1		
胗	客英字典	zhin3	tʃin3		
砧	客英字典	zem1	tsem1		
帪	客英字典	zhen3	tʃen3		
帪	客英字典	zhin1	tʃin1		
針	客英字典	zhim1	tʃim1		
眞	客英字典	zhin1	tʃin1		
偵	客英字典	zhin1	tʃin1		
湞	客英字典	zhin1	tʃin1		
蓁	客英字典	zin1	tsin1		
斟	客英字典	zhim1	tʃim1		
楨	客英字典	zhin1	tʃin1		
甄	客英字典	ien1	ien1		
甄	客英字典	zhin1	tʃin1		
禎	客英字典	zhin1	tʃin1		
榛	客英字典	cin2	tsʰin2		
榛	客英字典	zin1	tsin1		
槇	客英字典	dien1	tien1		
碪	客英字典	zem1	tsem1		
碪	客英字典	ham3	ham3		
禛	客英字典	zhin1	tʃin1		
箴	客英字典	zhim1	tʃim1		
薽	客英字典	zhin1	tʃin1		
臻	客英字典	zin1	tsin1		
鍼	客英字典	zhim1	tʃim1		
鱵	客英字典	zhim1	tʃim1		
枕	客英字典	zhim3	tʃim3		
眕	客英字典	zhin3	tʃin3		
畛	客英字典	zhin3	tʃin3		
疹	客英字典	zhin3	tʃin3		
袗	客英字典	zhin3	tʃin3		
紾	客英字典	zhin3	tʃin3		
軫	客英字典	zhin3	tʃin3		
診	客英字典	zhin3	tʃin3		
縝	客英字典	zhin3	tʃin3		
鬒	客英字典	zhin3	tʃin3		
黰	客英字典	zhin3	tʃin3		
圳	客英字典	zhun5	tʃun5		
挋	客英字典	zhin3	tʃin3		
侲	客英字典	zhin3	tʃin3		
侲	客英字典	shin2	ʃin2		
陣	客英字典	chin5	tʃʰin5		
振	客英字典	zhin3	tʃin3		
栚	客英字典	zhim3	tʃim3		
朕	客英字典	zhim3	tʃim3		
紖	客英字典	in3	in3		
眹	客英字典	zhin3	tʃin3		
揕	客英字典	zhim5	tʃim5		
塦	客英字典	chin5	tʃʰin5		
賑	客英字典	zhin3	tʃin3		
震	客英字典	zhin3	tʃin3		
鴆	客英字典	dam1	tam1		
鴆	客英字典	chin3	tʃʰin3		
鎭	客英字典	zhin3	tʃin3		
鎭	客英字典	din3	tin3		
黮	客英字典	shim3	ʃim3		
黮	客英字典	tam3	tʰam3		
征	客英字典	zhin1	tʃin1		
爭	客英字典	zang1	tsaŋ1		
怔	客英字典	zhin1	tʃin1		
怔	客英字典	zhin5	tʃin5		
姃	客英字典	zhin1	tʃin1		
烝	客英字典	zhin1	tʃin1		
掙	客英字典	zang5	tsaŋ5		
掙	客英字典	nang5	naŋ5		
崢	客英字典	zen1	tsen1		
猙	客英字典	zen1	tsen1		
蒸	客英字典	zhin1	tʃin1		
睜	客英字典	zang1	tsaŋ1		
徰	客英字典	zhin1	tʃin1		
鉦	客英字典	zhin1	tʃin1		
箏	客英字典	zen1	tsen1		
徴	客英字典	zhin1	tʃin1		
錚	客英字典	zen1	tsen1		
癥	客英字典	zhin1	tʃin1		
拯	客英字典	zhin3	tʃin3		
掟	客英字典	tin5	tʰin5		
掟	客英字典	zen3	tsen3		
晸	客英字典	zhin3	tʃin3		
愸	客英字典	zhin3	tʃin3		
愸	客英字典	chang3	tʃʰaŋ3		
整	客英字典	zhin3	tʃin3		
整	客英字典	chang3	tʃʰaŋ3		
正	客英字典	zhin5	tʃin5		
正	客英字典	chang5	tʃʰaŋ5		
正	客英字典	chang1	tʃʰaŋ1		
郑	客英字典	chang5	tʃʰaŋ5		
政	客英字典	zhin5	tʃin5		
症	客英字典	zhin1	tʃin1		
証	客英字典	zhin5	tʃin5		
諍	客英字典	zen5	tsen5		
鄭	客英字典	chang5	tʃʰaŋ5		
證	客英字典	zhin5	tʃin5		
之	客英字典	zhi1	tʃi1		
之	客英字典	zii1	tsɿ1		
支	客英字典	zhi1	tʃi1		
汁	客英字典	chib7	tʃʰip7		
芝	客英字典	zhi1	tʃi1		
芝	客英字典	zii1	tsɿ1		
吱	客英字典	zhi1	tʃi1		
巵	客英字典	zhi1	tʃi1		
枝	客英字典	zhi1	tʃi1		
知	客英字典	zhi1	tʃi1		
知	客英字典	di1	ti1		
肢	客英字典	zhi1	tʃi1		
肢	客英字典	gi3	ki3		
泜	客英字典	di3	ti3		
秖	客英字典	zhi1	tʃi1		
胑	客英字典	zhi1	tʃi1		
胝	客英字典	chi2	tʃʰi2		
胝	客英字典	zhi1	tʃi1		
祗	客英字典	zhi1	tʃi1		
祗	客英字典	di5	ti5		
秪	客英字典	zhi1	tʃi1		
隻	客英字典	chag7	tʃʰak7		
脂	客英字典	zhi1	tʃi1		
疷	客英字典	di3	ti3		
疷	客英字典	ki2	kʰi2		
梔	客英字典	zhi1	tʃi1		
梔	客英字典	gi1	ki1		
戠	客英字典	zhid7	tʃit7		
搘	客英字典	zhi1	tʃi1		
稙	客英字典	chid8	tʃʰit8		
稙	客英字典	zhid7	tʃit7		
禔	客英字典	ti2	tʰi2		
榰	客英字典	zhi1	tʃi1		
蜘	客英字典	zhi1	tʃi1		
蜘	客英字典	di1	ti1		
鳷	客英字典	zhi1	tʃi1		
織	客英字典	zhid7	tʃit7		
坧	客英字典	chag7	tʃʰak7		
直	客英字典	chid8	tʃʰit8		
侄	客英字典	chid8	tʃʰit8		
姪	客英字典	chid8	tʃʰit8		
値	客英字典	chid8	tʃʰit8		
埴	客英字典	chid7	tʃʰit7		
埴	客英字典	shid7	ʃit7		
執	客英字典	chib7	tʃʰip7		
植	客英字典	chid8	tʃʰit8		
殖	客英字典	chid8	tʃʰit8		
跖	客英字典	chag7	tʃʰak7		
犆	客英字典	tid8	tʰit8		
馽	客英字典	chib7	tʃʰip7		
墌	客英字典	chag7	tʃʰak7		
摭	客英字典	chag7	tʃʰak7		
摭	客英字典	zhid7	tʃit7		
慹	客英字典	chib7	tʃʰip7		
膱	客英字典	zhid7	tʃit7		
縶	客英字典	zhi5	tʃi5		
縶	客英字典	chib7	tʃʰip7		
職	客英字典	zhid7	tʃit7		
蹠	客英字典	chag7	tʃʰak7		
軄	客英字典	zhid7	tʃit7		
躑	客英字典	chid7	tʃʰit7		
夂	客英字典	zhi3	tʃi3		
止	客英字典	zhi3	tʃi3		
只	客英字典	zhid7	tʃit7		
只	客英字典	zid7	tsit7		
旨	客英字典	zhi3	tʃi3		
阯	客英字典	zhi3	tʃi3		
址	客英字典	zhi3	tʃi3		
芷	客英字典	zhi3	tʃi3		
帋	客英字典	zhi3	tʃi3		
沚	客英字典	zhi3	tʃi3		
祉	客英字典	zhi3	tʃi3		
指	客英字典	zhi3	tʃi3		
枳	客英字典	zhid7	tʃit7		
洔	客英字典	shi5	ʃi5		
洔	客英字典	zhi3	tʃi3		
咫	客英字典	zhi3	tʃi3		
疻	客英字典	zhi3	tʃi3		
紙	客英字典	zhi3	tʃi3		
趾	客英字典	zhi3	tʃi3		
訨	客英字典	zhi3	tʃi3		
軹	客英字典	zhi3	tʃi3		
黹	客英字典	zhi3	tʃi3		
徵	客英字典	zhin1	tʃin1		
阤	客英字典	ti3	tʰi3		
阤	客英字典	chi3	tʃʰi3		
至	客英字典	zhi5	tʃi5		
扻	客英字典	kam3	kʰam3		
志	客英字典	zhi5	tʃi5		
豸	客英字典	chi1	tʃʰi1		
豸	客英字典	sai3	sai3		
忮	客英字典	ki5	kʰi5		
厔	客英字典	zhid7	tʃit7		
郅	客英字典	zhi5	tʃi5		
郅	客英字典	zhid7	tʃit7		
帙	客英字典	zhid7	tʃit7		
制	客英字典	zhi5	tʃi5		
炙	客英字典	chag7	tʃʰak7		
治	客英字典	chi5	tʃʰi5		
挃	客英字典	zhid7	tʃit7		
峙	客英字典	sii5	sɿ5		
峙	客英字典	chi5	tʃʰi5		
庤	客英字典	sii5	sɿ5		
庤	客英字典	shi5	ʃi5		
庢	客英字典	zhid7	tʃit7		
陟	客英字典	zhid7	tʃit7		
桎	客英字典	zhid7	tʃit7		
致	客英字典	zhi5	tʃi5		
晊	客英字典	zhid7	tʃit7		
秩	客英字典	zhid7	tʃit7		
徏	客英字典	zhid7	tʃit7		
胵	客英字典	chi1	tʃʰi1		
畤	客英字典	zhi3	tʃi3		
畤	客英字典	shi5	ʃi5		
畤	客英字典	sii5	sɿ5		
秷	客英字典	zhid7	tʃit7		
偫	客英字典	shi5	ʃi5		
偫	客英字典	sii5	sɿ5		
偫	客英字典	cii5	tsʰɿ5		
貭	客英字典	zhi5	tʃi5		
貭	客英字典	zhid7	tʃit7		
袠	客英字典	zhid7	tʃit7		
痔	客英字典	chi5	tʃʰi5		
窒	客英字典	zhid7	tʃit7		
紩	客英字典	zhid7	tʃit7		
蛭	客英字典	zhid7	tʃit7		
智	客英字典	zhi5	tʃi5		
痣	客英字典	zhi5	tʃi5		
彘	客英字典	chi3	tʃʰi3		
輊	客英字典	zhi5	tʃi5		
置	客英字典	zhi5	tʃi5		
雉	客英字典	chi1	tʃʰi1		
稚	客英字典	chi5	tʃʰi5		
廌	客英字典	sai3	sai3		
廌	客英字典	chi3	tʃʰi3		
寘	客英字典	zhi5	tʃi5		
墆	客英字典	died7	tiet7		
覟	客英字典	zhi5	tʃi5		
疐	客英字典	zhi5	tʃi5		
疐	客英字典	di1	ti1		
製	客英字典	zhi5	tʃi5		
銍	客英字典	zhid7	tʃit7		
誌	客英字典	zhi5	tʃi5		
瘈	客英字典	gi5	ki5		
瘈	客英字典	ki1	kʰi1		
滯	客英字典	che5	tʃʰe5		
摯	客英字典	zhi5	tʃi5		
幟	客英字典	zhi5	tʃi5		
稺	客英字典	chi5	tʃʰi5		
稺	客英字典	chi1	tʃʰi1		
質	客英字典	zhid7	tʃit7		
質	客英字典	zhi5	tʃi5		
鋕	客英字典	zhi5	tʃi5		
膣	客英字典	zhi1	tʃi1		
薙	客英字典	ti5	tʰi5		
隲	客英字典	zhid7	tʃit7		
緻	客英字典	zhi5	tʃi5		
擲	客英字典	chid7	tʃʰit7		
櫛	客英字典	zied7	tsiet7		
螲	客英字典	zhid7	tʃit7		
穉	客英字典	chi5	tʃʰi5		
劕	客英字典	zhid7	tʃit7		
懥	客英字典	zhi5	tʃi5		
贄	客英字典	zhi5	tʃi5		
懫	客英字典	zhid7	tʃit7		
懫	客英字典	zhi3	tʃi3		
觶	客英字典	zhi5	tʃi5		
騭	客英字典	zhid7	tʃit7		
鶨	客英字典	chon5	tʃʰon5		
騺	客英字典	zhi5	tʃi5		
鷙	客英字典	zhi5	tʃi5		
躓	客英字典	zhid7	tʃit7		
躓	客英字典	zhi5	tʃi5		
鑕	客英字典	zhid7	tʃit7		
中	客英字典	zhung1	tʃuŋ1		
中	客英字典	zhung5	tʃuŋ5		
伀	客英字典	zhung1	tʃuŋ1		
彸	客英字典	zhung1	tʃuŋ1		
刣	客英字典	zhung1	tʃuŋ1		
忠	客英字典	zhung1	tʃuŋ1		
盅	客英字典	zhung1	tʃuŋ1		
衷	客英字典	chung1	tʃʰuŋ1		
終	客英字典	zhung1	tʃuŋ1		
鍾	客英字典	zhung1	tʃuŋ1		
螽	客英字典	zhung1	tʃuŋ1		
螽	客英字典	zung1	tsuŋ1		
螽	客英字典	chung3	tʃʰuŋ3		
鼨	客英字典	zhung1	tʃuŋ1		
蹱	客英字典	zhung1	tʃuŋ1		
鐘	客英字典	zhung1	tʃuŋ1		
种	客英字典	zhung3	tʃuŋ3		
种	客英字典	zhung5	tʃuŋ5		
冢	客英字典	chung3	tʃʰuŋ3		
尰	客英字典	zhung3	tʃuŋ3		
塚	客英字典	chung3	tʃʰuŋ3		
歱	客英字典	zhung3	tʃuŋ3		
腫	客英字典	zhung3	tʃuŋ3		
煄	客英字典	zhung3	tʃuŋ3		
種	客英字典	zhung3	tʃuŋ3		
種	客英字典	zhung5	tʃuŋ5		
瘇	客英字典	zhung3	tʃuŋ3		
踵	客英字典	zhung3	tʃuŋ3		
仲	客英字典	chung5	tʃʰuŋ5		
重	客英字典	chung5	tʃʰuŋ5		
重	客英字典	chung2	tʃʰuŋ2		
眾	客英字典	zhung5	tʃuŋ5		
偅	客英字典	zhung3	tʃuŋ3		
衆	客英字典	zhung5	tʃuŋ5		
諥	客英字典	zhung5	tʃuŋ5		
舟	客英字典	zhiu1	tʃiu1		
州	客英字典	zhiu1	tʃiu1		
侜	客英字典	zhiu1	tʃiu1		
周	客英字典	zhiu1	tʃiu1		
洲	客英字典	zhiu1	tʃiu1		
徟	客英字典	zhiu1	tʃiu1		
週	客英字典	zhiu1	tʃiu1		
喌	客英字典	chug7	tʃʰuk7		
喌	客英字典	zhiu1	tʃiu1		
粥	客英字典	chug7	tʃʰuk7		
輈	客英字典	zhiu1	tʃiu1		
輖	客英字典	zhiu1	tʃiu1		
賙	客英字典	zhiu1	tʃiu1		
鵃	客英字典	zhiu1	tʃiu1		
謅	客英字典	ceu1	tsʰeu1		
謅	客英字典	cau3	tsʰau3		
譸	客英字典	zhiu1	tʃiu1		
譸	客英字典	chiu2	tʃʰiu2		
妯	客英字典	chug8	tʃʰuk8		
妯	客英字典	ciu3	tsʰiu3		
軸	客英字典	chug8	tʃʰuk8		
碡	客英字典	tug8	tʰuk8		
肘	客英字典	ziu3	tsiu3		
帚	客英字典	zhiu3	tʃiu3		
帚	客英字典	sau5	sau5		
箒	客英字典	zhiu3	tʃiu3		
箒	客英字典	sau5	sau5		
伷	客英字典	ciu5	tsʰiu5		
咒	客英字典	zhiu5	tʃiu5		
宙	客英字典	ciu5	tsʰiu5		
冑	客英字典	ciu5	tsʰiu5		
冑	客英字典	diu3	tiu3		
胄	客英字典	ciu5	tsʰiu5		
胄	客英字典	diu3	tiu3		
昼	客英字典	zhiu5	tʃiu5		
紂	客英字典	chiu5	tʃʰiu5		
酎	客英字典	ciu5	tsʰiu5		
晝	客英字典	zhiu5	tʃiu5		
詋	客英字典	zhiu5	tʃiu5		
甃	客英字典	ziu5	tsiu5		
僽	客英字典	ceu3	tsʰeu3		
皺	客英字典	ziu5	tsiu5		
噣	客英字典	zhiu5	tʃiu5		
縐	客英字典	ziu5	tsiu5		
籀	客英字典	liu5	liu5		
籒	客英字典	zhiu5	tʃiu5		
籒	客英字典	lui3	lui3		
驟	客英字典	ceu3	tsʰeu3		
朱	客英字典	zhu1	tʃu1		
邾	客英字典	zhu1	tʃu1		
侏	客英字典	zhu1	tʃu1		
茱	客英字典	zhu1	tʃu1		
咮	客英字典	zhiu5	tʃiu5		
咮	客英字典	zhu1	tʃu1		
洙	客英字典	zhu1	tʃu1		
洙	客英字典	ki1	kʰi1		
珠	客英字典	zhu1	tʃu1		
株	客英字典	zhu1	tʃu1		
硃	客英字典	zhu1	tʃu1		
猪	客英字典	zhu1	tʃu1		
袾	客英字典	zhu1	tʃu1		
蛛	客英字典	zhu1	tʃu1		
跦	客英字典	zhu1	tʃu1		
誅	客英字典	zhu1	tʃu1		
蝫	客英字典	zhu1	tʃu1		
銖	客英字典	shu2	ʃu2		
潴	客英字典	zhu1	tʃu1		
豬	客英字典	zhu1	tʃu1		
諸	客英字典	zhu1	tʃu1		
藷	客英字典	zhu1	tʃu1		
櫧	客英字典	zhu1	tʃu1		
騶	客英字典	zeu1	tseu1		
蠩	客英字典	zhu1	tʃu1		
竹	客英字典	chug7	tʃʰuk7		
竺	客英字典	chug7	tʃʰuk7		
逐	客英字典	chug8	tʃʰuk8		
窋	客英字典	chod7	tʃʰot7		
舳	客英字典	chug8	tʃʰuk8		
蓫	客英字典	chug8	tʃʰuk8		
瘃	客英字典	chug7	tʃʰuk7		
瘃	客英字典	dog7	tok7		
敳	客英字典	ngoi2	ŋoi2		
燭	客英字典	chug7	tʃʰuk7		
蠋	客英字典	chug7	tʃʰuk7		
躅	客英字典	chug7	tʃʰuk7		
孎	客英字典	chug7	tʃʰuk7		
斸	客英字典	chug7	tʃʰuk7		
蠾	客英字典	chug7	tʃʰuk7		
主	客英字典	zhu3	tʃu3		
拄	客英字典	zhu5	tʃu5		
拄	客英字典	zhu3	tʃu3		
宔	客英字典	zhu3	tʃu3		
陼	客英字典	du3	tu3		
渚	客英字典	du3	tu3		
煮	客英字典	zhu3	tʃu3		
麈	客英字典	zhu3	tʃu3		
囑	客英字典	chug7	tʃʰuk7		
矚	客英字典	chug7	tʃʰuk7		
芧	客英字典	i2	i2		
芧	客英字典	chu3	tʃʰu3		
芧	客英字典	si5	si5		
助	客英字典	cii5	tsʰɿ5		
助	客英字典	co5	tsʰo5		
住	客英字典	chu5	tʃʰu5		
佇	客英字典	du3	tu3		
杼	客英字典	chu3	tʃʰu3		
杼	客英字典	shu3	ʃu3		
注	客英字典	zhu5	tʃu5		
柷	客英字典	chug7	tʃʰuk7		
柱	客英字典	chu5	tʃʰu5		
炷	客英字典	zhu5	tʃu5		
祝	客英字典	chug7	tʃʰuk7		
砫	客英字典	zhu3	tʃu3		
眝	客英字典	du3	tu3		
竚	客英字典	du3	tu3		
祩	客英字典	zhu1	tʃu1		
著	客英字典	zhu5	tʃu5		
著	客英字典	chog7	tʃʰok7		
蛀	客英字典	zhu5	tʃu5		
羜	客英字典	du3	tu3		
紵	客英字典	chu3	tʃʰu3		
紵	客英字典	du3	tu3		
貯	客英字典	du3	tu3		
筑	客英字典	chug7	tʃʰuk7		
註	客英字典	zhu5	tʃu5		
馵	客英字典	zhu5	tʃu5		
筯	客英字典	chu5	tʃʰu5		
鉒	客英字典	zhu5	tʃu5		
翥	客英字典	zhu5	tʃu5		
箸	客英字典	chu5	tʃʰu5		
駐	客英字典	zhu5	tʃu5		
霔	客英字典	zhu5	tʃu5		
築	客英字典	chug7	tʃʰuk7		
麆	客英字典	cii1	tsʰɿ1		
鑄	客英字典	zhu5	tʃu5		
抓	客英字典	zau3	tsau3		
檛	客英字典	ko1	kʰo1		
膼	客英字典	ko1	kʰo1		
髽	客英字典	za1	tsa1		
簻	客英字典	ko1	kʰo1		
拽	客英字典	i3	i3		
专	客英字典	zhon1	tʃon1		
專	客英字典	zhon1	tʃon1		
剸	客英字典	zhon1	tʃon1		
剸	客英字典	ton2	tʰon2		
剸	客英字典	chon3	tʃʰon3		
鄟	客英字典	zhon1	tʃon1		
嫥	客英字典	zhon1	tʃon1		
甎	客英字典	zhon1	tʃon1		
膞	客英字典	bog7	pok7		
磚	客英字典	zhon1	tʃon1		
磚	客英字典	ngoi5	ŋoi5		
諯	客英字典	zhon1	tʃon1		
諯	客英字典	chon5	tʃʰon5		
顓	客英字典	zhon1	tʃon1		
鱄	客英字典	zhon1	tʃon1		
堟	客英字典	chon5	tʃʰon5		
瑑	客英字典	chon5	tʃʰon5		
僎	客英字典	sien3	sien3		
僎	客英字典	con3	tsʰon3		
撰	客英字典	sien3	sien3		
撰	客英字典	con3	tsʰon3		
撰	客英字典	cion5	tsʰion5		
撰	客英字典	con5	tsʰon5		
篆	客英字典	chon5	tʃʰon5		
篹	客英字典	sien3	sien3		
篹	客英字典	con3	tsʰon3		
篹	客英字典	cion5	tsʰion5		
篹	客英字典	con5	tsʰon5		
賺	客英字典	can5	tsʰan5		
縳	客英字典	chon5	tʃʰon5		
轉	客英字典	zhon3	tʃon3		
簨	客英字典	sun3	sun3		
譔	客英字典	sien3	sien3		
譔	客英字典	con3	tsʰon3		
譔	客英字典	cien2	tsʰien2		
饌	客英字典	con5	tsʰon5		
饌	客英字典	sion3	sion3		
饌	客英字典	con3	tsʰon3		
囀	客英字典	zhon5	tʃon5		
籑	客英字典	con5	tsʰon5		
庄	客英字典	zong1	tsoŋ1		
妝	客英字典	zong1	tsoŋ1		
莊	客英字典	zong1	tsoŋ1		
娤	客英字典	zong1	tsoŋ1		
粧	客英字典	zong1	tsoŋ1		
裝	客英字典	zong1	tsoŋ1		
樁	客英字典	zhung1	tʃuŋ1		
糚	客英字典	zong1	tsoŋ1		
壮	客英字典	zong5	tsoŋ5		
壯	客英字典	zong5	tsoŋ5		
狀	客英字典	cong5	tsʰoŋ5		
狀	客英字典	cong3	tsʰoŋ3		
壵	客英字典	zong5	tsoŋ5		
撞	客英字典	cong5	tsʰoŋ5		
戅	客英字典	gung5	kuŋ5		
戇	客英字典	gung5	kuŋ5		
隹	客英字典	chui1	tʃʰui1		
追	客英字典	chui1	tʃʰui1		
椎	客英字典	chui2	tʃʰui2		
錐	客英字典	chui1	tʃʰui1		
騅	客英字典	chui1	tʃʰui1		
鵻	客英字典	chui1	tʃʰui1		
惴	客英字典	chui3	tʃʰui3		
惴	客英字典	cui5	tsʰui5		
惴	客英字典	chui5	tʃʰui5		
硾	客英字典	chui5	tʃʰui5		
畷	客英字典	dod7	tot7		
膇	客英字典	chui5	tʃʰui5		
墜	客英字典	chui5	tʃʰui5		
墜	客英字典	tui5	tʰui5		
綴	客英字典	dod7	tot7		
醊	客英字典	chod7	tʃʰot7		
醊	客英字典	dod7	tot7		
縋	客英字典	chui5	tʃʰui5		
錣	客英字典	dod7	tot7		
餟	客英字典	dod7	tot7		
贅	客英字典	chui5	tʃʰui5		
迍	客英字典	zhun1	tʃun1		
肫	客英字典	zhun1	tʃun1		
窀	客英字典	tun2	tʰun2		
啍	客英字典	zhun1	tʃun1		
啍	客英字典	dun1	tun1		
諄	客英字典	zhun1	tʃun1		
衠	客英字典	zhun1	tʃun1		
准	客英字典	zhun3	tʃun3		
埻	客英字典	zhun3	tʃun3		
稕	客英字典	zhun5	tʃun5		
準	客英字典	zhun3	tʃun3		
拙	客英字典	chod7	tʃʰot7		
捉	客英字典	zog7	tsok7		
捉	客英字典	zug7	tsuk7		
桌	客英字典	zog7	tsok7		
倬	客英字典	zog7	tsok7		
涿	客英字典	dog7	tok7		
棳	客英字典	chod7	tʃʰot7		
蝃	客英字典	di5	ti5		
蝃	客英字典	dod7	tot7		
穱	客英字典	ziog7	tsiok7		
彴	客英字典	shog7	ʃok7		
彴	客英字典	chog7	tʃʰok7		
汋	客英字典	chog7	tʃʰok7		
汋	客英字典	shog7	ʃok7		
灼	客英字典	shog7	ʃok7		
灼	客英字典	chog7	tʃʰok7		
茁	客英字典	chod7	tʃʰot7		
卓	客英字典	zog7	tsok7		
斫	客英字典	chog7	tʃʰok7		
酌	客英字典	chog7	tʃʰok7		
浞	客英字典	zog7	tsok7		
梲	客英字典	chod7	tʃʰot7		
啄	客英字典	dog7	tok7		
啅	客英字典	dog7	tok7		
娺	客英字典	dod7	tot7		
斮	客英字典	cog7	tsʰok7		
椓	客英字典	dog7	tok7		
窡	客英字典	dod7	tot7		
禚	客英字典	shog7	ʃok7		
禚	客英字典	chog7	tʃʰok7		
鋜	客英字典	cog7	tsʰok7		
鋜	客英字典	cug7	tsʰuk7		
諑	客英字典	dog7	tok7		
篧	客英字典	fu5	fu5		
篧	客英字典	zog7	tsok7		
濁	客英字典	cug8	tsʰuk8		
擢	客英字典	cog8	tsʰok8		
斵	客英字典	dog7	tok7		
濯	客英字典	cog7	tsʰok7		
謶	客英字典	shog7	ʃok7		
灂	客英字典	ziog7	tsiok7		
灂	客英字典	ziau5	tsiau5		
鐲	客英字典	cug8	tsʰuk8		
鷟	客英字典	cug8	tsʰuk8		
孖	客英字典	zii1	tsɿ1		
孜	客英字典	zii1	tsɿ1		
茲	客英字典	zii1	tsɿ1		
姕	客英字典	zii1	tsɿ1		
咨	客英字典	zii1	tsɿ1		
姿	客英字典	zii1	tsɿ1		
玆	客英字典	zii1	tsɿ1		
淄	客英字典	zii1	tsɿ1		
鄑	客英字典	zin5	tsin5		
鄑	客英字典	zii1	tsɿ1		
嗞	客英字典	zii1	tsɿ1		
嵫	客英字典	zii1	tsɿ1		
粢	客英字典	zii1	tsɿ1		
孳	客英字典	zii1	tsɿ1		
滋	客英字典	zii1	tsɿ1		
趑	客英字典	zii1	tsɿ1		
貲	客英字典	zii1	tsɿ1		
觜	客英字典	zui3	tsui3		
資	客英字典	zii1	tsɿ1		
緇	客英字典	zii1	tsɿ1		
鼒	客英字典	zii1	tsɿ1		
輜	客英字典	zii1	tsɿ1		
髭	客英字典	zii1	tsɿ1		
錙	客英字典	zii1	tsɿ1		
諮	客英字典	zii1	tsɿ1		
鎡	客英字典	zii1	tsɿ1		
鯔	客英字典	zii1	tsɿ1		
齍	客英字典	zii1	tsɿ1		
鰦	客英字典	zii1	tsɿ1		
齜	客英字典	zii1	tsɿ1		
子	客英字典	zii3	tsɿ3		
姉	客英字典	zi3	tsi3		
姉	客英字典	ze3	tse3		
姉	客英字典	ze2	tse2		
姊	客英字典	zi3	tsi3		
姊	客英字典	ze3	tse3		
姊	客英字典	ze2	tse2		
秄	客英字典	zii3	tsɿ3		
胏	客英字典	zi3	tsi3		
耔	客英字典	zii3	tsɿ3		
呰	客英字典	zii3	tsɿ3		
秭	客英字典	zi3	tsi3		
籽	客英字典	zii3	tsɿ3		
笫	客英字典	zi3	tsi3		
梓	客英字典	zii3	tsɿ3		
啙	客英字典	zii3	tsɿ3		
啙	客英字典	zhi3	tʃi3		
紫	客英字典	zii3	tsɿ3		
訾	客英字典	zii1	tsɿ1		
滓	客英字典	zai3	tsai3		
榟	客英字典	zii3	tsɿ3		
自	客英字典	cii5	tsʰɿ5		
字	客英字典	sii5	sɿ5		
字	客英字典	cii5	tsʰɿ5		
剚	客英字典	zau3	tsau3		
剚	客英字典	zii3	tsɿ3		
剚	客英字典	ci5	tsʰi5		
牸	客英字典	cii5	tsʰɿ5		
牸	客英字典	ci5	tsʰi5		
倳	客英字典	zii5	tsɿ5		
恣	客英字典	zii3	tsɿ3		
恣	客英字典	zii1	tsɿ1		
眥	客英字典	zii1	tsɿ1		
胾	客英字典	zii5	tsɿ5		
