						到格拉夫覈校，2022年3月更新
讚	客法辭典	zan5	tsan5			
喒	客法辭典	zam3	tsam3			
牂	客法辭典	zong1	tsoŋ1			
賍	客法辭典	cong2	tsʰoŋ2			
臧	客法辭典	zong1	tsoŋ1			
贓	客法辭典	zong1	tsoŋ1			
贓	客法辭典	cong2	tsʰoŋ2			
髒	客法辭典	zong5	tsoŋ5			
駔	客法辭典	zong3	tsoŋ3			
奘	客法辭典	zong5	tsoŋ5			
塟	客法辭典	zong5	tsoŋ5			
葬	客法辭典	zong5	tsoŋ5			
臟	客法辭典	cong5	tsʰoŋ5			
遭	客法辭典	zau1	tsau1			
糟	客法辭典	zau1	tsau1			
醩	客法辭典	zau1	tsau1			
蹧	客法辭典	zau1	tsau1			
鑿	客法辭典	cog8	tsʰok8			
早	客法辭典	zau3	tsau3			
蚤	客法辭典	zau3	tsau3			
棗	客法辭典	zau3	tsau3			
璅	客法辭典	so3	so3			
澡	客法辭典	zau3	tsau3			
璪	客法辭典	zau3	tsau3			
藻	客法辭典	zau3	tsau3			
繰	客法辭典	sau1	sau1			
皁	客法辭典	cau5	tsʰau5			
皂	客法辭典	cau5	tsʰau5			
造	客法辭典	cau5	tsʰau5			
慥	客法辭典	cau5	tsʰau5			
噪	客法辭典	cau5	tsʰau5			
簉	客法辭典	ceu5	tsʰeu5			
燥	客法辭典	zau1	tsau1			
躁	客法辭典	cau5	tsʰau5			
譟	客法辭典	cau5	tsʰau5			
竈	客法辭典	za5	tsa5			
竈	客法辭典	zau5	tsau5			
則	客法辭典	zed7	tset7			
責	客法辭典	zid8	tsit8			
唶	客法辭典	zia5	tsia5			
笮	客法辭典	zag7	tsak7			
舴	客法辭典	zag7	tsak7			
嘖	客法辭典	zid7	tsit7			
幘	客法辭典	zid7	tsit7			
諎	客法辭典	zid7	tsit7			
擇	客法辭典	ced8	tsʰet8			
澤	客法辭典	ced8	tsʰet8			
簀	客法辭典	zid7	tsit7			
賾	客法辭典	zid7	tsit7			
襗	客法辭典	tog8	tʰok8			
蘀	客法辭典	tog8	tʰok8			
仄	客法辭典	zed7	tset7			
昃	客法辭典	zed7	tset7			
崱	客法辭典	zed7	tset7			
賊	客法辭典	ced8	tsʰet8			
怎	客法辭典	zen1	tsen1			
譖	客法辭典	ziam5	tsiam5			
增	客法辭典	zen5	tsen5			
增	客法辭典	zen1	tsen1			
憎	客法辭典	zen1	tsen1			
橧	客法辭典	zen1	tsen1			
罾	客法辭典	zen1	tsen1			
矰	客法辭典	zen1	tsen1			
譄	客法辭典	zen1	tsen1			
甑	客法辭典	zen5	tsen5			
繒	客法辭典	zen1	tsen1			
贈	客法辭典	zen5	tsen5			
扎	客法辭典	zab7	tsap7			
抯	客法辭典	za1	tsa1			
挓	客法辭典	za1	tsa1			
柤	客法辭典	za1	tsa1			
奓	客法辭典	cha1	tʃʰa1			
紥	客法辭典	zad7	tsat7			
哳	客法辭典	zhad7	tʃat7			
紮	客法辭典	zad7	tsat7			
偧	客法辭典	cha1	tʃʰa1			
揸	客法辭典	za1	tsa1			
喳	客法辭典	za5	tsa5			
渣	客法辭典	za1	tsa1			
楂	客法辭典	ca2	tsʰa2			
劄	客法辭典	zab7	tsap7			
皻	客法辭典	za1	tsa1			
譇	客法辭典	cha1	tʃʰa1			
札	客法辭典	zab7	tsap7			
蚻	客法辭典	zab7	tsap7			
閘	客法辭典	ab7	ap7			
閘	客法辭典	shan5	ʃan5			
牐	客法辭典	cab7	tsʰap7			
鍘	客法辭典	ced7	tsʰet7			
厏	客法辭典	za5	tsa5			
拃	客法辭典	zag7	tsak7			
眨	客法辭典	shab7	ʃap7			
踷	客法辭典	zha5	tʃa5			
乍	客法辭典	za5	tsa5			
灹	客法辭典	za5	tsa5			
柞	客法辭典	cog8	tsʰok8			
栅	客法辭典	cag8	tsʰak8			
咤	客法辭典	za5	tsa5			
炸	客法辭典	za5	tsa5			
痄	客法辭典	za5	tsa5			
蚱	客法辭典	zag7	tsak7			
詐	客法辭典	za5	tsa5			
搾	客法辭典	za5	tsa5			
榨	客法辭典	za5	tsa5			
鮓	客法辭典	za5	tsa5			
醡	客法辭典	za5	tsa5			
斋	客法辭典	zai1	tsai1			
摘	客法辭典	zag7	tsak7			
齋	客法辭典	sai2	sai2			
齋	客法辭典	zai1	tsai1			
宅	客法辭典	ced8	tsʰet8			
窄	客法辭典	zed7	tset7			
窄	客法辭典	zag7	tsak7			
砦	客法辭典	cai5	tsʰai5			
債	客法辭典	zai5	tsai5			
寨	客法辭典	cai5	tsʰai5			
瘵	客法辭典	zai5	tsai5			
沾	客法辭典	zham1	tʃam1			
栴	客法辭典	zhan1	tʃan1			
旃	客法辭典	zhan1	tʃan1			
粘	客法辭典	niam2	niam2			
粘	客法辭典	zham1	tʃam1			
粘	客法辭典	fu2	fu2			
詀	客法辭典	zham1	tʃam1			
惉	客法辭典	zham1	tʃam1			
霑	客法辭典	zham1	tʃam1			
邅	客法辭典	zhan1	tʃan1			
氊	客法辭典	zhan1	tʃan1			
氈	客法辭典	zhan1	tʃan1			
瞻	客法辭典	zham1	tʃam1			
譫	客法辭典	zham1	tʃam1			
饘	客法辭典	zhan1	tʃan1			
驙	客法辭典	zhan1	tʃan1			
鸇	客法辭典	zhan1	tʃan1			
展	客法辭典	zhan3	tʃan3			
斬	客法辭典	zam3	tsam3			
琖	客法辭典	zan3	tsan3			
盞	客法辭典	zan3	tsan3			
嶃	客法辭典	cam2	tsʰam2			
颭	客法辭典	zham5	tʃam5			
醆	客法辭典	zan3	tsan3			
輾	客法辭典	zhan3	tʃan3			
輾	客法辭典	zan5	tsan5			
皽	客法辭典	zhan1	tʃan1			
占	客法辭典	zham1	tʃam1			
占	客法辭典	zham5	tʃam5			
佔	客法辭典	zham5	tʃam5			
站	客法辭典	cam5	tsʰam5			
站	客法辭典	zan3	tsan3			
棧	客法辭典	can5	tsʰan5			
湛	客法辭典	dam1	tam1			
綻	客法辭典	tien5	tʰien5			
綻	客法辭典	can5	tsʰan5			
輚	客法辭典	can5	tsʰan5			
虥	客法辭典	can3	tsʰan3			
戰	客法辭典	zhan5	tʃan5			
轏	客法辭典	can5	tsʰan5			
蘸	客法辭典	ziam3	tsiam3			
章	客法辭典	zhong1	tʃoŋ1			
張	客法辭典	zhong1	tʃoŋ1			
張	客法辭典	zong1	tsoŋ1			
傽	客法辭典	zhong1	tʃoŋ1			
彰	客法辭典	zhong1	tʃoŋ1			
粻	客法辭典	zhong3	tʃoŋ3			
慞	客法辭典	zhong1	tʃoŋ1			
嫜	客法辭典	zhong1	tʃoŋ1			
璋	客法辭典	zhong1	tʃoŋ1			
樟	客法辭典	zhong1	tʃoŋ1			
麞	客法辭典	zhong1	tʃoŋ1			
掌	客法辭典	zhong3	tʃoŋ3			
漲	客法辭典	zhong5	tʃoŋ5			
漲	客法辭典	zong5	tsoŋ5			
丈	客法辭典	chong5	tʃʰoŋ5			
仗	客法辭典	zhong5	tʃoŋ5			
杖	客法辭典	chong3	tʃʰoŋ3			
帳	客法辭典	zhong5	tʃoŋ5			
脹	客法辭典	zhong5	tʃoŋ5			
痮	客法辭典	zhong5	tʃoŋ5			
障	客法辭典	zhong1	tʃoŋ1			
墇	客法辭典	zhong1	tʃoŋ1			
嶂	客法辭典	zhong5	tʃoŋ5			
賬	客法辭典	zhong5	tʃoŋ5			
瞕	客法辭典	zhong5	tʃoŋ5			
瘴	客法辭典	zhong5	tʃoŋ5			
佋	客法辭典	shau5	ʃau5			
招	客法辭典	zhau1	tʃau1			
昭	客法辭典	zhau1	tʃau1			
昭	客法辭典	shau1	ʃau1			
釗	客法辭典	zhau1	tʃau1			
啁	客法辭典	zau1	tsau1			
鉊	客法辭典	zhau1	tʃau1			
窼	客法辭典	cau2	tsʰau2			
爪	客法辭典	zau3	tsau3			
爪	客法辭典	zau1	tsau1			
找	客法辭典	zau3	tsau3			
沼	客法辭典	zhau5	tʃau5			
召	客法辭典	zhau5	tʃau5			
兆	客法辭典	shau5	ʃau5			
兆	客法辭典	chau5	tʃʰau5			
垗	客法辭典	chau5	tʃʰau5			
炤	客法辭典	zhau1	tʃau1			
笊	客法辭典	zau3	tsau3			
棹	客法辭典	zog7	tsok7			
詔	客法辭典	zhau5	tʃau5			
旐	客法辭典	chau5	tʃʰau5			
照	客法辭典	zhau5	tʃau5			
罩	客法辭典	zau5	tsau5			
趙	客法辭典	chau5	tʃʰau5			
箌	客法辭典	zau5	tsau5			
肈	客法辭典	shau5	ʃau5			
肇	客法辭典	shau5	ʃau5			
櫂	客法辭典	cau5	tsʰau5			
蜇	客法辭典	zhad7	tʃat7			
嗻	客法辭典	zha1	tʃa1			
遮	客法辭典	zha1	tʃa1			
折	客法辭典	zhad7	tʃat7			
折	客法辭典	cag7	tsʰak7			
哲	客法辭典	zhad7	tʃat7			
晢	客法辭典	zhad7	tʃat7			
晣	客法辭典	zhad7	tʃat7			
摺	客法辭典	zhab7	tʃap7			
輒	客法辭典	zhab7	tʃap7			
樀	客法辭典	did7	tit7			
輙	客法辭典	zhab7	tʃap7			
謫	客法辭典	zag7	tsak7			
轍	客法辭典	chad8	tʃʰat8			
讁	客法辭典	zag7	tsak7			
者	客法辭典	zha3	tʃa3			
赭	客法辭典	zha3	tʃa3			
赭	客法辭典	zhe3	tʃe3			
褶	客法辭典	tiab8	tʰiap8			
柘	客法辭典	zha5	tʃa5			
這	客法辭典	zhe3	tʃe3			
這	客法辭典	zhe5	tʃe5			
浙	客法辭典	zad7	tsat7			
蔗	客法辭典	zha5	tʃa5			
樜	客法辭典	zha5	tʃa5			
蟅	客法辭典	zha5	tʃa5			
鷓	客法辭典	zha5	tʃa5			
着	客法辭典	zhog7	tʃok7			
着	客法辭典	chog8	tʃʰok8			
珍	客法辭典	zhin1	tʃin1			
枮	客法辭典	zem1	tsem1			
貞	客法辭典	zhin1	tʃin1			
真	客法辭典	zhin1	tʃin1			
砧	客法辭典	zem1	tsem1			
砧	客法辭典	zem3	tsem3			
針	客法辭典	zhim1	tʃim1			
針	客法辭典	zhim5	tʃim5			
眞	客法辭典	zhin1	tʃin1			
偵	客法辭典	zhin1	tʃin1			
蓁	客法辭典	zin1	tsin1			
斟	客法辭典	zhim1	tʃim1			
楨	客法辭典	zhin1	tʃin1			
禎	客法辭典	zhin1	tʃin1			
榛	客法辭典	zin1	tsin1			
槇	客法辭典	dien1	tien1			
箴	客法辭典	zhim1	tʃim1			
臻	客法辭典	zin1	tsin1			
鍖	客法辭典	zem1	tsem1			
鍼	客法辭典	zhim1	tʃim1			
鱵	客法辭典	zhim1	tʃim1			
枕	客法辭典	zhim3	tʃim3			
眕	客法辭典	zhin3	tʃin3			
畛	客法辭典	zhin3	tʃin3			
疹	客法辭典	zhin3	tʃin3			
袗	客法辭典	zhin3	tʃin3			
軫	客法辭典	zhin3	tʃin3			
診	客法辭典	zhin3	tʃin3			
縝	客法辭典	zhin3	tʃin3			
辴	客法辭典	zhan3	tʃan3			
鬒	客法辭典	zhin3	tʃin3			
圳	客法辭典	zhun5	tʃun5			
侲	客法辭典	zhin3	tʃin3			
陣	客法辭典	chin5	tʃʰin5			
振	客法辭典	zhin3	tʃin3			
朕	客法辭典	zhim3	tʃim3			
朕	客法辭典	dim3	tim3			
眹	客法辭典	zhim3	tʃim3			
蜄	客法辭典	zhin3	tʃin3			
賑	客法辭典	zhin3	tʃin3			
震	客法辭典	zhin3	tʃin3			
震	客法辭典	zhun1	tʃun1			
鴆	客法辭典	chim2	tʃʰim2			
鎮	客法辭典	zen5	tsen5			
鎭	客法辭典	zhin3	tʃin3			
鎭	客法辭典	din3	tin3			
黮	客法辭典	tam5	tʰam5			
佂	客法辭典	zhin1	tʃin1			
征	客法辭典	zhin1	tʃin1			
爭	客法辭典	zang1	tsaŋ1			
爭	客法辭典	zen1	tsen1			
怔	客法辭典	zhin1	tʃin1			
烝	客法辭典	zhin1	tʃin1			
掙	客法辭典	zen5	tsen5			
崝	客法辭典	zen1	tsen1			
猙	客法辭典	zen1	tsen1			
蒸	客法辭典	zhin1	tʃin1			
睜	客法辭典	zen1	tsen1			
睜	客法辭典	cang2	tsʰaŋ2			
鉦	客法辭典	zhin1	tʃin1			
箏	客法辭典	zen1	tsen1			
錚	客法辭典	zen1	tsen1			
抍	客法辭典	zhin1	tʃin1			
拯	客法辭典	zhin1	tʃin1			
整	客法辭典	zhang3	tʃaŋ3			
整	客法辭典	zhin3	tʃin3			
正	客法辭典	zhang1	tʃaŋ1			
正	客法辭典	zhang5	tʃaŋ5			
正	客法辭典	zang5	tsaŋ5			
正	客法辭典	zhin5	tʃin5			
正	客法辭典	zen5	tsen5			
郑	客法辭典	chang5	tʃʰaŋ5			
政	客法辭典	zhin5	tʃin5			
症	客法辭典	zhin5	tʃin5			
証	客法辭典	zhin5	tʃin5			
諍	客法辭典	cang5	tsʰaŋ5			
鄭	客法辭典	chang5	tʃʰaŋ5			
證	客法辭典	zhin5	tʃin5			
之	客法辭典	tie1	tʰie1			
支	客法辭典	tie1	tʰie1			
汁	客法辭典	zhib7	tʃip7			
芝	客法辭典	tie1	tʰie1			
巵	客法辭典	tie1	tʰie1			
枝	客法辭典	gi1	ki1			
枝	客法辭典	tie1	tʰie1			
知	客法辭典	di1	ti1			
肢	客法辭典	tie1	tʰie1			
秓	客法辭典	tie1	tʰie1			
胝	客法辭典	chii2	tʃʰɿ2			
胝	客法辭典	chi2	tʃʰi2			
秪	客法辭典	tie1	tʰie1			
隻	客法辭典	zhag7	tʃak7			
脂	客法辭典	tie1	tʰie1			
搘	客法辭典	tie1	tʰie1			
稙	客法辭典	chid8	tʃʰit8			
禔	客法辭典	ti2	tʰi2			
蜘	客法辭典	tie1	tʰie1			
織	客法辭典	zhid7	tʃit7			
直	客法辭典	chid8	tʃʰit8			
姪	客法辭典	chid8	tʃʰit8			
值	客法辭典	ced8	tsʰet8			
値	客法辭典	chid8	tʃʰit8			
執	客法辭典	zhib7	tʃip7			
植	客法辭典	chid8	tʃʰit8			
殖	客法辭典	chid8	tʃʰit8			
跖	客法辭典	zhag7	tʃak7			
墌	客法辭典	zhag7	tʃak7			
摭	客法辭典	zhag7	tʃak7			
慹	客法辭典	zhib7	tʃip7			
慹	客法辭典	zhid7	tʃit7			
縶	客法辭典	tie5	tʰie5			
職	客法辭典	zhid7	tʃit7			
蹠	客法辭典	zhag7	tʃak7			
躑	客法辭典	chid7	tʃʰit7			
夂	客法辭典	tie5	tʰie5			
止	客法辭典	tie3	tʰie3			
只	客法辭典	zhid7	tʃit7			
旨	客法辭典	tie3	tʰie3			
阯	客法辭典	tie3	tʰie3			
址	客法辭典	tie3	tʰie3			
芷	客法辭典	tie3	tʰie3			
芷	客法辭典	chii3	tʃʰɿ3			
芷	客法辭典	chi3	tʃʰi3			
沚	客法辭典	tie3	tʰie3			
祉	客法辭典	tie3	tʰie3			
指	客法辭典	tie3	tʰie3			
洔	客法辭典	tie3	tʰie3			
咫	客法辭典	tie3	tʰie3			
疻	客法辭典	tie3	tʰie3			
紙	客法辭典	tie3	tʰie3			
趾	客法辭典	tie3	tʰie3			
軹	客法辭典	tie3	tʰie3			
黹	客法辭典	tie3	tʰie3			
徵	客法辭典	zhin1	tʃin1			
襧	客法辭典	ni3	ni3			
至	客法辭典	tie5	tʰie5			
扻	客法辭典	kam3	kʰam3			
志	客法辭典	tie5	tʰie5			
豸	客法辭典	chii5	tʃʰɿ5			
豸	客法辭典	chi5	tʃʰi5			
忮	客法辭典	tie5	tʰie5			
厔	客法辭典	zhid7	tʃit7			
郅	客法辭典	zhid7	tʃit7			
帙	客法辭典	zhid7	tʃit7			
制	客法辭典	tie5	tʰie5			
炙	客法辭典	zhag7	tʃak7			
治	客法辭典	chii5	tʃʰɿ5			
治	客法辭典	chi5	tʃʰi5			
峙	客法辭典	tie3	tʰie3			
峙	客法辭典	shii3	ʃɿ3			
庤	客法辭典	shii5	ʃɿ5			
庢	客法辭典	zhid7	tʃit7			
陟	客法辭典	zhid7	tʃit7			
桎	客法辭典	zhid7	tʃit7			
致	客法辭典	zi5	tsi5			
晊	客法辭典	zhid7	tʃit7			
秩	客法辭典	zhid7	tʃit7			
徏	客法辭典	zhid7	tʃit7			
胵	客法辭典	chii1	tʃʰɿ1			
胵	客法辭典	chi1	tʃʰi1			
袟	客法辭典	zhid7	tʃit7			
畤	客法辭典	tie3	tʰie3			
秷	客法辭典	zhid7	tʃit7			
痔	客法辭典	chii5	tʃʰɿ5			
痔	客法辭典	chi5	tʃʰi5			
窒	客法辭典	zhid7	tʃit7			
紩	客法辭典	zhid7	tʃit7			
蛭	客法辭典	zhid7	tʃit7			
智	客法辭典	tie5	tʰie5			
痣	客法辭典	tie5	tʰie5			
彘	客法辭典	chii3	tʃʰɿ3			
彘	客法辭典	chi3	tʃʰi3			
輊	客法辭典	tie5	tʰie5			
置	客法辭典	tie5	tʰie5			
雉	客法辭典	chii1	tʃʰɿ1			
雉	客法辭典	chi1	tʃʰi1			
稚	客法辭典	chii5	tʃʰɿ5			
稚	客法辭典	chi5	tʃʰi5			
寘	客法辭典	tie5	tʰie5			
墆	客法辭典	died7	tiet7			
製	客法辭典	tie5	tʰie5			
銍	客法辭典	zhid7	tʃit7			
誌	客法辭典	tie5	tʰie5			
滯	客法辭典	che5	tʃʰe5			
幟	客法辭典	tie5	tʰie5			
稺	客法辭典	chii5	tʃʰɿ5			
稺	客法辭典	chi5	tʃʰi5			
質	客法辭典	zhid7	tʃit7			
質	客法辭典	tie5	tʰie5			
薙	客法辭典	chii3	tʃʰɿ3			
薙	客法辭典	chi3	tʃʰi3			
鴙	客法辭典	chii1	tʃʰɿ1			
鴙	客法辭典	chi1	tʃʰi1			
緻	客法辭典	tie5	tʰie5			
擲	客法辭典	chid7	tʃʰit7			
櫛	客法辭典	zied7	tsiet7			
穉	客法辭典	chii5	tʃʰɿ5			
穉	客法辭典	chi5	tʃʰi5			
贄	客法辭典	tie5	tʰie5			
懫	客法辭典	tie5	tʰie5			
觶	客法辭典	tie5	tʰie5			
騭	客法辭典	zhid7	tʃit7			
鷙	客法辭典	tie5	tʰie5			
躓	客法辭典	zhid7	tʃit7			
鑕	客法辭典	zhid7	tʃit7			
中	客法辭典	zhung1	tʃuŋ1			
中	客法辭典	zhung5	tʃuŋ5			
中	客法辭典	dung1	tuŋ1			
中	客法辭典	zung5	tsuŋ5			
彸	客法辭典	zhung1	tʃuŋ1			
忠	客法辭典	zhung1	tʃuŋ1			
炂	客法辭典	zhung1	tʃuŋ1			
盅	客法辭典	zhung1	tʃuŋ1			
衷	客法辭典	chung1	tʃʰuŋ1			
終	客法辭典	zhung1	tʃuŋ1			
鍾	客法辭典	zhung1	tʃuŋ1			
螽	客法辭典	zhung1	tʃuŋ1			
鐘	客法辭典	zhung1	tʃuŋ1			
种	客法辭典	chung1	tʃʰuŋ1			
冢	客法辭典	chung3	tʃʰuŋ3			
塚	客法辭典	chung3	tʃʰuŋ3			
腫	客法辭典	zhung3	tʃuŋ3			
種	客法辭典	zhung3	tʃuŋ3			
種	客法辭典	zhung5	tʃuŋ5			
種	客法辭典	zung5	tsuŋ5			
瘇	客法辭典	zhung3	tʃuŋ3			
踵	客法辭典	zhung3	tʃuŋ3			
仲	客法辭典	chung5	tʃʰuŋ5			
重	客法辭典	chung1	tʃʰuŋ1			
重	客法辭典	chung2	tʃʰuŋ2			
重	客法辭典	chung5	tʃʰuŋ5			
重	客法辭典	cung2	tsʰuŋ2			
眾	客法辭典	zung5	tsuŋ5			
偅	客法辭典	zhung3	tʃuŋ3			
衆	客法辭典	zhung5	tʃuŋ5			
舟	客法辭典	zhu1	tʃu1			
舟	客法辭典	zhiu1	tʃiu1			
州	客法辭典	zhu1	tʃu1			
州	客法辭典	zhiu1	tʃiu1			
侜	客法辭典	zhu1	tʃu1			
侜	客法辭典	zhiu1	tʃiu1			
周	客法辭典	zhu1	tʃu1			
周	客法辭典	zhiu1	tʃiu1			
洲	客法辭典	zhu1	tʃu1			
洲	客法辭典	zhiu1	tʃiu1			
週	客法辭典	zhu1	tʃu1			
週	客法辭典	zhiu1	tʃiu1			
粥	客法辭典	zhug7	tʃuk7			
輖	客法辭典	zhu1	tʃu1			
輖	客法辭典	zhiu1	tʃiu1			
賙	客法辭典	zhu1	tʃu1			
賙	客法辭典	zhiu1	tʃiu1			
謅	客法辭典	ceu1	tsʰeu1			
妯	客法辭典	chug7	tʃʰuk7			
軸	客法辭典	chug8	tʃʰuk8			
碡	客法辭典	chug8	tʃʰuk8			
肘	客法辭典	ziu3	tsiu3			
帚	客法辭典	zhu3	tʃu3			
帚	客法辭典	zhiu3	tʃiu3			
箒	客法辭典	zhu3	tʃu3			
箒	客法辭典	zhiu3	tʃiu3			
呪	客法辭典	zhu5	tʃu5			
呪	客法辭典	zhiu5	tʃiu5			
咒	客法辭典	zhu5	tʃu5			
咒	客法辭典	zhiu5	tʃiu5			
宙	客法辭典	ciu5	tsʰiu5			
胄	客法辭典	ciu5	tsʰiu5			
紂	客法辭典	chu5	tʃʰu5			
紂	客法辭典	chiu5	tʃʰiu5			
酎	客法辭典	ciu5	tsʰiu5			
晝	客法辭典	zhu5	tʃu5			
晝	客法辭典	zhiu5	tʃiu5			
詋	客法辭典	zhu5	tʃu5			
詋	客法辭典	zhiu5	tʃiu5			
甃	客法辭典	ziu5	tsiu5			
僽	客法辭典	ceu3	tsʰeu3			
皺	客法辭典	ziu5	tsiu5			
縐	客法辭典	ziu5	tsiu5			
籒	客法辭典	chu5	tʃʰu5			
籒	客法辭典	chiu5	tʃʰiu5			
驟	客法辭典	ceu3	tsʰeu3			
朱	客法辭典	zhu1	tʃu1			
侏	客法辭典	zhu1	tʃu1			
茱	客法辭典	zhu1	tʃu1			
珠	客法辭典	zu1	tsu1			
株	客法辭典	zhu1	tʃu1			
硃	客法辭典	zhu1	tʃu1			
猪	客法辭典	zhu1	tʃu1			
袾	客法辭典	zhu1	tʃu1			
蛛	客法辭典	zhu1	tʃu1			
跦	客法辭典	zhu1	tʃu1			
誅	客法辭典	zhu1	tʃu1			
潴	客法辭典	zhu1	tʃu1			
豬	客法辭典	zhu1	tʃu1			
諸	客法辭典	zhu1	tʃu1			
藷	客法辭典	shu2	ʃu2			
櫧	客法辭典	zhu1	tʃu1			
櫫	客法辭典	zhu1	tʃu1			
騶	客法辭典	zeu1	tseu1			
蠩	客法辭典	zhu1	tʃu1			
竹	客法辭典	zhug7	tʃuk7			
竺	客法辭典	zhug7	tʃuk7			
逐	客法辭典	chug8	tʃʰuk8			
舳	客法辭典	chug8	tʃʰuk8			
燭	客法辭典	zhug7	tʃuk7			
蠋	客法辭典	zhug7	tʃuk7			
躅	客法辭典	chug7	tʃʰuk7			
孎	客法辭典	zhug7	tʃuk7			
爥	客法辭典	zhug7	tʃuk7			
斸	客法辭典	zhug7	tʃuk7			
蠾	客法辭典	zhug7	tʃuk7			
主	客法辭典	zhu3	tʃu3			
拄	客法辭典	zhu5	tʃu5			
宔	客法辭典	zhu3	tʃu3			
陼	客法辭典	du3	tu3			
渚	客法辭典	du3	tu3			
煮	客法辭典	zhu3	tʃu3			
麈	客法辭典	zhu3	tʃu3			
囑	客法辭典	zhug7	tʃuk7			
助	客法辭典	cii5	tsʰɿ5	原文記tsɿ5，與真正的tsɿ作清濁對立，誤。		
住	客法辭典	chu5	tʃʰu5			
佇	客法辭典	du3	tu3			
杼	客法辭典	chu1	tʃʰu1			
杼	客法辭典	zhu3	tʃu3			
注	客法辭典	zhu5	tʃu5			
柷	客法辭典	zhug7	tʃuk7			
柱	客法辭典	chu1	tʃʰu1			
炷	客法辭典	zhu5	tʃu5			
祝	客法辭典	zhug7	tʃuk7			
砫	客法辭典	zhu3	tʃu3			
竚	客法辭典	du3	tu3			
祩	客法辭典	zhu1	tʃu1			
著	客法辭典	zhu5	tʃu5			
著	客法辭典	zu5	tsu5			
蛀	客法辭典	zhu5	tʃu5			
羜	客法辭典	du3	tu3			
貯	客法辭典	du3	tu3			
筑	客法辭典	zhug7	tʃuk7			
註	客法辭典	zhu5	tʃu5			
筯	客法辭典	chu5	tʃʰu5			
鉒	客法辭典	zhu5	tʃu5			
翥	客法辭典	zhu5	tʃu5			
箸	客法辭典	chu5	tʃʰu5			
駐	客法辭典	zhu5	tʃu5			
霔	客法辭典	zhu5	tʃu5			
霔	客法辭典	shu5	ʃu5			
築	客法辭典	zhug7	tʃuk7			
麆	客法辭典	cii1	tsʰɿ1	原文記tsɿ1，與真正的tsɿ作清濁對立，誤。		
鑄	客法辭典	zhu5	tʃu5			
抓	客法辭典	zau3	tsau3			
檛	客法辭典	ko1	kʰo1			
專	客法辭典	zhon1	tʃon1			
剸	客法辭典	zhon1	tʃon1			
剸	客法辭典	ton2	tʰon2			
塼	客法辭典	zhon1	tʃon1			
嫥	客法辭典	zhon1	tʃon1			
甎	客法辭典	zhon1	tʃon1			
磚	客法辭典	zhon1	tʃon1			
顓	客法辭典	zhon1	tʃon1			
竱	客法辭典	zhon5	tʃon5			
堟	客法辭典	chon5	tʃʰon5			
瑑	客法辭典	chon5	tʃʰon5			
撰	客法辭典	sien3	sien3			
篆	客法辭典	chon5	tʃʰon5			
賺	客法辭典	con5	tsʰon5			
縳	客法辭典	chon5	tʃʰon5			
轉	客法辭典	zhon3	tʃon3			
轉	客法辭典	zhon5	tʃon5			
轉	客法辭典	zhong3	tʃoŋ3			
轉	客法辭典	zon3	tson3			
簨	客法辭典	sun3	sun3			
譔	客法辭典	con5	tsʰon5			
譔	客法辭典	sien3	sien3			
饌	客法辭典	con5	tsʰon5			
饌	客法辭典	sien3	sien3			
囀	客法辭典	zhon5	tʃon5			
庄	客法辭典	zong1	tsoŋ1			
妝	客法辭典	zong1	tsoŋ1			
莊	客法辭典	zong1	tsoŋ1			
娤	客法辭典	zong1	tsoŋ1			
粧	客法辭典	zong1	tsoŋ1			
裝	客法辭典	zhong1	tʃoŋ1			
樁	客法辭典	zhung1	tʃuŋ1			
壯	客法辭典	zong5	tsoŋ5			
狀	客法辭典	cong5	tsʰoŋ5			
撞	客法辭典	cong5	tsʰoŋ5			
戇	客法辭典	ngong5	ŋoŋ5			
戇	客法辭典	zhong5	tʃoŋ5			
戇	客法辭典	ngong1	ŋoŋ1			
隹	客法辭典	zhui1	tʃui1			
追	客法辭典	zhui1	tʃui1			
追	客法辭典	dui1	tui1			
椎	客法辭典	chui2	tʃʰui2			
錐	客法辭典	zhui1	tʃui1			
騅	客法辭典	zhui1	tʃui1			
鵻	客法辭典	zhui1	tʃui1			
惴	客法辭典	zhui5	tʃui5			
惴	客法辭典	nion1	nion1			
硾	客法辭典	chui2	tʃʰui2			
畷	客法辭典	dod7	tot7			
膇	客法辭典	zhui5	tʃui5			
墜	客法辭典	zhui5	tʃui5			
綴	客法辭典	zhui5	tʃui5			
醊	客法辭典	dod7	tot7			
縋	客法辭典	chui5	tʃʰui5			
錣	客法辭典	dod7	tot7			
贅	客法辭典	zhui5	tʃui5			
礈	客法辭典	zhui5	tʃui5			
迍	客法辭典	tun2	tʰun2			
肫	客法辭典	zhun1	tʃun1			
肫	客法辭典	tun2	tʰun2			
窀	客法辭典	tun2	tʰun2			
啍	客法辭典	dun1	tun1			
訰	客法辭典	zhun1	tʃun1			
諄	客法辭典	shun2	ʃun2			
衠	客法辭典	zhun1	tʃun1			
准	客法辭典	zhun3	tʃun3			
埻	客法辭典	zhun3	tʃun3			
凖	客法辭典	zhun3	tʃun3			
稕	客法辭典	zhun3	tʃun3			
準	客法辭典	zhun3	tʃun3			
綧	客法辭典	zhun3	tʃun3			
拙	客法辭典	zhod7	tʃot7			
捉	客法辭典	zog7	tsok7			
捉	客法辭典	zug7	tsuk7			
桌	客法辭典	zog7	tsok7			
