tsɿ	1	24	知蜘支枝肢桅資姿諮脂之芝眵									
tsɿ	2	55	瓷(~器)糍(~粑)餈磁									
tsɿ	3	31	紫紙只(~有)姊旨指子梓滓止趾址									
tsɿ	5	213	制製智致至置志誌痣痔									
tsɿ	7	33	蟄執姪質稙直值植職殖植浙									
tsʰɿ	1	24	止疵差(參~)									
tsʰɿ	2	55	池弛遲茲滋慈磁辭詞祠									
tsʰɿ	3	31	此侈恥齒									
tsʰɿ	5	213	滯(停~)賜字治巳次自									
tsʰɿ	7	33	持稚秩赤=斥									
sɿ	1	24	斯撕施私師獅屍司絲思詩時鰣豉舐是									
sɿ	3	31	氏死矢屎使史駛始									
sɿ	5	213	仕士柿俟市恃式世勢誓逝四肆示視嗜伺寺試侍氏祀事-									
sɿ	7	33	濕實失室食蝕識飾適釋石=什-									
pi	1	24	邊									
pi	2	55	疲皮脾婢琵枇便									
pi	3	31	比秕									
pi	5	213	蔽敝弊幣斃陛俾被閉箅庇痹備鼻弼									
pi	7	33	別-(~個)畢心碧壁泌									
pʰi	1	24	蓖(~麻)批披丕匹									
pʰi	3	31	彼鄙臂譬									
pʰi	5	213	避屁									
pʰi	7	33	撇僻壁									
mi	2	55	迷謎眉棉									
mi	3	31	米靡尾-									
mi	5	213	廟									
mi	7	33	滅蔑覓									
fi	1	24	飛(~起)									
ti	2	55	堤題提蹄甜田									
ti	3	31	底-(四點~)抵-(~抗)									
ti	5	213	帝第隸									
ti	7	33	跌的(目~)笛敵狄諜									
tʰi	1	24	添天									
tʰi	3	31	體									
tʰi	5	213	糶替-(代~)									
tʰi	7	33	帖貼疊鐵									
li	1	24	蟻李(~子）									
li	3	31	禮李=理俚擬利-(有~)									
li	5	213	例厲勵麗藝荔議義痢吏毅賃尿-利=(~益)									
li	7	33	狸鯉業立孽曆									
ʨi	1	24	雞饑肌基幾(~乎)機譏焦蕉椒尖煎楔									
ʨi	3	31	擠幾(~個)己紀酒久韭									
ʨi	5	213	濟劑計繼冀記忌既見寂際寄									
ʨi	7	33	接捷緝集輯揭-節擊激結潔即鯽積脊籍藉績									
ʨʰi	1	24	妻溪期欺									
ʨʰi	2	55	齊臍奇騎祁鰭棋旗橋前錢									
ʨʰi	3	31	啟技妓起杞喜蟢豈祈徛									
ʨʰi	5	213	訖契戲器棄氣汽袖-(衫~)歧									
ʨʰi	7	33	其舅級及吸傑截忌切乞極戚									
ɕi	1	24	西棲犀奚兮犧嬉熙希稀先									
ɕi	2	55	嫌-									
ɕi	3	31	璽徙砌									
ɕi	5	213	系笑細=(~心)									
ɕi	7	33	歇(睡覺)脅協習龔鮮(新~)息熄惜昔席=夕析薛-									
i	1	24	伊醫衣依腰									
i	2	55	移妻姨逸									
i	3	31	椅倚矣已以									
i	5	213	縊易(難~)肄意異右憶亦易(交~)翼									
i	7	33	葉頁熱-噎乙一益譯液腋									
pu	2	55	蒲菩									
pu	3	31	補									
pu	5	213	布佈怖步部薄									
pʰu	2	55	鋪(~設)捕赴-(~約)									
pʰu	3	31	譜普浦輔									
pʰu	5	213	鋪(店~)									
pʰu	7	33	撲僕									
mu	2	55	模									
mu	5	213	暮慕墓募幕									
fu	1	24	呼乎夫膚敷俘麩									
fu	2	55	胡湖鬍狐壺葫符扶芙									
fu	3	31	虎滸府腑俯甫腐=脯斧撫釜富苦-									
fu	5	213	戽互護瓠(~瓜)付賦傅赴=訃附富副戶滬父婦負									
fu	7	33	佛福幅蝠腹覆服伏復孵腐-(豆~)									
tu	1	24	都									
tu	2	55	堵賭肚									
tu	5	213	度渡鍍杜=									
tʰu	3	31	土									
tʰu	5	213	吐兔杜(~仲)									
lu	2	55	奴盧爐蘆鸕廬									
lu	3	31	努魯櫓虜滷									
lu	5	213	怒路賂露鷺									
ku	1	24	姑孤箍估鑊(鍋)									
ku	3	31	古牯股鼓									
ku	5	213	故固錮僱顧									
kʰu	7	33	骨=(~氣)									
kʰu	3	31	苦=									
kʰu	5	213	庫褲看-									
kʰu	7	33	酷									
tsu	1	24	租豬諸車(~馬炮)誅蛛株朱硃珠									
tsu	3	31	祖組阻煮柱主									
tsu	5	213	做作著注駐住註									
tsʰu	1	24	粗初吹住=									
tsʰu	2	55	除廚錘									
tsʰu	5	213	醋助									
su	1	24	蘇酥梳疏蔬書舒殊豎									
su	3	31	暑鼠數(動詞)水署									
su	5	213	素訴數(名詞)樹庶									
su	7	33	薯									
u	1	24	烏汙塢巫誣									
u	2	55	吳蜈梧鬍(~鬚)無									
u	3	31	五伍午武舞侮鵡									
u	5	213	誤悟務霧戊									
u	7	33	握									
pɯ	1	24	菠不									
pɯ	2	55	婆									
pɯ	3	31	簸(~一~)									
pɯ	5	213	簸(~箕)半									
pɯ	7	33	缽薄(厚~)剝-(~花生)雹鈸									
pʰɯ	3	31	剖									
pʰɯ	5	213	破薄(~荷)									
pʰɯ	7	33	潑									
mɯ	1	24	摸									
mɯ	2	55	磨(~刀)摩									
mɯ	5	213	磨(石~)									
mɯ	7	33	抹末沫目穆牧									
fɯ	7	33	髪(頭~)									
tɯ	1	24	多									
tɯ	2	55	駝馱沾蘸									
