#符号：-白=文	
#ɿ	
ts	[1]资姿咨兹滋龇{龇牙}[3]子姊梓紫[5]自字
tsʰ	[1]差{参差}□{说话顶撞人；用剪刀一次性顺势剪下去}跐{不受控制地向前行进}[2]糍雌慈磁{磁石}辞词祠瓷{瓷器}治{杀鱼}[3]此[5]刺疵{吹毛求疵}次赐厕{茅厕}伺
s	[1]斯厮撕私师狮司丝思[3]死[5]四肆伺似祀{祭祀}巳寺嗣饲士仕柿事侍
#ʅ	
tʂ	[1]指蜘支枝肢栀{栀子花}只{量词}芝之[2]侄=直{直性子}[3]纸只{只有}止趾址脂旨指[5]滞{停滞}制智致稚{幼稚}至秩质志直值殖植植炙织职饰掷执汁置痣痔治挚
tʂʰ	[1]痴嗤{嗤笑}[2]池驰迟持[3]侈{奢侈}齿持{主持}耻豉使{指使}[5]翅赤斥尺吃{吃惊；吃饭}饬[0]匙{钥匙}
ʂ	[1]施尸诗[2]十什{什物}拾{拾起来}时鲥[3]驶史始矢屎史[5]是氏世势誓逝食蚀识式室实释适石市湿视嗜示试失
#i	
p	[1]屄[2]鼻[3]彼鄙比秕{秕子，秕谷}[5]蔽敝弊币毙蓖{蓖麻}闭箅{箅子}笔毕必逼碧璧庇痹陛{陛下}壁臂弼婢避
pʰ	[1]劈批匹{一匹布}披砒坯[2]皮疲脾{脾气}枇琵{琵琶}[3]丕脾{脾胃}痞否{否极泰来}[5]僻屁譬{譬喻}痹
m	[1]眯咪[2]迷谜弥猕糜[3]米[5]秘泌密蜜
t	[1]低[2]狄[3]敌底抵诋砥[5]的{目的}滴弟第递帝笛地
tʰ	[1]堤梯[2]啼题提蹄[3]体[5]踢剔涕{鼻涕}替剃屉{抽屉}
n	[2]泥尼倪{姓}妮[3]你拟[5]溺{溺死}腻匿逆{逆风}
l	[1]沥{沥沥啦啦}[2]离{离别}篱璃{玻璃}厘狸{狸猫}犁黎梨[3]礼李里理[5]历立笠粒利痢例厉励丽{美丽}隶荔{荔枝}栗力吏莉
tɕ	[1]饥机讥{饥荒}饥{饥饿}肌几{茶几}基鸡[3]几己挤给{供给}戟[5]击激寂绩集辑{编辑}急级即鲫技妓稽计继系{系鞋带}纪记籍藉{狼藉}济荠剂{一剂药}季及疾寄冀忌吉积迹既脊极
