單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
幾	見	開	三	微	平	見	止		g	ei	1		k	ei	23		k	ei	23	幾乎
既	見	開	三	微	去	見	止		g	ei	1		k	ei	23		k	ei	23	
己	見	開	三	之	上	見	止		g	ei	3		k	ei	45		k	ei	45	
紀	見	開	三	之	上	見	止		g	ei	3		k	ei	45		k	ei	45	
杞	溪	開	三	之	上	見	止		g	ei	3		k	ei	45		k	ei	45	
幾	群	開	三	微	平	見	止		g	ei	3		k	ei	45		k	ei	45	幾個
雞	見	開	四	齊	平	見	蟹		g	ei	2		k	ei	21		k	ei	21	
鷄									g	ei	2		k	ei	21		k	ei	21	
忌	群	開	三	之	去	見	止		g	ei	4		k	ei	32		k	ei	32	
妓	見	開	三	支B	平	見	止		g	ei	4		k	ei	32		k	ei	32	
技	群	開	三	支B	上	見	止		g	ei	4		k	ei	32		k	ei	32	
敬	見	開	三	庚	去	見	梗		g	eng	1		k	ɛŋ	23		k	ɛŋ	23	敬惜
鏡	見	開	三	庚	去	見	梗		g	eng	1		k	ɛŋ	23		k	ɛŋ	23	
驚	見	開	三	清A	平	見	梗		g	eng	1		k	ɛŋ	23		k	ɛŋ	23	害怕
頸	群	開	三	清A	平	見	梗		g	eng	3		k	ɛŋ	45		k	ɛŋ	45	脖子
嘅	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	ia	1		k	ia	23		k	ɪᴀ	23	
亟	見	開	三	蒸	入	見	曾		g	ik	8		k	ɪk	32		k	eɪk	32	亟需
極	群	開	三	蒸	入	見	曾		g	ik	8		k	ɪk	32		k	eɪk	32	
擊	見	開	四	青	入	見	梗		g	ik	6		k	ɪk	45		k	eɪk	45	
激	見	開	四	蕭	去	見	效		g	ik	6		k	ɪk	45		k	eɪk	45	
棘	見	開	三	蒸	入	見	曾		g	ik	6		k	ɪk	45		k	eɪk	45	
兼	見	開	四	添	平	見	咸		g	im	1		k	im	23		k	im	23	
劍	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	im	1		k	im	23		k	im	23	
減	匣	開	二	咸	上	影	咸		g	im	3		k	im	45		k	im	45	
撿	來	開	三	鹽A	上	來	咸		g	im	3		k	im	45		k	im	45	
檢	見	開	三	鹽B	上	見	咸		g	im	3		k	im	45		k	im	45	
瞼	見	開	三	鹽B	上	見	咸		g	im	3		k	im	45		k	im	45	
儉	群	開	三	鹽B	上	見	咸		g	im	4		k	im	32		k	im	32	
肩	見	開	四	先	平	見	山		g	in	1		k	in	23		k	in	23	
堅	見	開	四	先	平	見	山		g	in	1		k	in	23		k	in	23	
見	見	開	四	先	去	見	山		g	in	1		k	in	23		k	in	23	看見
建	見	開	三	元	去	見	山		g	in	1		k	in	23		k	in	23	
毽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	in	1		k	in	23		k	in	23	
鍵	群	開	三	仙B	平	見	山		g	in	4		k	in	32		k	in	32	
件	群	開	三	仙B	上	見	山		g	in	4		k	in	32		k	in	32	
健	群	開	三	元	去	見	山		g	in	4		k	in	32		k	in	32	
涇	見	開	四	青	平	見	梗		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
經	見	開	四	青	平	見	梗		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
逕	見	開	四	青	去	見	梗		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
徑	見	開	四	青	去	見	梗		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
京	見	開	三	庚	平	見	梗		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
荊	見	開	三	庚	平	見	梗		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
驚	見	開	三	庚	平	見	梗		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
敬	見	開	三	庚	去	見	梗		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	尊敬
兢	見	開	三	蒸	平	見	曾		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
莖	匣	開	二	耕	平	影	梗		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
憬	見	合	三	庚	上	見	梗		g	ing	3		k	ɪŋ	45		k	eɪŋ	45	
竟	見	開	三	庚	去	見	梗		g	ing	3		k	ɪŋ	45		k	eɪŋ	45	
景	見	開	三	庚	上	見	梗		g	ing	3		k	ɪŋ	45		k	eɪŋ	45	
警	見	開	三	庚	上	見	梗		g	ing	3		k	ɪŋ	45		k	eɪŋ	45	
境	見	開	三	庚	上	見	梗		g	ing	3		k	ɪŋ	45		k	eɪŋ	45	
競	群	開	三	庚	去	見	梗		g	ing	4		k	ɪŋ	32		k	eɪŋ	32	
勁	見	開	三	清A	去	見	梗		g	ing	4		k	ɪŋ	32		k	eɪŋ	32	
夾	見	開	二	咸	入	見	咸		g	ip	7		k	ip	23		k	ip	23	
劫	見	開	三	嚴	入	見	咸		g	ip	7		k	ip	23		k	ip	23	
杰	群	開	三	仙B	入	見	山		g	it	8		k	it	32		k	it	32	
傑	群	開	三	仙B	入	見	山		g	it	8		k	it	32		k	it	32	
橛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	it	8		k	it	32		k	it	32	兩橛
潔	見	開	四	先	入	見	山		g	it	6		k	it	45		k	it	45	
結	見	開	四	先	入	見	山		g	it	7		k	it	23		k	it	23	
潔	見	開	四	先	入	見	山		g	it	7		k	it	23		k	it	23	
拮	見	開	三	真A	入	見	臻		g	it	7		k	it	23		k	it	23	
交	見	開	二	肴	平	見	效		g	iu	1		k	iu	23		k	iw	23	
郊	見	開	二	肴	平	見	效		g	iu	1		k	iu	23		k	iw	23	
蛟	見	開	二	肴	平	見	效		g	iu	1		k	iu	23		k	iw	23	
膠	見	開	二	肴	平	見	效		g	iu	1		k	iu	23		k	iw	23	
教	見	開	二	肴	去	見	效		g	iu	1		k	iu	23		k	iw	23	教室
窖	見	開	二	肴	去	見	效		g	iu	1		k	iu	23		k	iw	23	
較	見	開	二	肴	去	見	效		g	iu	1		k	iu	23		k	iw	23	
覺	見	開	二	肴	去	見	效		g	iu	1		k	iu	23		k	iw	23	睡覺
校	見	開	二	肴	去	見	效		g	iu	1		k	iu	23		k	iw	23	校對
跤	溪	開	二	肴	平	見	效		g	iu	1		k	iu	23		k	iw	23	
澆	見	開	四	蕭	平	見	效		g	iu	1		k	iu	23		k	iw	23	
叫	見	開	四	蕭	去	見	效		g	iu	1		k	iu	23		k	iw	23	
嬌	見	開	三	宵B	平	見	效		g	iu	1		k	iu	23		k	iw	23	
驕	見	開	三	宵B	平	見	效		g	iu	1		k	iu	23		k	iw	23	
皎	見	開	四	蕭	上	見	效		g	iu	3		k	iu	45		k	iw	45	
狡	見	開	二	肴	上	見	效		g	iu	3		k	iu	45		k	iw	45	
絞	見	開	二	肴	上	見	效		g	iu	3		k	iu	45		k	iw	45	
攪	見	開	二	肴	上	見	效		g	iu	3		k	iu	45		k	iw	45	
搞	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	iu	3		k	iu	45		k	iw	45	
餃	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	iu	3		k	iu	45		k	iw	45	
繳	見	開	四	蕭	上	見	效		g	iu	3		k	iu	45		k	iw	45	
矯	見	開	三	宵B	上	見	效		g	iu	3		k	iu	45		k	iw	45	
轎	群	開	三	宵B	平	見	效		g	iu	4		k	iu	32		k	iw	32	
腳	見	開	三	陽	入	見	宕		g	iuk	7		k	iuk	23		k	juk	23	
腳	見	開	三	陽	入	見	宕		g	iuk	7		k	iuk	23		k	juk	23	
姜	見	開	三	陽	平	見	宕		g	iung	1		k	iuŋ	23		k	juŋ	23	
僵	見	開	三	陽	平	見	宕		g	iung	1		k	iuŋ	23		k	juŋ	23	
薑	見	開	三	陽	平	見	宕		g	iung	1		k	iuŋ	23		k	juŋ	23	
疆	見	開	三	陽	平	見	宕		g	iung	1		k	iuŋ	23		k	juŋ	23	
韁	見	開	三	陽	平	見	宕		g	iung	1		k	iuŋ	23		k	juŋ	23	
羌	溪	開	三	陽	平	見	宕		g	iung	1		k	iuŋ	23		k	juŋ	23	
強									g	iung	4		k	iuŋ	32		k	juŋ	32	倔強
搆	見	開	一	侯	去	見	流		g	ou	1		k	ou	23		k	ou	23	
垢	見	開	一	侯	上	見	流		g	ou	1		k	ou	23		k	ou	23	
夠	溪	開	一	侯	平	見	流		g	ou	1		k	ou	23		k	ou	23	
勾									g	ou	1		k	ou	23		k	ou	23	勾當
枸	見	開	一	侯	平	見	流		g	ou	3		k	ou	45		k	ou	45	
苟	見	開	一	侯	上	見	流		g	ou	3		k	ou	45		k	ou	45	
狗	見	開	一	侯	上	見	流		g	ou	3		k	ou	45		k	ou	45	
哥	見	開	一	歌	平	見	果		g	u	1		k	u	23		k	u	23	
歌	見	開	一	歌	平	見	果		g	u	1		k	u	23		k	u	23	
個	見	開	一	歌	去	見	果		g	u	1		k	u	23		k	u	23	
沽	見	開	一	模	平	見	遇		g	u	1		k	u	23		k	u	23	
孤	見	開	一	模	平	見	遇		g	u	1		k	u	23		k	u	23	
姑	見	開	一	模	平	見	遇		g	u	1		k	u	23		k	u	23	
辜	見	開	一	模	平	見	遇		g	u	1		k	u	23		k	u	23	
固	見	開	一	模	去	見	遇		g	u	1		k	u	23		k	u	23	
故	見	開	一	模	去	見	遇		g	u	1		k	u	23		k	u	23	
錮	見	開	一	模	去	見	遇		g	u	1		k	u	23		k	u	23	
鯝	見	開	一	模	去	見	遇		g	u	1		k	u	23		k	u	23	
顧	見	開	一	模	去	見	遇		g	u	1		k	u	23		k	u	23	
估	見	開	一	模	上	見	遇		g	u	1		k	u	23		k	u	23	估衣
雇	匣	開	一	模	上	影	遇		g	u	1		k	u	23		k	u	23	
咕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	u	1		k	u	23		k	u	23	
菇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	u	1		k	u	23		k	u	23	
僱	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	u	1		k	u	23		k	u	23	
家									g	u	1		k	u	23		k	u	23	曹大家
估	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45	估計
古	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45	
股	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45	
詁	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45	
鼓	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45	
賈	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45	商賈
蓋	見	開	一	泰	去	見	蟹		g	ui	1		k	ui	23		k	uj	23	杯蓋
賅	見	開	一	咍	平	見	蟹		g	ui	1		k	ui	23		k	uj	23	
該	見	開	一	咍	平	見	蟹		g	ui	1		k	ui	23		k	uj	23	
居	見	開	三	之	平	見	止		g	ui	1		k	ui	23		k	uj	23	
車	見	開	三	魚	平	見	遇		g	ui	1		k	ui	23		k	uj	23	車馬炮
据	見	開	三	魚	平	見	遇		g	ui	1		k	ui	23		k	uj	23	
踞	見	開	三	魚	去	見	遇		g	ui	1		k	ui	23		k	uj	23	
據	見	開	三	魚	去	見	遇		g	ui	1		k	ui	23		k	uj	23	
鋸	見	開	三	魚	去	見	遇		g	ui	1		k	ui	23		k	uj	23	
瞿	見	合	三	虞	去	見	遇		g	ui	1		k	ui	23		k	uj	23	瞿然一驚
句	群	合	三	虞	平	見	遇		g	ui	1		k	ui	23		k	uj	23	
改	見	開	一	咍	上	見	蟹		g	ui	3		k	ui	45		k	uj	45	
莒	見	開	三	魚	上	見	遇		g	ui	3		k	ui	45		k	uj	45	
舉	見	開	三	魚	上	見	遇		g	ui	3		k	ui	45		k	uj	45	
櫸	見	開	三	魚	上	見	遇		g	ui	3		k	ui	45		k	uj	45	
矩	見	合	三	虞	上	見	遇		g	ui	3		k	ui	45		k	uj	45	
蓋	見	開	一	泰	去	見	蟹		g	ui	2		k	ui	21		k	uj	21	
遽	群	開	三	魚	去	見	遇		g	ui	4		k	ui	32		k	uj	32	
巨	群	開	三	魚	上	見	遇		g	ui	4		k	ui	32		k	uj	32	
炬	群	開	三	魚	上	見	遇		g	ui	4		k	ui	32		k	uj	32	
鉅	群	開	三	魚	上	見	遇		g	ui	4		k	ui	32		k	uj	32	
具	群	合	三	虞	去	見	遇		g	ui	4		k	ui	32		k	uj	32	
懼	群	合	三	虞	去	見	遇		g	ui	4		k	ui	32		k	uj	32	
局	群	開	三	鍾	入	見	通		g	uk	8		k	ʊk	32		k	oʊk	32	
掬	見	開	三	東	入	見	通		g	uk	6		k	ʊk	45		k	oʊk	45	
鞠	見	開	三	東	入	見	通		g	uk	6		k	ʊk	45		k	oʊk	45	
菊	見	開	三	東	入	見	通		g	uk	6		k	ʊk	45		k	oʊk	45	
谷	見	開	一	東	入	見	通		g	uk	6		k	ʊk	45		k	oʊk	45	山谷
穀	見	開	一	東	入	見	通		g	uk	6		k	ʊk	45		k	oʊk	45	
肝	見	開	一	寒	平	見	山		g	un	1		k	un	23		k	un	23	
竿	見	開	一	寒	平	見	山		g	un	1		k	un	23		k	un	23	
干	見	開	一	寒	平	見	山		g	un	1		k	un	23		k	un	23	
乾	見	開	一	寒	平	見	山		g	un	1		k	un	23		k	un	23	乾燥
杆	見	開	一	寒	去	見	山		g	un	1		k	un	23		k	un	23	
幹	見	開	一	寒	去	見	山		g	un	1		k	un	23		k	un	23	
桿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	un	1		k	un	23		k	un	23	
官	見	合	一	寒	平	見	山		g	un	1		k	un	23		k	un	23	
冠	見	合	一	寒	平	見	山		g	un	1		k	un	23		k	un	23	
倌	見	合	一	寒	平	見	山		g	un	1		k	un	23		k	un	23	
棺	見	合	一	寒	平	見	山		g	un	1		k	un	23		k	un	23	
觀	見	合	一	寒	平	見	山		g	un	1		k	un	23		k	un	23	
貫	見	合	一	寒	平	見	山		g	un	1		k	un	23		k	un	23	
灌	見	合	一	寒	去	見	山		g	un	1		k	un	23		k	un	23	
罐	見	合	一	寒	去	見	山		g	un	1		k	un	23		k	un	23	
鸛	見	合	一	寒	去	見	山		g	un	1		k	un	23		k	un	23	
稈	見	開	一	寒	上	見	山		g	un	3		k	un	45		k	un	45	
趕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	un	3		k	un	45		k	un	45	
館	見	合	一	寒	去	見	山		g	un	3		k	un	45		k	un	45	
管	見	合	一	寒	上	見	山		g	un	3		k	un	45		k	un	45	
弓	見	開	三	東	平	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
躬	見	開	三	東	平	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
宮	見	開	三	東	平	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
恭	見	開	三	鍾	平	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
供	見	開	三	鍾	去	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
工	見	開	一	東	平	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
公	見	開	一	東	平	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
功	見	開	一	東	平	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
攻	見	開	一	東	平	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
蚣	見	開	一	東	平	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
貢	見	開	一	東	去	見	通		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
紅									g	ung	1		k	ʊŋ	23		k	oʊŋ	23	女紅
拱	見	開	三	鍾	上	見	通		g	ung	3		k	ʊŋ	45		k	oʊŋ	45	
鞏	見	開	三	鍾	上	見	通		g	ung	3		k	ʊŋ	45		k	oʊŋ	45	
共	見	開	三	鍾	平	見	通		g	ung	4		k	ʊŋ	32		k	oʊŋ	32	
葛	見	開	一	寒	入	見	山		g	ut	9		k	ut	21		k	ut	21	
割	見	開	一	寒	入	見	山		g	ut	7		k	ut	23		k	ut	23	
葛	見	開	一	寒	入	見	山		g	ut	7		k	ut	23		k	ut	23	
角	來	開	一	東	入	來	通		g	uuk	9		k	uk	21		k	uk	21	
角	來	開	二	東	入	來	通		g	uuk	6		k	uk	45		k	uk	45	角仔
覺	見	開	二	江	入	見	江		g	uuk	6		k	uk	45		k	uk	45	
閣	見	開	一	唐	入	見	宕		g	uuk	6		k	uk	45		k	uk	45	
各	見	開	一	唐	入	見	宕		g	uuk	6		k	uk	45		k	uk	45	
覺	見	開	二	江	入	見	江		g	uuk	7		k	uk	23		k	uk	23	
角	來	開	一	東	入	來	通		g	uuk	7		k	uk	23		k	uk	23	直角
閤	見	開	一	唐	入	見	宕		g	uuk	7		k	uk	23		k	uk	23	閤樓
各	見	開	一	唐	入	見	宕		g	uuk	7		k	uk	23		k	uk	23	
擱	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	uuk	7		k	uk	23		k	uk	23	
咯									g	uuk	7		k	uk	23		k	uk	23	咯咯笑
肛	見	開	二	江	平	見	江		g	uung	1		k	uŋ	23		k	uŋ	23	
江	見	開	二	江	平	見	江		g	uung	1		k	uŋ	23		k	uŋ	23	
扛	見	開	二	江	平	見	江		g	uung	1		k	uŋ	23		k	uŋ	23	
降	見	開	二	江	去	見	江		g	uung	1		k	uŋ	23		k	uŋ	23	降落
缸	匣	開	二	江	平	影	江		g	uung	1		k	uŋ	23		k	uŋ	23	
岡	見	開	一	唐	平	見	宕		g	uung	1		k	uŋ	23		k	uŋ	23	
剛	見	開	一	唐	平	見	宕		g	uung	1		k	uŋ	23		k	uŋ	23	
崗	見	開	一	唐	平	見	宕		g	uung	1		k	uŋ	23		k	uŋ	23	
綱	見	開	一	唐	平	見	宕		g	uung	1		k	uŋ	23		k	uŋ	23	
鋼	見	開	一	唐	平	見	宕		g	uung	1		k	uŋ	23		k	uŋ	23	
槓	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	uung	1		k	uŋ	23		k	uŋ	23	
講	見	開	二	江	上	見	江		g	uung	3		k	uŋ	45		k	uŋ	45	
涓	見	合	四	先	平	見	山		g	yn	1		k	yn	23		k	yn	23	
鵑	見	合	四	先	平	見	山		g	yn	1		k	yn	23		k	yn	23	
絹	見	合	三	仙A	去	見	山		g	yn	1		k	yn	23		k	yn	23	
捐	以	合	三	仙A	平	以	山		g	yn	1		k	yn	23		k	yn	23	
娟	影	合	三	仙A	平	影	山		g	yn	1		k	yn	23		k	yn	23	
眷	見	合	三	仙B	去	見	山		g	yn	1		k	yn	23		k	yn	23	
券	溪	合	三	元	去	見	山		g	yn	1		k	yn	23		k	yn	23	
卷	群	合	三	仙B	平	見	山		g	yn	3		k	yn	45		k	yn	45	卷曲
捲	群	合	三	仙B	平	見	山		g	yn	3		k	yn	45		k	yn	45	
卷	見	合	三	仙B	上	見	山		g	yn	4		k	yn	32		k	yn	32	試卷
倦	群	合	三	仙B	去	見	山		g	yn	4		k	yn	32		k	yn	32	
圈	群	合	三	元	上	見	山		g	yn	4		k	yn	32		k	yn	32	豬圈
過	見	合	一	歌	平	見	果		gu	a	1		kw	a	23		kw	ᴀ	23	
渦	見	合	一	歌	平	見	果		gu	a	1		kw	a	23		kw	ᴀ	23	渦河
戈	見	合	一	歌	平	見	果		gu	a	1		kw	a	23		kw	ᴀ	23	
瓜	見	合	二	麻	平	見	假		gu	a	1		kw	a	23		kw	ᴀ	23	
卦	見	合	二	佳	去	見	蟹		gu	a	1		kw	a	23		kw	ᴀ	23	
掛	見	合	二	佳	去	見	蟹		gu	a	1		kw	a	23		kw	ᴀ	23	
呱	見	開	一	模	平	見	遇		gu	a	1		kw	a	23		kw	ᴀ	23	
褂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		gu	a	1		kw	a	23		kw	ᴀ	23	
果	見	合	一	歌	上	見	果		gu	a	3		kw	a	45		kw	ᴀ	45	
裹	見	合	一	歌	上	見	果		gu	a	3		kw	a	45		kw	ᴀ	45	
粿	見	合	一	歌	上	見	果		gu	a	3		kw	a	45		kw	ᴀ	45	
寡	見	合	二	麻	上	見	假		gu	a	3		kw	a	45		kw	ᴀ	45	
乖	見	合	二	皆	平	見	蟹		gu	ai	1		kw	ai	23		kw	ᴀj	23	
怪	見	合	二	皆	去	見	蟹		gu	ai	1		kw	ai	23		kw	ᴀj	23	
枴	見	合	二	佳	上	見	蟹		gu	ai	3		kw	ai	45		kw	ᴀj	45	
拐	群	開	二	佳	上	見	蟹		gu	ai	3		kw	ai	45		kw	ᴀj	45	
綸	見	合	二	山	平	見	山		gu	an	1		kw	an	23		kw	ᴀn	23	綸巾
關	見	合	二	刪	平	見	山		gu	an	1		kw	an	23		kw	ᴀn	23	
慣	見	合	二	刪	去	見	山		gu	an	1		kw	an	23		kw	ᴀn	23	
國	見	合	一	登	入	見	曾		gu	aek	7		kw	ɐk	23		kw	ɐk	23	
郭	見	合	一	唐	入	見	宕		g	aek	7		k	ɐk	23		k	ɐk	23	
均	見	合	三	真A	平	見	臻		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
鈞	見	合	三	真A	平	見	臻		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
君	見	合	三	文	平	見	臻		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
軍	見	合	三	文	平	見	臻		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
棍	匣	合	一	魂	上	影	臻		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
龜									gu	aen	1		kw	ɐn	23		kw	ɐn	23	
滾	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		gu	aen	3		kw	ɐn	45		kw	ɐn	45	
郡	群	合	三	文	去	見	臻		gu	aen	4		kw	ɐn	32		kw	ɐn	32	
光	見	合	一	唐	平	見	宕		gu	aeng	1		kw	ɐŋ	23		kw	ɐŋ	23	
胱	見	合	一	唐	平	見	宕		gu	aeng	1		kw	ɐŋ	23		kw	ɐŋ	23	
轟	曉	合	二	耕	平	影	梗		gu	aeng	1		kw	ɐŋ	23		kw	ɐŋ	23	
肱									gu	aeng	1		kw	ɐŋ	23		kw	ɐŋ	23	
獷	見	合	三	陽	上	見	宕		gu	aeng	3		kw	ɐŋ	45		kw	ɐŋ	45	
廣	見	合	一	唐	上	見	宕		gu	aeng	3		kw	ɐŋ	45		kw	ɐŋ	45	
梗	見	開	二	庚	上	見	梗		gu	aeng	3		kw	ɐŋ	45		kw	ɐŋ	45	
逛	見	合	三	陽	上	見	宕		gu	aeng	4		kw	ɐŋ	32		kw	ɐŋ	32	
倔	群	合	三	文	入	見	臻		gu	aet	8		kw	ɐt	32		kw	ɐt	32	
掘	群	合	三	文	入	見	臻		gu	aet	8		kw	ɐt	32		kw	ɐt	32	
崛	群	合	三	文	入	見	臻		gu	aet	8		kw	ɐt	32		kw	ɐt	32	
骨	見	合	一	魂	入	見	臻		gu	aet	6		kw	ɐt	45		kw	ɐt	45	
滑	見	合	一	魂	入	見	臻		gu	aet	6		kw	ɐt	45		kw	ɐt	45	滑稽
圭	見	合	四	齊	平	見	蟹		gu	ei	1		kw	ei	23		kw	ei	23	
閨	見	合	四	齊	平	見	蟹		gu	ei	1		kw	ei	23		kw	ei	23	
鮭	見	合	四	齊	平	見	蟹		gu	ei	1		kw	ei	23		kw	ei	23	
桂	見	合	四	齊	去	見	蟹		gu	ei	1		kw	ei	23		kw	ei	23	
鱖	見	合	三	祭B	去	見	蟹		gu	ei	1		kw	ei	23		kw	ei	23	
季	見	合	三	脂A	去	見	止		gu	ei	1		kw	ei	23		kw	ei	23	
癸	見	合	三	脂A	上	見	止		gu	ei	1		kw	ei	23		kw	ei	23	
悸	群	合	三	脂A	去	見	止		gu	ei	1		kw	ei	23		kw	ei	23	
龜	見	合	三	脂B	平	見	止		gu	ei	1		kw	ei	23		kw	ei	23	
歸	見	合	三	微	平	見	止		gu	ei	1		kw	ei	23		kw	ei	23	
貴	見	合	三	微	去	見	止		gu	ei	1		kw	ei	23		kw	ei	23	
傀	見	合	一	灰	平	見	蟹		gu	ei	1		kw	ei	23		kw	ei	23	傀偉
瑰	匣	合	一	灰	平	影	蟹		gu	ei	1		kw	ei	23		kw	ei	23	
詭	見	合	三	支B	上	見	止		gu	ei	3		kw	ei	45		kw	ei	45	
軌	見	合	三	脂B	上	見	止		gu	ei	3		kw	ei	45		kw	ei	45	
晷	見	合	三	脂B	上	見	止		gu	ei	3		kw	ei	45		kw	ei	45	
鬼	見	合	三	微	上	見	止		gu	ei	3		kw	ei	45		kw	ei	45	
跪	溪	合	三	支B	上	見	止		gu	ei	4		kw	ei	32		kw	ei	32	
櫃	群	合	三	脂B	去	見	止		gu	ei	4		kw	ei	32		kw	ei	32	
匱	群	合	三	脂B	去	見	止		gu	ei	4		kw	ei	32		kw	ei	32	
餽	群	合	三	脂B	去	見	止		gu	ei	4		kw	ei	32		kw	ei	32	
饋	群	合	三	脂B	去	見	止		gu	ei	4		kw	ei	32		kw	ei	32	
迥	匣	合	四	青	上	影	梗		gu	ing	3		kw	ɪŋ	45		kw	eɪŋ	45	
炯	匣	合	四	青	上	影	梗		gu	ing	3		kw	ɪŋ	45		kw	eɪŋ	45	
刮	見	合	二	刪	入	見	山		gu	it	7		kw	it	23		kw	it	23	
颳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		gu	it	7		kw	it	23		kw	it	23	
蝦	匣	開	二	麻	平	影	假		h	a	1		h	a	23		h	ᴀ	23	蝦蟆
哈	疑	開	一	覃	入	見	咸		h	a	1		h	a	23		h	ᴀ	23	
他	透	開	一	歌	平	端	果		h	a	1		h	a	23		h	ᴀ	23	
它	透	開	一	歌	平	端	果		h	a	1		h	a	23		h	ᴀ	23	
她	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	a	1		h	a	23		h	ᴀ	23	
牠	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	a	1		h	a	23		h	ᴀ	23	
祂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	a	1		h	a	23		h	ᴀ	23	
蛤									h	a	1		h	a	23		h	ᴀ	23	蛤蟆
遐	匣	開	二	麻	平	影	假		h	a	2		h	a	22		h	ᴀ	22	
瑕	匣	開	二	麻	平	影	假		h	a	2		h	a	22		h	ᴀ	22	
霞	匣	開	二	麻	平	影	假		h	a	2		h	a	22		h	ᴀ	22	
下	匣	開	二	麻	上	影	假		h	a	2		h	a	21		h	ᴀ	21	打一下
蝦									h	a	2		h	a	21		h	ᴀ	21	蝦米
暇	匣	開	二	麻	去	影	假		h	a	4		h	a	32		h	ᴀ	32	
下	匣	開	二	麻	去	影	假		h	a	4		h	a	32		h	ᴀ	32	下面
廈	匣	開	二	麻	上	影	假		h	a	4		h	a	32		h	ᴀ	32	
夏	匣	開	二	麻	上	影	假		h	a	4		h	a	32		h	ᴀ	32	
邂	匣	開	二	佳	去	影	蟹		h	ai	1		h	ai	23		h	ᴀj	23	
太	透	開	一	泰	去	端	蟹		h	ai	1		h	ai	23		h	ᴀj	23	
汰	透	開	一	泰	去	端	蟹		h	ai	1		h	ai	23		h	ᴀj	23	
泰	透	開	一	泰	去	端	蟹		h	ai	1		h	ai	23		h	ᴀj	23	
貸	透	開	一	咍	去	端	蟹		h	ai	1		h	ai	23		h	ᴀj	23	
態	透	開	一	咍	去	端	蟹		h	ai	1		h	ai	23		h	ᴀj	23	
