單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
蟹	匣	開	二	佳	上	影	蟹		h	ai	3		h	ai	45		h	ᴀj	45	
鞋	匣	開	二	佳	平	影	蟹		h	ai	2		h	ai	22		h	ᴀj	22	
骸	匣	開	二	皆	平	影	蟹		h	ai	2		h	ai	22		h	ᴀj	22	
諧	匣	開	二	皆	平	影	蟹		h	ai	2		h	ai	22		h	ᴀj	22	
孩	匣	開	一	咍	平	影	蟹		h	ai	2		h	ai	22		h	ᴀj	22	
蟹	匣	開	二	佳	上	影	蟹		h	ai	2		h	ai	21		h	ᴀj	21	
懈	見	開	二	佳	去	見	蟹		h	ai	4		h	ai	32		h	ᴀj	32	
解	匣	開	二	佳	去	影	蟹		h	ai	4		h	ai	32		h	ᴀj	32	姓解
械	匣	開	二	皆	去	影	蟹		h	ai	4		h	ai	32		h	ᴀj	32	
貪	透	開	一	覃	平	端	咸		h	am	1		h	am	23		h	ᴀm	23	
探	透	開	一	覃	平	端	咸		h	am	1		h	am	23		h	ᴀm	23	
淡	定	開	一	談	上	端	咸		h	am	1		h	am	23		h	ᴀm	23	好淡
喊	曉	開	一	談	上	影	咸		h	am	1		h	am	23		h	ᴀm	23	
咸	匣	開	二	咸	平	影	咸		h	am	2		h	am	22		h	ᴀm	22	
銜	匣	開	二	銜	平	影	咸		h	am	2		h	am	22		h	ᴀm	22	
潭	定	開	一	覃	平	端	咸		h	am	2		h	am	22		h	ᴀm	22	
譚	定	開	一	覃	平	端	咸		h	am	2		h	am	22		h	ᴀm	22	
函	匣	開	一	覃	平	影	咸		h	am	2		h	am	22		h	ᴀm	22	
涵	匣	開	一	覃	平	影	咸		h	am	2		h	am	22		h	ᴀm	22	
痰	定	開	一	談	平	端	咸		h	am	2		h	am	22		h	ᴀm	22	
談	定	開	一	談	平	端	咸		h	am	2		h	am	22		h	ᴀm	22	
罈	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	am	2		h	am	22		h	ᴀm	22	
餡	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	am	2		h	am	21		h	ᴀm	21	
陷	匣	開	二	咸	去	影	咸		h	am	4		h	am	32		h	ᴀm	32	
攤	透	開	一	寒	平	端	山		h	an	1		h	an	23		h	ᴀn	23	
灘	透	開	一	寒	平	端	山		h	an	1		h	an	23		h	ᴀn	23	
嘆	透	開	一	寒	平	端	山		h	an	1		h	an	23		h	ᴀn	23	
炭	透	開	一	寒	去	端	山		h	an	1		h	an	23		h	ᴀn	23	
歎	透	開	一	寒	去	端	山		h	an	1		h	an	23		h	ᴀn	23	
癱	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	an	1		h	an	23		h	ᴀn	23	
碳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	an	1		h	an	23		h	ᴀn	23	
毯	透	開	一	談	上	端	咸		h	an	3		h	an	45		h	ᴀn	45	
袒	定	開	一	寒	上	端	山		h	an	3		h	an	45		h	ᴀn	45	
坦	透	開	一	寒	上	端	山		h	an	3		h	an	45		h	ᴀn	45	
忐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	an	3		h	an	45		h	ᴀn	45	
閒	見	開	二	山	平	見	山		h	an	2		h	an	22		h	ᴀn	22	
彈	定	開	一	寒	平	端	山		h	an	2		h	an	22		h	ᴀn	22	彈劾
壇	定	開	一	寒	平	端	山		h	an	2		h	an	22		h	ᴀn	22	
檀	定	開	一	寒	平	端	山		h	an	2		h	an	22		h	ᴀn	22	
嫻	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	an	2		h	an	22		h	ᴀn	22	
限	匣	開	二	山	上	影	山		h	an	4		h	an	32		h	ᴀn	32	
峽	匣	開	二	咸	入	影	咸		h	ap	8		h	ap	32		h	ᴀp	32	
狹	匣	開	二	咸	入	影	咸		h	ap	8		h	ap	32		h	ᴀp	32	
匣	匣	開	二	銜	入	影	咸		h	ap	8		h	ap	32		h	ᴀp	32	
掐	溪	開	二	咸	入	見	咸		h	ap	7		h	ap	23		h	ᴀp	23	
塔	透	開	一	談	入	端	咸		h	ap	7		h	ap	23		h	ᴀp	23	
榻	透	開	一	談	入	端	咸		h	ap	7		h	ap	23		h	ᴀp	23	
塌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ap	7		h	ap	23		h	ᴀp	23	
叨	透	開	一	豪	平	端	效		h	au	1		h	au	23		h	ᴀw	23	叨擾
絛	透	開	一	豪	平	端	效		h	au	1		h	au	23		h	ᴀw	23	
滔	透	開	一	豪	平	端	效		h	au	1		h	au	23		h	ᴀw	23	
挑	透	開	一	豪	平	端	效		h	au	1		h	au	23		h	ᴀw	23	挑達
套	透	開	一	豪	上	端	效		h	au	1		h	au	23		h	ᴀw	23	
蒿	曉	開	一	豪	平	影	效		h	au	1		h	au	23		h	ᴀw	23	
好	曉	開	一	豪	去	影	效		h	au	1		h	au	23		h	ᴀw	23	好客
耗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	au	1		h	au	23		h	ᴀw	23	
考	溪	開	一	豪	上	見	效		h	au	3		h	au	45		h	ᴀw	45	
禱	端	開	一	豪	上	端	效		h	au	3		h	au	45		h	ᴀw	45	
討	透	開	一	豪	上	端	效		h	au	3		h	au	45		h	ᴀw	45	
好	曉	開	一	豪	上	影	效		h	au	3		h	au	45		h	ᴀw	45	友好
掏	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	
濤	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	
逃	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	
桃	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	
陶	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	陶瓷
萄	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	
啕	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	
毫	匣	開	一	豪	平	影	效		h	au	2		h	au	22		h	ᴀw	22	
豪	匣	開	一	豪	平	影	效		h	au	2		h	au	22		h	ᴀw	22	
號	匣	開	一	豪	平	影	效		h	au	2		h	au	22		h	ᴀw	22	哀號
嚎	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	au	2		h	au	22		h	ᴀw	22	
蠔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	au	2		h	au	22		h	ᴀw	22	
淘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	au	2		h	au	22		h	ᴀw	22	
號	匣	開	一	豪	去	影	效		h	au	4		h	au	32		h	ᴀw	32	號碼
浩	匣	開	一	豪	上	影	效		h	au	4		h	au	32		h	ᴀw	32	
皓	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	au	4		h	au	32		h	ᴀw	32	
喀	溪	開	二	庚	入	見	梗		h	aek	6		h	ɐk	45		h	ɐk	45	
客	溪	開	二	庚	入	見	梗		h	aek	6		h	ɐk	45		h	ɐk	45	
赫	曉	開	二	庚	入	影	梗		h	aek	6		h	ɐk	45		h	ɐk	45	
克	溪	開	一	登	入	見	曾		h	aek	6		h	ɐk	45		h	ɐk	45	
刻	溪	開	一	登	入	見	曾		h	aek	6		h	ɐk	45		h	ɐk	45	
剋	溪	開	一	登	入	見	曾		h	aek	6		h	ɐk	45		h	ɐk	45	
黑	曉	開	一	登	入	影	曾		h	aek	6		h	ɐk	45		h	ɐk	45	
嘿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	aek	6		h	ɐk	45		h	ɐk	45	嘿嘿
可									h	aek	6		h	ɐk	45		h	ɐk	45	可汗
嚇	曉	開	二	麻	去	影	假		h	aek	7		h	ɐk	23		h	ɐk	23	
咯									h	aek	7		h	ɐk	23		h	ɐk	23	咯血
堪	溪	開	一	覃	平	見	咸		h	aem	1		h	ɐm	23		h	ɐm	23	
龕	溪	開	一	覃	平	見	咸		h	aem	1		h	ɐm	23		h	ɐm	23	
勘	溪	開	一	覃	去	見	咸		h	aem	1		h	ɐm	23		h	ɐm	23	
瞰	溪	開	一	談	去	見	咸		h	aem	1		h	ɐm	23		h	ɐm	23	
憨	曉	開	一	談	平	影	咸		h	aem	1		h	ɐm	23		h	ɐm	23	
崁	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	aem	1		h	ɐm	23		h	ɐm	23	
坎	溪	開	一	覃	上	見	咸		h	aem	3		h	ɐm	45		h	ɐm	45	
砍	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	aem	3		h	ɐm	45		h	ɐm	45	
含	匣	開	一	覃	平	影	咸		h	aem	2		h	ɐm	22		h	ɐm	22	
酣	匣	開	一	談	平	影	咸		h	aem	2		h	ɐm	22		h	ɐm	22	
嵌	溪	開	二	銜	平	見	咸		h	aem	4		h	ɐm	32		h	ɐm	32	
憾	匣	開	一	覃	去	影	咸		h	aem	4		h	ɐm	32		h	ɐm	32	
撼	匣	開	一	覃	上	影	咸		h	aem	4		h	ɐm	32		h	ɐm	32	
吞	透	開	一	痕	平	端	臻		h	aen	1		h	ɐn	23		h	ɐn	23	
褪									h	aen	1		h	ɐn	23		h	ɐn	23	褪落來
墾	溪	開	一	痕	上	見	臻		h	aen	3		h	ɐn	45		h	ɐn	45	
懇	溪	開	一	痕	上	見	臻		h	aen	3		h	ɐn	45		h	ɐn	45	
很	匣	開	一	痕	上	影	臻		h	aen	3		h	ɐn	45		h	ɐn	45	
狠	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	aen	3		h	ɐn	45		h	ɐn	45	
痕	匣	開	一	痕	平	影	臻		h	aen	2		h	ɐn	22		h	ɐn	22	
屯	定	合	一	魂	平	端	臻		h	aen	2		h	ɐn	22		h	ɐn	22	
豚	定	合	一	魂	平	端	臻		h	aen	2		h	ɐn	22		h	ɐn	22	
臀	定	合	一	魂	平	端	臻		h	aen	2		h	ɐn	22		h	ɐn	22	
盾	船	合	三	真A	上	章	臻		h	aen	2		h	ɐn	21		h	ɐn	21	
恨	匣	開	一	痕	去	影	臻		h	aen	4		h	ɐn	32		h	ɐn	32	
坑	溪	開	二	庚	平	見	梗		h	aeng	1		h	ɐŋ	23		h	ɐŋ	23	
亨	曉	開	二	庚	平	影	梗		h	aeng	1		h	ɐŋ	23		h	ɐŋ	23	
鏗	溪	開	二	耕	平	見	梗		h	aeng	1		h	ɐŋ	23		h	ɐŋ	23	
哼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	aeng	1		h	ɐŋ	23		h	ɐŋ	23	哼歌
肯	溪	開	一	登	上	見	曾		h	aeng	3		h	ɐŋ	45		h	ɐŋ	45	
啃	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	aeng	3		h	ɐŋ	45		h	ɐŋ	45	
衡	匣	開	二	庚	平	影	梗		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	
行	匣	開	二	庚	平	影	梗		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	步行
藤	定	開	一	登	平	端	曾		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	
騰	定	開	一	登	平	端	曾		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	
恆	匣	開	一	登	平	影	曾		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	
疼	定	合	一	冬	平	端	通		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	疼痛
籐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	
行	匣	開	二	庚	去	影	梗		h	aeng	4		h	ɐŋ	32		h	ɐŋ	32	品行
杏	匣	開	二	庚	上	影	梗		h	aeng	4		h	ɐŋ	32		h	ɐŋ	32	
幸	匣	開	二	耕	上	影	梗		h	aeng	4		h	ɐŋ	32		h	ɐŋ	32	
倖	匣	開	二	耕	上	影	梗		h	aeng	4		h	ɐŋ	32		h	ɐŋ	32	
俠	匣	開	四	添	入	影	咸		h	aep	8		h	ɐp	32		h	ɐp	32	
磕	溪	開	一	泰	去	見	蟹		h	aep	8		h	ɐp	32		h	ɐp	32	
合	匣	開	一	覃	入	影	咸		h	aep	8		h	ɐp	32		h	ɐp	32	合格
盒	匣	開	一	覃	入	影	咸		h	aep	8		h	ɐp	32		h	ɐp	32	
闔	匣	開	一	談	入	影	咸		h	aep	8		h	ɐp	32		h	ɐp	32	
閤									h	aep	8		h	ɐp	32		h	ɐp	32	閤眼
恰	溪	開	二	咸	入	見	咸		h	aep	6		h	ɐp	45		h	ɐp	45	
洽	匣	開	二	咸	入	影	咸		h	aep	6		h	ɐp	45		h	ɐp	45	
嗑	匣	開	一	談	入	影	咸		h	aep	6		h	ɐp	45		h	ɐp	45	
瞌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	aep	6		h	ɐp	45		h	ɐp	45	
核	匣	開	二	耕	入	影	梗		h	aet	8		h	ɐt	32		h	ɐt	32	
劾	溪	開	二	皆	去	見	蟹		h	aet	8		h	ɐt	32		h	ɐt	32	
瞎	曉	開	二	刪	入	影	山		h	aet	8		h	ɐt	32		h	ɐt	32	
轄	溪	開	一	泰	去	見	蟹		h	aet	8		h	ɐt	32		h	ɐt	32	
覈									h	aet	8		h	ɐt	32		h	ɐt	32	
乞	溪	開	三	欣	入	見	臻		h	aet	6		h	ɐt	45		h	ɐt	45	
梯	透	開	四	齊	平	端	蟹		h	ei	1		h	ei	23		h	ei	23	
嚏	端	開	四	齊	去	端	蟹		h	ei	1		h	ei	23		h	ei	23	
剃	透	開	四	齊	去	端	蟹		h	ei	1		h	ei	23		h	ei	23	
替	透	開	四	齊	去	端	蟹		h	ei	1		h	ei	23		h	ei	23	
涕	透	開	四	齊	上	端	蟹		h	ei	1		h	ei	23		h	ei	23	
屜	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ei	1		h	ei	23		h	ei	23	
憩	溪	開	三	祭B	去	見	蟹		h	ei	1		h	ei	23		h	ei	23	
欺	溪	開	三	之	平	見	止		h	ei	1		h	ei	23		h	ei	23	
熙	曉	開	三	之	平	影	止		h	ei	1		h	ei	23		h	ei	23	
嘻	曉	開	三	之	平	影	止		h	ei	1		h	ei	23		h	ei	23	
嬉	曉	開	三	之	平	影	止		h	ei	1		h	ei	23		h	ei	23	
熹	曉	開	三	之	平	影	止		h	ei	1		h	ei	23		h	ei	23	
禧	曉	開	三	之	平	影	止		h	ei	1		h	ei	23		h	ei	23	
羲	曉	開	三	支B	平	影	止		h	ei	1		h	ei	23		h	ei	23	
曦	曉	開	三	支B	平	影	止		h	ei	1		h	ei	23		h	ei	23	
犧	曉	開	三	支B	平	影	止		h	ei	1		h	ei	23		h	ei	23	
戲	曉	開	三	支B	平	影	止		h	ei	1		h	ei	23		h	ei	23	
棄	溪	開	三	脂A	去	見	止		h	ei	1		h	ei	23		h	ei	23	
器	溪	開	三	脂B	去	見	止		h	ei	1		h	ei	23		h	ei	23	
氣	溪	開	三	微	去	見	止		h	ei	1		h	ei	23		h	ei	23	
希	曉	開	三	微	平	影	止		h	ei	1		h	ei	23		h	ei	23	
稀	曉	開	三	微	平	影	止		h	ei	1		h	ei	23		h	ei	23	
汽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ei	1		h	ei	23		h	ei	23	
烯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ei	1		h	ei	23		h	ei	23	
釐									h	ei	1		h	ei	23		h	ei	23	恭賀新釐
體	透	開	四	齊	上	端	蟹		h	ei	3		h	ei	45		h	ei	45	
起	溪	開	三	之	上	見	止		h	ei	3		h	ei	45		h	ei	45	
喜	曉	開	三	之	上	影	止		h	ei	3		h	ei	45		h	ei	45	
豈	溪	開	三	微	上	見	止		h	ei	3		h	ei	45		h	ei	45	
啼	定	開	四	齊	平	端	蟹		h	ei	2		h	ei	22		h	ei	22	
蹄	定	開	四	齊	平	端	蟹		h	ei	2		h	ei	22		h	ei	22	
題	定	開	四	齊	平	端	蟹		h	ei	2		h	ei	22		h	ei	22	
兮	匣	開	四	齊	平	影	蟹		h	ei	2		h	ei	22		h	ei	22	
奚	匣	開	四	齊	平	影	蟹		h	ei	2		h	ei	22		h	ei	22	
堤	常	開	三	支A	平	章	止		h	ei	2		h	ei	22		h	ei	22	
提	常	開	三	支A	平	章	止		h	ei	2		h	ei	22		h	ei	22	
係	見	開	四	齊	去	見	蟹		h	ei	4		h	ei	32		h	ei	32	
繫	匣	開	四	齊	去	影	蟹		h	ei	4		h	ei	32		h	ei	32	
系	匣	開	四	齊	去	影	蟹		h	ei	4		h	ei	32		h	ei	32	
踢	透	開	四	青	入	端	梗		h	ek	7		h	ɛk	23		h	ɛk	23	
吃									h	ek	7		h	ɛk	23		h	ɛk	23	吃飯
喫									h	ek	7		h	ɛk	23		h	ɛk	23	喫飯
艇	定	開	四	青	上	端	梗		h	eng	1		h	ɛŋ	23		h	ɛŋ	23	
聽	透	開	四	青	平	端	梗		h	eng	1		h	ɛŋ	23		h	ɛŋ	23	聽力
廳	透	開	四	青	平	端	梗		h	eng	1		h	ɛŋ	23		h	ɛŋ	23	
艇	定	開	四	青	上	端	梗		h	eng	2		h	ɛŋ	21		h	ɛŋ	21	
睇									h	i	3		h	i	45		h	i	45	看
靴	曉	合	三	歌	平	影	果		h	ia	1		h	ia	23		h	ɪᴀ	23	
剔	透	開	四	青	入	端	梗		h	ik	6		h	ɪk	45		h	eɪk	45	
惕	透	開	四	青	入	端	梗		h	ik	6		h	ɪk	45		h	eɪk	45	
忑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ik	6		h	ɪk	45		h	eɪk	45	
忒									h	ik	6		h	ɪk	45		h	eɪk	45	
添	透	開	四	添	平	端	咸		h	im	1		h	im	23		h	im	23	
謙	溪	開	四	添	平	見	咸		h	im	1		h	im	23		h	im	23	
歉	溪	開	四	添	上	見	咸		h	im	1		h	im	23		h	im	23	
欠	溪	開	三	嚴	去	見	咸		h	im	1		h	im	23		h	im	23	
芡	群	開	三	鹽B	上	見	咸		h	im	1		h	im	23		h	im	23	
險	曉	開	三	鹽B	上	影	咸		h	im	3		h	im	45		h	im	45	
舔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	im	3		h	im	45		h	im	45	
鹹	匣	開	二	咸	平	影	咸		h	im	2		h	im	22		h	im	22	
恬	定	開	四	添	平	端	咸		h	im	2		h	im	22		h	im	22	
甜	定	開	四	添	平	端	咸		h	im	2		h	im	22		h	im	22	
天	透	開	四	先	平	端	山		h	in	1		h	in	23		h	in	23	
牽	溪	開	四	先	平	見	山		h	in	1		h	in	23		h	in	23	
縴	溪	開	四	先	平	見	山		h	in	1		h	in	23		h	in	23	
騫	溪	開	三	仙B	平	見	山		h	in	1		h	in	23		h	in	23	
掀	曉	開	三	元	平	影	山		h	in	1		h	in	23		h	in	23	
軒	曉	開	三	元	平	影	山		h	in	1		h	in	23		h	in	23	
憲	曉	開	三	元	去	影	山		h	in	1		h	in	23		h	in	23	
獻	心	開	一	歌	平	精	果		h	in	1		h	in	23		h	in	23	
圈									h	in	1		h	in	23		h	in	23	圓圈
腆	透	開	四	先	上	端	山		h	in	3		h	in	45		h	in	45	
靦	透	開	四	先	上	端	山		h	in	3		h	in	45		h	in	45	靦顏事仇
顯	曉	開	四	先	上	影	山		h	in	3		h	in	45		h	in	45	
譴	溪	開	三	仙A	去	見	山		h	in	3		h	in	45		h	in	45	
遣	溪	開	三	仙A	上	見	山		h	in	3		h	in	45		h	in	45	
佃	定	開	四	先	平	端	山		h	in	2		h	in	22		h	in	22	佃作
田	定	開	四	先	平	端	山		h	in	2		h	in	22		h	in	22	
闐	定	開	四	先	平	端	山		h	in	2		h	in	22		h	in	22	
填	知	開	三	真B	平	知	臻		h	in	2		h	in	22		h	in	22	
糰	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	in	2		h	in	22		h	in	22	
挺	定	開	四	青	平	端	梗		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	
汀	透	開	四	青	平	端	梗		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	
聽	透	開	四	青	去	端	梗		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	聽任
罄	溪	開	四	青	去	見	梗		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	
馨	曉	開	四	青	平	影	梗		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	
兄	曉	合	三	庚	平	影	梗		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	
卿	溪	開	三	庚	平	見	梗		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	
慶	溪	開	三	庚	去	見	梗		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	
輕	溪	開	三	清A	平	見	梗		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	
興	曉	開	三	蒸	平	影	曾		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	
氫	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ing	1		h	ɪŋ	23		h	eɪŋ	23	
廷	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	eɪŋ	22	
亭	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	eɪŋ	22	
庭	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	eɪŋ	22	
停	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	eɪŋ	22	
蜓	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	eɪŋ	22	
霆	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	eɪŋ	22	
婷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ing	2		h	ɪŋ	22		h	eɪŋ	22	
帖	透	開	四	添	入	端	咸		h	ip	7		h	ip	23		h	ip	23	
貼	透	開	四	添	入	端	咸		h	ip	7		h	ip	23		h	ip	23	
愜	溪	開	四	添	入	見	咸		h	ip	7		h	ip	23		h	ip	23	
協	匣	開	四	添	入	影	咸		h	ip	7		h	ip	23		h	ip	23	
挾	匣	開	四	添	入	影	咸		h	ip	7		h	ip	23		h	ip	23	
怯	溪	開	三	嚴	入	見	咸		h	ip	7		h	ip	23		h	ip	23	
脅	曉	開	三	嚴	去	影	咸		h	ip	7		h	ip	23		h	ip	23	
鐵	透	開	四	先	入	端	山		h	it	7		h	it	23		h	it	23	
歇	曉	開	三	元	入	影	山		h	it	7		h	it	23		h	it	23	
酵	見	開	二	肴	去	見	效		h	iu	1		h	iu	23		h	iw	23	
敲	溪	開	二	肴	平	見	效		h	iu	1		h	iu	23		h	iw	23	
哮	曉	開	二	肴	平	影	效		h	iu	1		h	iu	23		h	iw	23	
孝	曉	開	二	肴	去	影	效		h	iu	1		h	iu	23		h	iw	23	
拷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	iu	1		h	iu	23		h	iw	23	
烤	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	iu	1		h	iu	23		h	iw	23	
跳	定	開	四	蕭	平	端	效		h	iu	1		h	iu	23		h	iw	23	
挑	透	開	四	蕭	平	端	效		h	iu	1		h	iu	23		h	iw	23	挑水
眺	透	開	四	蕭	去	端	效		h	iu	1		h	iu	23		h	iw	23	
驍	見	開	四	蕭	平	見	效		h	iu	1		h	iu	23		h	iw	23	
蹺	溪	開	三	宵A	平	見	效		h	iu	1		h	iu	23		h	iw	23	
囂	曉	開	三	宵B	平	影	效		h	iu	1		h	iu	23		h	iw	23	
僥	見	開	三	蕭	上	見	效		h	iu	1		h	iu	23		h	iw	23	僥倖
巧	溪	開	二	肴	上	見	效		h	iu	3		h	iu	45		h	iw	45	
曉	曉	開	四	蕭	上	影	效		h	iu	3		h	iu	45		h	iw	45	
調	定	開	四	蕭	平	端	效		h	iu	2		h	iu	22		h	iw	22	調味
條	定	開	四	蕭	平	端	效		h	iu	2		h	iu	22		h	iw	22	
窕	定	開	四	蕭	上	端	效		h	iu	2		h	iu	22		h	iw	22	
校	匣	開	二	肴	去	影	效		h	iu	4		h	iu	32		h	iw	32	學校
效	匣	開	二	肴	去	影	效		h	iu	4		h	iu	32		h	iw	32	
香	曉	開	三	陽	平	影	宕		h	iung	1		h	iuŋ	23		h	juŋ	23	
鄉	曉	開	三	陽	平	影	宕		h	iung	1		h	iuŋ	23		h	juŋ	23	
嚮	曉	開	三	陽	上	影	宕		h	iung	1		h	iuŋ	23		h	juŋ	23	
向	書	開	三	陽	去	章	宕		h	iung	1		h	iuŋ	23		h	juŋ	23	
饗	曉	開	三	陽	上	影	宕		h	iung	3		h	iuŋ	45		h	juŋ	45	
響	曉	開	三	陽	上	影	宕		h	iung	3		h	iuŋ	45		h	juŋ	45	
嚮	曉	開	三	陽	上	影	宕		h	iung	3		h	iuŋ	45		h	juŋ	45	
晌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	iung	3		h	iuŋ	45		h	juŋ	45	
享	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	iung	3		h	iuŋ	45		h	juŋ	45	
偷	透	開	一	侯	平	端	流		h	ou	1		h	ou	23		h	ou	23	
透	透	開	一	侯	去	端	流		h	ou	1		h	ou	23		h	ou	23	
厚	匣	開	一	侯	上	影	流		h	ou	1		h	ou	23		h	ou	23	
吼	曉	開	一	侯	上	影	流		h	ou	1		h	ou	23		h	ou	23	
菟	定	開	一	模	平	端	遇		h	ou	1		h	ou	23		h	ou	23	
兔	透	開	一	模	去	端	遇		h	ou	1		h	ou	23		h	ou	23	
吐	透	開	一	模	上	端	遇		h	ou	1		h	ou	23		h	ou	23	
口	溪	開	一	侯	上	見	流		h	ou	3		h	ou	45		h	ou	45	
土	透	開	一	模	上	端	遇		h	ou	3		h	ou	45		h	ou	45	
投	定	開	一	侯	平	端	流		h	ou	2		h	ou	22		h	ou	22	
頭	定	開	一	侯	平	端	流		h	ou	2		h	ou	22		h	ou	22	
侯	匣	開	一	侯	平	影	流		h	ou	2		h	ou	22		h	ou	22	
喉	匣	開	一	侯	平	影	流		h	ou	2		h	ou	22		h	ou	22	
猴	匣	開	一	侯	平	影	流		h	ou	2		h	ou	22		h	ou	22	
荼	定	開	一	模	平	端	遇		h	ou	2		h	ou	22		h	ou	22	如火如荼
徒	定	開	一	模	平	端	遇		h	ou	2		h	ou	22		h	ou	22	
途	定	開	一	模	平	端	遇		h	ou	2		h	ou	22		h	ou	22	
塗	定	開	一	模	平	端	遇		h	ou	2		h	ou	22		h	ou	22	
圖	定	開	一	模	平	端	遇		h	ou	2		h	ou	22		h	ou	22	
涂	澄	開	三	魚	平	知	遇		h	ou	2		h	ou	22		h	ou	22	
屠	澄	開	三	魚	平	知	遇		h	ou	2		h	ou	22		h	ou	22	
逅	匣	開	一	侯	去	影	流		h	ou	4		h	ou	32		h	ou	32	
候	匣	開	一	侯	去	影	流		h	ou	4		h	ou	32		h	ou	32	
后	匣	開	一	侯	上	影	流		h	ou	4		h	ou	32		h	ou	32	
後	匣	開	一	侯	上	影	流		h	ou	4		h	ou	32		h	ou	32	
唾	透	合	一	歌	去	端	果		h	u	1		h	u	23		h	u	23	
妥	透	合	一	歌	上	端	果		h	u	1		h	u	23		h	u	23	
橢	透	合	一	歌	上	端	果		h	u	1		h	u	23		h	u	23	
拖	透	開	一	歌	去	端	果		h	u	1		h	u	23		h	u	23	
