tsɿ	1	知蜘支枝肢梔[～子花]資姿咨脂茲滋輜之芝
tsɿ	2	池馳瓷[～器]糍[～粑]遲稚慈磁[～石]辭詞祠嗣持恃
tsɿ	3	紫紙姊旨指子梓滓止趾址
tsɿ	5a	制製智只[～有]翅致質至置志誌痣幟
tsɿ	6	自字似祀巳[辰～]寺痔治侍
tsɿ	7	蟄[驚～]執汁質織職隻=炙
dzʱɿ	1	雌疵[吹毛求～]眵痴廁-[茅～：廁所]摛[～手：伸手]□[擦]
dzʱɿ	2	飼茨[～米：荸薺]
dzʱɿ	3	此侈[奢～]恥嗤[～笑]齒[(存疑)理睬]
dzʱɿ	5b	滯[停～]刺賜次伺
dzʱɿ	7	秩擲赤斥
dzʱɿ	8	侄直值殖植
sɿ	1	斯廝撕施私師獅螄尸司絲思詩
sɿ	2	匙[湯～；鑰～]時鰣
sɿ	3	死矢屎使史駛始豉[豆～]
sɿ	5a	世勢四肆試式
sɿ	6	誓逝示視嗜士仕柿俟事市祀[祭～]
sɿ	7	濕十什拾[～起來]失食蝕識飾適釋
sɿ	8	實室石=
pi	1	痹
pi	2	培陪賠裴焙-[～乾]皮疲脾琵[～琶]枇[～杷]
pi	3	彼比[～較]
pi	5a	貝蔽敝弊幣斃閉臂秘泌背-
pi	6	箅倍譬被-[～子；～打]避備蓖[～麻]
pi	7	鱉憋筆畢必逼碧璧壁=
bʱi	1	批披秕
bʱi	3	鄙痞
bʱi	5b	沛蓖配佩背-[～誦]轡庇屁
bʱi	6	陛[～下]鐾鼻
bʱi	7	撇[～捺]匹辟僻闢劈=
bʱi	8	別[區～；離～]
mi	1	□[擺弄，玩弄]
mi	2	迷梅枚玫煤莓糜彌眉媚霉媚□[～li：引火的紙卷]
mi	3	米每美
mi	6	謎昧寐
mi	7	滅覓
mi	8	密蜜
ti	1	低堤
ti	2	題提=蹄啼
ti	3	底抵
ti	5a	帝隊兌
ti	6	弟第遞地[～蝨婆：一種昆蟲，拇指般大，黑色，可入藥]
ti	7	的[目～]滴=嫡
dʱi	1	梯
dʱi	5b	替涕[鼻～]剃屜[抽～]退蛻-粒
dʱi	6	體
dʱi	7	踢=跌帖[請～；碑～]貼疊碟蝶諜鐵跌剔笛
dʱi	8	敵狄
li	2	犁黎離[～別；～開半寸]籬璃[玻～]梨釐狸
li	3	旅縷-屢-禮履李里裹理鯉累-[連～]纍[～積]呂-
li	5a	隸
li	6	慮-濾-例厲勵麗[美～]荔內儡[傀～]利痢吏壘類-淚-
li	7	獵栗率[速～]
li	8	立笠列烈裂劣律率力歷曆
si	1	□
si	6	是氏豉
tɕi	1	棲雞稽飢[～餓]肌幾基機譏饑[～荒]屐
tɕi	2	齊臍奇騎岐歧祁鰭其棋期[時～]旗麒祈沂[～河]
tɕi	3	擠己紀[～律；世～；年～]幾嘴-姐=
