汉字	IPA	注释										
多	tɔ1											
拖	hɔ1											
拖	tʰɔ1											
羅	lɔ2											
籮	lɔ2											
蘿	lɔ2											
攞	lɔ1	～食：要飯										
左	tsɔ3											
做	tsu5											
歌	kɔ1											
哥	kɔ1											
個	kɔi5	那										
鵝	ŋɔ2											
我	ŋɔi3	～兩家：我們倆										
我	ŋɔi6											
餓	ŋɔ6											
何	hɔ2											
河	hɔ2											
荷	hɔ2											
荷	kʰai1	挑擔子										
阿	a1											
阿	aʔ8	～爸										
屙	ɔ1											
茄	kʰœ2											
波	pɔ1											
菠	pɔ1											
跛	pei2											
簸	pɔi6											
坡	pɔ1											
玻	pɔ1											
婆	pʰɔ2											
磨	mɔ2											
蘑	mɔ2											
摩	mɔ2											
摩	mɔi2	完了										
磨	mɔ6											
朵	tœ3											
剁	tiɔk7											
囉	lɔ1											
糯	nɔ6											
螺	lyɛ2											
螺	lœ2											
腡	lœ2											
坐	tsʰɔ1	～桌：入席										
坐	tsʰɔ6											
座	tsɔ6	量詞										
嗦	sɔ1											
鎖	sɔ3											
過	kɔ5											
果	kɔ3											
裹	kɔ3											
課	fɔ5											
火	fɔ3											
夥	fɔ3											
伙	fɔ3											
貨	fɔ5											
禾	vɔ2											
和	vɔ2											
窩	vɔ1											
巴	pa1											
疤	pa1											
把	pa3											
把	pa5	拗手～：掰手腕										
靶	pa3											
爸	pa6											
壩	pa5											
垻	pa5											
霸	pa5											
耙	pʰa2											
麻	ma2											
嫲	ma2	鴨～：母鴨										
嫲	ma3	阿～：祖母										
媽	ma1											
馬	ma3											
乸	na5	兩仔～：孃兒倆；婆媳倆										
茶	tsʰa2											
搽	tsʰa2											
渣	tsa1											
詐	tsa5											
榨	tsa5											
榨	tsa5	麻～鎮，地名										
叉	tsʰa1											
差	tsʰa1											
沙	sa1											
痧	sa1											
家	ka1											
傢	ka1											
卡	kʰoe3	量詞，串										
加	ka1											
痂	kiɛ1											
假	ka3											
假	ka5											
價	ka5											
架	ka5											
嫁	ka5											
牙	ŋa2											
芽	ŋa2											
衙	ŋai2											
蝦	ha1											
霞	ha2											
下	ha6											
夏	ha6											
夏	ha1	立～										
罅	la5	縫隙										
丫	a1											
鴉	a1											
啞	a3											
啞	a6	聾～佬：聾啞人										
姐	tsiɛ3											
寫	siɛ3											
斜	tsʰiɛ2											
遮	tsa1											
蔗	tsa5											
鷓	tsa5											
車	tsʰa1											
蛇	sa2											
賒	tsʰa1											
捨	sa3											
椰	jia6											
爺	jia2											
野	jia6											
嘢	jia5	東西										
傻	sɔ2											
瓜	ka1											
寡	ka3											
瓦	ŋa3											
花	fa1											
化	va5											
化	fa5											
華	va2											
蛙	va1											
補	pu3											
埔	pu1	～心，地名										
布	pu5											
鋪	pʰu1											
鋪	pʰu5											
鋪	pʰu6	當～										
菩	pʰu2											
葡	pʰu2											
部	pu1											
部	pʰu6	量詞										
簿	pʰu1	～仔：本子										
模	mu2											
墓	mu6											
慕	mu6											
都	tu3											
賭	tu3											
肚	tu3											
肚	tu6	～腹：腹部										
土	hu3											
土	tʰu3											
吐	tʰu5											
兔	hu5											
兔	tʰu5											
徒	hu2											
徒	tʰu2											
