#ɿ	
p	[1]蓖[3]比[5]蔽毙闭臂
pʰ	[1]批披[2]皮疲脾枇琵[3]被[5]屁[6]币避备鼻
m	[2]迷谜1{文，~语}眉[3]米[6]谜2{白，猜~}
ts	[1]低鸡知蜘支枝肢栀资姿咨脂饥肌滋之芝基幾1{~乎}机讥[3]底抵挤紫纸只姊旨指几幾{~个}子止趾址己[5]帝际制计继繫1{~鞋带}智寄志痣记
tsʰ	[1]梯妻溪痴欺[2]题提蹄啼齐雌池驰骑奇瓷迟祁慈磁词祠辞其棋旗期[3]体弟此是耻赤起[5]替涕屉剃刺翅次器弃气汽[6]第地自字寺痔治
s	[1]西斯撕私师狮尸思司丝诗嬉希稀[2]匙时[3]死屎使史始市喜[5]细世势繫2{联~}戏四试[6]示视士事侍
z	[2]泥黎犁离篱璃宜移尼梨姨疑医衣依[3]礼蚁椅子里李理鲤已[5]意[6]例厉励丽隶义议易利痢异
#i	
p	[1]碑悲
m	[2]谋[3]美{文}
f	[1]非飞妃辉徽挥[2]肥[3]匪[5]废肺痱费
v	[1]微威[2]危惟维为1{行~}围违[3]尾伟[6]为2{~什么}位味未胃
t	[1]兜丢[3]斗1{一~}抖[5]斗2{~气}
tʰ	[1]偷[2]头投[5]透[6]豆
l	[2]荔{文}楼流刘留榴硫[3]柳[6]累漏陋
ts	[1]周州洲舟[3]走酒帚[5]皱咒
tsʰ	[1]秋抽[2]稠绸愁仇酬[3]丑[5]脆凑臭[6]就袖
s	[1]修羞搜收[2]随[3]洗手首守[5]锈秀绣瘦兽受[6]睡寿售[7]宿
k	[1]勾钩沟阄[2]𠍲{第三人称代词}[3]狗韭[5]够构救究
kʰ	[1]扣丘[2]求球[3]口舅[5]去扣[6]旧
ŋ	[2]牛[3]藕
x	[2]猴喉[3]厚[6]后侯
#u	
p	[3]补[5]布[6]孚{~小鸡}
pʰ	[1]铺1{~床}[2]菩萨[3]普浦簿[5]铺2{床~}[6]部步
m	[2]模[6]墓慕暮
f	[1]呼夫肤[2]胡{姓~}湖壶葫符扶芙浮[3]虎户府斧腐辅妇[5]戽付赋富副负[6]互瓠附
v	[1]乌污无[2]吴蜈鬍{~鬚}狐[3]五伍午坞武舞[6]误悟雾
t	[1]都[3]赌堵[5]妒
tʰ	[2]徒屠涂途图[3]土肚[5]吐兔[6]度渡镀
l	[2]奴卢炉芦鸬[3]鲁卤[6]怒路赂露
ts	[1]租[3]祖组阻
tsʰ	[1]粗初[3]楚[5]醋错[6]助
s	[1]苏酥梳疏蔬[3]数1{姓~}竖[5]素诉塑数2{~字}
k	[1]姑孤[3]古估牯股鼓[5]故固雇顾[7]骨
kʰ	[1]枯[3]苦[5]库裤
#ʊ	
p	[1]波菠玻
pʰ	[2]婆[5]破剖
m	[2]魔磨1{~刀}[3]亩某牡母1{~亲}拇[6]磨2{石~}
t	[1]多[3]朵躲[5]剁
tʰ	[1]托[2]驮驼
l	[2]罗箩锣萝螺骡脶揉[6]糯
ts	[3]左
tsʰ	[1]搓[3]坐
s	[1]蓑嗦[3]锁所
k	[1]歌哥锅[3]果裹粿[5]个过
kʰ	[1]科窠棵颗[3]可[5]课
ŋ	[2]鹅蛾俄[6]饿卧
x	[2]和{~气，~面}[3]火[5]货[6]河何荷
Ø	[6]话{夬韵}
#y	
l	[2]驴鱼渔[3]女吕旅语纽[6]虑滤遇
tɕ	[1]猪居车1{~马炮}蛛朱株珠拘纠[3]煮举主矩嘴九久[5]据锯注蛀句醉
