tsɿ	1	資姿贅招針煎-珍真曾-貞偵正(~當)征終忠汁(膿)	
tsɿ	2	祁(~陽:湖南地名)朝(~代)松	
tsɿ	3	子=制紫紙只(~有)姊梓旨指止榫□(厚)	
tsɿ	4	濺	
tsɿ	5	圳(溝渠)照	
tsɿ	6	智技至字寺痔置治志忌潮絕	
tsɿ	7	摺侄質卒值=職植	
tsʰɿ	1	椿春	
tsʰɿ	2	瓷糍慈餈磁詞祠摛(撩)	
tsʰɿ	3	眥(恨、凶)此恥齒	
tsʰɿ	5	砌	
tsʰɿ	6	柿□(瓣)	
sɿ	1	撕私師獅屍司絲思詩燒深錢-身升	
sɿ	2	匙時神唇	
sɿ	3	史使市少(多~)筍	
sɿ	4	是士柿	
sɿ	5	婿世歲稅豉少(~年)適	
sɿ	6	氏示飼事十順勝剩式	
sɿ	7	濕吸薛泄雪實	
ʧɯ	1	斬蒸鐘	
ʧɯ	3	種	
ʧɯ	5	種(~木:栽樹)	
ʧɯ	6	腫	
ʧʰɯ	1	稱-(~重量)	
ʧʰɯ	5	秤	
ʃɯ	1	升	
ʒɯ	1	腰音陰煙緣姻	
ʒɯ	2	勻雲	
ʒɯ	5	焰熨	
ʒɯ	6	易(容~)閏潤藥食億玉	
ʒɯ	7	葉一	
pi	1	斑班般鞭	
pi	3	板	
pi	5	把(刀~)痹畢必□(~開:睜開)	
pi	6	斃辦-	
mi	4	慢漫	
fi	1	回翻藩	
fi	2	煩	
fi	4	犯反	
fi	5	患	
ti	1	□(~有:還有)	
ti	3	子-	
ti	5	弟-的敵	
tʰi	1	灘攤	
tʰi	5	炭	
li	1	豬取朱-拉單蘭彎-	
li	2	攔□(打)	
li	4	懶	
li	5	□(扯)	
li	6	聚藍-幹綠曆(經~)	
li	7	擇律率	
tsi	1	樁-爭	
tsi	3	拄主	
tsi	4	苧柱	
tsi	6	住妓	
tsi	7	燭	
tsʰi	1	鐺(炒菜鍋)	
si	1	書參(人~)山門拴生-莊-甥牲	
si	3	所-鼠暑傘散(分~,鞋帶~了)省(~長)	
si	4	薯	
si	5	豎戌芋	
si	6	贖	
si	7	粟	
ʧi	1	差□(~樣:相似)	
ʧi	3	煮嘴盞=僅盅	
ʧi	4	濺	
ʧi	5	戒□(坎)占-籍績	
ʧi	6	□(砑平)箸既系	
ʧʰi	2	徐	
ʧʰi	3	鏟	
ʧʰi	5	處契撐□(劃)	
ʃi	1	鬚(~li33:胡~)虛熙疥圩丘禽	
ʃi	2	閑□(沿)	
ʃi	3	啟	
ʃi	4	什	
ʃi	5	希稀=習襲析	
ʃi	6	陷莧	
ʃi	7	戌粟□(~so:休息)	
ki	1	雞基機饑嬌柑金今禁(~山)間奸斤筋軍君更(五~)	
ki	2	茄騎棋旗橋蕎勤-裙菊局	
ki	3	矩紀幾緊	
ki	4	徛季□(~kiu24:玩要、逛)近菌埂	
ki	5	鋸句計寄繼記芹驚	
ki	6	轎	
ki	7	結急級決吉橘腳角=(一~錢)極脊激	
kʰi	1	欺	
kʰi	5	區氣汽	
kʰi	6	器	
ŋi	2	疑=岩難(~易)	
ŋi	4	女-眼	
ŋi	5	難(困~)	
ŋi	6	毅硬	
xi	1	墟輸熏	
xi	2	行(走)行(~為)	
xi	3	起喜-(歡~)	
xi	4	喜=(~慶)	
xi	5	戲□(喊、叫)	
i	1	□(在)醫依飲妖	
i	2	如瑤宜移姨遺窯員	
i	4	也-椅已	
i	5	□(做)虞以醃印日=益應-	
i	6	遇疫義=意異任運	
i	7	葉乙易(交~)	
kui	1	關	
kui	5	慣	
ui	1	彎=灣	
ui	2	橫頑環	
ui	3	□(~su13:舀水)	
ui	4	□(~屋:偏廈)	
ui	6	萬	
pu	1	疤披楓	
pu	2	婆	
pu	3	把(一~)	
pu	5	杷輩背□(~li45:棉花)	
pu	6	薄白	
pu	7	缽北百伯柏	
pʰu	4	譜	
pʰu	5	脯剖	
pʰu	6	配	
mu	4	牡	
mu	7	□(拍)	
fu	1	分=昏婚葷	
fu	2	魂肥	
fu	3	粉	
fu	4	府腑	
fu	5	芙睡複=復=覆=	
fu	6	會(開~)負	
fu	7	窟	
tu	4	淡	
tu	6	□(抹)舂	
tʰu	5	圖退蛻=	
tʰu	7	塔	
nu	2	南男□(軟)	
nu	6	嫩	
nu	7	□(給)	
lu	1	摞墩	
lu	2	雷欄-錄輪=	
lu	3	膽-□(啃)	
lu	4	鹵冷	
lu	5	廬碓對-(一~)擔□(餐)噸扽用=	
lu	6	臘蠟	
lu	7	答搭捏	
tsu	1	渣追槌□(揞住、手覆)鑽正-(~月)	
tsu	2	隨錘□(~kau13:棒)層	
tsu	3	崽盞-蜀整=	
tsu	4	組罪	
tsu	5	諸朱=醉族	
tsu	6	座(一~山)注枕(動詞)賊	
