jiᶽan tiᶽ	trad	detail	调类	
爽	爽		sɑᵑ1	
丧	喪	～失	sɑᵑ5	
床	床		ʐɑᵑ2	
床	牀		ʐɑᵑ2	
刚	剛		kɑᵑ1	
纲	綱		kɑᵑ1	
钢	鋼		kɑᵑ1	
缸	缸		kɑᵑ1	
江	江		kɑᵑ1	
豇	豇		kɑᵑ1	
扛	摃		kɑᵑ1	
肛	肛		kɑᵑ1	
讲	講		kɑᵑ1	
港	港		kɑᵑ1	
冈	岡		kɑᵑ1	
岗	崗		kɑᵑ1	
鿍	鿍	省～村（江陰地名）	kɑᵑ5	
杠	槓		kɑᵑ5	
康	康		kʰɑᵑ1	
糠	糠		kʰɑᵑ1	
慷	慷		kʰɑᵑ1	
囥	囥	～起來：藏起來	kʰɑᵑ5	
抗	抗		kʰɑᵑ5	
亢	亢		kʰɑᵑ5	
炕	炕		kʰɑᵑ5	
扛	扛		ɡɑᵑ2	
戆	戇	形容詞，笨（多指男性）：～裏～氣（笨頭笨腦的），～大（傻小子），～婆（智力輕微有點缺陷的女性）	ɡɑᵑ6	
昂	昂		ŋɑᵑ2	
卬	卬		ŋɑᵑ2	
䀚	䀚		ŋɑᵑ2	
肮	肮		ɑᵑ1	
肮	骯		ɑᵑ1	
盎	盎		ɑᵑ5	
行	行	銀～	ɦɑᵑ2	
沆	沆		ɦɑᵑ2	
航	航		ɦɑᵑ2	
杭	杭		ɦɑᵑ2	
降	降	投～	ɦɑᵑ2	
项	項		ɦɑᵑ6	
巷	巷		ɦɑᵑ6	
旺	旺	形容詞，特指火旺	ɦiɑᵑ6	
光	光		kuɑᵑ1	
光	灮	光本字	kuɑᵑ1	
胱	胱		kuɑᵑ1	
广	廣		kuɑᵑ1	
邝	鄺		kuɑᵑ1	
诳	誑		kuɑᵑ5	
诓	誆		kʰuɑᵑ1	
匡	匡		kʰuɑᵑ1	
筐	筐		kʰuɑᵑ1	
眶	眶		kʰuɑᵑ1	
框	框		kʰuɑᵑ1	
旷	曠		kʰuɑᵑ5	
矿	礦		kʰuɑᵑ5	
矿	鑛		kʰuɑᵑ5	
圹	壙		kʰuɑᵑ5	
𫛭	鵟		ɡuɑᵑ2	
狂	狂		ɡuɑᵑ2	
逛	逛		ɡuɑᵑ6	
黄	黃	蛋～	huɑᵑ1	
荒	荒		huɑᵑ1	
慌	慌		huɑᵑ1	
肓	肓		huɑᵑ1	
谎	謊		huɑᵑ1	
恍	恍		huɑᵑ1	
恍	怳		huɑᵑ1	
幌	幌		huɑᵑ1	
滉	滉		huɑᵑ1	
奛	奛		huɑᵑ1	
皝	皝		huɑᵑ1	
皩	皩	皝字之譌	huɑᵑ1	
晃	晃	摇～	huɑᵑ5	
况	況	情～	huɑᵑ5	
况	况	俗況字	huɑᵑ5	
鳇	鰉		ɦuɑᵑ2	
鱑	鱑		ɦuɑᵑ2	
惶	惶		ɦuɑᵑ2	
湟	湟		ɦuɑᵑ2	
遑	遑		ɦuɑᵑ2	
煌	煌		ɦuɑᵑ2	
潢	潢		ɦuɑᵑ2	
磺	磺		ɦuɑᵑ2	
黄	黃		ɦuɑᵑ2	
簧	簧		ɦuɑᵑ2	
皇	皇	～帝，旁～	ɦuɑᵑ2	
徨	徨	彷～，徬～	ɦuɑᵑ2	
蝗	蝗		ɦuɑᵑ2	
凰	凰		ɦuɑᵑ2	
隍	隍		ɦuɑᵑ2	
蟥	蟥	螞～	ɦuɑᵑ2	
王	王		ɦuɑᵑ2	
枉	枉		ɦuɑᵑ1	
旺	旺		ɦuɑᵑ6	
汪	汪		uɑᵑ1	
往	往		uɑᵑ1	
鳖	鱉		pɪʔ7	
鳖	龞	同鼈	pɪʔ7	
鳖	鼈	俗作蟞鱉	pɪʔ7	
蟞	蟞		pɪʔ7	
鷩	鷩		pɪʔ7	
䨆	䨆	同鷩	pɪʔ7	
瘪	癟		pɪʔ7	
憋	憋		pɪʔ7	
笔	筆		pɪʔ7	
毕	畢		pɪʔ7	
哔	嗶		pɪʔ7	
必	必		pɪʔ7	
碧	碧		pɪʔ7	
璧	璧		pɪʔ7	
襞	襞		pɪʔ7	
逼	偪		pɪʔ7	
逼	逼		pɪʔ7	
秕	秕	～穀	pɪʔ7	
辟	辟	復～	pɪʔ7	
别	彆	～扭	pɪʔ7	
苾	苾		pɪʔ7	
瞥	瞥		pʰɪʔ7	
暼	暼		pʰɪʔ7	
鐅	鐅		pʰɪʔ7	
撆	撆		pʰɪʔ7	
氕	氕		pʰɪʔ7	
嫳	嫳		pʰɪʔ7	
潎	潎		pʰɪʔ7	
撇	撇		pʰɪʔ7	
匹	匹		pʰɪʔ7	
僻	僻		pʰɪʔ7	
辟	闢	開～	pʰɪʔ7	
癖	癖		pʰɪʔ7	
劈	劈		pʰɪʔ7	
霹	霹		pʰɪʔ7	
箅	箅	爐～子	bɪʔ8	
枇	枇	～杷	bɪʔ8	
鼻	鼻		bɪʔ8	
弼	弼		bɪʔ8	
愎	愎		bɪʔ8	
别	别		bɪʔ8	
别	別		bɪʔ8	
虑	虑	愁貌	bɪʔ8	
蹩	蹩	～腳	bɪʔ8	
篾	篾		mɪʔ8	
籋	籋	竹～	mɪʔ8	
灭	滅		mɪʔ8	
糸	糸		mɪʔ8	
密	密		mɪʔ8	
蜜	蜜		mɪʔ8	
觅	覓		mɪʔ8	
觅	覓	俗覓字	mɪʔ8	
蔤	蔤		mɪʔ8	
冖	冖	《正字通》今作羃，楷作冪	mɪʔ8	
幂	幂		mɪʔ8	
幂	羃	或作冪	mɪʔ8	
幂	冪	或作羃	mɪʔ8	
跌	跌		tɪʔ7	
的	的	目～，打～	tɪʔ7	
滴	滴		tɪʔ7	
嫡	嫡		tɪʔ7	
摘	摘	（俗）～下來（正字應爲扚）	tɪʔ7	
扚	扚	～下來	tɪʔ7	
贴	貼		tʰɪʔ7	
帖	帖	字～，請～，妥～	tʰɪʔ7	
僣	僣		tʰɪʔ7	
铁	鐵		tʰɪʔ7	
铁	銕	鐵古作銕	tʰɪʔ7	
铁	䥫	鐵古作䥫	tʰɪʔ7	
切	切		tsʰɪʔ7	
窃	竊		tsʰɪʔ7	
膝	膝		tsʰɪʔ7	
餮	餮		tʰɪʔ7	
踢	踢		tʰɪʔ7	
倜	倜		tʰɪʔ7	
剔	剔		tʰɪʔ7	
惕	惕		tʰɪʔ7	
迭	迭		dɪʔ8	
叠	𤴁	疊本字	dɪʔ8	
叠	疊	同疉	dɪʔ8	
叠	疉	疊本字	dɪʔ8	
叠	㬪	同疉	dɪʔ8	
叠	曡	同疉	dɪʔ8	
耋	耋	耄～：八、九十歲	dɪʔ8	
蹀	蹀		dɪʔ8	
喋	喋		dɪʔ8	
碟	碟		dɪʔ8	
蝶	蝶		dɪʔ8	
谍	諜		dɪʔ8	
笛	笛		dɪʔ8	
敌	敵		dɪʔ8	
翟	翟		dɪʔ8	
狄	狄		dɪʔ8	
涤	滌		dɪʔ8	
荻	荻		dɪʔ8	
荔	荔		liᶽ6	
力	力		lɪʔ8	
立	立		lɪʔ8	
笠	笠		lɪʔ8	
粒	粒		lɪʔ8	
列	列		lɪʔ8	
烈	烈		lɪʔ8	
裂	裂		lɪʔ8	
劣	劣		lɪʔ8	
傈	傈		lɪʔ8	
栗	栗	毛～子	ləʔ8	
栗	栗	大～	lɪʔ8	
栗	慄	戰～，顫～	lɪʔ8	
溧	溧	～陽（地名）	lɪʔ8	
律	律		lɪʔ8	
率	率	效～	lɪʔ8	
沥	瀝		lɪʔ8	
历	曆	日～	lɪʔ8	
历	歷	～史	lɪʔ8	
历	厤	古文歷字	lɪʔ8	
历	厯	俗歷字	lɪʔ8	
秝	秝		lɪʔ8	
捩	捩	動詞，擰：～一記（擰一下）	lɪʔ8	
接	接		tsɪʔ7	
节	節		tsɪʔ7	
疖	癤		tsɪʔ7	
鲫	鯽		tsɪʔ7	
积	積		tsɪʔ7	
迹	迹		tsɪʔ7	
迹	跡		tsɪʔ7	
迹	蹟		tsɪʔ7	
脊	脊		tsɪʔ7	
瘠	瘠		tsɪʔ7	
绩	績		tsɪʔ7	
即	即		tsɪʔ7	
即	卽		tsɪʔ7	
稷	稷		tsɪʔ7	
妾	妾		tsʰɪʔ7	
缉	緝		tsʰɪʔ7	
辑	輯		tsʰɪʔ7	
葺	葺		tsʰɪʔ7	
七	七		tsʰɪʔ7	
柒	柒		tsʰɪʔ7	
漆	漆		tsʰɪʔ7	
戚	戚	親～，哀～，干～（斧頭）	tsʰɪʔ7	
戚	慽	哀～	tsʰɪʔ7	
戚	慼	哀～	tsʰɪʔ7	
戚	鏚	干～（斧頭）	tsʰɪʔ7	
捷	捷		dzɪʔ8	
睫	睫		dzɪʔ8	
婕	婕		dzɪʔ8	
倢	倢		dzɪʔ8	
集	集		dzɪʔ8	
习	習		dzɪʔ8	
鳛	鰼		dzɪʔ8	
袭	襲		dzɪʔ8	
截	截	～木頭	zɪʔ8	
绝	絕		dzɪʔ8	
疾	疾		dzɪʔ8	
嫉	嫉		dzɪʔ8	
籍	籍		dzɪʔ8	
藉	藉		dzɪʔ8	
寂	寂		dzɪʔ8	
薛	薛		sɪʔ7	
褻	褻		sɪʔ7	
泄	泄		sɪʔ7	
泄	洩		sɪʔ7	
屑	屑		sɪʔ7	
楔	楔		sɪʔ7	
雪	雪		sɪʔ7	
燮	燮		sɪʔ7	
躞	躞		sɪʔ7	
悉	悉		sɪʔ7	
窸	窸		sɪʔ7	
蟋	蟋		sɪʔ7	
息	息		sɪʔ7	
熄	熄		sɪʔ7	
媳	媳		sɪʔ7	
惜	惜		sɪʔ7	
腊	腊	乾肉	sɪʔ7	
昔	昔		sɪʔ7	
锡	錫		sɪʔ7	
蜥	蜥		sɪʔ7	
析	析		sɪʔ7	
晰	晰		sɪʔ7	
晰	晳		sɪʔ7	
皙	皙		sɪʔ7	
淅	淅		sɪʔ7	
戌	戌		sɪʔ7	
席	席		zɪʔ8	
拾	拾		zɪʔ8	
夕	夕		zɪʔ8	
隰	隰		zɪʔ8	
揖	揖		iɪʔ7	
乙	乙		iɪʔ7	
一	一		iɪʔ7	
壹	壹		iɪʔ7	
逸	逸		iɪʔ7	
益	益		iɪʔ7	
髻	髻		tɕiɪʔ7	
劫	劫		tɕiɪʔ7	
揭	揭		tɕiɪʔ7	
讦	訐	攻～	tɕiɪʔ7	
孑	孑		tɕiɪʔ7	
结	結		tɕiɪʔ7	
洁	潔		tɕiɪʔ7	
洁	絜	同潔	tɕiɪʔ7	
秸	秸		tɕiɪʔ7	
戟	戟		tɕiɪʔ7	
汲	汲		tɕiɪʔ7	
击	擊		tɕiɪʔ7	
激	激		tɕiɪʔ7	
亟	亟		tɕiɪʔ7	
茍	茍	與“苟”不同	tɕiɪʔ7	
急	急		tɕiɪʔ7	
急	急	（又）	dʑiɪʔ8	
棘	棘		tɕiɪʔ7	
级	級		tɕiɪʔ7	
给	給		tɕiɪʔ7	
吉	吉		tɕiɪʔ7	
乞	乞		tɕʰiɪʔ7	
迄	迄		tɕʰiɪʔ7	
䏌	䏌		tɕʰiɪʔ7	
吃	吃	口～	tɕʰiɪʔ7	
吃	吃	口～	tɕʰiɪʔ7	
吃	喫	～飯	tɕʰiɪʔ7	
隙	隙		tɕʰiɪʔ7	
绤	綌		tɕʰiɪʔ7	
郄	郄		tɕʰiɪʔ7	
郤	郤		tɕʰiɪʔ7	
挈	挈		tɕʰiɪʔ7	
锲	鍥		tɕʰiɪʔ7	
泣	泣		tɕʰiɪʔ7	
杰	杰	周杰倫	dʑiɪʔ8	
杰	傑		dʑiɪʔ8	
桀	桀		dʑiɪʔ8	
竭	竭		dʑiɪʔ8	
笈	笈		dʑiɪʔ8	
岌	岌		dʑiɪʔ8	
及	及		dʑiɪʔ8	
及	及	（俗）來得～，來弗～	dʑiᶽ2	
极	極		dʑiɪʔ8	
极	极		dʑiɪʔ8	
聂	聶		ȵiɪʔ8	
镊	鑷		ȵiɪʔ8	
蹑	躡		ȵiɪʔ8	
业	業		ȵiɪʔ8	
孽	孽		ȵiɪʔ8	
逆	逆		ȵiɪʔ8	
啮	囓	同齧	ȵiɪʔ8	
啮	齧		ȵiɪʔ8	
啮	嚙	俗齧字	ȵiɪʔ8	
溺	溺		ȵiɪʔ8	
热	熱		ȵiɪʔ8	
涅	涅		ȵiɪʔ8	
涅	湼		ȵiɪʔ8	
日	日	～腳（日子）	ȵiɪʔ8	
胁	脅		ɕiɪʔ7	
胁	脇	同脅	ɕiɪʔ7	
歇	歇		ɕiɪʔ7	
蝎	蠍		ɕiɪʔ7	
吸	吸		ɕiɪʔ7	
歙	歙		ɕiɪʔ7	
翕	翕		ɕiɪʔ7	
阋	鬩		ɕiɪʔ7	
叶	叶	同協	ɦiɪʔ8	
叶	葉		ɦiɪʔ8	
颉	頡		ɦiɪʔ8	
撷	擷		ɦiɪʔ8	
缬	纈		ɦiɪʔ8	
勰	勰		ɦiɪʔ8	
絜	絜	《禮·大學》是以君子有絜矩之道也	ɦiɪʔ8	
页	頁		ɦiɪʔ8	
协	協		ɦiɪʔ8	
掖	掖		ɦiɪʔ8	
亦	亦		ɦiɪʔ8	
睪	睪		ɦiɪʔ8	
译	譯		ɦiɪʔ8	
驿	驛		ɦiɪʔ8	
易	易	交～	ɦiɪʔ8	
液	液		ɦiɪʔ8	
腋	腋		ɦiɪʔ8	
拽	拽		ɦiɪʔ8	
熠	熠		ɦiɪʔ8	
佚	佚		ɦiɪʔ8	
轶	軼		ɦiɪʔ8	
奕	奕		ɦiɪʔ8	
邑	邑		iɪʔ7	
噎	噎		iɪʔ7	
抑	抑		iɪʔ7	
蜴	蜴		ɦiɪʔ8	
佾	佾		ɦiɪʔ8	
弋	弋		ɦiɪʔ8	
翼	翼		ɦiɪʔ8	
翌	翌		ɦiɪʔ8	
搏	搏		poʔ7	
博	博		poʔ7	
膊	膊		poʔ7	
剥	剥		poʔ7	
剥	剝		poʔ7	
驳	駁		poʔ7	
北	北		poʔ7	
卜	卜	占～	poʔ7	
蹼	蹼		pʰoʔ7	
噗	噗		pʰoʔ7	
璞	璞		pʰoʔ7	
朴	樸		pʰoʔ7	
朴	朴		pʰoʔ7	
扑	撲		pʰoʔ7	
扑	扑		pʰoʔ7	
仆	仆	～倒	pʰoʔ7	
杷	杷	枇～	bu2	
亳	亳		boʔ8	
铂	鉑		boʔ8	
薄	薄		boʔ8	
卜	蔔	蘿～	boʔ8	
匐	匐		boʔ8	
帛	帛		boʔ8	
仆	僕	～人	boʔ8	
瀑	瀑		boʔ8	
曝	曝		boʔ8	
莫	莫		moʔ8	
膜	膜		moʔ8	
寞	寞		moʔ8	
摸	摸		moʔ8	
漠	漠		moʔ8	
穆	穆		moʔ8	
万	万	～俟，複姓	moʔ8	
苜	苜		moʔ8	
邈	邈		moʔ8	
木	木		moʔ8	
沐	沐		moʔ8	
么	麼		moʔ8	
么	麽	俗麼字	moʔ8	
目	目		moʔ8	
牧	牧		moʔ8	
睦	睦		moʔ8	
福	福		foʔ7	
幅	幅		foʔ7	
蝠	蝠		foʔ7	
复	复	同複	foʔ7	
复	複	重～	foʔ7	
腹	腹		foʔ7	
馥	馥		foʔ7	
蝮	蝮		foʔ7	
辐	輻		foʔ7	
覆	覆	反～，～蓋	foʔ7	
复	复	同復	voʔ8	
复	復	～原，恢～	voʔ8	
缚	縛		voʔ8	
服	服		voʔ8	
伏	伏		voʔ8	
畐	畐		voʔ8	
笃	篤		toʔ7	
沰	沰	滴	toʔ7	
督	督		toʔ7	
厾	厾	扔	toʔ7	
庹	庹		tʰoʔ7	
橐	橐		tʰoʔ7	
托	託	假～，～付	tʰoʔ7	
托	托	～盤，～付	tʰoʔ7	
拓	拓	開～	tʰoʔ7	
秃	秃		tʰoʔ7	
秃	禿		tʰoʔ7	
髑	髑		doʔ8	
铎	鐸		doʔ8	
踱	踱		doʔ8	
独	獨		doʔ8	
椟	櫝		doʔ8	
渎	瀆		doʔ8	
读	讀		doʔ8	
牍	牘		doʔ8	
犊	犢		doʔ8	
黩	黷		doʔ8	
讟	讟		doʔ8	
毒	毒		doʔ8	
诺	諾		noʔ8	
匿	匿		ȵiɪʔ8	
昵	昵		ȵiᶽ6	
昵	暱	～稱	ȵiᶽ6	
赂	賂		loʔ8	
落	落		loʔ8	
烙	烙		loʔ8	
骆	駱		loʔ8	
酪	酪		loʔ8	
洛	洛	～水，～陽	loʔ8	
洛	雒	～陽（漢光武帝劉秀改洛陽爲雒陽，魏文帝曹丕改回洛陽）	loʔ8	
络	絡	活～	loʔ8	
乐	樂		loʔ8	
鹿	鹿		loʔ8	
漉	漉		loʔ8	
录	彔		loʔ8	
录	录		loʔ8	
渌	淥		loʔ8	
碌	碌		loʔ8	
琭	琭		loʔ8	
禄	禄		loʔ8	
禄	祿		loʔ8	
六	六		loʔ8	
陆	陸		loʔ8	
氯	氯		loʔ8	
绿	綠		loʔ8	
绿	緑		loʔ8	
录	錄		loʔ8	
录	録		loʔ8	
甪	甪	～直（蘇州地名）	loʔ8	
拙	拙		tʂəʔ7	
卒	卒		tsəʔ7	
作	作	～業，～坊	tsoʔ7	
卓	卓		tʂoʔ7	
桌	桌		tʂoʔ7	
琢	琢		tʂoʔ7	
啄	啄		tʂoʔ7	
啄	啄		zoʔ8	
涿	涿		tʂoʔ7	
涿	涿		toʔ7	
捉	捉		tʂoʔ7	
竹	竹		tʂoʔ7	
竺	竺		tʂoʔ7	
筑	筑	一種樂器，似箏，擊～	tʂoʔ7	
筑	築	建～	tʂoʔ7	
祝	祝		tʂoʔ7	
粥	粥		tʂoʔ7	
足	足		tsoʔ7	
斫	斫		tsoʔ7	
斲	斲		tsoʔ7	
斲	斵	俗斲字	tsoʔ7	
烛	燭		tʂoʔ7	
嘱	囑		tʂoʔ7	
撮	撮		tsʰəʔ7	
猝	猝		tsʰəʔ7	
出	出	～去	tʂʰəʔ7	
出	齣	一～戲	tʂʰəʔ7	
黜	黜		tʂʰəʔ7	
绌	絀		tʂəʔ7	
戳	戳		tʂʰoʔ7	
龊	齪		tʂʰoʔ7	
畜	畜	～生	tʂʰoʔ7	
亍	亍		tʂʰoʔ7	
促	促		tsʰoʔ7	
蹴	蹴		tsʰoʔ7	
蹙	蹙		tsʰoʔ7	
矗	矗		tʂʰoʔ7	
触	觸		tʂʰoʔ7	
擢	擢		dʐoʔ8	
濯	濯		dʐoʔ8	
浊	濁		dʐoʔ8	
镯	鐲		dʐoʔ8	
逐	逐		dʐoʔ8	
轴	軸		dʐoʔ8	
妯	妯	～娌	dʐoʔ8	
说	說		ʂəʔ7	
说	説		ʂəʔ7	
蓿	蓿		soʔ7	
宿	宿	～遷（江蘇地名），～州（安徽地名）	ʂoʔ7	
宿	宿	～舍	soʔ7	
宿	㝛	宿本字	soʔ7	
索	索		soʔ7	
朔	朔		ʂoʔ7	
硕	碩		zɑʔ8	
速	速		soʔ7	
肃	肅		soʔ7	
缩	縮		ʂoʔ7	
谡	謖		soʔ7	
叔	叔	（俗）阿～（特殊讀音）	ɕy5	
叔	叔		ʂoʔ7	
倏	倏		ʂoʔ7	
倏	倐	俗倏字	ʂoʔ7	
倏	儵	倏本字	ʂoʔ7	
淑	淑		ʐoʔ8	
粟	粟		soʔ7	
僳	僳		soʔ7	
夙	夙		soʔ7	
蔌	蔌		soʔ7	
簌	簌		soʔ7	
束	束		soʔ7	
述	述		dʐəʔ8	
昨	昨	～頭：昨天	ziɑ2	
昨	昨		zoʔ8	
凿	鑿		zoʔ8	
凿	䥣		zoʔ8	
族	族		dzoʔ8	
熟	熟		ʐoʔ8	
孰	孰		ʐoʔ8	
塾	塾		ʐoʔ8	
俗	俗		zoʔ8	
续	續		dzoʔ8	
属	屬		ʐoʔ8	
赎	贖		ʐoʔ8	
蜀	蜀		ʐoʔ8	
辱	辱		ʐoʔ8	
褥	褥		ʐoʔ8	
缛	縟		ʐoʔ8	
各	各		koʔ7	
阁	閣		koʔ7	
搁	擱	～電話（掛電話）	koʔ7	
挂	挂	（俗）～電話（正字爲擱）	koʔ7	
挂	掛	（俗）～電話（正字爲擱）	koʔ7	
胳	胳		koʔ7	
郭	郭		koʔ7	
廓	廓		koʔ7	
角	角		koʔ7	
觉	覺	～著	koʔ7	
蝈	蟈		kuəʔ7	
国	國		kuəʔ7	
国	囯	太平天～	kuəʔ7	
国	圀	德川光～	kuəʔ7	
漍	漍	北～（江陰地名）；～嘴：漱口	koʔ7	
谷	谷	山～	koʔ7	
谷	穀	～物，五～	koʔ7	
毂	轂		koʔ7	
圣	圣		kʰoʔ7	
窟	窟		kʰoʔ7	
扩	擴		kʰoʔ7	
壳	殼		kʰoʔ7	
壳	㱿		kʰoʔ7	
恪	恪		kʰoʔ7	
哭	哭		kʰoʔ7	
喾	嚳		kʰoʔ7	
酷	酷		kʰoʔ7	
愕	愕		ŋoʔ8	
腭	腭		ŋoʔ8	
鄂	鄂		ŋoʔ8	
腭	齶		ŋoʔ8	
颚	顎		ŋoʔ8	
噩	噩		ŋoʔ8	
愕	㦍	愕本字	ŋoʔ8	
鳄	鱷		ŋoʔ8	
鳄	鰐		ŋoʔ8	
锷	鍔		ŋoʔ8	
萼	萼		ŋoʔ8	
谔	諤		ŋoʔ8	
鹗	鶚		ŋoʔ8	
鹤	鶴		ŋoʔ8	
岳	岳	～飛，～陽	ŋoʔ8	
岳	嶽		ŋoʔ8	
淴	淴		hoʔ7	
壑	壑		hoʔ7	
豁	豁		hoʔ7	
郝	郝		hoʔ7	
霍	霍		hoʔ7	
藿	藿		hoʔ7	
学	學	～堂	ɦoʔ8	
镬	鑊	～子：鍋	ɦoʔ8	
貉	貉		ɦoʔ8	
涸	涸		ɦoʔ8	
狢	狢		ɦoʔ8	
佫	佫		ɦoʔ8	
或	或		ɦuəʔ8	
垩	堊		oʔ7	
恶	噁		oʔ7	
恶	惡		oʔ7	
握	握		oʔ7	
龌	齷		oʔ7	
屋	屋		oʔ7	
沃	沃		oʔ7	
珏	玨	珏本字	tʂoʔ7	
珏	珏		tʂoʔ7	
孓	孓		tʂoʔ7	
孓	孒	孓本字	tʂoʔ7	
抉	抉		tʂoʔ7	
玦	玦		tʂoʔ7	
决	决		tʂoʔ7	
决	決		tʂoʔ7	
诀	訣		tʂoʔ7	
厥	厥		tʂoʔ7	
蕨	蕨		tʂoʔ7	
噘	噘		tʂoʔ7	
撅	撅		tʂoʔ7	
蹶	蹶		tʂoʔ7	
獗	獗		tʂoʔ7	
攫	攫		tʂoʔ7	
矍	矍		tʂoʔ7	
橘	橘		tʂoʔ7	
镢	镢		tʂoʔ7	
菊	菊		tʂoʔ7	
鞠	鞠		tʂoʔ7	
踘	踘		tɕioʔ7	
掬	掬		tɕioʔ7	
匊	匊		tɕioʔ7	
谲	譎		tʂoʔ7	
缺	缺		tʂʰoʔ7	
阙	闕		tʂʰoʔ7	
阕	闋		tʂʰoʔ7	
黢	黢	黑～～，墨～黑	tʂʰəʔ7	
屈	屈		tʂʰoʔ7	
蛐	蛐	～蟮：蚯蚓	tʂʰəʔ7	
曲	麯	酒～	tʂʰoʔ7	
曲	曲	歌～	tʂʰoʔ7	
术	術		dʐəʔʔ8	
术	朮	白～（草本植物）	dʐəʔʔ8	
术	术	白～（草本植物）	dʐəʔʔ8	
崛	崛		dʐoʔ8	
掘	掘		dʐoʔ8	
倔	倔		dʐoʔ8	
局	局		dʐoʔ8	
溺	溺	～煞：淹死	dʐoʔ8	
肉	肉		ȵioʔ8	
肉	宍	肉古作宍	ȵioʔ8	
揉	揉	（俗）揉，非正字	ȵioʔ8	
噱	噱	～頭	ʂoʔ7	
血	血		ʂoʔ7	
恤	恤	同卹	ʂoʔ7	
恤	卹		ʂoʔ7	
恤	䘏	俗卹字	ʂoʔ7	
恤	賉	俗卹字	ʂoʔ7	
畜	畜	～牧業	ʂoʔ7	
蓄	蓄		ʂoʔ7	
旭	旭		ʂoʔ7	
顼	頊		ɕioʔ7	
入	入		ʐəʔ8	
抈	抈	折疊	ȵioʔ8	
玥	玥		ɦioʔ8	
钥	鈅		ɦioʔ8	
刖	刖		ɦioʔ8	
月	月	（白）亮～，質～：正月	ŋəʔ8	
月	月	（文）老派文讀	ȵioʔ8	
月	月	（文）	ɦioʔ8	
越	越		ɦioʔ8	
曰	曰		ɦioʔ8	
悦	悅		ɦioʔ8	
阅	閱		ɦioʔ8	
穴	穴		ɦioʔ8	
域	域		ɦioʔ8	
阈	閾	～値	ɦioʔ8	
疫	疫		ɦioʔ8	
役	役		ɦioʔ8	
煜	煜		ɦioʔ8	
昱	昱		ɦioʔ8	
毓	毓		ɦioʔ8	
鹬	鷸		ɦioʔ8	
矞	矞		ɦioʔ8	
聿	聿		ɦioʔ8	
育	育		ɦioʔ8	
彧	彧		ioʔ7	
鬻	鬻		ɦioʔ8	
玉	玉	（文）	ɦioʔ8	
玉	玉	（白）	ȵioʔ8	
钰	鈺		ȵioʔ8	
狱	獄		ɦioʔ8	
浴	浴		ɦioʔ8	
欲	欲		ɦioʔ8	
粤	粵		ɦioʔ8	
哕	噦		ioʔ7	
阅	閱		ɦioʔ8	
郁	郁		ioʔ7	
郁	鬱		ioʔ7	
彟	彠		ioʔ7	
不	不	～鏽鋼，尿～溼	pəʔ7	
畀	畀	給；被動	pəʔ7	
拨	撥	給；被動（正字爲畀）	pəʔ7	
钵	鉢		pəʔ7	
钵	缽		pəʔ7	
泼	潑		pʰəʔ7	
迫	迫		pʰəʔ7	
珀	珀		pʰəʔ7	
魄	魄	～力	pʰəʔ7	
鼻	鼻	（又音）～頭：指鼻子	bəʔ8	
别	别	～人	bəʔ8	
别	別	～人	bəʔ8	
勃	勃		bəʔ8	
饽	餑		bəʔ8	
脖	脖		bəʔ8	
孛	孛	～相：玩耍	bəʔ8	
馞	馞		bəʔ8	
䭯	䭯	同馞	bəʔ8	
讷	訥		nəʔ8	
疒	疒		nəʔ8	
秣	秣		məʔ8	
末	末		məʔ8	
沫	沫		məʔ8	
抹	抹		məʔ8	
没	沒		məʔ8	
没	没		məʔ8	
殁	歿		məʔ8	
殁	殁		məʔ8	
物	物	～事（指東西）	məʔ8	
墨	墨		məʔ8	
默	默		məʔ8	
弗	弗	不	fəʔ7	
祓	祓		fəʔ7	
绂	紱		fəʔ7	
黻	黻		fəʔ7	
韨	韍		fəʔ7	
芾	芾	與韍同；草木翳薈也	fəʔ7	
沸	沸	灑	fəʔ7	
佛	佛	仿～	fəʔ7	
佛	彿	彷～	fəʔ7	
佛	髴	髣～	fəʔ7	
佛	佛		vəʔ8	
物	物	～理，事～	vəʔ8	
勿	勿		vəʔ8	
得	得		təʔ7	
掇	掇	移動：～一～檯子	təʔ7	
䊞	䊞	黏	təʔ7	
德	德		təʔ7	
脱	脫		tʰəʔ7	
夺	奪		dəʔ8	
凸	凸		dəʔ8	
突	突		dəʔ8	
特	特	～別	dəʔ8	
特	特	～程：特地	dɪʔ8	
捋	捋	～鬍子	ləʔ8	
肋	肋		ləʔ8	
莅	莅	位，在	ləʔ8	
莅	蒞		ləʔ8	
勒	勒	～緊；（俗）在（正字疑爲莅）	ləʔ8	
垃	垃	～圾	ləʔ8	
折	摺	～扇	tʂəʔ7	
折	折		tʂəʔ7	
褶	褶		tʂəʔ7	
哲	哲		tʂəʔ7	
晢	晢		tʂəʔ7	
喆	喆		tʂəʔ7	
这	這		tʂəʔ7	
浙	浙		tʂəʔ7	
执	執		tʂəʔ7	
蛭	蛭		tʂəʔ7	
窒	窒		tʂəʔ7	
汁	汁		tʂəʔ7	
质	質	～量	tʂəʔ7	
庢	庢	同厔	tʂəʔ7	
厔	厔	陝西盩厔縣，今作周至縣	tʂəʔ7	
则	則		tsəʔ7	
织	織		tʂəʔ7	
职	職		tʂəʔ7	
责	責		tsəʔ7	
骘	騭		tʂəʔ7	
