"id","hanzi","note","ipa","audio","ntd","dl","databse","py"
3193,"蚤",,"tsə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ze3.wav",3,"阴上","js","ze3"
3194,"棹","(桨)","tsə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ze5.wav",5,"阴去","js","ze5"
3195,"灶",,"tsə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ze5.wav",5,"阴去","js","ze5"
3196,"照",,"tsə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ze5.wav",5,"阴去","js","ze5"
3197,"罩",,"tsə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ze5.wav",5,"阴去","js","ze5"
3198,"诏",,"tsə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ze5.wav",5,"阴去","js","ze5"
3199,"躁",,"tsə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ze5.wav",5,"阴去","js","ze5"
3200,"京","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3201,"京","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cing1.wav",1,"阴平","zg","cing1"
3202,"今","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3203,"今","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3204,"巾","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3205,"巾","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3206,"惊","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3207,"惊","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3208,"斤","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3209,"斤","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3210,"晶","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3211,"晶","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3212,"津","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3213,"津","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3214,"睛","(眼睛) 市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3215,"睛","(眼睛) 老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3216,"禁","(禁不住) 市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3217,"禁","(禁不住) 老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3218,"筋","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3219,"筋","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3220,"精","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3221,"精","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3222,"经","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3223,"经","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3224,"经","(经纬,经线) 市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3225,"经","(经纬,经线) 老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3226,"荆","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3227,"荆","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3228,"襟","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3229,"襟","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3230,"警","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3231,"警","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3232,"金","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3233,"金","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3234,"鲸","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3235,"鲸","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3236,"茎","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing1.wav",1,"阴平","js","zing1"
3237,"茎","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing1.wav",1,"阴平","zg","zhing1"
3238,"井","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing3.wav",3,"阴上","js","zing3"
3239,"井","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing3.wav",3,"阴上","zg","zhing3"
3240,"仅","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing3.wav",3,"阴上","js","zing3"
3241,"仅","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing3.wav",3,"阴上","zg","zhing3"
3242,"景","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing3.wav",3,"阴上","js","zing3"
3243,"景","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing3.wav",3,"阴上","zg","zhing3"
3244,"紧","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing3.wav",3,"阴上","js","zing3"
3245,"紧","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing3.wav",3,"阴上","zg","zhing3"
3246,"谨","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing3.wav",3,"阴上","js","zing3"
3247,"谨","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing3.wav",3,"阴上","zg","zhing3"
3248,"锦","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing3.wav",3,"阴上","js","zing3"
3249,"锦","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing3.wav",3,"阴上","zg","zhing3"
3250,"颈","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing3.wav",3,"阴上","js","zing3"
3251,"颈","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing3.wav",3,"阴上","zg","zhing3"
3252,"劲","(有劲) 市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3253,"劲","(有劲) 老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3254,"劲","(劲敌) 市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3255,"劲","(劲敌) 老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3256,"境","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3257,"境","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3258,"尽","(尽前) 市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3259,"尽","(尽前) 老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3260,"径","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3261,"径","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3262,"敬","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3263,"敬","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3264,"浸","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3265,"浸","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3266,"禁","(禁止) 市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3267,"禁","(禁止) 老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3268,"竞","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3269,"竞","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3270,"竟","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3271,"竟","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3272,"警","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3273,"警","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3274,"进","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3275,"进","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3276,"镜","市郊","tsɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zing5.wav",5,"阴去","js","zing5"
3277,"镜","老城区","tʃəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhing5.wav",5,"阴去","zg","zhing5"
3278,"争",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3279,"侦",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3280,"增",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3281,"征",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3282,"征","(征求)","tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3283,"憎",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3284,"斟",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3285,"曾","(姓)","tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3286,"榛",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3287,"正","(正月)","tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3288,"珍",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3289,"真",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3290,"睁",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3291,"筝",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3292,"臻",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3293,"蒸",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3294,"诊",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3295,"贞",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3296,"针",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3297,"娠",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan1.wav",1,"阴平","js","zan1"
3298,"拯","(拯救)","tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan3.wav",3,"阴上","js","zan3"
3299,"整",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan3.wav",3,"阴上","js","zan3"
3300,"枕",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan3.wav",3,"阴上","js","zan3"
3301,"枕","(动词)","tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan3.wav",3,"阴上","js","zan3"
3302,"疹",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan3.wav",3,"阴上","js","zan3"
3303,"振",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan5.wav",5,"阴去","js","zan5"
3304,"政",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan5.wav",5,"阴去","js","zan5"
3305,"正",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan5.wav",5,"阴去","js","zan5"
3306,"症","(证)","tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan5.wav",5,"阴去","js","zan5"
3307,"证",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan5.wav",5,"阴去","js","zan5"
3308,"赠",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan5.wav",5,"阴去","js","zan5"
3309,"锃","(锃光)","tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan5.wav",5,"阴去","js","zan5"
3310,"镇",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan5.wav",5,"阴去","js","zan5"
3311,"震",,"tsɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zan5.wav",5,"阴去","js","zan5"
3312,"则",,"tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3313,"只","（只有）","tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3314,"哲",,"tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3315,"执",,"tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3316,"折","(折断)","tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3317,"汁",,"tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3318,"浙",,"tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3319,"炙",,"tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3320,"织",,"tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3321,"职",,"tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3322,"蛰","(惊蛰)","tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3323,"蜇","(蝎子蜇人)","tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3324,"褶","(褶子,皱纹)","tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3325,"责",,"tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3326,"质",,"tsɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zag7.wav",7,"阴入","js","zag7"
3327,"才","(才能) 才","tsʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ca2.wav",2,"阳平","js","ca2"
3328,"才","(刚才) 纔","tsʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ca2.wav",2,"阳平","js","ca2"
3329,"材",,"tsʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ca2.wav",2,"阳平","js","ca2"
3330,"柴",,"tsʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ca2.wav",2,"阳平","js","ca2"
3331,"裁",,"tsʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ca2.wav",2,"阳平","js","ca2"
3332,"豺",,"tsʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ca2.wav",2,"阳平","js","ca2"
3333,"财",,"tsʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ca2.wav",2,"阳平","js","ca2"
3334,"产",,"tsʰɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caun3.wav",3,"阴上","js","caun3"
3335,"铲",,"tsʰɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caun3.wav",3,"阴上","js","caun3"
3336,"菜",,"tsʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ca5.wav",5,"阴去","js","ca5"
3337,"蔡",,"tsʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ca5.wav",5,"阴去","js","ca5"
3338,"载","(满载)","tsʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ca5.wav",5,"阴去","js","ca5"
3339,"暂",,"tsʰɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caun6.wav",6,"阳去","js","caun6"
3340,"绽",,"tsʰɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caun6.wav",6,"阳去","js","caun6"
3341,"赚",,"tsʰɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caun6.wav",6,"阳去","js","caun6"
3342,"錾","(錾花)","tsʰɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caun6.wav",6,"阳去","js","caun6"
3343,"察",,"tsʰɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caug7.wav",7,"阴入","js","caug7"
3344,"插",,"tsʰɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caug7.wav",7,"阴入","js","caug7"
3345,"擦",,"tsʰɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caug7.wav",7,"阴入","js","caug7"
3346,"铡","(铡刀)","tsʰɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caug8.wav",8,"阳入","js","caug8"
3347,"闸",,"tsʰɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/caug8.wav",8,"阳入","js","caug8"
3348,"抽",,"tsʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cei1.wav",1,"阴平","js","cei1"
3349,"仇",,"tsʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cei2.wav",2,"阳平","js","cei2"
3350,"愁",,"tsʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cei2.wav",2,"阳平","js","cei2"
3351,"稠",,"tsʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cei2.wav",2,"阳平","js","cei2"
3352,"筹",,"tsʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cei2.wav",2,"阳平","js","cei2"
3353,"绸",,"tsʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cei2.wav",2,"阳平","js","cei2"
3354,"酬",,"tsʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cei2.wav",2,"阳平","js","cei2"
3355,"巢",,"tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce2.wav",2,"阳平","js","ce2"
3356,"曹",,"tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce2.wav",2,"阳平","js","ce2"
3357,"朝","(朝代)","tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce2.wav",2,"阳平","js","ce2"
3358,"槽","(马槽)","tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce2.wav",2,"阳平","js","ce2"
3359,"潮",,"tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce2.wav",2,"阳平","js","ce2"
3360,"炒",,"tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce3.wav",3,"阴上","js","ce3"
3361,"草",,"tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce3.wav",3,"阴上","js","ce3"
3362,"草","(雌性,草鸡)","tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce3.wav",3,"阴上","js","ce3"
3363,"凑",,"tsʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cei5.wav",5,"阴去","js","cei5"
3364,"臭","(香臭)","tsʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cei5.wav",5,"阴去","js","cei5"
3365,"纣","(桀纣)","tsʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cei6.wav",6,"阳去","js","cei6"
3366,"兆",,"sə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/se6.wav",6,"阳去","js","se6"
3367,"皂",,"tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce6.wav",6,"阳去","js","ce6"
3368,"赵",,"tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce6.wav",6,"阳去","js","ce6"
3369,"造","(建造)","tsʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ce6.wav",6,"阳去","js","ce6"
3370,"亲","(亲戚) 市郊","tsʰɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cing1.wav",1,"阴平","js","cing1"
3371,"亲","(亲戚) 老城区","tʃʰəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ching1.wav",1,"阴平","zg","ching1"
3372,"侵","市郊","tsʰɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cing1.wav",1,"阴平","js","cing1"
3373,"侵","老城区","tʃʰəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ching1.wav",1,"阴平","zg","ching1"
3374,"倾","市郊","tsʰɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cing1.wav",1,"阴平","js","cing1"
3375,"倾","老城区","tʃʰəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ching1.wav",1,"阴平","zg","ching1"
3376,"卿","市郊","tsʰɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cing1.wav",1,"阴平","js","cing1"
3377,"卿","老城区","tʃʰəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ching1.wav",1,"阴平","zg","ching1"
3378,"清","市郊","tsʰɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cing1.wav",1,"阴平","js","cing1"
3379,"清","老城区","tʃʰəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ching1.wav",1,"阴平","zg","ching1"
3380,"蜻","(蜻蜓) 市郊","tsʰɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cing1.wav",1,"阴平","js","cing1"
3381,"蜻","(蜻蜓) 老城区","tʃʰəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ching1.wav",1,"阴平","zg","ching1"
3382,"轻","(轻重,年轻) 市郊","tsʰɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cing1.wav",1,"阴平","js","cing1"
3383,"轻","(轻重,年轻) 老城区","tʃʰəŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ching1.wav",1,"阴平","zg","ching1"
3384,"轻","(轻重) 市郊","tsʰɪŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cing1.wav",1,"阴平","js","cing1"
