kʰen	1	近□[时~，时候]			
kʰen	2	琴勤芹			
kʰen	3	恳垦			
ŋen	1	眼恩			
ŋen	2	银[~纸，钱]			
xen	2	咸痕恒衡			
xen	3	很			
xen	5	恨			
pen	1	冰兵			
pen	2	凭平甁			
pen	3	饼			
pen	5	病=			
men	2	明			
en	1	阴音[观~寺，地名]因音			
en	3	饮			
en	5	印			
tsɿ	1	支枝肢资姿咨滋之芝			
tsɿ	2	滞			
tsɿ	3	紫纸只脂旨子梓止趾址			
tsɿ	5	翅指志质直值职植			
tsʰɿ	1	疵齿			
tsʰɿ	2	池瓷迟磁辞词祠			
tsʰɿ	3	此侈耻始			
tsʰɿ	5	刺赐次自[~家，自己]慈字寺持痔治秩制			
sɿ	1	斯厮撕施匙私师狮尸司丝思厕诗惜-[可~]			
sɿ	2	时市			
sɿ	3	屎使史驶死=			
sɿ	5	世誓豉四肆示伺士仕柿试释			
tʰuei	1	推			
tʰuei	3	腿			
luei	1	□[滚]			
luei	2	雷累			
luei	3	累垒			
luei	5	类			
tsuei	1	追			
tsuei	5	罪最			
tsʰuei	1	崔催炊=			
kuei	1	闺规龟归			
kuei	2	桂			
kuei	3	诡轨鬼			
kʰuei	1	盔亏窥			
kʰuei	2	愧葵			
kʰuei	3	跪			
kʰuei	5	奎柜			
xuei	1	恢灰=挥辉徽			
xuei	2	晦慧讳			
xuei	3	贿悔毁			
xuei	5	汇			
suei	1	虽			
suei	2	随			
suei	5	瑞			
uei	1	危微威			
uei	2	卫魏违围			
uei	3	伪萎委伟苇纬			
uei	5	为位维惟味畏胃			
kuai	1	乖			
kuai	3	拐□[鸟~，性交]			
kuai	5	怪夬			
kʰuai	3	□[该~嘚，糟糕了]			
kʰuai	5	快筷			
xuai	5	坏			
suai	1	衰摔			
suai	2	率			
suai	5	帅			
uai	1	挖			
tɐø	1	逗□[~到荷包里，放在荷包里]			
tɐø	2	头			
tɐø	3	抖陡			
tɐø	5	斗豆窦			
tʰɐø	1	偷			
tʰɐø	2	投			
tʰɐø	3	㪗[~一tcʰy，休息一下]			
tʰɐø	5	透			
lɐø	2	楼			
lɐø	3	搂耧[播种用的农具]篓			
lɐø	5	漏			
tsɐø	3	走			
tsʰɐø	5	凑			
kɐø	1	钩沟			
kɐø	3	狗苟			
kɐø	5	够			
kʰɐø	1	抠			
kʰɐø	3	口			
kʰɐø	5	叩扣			
xɐø	1	后[~生，年轻人]			
xɐø	2	喉猴瘊			
xɐø	3	好			
xɐø	5	好后[以~]厚候			
sɐø	3	摘[本字不明]			
sɐø	5	嗽瘦			
ɐø	3	藕呕呕吐			
iɐø	5	又右			
tau	1	刀			
tau	2	桃淘陶			
tau	3	祷岛倒导			
tau	5	到倒道稻盗			
tʰau	1	滔掏涛[文读词]			
tʰau	3	讨			
tʰau	5	套			
nau	1	恼			
nau	3	脑			
nau	5	闹			
lau	1	老			
lau	2	劳捞牢			
lau	5	饶			
tsau	1	遭召昭招			
tsau	2	诏			
tsau	3	早枣蚤澡爪找笊沼			
tsau	5	躁灶罩赵兆照			
tsʰau	1	操糙抄钞超			
tsʰau	2	曹槽巢潮			
tsʰau	3	草騲炒吵			
tsʰau	5	造朝			
sau	1	骚稍烧			
sau	2	扫少绍邵			
sau	3	扫嫂少			
sau	5	潲韶			
kau	1	高膏羔糕□[走~嘚，走遍了]			
kau	3	稿搅搞			
kau	5	告教觉[睡觉]			
kʰau	1	敲			
kʰau	3	考烤			
kʰau	5	靠			
ŋau	1	咬			
ŋau	3	咬			
ŋau	2	熬			
ŋau	5	傲			
mau	1	冇			
mau	2	悟[孙悟空]毛茅冇			
mau	3	卯			
mau	5	毛帽			
pau	1	包胞			
pau	2	袍刨			
pau	3	保堡宝饱			
pau	5	报暴豹爆			
pʰau	1	抛浮			
pʰau	3	泡跑			
pʰau	5	炮枪泡			
tiau	1	刁貂雕			
tiau	2	条			
tiau	3	鸟			
tiau	5	钓吊			
tʰiau	1	挑			
tʰiau	5	跳			
niau	5	尿			
liau	2	疗聊辽			
liau	3	了			
liau	5	燎料廖			
tɕiau	1	交郊胶焦蕉椒骄娇浇			
tɕiau	2	教校			
tɕiau	3	剿缴侥饺			
tɕiau	5	较=轿叫			
tɕʰiau	2	瞧桥			
tɕʰiau	3	绞狡铰巧			
piau	1	标			
pʰiau	1	飘			
pʰiau	3	漂			
pʰiau	5	票车票漂			
miau	1	猫			
miau	2	苗描			
miau	3	藐渺秒			
miau	5	庙妙			
ɕiau	1	消宵霄硝销嚣萧箫			
ɕiau	2	校[学校]			
ɕiau	3	小晓			
ɕiau	5	效笑			
niəu	2	牛			
niəu	5	肉			
liəu	2	流刘留			
liəu	3	柳			
liəu	5	馏			
tɕʰiəu	1	秋抽丘舅[~，舅舅]			
tɕʰiəu	2	求球仇			
tɕʰiəu	3	丑			
tɕʰiəu	5	就酬旧臭			
miəu	2	谬			
tɕiəu	1	周舟州洲纠究			
tɕiəu	3	酒九久韭灸针灸□[拧]			
tɕiəu	5	救			
ɕiəu	1	修羞收休粟[包~，玉米]			
ɕiəu	2	秀兽授售			
ɕiəu	3	手首守朽			
ɕiəu	5	绣锈袖受寿嗅			
iəu	1	有友优忧悠			
iəu	2	游油			
iəu	5	柚幼			
tan	2	潭=[湘~，湖南地名]			
tan	5	但弹[子弹]蛋			
xan	1	憨			
xan	3	喊=			
tʰan	1	贪			
tʰan	2	探			
tʰan	5	碳			
tsan	5	站			
kan	1	间=			
kan	3	感秆			
fan	2	烦			
fan	5	范繁泛			
pan	5	办瓣绊			
ŋan	1	安			
ŋan	5	颜岩=			
tien	3	店[又读]			
nien	1	研			
lin	2	赁迎			
lin	5	林			
tɕʰin	1	郴称			
tɕʰin	2	寻陈肾			
pin	1	彬宾槟殡鬓			
pin	2	贫			
pʰin	3	品			
tɕin	1	针斟津珍真蒸贞侦			
tɕin	2	近			
tɕin	3	诊疹振震拯景警			
tɕin	5	尽镇近证敬静			
ɕin	1	深伸升兴[资~，郴州县名]			
ɕin	3	沈省			
ɕin	5	兴杏行幸性			
xuan	1	欢			
xuan	2	唤焕			
xuan	3	缓			
xuan	5	完			
uan	2	玩顽			
uan	3	皖菀			
kue	5	国			
xue	5	活获惑			
ue	5	物或			
yen	1	冤鸢鸳			
yen	5	愿怨			
luen	2	轮			
luen	5	论仑伦沦			
kuen	1	军			
kuen	3	滚			
kuen	5	棍			
kʰuen	1	昆荤			
kʰuen	3	捆			
kʰuen	5	困			
xuen	1	昏婚			
xuen	2	魂横[~直]			
xuen	3	混			
xuen	5	馄浑			
suen	2	纯绳			
uen	1	温瘟			
uen	2	闻			
uen	3	稳			
tɕʰyn	1	春			
tɕʰyn	2	羣裙			
tɕʰyn	5	巡			
tɕyn	1	尊遵均军钧皲			
tɕyn	5	俊隽			
ɕyn	1	勋熏			
ɕyn	2	巡			
ɕyn	3	损			
ɕyn	5	逊顺舜训剩			
nioŋ	2	浓			
ɕioŋ	1	兄=胸凶			
ɕioŋ	2	雄			
ɕioŋ	5	熊			
tɕʰioŋ	5	琼穹茕			
ioŋ	1	雍庸			
ioŋ	2	云融容蓉镕			
ioŋ	3	允永泳咏拥勇涌			
ioŋ	5	荣用			
taŋ	1	当			
taŋ	2	堂棠螳唐糖塘			
taŋ	3	党挡			
tʰaŋ	1	汤			
tʰaŋ	3	倘躺			
tʰaŋ	5	烫趟			
laŋ	2	狼			
laŋ	3	朗			
laŋ	5	浪			
tsaŋ	1	赃张章樟			
tsaŋ	3	长涨掌			
tsaŋ	5	葬藏帐账仗杖障			
tsʰaŋ	1	仓苍昌窗			
tsʰaŋ	2	藏长[~沙，湖南省会]场			
tsʰaŋ	3	厂			
kaŋ	1	冈刚纲缸钢江豇			
kaŋ	3	岗讲港			
kaŋ	5	杠			
kʰaŋ	1	康糠慷□[近~，现在]			
kʰaŋ	5	抗炕			
xaŋ	5	杭巷			
paŋ	1	帮邦			
paŋ	2	旁螃庞			
paŋ	3	榜绑			
paŋ	5	谤傍棒			
pʰaŋ	5	胖			
faŋ	1	方芳			
faŋ	2	房防			
faŋ	3	仿纺彷访			
faŋ	5	肪放妨			
maŋ	1	网-			
maŋ	2	忙芒茫			
maŋ	3	莽蟒□[打~妄，乱说话]			
maŋ	5	盲			
saŋ	1	桑商伤			
saŋ	2	常尝			
saŋ	3	赏尚			
tiaŋ	5	胀			
niaŋ	3	仰娘			
niaŋ	5	酿让			
liaŋ	2	凉量粮梁			
liaŋ	5	亮晾			
tɕiaŋ	1	将将来浆疆僵姜缰姜			
tɕiaŋ	2	强			
tɕiaŋ	3	蒋奖桨			
tɕiaŋ	5	酱□[~，这么]			
tɕʰiaŋ	1	枪羌腔			
tɕʰiaŋ	2	墙强			
tɕʰiaŋ	5	详祥像			
ɕiaŋ	1	箱厢湘襄镶香乡			
ɕiaŋ	3	想享响			
ɕiaŋ	5	相[看]象向降[降伏，投降]			
iaŋ	2	杨羊阳□[~个，怎么]			
iaŋ	3	氧佯养=[~子]			
iaŋ	5	样			
tɯø	1	张[~饭，盛饭]□[接]			
tɯø	5	着[着衣]竹			
lɯø	1	两			
lɯø	2	来[部分村子读音]			
lɯø	5	六			
kɯø	5	脚			
mɯø	5	望			
sɯø	3	俗-			
tsʰɯø	2	长[长个，长的]肠			
tsʰɯø	3	抢			
tsʰɯø	5	唱			
sɯø	3	晌			
tsuaŋ	1	庄装			
tsuaŋ	5	壮撞			
kuaŋ	1	光			
kuaŋ	3	广			
kʰuaŋ	2	狂况			
kʰuaŋ	5	旷矿倾			
xuaŋ	1	荒慌			
xuaŋ	3	谎			
tsʰuaŋ	1	疮			
tsʰuaŋ	3	闯			
tsʰuaŋ	5	创			
suaŋ	1	霜孀双			
suaŋ	3	爽			
uaŋ	2	黄王			
uaŋ	3	网=往			
uaŋ	5	亡忘旺			
nio	5	弱			
io	5	药钥跃			
