#ɿ	
ts	[2]瓷糍[3]紫资姊鹚仔[5]做{～事}制技[6]自字寺置柿志
tsʰ	[5]刺次赐
s	[1]撕私师狮司丝思诗[3]死蛳使[5]势四肆饲士市式[6]事试{考～}时侍[7]什
#i	
p	[6]别{区～}[7]鳖憋
pʰ	[3]秕痞[7]撇瘪
m	[7]灭篾没
f	[1]墟[7]血
v	[7]月
t	[6]碟笛[7]跌
tʰ	[7]□{量词，一～：一沓}帖贴蝶铁
n	[3]莉
tʃ	[1]车{～马炮}鸡知支枝饥芝基机箕饑[2]除举厨骑迟棋期旗蜍[3]煮主纸指止趾址纪几苣[5]蛀际济计继翅寄至痣记忌季直{～到}这汁[6]痔集侄吉妵肢□{浓稠}[7]接摺劫级及折{～断}揭节疖截结洁决髻□{公公～：警察}
tʃʰ	[1]欺[3]启齿起[5]契企器气汽处[7]切戚
ʃ	[1]书虚输尸希稀戌[2]匙时{～间}□{嘴～皮：嘴唇}[3]鼠薯玺屎喜[5]世繫係戏试{～一下}[6]暑竖树豉十拾舌折{～本}悉实失是[7]薛歇蝎雪□{扔}
∅	[1]医衣依[2]余移疑[3]乳雨儿椅姨耳已以[5]誉艺瞖义易意亿玉[6]遇芋二贰[7]如叶噎乙一□{掖}
#u	
p	[7]巴{嘴～}钵拨{一～人}钹不
pʰ	[7]泼
m	[6]妹{姊～}外{～公}
f	[1]夫灰[2]呼胡湖狐壶鬍蝴糊敷孵麸符扶芙浮幅[3]虎浒府斧[5]戽互护瓠付咐腐附驸富副负復[6]葫户傅妇盒佛下{～来}[7]喝合活{～生生}
V	[1]乌污巫煨温[2]吴梧[3]无武回{～来}[5]误务雾戊介喂[6]艾外{～国}[7]物恶{打～心}
T	[2]臺抬台[3]都[5]戴带贷待代[6]袋夺
tʰ	[1]胎[5]吐兔太{老～婆}[7]脱
n	[2]来[6]耐
ts	[2]才材财裁[3]组珠崽[5]助[7]㰵撮
tsʰ	[1]猜[3]楚础彩睬[5]菜蔡
s	[1]殊
k	[1]姑孤[3]箍鸪古估牯股鼓家{亲～娘}[5]过故固雇顾盖[7]蛤鸽割葛搁郭
kʰ	[1]开[5]酷[7]磕渴阔
∅	[6]恶{可～}[7]握
#y	
tʃ	[3]矩
tʃʰ	[1]区
#a	
p	[1]包胞苞[3]芭保宝饱把{介词}[5]报暴爆曝龅[6]稗抱菢豹刨鉋薄{厚～}雹白卜[7]百□{～～：哥哥}
pʰ	[1]泡{不实}抛[2]脬跑[5]炮泡{～水}
m	[1]卯[2]毛茅猫矛[5]茂[6]冒帽貌[7]莫麦□{背东西}
t	[1]刀兜逗蔸[2]桃逃淘陶萄头[3]岛倒{～塌}捣导斗抖[5]到倒{～数}道{第二～}稻盗[6]道{～理}豆痘砸[7]得德
tʰ	[1]偷[3]讨[5]套透
n	[1]哪拿脑恼捞{～钱}老[2]劳捞{～鱼}牢痨楼[3]篓搂拉[6]涝闹漏捺[7]落骆
ts	[1]遭糟抓[2]脐槽[3]早{过～}枣蚤澡爪找走[5]做{～主}躁灶皂造罩赵兆皱[6]在{～哪}峡凿[7]作窄摘责择
tsʰ	[1]差{～别}操抄钞超[3]草炒吵[5]糙肏凑[7]测拆册
s	[1]骚臊筲馊[2]愁[3]嫂□{抖}[5]扫{～地}扫{～帚}潲嗽瘦哨[7]萨虱索燥
k	[1]高膏篙羔糕交{～给}勾钩沟跤[3]稿搞狗苟[5]告窖觉够介{蒋～石}[6]枸[7]各角格隔
kʰ	[1]敲抠[3]考烤口[5]铐靠叩扣恰[7]壳刻克客咳
ŋ	[1]咬[2]熬摇{～头}[3]坳藕[5]沤怄[7]恶{凶～}额轭
x	[1]好{～坏}餱[2]蒿薅豪壕毫嚎吼侯喉猴瘊还{～是}[3]哈好{很}[5]孝[6]号後厚后候学
#ia	
t	[6]着[7]□{提}
n	[1]𪐀𪐀[3]惹[7]裂焯
tʃ	[1]遮[2]茄邪斜[3]姐[5]借藉鹧[6]𡘧𡘧嚼[7]蔗杞脚
tʃʰ	[1]车{～辆}[3]扯[7]侧
ʃ	[1]赊[2]蛇[3]写捨[5]泻卸泄[6]谢射麝社食石[7]□{麻～鸟：麻雀}削
∅	[1]也野[2]爷[6]夜[7]药
#ua	
p	[2]排牌簰[3]摆[5]拜[6]败[7]八
m	[1]买[2]埋[5]迈[6]卖
t	[6]大
n	[1]奶[6]赖癞
ts	[1]灾斋[3]□{量词，一～雨}[6]寨[7]桌捉
tsʰ	[1]钗差{出～}揣[3]采踩
s	[1]鳃筛[2]豺柴[3]洒耍[5]晒帅[7]刷朔
k	[1]瓜街乖□{抓伤}[3]寡解{～开}拐𧊅𧊅{又}[5]界芥戒{～指}怪挂卦[6]□{手指聚拢抓起的动作}[7]刮
kʰ	[1]夸[3]□{薅草的动作}[5]胯块快筷
x	[1]花[2]划{～船}鞋怀槐[5]画{～片}划{计～}[6]化坏画{笔～}话罚[7]华桦法发
∅	[3]瓦矮袄呕[7]挖
#æ	
p	[7]北伯
pʰ	[5]派[7]拍劈
m	[7]墨脉觅{白}
tʰ	[5]态太{～好}[7]踢
n	[5]奈[7]肋勒力曆
ts	[3]□{～已:早已}[5]再在{实～}[6]贼直{横～}值席{竹～}[7]鲫织脊隻炙
tsʰ	[7]赤尺
s	[5]赛[7]舍塞息色惜昔席{酒～}夕锡
k	[1]该[3]改解{～放}[5]戒{～奶}
ŋ	[2]捱
x	[3]海[5]亥[6]害[7]黑嚇
#uæ	
ts	[5]□{～头□pɛi55：奔头儿}□{～眼脆：打瞌睡}
k	[3]𧊅𧊅{又}
∅	[1]□{～子壳：蚌}
#ɛ	
p	[1]杯碑槟[2]皮疲脾琵[3]比[5]闭滗别{～走}[6]蔽弊币毙蓖箅陛鐾背{～诵}被避枇备鼻篦[7]笔匹逼
pʰ	[1]批坯披[5]屁
m	[1]米尾[2]迷眉[3]美[5]妹{阳～}觅{文}[6]谜沕[7]密蜜{～糖}目
f	[1]飞[2]肥[5]废肺痱费[6]服袱栿
v	[1]歪[2]危为{～止}维围违[3]苇伟[6]为{～什么}位味魏胃谓
t	[1]低[2]堤题提蹄啼[3]底抵[5]帝蒂滴[6]弟第递地殿独读毒
tʰ	[1]梯锑[3]体[5]替涕剃剔
n	[1]礼你李{姓～}里裏鲤[2]泥犁黎篱璃离尼呢梨厘狸[3]李{～子}理子[6]厉励丽荔腻利痢[7]立列
ts	[2]齐荠从[3]挤[7]疾
tsʰ	[1]妻[5]砌[7]七漆麯□{体垢}
s	[1]西媳[3]洗[5]细
k	[7]国穀谷
kʰ	[5]去{离～}[7]哭
#iɛ	
t	[2]爹{用于女性人名中}
tʃ	[6]绝□{戳、刺}[7]急积
ʃ	[2]谁[6]熟[7]湿吸缩赎属
∅	[2]椰[7]肉
#uɛ	
k	[1]闺规龟归[2]葵[3]轨鬼癸[5]桂贵
kʰ	[1]亏
x	[1]挥辉[2]回{～头}茴[3]悔毁匪[6]会
∅	[5]爱
#ə	
p	[1]晡[2]脯葡培陪赔僕[3]补[5]布辈背{～脊}倍[6]部簿步埠[7]剥
pʰ	[1]铺[3]谱圃普浦甫堡[5]舖配魄
m	[1]每某亩牡母脢[2]梅媒煤莓霉[3]么[7]默
