tsɿ	1	资姿咨滋兹孜芝之枝肢子淄訾脂支栀	
tsɿ	3	子梓紫籽姊纸指止址脂芷咫帜趾旨祉仔轵	
tsɿ	5	刺渍恣志至置致痣秩峙稚窒掷滞桎翅	
tshɿ	1	差[参~]疵呲	
tshɿ	3	耻侈此齿	
tshɿ	5	次赐伺[~候]	
ʣɿ	2	时祠	
ʣɿ	5	自字	
sɿ	1	丝斯思私撕尸师狮诗厮施鸶嘶锶厕[茅~]	
sɿ	3	死史使屎始矢驶	
sɿ	5	四肆泗嗣试弑式驷伺[~机]拭嗜	
zɿ	2	脐[~带]慈糍瓷磁词辞雌匙豉	
zɿ	5	是似自[~家]市示事视寺士柿仕饲峙侍谥姒恃俟逝誓	
ʅ	1	衣医依伊噫	
ʅ	2	姨宜移胰夷迤饴怡颐遗彝懿仪	
ʅ	3	己椅倚矣以	
ʅ	5	意异易翌翼毅忆亿艺亦弈	
ʅ	7	一壹益溢逸翼抑译亦	
pʅ	3	比秕彼稗	
pʅ	5	闭毙币蔽弊痹陛弼	
pʅ	7	毕逼笔必璧壁=臂碧	
phʅ	1	屄披批砒纰丕	
phʅ	3	痞	
phʅ	5	譬庇屁	
phʅ	7	辟劈=[开~]僻霹匹	
bʅ	2	皮疲琵枇脾啤毗陂郫蚍婢[老~人]	
bʅ	3	被[~窝]	
bʅ	5	鼻被[~动]备篦箅婢[~女]	
mʅ	1	咪眯	
mʅ	2	迷弥糜靡猕	
mʅ	3	米饵	
mʅ	5	谜泌秘宓沕[~子(游泳时潜入水里)]蔑灭	
mʅ	7	幂谧密觅汨	
fʅ	1	飞非妃痱霏扉蜚芳[~菲]	
fʅ	3	绯匪菲[~薄]诽翡斐	
fʅ	5	费废肺吠	
vʅ	2	淝肥微维唯惟违	
vʅ	3	尾=娓	
vʅ	5	味未	
ȵʅ	2	呢尼妮泥倪昵霓坭铌	
ȵʅ	3	拟旎泥[拘~]	
nʅ	3	你	
nʅ	5	腻	
nʅ	7	逆溺匿昵	
ʧʅ	1	机鸡羁基饥肌稽级箕激嵇跻讥奇[~数]己[妲~]姬知蜘职枝[荔~]畸	
ʧʅ	3	几己挤渠[(他/她，第三人称单数)]	
ʧʅ	5	继季记计祭即既妓济际剂跖制纪系[~鞋带]忌智冀寄觊霁	
ʧʅ	7	急积岌鲫绩织质迹脊亟击吉髻炙汁挚戟吉	
ʧhʅ	1	漆欺栖痴凄膝笞嗤	
ʧhʅ	3	起启岂杞喜祈绮	
ʧhʅ	5	气器汽弃泣葺砌契	
ʧhʅ	7	七戚乞柒迄尺=赤炽斥饬	
ʤʅ	2	其奇淇祺骐棋期麒旗琪祁集极芪岐鳍齐迟踟驰池弛持骑崎琦歧岻蕲耆綦畦	
ʤʅ	6	企技伎荠治暨嫉	
ʤʅ	7	寂侄辑蛭殖值直植籍藉=[酒~]极及	
ʃʅ	1	西茜溪夕犀汐希稀羲熙兮嬉熹牺嘻奚曦蹊硒	
ʃʅ	3	喜徙禧洗玺	
ʃʅ	5	饰细世势系[中文~]	
ʃʅ	6	媳息熄习锡=袭惜昔吸悉翕隙失蟋蜥释析晰皙檄适	
