#i	
p	[1]碑□{□ɬu52～：一種牛身上的蟲子，比蝨子更大}[2]屄□{□～po44：蝙蝠}[9]蓖{～麻}脾{1，內臟之一}琵枇鼻{2，聞}[3]彼比泌筆潷必逼碧□{□tu42～：螞蜂}[5]斃閉{2}箅備[6]蔽敝弊幣陛卑婢{奴～仔}痹畢□{阿～：叔父}
pʰ	[9]啤{～酒}[3]脾{2，～氣}疕{飯～：鍋巴}臂匹僻辟劈□{翼～：翅膀}[5]□{～火形仔：劃火柴}[6]鼻{1，鼻子}
m	[2]□{別、不要}[9]迷米{2，長度單位}彌{～勒}[3]美秘蜜[5]米{1，大米；長度單位}目{1，～珠：眼睛}[6]味{1，～道}□{～仔：一點兒}
t	[1]知□{在}[2]底{2，hia213～：這裡}[9]堤题提第遲持痔[3]抵{2}底{3，～□tsaiŋ45：裡面}適的嫡笛敵狄[5]弟{2，徒～}帝蒂智致置治{政～}蛰侄值[6]遞地{2，～基}□{～□ɬ ai52：趕牛用的竹鞭}□{棕～□pai52：棕葉}□{火～□kiaŋ44：螢火蟲}
tʰ	[1]篩{～籮：一種孔很細密的篩子}[3]體[6]涕{讀字}
n	[1]若{1，哪}[9]尼[5]耳{2，～釘：耳環、耳墜}入日[6]二{1}□{東西；□heiŋ42～：什麼}
l	[2]苔{1，青～}梨[9]黎蜊厘狸{2，狐～}[3]禮李{2，姓}里{距離單位}裡{心～}理歷□{赤□ka52～：裸體}[5]立力{使～：勤快}□{□leiŋ44～：穿山甲}[6]厲勵隸荔利痢吏
ɬ	[1]撕私{1，家～：工具}螄{螺～刀}屎{2，～窟：屁股}司絲鷥詩始{開～}伺□{□pu21～：一種用来罩在菜碗上面的罩子}[2]時{3，～間}□{～蟲：蒼蠅}[3]豕氏死屎{1，大便}侍習悉失室息熄媳惜{2，可～}昔釋析□{～女：處女}[5]四泗{～橋：地名}試{2，考～}實式[6]是視十{2，二～}食{3}席{主～}夕□{慢～仔：小心}□{□ɬio213～：收拾}
tɕ	[2]薺{□moi44～：荸薺}糍[9]劑字寺[3]姊旨指{3，～示}止址只{副詞}執汁質即鯽稷織職識積績□{溢}[5]濟自{2，～自{1}：自己。讀作tɕi42 tɕi45}至之志誌痣集疾{2，～病}□{一。常讀作輕聲。本書中寫作「蜀」}□{發～：癲癇}[6]自{1，自{2}～：自己。讀作tɕi42 tɕi45}十{1，～隻}疾{痛}□{□naiŋ42～：乳房、乳汁}
tɕʰ	[1]妻屍癡出{2，～去}[3]恥七刺{2，七跡切，扎在手指上的刺}□{閉眼；眠～：睡}□{跳骹～：用一條腿跳}[5]□{捅}[6]豉市食{2，扁～：餛飩}殖植斥□{□me44～：光線刺眼}
k	[1]枝{1，樹～}飢肌几{茶～}基姬幾{～乎}機{2}譏幾{～多}□{□kai52～：麻煩}[2]旗[9]奇{～怪}歧企祈其棋期麒{～麟坑：地名}□{2，～䘆：蚯蚓}[3]麂己紀{年～}杞急級及吉桔{～梗}極激{赤～：流氓}[5]繼紀{2，～念}記{2}既[6]技妓忌擊□{手指～仔：小拇指}
kʰ	[1]㩻{～住眠□tɕʰi213：侧身而臥}欺[2]蟣{螞蟥}[9]騎[3]啓起{3}乞豈{2}迄吃[5]器棄氣汽[6]柿
ŋ	[9]宜{2}儀蟻{2，讀字}誼義{2，習禮～}疑擬[6]藝義{1，～父，主～}議毅
h	[1]兮犧羲熙希稀[9]□{又}[3]喜吸橘□{～水：甩去水}□{～得：知道}[5]戲□{～多：這些}[6]系係
∅	[1]伊醫衣依□{～得：不知道}[9]移宜{1，便～}夷指{1，～仔：腳指頭}胰{～仔：肥皂}遺[3]已以乙一益譯□{～伯：內兄}[5]意異億易{貿～,詩書～}□{無～：害羞}□{□□naŋ44 naŋ44～：蟬}[6]憶液□{捅}□{肥～仔：蠋}
#u	
p	[1]背{～脊}不{2，差～多}[2]□{埋}[9]菩葡步背{3，～後：後邊}匏{1，瓠子}□{～火：吹火}□{～機：布機}□{～□ɬi52：一種用來罩在菜碗上面的罩子}[3]補{2，～贴}捕甫脯{桃仔～：桃子乾}斧釜輔訃腹{□lu213：肚子}[5]簿部怖背{2，刀～}鋪{1，蜀～tio：十里路}
pʰ	[1]鋪{動詞}鋪{2，臥～}麩[2]扶{1，推}[3]普浦殕{黴}覆{1，趴}□{～仔：硬幣有圖的面}[6]抱雹袱{包～：包裹}
m	[2]蒲{菖～}模{1}[9]模{2，劳～}膜[3]母拇牧[5]夫{1，丈～：男孩兒}婦{1，新～：媳婦}木目{2}穆睦[6]暮慕務霧戊幕
t	[1]都{首～}都{副詞}□{蹲}□{□lo42～：陰溝}[2]圖[9]徒屠途塗賭脰{～管：脖子}斲{～豨肉：買猪肉，碎碎～：剁}[3]貯{盛飯}獨讀犢督□{收～：装殮}[5]杜妒苧晝{1，日～：中午}毒{2，有～}□{～□pi213：螞蜂}[6]肚{胃}度渡鍍□{□ia42～：蝴蝶}
tʰ	[3]土突秃□{～□taiŋ45：蜥蜴}[5]吐{嘔吐}兔[6]毒{1，有～}
n	[2]奴{～才仔}[6]努怒
l	[2]盧爐鸕蘆爐{2}廬[3]鲁虜鹵簏{桌～：抽屜}□{鴨子啄物}□{腹～：肚子}□{用耙子扒}[5]鹿禄錄{2}[6]路露{2，白～}□{□ku52～下：腋下}
ts	[1]租阻雌资姿兹滋磁□{撮}[9]組助慈詞[3]祖子{1，地支之一}走{1，跑}祝逐[5]祠{～堂}自{3，～然}族
