tsɿ	1	兹滋资姿咨辎[～重]疵[吹毛求～，老派]		
tsɿ	3	止址趾旨指脂子梓纸紫只[～有]		
tsɿ	5	志痣置痔字至致自制雉		
tsʰɿ	1	痴疵[吹毛求～，新派]		
tsʰɿ	2	寺持伺饲嗣词祠池驰迟慈雌辞瓷磁		
tsʰɿ	3	此齿耻侈[奢～]舐[以舌取物]		
tsʰɿ	5	次翅刺滞治砌赐稚[幼～]		
sɿ	1	斯撕厮师狮尸诗丝司私施豉[豆～]思匙		
sɿ	2	时		
sɿ	3	史使驶矢屎始死豕		
sɿ	5	士仕待恃逝誓势市试事柿示似视嗜四肆氏是巳祀[祭～]		
pɛ	2	白伯泊柏百北		
pʰɛ	2	拍迫魄		
mɛ	2	默墨脉麦		
fɛ	2	佛		
tɛ	2	得德		
tʰɛ	2	特		
lɛ	2	勒肋		
tsɛ	2	贼窄		
tsʰɛ	2	策册测侧厕[～所]		
sɛ	2	色		
kɛ	2	格革隔		
kʰɛ	2	客克咳刻[时～]		
ŋɛ	2	轭扼额		
xɛ	2	黑赫吓核[审～]		
pɛi	1	卑碑婢俾杯悲痹[麻～]		
pɛi	5	辈贝倍臂被[～子]焙[～干]背[～面]		
pʰɛi	1	丕坯[土～]胚		
pʰɛi	2	陪赔培		
pʰɛi	5	佩配沛		
mɛi	2	煤媒梅枚霉		
mɛi	3	每美		
mɛi	5	妹昧寐		
fɛi	1	飞非		
fɛi	2	肥		
fɛi	3	妃匪翡		
fɛi	5	肺废吠费[～用]痱		
pɛŋ	3	本笨丙柄秉		
pʰɛŋ	1	烹		
fɛŋ	1	芬纷分[～开]		
fɛŋ	2	坟焚		
fɛŋ	3	粉		
fɛŋ	5	奋愤忿粪喷[～水]份[一～]分[水～]		
tɛŋ	1	灯登		
tɛŋ	3	等		
tɛŋ	5	邓凳		
tsɛŋ	1	臻		
tsʰɛŋ	1	撑称[～呼]		
tsʰɛŋ	2	成城诚呈程情晴澄橙丞承臣陈尘秦沉逞[～能]		
kɛŋ	1	跟根更[～换]		
kɛŋ	3	粳[～米]		
kɛŋ	5	更[～加]		
kʰɛŋ	1	坑		
kʰɛŋ	3	恳垦肯		
ŋɛŋ	5	硬		
kɛŋ	5	竟镜境竞敬劲[～敌]禁[～止]更[～加]		
xɛŋ	1	亨		
xɛŋ	2	恒衡痕		
xɛŋ	3	很		
xɛŋ	5	恨		
ŋɛŋ	5	硬		
xɛŋ	1	欣馨兴[～旺]		
xɛŋ	2	形刑型衡行[～为]		
xɛŋ	3	很肯		
xɛŋ	5	恨幸杏兴[高～]		
pᴀ	1	巴芭疤爸叭		
pᴀ	2	八拔[提～]		
pᴀ	3	把[～握]		
pᴀ	5	霸把罢坝		
pʰᴀ	1	爬杷杷耙琶		
pʰᴀ	5	怕帕		
mᴀ	1	妈		
mᴀ	2	麻抹[～布]		
mᴀ	3	马码		
mᴀ	5	骂		
fᴀ	2	伐筏罚乏法发[～现]		
tᴀ	2	答搭达		
tᴀ	3	打		
tᴀ	5	大[～小]		
tʰᴀ	1	他		
tʰᴀ	2	塌榻榻塔沓踏		
nᴀ	1	挪		
nᴀ	2	拿纳		
nᴀ	3	哪		
nᴀ	5	那		
lᴀ	1	拉		
lᴀ	2	腊蜡辣痢捺[撇～]		
tsᴀ	1	渣查		
tsᴀ	2	扎札杂眨闸锄劄轧[～棉花]		
tsᴀ	5	乍诈榨炸[～弹]		
tsʰᴀ	1	叉杈钗岔差[～别]		
tsʰᴀ	2	茶搽察擦插查[调～]獭		
sᴀ	1	沙纱莎萨杉		
sᴀ	2	杀		
sᴀ	3	傻撒		
xᴀ	1	蛤		
pai	3	摆		
pai	5	拜败稗		
pʰai	2	排牌		
pʰai	5	派		
mai	2	埋		
mai	3	买		
mai	5	卖迈		
tai	1	呆		
tai	5	代袋贷戴带待		
tʰai	1	胎		
tʰai	2	台抬怠殆苔		
tʰai	5	太态泰		
lai	2	来		
lai	3	乃奶		
lai	5	赖癞耐奈		
tsai	1	灾栽		
tsai	3	宰载		
tsai	5	再在债载[～重]		
tsʰai	1	猜差[出～]		
tsʰai	2	才材财豺裁柴		
tsʰai	3	采彩睬		
tsʰai	5	菜蔡寨		
sai	1	腮鳃筛		
sai	5	赛晒		
kai	1	街该皆楷秸阶		
kai	3	改解[讲～]		
kai	5	戒械届盖介芥疥界尬丐		
kʰai	1	开揩		
kʰai	3	凯		
kʰai	5	概溉慨[感～]		
ŋai	1	哀挨[～住]		
ŋai	2	呆捱[～打]涯[天～]崖[山～]埃[尘～]		
ŋai	3	矮		
ŋai	5	爰艾隘蔼碍		
xai	2	鞋谐孩骇		
xai	3	海亥		
xai	5	蟹懈害		
pau	1	包胞雹鲍褒		
pau	3	保堡宝饱		
pau	5	报暴爆豹抱抱孵		
pʰau	1	抛泡[灯～]		
pʰau	2	袍炮泡		
pʰau	3	跑		
pʰau	5	刨[～地]		
mau	2	毛矛茅		
mau	3	卯		
mau	5	貌冒帽		
tau	1	刀叨[唠～]		
tau	3	岛祷倒[～水]		
tau	5	道稻盗到		
tʰau	1	滔掏[～出来]		
tʰau	2	桃逃涛萄陶淘[～米]		
tʰau	3	讨		
tʰau	5	套导		
lau	1	牢劳捞涝[旱～]唠[～叨]		
