#漢字	音標	解釋				
#簡稱	/	乐昌三溪				
#全稱	/	乐昌三溪话				
#版本	/	2022-6-23				
#聲母	/	#聲母順序，用逗號分開。如：b,p,m,f				
#韻母	/	#韻母順序，用逗號分開。如：a,o,e				
#聲調	/	1 1a 陰平 ꜀, 2 1b 陽平 ꜁, 3 2 上 ꜂, 5 3a 阴去 ꜄, 7 4a 阴入#每個聲調包括：五度調值 八聲 四聲 漢字調類 四角調類，調內用空格分隔，調間用逗號分開。				
#說明	/	來源： 《乐昌土话研究》#HTML格式，僅允許一行，用<br>換行				
努	nu3					
炉	lu2					
卤	lu3					
路	lu6					
露	lu6					
租	tʃu1					
祖	tʃu3					
做						
粗	tʃʰu1					
醋	tʃʰu5					
错	tʃʰɔ1	不符合方言演变规律				
苏	ʃu1	白				
苏	ʃu6	读书时使用				
酥						
素	ʃu5					
诉						
姑	ku1					
孤	ku1					
箍	ku1					
古	ku3					
鼓	ku3					
顾	ku5					
枯						
苦	fu3	~瓜				
苦	kʰu3	好~				
裤	kʰu5					
吴	u2					
蜈						
梧						
五	ŋ̇3	不符合方言演变规律				
伍						
午						
误	u6					
呼	hu1					
虎	hu3					
湖	hu2					
狐						
壶						
胡	hu2					
互	hu6					
乌	u1					
恶						
女	ny3					
驴						
组						
猪	ty1					
猪	tʃy1					
除	tʃʰy2					
苎	tʃʰy3					
箸						
阻	tʃu3					
初	tʃʰu1					
楚	tʃʰu3					
锄	tʃʰu2					
助	tʃʰu6					
梳	ʃu1					
所						
诸						
煮	tʃy3					
杵						
书	ʃy1					
舒	ʃy6					
鼠	ʃy3					
薯	ʃy3	不符合方言演变规律				
如						
车	ky1	~马炮				
举	ky3					
锯	ky5					
墟						
去	fɔ5	不符合方言演变规律，实为赴				
鱼	ŋ̇2	不符合方言演变规律				
虚	hy1					
许	hy3					
余	y2					
预	y6					
夫						
府	fu3					
斧	fu3					
傅	fu5					
敷						
符	fu2					
扶	fu2					
腐	fu6					
巫						
武						
舞	u3					
雾	mu6					
取	tʃʰy3					
趣	tʃʰy5					
株	tʃy1					
须	ʃy1					
厨	tʃʰy2					
柱	tʃʰy3					
住	tʃʰy6					
数	ʃu5					
朱	tʃy1					
主	tʃy3					
注	tʃy5					
输	ʃy1	~钱				
竖						
树	ʃy6					
矩						
具	ky5					
区	kʰy1					
拘	ky1					
句	ky5					
遇	y6					
雨	y3					
羽	y3					
芋	u6	老派				
芋	y6	新派				
贝	pei5	不符合方言演变规律				
戴	ta5					
带	ta5					
胎	tʰai1					
太	tʰia5					
台	ta2					
大	ta6					
抬						
待						
代	tai6					
袋	ta5					
耐	na6					
奈						
来	læ2					
赖	la6					
癞						
灾	tʃai1					
栽	tʃia1					
宰	tʃa3	~猪				
宰	tʃai3	~相				
再	tʃia5					
猜						
彩	tʃʰai3					
菜	tʃʰa5					
才						
财	tʃʰa2					
裁	tʃʰa2					
载	tʃia5					
赛	ʃa5					
在						
腮						
鳃						
该	kai1					
改	kai3					
概	kai5					
盖	kia5					
开	kʰia1					
碍	ŋai6					
哀	ŋai1					
咳						
艾	ŋa6					
海	hai3					
害	hia6					
爱	ia5					
拜	pa5					
排	pa2					
埋	ma2					
斋	tʃa1					
豺	tʃʰa2					
阶						
楷						
界	ka5					
戒	ka5					
摆	pa3					
派	pʰa5					
牌	pa2					
稗	pa6					
买	ma3					
卖	ma6					
奶	nia3	不符合方言演变规律				
差	tʃʰa1	出~				
柴	tʃʰa2					
筛	ʃa1					
晒	ʃa5					
洒	ʃa3					
街	ka1					
解	kai3					
鞋	ha2					
矮	a3					
隘						
败	pa6					
寨	tʃʰa6					
毙	pi6					
例	li6					
际	tʃi5					
厉						
祭	tʃi5					
制	tʃi5					
世	ʃi5					
势	ʃi5					
誓	ʃi5					
艺	ni6					
篦						
闭	pi6	不符合方言演变规律				
批	pʰi1					
迷	mi2					
米	mi3					
谜						
低	ti1					
堤	tʰi2	不符合方言演变规律				
底	ti3					
帝	tʰi1	不符合方言演变规律				
梯	tʰi1					
体	tʰi3					
替	tʰi5					
剃	tʰi5					
题	ti2					
提	ti2					
蹄	ti2					
弟	ti6					
泥	ni2					
犁	li2					
礼	li3					
丽	li6					
挤	tʃi3					
济	tʃi5					
妻	tʃʰi1					
砌						
齐	tʃʰi2					
脐						
西	ʃi1					
洗	ʃi3					
细	ʃi5					
鸡	ki1					
计	ki5					
启	kʰi3					
继	ki5					
系	hi6					
髻						
杯	pei1					
辈						
背	pei5	~脊				
坯						
配	pʰei5					
陪	pei2					
赔	pei2					
倍	pei5					
背	pei5	~诵				
梅	mei2					
媒	mei2					
每						
妹	mei6					
堆	tuei1					
对	tuei5					
碓						
推	tʰuei1					
腿	tʰuei3					
退	tʰuei5					
队	tuei5					
内	nuei6					
雷	luei2					
催	tʃʰuei1					
罪	tʃʰuei6					
碎	ʃuei5					
块	kʰua5					
灰	huei1					
悔	huei3					
回	huei2					
汇	huei6					
煨						
蜕						
兑						
最	tʃuei5					
外	ŋuai6	不符合方言演变规律				
会	huei6	开~				
会	kʰua5	~计				
会	uei6	~不~				
乖	kua1					
怪	kua5					
怀	huai2					
坏	huai6					
挂	kua5					
卦						
画	hua6					
快	kʰua5					
筷	kʰua5					
歪	uai3					
话	ua6					
脆	tʃʰy5					
岁	ʃy5					
税	ʃy5					
卫	uei6	不符合方言演变规律				
废	fi5					
肺	fi5					
桂						
碑	pi1					
彼						
臂						
披	pʰi1					
皮	pi2					
脾	pi2					
被	pi3	~子				
婢						
被	pi6	~打				
避	pi6					
离	li2					
紫	tʃɿ3					
此	tʃʰɿ3					
刺	tʃʰɿ5					
斯						
撕						
知	tʃi1					
池	tʃʰɿ2					
支	tʃi1					
枝	tʃi1					
枝	tʃɿ1					
桅						
纸	tʃɿ3					
只	tʃɿ3	~有				
施	ʃɿ1					
翅						
匙						
是	ʃɿ6					
寄	ki5					
奇	kʰi2					
骑	kʰi2					
技	ki5					
倚						
宜	ni2	便~				
蚊						
义						
戏	kʰi5					
椅	i3					
移	i2					
易	i6	难~				
比	pi3					
枇						
屁	pʰi5					
鼻	pi6					
篦						
眉	mi2					
美	mei3	不符合方言演变规律				
地	ti3					
尼	ni2					
腻						
梨	li2					
利	li6					
痢						
姿						
姊						
次	tʃʰɿ5					
瓷	tʃʰɿ2					
姿						
自	tʃʰɿ6					
私	ʃɿ1					
死	ʃɿ3					
四	ʃɿ5					
迟	tʃʰɿ2					
师	ʃɿ1					
狮						
脂	tʃɿ3	不符合方言演变规律				
指	tʃɿ3					
至	tʃɿ5					
示	ʃɿ5					
尸	ʃɿ1					
屎	ʃɿ3					
视	ʃɿ6					
二	oe6	不符合方言演变规律				
饥	ki1					
器	kʰi5					
祁	kʰi2					
姨	i2					
你	nei6	不符合方言演变规律				
狸						
李	li3					
里	li3	公~				
理	li3					
子	tʃɿ3					
梓	tʃɿ3					
字	tʃʰɿ6					
司						
丝						
思						
祠	tʃʰɿ2					
似	tʃʰɿ6					
伺	tʃʰɿ2					
寺	tʃʰɿ6					
置	tʃɿ5					
耻	tʃʰɿ3					
持	tʃʰɿ2					
治	tʃʰɿ6					
士	ʃɿ6					
柿						
事	ʃa6					
趾						
痔	tʃʰɿ6					
齿	tʃʰɿ3					
之	tʃɿ6					
止	tʃɿ3					
志	tʃɿ5					
史	ʃɿ3					
使	ʃɿ3					
诗	ʃɿ1					
始	tʃʰɿ3					
试	ʃɿ5					
时	ʃɿ2					
市	ʃɿ6					
耳	oe3	不符合方言演变规律				
基	ki1					
己	ki3					
记	ki5					
欺	kʰi1					
起	kʰi3					
棋	kʰi2					
其	kʰi2					
旗	kʰi2					
疑	ni2					
喜	kʰi3	不符合方言演变规律				
医	i1					
已	i3					
意	i5					
以	i3					
异	i6					
机	ki1					
几	ki3					
气	kʰi5					
汽	kʰi5					
希	hi1					
稀	hi1					
衣						
依	i1					
嘴	tʃy3					
髓						
随	ʃuei2					
吹	tʃʰy1					
炊	tʃʰy1					
垂	tʃʰy2					
睡						
规	kuei1					
亏	kʰy1					
跪	kʰy3					
危	uei1					
毁	huei3					
委	uei3					
为	uei6					
泪	ly6					
醉	tʃy5					
虽	ʃy1					
穗						
追	tʃuei1					
槌						
锤	tʃʰy2					
帅	ʃuai5					
锥						
水	ʃy3					
龟	ky1					
季	ki5					
葵	kʰuei2					
柜	kʰy6					
位	uei6					
飞	fi1					
痱						
费	fi5					
肥	fi2					
尾	mi3					
味	mi6					
归	kuei1					
鬼	ky3					
贵	ky5					
挥	fy1	不符合方言演变规律				
威	uei1					
围	uei2					
胃	uei6					
伟	uei3					
保	pae3					
堡						
宝	pae3					
报	pae5					
袍	pɔu2					
抱	pae2					
毛	mae2					
冒	mɔu6					
帽	mae6					
刀	tɔu1					
岛	tɔu3					
倒	tɔu5					
到	tɔu5					
讨	tʰɔu3					
套	tʰɔu5					
桃	tɔu2					
逃	tɔu2					
陶	tɔu2					
道	tɔu6					
导	tɔu6					
盗						
脑	nɔu3					
恼						
劳	lɔu2					
捞	lɔu2					
牢	lɔu2					
老	lɔu3					
糟	tʃɔu1					
早	tʃɔu3					
枣	tʃɔu3					
蚤						
躁						
灶	tʃɔu5					
草	tʃʰɔu3					
曹	tʃʰɔu2					
糙						
肏						
皂	tʃɔu5					
臊	ʃɔu1					
扫	ʃɔu5	~地				
嫂	ʃɔu3					
扫	ʃɔu5	~帚				
高	kae1					
糕	kɔu1					
稿	kɔu3					
膏	kɔu1					
篙	kɔu1					
羔	kɔu1					
告	kae5					
考	kʰɔu3					
烤	kʰɔu3					
靠	kʰae5					
熬	ŋɔu2					
蒿						
好	hae3	~坏				
好	hɔu5	喜~				
毫	hɔu2					
号	hɔu6					
袄	ae3					
包	pɔu1					
胞	pɔu1					
饱	pɔu3					
豹	pɔu5					
泡	pʰɔu5	水~				
抛						
炮	pʰɔu5					
跑	pʰɔu3	不符合方言演变规律				
刨						
茅						
猫	miɔu2					
貌	mɔu6					
闹	nɔu6					
罩	tʃɔu5					
抓						
爪	tʃɔu3					
抄	tʃʰɔu1					
炒	tʃʰɔu3					
吵	tʃʰɔu3					
潲						
交	kiɔu1					
胶	kɔu1					
教	kɔu5	~书				
绞	kɔu3					
搅	kɔu3					
搞	kɔu3					
窖						
觉	kɔu5	睡~				
敲	kɔu1					
巧	kiɔu3					
咬	ŋɔu3					
孝	hiɔu5					
效	hiɔu5					
校	hiɔu6					
坳						
膘						
标	piɔu1					
表	piɔu3					
飘	pʰiɔu1					
票	pʰiɔu5					
苗	miɔu2					
秒	miɔu3					
庙	miɔu6					
妙	miɔu6					
焦	tʃiɔu1					
椒	tʃiɔu1					
消	ʃiɔu1					
宵						
硝						
销						
小	ʃiɔu3					
笑	ʃiɔu5					
朝	tʃʰɔu2	~代				
赵	tʃʰɔu5					
昭	tʃɔu1					
招	tʃɔu1					
照	tʃɔu5					
烧	ʃɔu1					
少	ʃɔu3	多~				
骄	kiɔu1					
饶	iɔu2					
娇	kiɔu1					
桥	kʰiɔu2					
荞	kʰiɔu2					
轿	kʰiɔu6					
妖	iɔu1					
腰						
要	iɔu5	重~				
摇	iɔu2					
窑	iɔu2					
舀	iɔu3					
刁	tiɔu1					
雕						
鸟	tiɔu3					
钓	tiɔu5					
挑						
跳	tʰiɔu5					
条	tiɔu2					
调	tiɔu5	音~				
聊	liɔu2					
掉						
尿	niɔu6					
了	liɔu3					
料	liɔu3					
叫	kiɔu5					
窍						
晓	hiɔu3					
某	moe3	不符合方言演变规律				
亩	moe3	不符合方言演变规律				
亩	mu3	不符合方言演变规律				
母	mu3					
蔸	tae1	一~草				
斗	tae3	一~米				
抖						
陡	tae3					
斗	tae5	~争				
偷	tʰae1					
透	tʰae5					
敨						
头						
投	tae2					
豆	tae5					
逗	tae6					
楼	lae2					
篓	lae3					
漏	lae6					
走	tʃae3					
奏	tʃae5					
凑	tʃʰae5					
嗽						
勾	kae1					
钩	kae1					
沟	kae1					
狗	kae3					
够	kae5					
购	kae5					
构	kae5					
口	kʰae3					
叩	kʰae5					
扣	kʰae5					
藕	ŋai3	不符合方言演变规律				
藕	ŋoe3	不符合方言演变规律				
喉	hae2					
猴	hae2					
后	hae6					
厚	hae6					
候	hae6					
欧	ai1	不符合方言演变规律				
呕	ae3					
沤	ae5					
怄	ae5					
富	fu5					
副	fu5					
浮	fu2					
浮	pae2					
妇	fu6					
谋	mae2					
矛	mɔu2	不符合方言演变规律				
扭	niu3					
流	li2					
刘	li2					
留	li2					
柳	liu3					
酒	tʃi3					
秋	tʃʰi1					
榴						
硫						
琉						
柳						
溜						
酒						
秋						
就	tʃʰi6					
修	ʃi1					
秀	ʃi5					
绣	ʃiu5					
锈	ʃiu5					
袖	tʃʰi6					
肘						
昼	ti5					
抽	tʃʰi1					
丑	tʃʰi3					
绸	tʃʰi2					
邹	tʃae1					
皱	tʃae5					
愁	tʃʰae2					
搜	ʃae1					
馊	ʃae1					
瘦	ʃae5					
漱						
周	tʃiu1					
州	tʃi1					
帚	tʃi3					
咒	tʃiu5					
臭	tʃʰi5					
收	ʃi1					
手	ʃi3					
守	ʃi3					
守	tʃi3					
兽	tʃʰi5	不符合方言演变规律				
仇	tʃʰi2					
受	ʃi6					
寿	ʃi6					
九	kiu3					
久	ki3					
韭						
炙						
救	kiu5					
丘	hi1					
丘	kʰi1					
求	kʰiu2					
求	kʰi2					
球	kʰiu2					
舅	kʰi3					
牛	ni2					
邮	iu1	不符合方言演变规律				
忧						
有	i3					
友	i3					
又	i6					
右	i6					
油	i2					
彪	piɔu1					
幼	iu2	不符合方言演变规律				
游						
丢						
耽	ta1					
答	tɔ5					
搭	tɔ5					
贪	tʰa1					
探	tʰan5					
踏	tʰɔ5					
潭	ta2					
沓						
南	na2					
男	na2					
惨	tʃʰan3					
蚕	tʃʰa2					
簪						
杂	tʃʰɔ6					
合	ho2					
鸽	ko5	不符合方言演变规律				
砍						
啜						
含	hoŋ2					
暗	ŋan5					
盒						
庵						
担	ta1	~任				
胆	ta3					
担	ta5	挑~				
毯	tʰa3					
塔	tʰɔ5					
塌	tʰɔ5					
谈	ta2					
淡	ta3					
痰	ta2					
蓝	la2					
篮	la2					
腊	lɔ6					
蜡	lɔ6					
三	ʃa1					
甘	ka1					
柑	koŋ1					
敢	kan3					
喊	ha5	不符合方言演变规律				
赚	tʃʰoŋ6	不符合方言演变规律				
斩	tʃa3					
眨						
插	tʃʰa5					
闸	tʃʰa6					
炸						
杉	ʃɔ1					
减	ka3					
夹	ka5					
夹	kɔ5					
掐	kʰɔ1					
咸	hia2					
陷	han6					
狭	a5	不符合方言演变规律				
监	ka1	~狱				
甲	kɔ5					
嵌						
岩	ŋa2					
癌	ŋa2					
衔	han2					
鸭	ɔ5					
押						
压	ɔ5					
贬	pie3					
粘	nie2					
镰	lie2					
尖	tʃie1					
接	tʃie5					
签	tʃʰie1					
占	tʃie5					
折	tʃie5	~叠				
陕	ʃie3					
闪	ʃie3					
闪	ʃiaŋ3					
染	nie3					
检	kie3					
钳	kʰie2					
驐						
厌	ie5					
盐	ie2					
阎	ie2					
檐	ie2					
叶	ie6					
剑	kie5					
劫	kie5					
欠	kʰie5					
严	ŋa2	门关~				
严	nie2	~厉				
业	nie6					
腌						
点	tie3					
店	tie5					
跌	tie5					
添	tʰie1					
舔	tʰie3					
帖	tʰie5					
贴	tʰie5					
甜	tie2					
叠	tʰie5	不符合方言演变规律				
碟	tie6					
谍	tie6					
念	niaŋ6	不符合方言演变规律				
兼	kie1					
嫌	hie2					
法	fa5					
凡	fan2					
犯	fa6					
范	fa6					
禀	pei3					
品	pʰei3					
林	lei2					
临	lei2					
立	lei6					
笠	lei6					
粒	lei6					
心	ʃei1					
寻						
浸	tʃei5					
习						
沉	tʃʰei2					
蛰						
参						
涩						
针	tʃei1					
枕	tʃei3					
汁	tʃei5					
深	ʃei1					
沈	ʃei3					
审	ʃei3					
湿	ʃei5	不符合方言演变规律				
十	ʃei6					
壬	iei2					
入	iei6					
今	kei1					
金	kei1					
锦	kei3					
禁	kei5					
急	kei5					
给						
琴	kʰei2					
吸	hi5					
及						
音	ei1					
阴	ei1					
饮	ei3					
单	ta1					
滩	tʰa1					
摊	tʰa1					
坦	tʰa3					
炭	tʰa5					
叹						
弹	ta2	~琴				
难	na2	~易				
难	nan6	患~				
拦	la2					
栏	la2					
懒	la3					
烂	la6					
辣	lɔ6					
癞						
餐	tʃʰa1					
擦	tʃʰɔ5					
散	ʃa3	~开				
伞	ʃa3					
散	ʃa3	分~				
萨						
肝	ka1					
干	ka1	~湿				
干	kan5	~活				
杆						
赶						
割	kua5	不符合方言演变规律				
岸	ŋan6					
汉	han6	不符合方言演变规律				
寒	han2					
韩	han2					
旱	han6					
汗	ha6	出~				
安	ŋan1					
案	ŋan6					
扮	pa6					
扮	pan6					
八	pɔ5					
办	pan6					
抹	mɔ6					
盏	tʃa3					
铲	tʃʰa3					
山	ʃa1					
产	tʃʰan3					
杀	ʃa5					
艰	ka1					
间	ka1					
眼	nie3					
简	kian3	不符合方言演变规律				
拣	kie3					
闲	hie2					
限	han6					
苋	ha6					
班	pia1	不符合方言演变规律				
扳	pa1					
板	pa3					
蛮	ma2					
慢	ma6					
奸	kiaŋ1	不符合方言演变规律				
谏	kan2	西南官话借词				
颜	ŋa2					
瞎	hɔ5					
鞭	pie1					
变	pie5					
编	pie1					
编	pʰie1					
鳖						
偏	pʰie1	~心				
骗	pʰie5					
便	pie2	~宜				
便	pie6	方~				
棉	mie2					
别	pie5					
面	mie6	脸~				
灭	mie6					
免	mie3					
免	miaŋ3	西南官话借词				
连	lie2					
联	lie2					
列	lie6					
烈	lie6					
煎	tʃie1					
剪	tʃie3					
箭	tʃie5					
迁	tʃʰie1					
浅	tʃʰie3					
钱	tʃʰie2					
贱	tʃʰie6					
仙	ʃie1					
鲜	ʃie6	不符合方言演变规律				
鲜	ʃye6	不符合方言演变规律				
癣	ʃye3	不符合方言演变规律				
线	ʃie5					
薛	ʃye5					
撤	tʃʰɔ5	不符合方言演变规律				
缠	tʃʰie2					
战	tʃie5					
舌	ʃie6					
扇	ʃie5					
善	ʃie6					
燃						
热	ie6					
件	kʰie6					
延	ie2					
演	ie3					
言	nie2					
歇	hie5					
边	pie1					
扁	pie3					
遍	pie5					
撇	pʰie5					
片	pʰie5					
辫	pie1					
篾	mie6					
典	tie3					
颠	tie1					
天	tʰie1					
铁	tʰie5					
田	tie2					
填	tie2					
电	tie6					
垫	tie6					
年	nie2					
燃						
怜	lie2					
莲	lie2					
练	lie6					
荐	tʃie5					
节	tʃie5					
千	tʃʰie1					
切	tʃʰie5					
前	tʃʰie2					
先	ʃie1					
肩	ka1					
见	kie5					
结	kie5					
洁	kie5					
牵	kʰie1					
贤	hie2					
显	hie3					
现	hie6					
烟	ie1					
燕	ie5					
噎						
般	pa1					
搬	pa1					
半	poŋ5					
钵						
拔						
拼						
泼	pʰɔ5					
盘	poŋ2					
伴	poŋ3					
满	poŋ3					
末						
抹						
端	poŋ1					
短	poŋ3					
团	toŋ2					
脱	tʰɔ5					
断	toŋ3					
段	toŋ5					
缎	toŋ5					
夺	tɔ6					
暖	noŋ3					
卵	loŋ3					
乱	loŋ6					
钻	tʃoŋ5	不符合方言演变规律				
窜	tʃʰoŋ5					
捋						
撮						
酸	ʃoŋ1					
算	ʃoŋ5					
蒜	ʃoŋ5					
官	koŋ1					
管	kuan3	西南官话借词				
灌	koŋ5					
罐						
括	kua5					
观						
宽	kʰoŋ1					
款	kʰuan3	西南官话借词				
玩						
欢	hoŋ6	西南官话借调				
完	uan2					
丸	ye2					
缓	huan3	西南官话借词				
换	huan6					
活	huae6	不符合方言演变规律				
碗	ŋ̇3					
顽	uan3	西南官话借词				
滑	ua6					
挖	ua1					
闩	ʃoŋ1					
刷	ʃua5					
关	koŋ1	把~				
关	kʰoŋ1	~门，不符合方言演变规律				
惯	kuan5					
刮	kua5					
还	huan2					
还	ŋ̇2					
患	huan6					
弯	uan1					
全	tʃʰye2					
泉	tʃʰye2					
绝	tʃʰye6					
选	ʃye3					
雪	ʃye5					
转	tʃye3					
传	tʃʰye2	~达				
传	tʃʰye5	~记				
专	tʃye1					
砖	tʃye1					
穿	tʃʰye1					
串	tʃʰye5					
船	ʃye2					
软	nye3					
圈	kʰye1					
拳	kʰye2					
权	kʰye2					
圆	ye2					
员	ye2					
缘	ye2					
铅	ye2					
沿	ye2					
反	fa3					
发	fa5					
翻	fa1					
烦	fan2	不符合方言演变规律				
饭	fa6					
罚	fa6					
万	ua6	不符合方言演变规律				
袜	ua6	不符合方言演变规律				
劝	kʰye5					
元	ye2					
原	ye2					
愿	yan6	不符合方言演变规律				
月	nye6					
冤	ye1					
袁	ye2					
园	ye2					
远	ye3					
越	ye6					
决	kye5					
缺	kʰye5					
县	hye6					
血	hye5					
悬	hye2					
穴	hye6					
吞	tʰueŋ1	不符合方言演变规律				
跟	kia1					
根	kia1					
痕	heŋ2					
很	heŋ3					
恨	heŋ6					
恩	ŋeŋ1					
笔	pei5					
匹	pi2	不符合方言演变规律				
密	mei6					
鳞	lei2					
磷						
栗	lei6					
亲	tʃʰei1					
七	tʃʰei5					
漆	tʃʰei5					
秦	tʃʰei2					
尽	tʃʰei6					
疾	tʃʰei6					
辛	ʃei1					
新	ʃei1					
信	ʃei5					
膝	tʃʰei5					
镇						
陈	tʃʰei2					
尘	tʃʰei2					
阵	tʃʰei6					
侄	tʃʰei6					
虱	ʃa5					
真	tʃei1					
诊	tʃei3					
质						
神	ʃei2					
实	ʃei6					
身	ʃei1					
伸	ʃei1					
失	ʃei5					
晨	ʃei2					
臣	tʃʰei2					
人	ŋei2					
仁	iei2					
忍	iei3					
认	ŋei6					
日	iei6					
巾	kei1					
紧	kei3					
吉						
银	ŋei2					
因	ei1					
印	ei5					
一	ei5					
引	iei3					
斤	kei1					
筋	kei1					
谨	kei3					
芹	kʰei2					
近	kʰei3					
隐	iei3					
本	peŋ3					
不						
喷						
盆	peŋ2					
笨	peŋ6					
门	meŋ2					
闷	meŋ6					
墩	tueŋ1					
没						
褪						
蠢						
钝						
嫩	nueŋ6					
论	lueŋ6					
尊	tʃueŋ1					
卒	tʃoe5					
村	tʃʰueŋ1					
寸	tʃʰueŋ5					
存	tʃʰueŋ2					
蹲						
孙	ʃueŋ1					
损	ʃueŋ3					
滚	kueŋ3					
棍	kueŋ5					
骨	kuei5					
困	kʰueŋ5					
婚	hueŋ1					
昏	hueŋ1					
魂	hueŋ2					
混	hueŋ6					
温	ueŋ1					
瘟	ueŋ1					
稳	ueŋ3					
轮	lueŋ2					
遵	tʃueŋ1					
笋	ʃueŋ3					
准	tʃueŋ3					
春	tʃʰueŋ1					
蠢	tʃʰueŋ3					
出	tʃʰoe5					
唇	ʃueŋ2					
顺	ʃueŋ6					
术						
纯						
闰	yeŋ6					
均	kyeŋ1					
菌	kʰyeŋ3					
匀	yeŋ2					
允	yeŋ3					
分	feŋ1					
粉	feŋ3					
粪	feŋ5					
坟	feŋ2					
份	feŋ6					
佛	foe6					
文	ueŋ2					
蚊	ueŋ2					
闻	ueŋ2					
问	meŋ6					
物	uae6	不符合方言演变规律				
君	kyeŋ1					
军	kyeŋ1					
群	kyʰeŋ2					
裙	kyʰeŋ2					
熏	hyeŋ1					
勋	hyeŋ1					
训	hyeŋ5					
云	yeŋ2					
运	yeŋ6					
晕						
帮	paŋ1					
榜	paŋ3					
旁	paŋ2					
薄	po6					
忙	maŋ2					
蟒	maŋ3					
摸						
当	taŋ1	应~				
党	taŋ3					
挡						
汤	tʰaŋ1					
烫	tʰaŋ5					
托	tʰo5					
堂	taŋ2					
唐	taŋ2					
糖	taŋ2					
塘	taŋ2					
诺						
郎	laŋ2					
狼	laŋ2					
朗	laŋ3					
浪	laŋ6					
落	lo6					
乐	lo6					
葬	tʃaŋ5					
作	tʃoe5					
仓	tʃʰaŋ1					
错						
藏	tʃʰaŋ2	隐~				
凿	tʃʰo6					
昨	tʃʰɔu6					
桑	ʃaŋ1					
嗓	ʃaŋ3					
索	ʃo5					
刚	kaŋ1					
钢	kaŋ5	不符合方言演变规律				
缸	kaŋ1					
各	kʰo5	不符合方言演变规律				
阁	ko5					
糠	haŋ1					
抗	kʰaŋ5					
行	haŋ2	银~				
恶	o5					
娘	niaŋ2					
凉	liaŋ2					
酿						
良	liaŋ2					
凉	liaŋ2					
量	liaŋ2	~长短				
梁						
粮	liaŋ2					
两	liaŋ3					
亮	liaŋ6					
将	tʃiaŋ1	~来				
蒋	tʃiaŋ3					
浆	tʃiaŋ1					
酱	tʃiaŋ5					
