#漢字	音標	解釋				
#簡稱	/	乐昌三溪				
#全稱	/	乐昌三溪话				
#版本	/	2022-6-23				
#聲母	/	#聲母順序，用逗號分開。如：b,p,m,f				
#韻母	/	#韻母順序，用逗號分開。如：a,o,e				
#聲調	/	1 1a 陰平 ꜀, 2 1b 陽平 ꜁, 3 2 上 ꜂, 5 3a 阴去 ꜄, 7 4a 阴入#每個聲調包括：五度調值 八聲 四聲 漢字調類 四角調類，調內用空格分隔，調間用逗號分開。				
#說明	/	來源： 《乐昌土话研究》#HTML格式，僅允許一行，用<br>換行				
将	tʃiaŋ5	大~				
略	liɔ6					
枪	tʃʰiaŋ1					
抢	tʃʰiaŋ3					
墙	tʃʰiaŋ2					
匠	tʃʰiaŋ6					
嚼						
箱						
相	tʃiaŋ1	~互				
箱	tʃiaŋ1					
想	tʃiaŋ3					
相	tʃiaŋ5	宰~				
削						
详	tʃʰiaŋ2					
象	ʃiaŋ5					
像	tʃʰiaŋ6					
张	tʃaŋ1					
长	tʃaŋ3	~生				
涨	tʃaŋ3					
帐	tʃaŋ5					
胀	tʃaŋ5					
着	tiu5	~衣				
长	tʃʰaŋ2	~短				
肠	tʃʰaŋ6	不符合方言演变规律				
丈	tʃʰaŋ3					
杖						
着	tʃʰo6	睡~				
庄	tʃuaŋ1					
装	tiaŋ1	~饭				
装	tʃuaŋ1	~样				
壮	tʃuaŋ5					
疮	tʃuaŋ1					
床	tʃʰaŋ2					
状	tʃʰuaŋ6					
霜	ʃuaŋ1					
爽	ʃuaŋ3					
章	tʃaŋ1					
樟	tʃaŋ1					
掌	tʃaŋ3					
障	tʃaŋ5					
昌	tʃʰaŋ6					
唱	tʃʰaŋ5					
厂	tʃʰaŋ3					
倡	tʃʰaŋ5					
商	ʃaŋ1	~量				
伤	ʃaŋ1					
赏	ʃaŋ3					
饷						
常	ʃaŋ2					
尝	ʃaŋ2					
上	ʃaŋ3	~山				
尚						
上	ʃaŋ6	~面				
勺						
让	niaŋ6					
弱	niɔ6					
姜	kiaŋ1	生~				
姜	kiaŋ6	~姓				
脚	kiu5					
强	kʰiaŋ2					
香	hiaŋ1					
乡	hiaŋ1					
享	hiaŋ3					
响	hiaŋ3					
向	hiaŋ5					
秧	iaŋ1					
羊	iaŋ2					
洋	iaŋ2					
杨	iaŋ2					
阳	iaŋ2					
养	iaŋ3					
痒	iaŋ3					
样	iaŋ6					
药	iɔu6					
光	kuaŋ1					
广	kuaŋ3					
郭	ko5					
荒	huaŋ1					
慌	huaŋ1					
谎	huaŋ3					
黄	huaŋ2					
皇	huaŋ2					
晃	huaŋ5					
汪	uaŋ6					
方	faŋ1					
放	faŋ5					
芳	faŋ6					
访	faŋ3					
仿	faŋ3					
妨	faŋ2					
纺	faŋ3					
房	faŋ2					
防	faŋ2					
芒	maŋ2					
网	maŋ3					
亡	uaŋ2					
忘	uaŋ5					
望	maŋ6					
狂	kʰuaŋ2					
往	uaŋ3					
王	uaŋ2					
绑	paŋ3					
剥	po5					
驳	po5					
胖	pʰaŋ5					
蚌						
雹	po6					
桌	tʃo5					
戳	tʃʰo5					
撞	tʃʰaŋ6					
浊	tʃʰo6					
捉	tʃo5					
窗	tʃʰuaŋ1					
双	ʃuaŋ1					
江	kaŋ1					
讲	kiaŋ3	老派				
讲	tʃiaŋ3	新派				
港	kaŋ3					
角	ko5					
腔	kʰiaŋ1					
确	kʰɔ1					
壳	kʰo5					
降	hiaŋ2	投~				
岳						
项	haŋ6					
巷	haŋ6					
学	ho6					
崩	peŋ1					
北	pia5					
朋	poe2					
墨	mia6					
默	mia6					
灯	tia1					
等	tia3					
凳	tia5					
得	tia5					
德	tia5					
藤	tia2					
邓	tia6					
特	tʰia5					
澄						
能	neŋ2					
肋	lia6					
曾	tʃia1	姓~				
层	tʃʰei2					
塞	ʃie5					
肯	kʰia3					
刻	kʰia5					
克						
黑	hia5					
冰	pei1					
逼	pie5					
力	lei6					
鲫	tʃie5					
熄						
媳						
直	tʃʰei6					
值						
侧	tʃa5					
色	ʃae5					
蒸	tʃei1					
症	tʃei5					
证						
织	tʃei5					
织	tʃie5					
称	tʃʰei1	~呼				
秤	tʃʰei5					
乘	ʃei2					
绳						
剩	ʃei6					
食	ʃei6					
升	ʃei1					
胜						
识						
兴	hei1					
兴	hei5					
应	iei1	~当				
应	ei5	答~				
鹰	iei1					
亿	i2					
国	kuae5					
或	huae6					
百	pia5					
柏	pia5					
伯	pɔ5					
迫	pʰia5					
拍	pʰia5					
魄	pʰia5					
彭	pia2					
彭	pei2					
白	pia6					
盲	maŋ2					
猛	moe3					
孟	moe6					
打	tɔ3					
冷						
撑	tʃʰa1					
拆	tʃʰɔ5	不符合方言演变规律				
择						
生	tʃa1					
牲	tʃa1					
甥	tʃa1					
省	ʃueŋ3	~长				
省	ʃeŋ3	节~				
更	kia1					
羹						
梗	kuei3	不符合方言演变规律				
更	keŋ5					
更	kieŋ5	不符合方言演变规律				
格	kia5					
坑	kʰia1					
客	kʰia5					
硬	nia6					
额	nie6					
吓	hɔ5	不符合方言演变规律				
行	hia2	~为				
棚	poe2	不符合方言演变规律				
麦	mia6					
脉	mia6					
摘						
橙	tʃʰeŋ2					
争	tʃa1					
睁	tʃeŋ5	不符合方言演变规律				
册	tʃʰae5	不符合方言演变规律				
耕	kia1					
耿	keŋ3					
隔	kia5					
核	hae5	不符合方言演变规律				
轭						
兵	pei1					
柄	pei5					
丙	peŋ3					
碧						
平	pei2					
坪	pei2					
病	pei6					
明	mei2					
命	mei6					
京	kei1					
惊	kei1					
敬	kei5					
景	kei3					
镜	kei5					
庆						
英	ei1					
影	iei3					
饼	peŋ3					
映	ei5					
聘						
僻	pʰie5					
名	mei2					
领	lei3					
岭	lei3					
令	lei6					
精	tʃei1					
睛	tʃei1					
井	tʃei3					
迹	tʃie5					
积						
脊	tʃie5					
脊	tʃiu5					
清	tʃʰei1					
请	tʃʰei3					
情	tʃʰei2					
净	tʃʰei3					
姓	tʃei5					
性	tʃei5					
惜	tʃie5					
席	ʃei6					
程	tʃʰei2					
郑	tʃʰei5					
贞						
正	tʃei1	~月				
整	tʃei3					
正	tʃei5	~面				
只	tʃie3					
炙						
赤						
尺	tʃʰɔ5					
射						
声	tʃei1					
圣	tʃei5					
成	tʃʰei2					
城	tʃʰei2					
石	ʃɔ2					
颈						
轻	kʰei1					
益	ei5					
赢	iei2					
易	i6					
壁	pie5					
劈	pʰie5					
拼						
瓶	peŋ2					
丁	tei1					
並						
钉	tei1	铁~				
顶	tei3					
鼎						
钉	tei5	~住				
订	tei5					
的	tie1	目~				
滴	tie5					
听	tʰei5	~见				
厅	tʰei1					
踢	tʰei5					
剔	tʰi5	不符合方言演变规律				
亭	tei2					
停	tei2					
挺	tʰei3	不符合方言演变规律				
定	tei6					
笛	tie5					
宁						
灵	lei2					
零	lei2					
铃	lei2					
另	lei6					
另	leŋ6					
历	lie6	经~				
绩						
青	tʃʰei1					
戚	tʃʰie5					
星	ʃei1					
腥	ʃei1					
醒	ʃei3					
锡	ʃei5					
经	kei1					
形	hei2					
刑	hei2					
矿	kʰuaŋ5					
横	uei2					
横	hueŋ2					
划						
兄	hueŋ1					
永	yeŋ3					
营	yeŋ2					
萤	iaŋ2					
篷	poe2					
蓬	poe2					
蒙	moe2					
木	moe6					
东	toe1					
冻	toe5					
栋						
通	tʰoe1					
桶	tʰoe3					
同	toe2					
铜	toe2					
桐	toe2					
童	toe2					
筒	toe2					
洞	toe6					
动	toe6					
独						
读	toe6					
笼	loe2					
聋	loe1					
拢	loe3					
弄	loe6					
鹿	loe6					
棕	tʃoe1					
总	tʃoe3					
粽	tʃoe5					
聪	tʃʰoe1					
葱	tʃʰoe1					
丛	tʃʰoe2					
送	ʃoe5					
公	koe1					
攻	koe1					
工	koe1					
功	koe1					
谷	koe5					
空	kʰoe1	~虚				
空	kʰoe5	~缺				
哭	hoe5					
烘	hoe2					
哄						
红	hoe2					
洪						
瓮						
屋	oe5					
冬	toe1					
统	tʰoe3					
毒	toe6					
农	noe2					
脓	noe2					
宗	tʃoe1					
松	ʃoe1	~紧				
宋	ʃoe5					
风	foe1					
枫	foe1					
疯						
福	foe5					
复	foe5	~杂				
幅	fu5					
丰	foe1					
覆	pʰoe5					
冯	foe2					
凤	foe6					
服	foe6					
伏	poe6					
梦	moe6					
六	loe6					
中	tʃoe1	~间				
忠	tʃoe1					
中	tʃoe5	射~				
竹	toe5					
畜	tʃʰoe5					
虫	tʃʰoe2					
缩	ʃoe5					
终	tʃoe1					
众	tʃoe5					
祝	tʃoe5					
粥	tʃoe5					
充	tʃʰoe1					
铳	tʃʰoe5					
叔	ʃoe5					
熟	ʃoe6					
绒	ioŋ2					
肉	ioe6					
弓	koe1					
宫	koe1					
躬	koe1					
菊	kiu5	不符合方言演变规律				
穷	kʰoe2					
熊	hioŋ2	不符合方言演变规律				
雄	hioŋ2	不符合方言演变规律				
嗅						
融	ioŋ2					
封	foe1					
峰	foe1					
蜂	pʰoe1					
锋	foe1					
捧	pʰoe3					
逢	foe2					
奉	foe6					
缝	foe2	~衣				
缝	foe5	一条~				
浓	noe2					
龙	loe2					
绿	loe6					
踪	tʃoe1					
从	tʃʰoe2					
粟	ʃoe5					
松	tʃʰoe2	~树				
俗	ʃoe5					
重	tʃʰoe2	~复				
重	tʃʰoe3	轻~				
钟	tʃoe1					
种	tʃoe1	两~				
种	tʃoe5	~树				
肿						
烛	tʃoe5					
冲	tʃʰoe1					
茸	ioŋ2					
赎						
舂						
恐	hoe3					
曲	kʰiu5					
玉	y6					
胸	hioŋ1					
凶	hioŋ1					
用	ioŋ6					
容	ioŋ2					
勇	ioŋ3					
