3	柳	
6	溜	
tɕ1	周舟州晝	
3	酒帚糾	
tɕʰ1	秋臭抽讎	
2	囚綢.	
3	醜？	
6	壽售授	
ȵ3	紐	
ɕ1	收脩修	
3	手首守	
6	受褎，袖，	
k1	救	
3	九久韭灸皺（~水）	
6	舊	
kʰ1	求毬快	
3	舅！	
2	綢葵	
h1	休秀鏽丘	
無1	優	
2	油游遊郵	
3	友酉	
6	右佑幼	
m2	無	
	武五	
im		
t1	砧（~子 礩也）	
tʰ2	沈	
l2	林	
ȵ2	任（氏也）	
ɕ1	心深	
2	尋	
k1	金襟衿今	
2	琴	
無1	音陰	
	飲（米~ 米汁）	
am		
t3	點	
tʰ1	添	
2	甛	
ts3	斬盞	
s1	杉衫	
k3	減	
kʰ2	鉗坼？□（基～ 吝嗇鬼）	
ŋ2	巖	
h2	嫌	
無2	鹹？銜	
iam		
t1	店	
tɕ1	鑯	
ȵ6	念	
ɒm		
t1	擔	
3	膽	
tʰ1	淡	
n2	南男□（～ky1 織布機）	
l2	蘭藍籃	
tsʰ2	蠶攙產□（袌）	
s1	三	
k2	含.	
3	敢橄感	
h2	含函嫌□（～晡 後日）	
3	撼	
6	憾	
無6	暗	
iɛm		
tɕ1	占瞻	
ɕ2	前.	
ȵ2	嚴研	
6	染碾	
k1	搛	
3	撿	
6	筧	
kʰ1	欠	
無1	閹	
2	鹽延	
in		
p1	賓	
2	憑.	
pʰ3	品	
t6	陣	
tʰ2	陳	
m2	民	
l2	鄰鱗	
tɕ1	箴珍鎮震真禁（居蔭切）津進盡	
tɕʰ1	親襯	
2	秦	
ɕ1	新薪信身森申辛訊先（~生）	
2	神	
3	沈？	
6	腎	
k1	巾	
3	緊枕（之鴆反）	
6	共	
ȵ2	人銀	
6	認	
無1	陰因印	
2	寅	
3	引	
un		
p1	分（。與也 撥也）	
3	畚	
m2	門，聞蠅	
3	蟁！	
l2	圓	
t6	□（咳嗽）	
tʰ1	吞.	
ts1	尊遵	
tsʰ1	邨寸	
s1	孫迅	
2	旬荀，巡	
3	損筍	
6	順	
k1	昆軍，君	
3	滾	
kʰ1	坤昆羣裙困	
2	拳	
h1	昏婚	
無1	溫開	
2	魂雲渾	
3	穩	
yn		
tɕ1	軍。	
3	準	
tɕʰ1	春	
2	脣	
ɕ1	熏勳	
k1	跟根斤筋	
6	菌	
kʰ2	芹勤	
h1	熏葷訓	
無2	勻允	
6	閏潤運暈	
an		
p1	班斑	
3	板	
6	辦	
pʰ2	盆，	
m6	慢	
t2	彈	
3	典	
6	電	
tʰ1	天炭	
2	田	
n2	年	
ts1	煎	
3	翦	
6	站（，驛也）	
tsʰ1	遷	
2	錢歬。前。淺	
3	淺	
s1	山線仙鮮	
k1	奸？姦？鉛	
ŋ3	雁！	
無1	燕	
ian		
l2	聊	
ȵ3	眼	
tɕʰ1	千	
ɕ1	仙	
k1	閒艱見	
ȵ1	䁐	
h1	閒莧	
無1	煙	
uan		
p1	扳	
3	盆（面~）	
k1	關，	
kʰ1	寬	
h2	環，	
無1	彎灣	
ɔn		
p1	搬半	
6	伴	
pʰ1	潘判	
2	盤	
6	飯叛	
m1	萬	
2	饅	
6	漫幔	
f1	帆番	
2	煩繁	
3	反	
6	笵？犯	
t1	端	
3	短	
6	鍛	
tʰ1	貪斷（~絕）	
2	團臀飩	
6	段緞	
n2	難	
3	煗	
l3	嬾卵彈（雞~）	
6	賴，爛	
ts1	鑽	
s1	散（蘇旰切）酸算蒜	
3	傘掃	
k1	肝竿乾？	
3	摜趕桿	
kʰ1	刊	
2	環	
h2	韓寒	
6	汗旱	
無1	恩晏	
6	限案	
on		
p3	本	
m3	滿	
f1	寬	
t1	頓	
tʰ1	吞	
l2	輪倫	
6	亂論	
n6	嫩	
k1	官棺冠灌罐	
3	管館	
kʰ3	款	
h1	歡	
6	換，恨	
2	痕	
無u1	關安溫	
2	完丸	
3	盌碗皖晚，	
6	買甕賣案。腕	
yon		
n3	阮	
6	願	
tɕ1	卷捐	
3	轉	
tɕʰ1	川穿（姝專反 尺絹切）	
2	傳旋	
3	犬	
ȵ2	元源原	
3	耎	
ɕ1	宣	
2	全船泉	
3	選	
k1	專磚	
kʰ1	近勸劵	
無1	鉛	
2	員圓有.園	
3	遠蛹	
6	院	
ən		
pʰ6	坌（腳~頭 膝也）	
m2	墳	
6	悶問	
f1	分，芬紛	
3	粉	
iɛn		
p1	鞭編變	
pʰ3	片！諞	
m6	面？	
t6	簟（~坪 曬穀場）	
n6	嬭（.~娘）	
l2	連蓮簾鎌	
6	練戀.鏈	
tɕ1	建	
3	檢，展	
6	健	
tɕʰ1	牽，	
2	纏	
ȵ2	言	
3	耳（~環）撚	
6	驗	
ɕ1	扇先（.~走）	
2	蟬然燃前.	
k1	閒.	
2	□（岸也）	
6	儉件	
kʰ1	歉謙	
h3	顯（~靈）現賢弦	
6	縣	
無1	腌	
3	掩	
6	厭	
ŋ3	五午	
iŋ		
p1	兵柄	
3	丙秉	
pʰ1	蠭	
2	憑.	
m2	明，	
t6	瞪	
n2	寧	
l2	靈菱零鈴	
3	領，	
tɕ1	烝蒸證症精睛	
6	靜鄭	
tɕʰ1	清稱（.尺升反）	
2	情塵	
6	瀞	
ȵ2	仍扔	
6	韌	
ɕ1	升勝	
2	繩，乘（~涼）	
k1	京，驚，經	
3	景警	
kʰ1	慶	
h1	興	
無1	鷹英應，	
2	形刑	
yŋ		
p1	風	
n2	濃	
l2	龍	
tɕ1	中鐘？忠終	
2	從	
3	種（~植）總，	
6	種（~田）	
tɕʰ1	傾囪槍銃	
2	蟲重	
k1	宮躬？弓（~箭）	
kʰ2	瓊窮	
h1	凶胷	
2	狂	
無1	勇舂（~米）	
2	榮營螢容熊雄	
6	永運役疫用，	
aŋ		
p2	彭棚	
pʰ2	朋.	
m2	明（~年）	
f2	防，	
l1	冷	
ts1	爭崝？（瘦也）	
tsʰ1	撐青	
2	晴	
s1	生甥	
3	省醒	
k1	更耕庚羹粳	
3	梗	
ŋ1	仰（視也）	
6	硬	
h2	行（戶庚切）	
6	杏幸	
iaŋ		
p3	餠	
pʰ1	平	
2	屏萍	
6	病	
m6	命	
2	名	
l1	嶺領。	
2	涼	
6	令	
t1	丁	
3	打頂釘（丁定切）	
tʰ1	聽廳	
2	庭停亭	
ts3	井	
s1	性姓星	
tɕ1	正（~月）政	
ɕ1	響聲	
2	成城誠程	
k1	驚。京。	
3	頸	
kʰ1	輕	
h1	兄	
無2	迎。贏	
3	影	
ɔŋ		
p1	幫	
3	榜	
m1	□（拔 ～艸）	
2	忙芒	
3	網	
6	望忘	
f1	方放，	
t1	當	
3	黨	
tʰ1	湯燙趟	
2	唐塘糖	
3	躺	
l2	廊狼欄	
6	浪弄巷	
ts1	贓髒葬壯	
tsʰ1	倉蒼	
2	牀	
6	藏狀（告~）	
s1	桑喪	
k1	鋼剛崗光江	
3	廣講港	
kʰ1	康糠抗炕囥筐腔	
ȵ2	娘.	
h1	惶	
2	行（.趕~ 趕集也）	
3	詤	
無1	翁	
2	昂航杭橫	
iɔŋ		
p1	放。	
t1	張帳樁	
l2	糧良梁亮	
tsʰ1	瘡創	
tɕ1	章樟將醬漿	
3	獎蔣掌	
6	撞	
tɕʰ1	昌唱廠槍.窗	
2	長腸	
6	丈杖仗	
ȵ6	讓	
ɕ	□（畦也）	
1	況傷商賞相，箱上	
2	狀（~元）祥	
6	像	
k1	薑？	
2	彊	
h1	鄉香	
無2	揚羊洋牆娘煬	
3	兩	
6	養癢象往旺	
uɔŋ		
無2	王黃皇	
oŋ		
p2	棚.	
pʰ3	捧	
m2	蒙	
3	猛	
6	夢	
f1	豐？	
2	馮紅洪橫	
6	奉	
t1	東凍冬	
2	同銅	
3	董懂	
6	動洞	
tʰ1	統痛	
3	桶	
n2	農	
l2	籠隆礱	
ts1	宗椶	
3	總	
tsʰ1	蔥聰囪	
s1	雙送宋相（。 ~打）	
2	絨崇	
k1	公！	
6	共工功貢	
3	公！	
kʰ1	空	
3	孔	
h1	烘	
ieŋ		
t1	登燈凳	
3	等戥澂（唐亘切）	
pʰ2	朋憑瓶	
n2	能	
tɕ1	增	
tɕʰ1	贈	
2	曾層	
ɕ1	擤	
h3	肯	
ib		
l7	立粒	
tɕʰ7	緝（~鞵底）	
ɕ7	溼	
8	集習十拾	
k8	及	
7	級	
無8	入	
ab		
t7	跌	
tʰ7	貼帖	
ts8	煠	
7	扎（用箴~）接	
tsʰ7	插（~秧）擦	
k7	甲夾	
kʰ7	掐	
無8	狹峽	
kiab7	挾	
niab8	鑷	
ɔb		
t8	沓	
7	答搭	
tʰ7	塔踏	
n8	納	
l8	蠟臘拉	
kʰ7	磕（~頭）	
h8	合盒喝欱	
無8	□（～番薯）	
無7	壓鴨押	
i8	□（飛禽）	
iɛb		
n8	聶	
l8	獵	
ɕ7	脅	
ȵ8	業	
k7	劫	
ŋ8	凹	
無8	頁葉腌	
ɿd		
ts8	姪	
tsʰ7	秩	
id		
p7	筆畢必	
m8	密蜜	
l8	栗律笠	
tɕ7	卒	
tɕʰ7	七漆	
ȵ8	日	
ɕ7	膝悉失室蝨	
k8	吉急橘	
無7	一乙	
ub		
p7	不，	
f7	忽	
8	佛	
tʰ7	突	
tɕʰ7	屈	
k8	掘	
7	骨	
kʰ8	物或	
7	窟瞌	
yd		
tɕ7	決訣	
tɕʰ7	缺出術	
ɕ7	蟀率戌卹	
ad		
p8	拔	
7	八	
tʰ7	鐵	
ts7	節	
tsʰ7	切	
s7	薩（細也）	
k 7	格	
iad		
l8	裂	
tɕʰ7	切.	
ɕ8	勺	
7	削	
無8	越穴穵滑	
uad		
p8	鈸	
f8	罰伐筏乏	
7	灋法	
k7	括	
kʰ7	闊	
無8	□（匍也）韤活猾	
ɔd		
pʰ7	潑	
m8	沫抹	
f7	發	
t8	達	
7	獺	
tʰ8	奪	
7	脫	
n8	捺	
l8	辢瘌戮	
s7	雪	
k7	葛割刮	
h8	轄	
7	瞎，	
8	茶（.與小兒言）	
o d		
pʰ8	雹	
t 8	凸	
tʰ7	禿	
tsʰ7	撮	
s7	刷	
k7	國	
h8	或，	
7	涸	
yod		
tɕ8	絕掘決	
7	著（.~衫）	
ȵ8	月粵	
s7	說	
無8	悅閱	
iɛd		
p7	憋鼈	
pʰ7	撇（~捺）	
m8	篾	
l8	列烈劣獵	
tɕ8	傑揭	
7	折（～斷）浙	
ȵ 8	熱捏孼	
ɕ8	舌泄（～漏）	
7	辥歇蝨	
k7	結潔鍥	
h7	血	
無7	噎	
iʔ		
p7	逼璧	
pʰ7	僻	
t8	特	
l8	力	
tɕ8	極，籍劇	
7	積織職鯽	
tɕʰ8	殖值植	
ȵ8	逆	
ɕ8	食席.	
7	息，熄，惜識飾屎（~pʰɔ 圊也）	
h8	擲	
無8	益譯億憶液	
uʔ		
p7	菔	
pʰ8	瀑	
7	撲縛	
m8	木	
f7	福腹	
t8	毒	
l8	鹿碌（拔~ 抽屜）	
ts7	捉	
tsʰ7	戳.	
s8	族	
7	速	
k7	谷？餜	
kʰ7	酷	
h8	服	
無8	握	
7	屋	
yʔ		
t7	督	
l8	六陸	
tɕ7	竹築菊.	
tɕʰ7	屈	
ȵ8	肉.	
ɕ8	熟	
7	叔	
無8	役疫域	
aʔ		
p8	拔，	
7	百柏伯	
pʰ8	白	
7	拍	
m8	麥	
l8	裂掠	
ts8	澤擇	
7	摘責	
tsʰ8	擲.	
7	冊柵拆	
s8	席	
7	宿（~夜）	
k7	隔革	
ŋ8	額	
h8	核	
7	客嚇哈	
iaʔ		
p7	碧	
l8	裂.略	
s7	錫析	
tɕ7	炙	
tɕʰ7	尺赤	
ȵ 8	弱齧	
ɕ8	射石席.	
7	釋	
uaʔ		
8	獲畫□（. 匍）	
ɔʔ		
n8	乇（物）	
oʔ		
p7	博剝	
8	薄	
pʰ7	濼樸？	
m8	摸膜	
t7	卓啄	
tʰ7	托	
l 8	落樂洛絡	
ts 7	作燭囑	
tsʰ 7	錯觸	
8	鑿	
s7	索粟	
8	贖族	
k7	閣擱郭角	
kʰ 7	廓擴確殼	
ŋ8	鶴岳嶽	
h7	郝霍	
8	學	
無7	惡	
ioʔ		
t8	碡	
l8	綠	
tɕ7	足，	
8	局	
tɕʰ7	戳促	
8	著	
ȵ8	玉褥	
ɕ8	俗續勺（水~）	
k7	腳	
無8	浴約樂藥	
uoʔ8	鑊	
iuʔ		
tɕ7	菊（人名）	
ɕ7	肅縮	
無8	育	
iɛʔ		
p7	別	
m8	滅	
t7	□（tsoʔ～ 古話）	
tɕ 7	傑	
ɕ7	歇	
ieʔ		
p7	北壁	
8	□（拖）	
pʰ7	劈	
m8	墨嘿	
t7	滴嫡跌	
tʰ7	踢剔	
8	笛敵	
l8	歷？	
tɕ7	則績	
tɕʰ7	測側	
8	賊	
ɕ7	色	
8	蝕	
kʰ7	刻克	
h7	黑	
無8	翼	
