tsɿ	1	资姿咨兹滋辎[~重]	
tsɿ	3	紫姊子梓滓	
tsɿ	6	自字寺	
tsʰɿ	1	差[参~]疵[吹毛求~]	
tsʰɿ	3	此	
tsʰɿ	5	次赐刺	
dzɿ	1	撕	
dzɿ	2	辞词祠嗣慈雌瓷[~器]餐[~粑]磁[~石]	
sɿ	1	斯厮私师狮司丝思伺思饲似以	
sɿ	3	死厕[茅~]	
sɿ	6	事俟恃仕士侍祀[祭~]巳[辰~]	
tʂʅ	1	芝之脂肢枝支知蜘[~蛛]栀[~子花]	
tʂʅ	3	址趾止指旨纸	
tʂʅ	5	炙只掷植殖职织质汁执痣誌志置痔至致翅智製制只[~有]稚[幼~]雉[~鸡]滞[停~,积~]秩=直=值=	
tʂʰʅ	1	痴侈[奢~]	
tʂʰʅ	3	斥饬齿耻嗤[~笑]□[~药:搽药]	
tʂʰʅ	5	尺赤姪值-直-秩-	
ʂʅ	1	诗尸虱=	
ʂʅ	2	鲥时	
ʂʅ	3	释饰驶史使氏豉[豆~]舐[(以舌取物)]匙[汤~,钥~]施屎矢眵[眼~]	
ʂʅ	5	适石识蚀食室失实十湿试逝世什[~物]拾[~起来]□[大~，大家]	
ʂʅ	6	式市始柿嗜视示是誓势	
pi	1	婢俾蓖[~麻]	
pi	2	臂璧碧笔毕必逼=壁=	
pi	3	彼譬[~喻]比[~较]	
pi	5	闭	
pi	6	弼鼻备庇毙币弊敝蔽避陛[~下]箅[~子]被[~卧,~子]被[~打,~迫]鐾[~刀布]	
pʰi	1	批=	
pʰi	2	辟劈=	
pʰi	3	鄙	
pʰi	5	僻屁	
bi	2	脾疲皮琵[~琶]枇[~杷]痹[麻~]匹[一~布,一~马]
mi	2	觅密蜜麾楣眉靡弥谜迷糜[~子]	
mi	3	米	
mi	6	秘泌沕[钻~孔，潜水]	
fi	1	妃飞非疿[~子]	
fi	2	肥	
fi	3	匪翡[~翠]	
fi	5	废肺费[~用]	
fi	6	吠	
vi	2	微唯惟维	
vi	3	尾	
vi	6	味未	
ti	1	低	
ti	2	狄敌笛嫡糴	
ti	3	抵底的[目～]	
ti	5	滴帝	
ti	6	地递第弟	
tʰi	1	梯	
tʰi	2	踢=	
tʰi	3	体	
tʰi	5	剔剃替涕[鼻～]	
di	2	啼蹄提题堤屉[抽～,笼～]	
li	1	狸[猫～]	
li	2	歷曆力粒立厘笠梨黎犂篱璃[玻～]离[～别]离[～开半寸]	
li	3	鲤理裏里李礼	
li	5	栗	
li	6	励厉例吏痢利另-荔[～枝]	
tsi	1	济	
tsi	2	绩籍脊迹鲫即疾集积藉[狼～]	
tsi	3	挤	
tsi	5	际祭辑[编～]	
tsi	6	寂	
tsʰi	1	棲妻	
tsʰi	2	戚膝漆七缉[～鞋口]	
tsʰi	5	砌	
dzi	2	齐	
si	1	犀西	
si	2	析锡夕席昔惜媳熄息悉习褯婿[女～]	
si	3	袭徙玺洗	
si	5	细	
si	6	□[(看)]	
ʨi	1	基稽鸡戟讥机肌饥[～饿]几[～乎]饥[～荒]屐[木～]	
ʨi	2	激击及急吉	
ʨi	3	己几[茶～]几[～个]纪[～律]	
ʨi	5	极级季既记寄髻继计纪[世～︱年～]	
ʨi	6	冀忌妓技企徛立系[～鞋带]	
ʨʰi	1	欺奚溪	
ʨʰi	2	讫	
ʨʰi	3	岂杞起启	
ʨʰi	5	乞泣汽气弃器契[～约]去[来～︱～皮]	
ʥi	2	祈旗棋其鳍祁岐骑奇期[时～]沂[～河]	
ȵi	2	谊疑腻尼蚁倪泥溺[～死]逆[顺～︱～风]	
ȵi	3	拟你	
ȵi	6	匿毅议义艺	
ɕi	1	稀希熙嬉兮	
ɕi	2	吸=	
ɕi	3	喜蟢[～子:蜘蛛]	
ɕi	5	戏	
ɕi	6	係系系[联～]	
ki	5	锯[～子︱～木头]	
i	1	伊	
i	2	姨夷移遗一乙抑益亦疫役揖[作～]饴[高粱～]	
i	3	以已矣椅倚	
i	5	意腋液译亿忆	
i	6	异醫刈翼逸易[交～]瞖[目～]易[难～]肄[～业]	
pu	1	□[(凹)]	
pu	3	补	
pu	5	不布佈怖[恐～]	
pu	6	步簿部埠[商～]	
pʰu	1	铺[～设]	
pʰu	2	讣赴朴卜[占～]扑[～灭]仆[～人]仆[～倒]	
pʰu	3	甫捕浦普谱	
pʰu	5	铺[店～]瀑[～布]曝[～光]曝[一～十寒]	
bu	2	脯[胸～]	
bu	5	蒲菩[～萨]卜[萝～]□[伙、群，量词]	
mu	2	目木=穆=牧=	
mu	3	拇母	
fu	1	扶敷肤夫乎呼芙[～蓉]麸[麦～子]	
fu	2	忽壶狐湖胡浮=葫[～芦]胡[～子]俘[～虏]	
fu	3	附傅缚辅腐釜抚斧俯腑府虎浒[水～]	
fu	5	伏服腹複斛佛幅福副富负妇赋付符戽栿[~梁]蝠[蝙～]佛[仿～]复[～原]复[～兴]覆[反～]	
fu	6	阜父护互户瓠[～子︱～瓜]	
vu	3	侮舞武鹉[鹦～]	
vu	5	无物	
vu	6	戊雾务	
tʂu	1	朱珠硃株蛛诛诸	
tʂu	3	帚主蔗	
tʂu	5	铸注著[显～]	
tʂu	6	蛀驻柱拄[～柺杖]	
tʂʰu	1	吹	
tʂʰu	2	出	
tʂʰu	3	杵褚姓处[相～]处[～所]	
dʐu	2	厨除储[～蓄]	
ʂu	1	殊输枢舒书	
ʂu	3	黍鼠暑水-[～井]厦[偏～︱前廊后～]	
ʂu	5	术秫述戍恕庶署[专～]	
ʂu	6	树竖	
ʐu	2	如	
ʐu	3	乳儒汝	
ku	1	箍孤姑估[～计]	
ku	2	谷[山～]榖=[稻～]骨=[筋～︱～头]	
ku	3	鼓股牯古	
ku	5	顾雇固故	
kʰu	1	枯窟[～窿]	
kʰu	2	哭=	
kʰu	3	苦	
kʰu	5	酷袴裤库	
u	1	诬巫污乌屋=	
u	2	吾吴蜈[～蚣]梧[～桐]	
u	3	午五伍握	
u	5	勿恶[恨：可～]	
u	6	悟误	
ty	1	堆	
tʰy	1	吞推	
tʰy	3	腿	
ly	2	律雷率[速～]	
ly	3	垒履旅吕儡[傀～]累[～积]	
tsy	1	锥	
tsy	3	嘴	
tsy	6	罪聚赘缀[点～]坠	
tsʰy	1	催趋崔[~姓]蛆[生～]黢[～黑]	
tsʰy	3	取娶	
dzy	5	脐	
sy	1	虽需须鬚	
sy	2	戌绥髓随徐	
sy	6	穗遂绪叙序隧[～道]	
ʂy	3	水=[～库]	
ʐy	5	瑞蕊	
ʐy	6	芮[~姓]	
ʨy	1	追驹拘居车[～马炮]掬[一～︱一捧]	
ʨy	2	局菊橘	
ʨy	3	举矩[规～]	
ʨy	5	句	
ʨy	6	巨拒距据具俱惧剧[～烈]剧[戏～]‘	
ʨʰy	1	炊驱区[～域]	
ʨʰy	2	屈麹[酒～]曲[~折︱歌～]	
ʥy	2	锤槌垂瞿渠	
ȵy	3	女	
ɕy	1	吁虚嘘[吹～]	
ɕy	2	谁=	
ɕy	3	许	
ɕy	5	睡税	
ɕy	6	恤	
ky	1	归龟规闺圭	
ky	2	骨-[筋～︱～头]	
ky	3	滚鬼轨诡	
ky	6	跪	
kʰy	1	坤崑昆窥亏盔	
kʰy	2	魁	
kʰy	6	櫃愧溃[～浓]	
gy	2	癸葵逵	
xy	1	徽辉挥灰恢	
xy	2	茴[～香]	
xy	3	毁悔晦	
xy	5	慧	
xy	6	惠秽桧汇贿绘会[开～]会[～不～]	
y	1	威煨迂	
y	2	鱼渔违围域盂娱虞愚余馀危回淤于[～此]为[作～]桅[船～杆]	
y	3	委魏伟讳纬羽禹宇雨语苇[芦～]誉[荣～]与[及︱给～]萎[气～︱买卖～]	
y	5	畏蝟谓胃伪	
y	6	芋愉逾榆寓遇豫预御喻裕卫位慰玉郁为[～什么]愈[～好︱病～]育=狱=浴=慾=欲=熨=	
pa	1	爸巴=跛[～足: 瘸腿]	
pa	3	摆-	
pa	5	拜-[～年]	
pa	6	稗罢=秕[～子︱～谷]	
ba	2	筏-牌-簰排-[放～]	
ma	1	妈	
ma	2	埋-[~东西]	
ma	3	卖-买-	
fa	2	罚=筏=伐=发=[~现]髪=[头～]法=[方～︱～子]	
ta	2	达=	
ta	3	打	
ta	5	戴	
ta	6	袋大=	
tʰa	1	他	
tʰa	2	塔=踏=	
da	2	抬	
na	2	拿=	
na	3	那=哪=[～个]	
la	1	拉捺[撇～]	
la	6	癞癞赖	
tsa	1	灾栽-[～树]	
tsa	2	紮=札=铡=[～刀]	
tsa	5	栅[～栏]	
tsa	6	寨-	
tsʰa	5	菜察=擦=	
dza	2	裁豺-[～狗子]	
sa	1	珊-筛[～子]筛-[～选]	
sa	2	杀=	
sa	3	洒=撒[～手︱～种]	
sa	5	晒-	
tʂa	1	嘉佳加家=稼=傢[～具]	
tʂa	2	甲夹=胛[肩～]匣[箱～]	
tʂa	3	贾[~姓]假[真～]假[放～]	
tʂa	5	驾架=嫁=价=	
tʂʰa	2	洽恰	
ʂa	2	峡暇遐瑕霞瞎=辖[管～]	
ʂa	6	夏[~姓]夏[春～]厦[～门]下[～降]下=[底～]	
ka	1	街-	
ka	3	解[～开]尬[尴～]	
kʰa	1	揩	
ŋa	3	□[(我们)]	
xa	2	鞋	
a	1	阿[～膠︱～哥]	
a	3	矮[高～]	
a	5	那-	
tia	1	爹	
ia	1	鸦=丫[~头]	
ia	2	押衙涯[天～]崖[山～]鸭=	
ia	3	亚雅	
tsua	1	抓	
tsua	5	啄[鸟啄物︱～脑壳，点头]撮[一～米]□[(踢)]	
sua	2	刷	
sua	3	耍	
kua	1	瓜乖-	
kua	2	刮括[包～]聒[～耳朵]	
kua	3	剮寡	
kua	5	卦挂	
kʰua	1	跨=夸=	
kʰua	3	垮	
kʰua	5	快-块-	
xua	1	花	
xua	2	华[中～]桦[～树]划[～船]华[～山，姓]	
xua	5	化滑猾[狡～]	
xua	6	划话画	
ua	1	挖蛙蛙窪	
ua	3	瓦	
ua	5	瓦[～乡，说乡话]□[～火闪，闪电]	
ʨya	1	夸-	
ʥya	5	茄跨	
ʥya	6	跨	
po	1	芭疤巴-	
po	2	八	
po	3	欛[～柄]把[～握︱～守︱一～]	
po	5	壩[堤~]霸簸[～箕]簸[～一～]	
po	6	罢-	
pʰo	3	扑[～克]剖=[解～]	
pʰo	5	帕怕破剖-[～开]擘[用手～开]	
bo	2	爬琶[琵～]杷[枇～]钯[～子]耙[犁～︱～地]	
bo	6	仆-[～倒]	
mo	2	麻痳抹抹[～布︱～桌子]	
mo	3	马码[～子]	
mo	6	骂	
fo	2	乏筏-伐-发-[～现]髪[头～]法-[方～︱～子]	
fo	5	罚-□[(炸)]	
to	2	答达-	
to	5	剁斫[～树，砍树]	
tʰo	2	塌榻塔踏-塔-	
tʰo	5	搨[～本]沓[一～纸]	
no	2	挪纳	
lo	2	辣蜡腊	
tso	1	渣-	
tso	2	闸杂紮-札-眨[～眼]铡-[～刀]	
tso	5	乍诈溅-榨[～油]炸[～弹]炸[用油～]溅-[～一身水]	
tsʰo	1	钗叉杈[枝～]差[～别︱～不多]	
tsʰo	2	插擦-察-	
tsʰo	5	戳凿茬昨=错[～杂]错[～误]措[～施]柞[(橡树)]岔[三～路]	
dzo	2	茶搽塗查[调～]	
dzo	5	鼬-[黄～鼠，黄鼠狼]□[(竹织的装东西的器皿)]	
so	1	杉纱沙	
so	2	杀-	
so	3	萨-	
tʂo	1	遮	
tʂʰo	5	昨-	
ʂo	1	赊	
ʂo	2	蛇佘[~姓]说[～话]	
ʂo	3	捨	
ʂo	5	学-勺-[~子]芍[～药花]	
ʂo	6	射-	
ʐo	3	惹	
ʨo	2	拙	
ʨio	3	扯	
ȵo	1	黏[～米︱～起来]	
ko	1	家-	
ko	2	痂夹-裌[～衣]挟[～菜]	
ko	5	过价-嫁架个[～人︱一～]给[～你︱供～]	
kʰo	1	掐	
kʰo	5	课	
ŋo	1	丫[～开，张开]	
ŋo	2	芽牙	
ŋo	5	伢[(小孩儿)]	
xo	1	哈[～腰]蝦[鱼～]瘊[扯～，气喘]	
xo	2	或=瞎-	
xo	5	货狭活合获=惑=窄-盒-[烟～]合[十～一升]	
xo	6	霍鹤贺=镬[(锅)]藿[～香]下-[底～]劐[(用刀劐开)]豁[～口︱～然︱～嘴]	
o	1	压鸭-鸦-桠[枝～]	
o	3	哑	
tsio	3	姐-	
tsio	5	借-	
dzio	2	斜-	
sio	3	写-洒-	
sio	6	射-	
ɕio	1	靴-	
io	2	爷-	
