ta	6	35b	大待(～客)袋大
ta	5	35	戴带
ta	3	11	打(～人)达
ta	2	34b	抬臺
ma	7	53	马码摸(凭扶)
ma	5	35	骂
ma	2	34b	麻痲
ma	1	44	妈(阿～:母亲)蟆(蛤～:蛤蟆)麦(荞～，又mə11)么(～个:什么)
pʰa	7	53	拍
pʰa	5	35	怕
pa	8	11b	杷(枇～)琶(琵～)白
pa	7	53	伯百
pa	6	35b	罢
pa	5	35	把(刀～)霸壩
pa	4	242b	□(～～:大便，对小孩说)
pa	3	11	把(一～刀)畀(给)
pa	2	34b	钯
pa	1	44	巴□(披)芭疤粑(～～:糍粑)
ya	3	11	□(扔，撒)
ʃya	7	53	□(～把:掸子，笤帚)
ʃya	3	11	刷
ʧʰya	1	44	圈
ʧya	4	242b	□(拿)
ʧya	2	34b	爪(～脚:鸡鸭的爪子。又tsau53)
ʧya	1	44	抓
ua	7	53	瓦
ua	5	35	话(～tʃʰiε11:告诉)
ua	3	11	袜(～儿)轭(牛～)
xua	7	53	法(使～:施法术)
xua	5	35	化画划
xua	3	11	胯(～tsɿ11:树的枝子|苦化切，此处读阴上)华(中～|～山)乏(缺～)猾(鸟～:狡猾)
xua	1	44	花
kʰua	7	53	垮
kʰua	1	44	夸
kua	5	35	卦挂
kua	3	11	剐寡括刮(～毛)
kua	1	44	瓜
ia	7	53	也野揖(唱～:作揖)
ia	5	35	亚夜(半～)又
ia	3	11	爷(老～)
ʃia	7	53	腋(～ka11:咯吱窝)
ʃia	5	35	泻
ʃia	3	11	写鹊(阿～:喜鹊)□(好～行，莫乱走:好好地走，别乱跑)
ɲia	3	11	入(交合)
ɲia	1	44	黏(粘贴，粘，挨近)
ʧʰia	7	53	喫(～亏)
ʧʰia	5	35	笡(歪斜)
ʧia	8	11b	席(草～)□(拃或跬)
ʧia	7	53	贾假(放～)涩脊
ʧia	6	35b	谢
ʧia	5	35	驾借
ʧia	3	11	甲□(尔～:那里)
ʧia	2	34b	茄(～儿:茄子)斜
ʧia	1	44	加□(～个:哪个。又tʃiε44)
lia	3	11	曆(～本)
lia	2	34b	□(困倦)
nia	2	34b	□(～家崽:小孩子)
tʰia	7	53	踢
tʰia	3	11	舔
tia	8	11b	笛
tia	7	53	扯□(拉扯)
tia	5	35	滴
tia	3	11	点(有～子冷:有点儿，又ti11、tiε11、tiεn53)
tia	1	44	爹
pʰia	7	53	劈
pʰia	3	11	□(山上斜坡)
pia	8	11b	□(挨靠)
pia	7	53	壁(墙～。木的叫壁，石头的叫墙)
o	7	53	恶
o	5	35	个(一～月。又ko35)饿
o	2	34b	鹅(～儿:鹅)蛾(～眉豆。又a11)禾(～苗)
o	1	44	嗰(结构助词，的)
xo	7	53	伙(～计)喝(饮:～酒;吸入)藿(～香)
xo	5	35	贺(恭～)货祸
xo	3	11	何火和(～气)合盒涸(干，旱)河荷
xo	1	44	菏(薄～)窠霍(～元甲)
ngo	5	35	硬
ngo	2	34b	鹹岩行(～路)桁(～条)
kʰo	7	53	可(～以)
kʰo	5	35	课(上～)
kʰo	3	11	咳扩(～大)确(～实)
kʰo	1	44	科
ko	7	53	果裹鸽(～崽:鸽子)佮(～合)
ko	5	35	个(tʃia44～:哪个。又o35)过
ko	3	11	杆(～芒:甘蔗。又kuən11)赶(～饭:拨饭)葛(～薯)各郭廓(轮～)
ko	1	44	哥(表～)歌箇(这)锅(～头煤:锅烟子)
so	8	11b	弱(体～)浊(～水)镯(～lo11:手镯)
so	7	53	所嗍
so	6	35b	昨(～晡日:昨天)□(瀑布，上头叫“～头”，下头叫“～底”)
so	5	35	潲散
so	4	242b	坐
so	3	11	锁鼠(liau34b～:竹鼠)伞霜(白～:霜)
so	2	34b	盛(～饭)
so	1	44	唆(啰～)蓑生(又sən11)牲甥声
tsʰo	7	53	戳
tsʰo	5	35	锉(錭～)措(～施)错趁牚(～伞)
tsʰo	3	11	炒
tsʰo	1	44	撑(～船)掺(掺兑:～水)搓(～衣板)
tso	7	53	桌捉
tso	5	35	左做罩正(又tsən35)
tso	3	11	找(找补:～钱)□(丈夫，男人)
tso	1	44	作(工～)争(正～月。又tsən35)
lo	7	53	□(蘸，粘裹)□(哄骗)
lo	3	11	腊蜡
lo	2	34b	罗锣箩脶
no	7	53	懒冷
no	5	35	糯闹难烂
no	2	34b	蓝难拦□(～起:围起来)
no	1	44	挼(搓)
tʰo	7	53	妥䍇(酒～:酒坛)
tʰo	5	35	炭
tʰo	3	11	毯(～儿)托
tʰo	1	44	拖摊滩
to	8	11b	垜(摞:～起)踏(踏碓舂米等。来自达合切)沓
to	7	53	搭答
to	6	35b	舵
to	5	35	担(～杆:扁担)
to	3	11	朵躲
to	2	34b	驼(～狗:驼背人的蔑称)痰弹(～琴)檀团
to	1	44	多单
mo	5	35	磨(～儿:磨子)
mo	3	11	魔
mo	2	34b	磨(～刀)茅(～草|～刀:镰刀)忘(～记)
pʰo	5	35	破
pʰo	1	44	坡
po	7	53	剥
po	6	35b	薄(～荷)铇(～儿:刨子)
po	5	35	簸(～一下|～箕)
po	3	11	饱
po	2	34b	婆匏(～tʰai11:大脖子病)
po	1	44	波玻(～璃)包胞(～衣:胎盘)
io	7	53	咬乐(音～)
io	5	35	坳(大路～:地名)岳(～丈)
io	3	11	学拗(折断)
ʃio	7	53	壳(～～:壳儿)□(男女关系不正常)
ʃio	5	35	孝(～顺)鉎(锈)姓
ʃio	3	11	醒擤学(开～)
ʃio	1	44	蟀(蟋～崽)星腥
ɲio	3	11	弱影(～儿:影子)□(怕～:害羞)
ɲio	2	34b	盈(～输:盈亏)赢
ʧʰio	3	11	尻(～儿:睾丸)请
ʧʰio	1	44	猜敲清轻青
ʧio	7	53	角(牛～)
ʧio	5	35	觉(na35～:睡觉)教窖校(～钟)
ʧio	3	11	觉(～悟)井(天～)颈
ʧio	2	34b	晴
ʧio	1	44	交(缴交)睛(眼～)
lio	3	11	略(省～)
lio	2	34b	螺
nio	7	53	岭领(领取，领子)
tʰio	5	35	听
tʰio	3	11	厅(下～)
tio	5	35	订钉
tio	3	11	鼎(～崽:装鱼的小篓)
tio	1	44	钉
mio	5	35	命
mio	2	34b	名
pio	6	35b	病
pio	5	35	屏(躲藏。卑正切)
pio	3	11	饼
pio	2	34b	凭平评坪瓶(～儿)
ə	7	53	得(记～。又tai53)
ə	1	44	儿(名词词尾)呃(佢～:他)了(语气词，表已经，相当于“了2”)□(还没有～:还没有呢)
xə	3	11	核(审～)
ngə	2	34b	尔你
kʰə	3	11	克刻(一～钟)
kə	3	11	革
kə	1	44	归(～来:回来)
sə	7	53	杀
sə	6	35b	寨
sə	3	11	涉设粟(高粱～:高粱)
sə	1	44	筛首(届～:兴安县地名)山(～头)□(用锯子锯)□(taŋ11b～:我家)□(路～:路上)
tsʰə	7	53	且
tsʰə	3	11	彻侧(～面)测(～量)择(选～)泽(用于人名)册策□(～儿:黍类)
tsə	7	53	者
tsə	3	11	浙则责
tsə	1	44	斋
lə	3	11	捋勒肋(边～骨:肋骨)
tʰə	3	11	特(～别)
tə	4	242b	□(～来:起来)
tə	3	11	德(道～)
mə	7	53	买
mə	5	35	卖迈
mə	3	11	麦(又ma44)
mə	2	34b	埋
pʰə	3	11	迫(压～)
pə	7	53	八
pə	6	35b	稗败
pə	5	35	拜
pə	3	11	摆柏
pə	2	34b	排牌簰
pə	1	44	跛(～狗:跛子的蔑称)
uə	7	53	挖
uə	5	35	坏
uə	3	11	滑
uə	2	34b	怀(～肚:怀孕，又uai11)
xuə	7	53	发(～财)罚(～钱:罚款)
xuə	3	11	活或(～者)
kʰuə	3	11	块快筷
kuə	5	35	怪(责怪:～你)
kuə	3	11	国(大～|中～)
iɛ	7	53	有(～钱)
iɛ	3	11	矮食(～饭。又sɿ11)
iɛ	2	34b	鞋
iɛ	1	44	耶(～稣)
ʃiɛ	7	53	瞎(～狗:瞎子的蔑称)
ʃiɛ	3	11	穴
ɲiɛ	3	11	业孽(造～)
ʧʰiɛ	7	53	出
ʧʰiɛ	3	11	浅□(话～:告诉)□(耿～:耿直)
ʧʰiɛ	1	44	迁牵
ʧiɛ	7	53	姐(～～)
ʧiɛ	5	35	届(～首:兴安地名)救
ʧiɛ	3	11	剪笕捡(～牛屎)□(一～路:一里路)
ʧiɛ	2	34b	豺(～狗)柴
ʧiɛ	1	44	街□(哪。又tʃia44)
liɛ	5	35	例□(掏搂出来)
liɛ	3	11	列烈
liɛ	1	44	咧(语气词，相当于“呢”)
tiɛ	8	11b	在□(佢在食倒饭～:他在吃着饭呢)
tiɛ	4	242b	弟(～～。又ti34b)啼(～号:哭)
tiɛ	3	11	点(～灯|一～。又ti11、tiεn53、tia11)
miɛ	7	53	□(陷落)
miɛ	3	11	灭
miɛ	1	44	搣(捏掐)
pʰiɛ	7	53	撇
pʰiɛ	3	11	偏(～开:让开)
pʰiɛ	1	44	偏
piɛ	3	11	扁匾
yɛ	3	11	越
ʃyɛ	3	11	雪(小～大～)
ʃyɛ	1	44	狮(～儿:狮子)蝎(～儿虫:蝎子)
ʧyɛ	7	53	桔(～儿)
ʧyɛ	6	35b	啄(～木鸟)□(～头:叩头)
ʧyɛ	4	242b	□(淋雨;～雨:淋雨)
ʧyɛ	3	11	决诀
ai	7	53	姨(～婆:姨妈)
xai	7	53	海黑
xai	5	35	亥害
xai	3	11	还(佢比我～高)谐(和～)
xai	1	44	咍(玩，耍)蟹(螃～)
ngai	5	35	艾□(锋利)
ngai	3	11	呆(～板)岩(～洞)
ngai	2	34b	捱
kʰai	7	53	凯
kʰai	1	44	概慨(气～)
kai	7	53	改解格
kai	5	35	介戒芥界
kai	1	44	该阶皆
sai	8	11b	才材贼(小偷)
sai	7	53	使(～法:施法术。又sɿ53)虱(～婆:虱子)塞(～壩)色粟(～米)
sai	6	35b	事就(做～嘎:做完了)
sai	5	35	嗉(鸡～袋)絮(棉:～裤|～被)四帅(元～)
sai	3	11	死
sai	2	34b	袖(衣～)
sai	1	44	疏(生～)腮鳃(鱼～)修
tsʰai	7	53	彩七漆膝
tsʰai	5	35	觑(看)蔡刺
tsʰai	1	44	蛆秋
tsai	7	53	仔崽宰挤鲫(～鱼)
tsai	5	35	再□(扭紧)
tsai	3	11	姊(～妹家)子(又tsɿ53)籽(～～:核儿)
lai	7	53	李里(～头)鲤(～鱼)粒(颗)
lai	5	35	赖利(唔～:不锋利)㸊(烫)立(～夏节)
lai	3	11	狸(白面～:果子)狸榴(石～儿:石榴)笠(～头:斗笠)栗(板～:栗子)力六
lai	2	34b	黎离(～开)篱(～笆)梨刘留流
lai	1	44	腻
nai	7	53	女
nai	5	35	耐奶(乳汁)二贰
nai	3	11	入(～来:进来)日(两～|有一个～:有一个月)□(觑～起:看不起)
nai	1	44	□(园～:菜园)□(掏，拿:～出来)
tʰai	5	35	态泰
tʰai	3	11	□(匏～:大脖子病)
tai	8	11b	侄直晨(朝～:早晨)
tai	7	53	得竹
tai	6	35b	住贷代地(土～)
tai	5	35	□(拿，端)□(扛:～柴)
tai	4	242b	苎(～麻)柱
tai	2	34b	迟(～到|来～嘎:来晚了)
tai	1	44	猪车(又tʃy44)
mai	3	11	抹没(无:～有)墨脉
pʰai	7	53	□(搧)□(庹)
pʰai	3	11	派
pai	8	11b	排(～球)□(砍)
pai	7	53	北
pai	2	34b	妇(新～:媳妇)
pai	1	44	飞(～蛾崽:飞蛾)
uai	3	11	怀(～念)
uai	1	44	歪
xuai	7	53	窟(～～:洞儿，眼儿)
xuai	3	11	发(头～)佛(供～:供菩萨)淮
xuai	2	34b	槐(～树)
kʰuai	5	35	会(～计)
kuai	7	53	拐(～子:扒手)骨
kuai	5	35	怪(妖～)
suai	7	53	率(～领)
səi	8	11b	随(～便)垂(永～不朽)绝(死～嘎:死绝了)
səi	7	53	雪
səi	6	35b	罪隧(～道)受寿
səi	5	35	碎岁虽(～然，声调特殊)
səi	3	11	手守
səi	2	34b	仇
səi	1	44	收
tsʰəi	7	53	睡(～嘎:睡着了)
tsʰəi	5	35	脆翠粹臭
tsʰəi	1	44	崔催炊抽
tsəi	5	35	最醉
tsəi	3	11	嘴(～巴)
tsəi	1	44	州
ləi	5	35	□(～儿:砻)
ləi	2	34b	雷(打～)
nəi	7	53	暖(～和)卵
nəi	5	35	乱(～来)
nəi	2	34b	圝(圆)
tʰəi	7	53	腿脱(扽～)
tʰəi	5	35	退
tʰəi	1	44	推(～土机)
təi	8	11b	夺(抢夺)
təi	6	35b	队
təi	5	35	对碓兑
təi	2	34b	□(阳物，用于骂人:尔晓得箇～)
təi	1	44	堆
məi	7	53	满每美(～国)
məi	5	35	妹(～～)慢
məi	3	11	煤(锅头～:锅烟子)
məi	2	34b	梅媒霉(发～)蛮瞒
pʰəi	5	35	配佩肺(猪～)
pʰəi	3	11	魄(魂～)
pʰəi	1	44	坯
pəi	8	11b	培蔔(萝～)
pəi	7	53	驳(～钱:借钱;拨款钵)驳(反～)
pəi	6	35b	倍背(～书)焙
pəi	5	35	贝背辈
pəi	4	242b	陪
pəi	2	34b	赔
pəi	1	44	碑
iəi	2	34b	油游□(～水:流得很慢的水)
iəi	1	44	忧
ʃiəi	3	11	朽(～嘎:朽了)
ʧuəi	6	35b	旧
ʧuəi	3	11	酒九久韭
ʧuəi	2	34b	求
uəi	7	53	委尾(年～:年底。又mi53)伟
uəi	5	35	爱外(～公|～婆)卫位未味(～道)魏慰胃谓
uəi	3	11	为(行～|因～)惟维(～持)唯微(细～)违
uəi	2	34b	蜈(～蚣叉:蜈蚣)鱼
uəi	1	44	煨威
xuəi	7	53	悔匪阔毁
xuəi	5	35	汇会(开～)废惠(实～)费讳彙
xuəi	3	11	茴(～香)
xuəi	2	34b	回(～润:回潮)
xuəi	1	44	开灰非(生是～:搬弄是非)妃挥辉徽痱(沙～儿:痱子)
kʰuəi	1	44	盔
kuəi	8	11b	逵(李～)葵(向日～)
kuəi	7	53	割(阉割:～猪)
kuəi	5	35	盖鳜桂癸
kuəi	1	44	规(～定)
yəi	2	34b	围
yəi	1	44	肥(给庄稼淋肥:～菜)
ʃyəi	3	11	水
ʧʰyəi	1	44	吹亏(喫～)
ʧyəi	6	35b	跪柜
ʧyəi	5	35	贵
ʧyəi	3	11	诡鬼
ʧyəi	2	34b	锤(～～:锤子)槌
ʧyəi	1	44	追龟纠
iau	3	11	姚谣尧
iau	2	34b	摇
iau	1	44	妖要(～求)
ʃiau	7	53	小(～学)
ʃiau	5	35	酵(发～)校(上～|学～)效
ʃiau	1	44	嚣
ʧʰiau	7	53	巧
ʧʰiau	5	35	翘窍
ʧʰiau	1	44	悄(讲～～事:讲悄悄话)
ʧiau	6	35b	撬(～开)
ʧiau	5	35	教(～育)
ʧiau	3	11	椒(海～:辣椒。又tʃiəu11)
ʧiau	1	44	胶蕉(芭～)骄(～傲)
liau	5	35	漏廖搂搂抱篓(～～:篓儿)
liau	3	11	捞(～得来:捞起来)疗(合作医～)辽
liau	2	34b	楼
tiau	7	53	鸟(～猾:乖巧)
miau	7	53	秒渺(～小)藐(～视:看不起)
miau	5	35	妙(巧～)
miau	3	11	描
miau	1	44	猫
piau	7	53	表(～哥)錶
au	7	53	吆叫厚後(～日晡:后天)
au	5	35	沤
au	3	11	呕(～吐)
au	2	34b	牛
au	1	44	瓯(～崽:酒杯)
xau	5	35	去耗号後(～门)
xau	3	11	毫豪壕号(tiε242b～:哭)口
xau	1	44	蒿(茼～菜)□(丢失东西)
ngau	5	35	奥澳(～门)
ngau	2	34b	熬
kʰau	7	53	考烤
kʰau	5	35	裤靠(又kʰu35)扣
kʰau	1	44	抠眍
kau	7	53	稿(草～)搞(乱～)
kau	3	11	狗
kau	1	44	膏糕勾沟(阴～)钩阄镐(洋～)
sau	8	11b	锄(䦆～:锄头)
sau	7	53	嫂缩
sau	6	35b	皂造(～孽:可怜)兆
sau	5	35	少(～年)韶(～山)绍嗽瘦
sau	4	242b	贮(～倒:积攒。直吕切)
sau	3	11	数(～钱)
sau	1	44	梳搜馊
tsʰau	5	35	凑躁(急～)
tsʰau	3	11	取(取出:～钱;解开，解除:～衣|～开|～脱)
tsʰau	1	44	初操抄钞超
tsau	7	53	爪(鸡～酒:枳椇果实浸泡的酒。又tʃya34b)□(剁)
tsau	3	11	走(跑)
tsau	1	44	召昭沼(～气)□(蹲)
lau	7	53	恼(～火)脑(伤～筋)老(又ləu53)
lau	3	11	头(户～。又tau34b)唠(见“叨”)涝(旱～)
nau	5	35	皱
nau	3	11	蹂(踩踏)
nau	2	34b	软(训读，本字“柔”)
tʰau	5	35	套(手～)透
tʰau	3	11	敨(～一下)
tʰau	1	44	滔(罪恶～天)偷
tau	8	11b	陶(～器)导(领～)
tau	7	53	岛捣
tau	6	35b	豆道
tau	5	35	斗(～起|莫好和佢～:别跟他斗)
tau	3	11	陡斗
tau	2	34b	头(又lau11)
tau	1	44	逗(莫～佢)蔸(棵:一～树|一～菜)叨(唠里唠～)
mau	7	53	卯
mau	5	35	冒貌
mau	3	11	矛
mau	2	34b	毛(寒～。又mu34b)
mau	1	44	醭(当另有本字)
pʰau	7	53	跑(～步)
pʰau	5	35	泡(起～)炮
pʰau	1	44	抛雹
pau	8	11b	袍(旗～)
pau	7	53	宝保(～卫|～证)堡
pau	6	35b	暴
pau	5	35	报(～纸)豹爆
pau	4	242b	叔(～～:叔父。训读，应另有本字)
pau	1	44	包(～崽:扣子)苞(～谷)
yəi	5	35	沃(土地肥沃)
iəu	7	53	舀友(朋～)酉
iəu	5	35	要(～紧)鹞右诱釉幼(～儿园)
iəu	3	11	尤(～其)邮(～局)由(理～)药育油(又iəi34b)游(又iəi34b)
iəu	2	34b	窑(瓦～)
iəu	1	44	腰邀(～请)
ʃiəu	7	53	削用刀削
ʃiəu	5	35	笑秀绣兽旭(～日东升)
ʃiəu	3	11	晓(～得:知道)
ʃiəu	1	44	消(消退)宵(通～)硝销(～不去)鞘(刀～)萧箫休
ʧʰiəu	3	11	雀
ʧʰiəu	1	44	锹(铁～)缲秋(～千)鳅
ʧiəu	8	11b	球
ʧiəu	7	53	脚
ʧiəu	6	35b	轿
ʧiəu	5	35	醮(打～)
ʧiəu	3	11	绞椒(胡～，又tʃiau11)剿(～匪)灸饺(～儿)
ʧiəu	2	34b	乔侨荞(～麦)桥
ʧiəu	1	44	焦娇浇(～水:淋水，这是老的说法，现少用)究
liəu	7	53	了(～嘎:了结)柳
liəu	5	35	料
liəu	3	11	绿琉硫
liəu	2	34b	燎(～菜)撩(撩逗)
niəu	5	35	尿
tʰiəu	5	35	跳
tʰiəu	3	11	斢(调换)
tʰiəu	1	44	挑(挑出)
tiəu	6	35b	调(～动|彩～)
tiəu	5	35	弔钓
tiəu	3	11	鸟
tiəu	2	34b	条调
tiəu	1	44	朝(食～晨饭:吃早饭)刁貂雕□(用扁担一头挑在肩上)
miəu	5	35	庙
miəu	2	34b	苗
pʰiəu	5	35	漂(～倒:浸泡着)漂(～亮)票(～儿:钞票|车～)
pʰiəu	1	44	飘
piəu	2	34b	嫖瓢
