		1陰平24 2陽平213 3上聲55 5陰去52  6陽去31 7陰入32 8陽入24
ɕye5	遂	
ɕye5	睢	
ɕye5	税	
ɕye5	睡	
ʑye2	谁	
ʑye2	隋	
ʑye2	垂	
ʑye6	罪	
ʑye6	瑞	
ye3	蕊	
ye6	锐	
ye6	芮	文读
ɿe2	柔	
po1	巴	
po1	芭	
po1	疤	
po1	笆	
po1	把	
po1	扒	~在背上
po3	靶	
po3	把	一~草
po5	坝	
po5	霸	
pʰo5	怕	
bo2	爬	
bo2	琶	
bo2	掱	
bo6	罢	
bo6	耙	
bo6	葩	
mo2	麻	
mo3	马	
mo3	码	
mo3	玛	
mo3	蚂	
mo6	骂	
ko1	瓜	
ko1	家	白读
ko3	寡	
ko5	挂	
ko5	架	白读
ko5	褂	
ko5	嫁	白读
kʰo1	夸	
kʰo3	卡	
kʰo3	垮	
kʰo3	胯	
kʰo5	跨	
ɡo2	□	刻：~钢板
ŋo1	鸦	
ŋo1	桠	劝人吃饭喝酒
ŋo2	牙	
ŋo2	芽	
ŋo2	伢	小~儿
ŋo2	□	啃食物：~玉米
ŋo3	瓦	
ŋo3	佤	
ŋo3	哑	
ŋo5	垩	
ŋo6	桠	
ŋo6	丫	
xo1	花	
xo3	□	碎：消失
xo5	化	
xo5	花	叫~子
ɣo2	华	
ɣo2	哗	白读
ɣo6	下	白读
ɣo6	夏	白读
ɣo6	虾	
ɣo6	划	文读
ɣo6	画	文读
ɣo6	话	文读
o1	□	取出，拿出
o3	□	呕吐
o5	□	凹
o6	划	白读
o6	画	白读
o6	话	白读
ʨyo1	抓	
ʨyo1	渣	
ʨyo1	查	姓
ʨyo3	假	白读
ʨyo3	爪	
ʨyo5	炸	
ʨyo5	诈	
ʨyo5	榨	
ʨʰyo1	叉	
ʨʰyo1	差	相~
ʨʰyo5	岔	
ʥyo2	查	
ʥyo2	茶	
ʥyo6	昨	文读
ɕyo1	沙	
ɕyo1	莎	
ɕyo1	砂	
ɕyo1	唦	
ɕyo3	□	碎：消失
ɕyo5	晒	白读
ʑyo2	□	~子：瘫痪的人:;鱼虾变质或人四肢无力散架
ʑyo6	昨	白读
pɵ1	波	
pɵ1	菠	
pɵ1	玻	
pɵ1	□	不平
pɵ3	跛	
pɵ5	簸	
pʰɵ1	坡	
pʰɵ3	叵	
pʰɵ5	破	
bɵ2	婆	
bɵ6	薄	~荷
mɵ2	魔	
mɵ2	摩	
mɵ2	磨	
mɵ2	模	
mɵ3	母	
mɵ6	沫	
mɵ6	磨	~子
mɵ6	暮	
mɵ6	慕	
tɵ1	多	
tɵ3	朵	
tɵ3	躲	
tɵ5	剁	
tɵ5	垛	
tʰɵ1	拖	
tʰɵ3	妥	
tʰɵ3	椭	
tʰɵ5	脱	~皮
dɵ2	驮	
dɵ2	驼	
dɵ6	奪	
dɵ6	大	白读
nɵ2	奴	
nɵ2	挪	
nɵ3	努	
nɵ6	怒	
lɵ1	缧	绞紧
lɵ1	溜	
lɵ2	刘	
lɵ2	浏	
lɵ2	留	
lɵ2	瘤	
lɵ2	流	
lɵ2	箩	
lɵ3	虏	
lɵ3	柳	
lɵ6	镙	
lɵ6	螺	
lɵ6	缫	~丝
lɵ6	啰	
ʦɵ3	左	
ʦɵ3	佐	
ʦɵ5	做	
ʦʰɵ1	搓	
ʦʰɵ3	□	干：打
ʦʰɵ5	错	
ʦʰɵ5	锉	
ʦʰɵ5	挫	
sɵ1	梭	
sɵ3	锁	
zɵ2	矬	锯掉一点
zɵ6	坐	
zɵ6	座	
kɵ1	锅	
kɵ1	过	超
kɵ1	哥	
kɵ1	戈	
kɵ3	果	
kɵ3	裹	
kɵ5	过	~去
kɵ5	个	
kʰɵ1	窝	
kʰɵ1	科	
kʰɵ1	苛	
kʰɵ3	可	
kʰɵ5	课	
ŋɵ2	俄	
ŋɵ2	鹅	
ŋɵ2	峨	
ŋɵ2	娥	
ŋɵ2	蛾	
ŋɵ2	锇	
ŋɵ2	讹	
ŋɵ3	我	
ŋɵ6	饿	
xɵ1	烀	蒸：~馒头
xɵ3	火	
xɵ3	伙	
xɵ3	合	又读
xɵ5	货	
xɵ5	和	
ɣɵ2	何	
ɣɵ2	河	
ɣɵ2	荷	
ɣɵ6	贺	
ɣɵ6	和	一唱一~
ɣɵ6	祸	
ɵ1	屙	
ɵ1	哦	
ɵ6	哦	应答
tiɵ1	丢	
tiɵ5	堕	
ʨiɵ1	纠	
ʨiɵ1	绉	
ʨiɵ1	阉	
ʨiɵ3	酒	
ʨiɵ3	久	
ʨiɵ3	九	
ʨiɵ3	玖	
ʨiɵ5	究	
ʨiɵ5	疚	
ʨiɵ5	灸	
ʨiɵ5	救	
ʨʰiɵ1	丘	
ʨʰiɵ1	邱	
ʨʰiɵ1	蚯	
ʨʰiɵ1	秋	
ʨʰiɵ1	萩	
ʨʰiɵ1	鳅	
ʨʰiɵ3	揪	
ʥiɵ2	求	
ʥiɵ2	球	
ʥiɵ2	逑	
ʥiɵ2	裘	
ʥiɵ2	仇	姓
ʥiɵ2	虬	
ʥiɵ2	酋	
ʥiɵ2	遒	
ʥiɵ6	旧	
ʥiɵ6	舅	
ʥiɵ6	臼	
ȵiɵ2	牛	文读
ȵiɵ2	揉	
ȵiɵ3	纽	
ȵiɵ3	妞	
ȵiɵ3	扭	
ȵiɵ3	纽	
ȵiɵ6	□	~头~脚
ɕiɵ1	休	
ɕiɵ1	修	
ɕiɵ3	朽	
ɕiɵ5	溴	
ʑiɵ2	□	~毛：去毛
ʑiɵ2	囚	
ʑiɵ2	泅	
ʑiɵ6	就	
ʑiɵ6	蹴	
iɵ1	优	
iɵ1	忧	
iɵ1	幽	
iɵ1	悠	
iɵ2	尤	
iɵ2	犹	
iɵ2	游	
iɵ2	由	
iɵ2	油	
iɵ2	邮	
iɵ2	柚	
iɵ2	铀	
iɵ2	猷	
iɵ3	有	
iɵ3	友	
iɵ3	酉	
iɵ5	幼	
iɵ5	囿	
iɵ5	诱	
iɵ6	又	
iɵ6	莠	
iɵ6	右	
iɵ6	佑	
iɵ6	釉	
ɚ2	儿	
ɚ3	耳	
ɚ3	饵	
ɚ3	而	
ɚ3	迩	
ɚ3	尔	
ɚ6	二	
ɚ6	贰	
pã1	班	
pã1	斑	
pã1	癍	
pã1	颁	
pã1	蓖	
pã1	扳	
pã1	钣	
pã1	般	又读
pã1	瘢	
pã3	板	
pã3	版	
pã3	钣	
pã3	坂	
pã3	瓣	
pã5	扮	
pʰã1	绊	
pʰã5	攀	
pʰã5	盼	
pʰã5	襻	鞋~子
bã2	爿	
bã2	爬	又读
bã2	□	~
bã6	办	
bã6	□	锣声：咚咚~
mã1	蛮	很~好
mã2	蛮	不讲理：缠~
mã6	曼	
mã6	慢	
mã6	蔓	
mã6	漫	
fã1	番	
fã1	翻	
fã1	帆	
fã3	反	
fã3	返	
fã5	贩	
fã5	乏	又读
fã5	泛	
vã2	凡	
vã2	矾	
vã2	樊	
vã2	烦	
vã2	藩	
vã6	饭	
vã6	犯	
vã6	范	
tã1	丹	
tã1	单	~数
tã1	耽	
tã1	担	~心
tã3	胆	
tã3	疸	
tã3	掸	又读
tã5	旦	
tã5	担	重~
tã5	诞	
tʰã1	滩	
tʰã1	摊	
tʰã1	瘫	
tʰã3	袒	
tʰã3	毯	
tʰã3	坦	
tʰã5	叹	
tʰã5	炭	
tʰã5	坍	
dã2	谈	
dã2	痰	
dã2	弹	~簧
dã2	坛	
dã2	檀	
dã2	谭	
dã6	淡	
dã6	蛋	
dã6	氮	
dã6	但	
dã6	弹	子~
nã2	难	困~
nã3	罱	~泥
nã6	难	灾~
lã2	兰	
lã2	拦	
lã2	栏	
lã2	蓝	
lã3	懒	
lã3	览	
lã3	缆	
lã3	揽	
lã6	烂	
lã6	滥	
ʦã1	盏	
ʦã1	㔍	用刀剁：~肉
ʦã3	斩	
ʦã3	崭	
ʦã5	赞	
ʦã5	站	
ʦã5	蘸	
ʦʰã1	参	
ʦʰã1	掺	
ʦʰã1	搀	
ʦʰã3	产	
ʦʰã3	铲	
ʦʰã3	惨	又读
ʦʰã5	灿	
ʦʰã5	孱	
ʦʰã5	粲	
ʦʰã5	璨	
ʣã2	惭	
ʣã2	残	
ʣã2	赚	
ʣã6	暂	
ʣã6	栈	
ʣã6	绽	
ʣã6	嶃	陡
sã1	山	
sã1	赸	追赶
sã1	删	
sã1	三	
sã1	杉	
sã1	衫	
sã1	闩	
sã3	伞	
sã3	散	
sã3	馓	
sã5	散	又读
zã2	馋	
zã2	尝	
kã1	监	
kã1	尴	
kã1	间	房~
kã3	拣	
kã3	碱	
kã5	间	隔：~几天
kã5	干	又读
kʰã1	铅	
kʰã1	鹐	啄
kʰã3	槛	
kʰã3	舰	
kʰã5	嵌	
gã2	钳	~手
gã2	□	~子：小棺
gã6	□	插，挤：~
ŋã1	淹	
ŋã2	颜	
ŋã2	癌	
ŋã2	岩	
ŋã2	□	~~：正好
ŋã3	眼	
ŋã5	晏	迟：他来~了
ŋã6	雁	
xã1	□	慢：行动拖沓
xã3	给	白读
xã3	喊	
ɣã2	咸	
ɣã2	闲	白读
ɣã2	啣	
ɣã6	陷	白读
ɣã6	限	白读
ɣã6	苋	
kuã1	关	
kuã1	鳏	
kuã3	管	又读
kuã5	惯	
kʰuã1	□	插进夹住：夹针~住头发
guã2	环	
guã3	掼	
xuã1	豩	
xuã5	□	幌，左右或前后摆动
ɣuã2	还	文读，~债
ɣuã6	幻	
ɣuã6	患	
ɣuã6	宦	
uã1	弯	
uã1	湾	
uã2	玩	
uã2	还	白读
uã2	顽	
uã3	挽	
uã3	晚	
uã5	绾	绕
uã7	万	
pʊ̃1	搬	
pʊ̃5	半	
pʰʊ̃1	潘	
pʰʊ̃1	拼	又读
pʰʊ̃5	判	
pʰʊ̃5	叛	
bʊ̃2	盘	
bʊ̃2	般	
bʊ̃2	磐	
bʊ̃2	蟠	
bʊ̃6	伴	
bʊ̃6	拌	
mʊ̃2	鳗	
mʊ̃2	馒	
mʊ̃2	瞒	
mʊ̃3	满	
mʊ̃6	幕	
tʊ̃1	端	
tʊ̃3	短	
tʊ̃3	箪	
tʊ̃5	锻	
tʊ̃5	簖	
tʊ̃5	断	~定
tʰʊ̃1	贪	
tʰʊ̃5	探	
dʊ̃2	团	
dʊ̃2	潭	
dʊ̃6	断	折~
nʊ̃2	男	
nʊ̃2	南	
nʊ̃2	楠	
nʊ̃3	暖	
lʊ̃2	娈	
lʊ̃2	峦	
lʊ̃2	恋	又读
lʊ̃2	孪	
lʊ̃2	栾	
lʊ̃2	□	收集，拼拢：把草~~堆
lʊ̃3	卵	睾丸
lʊ̃6	乱	
kʊ̃1	干	晒~
kʊ̃1	甘	
kʊ̃1	官	
kʊ̃1	观	
kʊ̃3	敢	
kʊ̃3	赶	
kʊ̃3	擀	
kʊ̃3	秆	
kʊ̃3	竿	
kʊ̃3	感	
kʊ̃3	管	
kʊ̃5	干	~部
kʰʊ̃1	宽	
kʰʊ̃1	堪	
kʰʊ̃1	龛	
kʰʊ̃1	看	~守
kʰʊ̃3	刊	
kʰʊ̃3	坎	
kʰʊ̃3	侃	
kʰʊ̃3	款	
kʰʊ̃3	□	盖
kʰʊ̃5	看	
gʊ̃2	□	身体向前倾
xʊ̃1	欢	
xʊ̃1	獾	
xʊ̃5	汉	
xʊ̃5	奂	
xʊ̃5	唤	
xʊ̃5	焕	
xʊ̃5	痪	
xʊ̃5	翰	
ɣʊ̃2	韩	
ɣʊ̃2	寒	
ɣʊ̃2	含	
ɣʊ̃2	函	
ɣʊ̃2	涵	
ɣʊ̃6	旱	
ɣʊ̃6	焊	
ɣʊ̃6	捍	
ɣʊ̃6	汗	
ɣʊ̃6	憾	
ʊ̃1	安	
ʊ̃1	氨	
ʊ̃1	按	
ʊ̃1	鞍	
ʊ̃1	庵	
ʊ̃2	完	
ʊ̃2	丸	
ʊ̃3	宛	
ʊ̃3	碗	
ʊ̃3	惋	
ʊ̃3	腕	
ʊ̃3	缓	
ʊ̃3	媛	
ʊ̃3	皖	
ʊ̃5	暗	
ʊ̃5	案	
ʊ̃6	换	
ʊ̃6	岸	
ʨyʊ̃1	专	
ʨyʊ̃1	砖	
ʨyʊ̃1	娟	
ʨyʊ̃1	捐	
ʨyʊ̃1	绢	
ʨyʊ̃1	鹃	
ʨyʊ̃1	钻	
ʨyʊ̃1	眷	
ʨyʊ̃3	卷	
ʨyʊ̃5	转	
ʨyʊ̃5	撰	
ʨyʊ̃5	钻	~头
ʨʰyʊ̃1	穿	
ʨʰyʊ̃1	川	
ʨʰyʊ̃1	圈	
ʨʰyʊ̃1	汆	~鲜鱼汤
ʨʰyʊ̃1	蹿	拉肚子的隐语
ʨʰyʊ̃3	喘	
ʨʰyʊ̃3	窜	
ʨʰyʊ̃3	惨	
ʨʰyʊ̃5	串	
ʨʰyʊ̃5	窜	又读
ʨʰyʊ̃5	劝	
ʥyʊ̃2	传	
ʥyʊ̃2	拳	
ʥyʊ̃2	权	
ʥyʊ̃2	椽	
ʥyʊ̃6	篆	
ʥyʊ̃6	倦	
ʥyʊ̃6	传	~记
ʥyʊ̃6	圈	猪~
ɕyʊ̃1	宣	
ɕyʊ̃1	酸	
ɕyʊ̃3	选	
ɕyʊ̃3	软	又读
ɕyʊ̃5	算	
ɕyʊ̃5	祘	
ɕyʊ̃5	蒜	
ɕyʊ̃5	楦	
ʑyʊ̃2	泉	
ʑyʊ̃2	船	
ʑyʊ̃2	悬	
ʑyʊ̃2	玄	
ʑyʊ̃2	弦	
ʑyʊ̃2	全	
ʑyʊ̃2	荃	
yʊ̃1	冤	
yʊ̃1	渊	
yʊ̃1	怨	
yʊ̃2	元	
yʊ̃2	园	
yʊ̃2	沅	
yʊ̃2	员	
yʊ̃2	圆	
yʊ̃2	袁	
yʊ̃2	辕	
yʊ̃2	猿	
yʊ̃2	原	
yʊ̃2	源	
yʊ̃2	缘	
yʊ̃3	远	
yʊ̃3	援	
yʊ̃3	软	
yʊ̃5	怨	又读
yʊ̃6	浣	
yʊ̃6	愿	
yʊ̃6	苑	
pɪ̃1	边	
pɪ̃1	鳊	
pɪ̃1	蝙	
pɪ̃3	扁	
pɪ̃3	匾	
pɪ̃3	贬	
pɪ̃5	变	
pʰɪ̃1	编	
pʰɪ̃1	篇	
pʰɪ̃5	骗	
pʰɪ̃5	片	
bɪ̃2	便	~宜
bɪ̃6	便	方~
bɪ̃6	辩	
bɪ̃6	辨	
bɪ̃6	辫	
bɪ̃6	卞	
bɪ̃6	汴	
mɪ̃2	棉	
mɪ̃2	绵	
mɪ̃2	眠	
mɪ̃3	免	
mɪ̃3	勉	
mɪ̃3	娩	
mɪ̃3	冕	
mɪ̃6	面	
mɪ̃6	缅	
mɪ̃6	腼	
tɪ̃1	颠	
tɪ̃1	巅	
tɪ̃1	癫	
tɪ̃3	点	
tɪ̃3	典	
tɪ̃3	碘	
tɪ̃3	㥏	
tɪ̃5	店	
tɪ̃5	踮	
tɪ̃5	惦	
tɪ̃5	惦	
tʰɪ̃1	天	
tʰɪ̃1	添	
tʰɪ̃3	舔	
tʰɪ̃5	掭	
tʰɪ̃5	□	~骨头
dɪ̃2	田	
dɪ̃2	佃	
dɪ̃2	钿	
dɪ̃2	恬	
dɪ̃2	甜	
dɪ̃2	填	
dɪ̃6	电	
dɪ̃6	佃	
dɪ̃6	垫	
dɪ̃6	殿	
dɪ̃6	淀	
dɪ̃6	腚	
lɪ̃2	连	
lɪ̃2	莲	
lɪ̃2	鲢	
lɪ̃2	联	
lɪ̃2	廉	
lɪ̃2	帘	
lɪ̃3	脸	
lɪ̃3	睑	
lɪ̃3	殓	
lɪ̃6	縺	
lɪ̃6	链	
lɪ̃6	縺	
lɪ̃6	炼	
lɪ̃6	恋	
ʨɪ̃1	尖	
ʨɪ̃1	煎	
ʨɪ̃1	坚	
ʨɪ̃1	兼	
ʨɪ̃1	搛	~菜
ʨɪ̃1	奸	
ʨɪ̃1	间	又读
ʨɪ̃1	艰	
ʨɪ̃3	展	
ʨɪ̃3	剪	
ʨɪ̃3	检	
ʨɪ̃3	茧	
ʨɪ̃3	简	
ʨɪ̃3	謇	
ʨɪ̃5	箭	
ʨɪ̃5	占	
ʨɪ̃5	沾	
ʨɪ̃5	建	
ʨɪ̃5	战	
ʨɪ̃5	荐	
ʨɪ̃5	牮	~屋
ʨɪ̃5	见	
ʨʰɪ̃1	千	
ʨʰɪ̃1	纤	
ʨʰɪ̃1	迁	
ʨʰɪ̃1	钎	
ʨʰɪ̃1	签	
ʨʰɪ̃1	椠	~皮
ʨʰɪ̃1	牵	
ʨʰɪ̃1	谦	
ʨʰɪ̃1	骞	
ʨʰɪ̃3	浅	
ʨʰɪ̃5	欠	
ʨʰɪ̃5	芡	
ʨʰɪ̃5	歉	
ʨʰɪ̃5	纤	背~
ʨʰɪ̃5	遣	
ʨʰɪ̃5	茜	
ʨʰɪ̃5	倩	
ʨʰɪ̃5	堑	
ʥɪ̃2	钳	又读
ʥɪ̃2	缠	
ʥɪ̃2	黔	
ʥɪ̃2	虔	
ʥɪ̃2	乾	
ʥɪ̃2	潜	
ʥɪ̃2	婵	
ʥɪ̃2	蝉	
ʥɪ̃6	健	
ʥɪ̃6	件	
ʥɪ̃6	俭	
ȵɪ̃1	拈	
ȵɪ̃2	年	
ȵɪ̃2	严	
ȵɪ̃2	阎	
ȵɪ̃2	粘	
ȵɪ̃2	研	
ȵɪ̃3	你	
ȵɪ̃3	辇	
ȵɪ̃3	辗	
ȵɪ̃3	碾	
ȵɪ̃3	捻	
ȵɪ̃3	染	
ȵɪ̃3	研	又读
ȵɪ̃3	拟	
ȵɪ̃6	念	
ȵɪ̃6	埝	
ȵɪ̃6	验	
ȵɪ̃6	砚	
ɕɪ̃1	先	
ɕɪ̃1	籼	
ɕɪ̃1	仙	
ɕɪ̃1	鲜	
ɕɪ̃3	显	
ɕɪ̃3	险	
ɕɪ̃3	蚬	
ɕɪ̃5	线	
ɕɪ̃5	宪	
ɕɪ̃5	羡	
ɕɪ̃5	献	
ɕɪ̃5	腺	
ɕɪ̃5	扇	
ʑɪ̃2	前	
ʑɪ̃2	钱	
ʑɪ̃2	嫌	
ʑɪ̃2	闲	
ʑɪ̃2	娴	
ʑɪ̃2	弦	又读
ʑɪ̃2	舷	
ʑɪ̃2	贤	
ʑɪ̃6	现	
ʑɪ̃6	单	姓
ʑɪ̃6	陷	
ʑɪ̃6	县	
ʑɪ̃6	馅	
ɪ̃1	烟	
ɪ̃1	胭	
ɪ̃1	焉	
ɪ̃2	言	
ɪ̃2	簷	
ɪ̃2	妍	
ɪ̃2	盐	
ɪ̃2	延	
ɪ̃2	蜒	
ɪ̃2	炎	
ɪ̃2	沿	
ɪ̃2	衍	
ɪ̃2	俨	
ɪ̃3	演	
ɪ̃3	魇	发~：说梦话，梦中哭笑、呼叫
ɪ̃5	厌	
ɪ̃5	燕	
ɪ̃5	咽	
ɪ̃5	焰	
ɪ̃5	宴	
ɪ̃5	偃	
ɪ̃5	晏	又读
ɪ̃5	唁	
ɪ̃5	谚	
ɪ̃6	腌	
liẽ2	凉	
liẽ2	良	
liẽ2	粮	
liẽ2	梁	
liẽ2	粱	
liẽ2	量	
liẽ3	两	
liẽ3	俩	
liẽ6	亮	
liẽ6	量	重~
liẽ6	谅	
liẽ6	晾	
ʨiẽ1	姜	
ʨiẽ1	江	
ʨiẽ1	将	
ʨiẽ1	浆	
ʨiẽ1	僵	
ʨiẽ1	缰	
ʨiẽ1	疆	
ʨiẽ3	讲	
ʨiẽ3	奖	
ʨiẽ3	浆	
ʨiẽ3	蒋	
ʨiẽ5	将	上~
ʨiẽ5	酱	
ʨiẽ5	涤	
ʨiẽ5	降	
ʨiẽ5	弶	
ʨʰiẽ1	呛	
ʨʰiẽ1	枪	
ʨʰiẽ1	腔	
ʨʰiẽ1	羌	又读
ʨʰiẽ1	锵	
ʨʰiẽ3	强	勉~
ʨʰiẽ3	抢	
ʨʰiẽ3	羟	
ʨʰiẽ5	戗	关闭、支撑：把鸡窝门~住
ʥiẽ2	强	
ʥiẽ6	犟	
ȵiẽ1	骧	
ȵiẽ2	娘	
ȵiẽ3	仰	
ȵiẽ6	孃	~~：姑母
ɕiẽ1	香	
ɕiẽ1	乡	
ɕiẽ1	相	互~
ɕiẽ1	箱	
ɕiẽ3	想	
ɕiẽ3	响	
ɕiẽ3	晌	
ɕiẽ3	飨	
ɕiẽ5	向	
ɕiẽ5	相	~片
ʑiẽ2	详	
ʑiẽ2	祥	
ʑiẽ2	庠	
ʑiẽ2	翔	
ʑiẽ2	墙	
ʑiẽ2	降	投~
ʑiẽ6	象	
ʑiẽ6	像	
ʑiẽ6	项	
iẽ1	央	
iẽ1	秧	
iẽ1	泱	
iẽ1	鞅	
iẽ1	殃	
iẽ2	羊	
iẽ2	洋	
iẽ2	佯	
iẽ2	扬	
iẽ2	杨	
iẽ2	阳	
iẽ3	养	
iẽ3	痒	
iẽ3	氧	
iẽ6	样	
iẽ6	恙	
iẽ6	漾	
iẽ6	烊	
iẽ6	怏	
pɛ̃1	奔	
pɛ̃1	锛	
pɛ̃1	贲	
pɛ̃1	栟	~茶：地名
pɛ̃3	本	
pɛ̃3	苯	
pɛ̃5	奔	又读
pɛ̃5	□	不曾的合音
pʰɛ̃1	喷	
pʰɛ̃1	烹	
pʰɛ̃5	喷	~嚏
bɛ̃2	盆	
bɛ̃6	笨	
mɛ̃1	闷	低头
mɛ̃2	门	
mɛ̃2	们	
mɛ̃2	扪	
mɛ̃6	闷	
mɛ̃6	焖	
mɛ̃6	㼂	裂纹
fɛ̃1	分	
fɛ̃1	芬	
fɛ̃1	吩	
fɛ̃1	纷	
fɛ̃3	汾	
fɛ̃3	粉	
fɛ̃5	粪	
fɛ̃5	畚	~箕
vɛ̃2	坟	
vɛ̃2	焚	
vɛ̃6	愤	
vɛ̃6	奋	
vɛ̃6	份	
vɛ̃6	氛	
vɛ̃6	忿	
tɛ̃1	灯	
tɛ̃1	登	
tɛ̃1	墩	
tɛ̃1	敦	
tɛ̃1	吨	
tɛ̃1	蹲	
tɛ̃1	扽	用手抓住一根绳的两头用力拉：~断
tɛ̃3	等	
tɛ̃3	戥	
tɛ̃5	凳	
tɛ̃5	顿	
tɛ̃5	吨	又读
tɛ̃5	燉	
tʰɛ̃1	吞	
tʰɛ̃3	氽	
tʰɛ̃5	脱	白读
dɛ̃2	疼	
dɛ̃2	腾	
dɛ̃2	滕	
dɛ̃2	藤	
dɛ̃2	誊	
dɛ̃6	邓	
dɛ̃6	钝	
dɛ̃6	盾	
dɛ̃6	囤	
nɛ̃2	能	
nɛ̃6	嫩	
lɛ̃2	仑	
lɛ̃2	轮	
lɛ̃2	伦	
lɛ̃2	沦	
lɛ̃2	纶	
lɛ̃2	棱	
lɛ̃3	冷	
lɛ̃6	论	
lɛ̃6	愣	
lɛ̃6	□	说话结巴
ʦɛ̃1	真	
ʦɛ̃1	针	
ʦɛ̃1	珍	
ʦɛ̃1	增	
ʦɛ̃1	憎	
ʦɛ̃1	贞	
ʦɛ̃1	桢	
ʦɛ̃1	争	
ʦɛ̃1	睁	
ʦɛ̃1	筝	
ʦɛ̃1	睁	
ʦɛ̃1	筝	
ʦɛ̃1	峥	
ʦɛ̃1	诤	
ʦɛ̃1	蒸	
ʦɛ̃1	蓁	
ʦɛ̃1	榛	
ʦɛ̃1	甄	
ʦɛ̃1	箴	
ʦɛ̃1	怔	
ʦɛ̃3	整	
ʦɛ̃3	怎	
ʦɛ̃3	枕	
ʦɛ̃3	振	
ʦɛ̃3	拯	
ʦɛ̃5	正	
ʦɛ̃5	怔	
ʦɛ̃5	证	
ʦɛ̃5	症	
ʦɛ̃5	政	
ʦɛ̃5	赈	
ʦɛ̃5	镇	
ʦɛ̃5	朕	
ʦɛ̃5	圳	
ʦɛ̃5	震	
ʦʰɛ̃1	称	
ʦʰɛ̃1	撑	
ʦʰɛ̃3	□	
ʦʰɛ̃5	秤	
ʦʰɛ̃5	衬	
ʦʰɛ̃5	剩	
ʣɛ̃2	陈	
ʣɛ̃2	成	
ʣɛ̃2	程	
ʣɛ̃2	岑	
ʣɛ̃2	曾	
ʣɛ̃2	橙	
ʣɛ̃2	乘	
ʣɛ̃6	阵	
ʣɛ̃6	郑	
ʣɛ̃6	□	使劲多吃
sɛ̃1	升	
sɛ̃1	生	
sɛ̃1	笙	
sɛ̃1	甥	
sɛ̃1	申	
sɛ̃1	伸	
sɛ̃1	绅	
sɛ̃1	呻	
sɛ̃1	砷	
sɛ̃1	身	
sɛ̃1	孙	又读
sɛ̃1	参	人~
sɛ̃1	深	
sɛ̃1	声	
sɛ̃3	省	
sɛ̃3	沈	
sɛ̃3	审	
sɛ̃3	婶	
sɛ̃5	渗	
sɛ̃5	蜃	
sɛ̃5	胜	
sɛ̃5	圣	
sɛ̃5	盛	茂~
zɛ̃2	盛	~饭
zɛ̃2	神	
zɛ̃2	绳	
kɛ̃1	根	
kɛ̃1	庚	
kɛ̃1	耕	
kɛ̃1	羹	
kɛ̃1	更	五~天
kɛ̃1	粳	
kɛ̃3	耿	
kɛ̃3	□	推
kɛ̃5	更	~加
kɛ̃5	埂	
kɛ̃5	亘	
kɛ̃5	□	“果曾”两字的合音
kʰɛ̃1	坑	
kʰɛ̃1	吭	
kʰɛ̃1	铿	
kʰɛ̃3	肯	
kʰɛ̃3	啃	
kʰɛ̃3	恳	
kʰɛ̃3	垦	
kʰɛ̃5	悭	皮肤上的污渍
gɛ̃2	□	推搡
ŋɛ̃1	恩	
ŋɛ̃2	摁	推搡
ŋɛ̃6	硬	
xɛ̃1	亨	
xɛ̃1	哼	
xɛ̃1	□	打：~拳头
xɛ̃1	□	削：~铅笔
xɛ̃3	很	
xɛ̃3	狠	
xɛ̃5	□	菜煮得半生不熟；板着脸
ɣɛ̃2	恒	
ɣɛ̃2	痕	
ɣɛ̃2	衡	
ɣɛ̃2	桁	
ɣɛ̃2	绗	
ɣɛ̃6	恨	
ɛ̃6	嗯	
iɛ̃2	人	
iɛ̃2	仁	
iɛ̃2	壬	
iɛ̃2	任	姓
iɛ̃3	忍	
iɛ̃3	扔	
iɛ̃3	仍	
iɛ̃3	刃	
iɛ̃3	纫	
iɛ̃6	韧	
iɛ̃6	靭	
iɛ̃6	认	
iɛ̃6	任	~务
iɛ̃6	饪	
kuɛ̃3	滚	
kuɛ̃3	绲	~鞋
kuɛ̃3	辊	
kuɛ̃3	鲧	
kuɛ̃5	棍	
kuɛ̃5	□	闷：肉煮在锅里~~
kʰuɛ̃1	昆	
kʰuɛ̃1	崑	
kʰuɛ̃1	坤	
kʰuɛ̃3	捆	
kʰuɛ̃5	困	
kʰuɛ̃5	睏	
xuɛ̃1	昏	
xuɛ̃1	婚	
xuɛ̃1	荤	
xuɛ̃5	混	~来：瞎来，乱来
ɣuɛ̃2	魂	
ɣuɛ̃2	浑	
ɣuɛ̃6	混	~日子
uɛ̃1	温	
uɛ̃1	瘟	
uɛ̃2	文	
uɛ̃2	蚊	
uɛ̃2	纹	
uɛ̃2	雯	
uɛ̃2	闻	
uɛ̃3	稳	
uɛ̃3	刎	
uɛ̃3	吻	
uɛ̃6	问	
uɛ̃6	紊	
ʨyɛ̃1	尊	
ʨyɛ̃1	遵	
ʨyɛ̃1	樽	
ʨyɛ̃1	肫	
ʨyɛ̃3	准	
ʨyɛ̃5	□	搓~
ʨʰyɛ̃1	村	
ʨʰyɛ̃1	春	
ʨʰyɛ̃1	椿	
ʨʰyɛ̃3	蠢	
ʨʰyɛ̃5	寸	
ʨʰyɛ̃5	吋	
ʨʰyɛ̃5	舂	
ɕyɛ̃1	孙	
ɕyɛ̃1	荪	
ɕyɛ̃5	□	摆~：摆架子：讲阔气
ʑyɛ̃2	存	
