	参考资料	《枞阳方言研究》，整理于东乡日常。									
	#调值	[1]³² [2]⁵⁵ [3]⁵² [5]³¹ [7]入声韵分aʔ ㄹ oʔ ㅂ ɪʔ ㄷ əʔ ㄱ ，根据韵不同调值不同，关于nl不分，整理得大部分n+细音，洪音+l.									
	Ø 엉, 언	[1]昂[2][3]壤嚷攘[5]让									
	k 껀	[1]冈刚纲钢缸肛[3]讲港[5]虹{白}杠									
	kʰ 건	[1]康糠[2]扛抗[5]囥抗炕									
	x 헝, 헌	[2]行{银~}航杭[5]巷项									
#iɔ̃ 연											
	Ø 영, 연	[1]央秧殃*{表示应答}[2]羊洋杨阳扬[3]痒养[5]样恙									
	n 년	[2]娘良梁凉量{~衣}粮[3]两辆仰[5]酿亮谅量｛打量}									
	tɕ 젼	[1]将{~军}浆疆僵姜江(文)[3]蒋奖桨[5]酱匠降{下~}将｛将领}象(白)像(白)									
	tɕʰ 쳔	[1]枪腔[2]墙详祥强[3]抢[5]呛									
	ɕ 션	[1]相箱厢襄镶香乡[2]降{投~}[3]响享想[5]像（文）象(文）相{长~}									
#uã 완											
	Ø 완	[1]弯湾[2]玩顽丸[3]宛婉晚挽[5]万									
	k 꽌	[1]关[5]惯									
	kʰ 관	[2]*{卷曲，-毛}[5]掼{扔地上}									
	x 환	[2]还{~钱}环[5]幻									
#yã 유안											
	t 뜌안	[5]赚									
	ɕ 슈안	[1]闩拴栓									
#uɔ̃ 원											
	Ø 원, 웡	[1]汪[2]王忘[3]网[5]望									
	k 꿘, 꿩	[1]光[3]广[5]逛									
	kʰ 권, 궝	[1]匡筐[2]狂[5]况旷									
	x 훤, 훵	[1]荒慌[2]黄皇蝗[3]恍谎[5]晃									
#yɔ̃ 유언											
	t 뜌언	[1]装庄[5]壮状撞									
	tʰ 듀언	[1]窗疮[2]床[3]闯[5]创									
	ɕ 슈언	[1]霜双[3]爽									
#õ 온											
	p 뽄	[1]搬[5]半伴拌*{不然的意思}									
	pʰ 본	[1]潘(白)[2]盘(白)[5]判(白)叛(白)									
	m 몬	[2]瞒(白)馒(白)[3]满(白)[5]漫(白)									
	t 똔	[1]端[3]短*(阻止，阻断)[5]断段锻缎煅									
	tʰ 돈	[1]贪[2]团潭谭坛覃[5]探									
	l 론	[2]*{驱赶，遗留得到}[3]暖卵[5]乱									
	n 논	[2]男(白，男的)南(白，南风，江南)									
	ts 쫀	[1]钻{动词}[5]钻									
	tsʰ 쏜	[2]蚕蝉									
	s 손	[1]酸[5]算蒜									
#uõ 우온											
	Ø 우온	[2]完(白1)[3]碗皖[5]腕									
	k 꾸온	[1]官观冠[3]管馆[5]贯灌罐冠{~军}									
	kʰ 구온	[1]宽[3]款									
	x 후온	[1]欢[3]缓[5]唤换患									
#iɪ̃ 옌											
	Ø 옌	[1]阉焉烟[2]炎盐阎檐延言沿[3]掩演[5]堰厌艳焰燕咽宴									
	p 뼨	[1]边鞭编[3]蝙贬扁匾[5]变汴便辨辩辫遍(文)									
	pʰ 볜	[1]篇[2]骈便{~宜}[5]片骗遍(白，普遍，遍地)									
	m 몐	[2]绵棉眠[3]免勉娩缅[5]面									
	t 뗸	[1]掂颠[3]点典[5]店垫电殿奠佃									
	tʰ 뎬	[1]天添[2]田甜填[3]忝舔									
	n 녠	[1]拈粘*{用手拾起}[2]岩廉镰俨严鲶连联年怜莲[3]研敛碾辇捻脸[5]殓验念谚练炼砚恋									
	tɕ 졘	[1]监尖兼艰（文）奸(文）煎肩坚歼[3]减(文)检俭简(文)柬剪茧[5]鉴渐剑谏践箭贱溅件荐见									
	tɕʰ 쳰	[1]千签纤铅(文)[2]潜钳虔前全痊泉[3]浅[5]欠歉									
	ɕ 셴	[1]仙鲜掀先(文)宣[2]衔（文）嫌闲（文）涎贤[3]险鲜癣显选[5]陷（文）限（文）线羡献现县									
	ts 쪤	[1]沾粘瞻[3]展[5]占战颤									
	tsʰ 쏀	[2]缠									
	s 셴	[3]陕闪[5]扇善膳鳝									
	k 꼔	[1]肝干[3]竿敢（白）擀[5]干{不干，不行}									
	kʰ 곈	[1]看{~门}*{刚才，开先合音}堪（白）勘（白）[3]*{盖起来}坎[5]看									
	x 혠	[2]寒[5]汗*{用油煎}焊旱鼾									
	ŋ 옌	[1]豌安（白，安装）									
#yɪ̃ 유옌											
	Ø 유옌	[1]冤[2]员圆缘元原源袁园援燃然(文）完(白2)[3]染（文）阮远软（文）[5]院怨愿									
	t 뜌옌	[1]专砖捐涓绢[3]转{~来}卷{~纸}[5]撰转{~动}卷{试~}传{~记}篆圈{猪~}眷									
	tʰ 듀옌	[1]川穿圈{圆~}[2]传{~说}椽船拳权[3]喘犬[5]篡串劝									
	ɕ 슈옌	[1]弦(文)玄(文)悬(文)[5]眩(文)									
	n	[2]染(白)软(白)									
#n̩응											
	Ø 응	[3]你里{白，里头，...里}									
	ŋ 응	[3]女{~nyə,女儿}									
