to	1	33	多
tʰo	1	33	拖
tai	6	21	大-
ta	5	45	大=
lo	2	13	锣
tso	3	42	左
ko	1	33	歌
ko	5	45	个
kʰo	3	42	可
o	2	13	鹅
o	6	21	饿
xo	2	13	河
kie	2	13	茄
pʰo	5	45	破
po	2	13	婆
mo	2	13	磨
mo	6	21	磨
to	3	42	躲
lo	2	13	螺
tso	6	21	坐
so	3	42	锁
ko	3	42	果
ko	5	45	过
kʰo	5	45	课
xo	3	42	火
xo	5	45	货
xo	6	21	祸-
xo	5	45	祸=
ɕye	1	33	靴
pa	3	42	把
pa	2	13	爬
ma	3	42	马
ma	6	21	骂
tʂa	2	13	茶
sa	1	33	沙
kia	3	42	假
ka	5	45	嫁-
kia	5	45	嫁=
ŋa	2	13	牙-
ia	2	13	牙=
xa	1	33	虾-
ɕia	1	33	虾=
xa	6	21	下-
ɕia	6	21	下=
ɕia	6	21	夏
ŋa	3	42	哑-
ia	3	42	哑=
tsia	3	42	姐-
tsie	3	42	姐=
tsia	5	45	借-
tsie	5	45	借=
sie	3	42	写
sie	2	13	斜
sie	6	21	谢-
sie	5	45	谢=
tʂʰə	1	33	车
ʂə	2	13	蛇
ʂa	5	45	射-
ʂə	5	45	射=
ie	2	13	爷
ia	3	42	野-
ie	3	42	野=
ia	6	21	夜-
ie	5	45	夜=
kua	1	33	瓜
ua	3	42	瓦
fa	1	33	花
fa	5	45	化
fa	2	13	华
pʰu	3	42	谱
pu	5	45	布
pʰu	1	33	铺
pu	6	21	簿
pu	6	21	步
təu	3	42	赌
tʰəu	3	42	土
təu	2	13	图
təu	5	45	杜
ləu	2	13	奴
ləu	6	21	路-
ləu	5	45	路=
tsəu	1	33	租
tsəu	5	45	做
tsʰo	5	45	错
ku	1	33	箍
ku	3	42	古
kʰu	3	42	苦
kʰu	5	45	裤
u	2	13	吴
u	3	42	五
fu	3	42	虎
fu	2	13	壶
fu	5	45	户
u	1	33	乌
y	3	42	女-
ȵy	3	42	女=
lei	3	42	吕
tsi	2	13	徐
tɕy	1	33	猪
tɕy	2	13	除
tsʰəu	1	33	初
tsəu	2	13	锄
so	3	42	所
ɕy	1	33	书
