tsʰeʔ	7	侧测策册拆=		
	8	贼泽宅		
seʔ	7	塞色啬瑟虱		
keʔ	7	格=革隔=		
kʰeʔ	7	刻克客=		
ŋeʔ	7	额扼轭		
heʔ	7	黑赫		
kueʔ	7	国		
hueʔ	8	或惑获		
təʔ	7	织职只=炙=		
tʰəʔ	7	饬掷赤=斥尺=		
	8	直值殖植		
səʔ	7	识式饰适释		
	8	食蚀石=氏豉		
poʔ	7	博剥驳		
pʰoʔ	7	泊		
	8	雹薄缚		
moʔ	7	莫膜幕寞		
toʔ	7	着酌		
tʰoʔ	7	托讬铎		
	8	着		
loʔ	7	诺落烙骆洛络乐若弱		
tsoʔ	7	作卓桌琢啄涿捉		
tsʰoʔ	8	凿昨戳浊镯		
soʔ	7	索朔缩		
	8	勺芍		
koʔ	7	各阁搁郭觉角		
kʰoʔ	7	廓扩确榷彀		
ŋoʔ	7	鄂恶握岳乐		
hoʔ	7	□[喝牛止步声]		
	8	鹤学		
lioʔ	7	略掠		
	8	□[以指蘸或掠物]		
tɕioʔ	7	爵雀嚼脚		
tɕʰioʔ	7	鹊却		
ɕioʔ	7	削		
ioʔ	7	虐疟约钥跃		
	8	药		
huoʔ	7	霍藿劐		
uoʔ	8	镬		
piʔ	7	逼碧璧壁=		
pʰiʔ	7	僻辟劈=		
tiʔ	7	的滴嫡		
tʰiʔ	7	踢剔		
	8	笛=敌狄籴		
liʔ	7	栗律率力历		
siʔ	7	悉膝戌恤息熄媳惜昔锡=析		
	8	席夕		
tɕiʔ	7	即鲫戟剧积迹=脊绩击激冀		
tɕʰiʔ	7	吃=		
	8	屐		
ȵiʔ	7	匿逆=溺		
iʔ	7	抑翼域益亦译易液腋疫役		
puʔ	7	卜曝瀑		
pʰuʔ	7	朴扑仆		
	8	仆		
muʔ	7	木目穆牧		
tuʔ	7	竹筑祝粥笃督烛嘱		
tʰuʔ	7	秃畜触束		
	8	独读牍犊逐轴毒		
luʔ	7	鹿禄肉=辱褥		
tsʰuʔ	8	族		
suʔ	7	速叔淑		
	8	熟赎蜀属		
kuʔ	7	酷谷		
kʰuʔ	7	哭		
huʔ	7	福		
	8	斛服伏复		
uʔ	7	屋		
liəuʔ	7	陆绿录		
	8	六		
tɕiəuʔ	7	菊拘掬足		
tɕʰiəuʔ	7	麹促曲		
	8	局柩		
ȵiəuʔ	7	玉狱肉-		
ɕiəuʔ	7	肃宿畜蓄粟		
	8	俗续		
iəuʔ	7	郁育欲浴		
