	註釋：-白讀，=文讀												
s	[1]蘚先{～生}羶仙鮮{新～}[3]陝暹鮮{朝～}闡嬋[5]搧扇[6]羡繕擅膳善單{姓}												
∅	[1]堙掩煙胭咽鄢[3]蟬仁然任{姓}延掩嬋炎褲盈蟾□{擁抱}[5]隱嚥宴燕焉豔厭鹽[6]任{責～}醃仍胤孕穎												
#uiŋ													
p	[1]般分-{～開}搬[3]盤{～點}[5]半盤{碗～}[6]飯[8]拌{摔打}												
pʰ	[1]潘[5]盤{～腿}[6]畔伴泮絆拌												
m	[3]滿[5]瞞饅鰻[6]蔓漫{～油}												
t	[1]敦丹端單{傳～}[3]傳{宣～}糰{蒲～}單{～重}壇枟□{跌倒}[5]旦嬗{開玩笑}[6]鍛彈篆傳{～記}[8]憚{俗，懶}懶												
tʰ	[1]灘攤[3]剗{～草：鋤草}團{～圓}[5]嘆炭												
n	[3]軟阮[5]難{困～}[6]難{災～}韌頑												
l	[3]巒攣闌鸞卵=蘭瀾鑾[5]欄攔聯-{～衣裳：縫衣服}[6]亂爛[8]㘓{涎，口水}												
k	[1]觀{參～}關桿乾{牛肉～}鰥竿冠{鳳～}官[3]懸-{心～}囝稈趕館管{姓}權寒-{𢫦腹～：瘧疾}[5]罐{～頭}觀{寺～}貫拳冠{～軍}建灌{輪～}[6]縣汗近[8]犍□{籃子的提手}												
kʰ	[1]寬[3]款[5]勸												
ŋ	[5]元[6]玩												
x	[1]歡肝[3]掀[5]漢瀚翰鼾[6]幻煥喚緩宦換患												
ts	[1]磚[3]殘慚[5]贊纘撰泉[6]旋[8]吮												
tsʰ	[1]川釧[3]癬惴喘鏟揣[5]篡穿纂串[6]餐痊												
s	[1]汕删山姍珊[3]傘產散{～丹}[5]散{～開}[6]疝鱔删												
∅	[1]鞍彎安[3]碗苑婉還={～原}豌韓寒環={～境}寰䘼{袖子}[5]黿{鱉魚}晏案按[6]銲[8]旱□{發抖}												
#yiŋ													
p	[1]分-{～開}[6]飯												
t	[3]傳{宣～}轉[6]篆傳{～記}[8]憚{俗，懶}懶堟{門檻}												
n	[3]軟阮[6]戀韌{又音}頑{又音}												
l	[5]聯{～衣裳：縫衣服}[6]爛												
k	[1]關捐根涓筋□{圈削果皮}[3]捲卷囝{又音}權[5]娟鵑建絹倦眷墘犍健拳{又音}卷[6]縣近[8]簣{又音}												
kʰ	[1]圈[3]犬[5]勸												
ŋ	[3]阮[5]原元齦源言[6]院願												
x	[1]軒[3]炫泫舷掀{又音}玄弦[5]楦園憲懸={高～}獻												
ts	[1]專磚[3]全[5]贊泉纘{又音}[6]轉-{車～}[8]吮{又音}												
tsʰ	[1]川銓釧{又音}□{小孔}□{轉動}[3]癬[5]串篡{又音}纂{又音}穿{又音}												
s	[1]伸-{～直}删珊宣萱喧[3]選漩嫙{美女}旋璿[5]線[6]鱔												
∅	[1]淵冤彎灣[3]圓紈船媴猿垣轅袁援遠媛桓員[5]丸怨鉛沿[6]暈{又音}銲[8]□{發抖}												
#aŋ													
p	[1]□{跨過}[3]棚龐[5]柄{刀～}繃[6]病												
pʰ	[1]拼[3]朋{～定：勾結}[5]膨甏{寬口的瓦罐}螃彭□{八字腳}[6]乓												
m	[1]□{遮蓋}[3]盲莽[5]芒明-暝[6]漫{～畫}曼												
t	[1]擔{重～}□{尖物頂腳}[3]痰膽點甜[5]炶{火燎}店[6]□{尖碰}[8]但擔耽淡												
tʰ	[1]貪□{遞拿}[3]坦趟毯袒談躺倘[5]探[6]墊{～高}												
n	[3]嚷睜{俗}[5]男喃南楠冉蚺[6]念={～書}												
l	[3]攬覽欖灠懶婪[5]襤藍林={～業}嵐[6]籃={～球}濫□{鐵勺}[8]攬{又音，～褲骹}爦{火燎}												
k	[1]更羹尷[3]哽埂趕骾減[5]鑑監降[6]干幹[8]橄												
kʰ	[1]坑堪[3]艦抗坎侃砍[5]刊勘嵌[6]抗{又音}看瞰												
ŋ	[3]昂[5]巖釅												
x	[1]邯酣戇[3]罕喊[6]蚶悍捍撼憾陷[8]噉{大口咬}												
ts	[3]蟬{～蜶：知了}簪斬井[5]站睛[6]棧鏨□{用手壓住}[8]靜暫												
tsʰ	[1]摻驂青參{～加}生{～熟}[3]醒-{清～}懺{～悔}殘慚情-{發～}慘□{捆抱}[5]櫼懺{經～}蠶橙												
s	[1]生-{～日}牲-{頭～：牲畜}衫甥杉三[3]糝省{節～}[5]簷籃-{竹～}[6]生{～火，～爐仔}□{罩住}												
∅	[1]航俺[3]根函涵咸降含銜[5]□{再}[6]摁餡												
#iaŋ													
p	[3]餅[5]平-{～均}坪□{傾倒}												
pʰ	[1]栟{厝～：房屋縱向結構}[3]□{結～：結成塊}[5]拚{～草：劈草}[6]拼{比～：對比}												
m	[5]名[6]命-{～運}												
t	[1]肘{訓}[3]程呈鼎{飯鍋}□{剔除}[6]定={決～}[7]坍擲												
tʰ	[3]埕{菜畦}[5]聽[6]鄭定-{～錢}												
n	[3]䈒{裝豬的籠}輦[5]迎{～佛}□{燒滾}[8]□{歪動}												
l	[5]嚨-{喉～}靈-{～牌}[6]晾[8]嶺領												
k	[1]驚-{～怕}[3]行{～墿：走路}[5]鏡[6]□{禁忌}												
kʰ	[1]氫輕												
x	[1]兄-{～弟}[3]□{趾高氣昂}												
ts	[1]正{～月}[3]䭕{味淡}[5]正{～經}												
tsʰ	[3]請[6]□{引誘}												
s	[1]聲[5]性姓												
∅	[3]成-{八～}城{浦～：地名}[5]贏營映{看守}[6]焰螢炎{訓“焰”}映[8]閃												
#uaŋ													
k	[1]胱光[3]逛梗-{菜～}桿廣[8]□{桌椅的橫條}												
kʰ	[3]狂{又音}[5]壙礦况擴{又音}曠												
x	[1]肓謊荒慌[3]愰晃恍[5]磺{～胺藥}黃璜橫楻{大木桶}煌[6]氾泛範犯汛												
∅	[1]汪[3]亡隍忘蝗往皇凰枉[5]磺皇{又音}王黃[6]望旺[8]煌{～光}												
#ɔŋ													
p	[1]梆幫邦[3]彷{～徨}盆本榜馮傍膀房綁防[5]傍{又音}放[6]謗磅棒笨蚌[8]謗												
pʰ	[1]蜂[3]滂捧[5]膀{～蹄}篷肨冇蓬帆[6]縫碰												
m	[1]凸{訓}[3]朦蒙懞濛忙莽[5]芒{～笙：蘆葦杆}門[6]問夢悶燜望{～天椒：一種小辣椒}[8]網												
t	[1]當{～然}東冬墩劏{閹割}□{裝盛}[3]董僮撞同壋長童膛屯銅塘搪擋堂棠瞳懂斷{～血}唐[5]筒鈍斷{對～：對截}當{正～}凍[6]蕩頓盾洞鍛{又音}噸緞重遁斷{～折}[7]□{淋雨}[8]動□{暖和}												
tʰ	[1]湯吞通[3]捅倘統桶□{湧流}[5]糖燙蟲桐褪[6]痛熥												
n	[3]暖囊農[5]瓤[6]膿嫩[8]弩{下～：設置捕捉野獸的器具}□{搖晃}												
l	[3]隴圇狼攏[5]籠榔郎={新～}壠朗廊[6]浪弄												
k	[1]柑罡工剛公={～正}岡肛疳綱扛江功攻豇甘[3]滾感講管-{竹～}敢港[5]杠虹汞贛降{～乩：一種迷信活動}貢罐灌{～水}棍鋼絳[6]共[8]缸□{輕碰}												
kʰ	[1]崐錕昆空{～氣}罐崑康坤焜糠[3]鞏懇墾恐孔慷壙{棺坑}困綑[5]磡{石砌的臺地}炕空{～閑}控囥{藏}												
x	[1]封瘋豐楓風烘諷峯婚轟昏坊鋒芳方紛分={區～}揈葷[3]倣妨仿諷訪粉紡彷{～彿}哄[5]閧痕□{水洞}[6]鳳項巷諢奉混份忿俸憤□{櫥架}												
ts	[1]裝{～束}鬃遵蹤{～跡}宗莊妝尊贓椶[3]薦崇藏{儲～}存總[5]贊鑽竄葬叢糉[6]藏{西～：地名}腸狀{～元}臟[8]狀{形～}												
tsʰ	[1]村葱瘡聰蒼囪倉怱[3]廠闖[5]寸牀創閂{門～：門栓}												
s	[1]桑孀喪{～事}孫霜嵩鬆拴酸雙[3]損搡磉[5]宋遜郎-{女婿}喪{～失}蒜送聾-{～耳：耳聾}算[6]卵-												
∅	[1]溫翁瘟庵央-{當～}秧-{拔～}韞[3]諢穩鴻洪紅縫逢航弘宏杭[5]喑{嗡鳴聲}諳丸{～仔湯：湯丸}魂甕暗[6]□{曬衣服的竹竿}□{倚靠}[8]䞑												
#iɔŋ													
t	[1]張[3]場腸={～胃}長{～輩}[5]漲仗帳賬□{裏子}[6]丈長{有吃有～：有吃有剩}												
tʰ	[5]暢[6]匠杖												
n	[3]娘={月宮～：嫦娥}[5]娘-[6]壤讓[8]兩{數}												
l	[3]倆兩{量}輛良[5]糧量{動詞}梁樑涼[6]喨亮量{名詞}												
k	[1]羌僵姜薑[3]強{～大}[5]強{很～：很不錯}[6]犟[8]僵												
kʰ	[1]匡框疆筐腔眶[6]犟{又音}控												
ŋ	[3]仰□{水渠}[8]□{愕然}												
x	[1]鄉香[3]餉晌響享[5]向												
ts	[1]蟑樟獐漳璋障瘴={烏煙～氣}漿將{～來}彰章[3]祥詳掌漿鞘獎蔣翔[5]薔牆醬裳瘴-{發瘟}將{～軍}[6]上{～面}[8]癢-{擂～：蹭癢}												
tsʰ	[1]倡槍猖昌娼菖鯧[3]搶[5]嗆倡{又音}唱□{脆而易斷}[6]上{～店門：關店門}鞝												
s	[1]箱相{互～}傷襄湘廂鑲商[3]想賞償[5]像{訓“相”}相{照～}□{番薯～：地瓜的粘汁}[6]象尚橡像												
∅	[1]秧=泱殃怏央={中～}鴦[3]嫦常裳={雲～}養影嘗[5]洋揚陽楊羊王{蜂～}[6]恙漾樣攘[8]上{～去}												
#uɔŋ													
x	[5]放{又音}												
∅	[3]聞紋紊文[6]妄望爰旺={興～}												
#aiŋ													
p	[1]頒逩板冰{～凊：冰涼}犇奔斑班瘢[3]版硼板瓶朋{～友}崩[6]辦扮[8]斑癍												
pʰ	[1]烹攀[5]襻[6]瓣												
m	[5]猛閩{～北}蠻[6]慢漫{浪～}孟蔓曼												
t	[1]叮登酊燈丁釘[3]頂滕亭等戥[5]釘藤瞪塡凳謄訂[6]靛殿鄧[8]□{推搡}												
tʰ	[1]汀廳蟶[3]挺[5]曇澄潭譚[6]墊{又音}												
n	[3]能寧濘檸□{腳跟踮起}聍[5]奶[6]釀												
l	[3]冷[5]菱蓮零鈴[6]刃[8]獰{壞}												
k	[1]奸耕肩跟間庚艱[3]柬啣繭澗揀簡鹻炯含耿梗={桔～：中藥名}□{～瓦：蓋瓦片}[5]諫更間{離～}[8]□{～零：遮蓋}												
kʰ	[1]牽[3]肯[5]頃-{～來}												
ŋ	[3]輾研眼顔碾[6]硬雁岸												
x	[1]亨[3]狠很[5]停-{歇～：停歇}[6]行{品～}倖莧杏恨限幸												
ts	[1]箏曾猙掙罾{漁網}臻憎爭[3]盞層剪曾[5]甑{蒸飯的蒸籠}牮{撐}[6]僧贈增諍[8]猙-{～獰}												
tsʰ	[1]懺千[5]撐塍{俗，田地}田{訓}襯												
s	[1]森羶星腥參{人～}生{～活}牲{犧～}猩笙先-{～行}[3]省{～會}醒={～獅}[5]滲椮鱗-{魚～}蠅												
∅	[1]鷹鸚櫻嬰恩纓[3]恆閒飲-{米湯}梘{水簷}衡行[5]應-{答～}[6]饜{隔夜不新鮮的食品}												
#uaiŋ													
x	[1]番翻[3]反=返[5]販												
∅	[3]煩礬藩焚輓繁環-{門～}挽凡樊晚[6]萬												
#eiŋ													
p	[1]賓冰{～箸：冰棍}繽濱斌彬檳逩奔兵[3]便{～宜}平憑貧評駢屏丙扁{～擔}炳秉稟[5]畚擯柄{把～}殯鬢[8]併並迸												
pʰ	[1]乒[3]蘋品評{又音}頻萍[6]姘騁聘烹娉												
m	[3]閩{～筍}敏茗民憫銘盟酩鳴閔暝明=冥萌皿[5]眠明={清～}[6]燜命={革～}[8]呡												
t	[1]懲楨疹叮{～囑}禎珍診貞偵砧□{～棺}[3]陳艇頂鼎廷停蜓庭[5]沉塵鎮[6]燉陣鎮{冰～}												
tʰ	[3]逞挺[5]賺{訓“趁”，～錢}趁-{～錢，賺錢}[6]聽												
n	[3]忍嚀[5]人仁{瞳～}[6]吝認[8]耳={～仔：耳朵}												
l	[1]拎[3]麟霖稜燐伶鄰凜鱗綾廩凌羚苓菱臨陵玲靈[5]苓琳燐淋林[6]令另												
k	[1]襟荆今={～年}驚{～蟄}京經金擎鯨[3]璟景饉鹹警勤緊僅岑琴禽瑾瓊錦芹擒[5]敬禁勁[6]徑境禁{～嘴}頸妗競兢竟莖												
kʰ	[1]鈐卿欽[5]慶擎[6]鈐{又音}頃傾												
ŋ	[3]吟迎{歡～}												
x	[1]興{～旺}[3]型邢形刑[5]眩焮{放在鍋裏保溫}[6]馨釁欣興{高～}掀												
ts	[1]眞津箴精旌針晶斟甄蒸[3]拯情={～況}尋振蟳整丞震朕展枕秦[5]浸寢症政進[6]睜睛淨靖[8]盡{取之不～}燼儘{副詞，～早}												
tsʰ	[1]稱{～呼}琛清親深[3]乘誠臣承趁={～機}成[5]凊{冷}砰稱{～斤：稱斤兩}												
s	[1]昇新辛伸={～冤}申呻身升薪紳心[3]神辰成={～年}審沈晨[5]城嬸信勝聖[6]迅盛訊剩甚腎愼												
∅	[1]英瑛因姻殷蔭櫻陰音[3]寅引隱{又音，～目法}淫飲={～食}演[5]印應胗{肫}腎{肫}[6]穎伓{不}												
#ieiŋ													
∅	[3]衍然{又音}延{又音}仁{又音}燃{又音}炎{又音}												
#œyŋ													
p	[1]□{燜炙}[5]糞												
pʰ	[5]噴												
t	[1]中{～國}忠[3]重{～复}塚鈍[5]中{打～}[6]仲												
tʰ	[1]窗[3]寵												
n	[3]□{節餘}[5]穠濃[6]閏潤												
l	[3]崙倫[5]輪隆龍[8]壠{山坡}												
k	[1]軍弓鈞躬斤均宫巾供恭[3]羣窮{～盡}恐{又音}拱[5]供{～應}窮{～沒，貧窮}窘郡裙												
kʰ	[1]菌穹芎[3]恐-{驚～}[5]熏薰												
ŋ	[5]銀□{漚酵}												
x	[1]兄={老～}胸洶匈凶兇[3]勳雄={～壯}[5]訓雄{～鴿}熊馴												
ts	[1]終蹤鐘盅衷鍾踵[3]腫準菘從種{粟～：稻種}慫准松聳[5]眾俊峻種{～豆}駿竣[6]頌{穿}穿{訓}縱												
tsʰ	[1]從{～容}椿春充衝{～鋒}舂[3]蠢[5]衝{～茶}銃[6]撞{～著}[8]撞{～人}												
s	[3]筍諄巡徇旬殉珣醇唇{魚～}純淳詢循[6]誦頌順舜瞬訟												
∅	[1]公㙲{散撒}雍[3]溶鋆瑩唇踴雲嶸云勻勇耘永榕茸容蓉鎔融絨擁營={～業}熔戎榮庸筠[5]澭淹[6]用詠泳韻運暈												
