#备注：江苏高淳( 古柏) 方言同音字汇 谢留文		
#调值	[1]55 [2]11 [3]32 [4]35 [5]24 [7]2	
#a		
p	[1]巴{~结}疤[3]把{①~食：给牲口、家禽等喂食②表被动：饭~吃了③~信：报丧}[5]霸{~王：形容横行霸道的人}壩{堤}坝{东~，地名}	
pʰ	[5]怕帕{①动词，用手帕包东西叫~起来②量词，用手帕包的一包东西叫一~}	
b	[2]爬杷{枇~}钯{~子：扒草的工具}耙{动词}[6]耙{名词}罢{~市，指蔬菜、水果等过了时令，市场上没有了}稗{~草}	
m	[1]马码{~头}妈{~~：奶奶}[2]麻[5]骂	
f	[1]花[5]化{~灵：老人下葬后，过一段时间，把灵房、纸扎的金童玉女等在村口烧掉}	
t	[1]□{①（人或动物两条腿）张开②一~：大拇指与中指张开的长度}[3]打	
tʰ	[1]他	
ɾ	[6]大{1，皇恩~赦。另读ɾɛe²⁴，ɾʊ²⁴}	
n	[1]□{~~：粪便，儿语}[2]拿	
l	[1]拉{~院子：建造庭院}[3]哪{~个}	
ts	[1]渣{豆~}遮蔗{甘~}[3]者{南~：地名}[5]诈{~床头：临出嫁前，女儿哭着不肯出嫁，男方要给红包（俗称“起床礼”）后才会起身出嫁}炸{1，①~弹②~炮米：爆米花。另读sʱɑ²⁴}□{~pʰəŋ³⁵：采菱角、捕鱼等供乘坐的器具，一般只能容下一个人}	
tsʰ	[1]叉{戳~：往高处晾晒衣服的工具}杈{树桠~：树枝杈}差{~债：欠钱}车□{礓~步：台阶}[5]岔{~路}	
s	[1]沙痧{出~~：出麻疹}纱赊{~账}□{~牛：母黄牛}□{指行为、语言张狂}[3]洒{~水}舍{~得}[5]厦{临时搭建的不正规的房子、棚子等}舍{宿~}赦{皇恩大~}	
sʱ	[2]茶查{调~}蛇[6]射{~箭}社{~员}	
k	[1]家{1，另读tɕia⁵⁵}枷{~嘴袋：围嘴儿}[3]假{1，真~。另读tɕia³⁵}贾{~郎头：地名}[5]嫁价{~钱。另读tɕia³⁵}架{1，摆~子。另读tɕia³⁵}尬{尴~}□{~~：儿语称呼鸡蛋，半山半圩、水乡都是儿语，山乡成人也说}	
kʰ	[1]抲{捕捉，拿住}[3]卡{~牙齿：塞牙缝；一种捕鱼工具}[5]揢{捕捉，拿住}	
ŋ	[1]鸦{~雀子：喜鹊}丫{~头}桠{1，树~杈：树枝杈。另读ia⁵⁵}瓦{①名词②动词。在墙的缝隙里塞进石灰水泥等使平整}□{~队：插队，北京话叫加塞儿}□{~饭：婚俗。新婚三天回门，吃饭时给新女婿盛过量的米饭让吃完，故意为难}[2]牙芽伢{~nɛe⁰：小男孩儿}[3]哑[5]砑{用工具碾碎（中药材等）}□{~肥：施肥}□{一~西瓜：一瓣西瓜}	
x	[1]虾[3]□{~人：坏人}[5]□{~~：套问别人的话，引诱别人说出来}	
xʱ	[6]下夏{1，立~。另读ɕia³⁵}	
#ia		
pʰ	[2]□{歪，方向不正}[3]□{瞥，斜着眼睛随意看一下}	
m	[2]□{撒娇}	
t	[1]爹{~~：父亲}	
n	[1]惹	
tɕ	[1]家{~具。另读ka⁵⁵}加佳{才子~人}[3]姐□{人或东西漂亮。不~相：看起来不漂亮}[5]假{2，放~。另读ka³⁵}借架{2，打~。另读ka³⁵}价{~格。另读ka³⁵}	
tɕʰ	[5]笡{斜。俗语：天河~，家家借：形容青黄不接}	
ɕ	[3]写	
ɕʱ	[2]些{~微：略微}邪{~气}斜{①歪撇倒~：形容东西摆的歪斜②形容人不正派}[6]夏{2，姓。另读xʱa²⁴}厦{~门}谢[5]卸{~担子①把肩上的担子放下来②比喻放下职责，减轻负担}泻{~肚}	
Ø	[1]野桠{~溪河：河名。另读ŋa⁵⁵}[2]爷{~~：祖父}[5]夜	
#ua		
ts	[1]抓	
s	[3]耍{~~：玩玩儿}	
k	[1]瓜[3]寡{~鸟汉：单身汉}剐{千刀万~}[5]挂卦{丢~：问卦}	
kʰ	[1]夸[3]垮侉{~子：形容个子特别高的人}[5]跨	
Ø	[1]凹[2]华{~山}桦{水~树：一种植物，多见于水边}划{~水}□{~周：小孩一周岁时，外公外婆来庆贺}□{青天~~：形容干冷的晴天}[5]话画	
#ya		
tɕʰ	[1]□{骗}[5]□{①死，诙谐的说法②把人拎起来连着摔（不脱手）}	
ɕ	[1]靴	
ɕʱ	[2]□{~tɕʰiŋ⁵⁵：钹}	
Ø	[3]□{凹陷}	
#ɛe		
p	[3]摆{把搓洗好的衣服放在清水里漂洗}[5]拜	
pʰ	[5]派	
b	[2]排牌簰{放~}[6]败	
m	[1]买[2]埋[5]卖{大~~：倚老卖老}	
