#备注：《广西钟山方言音系》 邓玉荣		
#调值	[1]35 [2]213 [3]42 [4]33 [5]51 [6]31 [7]44	
#i		
p	[1]□{小水坝：一头}[2]皮疲脾琶批肥[3]陛彼臂鄙比[4]被{棉~}婢[5]飞{又音，~儿：小鸟}□{倒（液状物）：~酒}[6]蔽弊敝毙蓖鼻痹避备弼被{介词}币	
pʰ	[1]披飞{又音}□{~~：表面一小层}[2]丕[3]□{眼~~：眼小难看状}□{牵扯}[5]屁	
m	[1]□{~饭：烂而糊的饭}[2]迷靡眉嵋□{转动得快}[3]糜[5]谜眯□{潜水}[6]泌秘味未密{又音}蜜{又音}□{饱足}	
f	[1]飞{又音，~机}□{能干}[5]废{又音}	
v	[1]□{~哟：语气词}[3]□{~~：人或庄稼长得不好状}	
t	[1]资姿雌咨{又音}弟{小男孩}□{非常小的蚜虫或其它小虫}[3]姐姊子梓□{量词，把：捆。一~禾}□{样子。同~：像什么样子}[4]嘀的[5]□{酒~：粉刺}[6]地哋{我~：我们}	
tʰ	[5]砌次茨{小刺}赐此	
n	[4]尔你{又音}[5]腻[6]拟匿	
l	[1]篱□{最词，把}□{~~：人或庄稼长得不好}□{轻抚使发微痒}[2]离璃梨厘狸[3]□{撕}□{拉扯}[4]李里理鲤履[5]□{鸡嘴~：鸡屁股尖儿}[6]厉励丽荔得痢吏	
θ	[1]私斯狮司伺思丝[2]糕瓷兹慈滋鹚辞词祠嗣磁[3]死[4]巳祀[5]四肆[6]自字牸寺饲	
ȵ	[1]儿{又音}□{ȵuø⁴⁴~：吝啬}□{ȵi³³~ȵo³³ ȵo³⁵：弯弯曲曲}[2]倪宜疑儿{又音}[3]□{灯~~：灯不明}□{指点。~出来}[4]议□{~ȵi³⁵ ȵo³³ ȵo³⁵：弯弯曲曲}[5]□{~手~脚：蹑手蹑脚}[6]谊义二贰仪艺{手~}	
tʃ	[1]知蜘痴支枝肢技妓之芝[2]纸旨指{又音}止趾址挤滓[4]□{冇是~：不是吗}[5]智至致志痣誌痔治稚[6]秩制{又音}	
tʃʰ	[1]撕哆咨{又音}[2]沂祈[3]嗤蚩齿始耻□{理睬}[5]斥刺翅	
ʃ	[1]施师尸诗[2]池匙迟时持[3]矢屎[4]是似□{在。~屋冇：在家吗}[5]势{又音}试式嗜恃市[6]豉示视士事侍膝	
k	[1]饥肌箕基机讥既[2]奇骑棋期旗[3]指{又音，手~；脚~}己几{茶~}幾{~个}[4]倚[5]继寄纪记季{又音}计{伙~}[6]鳍其忌	
kʰ	[3]岂[6]讫乞	
h	[1]牺奚熙希稀欺溪{又音}[3]启起喜嬉[4]嘻[5]系係戏企器弃气汽	
Ø	[1]医已以衣依[2]移夷姨遗逸[3]兮倚椅[4]矣唉[5]意异毅{又音}翼忆亿役肄[6]易{容~}毅{又音}疫抑	
#u		
p	[1]部[2]符{又音}□{搬}□{~~者：嚼食满嘴食物状}[3]补斧[4]傅簿妇{又音，新~}[5]布[6]怖步埠葫腐{豆~}布{瀑~}	
pʰ	[1]铺[3]普谱甫浦蒲捕脯辅[4]□{象声词，~~响}[5]瀑[6]讣朴扑	
m	[1]模{模子}[2]拇[4]武舞母[6]暮幕慕墓募雾戊目牧穆	
f	[1]呼夫肤敷枯{又音}妇{又音}父{又音}[2]护肤[3]苦{又音}虎浒府俯腑抚腐{又音}[4]俘呼{又音}[5]裤戽付{又音}赋富副负[6]乎互赴付{又音}符{又音}附父{又音}阜获芙彿	
t	[1]租组杜[2]徒屠途涂图[3]祖堵[4]肚{腹肚}[5]做妨[6]度渡镀□{量词。一~：一段}	
tʰ	[1]粗楚{清~}[3]础土娶{又音}楚{~国}[4]粗{又音}[5]兔醋吐{又音}□{~一拳：擂一拳}[6]突	
n	[2]奴{又音}[3]呶□{地方；处。a³¹~：那里}怒努	
l	[1]都{~城}鲁[2]卢炉芦庐[3]赌虏肚{猪~}[4]掳卤槽[6]路露鹭	
θ	[1]苏酥[2]漱□{收捡；聚集}[5]素诉塑[6]肃{又音}	
tʃ	[1]□{呼鸡声}	
k	[1]姑孤枯{又音}箍鸪[2]□{~~困：睡着打鼾声}[3]古估股鼓牯□{眼~~：瞪大眼状}□{量词，一大把的量}[5]故固雇顾库	
kʰ	[1]箍{动词，双手揽物}□{象声词~~笑}[3]苦{又音}[5]酷[6]□{象声词，牙咬脆物声}	
j	[4]辱褥	
Ø	[1]乌污巫{姓~}[2]胡湖狐壶糊吴娱[3]梧[4]户握喔呜[6]恶{可~}务雾{又音}芋{又音}误悟巫诬	
#y		
tʰ	[1]蛆[3]取娶{又音}[5]趣锉{又音}	
n	[4]女	
l	[1]里{又音，阿~：那里}[2]驴□{折磨：超负荷工作}[3]□{指向；指出}□{la³¹~：手杖}[4]缕屡吕旅里{又音}[5]□{蚊虫叮咬或蜂蝎等用毒刺刺}[6]虑滤律率	
θ	[1]须鬚需[3]□{~~：无精打采状}[5]序叙绪暑絮[6]聚□{头~~：低头无精神状}	
ȵ	[1]□{唤猪声}[2]鱼渔虞	
tʃ	[1]猪诸朱蛛株珠诛硃[3]煮主[4]□{处；地方}[5]注蛀[6]著储驻住{又音}	
tʃʰ	[3]处{相~}杵□{用棍子捅}[4]趋[5]处{~所}[6]□{喘粗气声。大气~~。}	
ʃ	[1]书舒输庶[2]徐除薯厨[3]鼠署数{动词}[4]恕柱戍竖树□{眼~~：眼神无光彩状}[5]数{名词}□{抽小孩屙屎尿}[6]术箸述秫殊苎住{又音}	
k	[1]居拘驹巨拒距{~离}车{~马炮}[2]瞿[3]举矩[4]佢{他}距{鸡~}[5]锯句[6]据剧渠俱具惧	
kʰ	[1]枢区驱[6]倔屈{~原}	
h	[1]墟虚嘘吁[3]许[5]去	
Ø	[1]与[2]如余馀于迂淤儒榆[3]愚[4]语雨乳禹羽[5]腴[6]御誉预豫寓遇宇逾愉愈喻裕浴域狱娱芋{又音}	
#a		
p	[1]耙把疤霸坝爸{又音}□{打：~一掌}[2]钯杷爬琶耙拔扒{又音}[3]巴{又音}靶把[4]芭趴{又音}叭□{两脚分开}[5]伯八爸{又音}[6]罢吧[4]□{~~：咂嘴声}	
pʰ	[1]□{鼻~：鼻子扁平}[4]趴{又音}扒{又音}[5]怕[6]□{拍打声}[7]□{趴低：~下去}	
m	[1]□{攀爬}□{吾~：对祖母的面称和背称}[2]麻痳蔴[3]妈□{跨过去}□{~开眼：张大眼睛}[4]马码蟆蚂[5]孖□{背，动词}□{~开眼：瞪眼}[6]抹痳	
f	[1]花[3]□{大口~~：物体口开得大的样子；喻讲大话}[5]化法乏发伐筏[6]罚画{又音}□{~~te⁵¹ te⁵¹：手脚不停地动}[7]□{大声~~：大声责备人}	
v	[2]华划画{又音}滑{又音}[3]哑哇蛙[5]挖[6]话猾滑{又音}	
t	[3]打{又音}大{又音}[4]大{又音}[5]踏{又音}[6]达沓踏{又音}[7]□{敲：~铁钉}	
tʰ	[5]擦塔塌遢□{头~：秃头}	
