#符号说明：-白=文/书*俗?待考	
#调值	[1]31 [3]53 [5]35 [7]21 [8]5 [0]轻声
#[ɿ]	
[ts] [1]知蜘支枝肢只{一〜}资姿咨糍兹滋鹚辎之芝蒸-{黄~：一种糕点}[3]紫纸姊子梓滓止趾址脂旨指[5]滞制製智栀自致稚至字牸置痔治志誌瘪炙	
[tsʰ] [1]池驰踟差{参〜不齐}眵瓷迟慈磁辞词祠痴持嗤诗-{唐~}[3]雌此疵侈耻齿[5]刺赐翅次茨伺饬	
[s] [1]斯厮撕施匙私师狮蛳尸司丝思饲诗时鲥莳绳-{油~：一种糕点}[3]豕死矢屎使史驶始[5]世势誓逝是氏四肆示视嗜似祀巳寺嗣士仕柿俟事试市恃侍	
[p] [1]鐾[3]箅彼鄙比秕篦瘪{〜谷}[5]蔽敝弊币毙蓖闭陛{〜下}臂被{棉〜}婢避壁	
[pʰ] [1]批披皮疲脾纰匹琵{〜琶}枇{〜杷}痞{地〜}[5]譬庇痹{麻〜}畀底	
[m] [1]迷谜霓糜弥眉楣明-{精~}[3]米靡[5]觅	
[t] [1]低底抵牴堤-{大窑~：地名}[5]帝蒂弟第递地	
[tʰ] [1]梯题提蹄堤[3]体[5]嚏替涕剃啼泣{哭〜}剔惕	
[n] [1]泥倪尼呢崖-{杨~底：地名}仪-{~城：地名}[3]你拟[5]腻匿溺毅-{乐~：地名}	
[l] [5]荔[3]李	
[ts][1]鸡稽奇饥肌基几{〜何}机讥饑精-{~明}[3]挤几麂己戟[5]祭际济计继繫髻契技妓冀纪记忌既季鲫寂剂寄	
[tsʰ][1]妻凄淒齐脐荠奇{〜怪}骑岐歧椅祁鰭欺其棋期旗麒祈畦[3]企起杞岂启[5]砌器弃气汽	
[s] [1]西栖犀溪奚兮牺嬉熙希稀昔{往〜}夕[3]洗喜[5]细系繋係戏	
[Ǿ] [1]宜仪倚移夷姨疑医沂衣依遗[3]蚁椅矣以尾-{~巴}[5]艺刈缢醫谊义议易肄意异逸忆亿抑翼益亦译疫役	
#[u]	
[p][3]补[5]布佈怖部步捕讣{〜告} 抱-{~住}堡-{~子酒}	
[pʰ][1]蒲菩脯葡仆[3]谱圃{苗〜}普浦醭朴[5]铺舖	
[m][1]模{〜子}谋[3]某亩牡母拇[5]暮慕墓募幕牧睦	
[f][1]夫肤敷俘孵麸符浮扶芙{〜蓉}[3]府腑俯甫斧抚釜腐辅否脬[5]埠付赋傅咐赴父附驸富副妇负	
[t] [1]都{首〜}[3]堵赌肚{羊〜}[5]肚妒杜度渡镀	
[tʰ][1]徒屠途涂图[3]土吐[5]兔	
[n] [1]奴[3]努[5]怒	
[l] [1]卢芦鸬庐[3]兽橹虏卤[5]路露鹭	
[ts] [1]租猪诸诛蛛株朱硃珠[3]祖组阻煮拄主嘱[5]著苎箸助驻註柱住注蛀铸祝	
[tsʰ][1]粗除储初厨橱雏[3]褚楚础杵雉[5]处{到〜}淬醋	
[s] [1]苏酥锄梳疏蔬书舒枢输殊淑孰塾赎[3]暑数{～一～}粟蜀鼠黍署薯[5]素诉塑嗉恕数{〜字}戍竖树漱肃{严〜}	
[z] [1]如儒[3]汝辱乳襦	
[k] [1]姑孤箍鸪辜[3]古估牯股鼓[5]故固锢雇顾	
[kʰ][1]枯[3]苦[5]库裤酷	
[x] [1]和{〜了}呼戽胡湖狐壶乎瓠葫鬍蝴糊[3]虎浒[5]户沪互护瓠	
[Ǿ] [1]吴蜈梧乌污坞无巫诬侮[3]吾五伍午误武舞鹉[5]悟恶务雾勿	
#[ʮ]	
[l] [1]驴[3]缕屡履	
[ts] [1]居车{下棋用语}拘驹□{〜疙瘩：手揪的面片}[3]举[5]据锯{名词}俱矩句具惧剧巨拒距聚	
[tsʰ][1]蛆渠佢趋区驱瞿[3]取娶[5]去趣	
[s] [1]徐墟虚嘘须鬚需[3]许[5]絮序叙绪婿续	
[Ǿ] [1]鱼渔於淤余馀与愚迂于盂榆逾裕虞芋{〜头}[3]语雨宇禹羽[5]御禦誉预豫娱遇寓芋愈喻誊域郁育玉狱浴欲愉	
#[a]	
[tsʰ][1]茬{豆〜}	
[k][5]尬	
[x][1]哈	
[Ǿ][1]阿	
#[ɒ]	
[p] [1]巴{〜黎}芭疤笆帮邦爬-{~上去}[3]把{〜握}榜绑[5]霸壩坝{堤〜}爸罢镑傍棒蚌	
[pʰ] [1]爬琶{琵〜}把{枇〜}把{名词}滂螃膀{〜了：浮肿}庞旁[5]怕帕胖	
[m] [1]麻痲蟆忙芒茫盲妈[3]马码莽蟒虻[5]骂	
[f] [1]方肪坊倣芳妨房防[3]纺访仿{〜造}[5]放	
[v] [1]蛙洼汪亡王挖芒-{麦~}[3]网辋枉往[5]忘妄望旺	
[t] [1]□{父亲}当{上〜}铛裆[3]党档打挡[5]大荡宕	
[tʰ] [1]他它汤堂棠螳唐糖塘[3]倘{〜使}躺[5]烫趟	
[n] [1]拿囊曩[3]攮[5]那	
[l] [1]郎廊狼螂榔拉[3]朗[5]浪{圪〜：胡同}	
