#符号说明：-白=文/书*俗?待考	
#调值 ［1］213［2］55［3］24［5］53 ［0］轻声	
#ɿ	
ts [1]孜咨龇訾资滋兹吱訾淄 [3]梓紫籽渍姊虸 [5]字渍自滋 [0]子{儿～}籽{菜～}	
tsʰ [1]疵 [2]词治{～鱼：剖开鱼肚子而清除鳞片}茨{～淮河}糍{～巴}祠雌磁瓷辞慈 [3]此跐{～凳子：踩在凳子上面} [5]刺{～猴子}赐秩{～序}伺次	
s [1]思丝司{公～}私撕斯咝厮嘶[3]死 [5]四寺肆嗣似饲 [0]司{上～}	
#ʅ	
tʂ [1]知蜘支指芝之质汁趾脂只织芝枝脂肢帜栀 [2]直侄植执值职殖 [3]指脂止纸址 [5]制痔治智蛰滞挚致志痣峙至蛰{惊～}窒彘秩	
tʂʰ [1]吃尺嗤{噗～笑了}赤{～脚丫：光着脚} [2]池弛汤侈{奢～}持迟驰匙{汤～}[3]齿豉{豆～}耻 [5]翅 [0]饬{捯～}	
ʂ [1]诗湿尸师施适狮虱{～子：跳蚤}失释适饰 [2]时十室石实始拾蚀{月亮～}食[3]使驶史屎 [5]事是氏{姓～}视世示式试势誓柿拭 [0]识{认～}侍{服～}	
ʐ [1]日	
#i	
p [1]屄妣 [2]鼻必逼彼 [3]比鄙 [5]币弊璧壁庇必壁避匕毙篦臂敝碧闭痹弼婢陛辟譬	
pʰ [1]批劈匹披霹 [2]皮琵枇噼疲貔 [3]痞 [5]屁癖僻	
m [1]觅{～人：给别人工资代替自己做事}蜜密秘幂泌 [2]眯谜{～语}迷咪糜靡弥 [3]米 [5]谜{破～：猜出谜语}	
t [1]低滴 [2]笛敌	
tʰ [1]梯 [2]提蹄 [5]替剃屉惕 [0]嚏{喷～}	
n [1]妮 [2]泥昵呢拟	
l [1]立力栗 [2]梨离黎犁厘 [3]李礼理 [0]狸{狐～}	
tɕ [1]机鸡基击饥姬疾籍髻鲫叽{～喳喳}[2]籍集急及吉辑 [3]挤纪济 [5]绩{～效}既计即记剂祭季继 [0]己{自～}箕{簸～}绩{成～}	
tɕʰ [1]七期 [2]奇其齐骑 [3]企业 [5]气弃汽 [0]戚{亲～}	
ɕ [1]西吸 [2]溪习席 [3]息洗喜媳 [3]戏	
[1]衣医一已 [2]姨液{口服～}疫乙 [3]椅咦 [5]义忆艺益异	
#u	
p [1]不捕 [2]□{霉～：面粉发霉的白点} [3]卜补 [5]布部步簿埠{商～}怖 [0]埠{蚌～：地名}	
pʰ [1]扑{～倒}噗铺{～开：展开} [2]扑{～克}菩葡 [3]普谱朴仆脯蒲璞匍浦 [5]铺{商～}	
m [1]沐木穆 [2]□{～丢了} [3]母亩拇姆 [5]墓慕目幕募暮睦牡	
f [1]书妇福幅夫复熟 [2]熟敷扶符抚芙浮伏附 [3]斧府阜傅腑辅腐辐俯 [5]付富父负驸赋	
v [1]输  [2]如{～果}□{把东西～给我：塞给我} [5]□{～着：恰巧}	
t [1]嘟□{贪婪}[2]毒读独犊{牛～子：小公牛} [3]赌肚{牛～}  [5] 肚{～子}渡度镀	
tʰ [1]突凸秃[2]图屠徒途唾{～沫} [3]吐 [5]兔	
l [1]鹿录鲁陆绿禄碌鹭麓滤 [2]炉鲈 [3]卤掳 [5]璐露路 [0]□{乌～水:半烧开的水}噜{咕～}辘{轱～}	
ts [2]组租卒阻祖 [5]做	
tsʰ [1]粗 [5]醋促簇	
s [1]苏速酥肃稣 [2]俗 [5]素塑夙	
tʂ [1]朱猪珠竹诸筑株诛 [2]烛轴{车～}触 [3]主煮嘱 [5]祝助住柱驻蛀 [0]帚{扫～}	
tʂʰ [1]出础舒畜 [2]厨除□{～走：用工具铲掉} [3]蔟{～不叽：一种可食植物,呈毛毛虫形状}储楚暑鼠处{相～} [5]处{～所}	
ʐ [1]入 [2]如茹 [3]汝擩乳 [0]辱{侮～}	
k [1]姑骨孤咕菇箍辜 [2]□{鸟叫声}估 [3]古股鼓贾{商～}[5]故雇固	
kʰ [1]窟哭骷绔 [3]枯苦 [5]裤库酷	
x [1]忽呼烀 [2]胡湖糊葫狐弧核浒和{牌～了}瑚 [3]狐虎琥 [5]瓠{～子：一种瓜果}互护沪 [0]唬{吓～}	
[1]污物物巫 [2]吴蜈无梧 [3]午五武勿吾捂 [5]务雾误悟恶鹜 [0]鹉{鹦～}	
#y	
n [3]女	
l [1]率{圆周～}律缕氯  [2]驴 [3]吕屡旅捋铝侣闾榈履 [5]滤	
tɕ [1]居鞠驹菊狙鞠橘桔 [2]局焗{～油膏} [3]举 [5]矩句聚具距巨惧炬	
tɕʰ [1]区渠趋瞿驱祛觑屈曲屈 [3]娶取躯 [5]去	
ɕ [1]虚需畜序须嘘蓄墟戌煦旭 [2]徐□{啰嗦}栩 [3]许 [5]叙续恤絮绪婿	
[1]淤{～泥}□{锅～了：温度接近沸点时锅中的水蒸气向上顶锅盖}浴 [2]于与余鱼愚瑜 [3]语雨宇羽禹 [5]裕玉育遇御愈欲预钰郁	
#a	
p [1]八把巴扒芭疤捌吧粑 [2]爸拔跋耙 [3]靶把{～尿} [5]霸鲅耙{～地} [0]粑{糍～}吧笆杷	
pʰ [1]趴葩啪 [2]爬耙{～子} [5]怕 [0]琶{～琶}	
m [1]妈蚂{～蚱}抹{～帽子}□{～掉皮} [2]麻蚂{～蚁  }嘛{干～} [3]码马{～会}玛{沙琪～} [5]骂嘛{～事：什么事}	
f [1]发法砝珐 [2]罚乏伐阀筏 [3]□{无理由发脾气}	
t [1]答耷搭 [2]大{爸}达沓 [3]打妲{～己} [5]大 [0]嗒{嘀～}瘩{疙～}	
tʰ [1]塔蹋塌趿{～拉} [3]他它她 [0]遢{邋～}	
n [1]娜  钠纳{～鞋} [2]拿 [3]哪 [5]娜那	
