	註釋：-白讀，=文讀																		
n	[1]拈撚[2]年粘黏鮎[3]染=[6]念=廿擰																		
l	[2]林=連廉鐮簾聯淋漣臁[3]臉輦攆嶺=懍凜[6]練煉斂鏈殮																		
ts	[1]尖氈蒸斟占沾瞻詹蟾[2]錢前=潛[3]枕疹整振井=拯踐餞殄濺[5]占戰薦箭顫[6]賤漸																		
tsʰ	[1]阡韆戔纖殲箋簽籤遷鮮僉[2]尋{量詞}[3]淺寢癬請=鮮{少}																		
s	[1]先=仙羶秈[2]蟬鹽暹蟾禪[3]哂銑沈省{反～}陝跣審嬸瀋閃醒=[5]扇[6]善僐膳繕鱔擅單{姓}羨																		
k	[1]慳兼肩捐娟涓兢[2]乾{～坤}墘[3]緊繭僅景警境錦謹憬饉[5]劍見建絹鞬[6]儉件健鍵																		
kʰ	[1]牽謙騫愆搴[2]鉗擒扲{手～}[3]頃肯-譴繾遣[5]欠芡縴																		
ŋ	[1]妍[2]言[3]研碾[5]硯癮																		
h	[1]熏萱軒兄=煊喧[2]玄嫌賢懸=炫眩弦舷絃[3]險顯[5]憲獻絢[6]現																		
j	[1]淹掩焉胭燕{～京}咽菸淵閹煙焉[2]延然緣燃鉛圓-櫞炎沿筵蜓閻焉[3]忍允掩=冉荏髯[5]厭{討～}宴燕饜咽[6]演衍院																		
∅	[3]引影蚓尹飲=偃穎隱																		
#uŋ																			
p	[1]分-奔犇[2]丸紈[3]本埲{塵起貌}畚[6]飯-																		
pʰ	[3]紡-捧																		
m	[2]門[5]問-																		
w	[1]冤鴛汪[2]完員袁轅亡王忘垣猿黃{～色}援{引}枉紈[3]遠=往網=惘魍擁穩刎隕吻[5]怨[6]望旺妄王																		
t	[1]鼕[2]傳{～達}[3]轉董懂[6]傳{自～}																		
tʰ	[2]椽[3]倘統寵塚[5]篆																		
n	[3]軟																		
l	[2]隴[3]攏壟[6]弄戀																		
ts	[1]專磚遄顓[2]泉全[3]准準總隼種腫踵																		
tsʰ	[1]川穿[3]蠢盹[5]串釧																		
s	[1]恂[2]巡[3]筍榫[6]吮																		
k	[1]光胱關-觥[2]權狂拳顴[3]講滾廣捲蜷鯀[5]眷卷券[6]倦																		
kʰ	[1]匡筐框眶[3]恐孔壙[5]勸困礦擴曠																		
ŋ	[2]圓=元原源芫黿[6]願																		
h	[1]坊方謊婚芳昏{黃～}肪舫恍肓慌荒[2]園黃皇蝗煌遑凰磺徨[3]訪粉憤忿晃彷紡=幌[5]放=[6]遠-																		
j	[3]勇湧踴俑恿																		
#iaŋ																			
p	[3]餅-[5]並併																		
m	[2]名-[6]命-																		
t	[2]呈=埕[3]鼎-[5]定-錠																		
tʰ	[1]聽-廳[2]呈-程[3]點-{～頭}[5]疼{訓}忝-																		
n	[2]燃[3]染																		
l	[3]領-嶺-																		
ts	[1]正{～月}[3]䭕{味淡}[5]正濺[6]淨-																		
tsʰ	[1]櫼[3]請-[5]倩[6]鱔-																		
s	[1]聲-[2]城成-泉-[5]線聖-霰腺[6]秈墭																		
k	[1]驚-[2]行-[3]囝[5]鏡																		
ŋ	[2]嚴迎-岩-釅[3]儼[5]驗岸-																		
h	[1]馨{臭氣～儂}兄-焮[3]掀																		
j	[2]營贏-[5]映[6]焰豔																		
#ioŋ																			
t	[1]張{姓}[2]場長=腸=[3]長{生～}等[5]帳賬脹漲-[6]丈-長{剩下}																		
tʰ	[1]張{一～}[5]暢悵[6]丈=杖仗																		
n	[2]娘[5]讓壤[6]嚷																		
l	[2]良涼量{商～}糧梁粱[3]兩=魎[6]亮諒量{～詞}輛																		
ts	[1]章樟璋漳漿獐[3]掌獎蔣槳鞝{～鞋}[5]障將{大～}瘴																		
tsʰ	[1]昌槍娼菖鯧[2]牆戕薔嬙[3]搶廠敞氅昶愴[5]唱倡[6]匠象像橡																		
s	[1]商傷相箱鑲廂湘襄[2]常嘗詳祥翔庠嫦裳徉[3]賞想鯗償[5]相{～片}[6]上尚癢-																		
k	[1]疆僵薑韁羌[2]強[3]強{勉～}[5]弶																		
kʰ	[1]腔																		
ŋ	[3]仰																		
h	[1]香鄉薌[3]享響[5]向餉																		
j	[1]央殃鴦泱鞅怏癰[2]羊洋揚陽楊佯徉瘍鎔颺[3]養[5]恙映[6]樣讓=壤攘癢=嚷=漾																		
#uaŋ																			
p	[1]般搬扳班頒癍[2]盆盤磐槃蟠[3]阪-[5]半絆[6]拌絆畔																		
pʰ	[1]潘藩蕃幡[2]燔[5]判[6]胖=伴叛泮																		
m	[2]瞞鰻蹣[3]滿懣																		
t	[1]端[3]短=[5]斷={決～}[6]斷={～絕}																		
tʰ	[1]湍[2]團□{聚}[6]彖																		
l	[2]鑾鸞巒欒[3]卵=孌{美貌}[6]亂=																		
ts	[3]鑽{金剛～}[5]纂[6]撰饌																		
tsʰ	[1]餐詮痊銓筌[3]喘[5]竄篡爨																		
k	[1]官關=觀冠鰥[3]管館[5]貫灌罐觀{寺～}冠{弱～}慣=[6]摜{提}貫																		
kʰ	[1]寬髖[2]逛-圈環寰[3]盥																		
ŋ	[2]頑[6]玩																		
h	[1]歡翻番驩獾[2]橫璜凡煩繁帆礬還=鬟桓梵[3]反返[5]浣喚煥販泛瘓飯=幻[6]緩範犯患宦豢																		
∅	[1]彎灣[2]綰灣[3]豌碗婉苑{又}腕挽阮剜晚皖輓琬蜿[6]萬換																		
#ak																			
p	[7]百-伯-柏-擘[8]白-拔-鈸魃跋=																		
pʰ	[7]拍																		
m	[7]壓{訓}瘼[8]麥脈																		
t	[7]笮{壓}靼妲答搭瘩劄[8]達踏遝																		
tʰ	[7]塌蹋榻塔詫澈{乾凈}[8]宅																		
n	[8]納衲搦{捉}																		
l	[7]瘌辣[8]捋垃辣臘獵剌蠟粒																		
ts	[7]窄匝紮劄砸眨仄[8]雜鍘-閘柵{～欄}																		
tsʰ	[7]插冊察擦鍤																		
s	[7]殺煞刹薩撒霎																		
k	[7]甲格-隔-鉀胛蛤䘥袷割裌[8]粭																		
kʰ	[7]渴客-卡□{拾}[8]咳																		
h	[7]喝呷[8]合盍闔洽瞎轄豁																		
∅	[7]鴨壓押狎軋遏㷈[8]匣盒																		
#ɛik																			
p	[7]八[8]拔-																		
m	[8]密-																		
tʰ	[7]貼帖[8]疊迭																		
n	[7]{凹}[8]捏																		
l	[7]□{舔}[8]裂-																		
ts	[7]節-汁[8]截																		
tsʰ	[8]賊																		
s	[7]嗇澀塞{～住}[8]十拾{～個}																		
k	[7]結																		
h	[7]血																		
∅	[7]壓[8]狹-																		
#eik																			
p	[7]壁筆逼畢必辟煏[8]域疫役弼																		
pʰ	[7]疋璧匹劈碧霹癖辟																		
m	[8]密=蜜謐																		
t	[7]摘滴嫡的謫適[8]直侄擲殖翟迪滌笛軸敵值植秩蟄糴																		
tʰ	[7]踢跌飭剔惕倜																		
n	[7]忸衄[8]日溺匿暱																		
l	[5]栗篥溧慄凓[8]立笠藶力癧																		
ts	[7]跡隻蟄脊績積執職質稷[8]集疾籍習寂蒺襲緝																		
tsʰ	[7]赤七漆拭膝戚斥叱																		
s	[7]失式析釋昔式拭飾濕錫惜熄息識悉室媳悉[8]席蓆=蝕實食夕汐																		
k	[7]棘吉給急桔激擊[8]及極芨{白～}杓																		
kʰ	[7]隙泣[8]徼																		
ŋ	[7]級吸汲[8]額																		
h	[7]翕歙熻																		
j	[8]入																		
∅	[7]一乙噎益挹邑揖抑[8]譯亦易{交～}腋翌繹熠聿弋奕掖翼=液逸佚驛溢																		
#œk																			
p	[7]北伯=柏珀百=陌[8]帛白=舶																		
pʰ	[7]迫魄																		
m	[8]墨目-默																		
t	[7]得德[8]特擇澤																		
tʰ	[7]忒忑[8]讀-																		
l	[7]落-[8]漉鹿-六肋轆勒摝																		
ts	[7]則責嘖																		
tsʰ	[7]側廁測拆策惻=[8]鑿-																		
s	[7]色瑟																		
k	[7]格=革隔=角虢恪																		
kʰ	[7]刻客=殼克喀																		
ŋ	[8]逆-																		
h	[7]黑嚇赫[8]或劃獲惑嚳{糞～}																		
∅	[7]厄軛扼呃																		
#øk																			
t	[7]竹竺築[8]逐																		
tʰ	[7]□{縮}																		
n	[7]肭[8]肉																		
ts	[7]叔粥																		
s	[7]孰-[8]熟-																		
k	[7]菊掬鞠[8]□{稠}																		
kʰ	[7]曲{～折}乞																		
ŋ	[7]迄屹訖[8]玉=																		
h	[7]畜蓄旭頊																		
∅	[7]彧郁[8]噦																		
#ɔuk																			
p	[7]駁博搏膊[8]泊薄箔																		
pʰ	[7]剝=撲璞粕馥[8]雹																		
m	[7]幕膜漠[8]寞莫																		
t	[7]琢啄掇[8]奪-度{猜～}																		
tʰ	[7]托=託=柝脫=橐焯[8]□{減少}																		
n	[8]諾訥																		
l	[8]落=洛駱烙酪樂{快～}絡																		
ts	[7]作捽[8]昨濁躍濯擢躅																		
tsʰ	[7]撮錯{～雜}齪[8]戳鑿=																		
s	[7]刷率溯朔蟀																		
k	[7]各閣骨[8]滑-猾鶻涸																		
kʰ	[7]確磕霍套窟壑																		
ŋ	[8]岳樂{音～}萼愕鱷齶噩嶽																		
h	[7]□{打}郝[8]學=核劾鶴貉																		
∅	[7]惡{凶～}沃=																		
#ouk																			
p	[7]腹-不幅卜蝮{～蛇}[8]僕伏匐蔔																		
pʰ	[7]覆-																		
m	[8]木沒穆目=牧歿沐																		
t	[7]篤督[8]獨毒牘犢																		
tʰ	[7]禿黜[8]讀=																		
l	[7]碌□{打}[8]律祿陸轆鹿=率{效～}六=鷸																		
ts	[7]卒祝足[8]族簇																		
tsʰ	[7]出觸																		
s	[7]淑粟=菽肅束縮速宿恤叔=戍夙[8]俗熟續述術贖屬蜀=孰秫塾																		
kʰ	[7]哭屈擴																		
h	[7]福複蠍輻覆=腹=[8]服伏茯袱																		
j	[8]育欲慾辱浴																		
∅	[7]屋握熨齷喔鬱																		
#ik																			
p	[7]憋蹩[8]別癟																		
pʰ	[7]撇劈[8]瞥																		
m	[8]滅覓蔑汨																		
t	[7]哲蟄{又}[8]迭{又}喋蝶諜著{火～}轍耋蛭輒碟狄																		
tʰ	[7]鐵徹沏撤[8]㤴																		
n	[7]捏=囁[8]箬葉{訓“箬”}																		
l	[7]捩[8]烈列{又}曆冽瀝靂癧																		
ts	[7]唧鯽借接浙折節櫛即摺褶暫[8]捷睫婕																		
tsʰ	[7]切竊妾砌尺踅[8]石蠘{梭子蟹}席蓆褯																		
s	[7]設泄薛褻屑□{吻}洩[8]舌涉拾什蜀=																		
k	[7]訣莢揭決孓結=髻=黠沽𪞾{～豬}挈[8]傑竭桀蠍																		
kʰ	[7]歉怯缺-鍥=慊詰[8]揭{～放}偈殛																		
ŋ	[8]業孽鐐臬齧																		
h	[7]䦧歇[8]協肋穴狹=峽=俠																		
j	[7]閱謁{又}蠍{暑～}[8]曄葉悅藥																		
∅	[7]抉□{刺}噎[8]熱																		
#uk																			
p	[7]剝-[8]渤鵓勃脖荸縛																		
pʰ	[8]曝瀑																		
w	[8]粵越勿物																		
t	[7]咄{驚怪聲}掇[8]突凸																		
l	[7]劣[8]綠錄																		
ts	[7]燭茁拙輟捉[8]絕絀																		
tsʰ	[7]啜																		
s	[7]雪說鱈[8]踅{～圈子}																		
k	[7]郭國廓幗蟈蕨[8]掘局崛橛斛																		
kʰ	[7]厥缺=闕獗																		
ŋ	[8]月刖玉-獄=兀																		
h	[7]腹=囫笏拂弗惚忽髮{頭～}黻																		
j	[8]褥																		
∅	[7]沃-{～雨}																		
#iak																			
tʰ	[7]獺																		
n	[7]攝躡鑷聶懾捏-																		
l	[7]趿{鞋～}																		
ts	[7]嚼																		
s	[7]濕																		
k	[7]篋夾=峽-頰莢愜[8]□{肩～}																		
kʰ	[7]㧁{目～}掐[8]□{門～}屐																		
h	[7]嚇-																		
j	[8]頁																		
#iok																			
l	[8]略掠																		
ts	[7]爵酌[8]著																		
tsʰ	[7]鵲綽芍雀灼																		
s	[7]削=																		
k	[8]攫矍钁																		
kʰ	[7]腳卻[8]劇{戲～}噱																		
ŋ	[8]虐謔瘧																		
j	[7]約[8]若=弱毓昱																		
#uak																			
p	[7]缽撥[8]跋{跌}																		
pʰ	[7]潑																		
m	[7]抹[8]末沫																		
k	[7]刮括[8]嗗																		
kʰ	[7]闊																		
h	[7]發=法豁[8]乏活罰筏閥																		
∅	[7]挖斡[8]襪曰																		
#ɔk																			
t	[7]棹卓斫[8]擇鐸																		
tʰ	[7]拓托-																		
n	[7]乇{物}																		
l	[8]落-樂{長～縣}																		
s	[7]索-嗍{吮}[8]鐲																		
∅	[7]惡[8]學-																		
#ok																			
k	[7]穀穀鵠酷梏																		
h	[7]複復[8]佛																		
∅	[8]劃{～火柴}																		
