列1	列2	列3	列4	湖州话字表	此列不需录入
亡	亡	vɔ̃ɑ̃¹²	vaon2	文	vɔ̃ɑ̃¹²
妄	妄	vɔ̃ɑ̃²⁴	vaon6	文	vɔ̃ɑ̃²⁴
望	望	vɔ̃ɑ̃²⁴	vaon6	文	vɔ̃ɑ̃²⁴
忘	忘	vɔ̃ɑ̃²⁴	vaon6		vɔ̃ɑ̃²⁴
當	当	tʌ̃ɑ̃⁴⁴	taon1	~時	tʌ̃ɑ̃⁴⁴
噹	噹	tʌ̃ɑ̃⁴⁴	taon1		tʌ̃ɑ̃⁴⁴
黨	党	tʌ̃ɑ̃⁴²	taon3		tʌ̃ɑ̃⁴²
擋	挡	tʌ̃ɑ̃⁴²	taon3		tʌ̃ɑ̃⁴²
當	当	tʌ̃ɑ̃³⁵	taon5	~作	tʌ̃ɑ̃³⁵
湯	汤	tʰʌ̃ɑ̃⁴⁴	thaon1		tʰʌ̃ɑ̃⁴⁴
躺	躺	tʰʌ̃ɑ̃⁴²	thaon3		tʰʌ̃ɑ̃⁴²
倘	倘	tʰʌ̃ɑ̃⁴²	thaon3		tʰʌ̃ɑ̃⁴²
燙	烫	tʰʌ̃ɑ̃³⁵	thaon5		tʰʌ̃ɑ̃³⁵
趟	趟	tʰʌ̃ɑ̃³⁵	thaon5		tʰʌ̃ɑ̃³⁵
堂	堂	dʌ̃ɑ̃¹²	daon2		dʌ̃ɑ̃¹²
棠	棠	dʌ̃ɑ̃¹²	daon2		dʌ̃ɑ̃¹²
螳	螳	dʌ̃ɑ̃¹²	daon2		dʌ̃ɑ̃¹²
唐	唐	dʌ̃ɑ̃¹²	daon2		dʌ̃ɑ̃¹²
糖	糖	dʌ̃ɑ̃¹²	daon2		dʌ̃ɑ̃¹²
宕	宕	dʌ̃ɑ̃¹²	daon2		dʌ̃ɑ̃¹²
塘	塘	dʌ̃ɑ̃²³¹	daon4		dʌ̃ɑ̃²³¹
蕩	荡	dʌ̃ɑ̃²³¹	daon4	~来~去	dʌ̃ɑ̃²³¹
浪	浪	lʌ̃ɑ̃³⁵	laon5		lʌ̃ɑ̃³⁵
囊	囊	lʌ̃ɑ̃¹²	laon2		lɦʌ̃ɑ̃¹²
郎	郎	lʌ̃ɑ̃¹²	laon2		lɦʌ̃ɑ̃¹²
廊	廊	lʌ̃ɑ̃¹²	laon2		lɦʌ̃ɑ̃¹²
狼	狼	lʌ̃ɑ̃¹²	laon2		lɦʌ̃ɑ̃¹²
螂	螂	lʌ̃ɑ̃¹²	laon2		lɦʌ̃ɑ̃¹²
朗	朗	lʌ̃ɑ̃¹²	laon2		lɦʌ̃ɑ̃¹²
瓤	瓤	lʌ̃ɑ̃¹²	laon2		lɦʌ̃ɑ̃¹²
贓	脏	tsʌ̃ɑ̃⁴⁴	tsaon1		tsʌ̃ɑ̃⁴⁴
髒	脏	tsʌ̃ɑ̃⁴⁴	tsaon1		tsʌ̃ɑ̃⁴⁴
莊	庄	tsʌ̃ɑ̃⁴⁴	tsaon1		tsʌ̃ɑ̃⁴⁴
章	章	tsʌ̃ɑ̃⁴⁴	tsaon1		tsʌ̃ɑ̃⁴⁴
樟	樟	tsʌ̃ɑ̃⁴⁴	tsaon1		tsʌ̃ɑ̃⁴⁴
瘴	瘴	tsʌ̃ɑ̃⁴⁴	tsaon1		tsʌ̃ɑ̃⁴⁴
掌	掌	tsʌ̃ɑ̃⁴²	tsaon3		tsʌ̃ɑ̃⁴²
葬	葬	tsʌ̃ɑ̃³⁵	tsaon5		tsʌ̃ɑ̃³⁵
壯	壮	tsʌ̃ɑ̃³⁵	tsaon5		tsʌ̃ɑ̃³⁵
障	障	tsʌ̃ɑ̃³⁵	tsaon5		tsʌ̃ɑ̃³⁵
倉	仓	tsʰʌ̃ɑ̃⁴⁴	tshaon1		tsʰʌ̃ɑ̃⁴⁴
蒼	苍	tsʰʌ̃ɑ̃⁴⁴	tshaon1		tsʰʌ̃ɑ̃⁴⁴
瘡	疮	tsʰʌ̃ɑ̃⁴⁴	tshaon1		tsʰʌ̃ɑ̃⁴⁴
昌	昌	tsʰʌ̃ɑ̃⁴⁴	tshaon1		tsʰʌ̃ɑ̃⁴⁴
菖	菖	tsʰʌ̃ɑ̃⁴⁴	tshaon1		tsʰʌ̃ɑ̃⁴⁴
窗	窗	tsʰʌ̃ɑ̃⁴⁴	tshaon1		tsʰʌ̃ɑ̃⁴⁴
敞	敞	tsʰʌ̃ɑ̃⁴²	tshaon3		tsʰʌ̃ɑ̃⁴²
廠	厂	tsʰʌ̃ɑ̃⁴²	tshaon3		tsʰʌ̃ɑ̃⁴²
闖	闯	tsʰʌ̃ɑ̃⁴²	tshaon3		tsʰʌ̃ɑ̃⁴²
唱	唱	tsʰʌ̃ɑ̃³⁵	tshaon5		tsʰʌ̃ɑ̃³⁵
倡	倡	tsʰʌ̃ɑ̃³⁵	tshaon5		tsʰʌ̃ɑ̃³⁵
藏	藏	dzʌ̃ɑ̃¹²	dzaon2	隐~	dzʌ̃ɑ̃¹²
常	常	dzʌ̃ɑ̃¹²	dzaon2		dzʌ̃ɑ̃¹²
嘗	尝	dzʌ̃ɑ̃¹²	dzaon2		dzʌ̃ɑ̃¹²
裳	裳	zʌ̃ɑ̃¹²	zaon2		zʌ̃ɑ̃¹²
償	偿	dzʌ̃ɑ̃¹²	dzaon2		dzʌ̃ɑ̃¹²
藏	藏	dzʌ̃ɑ̃²⁴	dzaon6	西~	dzʌ̃ɑ̃²⁴
臟	脏	dzʌ̃ɑ̃²⁴	dzaon6		dzʌ̃ɑ̃²⁴
桑	桑	sʌ̃ɑ̃⁴⁴	saon1		sʌ̃ɑ̃⁴⁴
喪	丧	sʌ̃ɑ̃⁴⁴	saon1	婚~，~失	sʌ̃ɑ̃⁴⁴
霜	霜	sʌ̃ɑ̃⁴⁴	saon1		sʌ̃ɑ̃⁴⁴
孀	孀	sʌ̃ɑ̃⁴⁴	saon1		sʌ̃ɑ̃⁴⁴
商	商	sʌ̃ɑ̃⁴⁴	saon1		sʌ̃ɑ̃⁴⁴
傷	伤	sʌ̃ɑ̃⁴⁴	saon1		sʌ̃ɑ̃⁴⁴
雙	双	sʌ̃ɑ̃⁴⁴	saon1		sʌ̃ɑ̃⁴⁴
爽	爽	sʌ̃ɑ̃⁴²	saon3		sʌ̃ɑ̃⁴²
賞	赏	sʌ̃ɑ̃⁴²	saon3		sʌ̃ɑ̃⁴²
牀	床	zʌ̃ɑ̃¹²	zaon2		zʌ̃ɑ̃¹²
上	上	zʌ̃ɑ̃²³¹	zaon4	~山	zʌ̃ɑ̃²³¹
尚	尚	zʌ̃ɑ̃²⁴	zaon6		zʌ̃ɑ̃²⁴
上	上	zʌ̃ɑ̃²⁴	zaon6	~面	zʌ̃ɑ̃²⁴
狀	状	zʌ̃ɑ̃²⁴	zaon6		zʌ̃ɑ̃²⁴
岡	冈	kʌ̃ɑ̃⁴⁴	kaon1		kʌ̃ɑ̃⁴⁴
崗	岗	kʌ̃ɑ̃⁴⁴	kaon1		kʌ̃ɑ̃⁴⁴
剛	刚	kʌ̃ɑ̃⁴⁴	kaon1		kʌ̃ɑ̃⁴⁴
鋼	钢	kʌ̃ɑ̃⁴⁴	kaon1		kʌ̃ɑ̃⁴⁴
缸	缸	kʌ̃ɑ̃⁴⁴	kaon1		kʌ̃ɑ̃⁴⁴
光	光	kuɑ̃⁴⁴	kaon1		kũɑ̃⁴⁴
江	江	kʌ̃ɑ̃⁴⁴	kaon1	白	kʌ̃ɑ̃⁴⁴
扛	扛	kʌ̃ɑ̃⁴⁴	kaon1	~东西	kʌ̃ɑ̃⁴⁴
豇	豇	kʌ̃ɑ̃⁴⁴	kaon1	~豆	kʌ̃ɑ̃⁴⁴
廣	广	kuɑ̃⁴²	kaon3		kũɑ̃⁴²
講	讲	kʌ̃ɑ̃⁴²	kaon3	白	kʌ̃ɑ̃⁴²
港	港	kʌ̃ɑ̃⁴²	kaon3		kʌ̃ɑ̃⁴²
扛	扛	kʌ̃ɑ̃³⁵	kaon5	~子	kʌ̃ɑ̃³⁵
康	康	kʰʌ̃ɑ̃⁴⁴	khaon1		kʰʌ̃ɑ̃⁴⁴
糠	糠	kʰʌ̃ɑ̃⁴⁴	khaon1		kʰʌ̃ɑ̃⁴⁴
匡	匡	kʰuɑ̃⁴⁴	khaon1		kʰũɑ̃⁴⁴
筐	筐	kʰuɑ̃⁴⁴	khaon1		kʰũɑ̃⁴⁴
眶	眶	kʰuɑ̃⁴⁴	khaon1		kʰũɑ̃⁴⁴
慷	慷	kʰʌ̃ɑ̃⁴²	khaon3		kʰʌ̃ɑ̃⁴²
抗	抗	kʰʌ̃ɑ̃³⁵	khaon5		kʰʌ̃ɑ̃³⁵
炕	炕	kʰʌ̃ɑ̃³⁵	khaon5		kʰʌ̃ɑ̃³⁵
曠	旷	kʰuɑ̃³⁵	khaon5		kʰũɑ̃³⁵
礦	矿	kʰuɑ̃³⁵	khaon5		kʰũɑ̃³⁵
囥	囥	kʰʌ̃ɑ̃³⁵	khaon5	藏	kʰʌ̃ɑ̃³⁵
狂	狂	guɑ̃¹²	gaon2		gũɑ̃¹²
逛	逛	guɑ̃¹²	gaon2		gũɑ̃¹²
戆	戆	gʌ̃ɑ̃²³¹	gaon4	~大：有点傻子	gʌ̃ɑ̃²³¹
昂	昂	ŋʌ̃ɑ̃¹²	ngaon2		ŋɦʌ̃ɑ̃¹²
荒	荒	huɑ̃⁴⁴	haon1		hũɑ̃⁴⁴
慌	慌	huɑ̃⁴⁴	haon1		hũɑ̃⁴⁴
謊	谎	huɑ̃⁴²	haon3		hũɑ̃⁴²
晃	晃	huɑ̃⁴²	haon3		hũɑ̃⁴²
況	况	huɑ̃³⁵	haon5		hũɑ̃³⁵
骯	肮	ʌ̃ɑ̃⁴⁴	aon1		ʔʌ̃ɑ̃⁴⁴
行	行	ɦʌ̃ɑ̃¹²	ghaon2	~业	ɦʌ̃ɑ̃¹²
航	航	ɦʌ̃ɑ̃¹²	ghaon2		ɦʌ̃ɑ̃¹²
杭	杭	ɦʌ̃ɑ̃¹²	ghaon2		ɦʌ̃ɑ̃¹²
江	江	tɕiʌ̃ɑ̃⁴⁴	ciaon1	姓。文	tɕiʌ̃ɑ̃⁴⁴
講	讲	tɕiʌ̃ɑ̃⁴²	ciaon3	文	tɕiʌ̃ɑ̃⁴²
降	降	tɕiʌ̃ɑ̃³⁵	ciaon5	下~，~伏	tɕiʌ̃ɑ̃³⁵
旺	旺	iʌ̃ɑ̃³⁵	iaon5	火~	iʌ̃ɑ̃³⁵
枉	枉	uɑ̃⁴⁴	uaon1		ʔũɑ̃⁴⁴
汪	汪	uɑ̃⁴⁴	uaon1		ʔũɑ̃⁴⁴
往	往	uɑ̃⁴²	uaon3		ʔũɑ̃⁴²
項	项	uɑ̃⁴²	uaon3		ʔũɑ̃⁴²
枉	枉	uɑ̃⁴²	uaon3		ʔũɑ̃⁴²
旺	旺	uɑ̃³⁵	uaon5	兴~	ʔũɑ̃³⁵
巷	巷	uɑ̃³⁵	uaon5		ʔũɑ̃³⁵
黃	黄	ɦuɑ̃¹²	waon2		ɦũɑ̃¹²
簧	簧	ɦuɑ̃¹²	waon2		ɦũɑ̃¹²
皇	皇	ɦuɑ̃¹²	waon2		ɦũɑ̃¹²
王	王	ɦuɑ̃¹²	waon2		ɦũɑ̃¹²
蝗	蝗	ɦuɑ̃¹²	waon2		ɦũɑ̃¹²
嘣	嘣	poŋ⁴⁴	pon1	~：象声词，形容跳动	poŋ⁴⁴
嘭	嘭	pʰoŋ⁴⁴	phon1	~：象声词，形容暴发	pʰoŋ⁴⁴
捧	捧	pʰoŋ⁴²	phon3		pʰoŋ⁴²
蓬	蓬	boŋ¹²	bon2		boŋ¹²
篷	篷	boŋ¹²	bon2		boŋ¹²
棒	棒	boŋ²³¹	bon4		boŋ²³¹
懵	懵	moŋ⁴²	mon3		moŋ⁴²
蠓	蠓	moŋ⁴²	mon3		moŋ⁴²
夢	梦	moŋ³⁵	mon5		moŋ³⁵
蒙	蒙	moŋ¹²	mon2	~受	ɦmoŋ¹²
風	风	foŋ⁴⁴	fon1		foŋ⁴⁴
楓	枫	foŋ⁴⁴	fon1		foŋ⁴⁴
瘋	疯	foŋ⁴⁴	fon1		foŋ⁴⁴
豐	丰	foŋ⁴⁴	fon1		foŋ⁴⁴
諷	讽	foŋ⁴⁴	fon1		foŋ⁴⁴
封	封	foŋ⁴⁴	fon1		foŋ⁴⁴
峯	峰	foŋ⁴⁴	fon1		foŋ⁴⁴
鋒	锋	foŋ⁴⁴	fon1		foŋ⁴⁴
蜂	蜂	foŋ⁴⁴	fon1		foŋ⁴⁴
烽	烽	foŋ⁴⁴	fon1		foŋ⁴⁴
峰	峰	foŋ⁴⁴	fon1		foŋ⁴⁴
馮	冯	voŋ¹²	von2		voŋ¹²
逢	逢	voŋ¹²	von2		voŋ¹²
縫	缝	voŋ¹²	von2	~衣服	voŋ¹²
俸	俸	voŋ²³¹	von4		voŋ²³¹
縫	缝	voŋ²⁴	von6	一条~	voŋ²⁴
鳳	凤	voŋ²⁴	von6		voŋ²⁴
東	东	toŋ⁴⁴	ton1		toŋ⁴⁴
冬	冬	toŋ⁴⁴	ton1		toŋ⁴⁴
董	董	toŋ⁴²	ton3		toŋ⁴²
懂	懂	toŋ⁴²	ton3		toŋ⁴²
凍	冻	toŋ³⁵	ton5		toŋ³⁵
棟	栋	toŋ³⁵	ton5		toŋ³⁵
通	通	tʰoŋ⁴⁴	thon1		tʰoŋ⁴⁴
捅	捅	tʰoŋ⁴²	thon3	~破了	tʰoŋ⁴²
統	统	tʰoŋ⁴²	thon3		tʰoŋ⁴²
痛	痛	tʰoŋ³⁵	thon5		tʰoŋ³⁵
同	同	doŋ¹²	don2		doŋ¹²
銅	铜	doŋ¹²	don2		doŋ¹²
桐	桐	doŋ¹²	don2		doŋ¹²
童	童	doŋ¹²	don2		doŋ¹²
瞳	瞳	doŋ¹²	don2		doŋ¹²
筒	筒	doŋ²³¹	don4		doŋ²³¹
動	动	doŋ²³¹	don4		doŋ²³¹
桶	桶	doŋ²³¹	don4		doŋ²³¹
洞	洞	doŋ²⁴	don6		doŋ²⁴
弄	弄	noŋ³⁵	non5		noŋ³⁵
儂	侬	noŋ¹²	non2		noŋ¹²
攏	拢	loŋ⁴²	lon3		loŋ⁴²
籠	笼	loŋ⁴²	lon3		loŋ⁴²
隴	陇	loŋ⁴²	lon3		loŋ⁴²
壟	垄	loŋ⁴²	lon3		loŋ⁴²
糯	糯	loŋ³⁵	lon5	~米	loŋ³⁵
農	农	loŋ¹²	lon2		lɦoŋ¹²
濃	浓	loŋ¹²	lon2		lɦoŋ¹²
齈	齈	loŋ¹²	lon2		lɦoŋ¹²
龍	龙	loŋ¹²	lon2		lɦoŋ¹²
聾	聋	loŋ¹²	lon2		lɦoŋ¹²
隆	隆	loŋ¹²	lon2		lɦoŋ¹²
棕	棕	tsoŋ⁴⁴	tson1		tsoŋ⁴⁴
鬃	鬃	tsoŋ⁴⁴	tson1		tsoŋ⁴⁴
宗	宗	tsoŋ⁴⁴	tson1		tsoŋ⁴⁴
中	中	tsoŋ⁴⁴	tson1	~間	tsoŋ⁴⁴
忠	忠	tsoŋ⁴⁴	tson1		tsoŋ⁴⁴
終	终	tsoŋ⁴⁴	tson1		tsoŋ⁴⁴
鐘	钟	tsoŋ⁴⁴	tson1		tsoŋ⁴⁴
鍾	锺	tsoŋ⁴⁴	tson1		tsoŋ⁴⁴
盅	盅	tsoŋ⁴⁴	tson1		tsoŋ⁴⁴
總	总	tsoŋ⁴²	tson3		tsoŋ⁴²
種	种	tsoŋ⁴²	tson3	~子	tsoŋ⁴²
腫	肿	tsoŋ⁴²	tson3		tsoŋ⁴²
粽	粽	tsoŋ³⁵	tson5		tsoŋ³⁵
綜	综	tsoŋ³⁵	tson5		tsoŋ³⁵
中	中	tsoŋ³⁵	tson5	~奖	tsoŋ³⁵
衆	众	tsoŋ³⁵	tson5		tsoŋ³⁵
縱	纵	tsoŋ³⁵	tson5		tsoŋ³⁵
種	种	tsoŋ³⁵	tson5	~树	tsoŋ³⁵
冢	冢	tsoŋ³⁵	tson5		tsoŋ³⁵
聰	聪	tsʰoŋ⁴⁴	tshon1		tsʰoŋ⁴⁴
匆	匆	tsʰoŋ⁴⁴	tshon1		tsʰoŋ⁴⁴
蔥	葱	tsʰoŋ⁴⁴	tshon1		tsʰoŋ⁴⁴
囪	囱	tsʰoŋ⁴⁴	tshon1		tsʰoŋ⁴⁴
充	充	tsʰoŋ⁴⁴	tshon1		tsʰoŋ⁴⁴
從	从	tsʰoŋ⁴⁴	tshon1	~容	tsʰoŋ⁴⁴
衝	冲	tsʰoŋ⁴⁴	tshon1		tsʰoŋ⁴⁴
寵	宠	tsʰoŋ⁴²	tshon3		tsʰoŋ⁴²
銃	铳	tsʰoŋ³⁵	tshon5		tsʰoŋ³⁵
叢	丛	dzoŋ¹²	dzon2		dzoŋ¹²
蟲	虫	dzoŋ¹²	dzon2		dzoŋ¹²
崇	崇	dzoŋ¹²	dzon2		dzoŋ¹²
戎	戎	dzoŋ¹²	dzon2		dzoŋ¹²
從	从	dzoŋ¹²	dzon2	跟~	dzoŋ¹²
重	重	dzoŋ¹²	dzon2	~复	dzoŋ¹²
茸	茸	dzoŋ¹²	dzon2		dzoŋ¹²
重	重	dzoŋ²³¹	dzon4	~轻	dzoŋ²³¹
仲	仲	dzoŋ²⁴	dzon6		dzoŋ²⁴
誦	诵	dzoŋ²⁴	dzon6		dzoŋ²⁴
頌	颂	dzoŋ²⁴	dzon6		dzoŋ²⁴
訟	讼	dzoŋ²⁴	dzon6		dzoŋ²⁴
撞	撞	dzoŋ²⁴	dzon6		dzoŋ²⁴
鬆	松	soŋ⁴⁴	son1		soŋ⁴⁴
嵩	嵩	soŋ⁴⁴	son1		soŋ⁴⁴
松	松	soŋ⁴⁴	son1		soŋ⁴⁴
鬆	松	soŋ⁴⁴	son1		soŋ⁴⁴
搡	搡	soŋ⁴²	son3	：推	soŋ⁴²
送	送	soŋ³⁵	son5		soŋ³⁵
宋	宋	soŋ³⁵	son5		soŋ³⁵
公	公	koŋ⁴⁴	kon1		koŋ⁴⁴
蚣	蚣	koŋ⁴⁴	kon1		koŋ⁴⁴
工	工	koŋ⁴⁴	kon1		koŋ⁴⁴
功	功	koŋ⁴⁴	kon1		koŋ⁴⁴
弓	弓	koŋ⁴⁴	kon1		koŋ⁴⁴
恭	恭	koŋ⁴⁴	kon1		koŋ⁴⁴
躬	躬	koŋ⁴⁴	kon1		koŋ⁴⁴
宮	宫	koŋ⁴⁴	kon1		koŋ⁴⁴
攻	攻	koŋ⁴²	kon3		koŋ⁴²
拱	拱	koŋ⁴²	kon3		koŋ⁴²
鞏	鞏	koŋ⁴²	kon3		koŋ⁴²
貢	贡	koŋ³⁵	kon5		koŋ³⁵
供	供	koŋ³⁵	kon5	~给，~养	koŋ³⁵
汞	汞	koŋ³⁵	kon5		koŋ³⁵
空	空	kʰoŋ⁴⁴	khon1	天~	kʰoŋ⁴⁴
孔	孔	kʰoŋ⁴²	khon3		kʰoŋ⁴²
控	控	kʰoŋ⁴²	khon3		kʰoŋ⁴²
恐	恐	kʰoŋ⁴²	khon3		kʰoŋ⁴²
空	空	kʰoŋ³⁵	khon5	~缺	kʰoŋ³⁵
烘	烘	hoŋ⁴⁴	hon1	臭~~：非常臭	hoŋ⁴⁴
揈	揈	hoŋ⁴⁴	hon1	~出去：驱逐	hoŋ⁴⁴
轟	轰	hoŋ⁴⁴	hon1	~隆隆	hoŋ⁴⁴
轟	轰	hoŋ⁴²	hon3	~击	hoŋ⁴²
哄	哄	hoŋ⁴²	hon3		hoŋ⁴²
鬨	鬨	hoŋ⁴²	hon3		hoŋ⁴²
蕻	蕻	hoŋ³⁵	hon5		hoŋ³⁵
翁	翁	oŋ⁴⁴	on1		ʔoŋ⁴⁴
甕	甕	oŋ⁴⁴	on1		ʔoŋ⁴⁴
弘	弘	ɦoŋ¹²	ghon2		ɦoŋ¹²
宏	宏	ɦoŋ¹²	ghon2		ɦoŋ¹²
紅	红	ɦoŋ¹²	ghon2		ɦoŋ¹²
洪	洪	ɦoŋ¹²	ghon2		ɦoŋ¹²
鴻	鸿	ɦoŋ¹²	ghon2		ɦoŋ¹²
虹	虹	ɦoŋ¹²	ghon2		ɦoŋ¹²
窮	穷	dʑioŋ¹²	jion2		dʑioŋ¹²
瓊	琼	dʑioŋ¹²	jion2		dʑioŋ¹²
窘	窘	dʑioŋ²³¹	jion4		dʑioŋ²³¹
兄	兄	ɕioŋ⁴⁴	shion1		ɕioŋ⁴⁴
胸	胸	ɕioŋ⁴⁴	shion1		ɕioŋ⁴⁴
凶	凶	ɕioŋ⁴⁴	shion1		ɕioŋ⁴⁴
兇	兇	ɕioŋ⁴⁴	shion1		ɕioŋ⁴⁴
絨	绒	ȵioŋ¹²	gnion2		ȵɦioŋ¹²
濃	浓	ȵioŋ¹²	gnion2		ȵɦioŋ¹²
擁	拥	ioŋ⁴⁴	ion1		ʔioŋ⁴⁴
雍	雍	ioŋ⁴⁴	ion1		ʔioŋ⁴⁴
癰	痈	ioŋ⁴⁴	ion1		ʔioŋ⁴⁴
湧	湧	ioŋ⁴⁴	ion1	~金门：杭州地名	ʔioŋ⁴⁴
永	永	ioŋ⁴²	ion3		ʔioŋ⁴²
泳	泳	ioŋ⁴²	ion3		ʔioŋ⁴²
詠	詠	ioŋ⁴²	ion3		ʔioŋ⁴²
甬	甬	ioŋ⁴²	ion3		ʔioŋ⁴²
勇	勇	ioŋ⁴²	ion3		ʔioŋ⁴²
涌	涌	ioŋ⁴²	ion3	~泉	ʔioŋ⁴²
用	用	ioŋ³⁵	ion5		ʔioŋ³⁵
榮	荣	ɦioŋ¹²	yon2		ɦioŋ¹²
滎	荥	ɦioŋ¹²	yon2		ɦioŋ¹²
熊	熊	ɦioŋ¹²	yon2		ɦioŋ¹²
雄	雄	ɦioŋ¹²	yon2		ɦioŋ¹²
融	融	ɦioŋ¹²	yon2		ɦioŋ¹²
容	容	ɦioŋ¹²	yon2		ɦioŋ¹²
蓉	蓉	ɦioŋ¹²	yon2		ɦioŋ¹²
鎔	镕	ɦioŋ¹²	yon2		ɦioŋ¹²
庸	庸	ɦioŋ¹²	yon2		ɦioŋ¹²
螢	萤	ɦioŋ¹²	yon2		ɦioŋ¹²
而	而	əl¹²	er2		əl¹²
兒	儿	əl¹²	er2	文	əl¹²
耳	耳	əl⁴²	er3	文	əl⁴²
爾	尔	əl⁴²	er3		əl⁴²
餌	饵	əl⁴²	er3		əl⁴²
鉢	钵	pəʔ⁵	peq7		pəʔ⁵
撥	拨	pəʔ⁵	peq7		pəʔ⁵
不	不	pəʔ⁵	peq7		pəʔ⁵
迫	迫	pəʔ⁵	peq7		pəʔ⁵
潑	泼	pʰəʔ⁵	pheq7		pʰəʔ⁵
鈸	钹	bəʔ²³	beq8		bəʔ²³
勃	勃	bəʔ²³	beq8		bəʔ²³
餑	饽	bəʔ²³	beq8		bəʔ²³
帛	帛	bəʔ²³	beq8		bəʔ²³
末	末	məʔ²³	meq8		mɦəʔ²³
沫	沫	məʔ²³	meq8		mɦəʔ²³
沒	没	məʔ²³	meq8		mɦəʔ²³
墨	墨	məʔ²³	meq8		mɦəʔ²³
默	默	məʔ²³	meq8		mɦəʔ²³
弗	弗	fəʔ⁵	feq7		fəʔ⁵
物	物	vəʔ²³	veq8		vəʔ²³
勿	勿	vəʔ²³	veq8		vəʔ²³
佛	佛	vəʔ²³	veq8		vəʔ²³
掇	掇	təʔ⁵	teq7		təʔ⁵
得	得	təʔ⁵	teq7		təʔ⁵
德	德	təʔ⁵	teq7		təʔ⁵
蛻	蜕	tʰəʔ⁵	theq7		tʰəʔ⁵
脫	脱	tʰəʔ⁵	theq7		tʰəʔ⁵
忒	忒	tʰəʔ⁵	theq7		tʰəʔ⁵
塌	塌	tʰəʔ⁵	theq7	~风	tʰəʔ⁵
奪	夺	dəʔ²³	deq8		dəʔ²³
突	突	dəʔ²³	deq8		dəʔ²³
特	特	dəʔ²³	deq8		dəʔ²³
納	纳	nəʔ²³	neq8		nɦəʔ²³
肋	肋	ləʔ²³	leq8		lɦəʔ²³
勒	勒	ləʔ²³	leq8		lɦəʔ²³
粒	粒	ləʔ²³	leq8	一~米	lɦəʔ²³
劣	劣	ləʔ²³	leq8		lɦəʔ²³
者	者	tsəʔ⁵	tseq7		tsəʔ⁵
隻	只	tsəʔ⁵	tseq7		tsəʔ⁵
折	摺	tsəʔ⁵	tseq7		tsəʔ⁵
褶	褶	tsəʔ⁵	tseq7		tsəʔ⁵
側	侧	tsəʔ⁵	tseq7		tsəʔ⁵
則	则	tsəʔ⁵	tseq7		tsəʔ⁵
哲	哲	tsəʔ⁵	tseq7		tsəʔ⁵
蜇	蜇	tsəʔ⁵	tseq7		tsəʔ⁵
摺	折	tsəʔ⁵	tseq7	~断	tsəʔ⁵
浙	浙	tsəʔ⁵	tseq7		tsəʔ⁵
撮	撮	tsəʔ⁵	tseq7		tsəʔ⁵
拙	拙	tsəʔ⁵	tseq7		tsəʔ⁵
質	质	tsəʔ⁵	tseq7		tsəʔ⁵
責	责	tsəʔ⁵	tseq7		tsəʔ⁵
執	执	tsəʔ⁵	tseq7		tsəʔ⁵
汁	汁	tsəʔ⁵	tseq7		tsəʔ⁵
卒	卒	tsəʔ⁵	tseq7		tsəʔ⁵
織	织	tsəʔ⁵	tseq7		tsəʔ⁵
職	职	tsəʔ⁵	tseq7		tsəʔ⁵
摘	摘	tsəʔ⁵	tseq7		tsəʔ⁵
徹	彻	tsʰəʔ⁵	tsheq7		tsʰəʔ⁵
撤	撤	tsʰəʔ⁵	tsheq7		tsʰəʔ⁵
出	出	tsʰəʔ⁵	tsheq7		tsʰəʔ⁵
側	侧	tsʰəʔ⁵	tsheq7		tsʰəʔ⁵
斥	斥	tsʰəʔ⁵	tsheq7		tsʰəʔ⁵
蟄	蛰	dzəʔ²³	dzeq8		dzəʔ²³
涉	涉	dzəʔ²³	dzeq8		dzəʔ²³
術	术	dzəʔ²³	dzeq8		dzəʔ²³
述	述	dzəʔ²³	dzeq8		dzəʔ²³
稹	稹	dzəʔ²³	dzeq8		dzəʔ²³
直	直	dzəʔ²³	dzeq8		dzəʔ²³
值	值	dzəʔ²³	dzeq8	~錢小把戏：疼爱小孩	dzəʔ²³
殖	殖	dzəʔ²³	dzeq8		dzəʔ²³
植	植	dzəʔ²³	dzeq8		dzəʔ²³
澤	泽	dzəʔ²³	dzeq8		dzəʔ²³
擇	择	dzəʔ²³	dzeq8		dzəʔ²³
姪	姪	dzəʔ²³	dzeq8		dzəʔ²³
秩	秩	dzəʔ²³	dzeq8		dzəʔ²³
攝	摄	səʔ⁵	seq7		səʔ⁵
澀	涩	səʔ⁵	seq7		səʔ⁵
溼	湿	səʔ⁵	seq7		səʔ⁵
設	设	səʔ⁵	seq7		səʔ⁵
刷	刷	səʔ⁵	seq7		səʔ⁵
涮	涮	səʔ⁵	seq7		səʔ⁵
說	说	səʔ⁵	seq7		səʔ⁵
瑟	瑟	səʔ⁵	seq7		səʔ⁵
蝨	虱	səʔ⁵	seq7		səʔ⁵
失	失	səʔ⁵	seq7		səʔ⁵
室	室	səʔ⁵	seq7		səʔ⁵
率	率	səʔ⁵	seq7	~领	səʔ⁵
塞	塞	səʔ⁵	seq7		səʔ⁵
色	色	səʔ⁵	seq7		səʔ⁵
嗇	啬	səʔ⁵	seq7		səʔ⁵
識	识	səʔ⁵	seq7		səʔ⁵
式	式	səʔ⁵	seq7		səʔ⁵
飾	饰	səʔ⁵	seq7		səʔ⁵
適	适	səʔ⁵	seq7		səʔ⁵
