序號	目次	聲	等	呼	韻部	調	反切	攝	字	古韻羅馬字	有女羅馬字	備註	正心擬音	推導拼音	小韻字數	hiunnOrder	平水韻目		說明：平聲31 上聲33 去聲15 入聲34
1796	上35馬	徹	二	合	麻	上	丑寡	假	䊬)	thruax	thoaa		ʈʰɻuaˀ	chua3	1	下09	馬		
1797	上35馬	生	二	合	麻	上	沙瓦	假	葰𧫝傻[耍]	sruax	shoaa		ʂɻuaˀ	shua3	3	下09	馬		
1798	上35馬	徹	二	開	麻	上	丑下	假	奼|姹|	thrax	theaa		ʈʰɻaˀ	cha3	1	下09	馬		
1799	上35馬	來	二	開	麻	上	盧下	假	藞	lrax	leaa		ɭɻaˀ	la3	1	下09	馬		
1800	上36養	以	三	開	陽	上	餘兩	宕	養痒癢瀁蝆(蛘)勨𧓲	jangx	jank		ʝɨɑŋˀ	yang3	7	下10	養		
1801	上36養	邪	三	開	陽	上	徐兩	宕	像象蟓橡襐勨鱌潒𨖶𦺨嶑	zsiangx	sziank		zɨɑŋˀ	xiang4	11	下10	養		
1802	上36養	精	三	開	陽	上	即兩	宕	獎!㢡 䉃槳=㯍蔣	ciangx	ziank		tsɨɑŋˀ	jiang3	6	下10	養		
1803	上36養	來	三	開	陽	上	良㢡	宕	兩!㒳 脼𣓈緉蜽魎㔝|𠓜䓣倆裲掚	liangx	liank		ɭɨɑŋˀ	liang3	8	下10	養		
1804	上36養	影	三	開	陽	上	於兩	宕	鞅柍秧䬬詇岟駚炴𧵌怏紻	qiangx	iank		ˀɨɑŋˀ	yang3	11	下10	養		
1805	上36養	群	三	開	陽	上	其兩	宕	勥彊弜誩滰	giangx	giank		ɡɨɑŋˀ	jiang4	5	下10	養		
1806	上36養	疑	三	開	陽	上	魚兩	宕	仰䒢卬	ngiangx	ngiank		ŋɨɑŋˀ	yang3	3	下10	養		
1807	上36養	初	三	開	陽	上	初兩	宕	磢㼽𠞮搶(闖?)漺愴	chriangx	chiank		tʂʰɨɑŋˀ	chuang3	6	下10	養		
1808	上36養	心	三	開	陽	上	息兩	宕	想鯗	siangx	siank		sɨɑŋˀ	xiang3	2	下10	養		
1809	上36養	章	三	開	陽	上	諸兩	宕	掌仉𤓯	cjangx	tjank	𤓯上原作𠃊	tɕɨɑŋˀ	zhang3	3	下10	養		
1810	上36養	生	三	開	陽	上	踈兩	宕	爽!𤕤 𦄍鷞塽樉㼽漺䫪	sriangx	shiank		ʂɨɑŋˀ	shuang3	9	下10	養		
1811	上36養	曉	三	開	陽	上	許兩	宕	響饗蠁䖮亯亨(享)嚮曏	hiangx	xiank		hɨɑŋˀ	xiang3	8	下10	養		
1812	上36養	昌	三	開	陽	上	昌兩	宕	敞𢠵氅𪅶廠䟫僘	chjangx	tcank		tɕʰɨɑŋˀ	chang3	7	下10	養		
1813	上36養	見	三	開	陽	上	居兩	宕	繦(繈)鏹襁膙憼	kiangx	kiank		kɨɑŋˀ	jiang3	5	下10	養		
1814	上36養	澄	三	開	陽	上	直兩	宕	丈杖仗㽴	driangx	diank		ɖɨɑŋˀ	zhang4	4	下10	養		
1815	上36養	徹	三	開	陽	上	丑兩	宕	昶鋹	thriangx	thiank		ʈʰɨɑŋˀ	chang3	2	下10	養		
1816	上36養	見	三	合	陽	上	居往	宕	獷	kyangx	kvank		kʉɑŋˀ	guang3	1	下10	養		
1817	上36養	日	三	開	陽	上	如兩	宕	壤䖆䑋穰蠰攘躟𥗝[嚷]	njangx	rank		ȵɨɑŋˀ	rang3	8	下10	養		
1818	上36養	書	三	開	陽	上	書兩	宕	賞𩞧𩞃饟曏|償	sjangx	sjank		ɕɨɑŋˀ	shang3	5	下10	養		
1819	上36養	滂	三	合	陽	上	妃兩	宕	仿!髣彷紡鶭=䲱	phyangx	phvank		pʰʉɑŋˀ	fang3	6	下10	養		
1820	上36養	明	三	合	陽	上	文兩	宕	网網罔輞棢惘菵誷𡔞𦖉蛧魍	myangx	mvank		mʉɑŋˀ	wang3	12	下10	養		
1821	上36養	幫	三	合	陽	上	分网	宕	昉倣放瓬	pyangx	pvank		pʉɑŋˀ	fang3	4	下10	養		
1822	上36養	影	三	合	陽	上	紆往	宕	枉𢽃汪𣢫	qyangx	vank		ˀʉɑŋˀ	wang3	4	下10	養		
1823	上36養	云	三	合	陽	上	于兩	宕	往暀	yangx	hvank		ɦʉɑŋˀ	wang3	2	下10	養		
1824	上36養	曉	三	合	陽	上	許昉	宕	怳𧧢(𧧮詤謊)	hyangx	xvank		hʉɑŋˀ	huang3	2	下10	養		
1825	上36養	清	三	開	陽	上	七兩	宕	搶=摤	chiangx	ciank		tsʰɨɑŋˀ	qiang3	2	下10	養		
1826	上36養	知	三	開	陽	上	知丈	宕	長	triangx	tiank		ʈɨɑŋˀ	zhang3	1	下10	養		
1827	上36養	常	三	開	陽	上	時掌	宕	上丄	zjangx	zjank		dʑɨɑŋˀ	shang4	2	下10	養		
1828	上36養	群	三	合	陽	上	求往	宕	俇	gyangx	gvank		ɡʉɑŋˀ	guang4	1	下10	養		
1829	上36養	見	三	合	陽	上	俱往	宕	臩迋𠏤逛	kyangx	kvank		kʉɑŋˀ	guang3	4	下10	養		
1830	上36養	並	三	合	陽	上	毗養	宕	𩦠	byangx	bvank		bɨɑŋˀ	fang4	1	下10	養		
1831	上36養	初	三	開	陽	上	初丈	宕	䫪傸	chriangx	chiank		tʂʰɨɑŋˀ	chuang3	2	下10	養		
1832	上37蕩	定	一	開	唐	上	徒朗	宕	蕩崵婸𥯕潒𢠽愓璗盪䑗簜嵣	dangx	dank	刪暘	dɒŋˀ	dang4	12	下11	養		
1833	上37蕩	心	一	開	唐	上	蘇朗	宕	顙(嗓)𣞙𣡆磉|搡	sangx	sank		sɒŋˀ	sang3	4	下11	養		
1834	上37蕩	見	一	合	唐	上	古晃	宕	廣鄺	kuangx	kuank		quɒŋˀ	guang3	2	下11	養		
1835	上37蕩	幫	一	開	唐	上	北朗	宕	榜牓螃𣮧䰃蒡	pangx	pank		pɒŋˀ	bang3	6	下11	養		
1836	上37蕩	精	一	開	唐	上	子朗	宕	駔驡髒	cangx	zank		tsɒŋˀ	zang3	3	下11	養		
1837	上37蕩	泥	一	開	唐	上	奴朗	宕	曩灢	nangx	nank		nɒŋˀ	nang3	2	下11	養		
1838	上37蕩	匣	一	開	唐	上	胡朗	宕	沆骯䟘𡕬蚢吭	ghangx	hank		ʁɒŋˀ	hang4	6	下11	養		
1839	上37蕩	透	一	開	唐	上	他朗	宕	曭儻偒戃矘帑𣎲𥯕㼒㿩爣攩|倘踼|[躺][淌]惝|	thangx	thank		tʰɒŋˀ	tang3	12	下11	養		
1840	上37蕩	明	一	開	唐	上	模朗	宕	莽茻壾䁳䒎㬒䥈蠎(蟒)漭㟐	mangx	mank		mɒŋˀ	mang3	10	下11	養		
1841	上37蕩	端	一	開	唐	上	多朗	宕	黨讜欓䣣𧅗|灙攩党瓽儻𥤗蕩擋	tangx	tank		tɒŋˀ	dang3	5	下11	養		
1842	上37蕩	來	一	開	唐	上	盧黨	宕	朗朖誏俍崀榔㝗	langx	lank		lɒŋˀ	lang3	7	下11	養		
1843	上37蕩	影	一	開	唐	上	烏朗	宕	坱姎映泱咉醠䇦駚軮盎	qangx	ank		ʔɒŋˀ	ang3	10	下11	養		
1844	上37蕩	溪	一	開	唐	上	苦朗	宕	慷忼骯𡻚䡉㝩懭*	khangx	qank	*心在下	qʰɒŋˀ	kang3	7	下11	養		
1845	上37蕩	影	一	合	唐	上	烏晃	宕	㳹瀇	quangx	uank		ʔuɒŋˀ	wang3	2	下11	養		
1846	上37蕩	匣	一	合	唐	上	胡廣	宕	晃幌櫎榥滉攩皝	ghuangx	huank		ʁuɒŋˀ	huang4	7	下11	養		
1847	上37蕩	滂	一	開	唐	上	匹朗	宕	髈䒍	phangx	phank		pʰɒŋˀ	pang3	2	下11	養		
1848	上37蕩	曉	一	合	唐	上	呼晃	宕	慌爌𡧽䁜㬻𣆖𧧢(詤謊)	huangx	xuank		χuɒŋˀ	huang3	7	下11	養		
1849	上37蕩	見	一	開	唐	上	各朗	宕	䴚=𨟼=㽘䟘	kangx	kank		qɒŋˀ	gang3	4	下11	養		
1850	上37蕩	疑	一	開	唐	上	五朗	宕	䭹	ngangx	ngank		ɴɒŋˀ	ang3	1	下11	養		
1851	上37蕩	從	一	開	唐	上	徂朗	宕	奘	zangx	dzank		dzɒŋˀ	zang4	1	下11	養		
1852	上37蕩	清	一	開	唐	上	麁朗	宕	蒼	changx	cank		tsʰɒŋˀ	cang3	1	下11	養		
1853	上37蕩	曉	一	開	唐	上	呼朗	宕	汻酐𤰟	hangx	xank		χɒŋˀ	hang3	3	下11	養		
1854	上37蕩	溪	一	合	唐	上	丘晃	宕	懬䡉爌	khuangx	quank		qʰuɒŋˀ	kuang3	3	下11	養		
1855	上38梗	見	二	開	庚	上	古杏	梗	梗挭哽郠綆鯁埂骾𧋑	krangx	keank		qɻaɲˀ	geng3	9	下12	梗		
1856	上38梗	幫	三	開	庚	上	兵永	梗	丙昞怲邴炳秉窉苪蛃	piengx	pyank		pɻiaɲˀ	bing3	9	下12	梗		
1857	上38梗	見	三	開	庚	上	居影	梗	警儆景境璥蟼㯳憼	kiengx	kyank		kɻiaɲˀ	jing3	8	下12	梗		
1858	上38梗	影	三	開	庚	上	於丙	梗	影璟璄䭘摬㲟𠝟𩘑	qiengx	yank		ˀɻiaɲˀ	ying3	8	下12	梗		
1859	上38梗	生	三	開	庚	上	所景	梗	省眚㾪𡞞䚇𨵥㼳渻𨜜	sriengx	shyank		ʂɻiaɲˀ	sheng3	9	下12	梗		
1860	上38梗	云	三	合	庚	上	于憬	梗	永栐	yengx	hwank		ɦɻiaɲˀ	yong3	2	下12	梗		
1861	上38梗	曉	三	合	庚	上	許永	梗	𦬺	hyengx	xwank		hɻiaɲˀ	xiong3	1	下12	梗		
1862	上38梗	明	三	開	庚	上	武永	梗	皿𥥊𥁰	miengx	myank		mɻiaɲˀ	ming3	3	下12	梗		
1863	上38梗	見	三	合	庚	上	俱永	梗	憬囧煚璟臩暻	kyengx	kwank		kɻyaɲˀ	jiong3	6	下12	梗		
1864	上38梗	匣	二	開	庚	上	何梗	梗	杏莕荇	ghrangx	heank		ʁɻaɲˀ	heng4	3	下12	梗		
1865	上38梗	明	二	開	庚	上	莫幸	梗	猛蜢艋𥋝鱦鄳	mrvngx	meank		mɻaɲˀ	meng3	6	下12	梗		
1866	上38梗	見	二	合	庚	上	古猛	梗	礦鑛𨥥𪍿䵃獷穬	kruangx	koank		qɻuaɲˀ	gong3	7	下12	梗		
1867	上38梗	幫	二	開	庚	上	布梗	梗	浜㑟𧚭	prangx	peank		pɻaɲˀ	beng3	3	下12	梗		
1868	上38梗	知	二	開	庚	上	張梗	梗	盯	trangx	teank		ʈɻaɲˀ	zheng3	1	下12	梗		
1869	上38梗	澄	二	開	庚	上	徒杏	梗	瑒	drangx	deank		ɖɻaɲˀ	zheng4	1	下12	梗		
1870	上38梗	影	二	合	庚	上	烏猛	梗	䁝浻奣	qruangx	oank		ʔɻuaɲˀ	weng3	3	下12	梗		
1871	上38梗	端	二	開	庚	上	德冷	梗	打	t'rangx	teank		taɲˀ		1	下12	梗		
1872	上38梗	來	二	開	庚	上	魯打	梗	冷	lrangx	leank		ɭɻaɲˀ	leng3	1	下12	梗		
1873	上38梗	匣	二	合	庚	上	乎䁝	梗	卝澋	ghruvngx	hoank		ʁɻuaɲˀ	hong4	2	下12	梗		
1874	上38梗	並	二	開	庚	上	蒲猛	梗	鮩	brangx	beank		bɻaɲˀ	beng4	1	下12	梗		
1875	上38梗	溪	二	合	庚	上	苦礦	梗	𥉁	khruangx	qoank		qʰuaɲˀ	kong3	1	下12	梗		
1876	上38梗	娘	二	開	庚	上	拏梗	梗	檸	nrangx	neank		ɳɻaɲˀ	neng3	1	下12	梗		
1877	上39耿	見	二	開	耕	上	古幸	梗	耿𦵸𥉔	krengx	kaenk		qɻæɲˀ	geng3	3	下13	梗		
1878	上39耿	明	二	開	耕	上	武幸	梗	䁅鼆黽	mrengx	maenk		mɻæɲˀ	meng3	3	下13	梗		
1879	上39耿	匣	二	開	耕	上	胡耿	梗	幸𡴘(㚔𠂷)倖㼬	ghrengx	haenk		ʁɻæɲˀ	heng4	4	下13	梗		
1880	上39耿	並	二	開	耕	上	蒲幸	梗	𠊧(傡併)𩶁蠯螷	brengx	baenk		bɻæɲˀ	beng4	4	下13	梗		
1881	上39耿	滂	二	開	耕	上	普幸	梗	皏	phrengx	phaenk		pʰɻæɲˀ	peng3	1	下13	梗		
1882	上40靜	從	三	開	清	上	疾郢	梗	靜睜靖妌婧穽阱猙𩇕竫	ziengx	dzienk		dziɛɲˀ	jing4	10	下14	梗		
1883	上40靜	章	三	開	清	上	之郢	梗	整𢿋	cjengx	tjenk	𢿋左上原从来	tɕiɛɲˀ	zheng3	2	下14	梗		
1884	上40靜	徹	三	開	清	上	丑郢	梗	逞騁裎悜䩶睈	thriengx	thienk	䩶右原作𧈪	ʈʰiɛɲˀ	cheng3	6	下14	梗		
1885	上40靜	以	三	開	清	上	以整	梗	郢浧梬	jengx	jenk		ʝiɛɲˀ	ying3	3	下14	梗		
1886	上40靜	群	三	開	清	上	巨郢	梗	痙涇	gjengx	gienk		ɡiɛɲˀ	jing4	2	下14	梗		
1887	上40靜	以	三	合	清	上	餘頃	梗	穎!潁	jyengx	jvenk		ʝyɛɲˀ	yong3	2	下14	梗		
1888	上40靜	來	三	開	清	上	良郢	梗	領嶺阾柃袊䕘	liengx	lienk		ɭiɛɲˀ	ling3	6	下14	梗		
1889	上40靜	見	三	開	清	上	居郢	梗	頸	kjengx	kienk		kiɛɲˀ	jing3	1	下14	梗		
1890	上40靜	幫	三	開	清	上	必郢	梗	餅屏鉼併䴵	pjengx	pienk		piɛɲˀ	bing3	5	下14	梗		
1891	上40靜	溪	三	合	清	上	去潁	梗	頃𩒵(頔)㩩檾苘䔛	khjyengx	qvenk		kʰyɛɲˀ	qiong3	6	下14	梗		
1892	上40靜	精	三	開	清	上	子郢	梗	井𨙷	ciengx	zienk		tsiɛɲˀ	jing3	2	下14	梗		
1893	上40靜	影	三	開	清	上	於郢	梗	廮癭𨟙𣤵(𦢆)	qjengx	ienk		ˀiɛɲˀ	ying3	5	下14	梗		
1894	上40靜	清	三	開	清	上	七靜	梗	請睛	chiengx	cienk		tsʰiɛɲˀ	qing3	2	下14	梗		
1895	上40靜	心	三	開	清	上	息井	梗	省渻睲惺㮐𢜫	siengx	sienk		siɛɲˀ	xing3	6	下14	梗		
1896	上40靜	明	三	開	清	上	亡井	梗	眳慏	mjengx	mienk		miɛɲˀ	ming3	2	下14	梗		
1897	上40靜	澄	三	開	清	上	丈井	梗	徎𣵹	triengx	dienk		ʈiɛɲˀ	zheng3	2	下14	梗		
1898	上41迥	匣	四	合	青	上	戸頂	梗	迥冋炯泂𦳖	ghuengx	huenk		ʁueɲˀ	xiong4	5	下15	迥		
1899	上41迥	見	四	合	青	上	古迥	梗	熲炅炯𠖷㯋𩚱煛𧍮	kuengx	kuenk		queɲˀ	jiong3	8	下15	迥		
1900	上41迥	明	四	開	青	上	莫迥	梗	茗嫇酩瀴溟眳姳	mengx	menk		meɲˀ	ming3	7	下15	迥		
1901	上41迥	端	四	開	青	上	都挺	梗	頂𩠑𩕢奵耵鼎薡酊濎葶靪打㞟	tengx	tenk		teɲˀ	ding3	13	下15	迥		
1902	上41迥	定	四	開	青	上	徒鼎	梗	挺艇鋌梃娗町霆莛涏蜓訂誔	dengx	denk		deɲˀ	ding4	12	下15	迥		
1903	上41迥	透	四	開	青	上	他鼎	梗	珽圢脡侹頲徎𡈼町艼𤱹𦉬䦐	thengx	thenk		tʰeɲˀ	ting3	12	下15	迥		
1904	上41迥	從	四	開	青	上	徂醒	梗	汫	zengx	dzenk		dzeɲˀ	jing4	1	下15	迥		
1905	上41迥	影	四	合	青	上	烏迥	梗	濙	quengx	uenk		ʔueɲˀ	yong3	1	下15	迥		
1906	上41迥	溪	四	開	青	上	去挺	梗	謦	khengx	qenk		qʰueɲˀ	qing3	1	下15	迥		
1907	上41迥	泥	四	開	青	上	乃挺	梗	𩕳聹濘䗿䔭	nengx	nenk		neɲˀ	ning3	5	下15	迥		
1908	上41迥	匣	四	開	青	上	胡頂	梗	婞[悻]涬鋞脛緈	ghengx	henk		ʁeɲˀ	xing4	7	下15	迥		
1909	上41迥	心	四	開	青	上	蘇挺	梗	醒箵	sengx	senk		seɲˀ	xing3	2	下15	迥		
1910	上41迥	幫	四	開	青	上	補鼎	梗	鞞	pengx	penk		peɲˀ	bing3	1	下15	迥		
1911	上41迥	溪	四	合	青	上	口迥	梗	褧檾苘烓顈絅	khuengx	quenk		qʰueɲˀ	qiong3	6	下15	迥		
1912	上41迥	見	四	開	青	上	古挺	梗	剄烴	kengx	kenk		qeɲˀ	jing3	2	下15	迥		
1913	上41迥	滂	四	開	青	上	匹迥	梗	頩	phengx	phenk		pʰeɲˀ	ping3	1	下15	迥		
1914	上41迥	影	四	開	青	上	烟涬	梗	巊瀴𩳍	qengx	enk		ʔeɲˀ	ying3	3	下15	迥		
1915	上41迥	來	四	開	青	上	力鼎	梗	笭冷𦊓	lengx	lenk		leɲˀ	ling3	3	下15	迥		
1916	上41迥	並	四	開	青	上	蒲迥	梗	竝並鮩併	bengx	benk		beɲˀ	bing4	4	下15	迥		
1917	上41迥	曉	四	合	青	上	火迥	梗	詗	huengx	xuenk		χueɲˀ	xiong3	1	下15	迥		
1918	上41迥	疑	四	開	青	上	五剄	梗	䀴矨	ngengx	ngenk		ɴeɲˀ	ying3	2	下15	迥		
1919	上42拯	章	三	開	蒸	上		曾	拯抍撜𨋬氶	cjingx	tjonk		tɕɨŋˀ	zheng3	5	下16	迥		
1920	上42拯	徹	三	開	蒸	上	丑拯	曾	庱	thringx	thionk		ʈʰɨŋˀ	cheng3	1	下16	迥		
1921	上42拯	群	三	開	蒸	上	其拯	曾	殑	gingx	gionk		ɡɨŋˀ	jing4	1	下16	迥		
1922	上42拯	生	三	開	蒸	上	色庱	曾	㱡	sringx	shonk		ʂɻiŋˀ	sheng3	1	下16	迥		
1923	上43等	端	一	開	登	上	多肯	曾	等[戥]	tongx	tonk		təŋˀ	deng3	1	下17	迥		
1924	上43等	滂	一	開	登	上	普等	曾	倗剻	phongx	phonk		pʰəŋˀ	peng3	2	下17	迥		
1925	上43等	溪	一	開	登	上	苦等	曾	肯肎	khongx	qonk		qʰəŋˀ	keng3	2	下17	迥		
1926	上43等	泥	一	開	登	上	奴等	曾	能	nongx	nonk		nəŋˀ	neng3	1	下17	迥		
1927	上44有	云	三	開	尤	上	云久	流	有右䳑友㕛䀁𥁓栯䒴	iux	hiov		ɦɨuˀ	you3	9	下18	有		
1928	上44有	來	三	開	尤	上	力久	流	柳罶𦊑懰珋𩖴嬼䉧𪕋熮瀏綹𨋖茆	liux	liov		ɭɨuˀ	liu3	14	下18	有		
1929	上44有	娘	三	開	尤	上	女久	流	紐狃鈕杻莥禸扭𢔟䏔𨙺𦱙	nriux	niov		ɳɨuˀ	niu3	11	下18	有		
1930	上44有	徹	三	開	尤	上	敕久	流	丑杻杽	thriux	thiov		ʈʰɨuˀ	chou3	3	下18	有		
1931	上44有	知	三	開	尤	上	陟柳	流	肘疛𤶡扭	triux	tiov		ʈɨuˀ	zhou3	4	下18	有		
1932	上44有	曉	三	開	尤	上	許久	流	朽㱙㽲殠	hiux	xiov		hɨuˀ	xiu3	4	下18	有		
1933	上44有	見	三	開	尤	上	舉有	流	久九玖灸韭𡚰𨾉	kiux	kiov		kɨuˀ	jiu3	7	下18	有		
1934	上44有	書	三	開	尤	上	書九	流	手!首𩠐𦣻䭭守	sjux	sjov		ɕɨuˀ	shou3	6	下18	有		
1935	上44有	昌	三	開	尤	上	昌九	流	醜𧃝魗	chjux	tcov		tɕʰɨuˀ	chou3	3	下18	有		
1936	上44有	從	三	開	尤	上	在九	流	湫愀	ziux	dziov		dzɨuˀ	jiu4	2	下18	有		
1937	上44有	並	三	開	尤	上	房久	流	負!婦䘀萯蝜阜𨸏𪃓偩𦰺𨹺䧞㷆菩𧌈	biux	biov		bɨuˀ	fou4	15	下18	有		
1938	上44有	幫	三	開	尤	上	方久	流	否!缶缹不鴀痞殕𡜊	piux	piov		pɨuˀ	fou3	8	下18	有		
1939	上44有	溪	三	開	尤	上	去久	流	糗	khiux	qiov		kʰɨuˀ	qiu3	1	下18	有		
1940	上44有	日	三	開	尤	上	人九	流	蹂楺煣輮沑禸葇𥠊韖粈|禸	njux	rov		ȵɨuˀ	rou3	10	下18	有		
1941	上44有	群	三	開	尤	上	其九	流	舅倃臼齨麔咎䳎䊆𤷑𢛃䛮|𣓌(桕)	giux	giov		ɡɨuˀ	jiu4	11	下18	有		
1942	上44有	澄	三	開	尤	上	除柳	流	紂䈙鮦葤棸𦡴	driux	diov		ɖɨuˀ	zhou4	6	下18	有		
1943	上44有	以	三	開	尤	上	與久	流	誘!酉丣𦍶䛻牖卣槱𥟁莠羑庮蜏㝌𣣸琇梄𤪎輶𨣆𦏇	jux	jov	𦍶原作⿱𦍌⿺夊厶	ʝɨuˀ	you3	21	下18	有		
1944	上44有	常	三	開	尤	上	殖酉	流	受壽璹綬𨞪	zjux	zjov		dʑɨuˀ	shou4	5	下18	有		
1945	上44有	心	三	開	尤	上	息有	流	滫糔(䤇)𦄼	siux	siov		sɨuˀ	xiu3	4	下18	有		
1946	上44有	影	三	開	尤	上	於柳	流	䬀䱂懮	qiux	iov		ˀɨuˀ	you3	3	下18	有		
1947	上44有	精	三	開	尤	上	子酉	流	酒	ciux	ziov		tsɨuˀ	jiu3	1	下18	有		
1948	上44有	生	三	開	尤	上	踈有	流	𣸈(溲)	sriux	shov		ʂɨuˀ	shou3	1	下18	有		
1949	上44有	章	三	開	尤	上	之九	流	帚箒𧳜鯞晭	cjux	tjov		tɕɨuˀ	zhou3	5	下18	有		
1950	上44有	滂	三	開	尤	上	芳否	流	㤱紑𩂆	phiux	phiov		pʰɨuˀ	fou3	3	下18	有		
1951	上44有	莊	三	開	尤	上	側九	流	掫搊𧌗	criux	trov		tʂɨuˀ	zhou3	3	下18	有		
1952	上44有	崇	三	開	尤	上	士九	流	𥣙	zriux	drov		dʐɨuˀ	shou4	1	下18	有		
1953	上44有	初	三	開	尤	上	初九	流	𩋄=𩌄	chriux	chov		tʂʰɨuˀ	chou3	2	下18	有		
1954	上44有	滂	三	開	尤	上	芳婦	流	秠	phiux	phiov		pʰɨuˀ	fou3	1	下18	有		
1955	上45厚	匣	一	開	侯	上	胡口	流	厚垕後𨒥后郈㖃	ghux	hov		ʁᵊuˀ	hou4	7	下19	有		
1956	上45厚	明	一	開	侯	上	莫厚	流	母牡某拇胟𠭇(畝)畮畞莽𤝕𤵝踇𧿹䳇(鵡)	mux	mov		mᵊuˀ	mou3	14	下19	有		
1957	上45厚	並	一	開	侯	上	蒲口	流	部培犃䏽瓿䍌䴺篰蔀婄	bux	bov		bᵊuˀ	bou4	10	下19	有		
1958	上45厚	端	一	開	侯	上	當口	流	斗㪷枓蚪阧陡抖襡	tux	tov		tᵊuˀ	dou3	8	下19	有		
1959	上45厚	透	一	開	侯	上	天口	流	𪌜飳妵黈𩿢蘣斢鈄䱏	thux	thov		tʰᵊuˀ	tou3	9	下19	有		
1960	上45厚	見	一	開	侯	上	古厚	流	苟玽狗垢笱𦊒耇詬枸茩岣敂豿	kux	kov		qᵊuˀ	gou3	13	下19	有		
1961	上45厚	疑	一	開	侯	上	五口	流	藕蕅偶耦髃㼴	ngux	ngov		ɴᵊuˀ	ou3	6	下19	有		
1962	上45厚	幫	一	開	侯	上	方垢	流	㨐掊	pux	pov		pᵊuˀ	bou3	2	下19	有		
1963	上45厚	泥	一	開	侯	上	乃后	流	㝅㳶陾𡝦啂𡭾	nux	nov		nᵊuˀ	nou3	6	下19	有		
1964	上45厚	心	一	開	侯	上	蘇后	流	叜叟𠊯(傁)嗾𠻛𥈃(瞍)謏擻藪籔䏂廀(廋)棷駷操	sux	sov		sᵊuˀ	sou3	15	下19	有		
1965	上45厚	曉	一	開	侯	上	呼后	流	吼吽呴㸸𤘽蚼㖃	hux	xov		χᵊuˀ	hou3	7	下19	有		
1966	上45厚	滂	一	開	侯	上	普后	流	剖婄蔀䳝䯽	phux	phov		pʰᵊuˀ	pou3	5	下19	有		
1967	上45厚	影	一	開	侯	上	烏后	流	歐(嘔)毆=敺㸸𠙶塸䙔|慪	qux	ov		ʔᵊuˀ	ou3	7	下19	有		
1968	上45厚	來	一	開	侯	上	郎斗	流	簍!塿嘍甊𪍣嶁㪹謱漊䅹	lux	lov		lᵊuˀ	lou3	10	下19	有		
1969	上45厚	精	一	開	侯	上	子苟	流	走	cux	zov		tsᵊuˀ	zou3	1	下19	有		
1970	上45厚	溪	一	開	侯	上	苦后	流	口扣㸸𤘘釦叩𧥣𨙫竘	khux	qov		qʰᵊuˀ	kou3	9	下19	有		
1971	上45厚	定	一	開	侯	上	徒口	流	䕆𨪐𠁁揄𩿢襡	dux	dov		dᵊuˀ	dou4	6	下19	有		
1972	上45厚	崇	一	開	侯	上	仕垢	流	鯫	zr'ux	drov		dʐᵊuˀ		1	下19	有		
1973	上45厚	清	一	開	侯	上	蒼苟	流	趣取棷	chux	cov		tsʰᵊuˀ	cou3	3	下19	有		
1974	上46黝	影	三	開	幽	上	於糾	流	黝怮䬀蚴泑眑𣢜	qyx	yv		ˀiuˀ	you3	7	下20	有		
1975	上46黝	見	三	開	幽	上	居黝	流	糾赳朻𨷺(鬮)	kyx	kyv		kiuˀ	jiu3	4	下20	有		
1976	上46黝	群	三	開	幽	上	渠黝	流	蟉	gyx	gyv		ɡiuˀ	jiu4	1	下20	有		
1977	上47寑	清	三	開	侵A	上	七稔	深	寑寢𡪢梫㾛𡬓𦯈鋟䤐	chimx	ciim		tsʰimˀ	qin3	9	下21A	寑		
1978	上47寑	澄	三	開	侵B	上	直稔	深	朕𦩗 (𦩎)鰧螣栚顩	drimx	dyym		ɖimˀ	zhen4	6	下21B	寑		
1979	上47寑	溪	三	開	侵A	上	丘甚	深	坅	khjimx	qiim		kʰimˀ	qin3	1	下21A	寑		
1980	上47寑	來	三	開	侵A	上	力稔	深	廩㐭懍菻凜凜顲𤎭癛|檁澟	limx	liim		ɭimˀ	lin3	8	下21A	寑		
1981	上47寑	心	三	開	侵A	上	斯甚	深	罧伈	simx	siim		simˀ	xin3	2	下21A	寑		
1982	上47寑	徹	三	開	侵B	上	丑甚	深	踸鍖䫖	thrimx	thyym		ʈʰimˀ	chen3	3	下21B	寑		
1983	上47寑	精	三	開	侵A	上	子朕	深	䤐𡩻䭙䐶	cimx	ziim		tsimˀ	jin3	4	下21A	寑		
1984	上47寑	日	三	開	侵A	上	如甚	深	荏飪餁䭃稔栠恁袵䏕䇮棯𢆉銋腍	njimx	riim		ȵimˀ	ren3	14	下21A	寑		
1985	上47寑	章	三	開	侵A	上	章荏	深	枕䪴䫬	cjimx	tjiim		tɕimˀ	zhen3	3	下21A	寑		
1986	上47寑	書	三	開	侵A	上	式任	深	沈邥宷審㰂瞫諗䰼魫淰㜤䀢𩶇𧀯|嬸|	sjimx	sjiim		ɕimˀ	shen3	14	下21A	寑		
1987	上47寑	船	三	開	侵A	上	食荏	深	葚𣞵	zsjimx	djiim		ʑimˀ	shen4	2	下21A	寑		
1988	上47寑	常	三	開	侵A	上	常枕	深	甚訦	zjimx	zjiim		dʑimˀ	shen4	2	下21A	寑		
1989	上47寑	昌	三	開	侵A	上	昌枕	深	瀋	chjimx	tciim		tɕʰimˀ	chen3	1	下21A	寑		
