來源：楊蔚.湘西鄉話語音研究[M].廣東人民出版社,2010																																													
轉錄者：跳跳老鼠																																													
土		tʰ	iɛ	3	tʰ	ɛ	3	th	ei	3		tʰ	ə	3	tʰ	əu	3	tʰ	iɛ	3	th	ɛi	3		tʰ	ɛi|u	3-|3=	|～塘：土地庙	tʰ	ei	3	tʰ	ei	3	tʰ	ei	3	tʰ	iɛ	3	tʰ	iɛ	3		
兔		tʰ	əu	5	tʰ	u	5					tʰ	əɯ	5	tʰ	əɯ	5	tʰ	ɤɯ	5					tʰ	u	5		tʰ	ei	3	tʰ	u	5	tʰ	u	5				tʰ	ɤɯ	5		
徒		d	əu	2	d	u	2					d	əu	2	d	əu	2	d	ɤɯ	2					d	u	5		d	ei	2	d	u	2	d	u	1	d	əu	1	d	ɤɯ	2		
屠		d	u	2	d	u	2					d	əu	2	d	əu	2	t	iɤu	2					d	ʊ	2		d	əu	2	t	u	2	d	u	2	d	əu	2	t	ɤɯ	2		
肚		t	əu	3	t	əu	3					t	əu	3	t	ei	3	t	ɤu	3					t	u	3	鱼肚、人肚	t	ei	3	t	u	3	t	əu	3	t	əu	3	t	ɤɯ	3		
肚					t	ei	3																		t	u	3	鱼肚、人肚																	
炉		l	əu	1	l	u	1					l	u	1	l	u	1	l	u	1					l	u	1		l	ei	1	l	u	1	l	u	1	l	əu	1	l	ɤɯ	1		
芦		l	əu	1	l	əu	1					l	u	1	l	u	1	l	ɤu	1					l	u	2	瓠子	l	ei	1	l	u	1	l	u	1	l	əu	1	l	ɤɯ	1		
露		l	əu	5	l	u	5					l	əu	5	l	əɯ	5	l	ɤɯ	5					l	u	5		l	ei	5	l	u	5	l	u	5	l	ui	5	l	y	5		
做		ts	ə	5	ts	ei	5	ts	i	5		ts	ə	5	ts	əɯ	5	ts	e	5	ts	ei	5		ts	ei	5		ts	ə	5	ts	ei	5	ts	ei	5	ts	ei	5	dʑ	i	5		
粗					tsʰ	ei	1					tsʰ	ə	1	tsʰ	əɯ	1	tsʰ	e	1					tsʰ	ei	1		tsʰ	ə	1	tsʰ	ei	1	tsʰ	ei	1	tsʰ	ei	1	tsʰ	ei	1		
错		tɕʰ	yɛ	5	tsʰ	u	5	tɕh	yi	5		tsʰ	o	5	tsʰ	u	5	tsʰ	u	5	tsh	ɷ	5		tsʰ	ʊ	5		tsʰ	uɛ	5	tsʰ	u	5	tɕʰ	y	5				tsʰ	ui	5		
箍		k	u	1	k	u	1	k	u	1	客话	k	u	1	k	u	1	k	u	1	k	u	1		k	u	1		k	u	1	k	u	1	k	u	1	k	u	1	k	u	1		
古		k	u	3	k	u	3	k	u	3	客话	k	u	3	k	u	3	k	u	3	k	u	3		k	u	3		k	u	3	k	u	3	k	u	3	k	u	3	k	u	3		
鼓		k	u	3	k	u	3					k	u	3	k	u	3	k	u	3					k	u	3		k	u	3	k	u	3	k	u	3	k	u	3	k	u	3		
苦		kʰ	u	3	kʰ	u	3	kh	u	3		kʰ	u	3	kʰ	u	3	kʰ	u	3	kh	u	3		kʰ	u	3		kʰ	u	3	kʰ	u	3	kʰ	u	3	kʰ	u	3	kʰ	u	3		
吾			u	3		u	3						u	3	v	u	3		u	3									v	u	5					u	3	v	u	3	v	u	3		
五		ŋ̍		3	ŋ̍		3	ɦ	oŋ	3		ŋ̍		3	ŋ̍		3	ŋ̍		3	ɦ	oŋ	3		ɦ	oŋ	3		ŋ̍		5	ŋ̍		3	ŋ̍		3	ŋ̍		3	ŋ̍		3		
湖			u	2		u	2						u	2		u	2		u	2					x	u	2	跑*江～	v	u	2		u	2		u	2		u	2		u	2		
壶		v	u	2	v	u	2	Ǿ	u	2		v	u	2	v	u	2	v	u	2	v	u	2		v	u	2		v	u	2		u	2	v	u	2	v	u	2	v	u	2		
女		ȵ	iəu	3	ȵ	iəu	3	ȵ	iu	3		ȵ	iəu	3	ȵ	iəu	3	ȵ	iɤɯ	3	ȵ	iu	3		ȵ	iu	3		ȵ	iəu	3	ȵ	iəu	3	ȵ	iəu	3	ȵ	iəu	3	ȵ	iəu	3		
驴		l	uɛ	1	l	u	1					l	u	1	l	u	1	l	u	1					l	ui	1		l	y	2	l	uei	1	l	ye	2	l	ui	1	l	y	2		
蛆	～虫	tɕʰ	iəɯ	1	tɕʰ	iəɯ	1					tɕʰ	iəɯ	1	tɕʰ	iəɯ	1	tɕʰ	iɤɯ	1					tsʰ	iu	1		tsʰ	uei	1	tɕʰ	iɤɯ	1	tɕʰ	y	1	tɕʰ	iəɯ	1	tɕʰ	iəɯ	1		
猪		t	iəu	1	t	iəɯ	1	t	iu	1		t	iəu	1	t	iəu	1	t	iɤɯ	1	t	iu	1		t	iu	1		t	iəu	1	t	iəu	1	t	ɤɯ	1	t	iəɯ	1	t	ɤɯ	1		
箸	筷子	t	iəu	5	d	iəɯ	5					t	iəu	5	t	iəu	5	d	iɤɯ	5					t	iu	5	筷子	t	iəɯ	5				t	iəu	5	t	iəu	5	d	iɤɯ	5		
初		tsʰ	ə	1	tsʰ	ei	1	tsh	i	1		tsʰ	ə	1	tsʰ	ə	1	tsʰ	ɤ	1	tsh	ei	1		tsʰ	ei	1		tsʰ	ə	1	tsʰ	ei	1	tsʰ	ei	1	tsʰ	ei	1	tsʰ	ɛ	1		
梳	～头	s	ə	1	s	ei	1					s	ə	1	s	ə	1	s	ɤ	1					s	ei	1		s	ə	1	s	ẽ	1	s	ei	1	s	ei	1	s	ɛ	1		
煮		ts	əu	3	ts	əɯ	3					ts	əu	3	ts	əu	3	ts	ɤɯ	3					tɕ	iou	3		tɕ	iəɯ	3	ts	əu	3	tɕ	y	3	ts	əu	3	ts	əu	3		
煮																		tɕʰ	iɤɯ	3					tɕ	iou	3																		
书		ts	əɯ	1	ts	əɯ	1	tɕ	iu	1		tɕ	iəɯ	1	tɕ	iəɯ	1	ts	ɤɯ	1	tɕ	iu	1		tɕ	iu	1		tɕ	iəu	1	tɕ	iəu	1	tɕ	y	1	ts	əɯ	1	ts	əɯ	1		
书								tɕ	iu	1								tɕʰ	iɤɯ	1	tɕ	iu	1		tɕ	iu	1																		
鼠		s	u	3	s	u	3	s	u	3		s	u	5	s	u	5	s	u	3	ʂ	u	3		ʂ	u	3		ʂ	u	3	s	u	5	s	u	3	s	u	3	s	u	3		
锯								g	əɯ	5											k	ei	5		k	ᴀ|ei	5	动词|名词	k	ei	5	ɡ	ɤɯ	5	ɡ	ɤɯ	5				k	ɤɯ	5		
锯	名	k	ei	5	k	əɯ	5	g	əɯ	5		k	əɯ	5	k	əɯ	5	k	ɤɯ	5	k	ei	5		k	ᴀ|ei	5	动词|名词										k	ei	5					
锯	动	k	a	5	ɡ	əɯ	5	g	əɯ	5		k	a	5	k	a	5				k	ei	5		k	ᴀ|ei	5	动词|名词										k	o	5					
锯	动文							g	əɯ	5								ɡ	ɤɯ	5	k	ei	5		k	ᴀ|ei	5	动词|名词																	
锯	动白							g	əɯ	5								ɡ	a	5	k	ei	5		k	ᴀ|ei	5	动词|名词																	
去		kʰ	ei	5	kʰ	əɯ	5	kh	əɯ	5		kʰ	əɯ	5	kʰ	əɯ	5	kʰ	ɤɯ	5	tɕh	i	5		tɕʰ|kʰ	i|ei	5	出～|～年	kʰ	ei	5	kʰ	ɤɯ	5	kʰ	ɤɯ	5	tɕʰ	i	5	kʰ	ɤɯ	5		
鱼		ȵ	iəu	1	ȵ	iəɯ	1	ȵ	iu	1		ȵ	iəu	1	ȵ	iəu	1	ȵ	iɤɯ	1	ȵ	iu	1		ȵ	iu	1		ȵ	iəu	1	ȵ	iəu	1	ȵ	y	1	ȵ	iəɯ	1	ȵ	iəɯ	1		
许		ɕ	y	3	x	əɯ	3	ɕ	y	3	客话	x	əu	3	ɕ	y	3	x	ɤɯ	3	ɕ	yi	7		ɕ	yi	7		x	ei	3	x	əu	3	x	ɤɯ	5	x	əɯ	3	x	ɤɯ	5		
许					ɕ	y	3	ɕ	y	3	客话										ɕ	yi	7		ɕ	yi	7																		
肤		f	a	2	f	o	2					f	a	2	f	a	2	f	a	2					f	u	1		f	o	2	f	o	2	f	o	2	f	a	2	f	o	2		
斧		f	u	3	f	u	3					f	u	3	f	u	3	f	u	3					f	u	3		f	u	3	f	u	3	f	u	3	f	u	3	f	u	3		
傅		f	u	1	f	u	5					f	u	5	f	u	1	f	u	1					f	u	5	师～	f	u	3	f	u	5	f	u	1	f	u	1	f	u	1		
麸		f	u	1	f	ei	1					f	ə	1	f	ə	1	f	ɛ	1					f	u	1		f	u	1	f	ei	1	f	u	1	f	u	1	f	u	1		
腐		f	u	3	f	ɛ	3					f	ə	3	f	əu	3	f	ɤ	3					f	u|ɛi	3	|破碎；破烂；腐烂∥韵母特殊	f	ei	3	f	ei	3	f	a	3	f	u	3	f	u	3		
巫		v	u	1		u	1					v	u	1	v	u	1		u	1									v	u	1	v	u	1	v	u	1	v	u	1	v	u	1		
武		v	u	5	v	u	3	Ǿ	u	3		v	u	3	v	u	3	v	u	3	v	u	7		v	u	7		v	u	3	v	u	3	v	u	3	v	u	3	v	u	3		
取		tsʰ	ai	3	tsʰ	a	3	tsh	a	3		tsʰ	a	3	tsʰ	a	3	tsʰ	a	3	tsh	ɑ	3		tsʰ	ᴀ	3		tsʰ	a	3	tsʰ	a	3	tsʰ	a	3	tsʰ	ai	3	tsʰ	a	3		
娶		tsʰ	ai	3	tsʰ	a	3					tsʰ	a	3	tsʰ	a	3	tsʰ	a	3					tsʰ	ᴀ	3		tsʰ	a	3	tsʰ	a	3	tsʰ	a	3	tsʰ	ai	3	tsʰ	a	3		
蛛		ts	u	1	t	iəɯ	1					t	iəu	1	t	iəu	1	t	iɤu	1									t	iəu	1	t	y	1	t	ɤɯ	1	ts	u	1	t	iəu	1		
株		t	a	1	t	a	1					t	a	1	t	a	1	t	a	1									t	a	1	t	a	1	t	a	1	t	a	1	t	a	1		
厨		t	iəu	2	d	iəɯ	2					d	iəu	2	d	iəu	2	d	iɤu	2					dʐ	u	2	～子：厨师	t	iəu	2	t	iəu	2	t	ɤɯ	2	ts	əu	2	dz	ɤɯ	2		
柱		tʰ	iai	1	tʰ	ia	3	th	ia	3		tʰ	ia	3	tʰ	ia	3	tʰ	ia	3	th	iɑ	3		tʰ	iᴀ	3		tʰ	ia	3	tʰ	ia	3	tʰ	ia	3	tʰ	ia	3	tʰ	ia	3		
住		t	iəu	5	d	iəɯ	5	t	iu	5		t	iəu	5	t	iəu	5	d	iɤɯ	5	t	iu	5		t	iu	5		t	iəɯ	5	t	iɤɯ	5	t	ɤɯ	5	t	iəɯ	5	d	ɤɯ	5		
数		s	ai	3	s	a	3	s	a|u	3	|客话	s	a	3	s	a	3	s	a	3	s	ɑ	3|5		s	ᴀ	3|5	动词|名词	s	a	3	s	a	3	s	a	3	s	a	3	s	a	3		
数	名	s	ai	5	s	a	5	s	a|u	3	|客话	s	a	5	s	a	5	s	a	5	s	ɑ	3|5		s	ᴀ	3|5	动词|名词	s	a	5	s	a	5	s	a	5	s	a	5	s	a	5		
珠		ts	u	1	ts	əɯ	1					ts	u	1	ts	u	1	ts	u	1					tɕ	iu	1	眼～	tʂ	u	1	ts	u	1	ts	u	1	ts	u	1	tʂ	u	1		
主		ts	a	3	ts	a	3	ts	u	3	客话	ts	a	3	ts	a	3	ts	a	3	tɕ	iɑ	3		tɕ|tʂ	iᴀ|u	3-|3=	作～|～意	tɕ	ia	3	ts	a	3	ts	a	3	ts	a	3	ts	a	3		
输		s	u	1	s	u	1	s	u	1		ɕ	y	1	s	u	1	s	o	1	ʂ	u	1						ʂ	u	1	ɕ	iəu	1	s	u	1	s	u	1	ɕ	y	1		
竖		dz	ai	5	dz	a	5	dz	a	5		dz	a	5	dz	a	5	dz	a	5	dz	ɑ	5		dz	ᴀ	5		dz	a	5	dz	a	5	dz	a	5	dz	a	5	dz	a	5		
树		ts	ai	5	ts	a	5	ts	a	5		ts	a	5	ts	a	5	ts	a	5	tɕ	iɑ	5		tɕ	iᴀ	5		tɕ	ia	5	ts	a	5	ts	a	5	ts	a	5	ts	a	5		
瞿		dʑ	y	2	ɡ	əɯ	2					ɡ	əɯ	2	k	ə	2	ɡ	ɤɯ	2					dʑ	yi	5		dʑ	y	2	dʑ	y	2	dʑ	ye	2	dʑ	y	2	ɡ	ɤɯ	2		
雨		v	a	3	v	a	3	v	a	3		v	a	3	v	a	3	v	a	3	v	ɑ	3		v	ᴀ	3		v	a	3	v	a	3	v	a	3	v	a	3	v	a	3		
芋		v	u	5		u	5	Ǿ	y	5		v	u	5	v	u	5		u	5	v|ʐ	u	5	又	v|ʐ	u	5		v	u	5	v	u	5	v	u	5	v	u	5	v	u	5		
戴		t	ai	5	t	ui	5					t	ə	5	t	ə	5	t	iɛ	5					t	ei	5		t	ə	5	t	ei	5	t	ei	5	t	ei	5	t	ei	5		
胎		tʰ	a	1	tʰ	ua	1	th	æ	1		tʰ	a	1	tʰ	a	1	tʰ	ɑ	1	th	ɑ	1		tʰ	ᴀ	1		tʰ	o	1	tʰ	o	1	tʰ	a	1	tʰ	o	1	tʰ	a	1		
抬		t	a	2	d	o	2					t	a	2	t	a	2	t	ɑ	2					t	ᴀ	2		t	o	2	t	o	2	t	o	2	t	o	2	t	o	2		
代		tʰ	a	1	tʰ	ua	1					tʰ	a	1	tʰ	a	1	tʰ	o	1					t	æi	5		tʰ	o	1	tʰ	o	1	tʰ	ua	1	tʰ	o	1	tʰ	a	1		
来		z	ɛ	2	z	ɛ	2	z	æ	2		z	ə	2	z	ə	2	z	ɛ	2	z	ai	2		z	ai	2		z	ɛ	2	z	ai	2	z	e	2	z	ɛ	2	dz	ɛ	2		
