tsɿ	1	之支芝枝知桅脂咨姿资滋滓
tsɿ	2	池迟持词祠瓷慈辞磁核饲
tsɿ	3	止旨址纸指趾子姊梓紫
tsɿ	5a	蛰执侄职翅只至志制质智痣稚汁织誌
tsɿ	6	痔治
tsʰɿ	1	雌痴摛[伸,~手]
tsʰɿ	3	睬齿耻此
tsʰɿ	5b	次刺直值
sɿ	1	尸师诗施狮丝司私思斯
sɿ	3	史使始驶屎死厕
sɿ	5a	识实食湿十四肆世式势试室适释失
zɿ	2	时鲥
zɿ	5a	入示视
zɿ	5b	誓
zɿ	6	匙豉士氏市事是柿巳寺字自牸
pi	1	屄□[(象声词,汽车叫的声音)]
pi	2	痹皮批琵脾
pi	3	比
pi	5a	逼笔必毕滗毙秘[~密]碧璧憋
pi	6	被别[~个:别人]
pʰi	1	披[~头散发]批[~发]
pʰi	3	庇匹
pʰi	5b	鼻避别[离~,区~]屁僻鳖
mi	1	眯
mi	2	猕[~猴桃]弥
mi	3	米
mi	5a	泌密蜜灭蔑秘[~书]
ti	1	的[(助词)]低
ti	2	堤厘题蹄屉
ti	3	底抵
ti	5a	的[目~]嫡帝
ti	6	地递第
tʰi	1	梯锑
tʰi	3	体剔
tʰi	5b	敌笛谍碟隶剃替贴铁帖
ȵi	2	尼泥仪宜疑
ȵi	3	蚁腻
ȵi	5a	孽日业艺毅
ȵi	6	义议
li	1	□[滚,~圞]
li	2	梨犁璃离
li	3	弟[老~]狸澄礼李里理鲤楝旅
li	5a	力膺厉立丽励栗笠粒律率
li	6	厉荔痢滤
ʨi	1	讥饥机肌基鸡屐几[茶~]
ʨi	2	期祁齐其奇脐骑棋旗徐
ʨi	3	几[~个]己挤纪祀渠
ʨi	5a	击迹积绩激吉级急计记妓际季济继寄祭冀接揭节绝荠系
ʨi	6	忌技椅聚企
ʨʰi	1	妻欺蛆溪焌
ʨʰi	3	劝祈起取乞
ʨʰi	5b	及极疾去膝觑集籍寂七戚气弃汽契砌器漆
ɕi	1	虽西希稀些须需
ɕi	3	礴髓洗喜
ɕi	5a	歇蝎戏婿系细吸锡熄习席袭媳屑夕析息悉惜
i	1	衣医
i	2	姨移
i	3	己以椅
i	5a	揖一亿忆异译益意翼
i	6	易[容~,交~]
pu	1	哺[奶~:乳房,奶水]
pu	2	菩蒲
pu	3	补
pu	5a	不布埠
pu	6	步部簿
pʰu	1	铺[床~]
pʰu	3	卜甫普谱
pʰu	5b	勃讣仆[~倒]仆[~人]扑铺[~店]
ɸu	1	夫肤敷俘呼
ɸu	3	抚府斧俯腑虎
ɸu	5a	佛伏服幅福蝠付阜复副富腹覆忽斛藿
ku	1	估姑孤
ku	3	古股枯鼓
ku	5a	谷榖固故顾雇
kʰu	1	枯
kʰu	3	苦
kʰu	5b	哭窟库裤酷
u	1	乌污巫
u	2	扶芙符胡豁壶湖糊葫瓤狐
u	3	腐五午伍武鹉舞
u	5a	屋务物恶[可~]
u	6	父妇负附傅户护戊雾
ȵy	3	女语
ȵy	6	寓遇
ʨy	1	车[(象棋)]褚居殊朱株珠猪蛛
ʨy	2	除厨储糙锤瞿渠薯拳
ʨy	3	举矩主煮
ʨy	5a	局菊橘句剧据注著蛀
ʨy	6	橱距住柱
ʨʰy	1	吹区
ʨʰy	3	处[~理]
ʨʰy	5b	出处[到~]
ɕy	1	书舒输[~赢]输[运~]绥虚墟
ɕy	3	暑鼠水许
ɕy	5a	术述戌序絮竖
y	2	如于余鱼娱渔愉
y	3	汝乳宇羽雨
y	5a	役淤玉域欲喻裕
y	6	树芋预
pa	1	巴芭疤爸琶杷
pa	2	爬耙扒[~手]
pa	3	把
pa	5a	欛八坝霸伯
pʰa	3	擘[(两腿分开)]
pʰa	5b	拔怕拍拔
ma	1	妈□[(偷)]
ma	2	麻麻蟆
ma	3	马码□[(往上叠)]
ma	5a	麦抹
ma	6	骂
ɸa	1	花
ɸa	5a	法发化
ɸa	3	打[(动词)]打[(量词)]
ɸa	5a	只炙搭达答挞[(动作，摔)]
tʰa	1	他车[风~,水~]
tʰa	3	扯
tʰa	5b	尺塌塔獭踏遢[邋~]
la	1	拿拉[~链]啦[~~队]
la	2	蛇爬
la	3	哪喇[~叭]
la	5a	拉腊蜡辣那纳捺邋[~遢]逼□[束缚:把衣服到裤子里]
la	6	□[表示速度飞快:一~就过去了]
ka	1	家稼□[~子:用于让婴儿练习站立四周有栏杆的用具]
ka	5a	夹挟痂胛嫁架[~子]蟹
ka	6	□[挤:~过去]
kʰa	1	揢[用虎口掐，也可以表示虎口部位能抓的东西的量]
kʰa	5b	掐[(用大拇指和食指指尖捏)]恰胯[~下]
ŋa	1	桠□[张、裂:~开]鸦[~雀无声]
ŋa	2	牙讶芽衙□[控制、逼迫的意思]
ŋa	3	哑
ŋa	5a	鸭额轧□[(咬)]
ŋa	6	□[(用工具把东西磨碎的动作)]
xa	1	哈虾
xa	3	□[(傻)]
xa	5a	瞎嚇
tsa	1	渣
tsa	2	查茶搽
tsa	3	扎[~头发]
tsa	5a	杂扎闸铡眨诈炸[~药]炸[油~]榨摘柞
tsa	6	□[~扫把]
tsʰa	1	叉权差钗
tsʰa	5b	擦插察岔拆择
sa	1	纱沙莎杉衫赊
sa	3	傻洒拾耍厦[(偏房)]
sa	5a	石刷萨杀
a	1	阿啊
a	2	蛤[~蟆]□[~里:那里的意思]
a	5b	□[~号:那种、那个的意思]
a	6	下[~面]下[一~子]□[一~,全部]
pia	5a	壁
pʰia	3	拍[~耳巴:打耳光]
pʰia	5b	劈
tia	1	爹
tia	2	提
tia	5a	滴
tia	5b	踢
ȵia	1	□[发~：撒娇]
ȵia	3	惹
ȵia	3	□[衣衫~起:衣服穿着不整齐]
ȵia	5a	□[~干:让物体上的水滴干]
ʨia	1	加佳家[~庭]傢[~具]嘉
ʨia	2	邪斜
ʨia	3	劝贾假[真~]假[放~]姐
ʨia	5a	脊甲价驾架[打~]借□[~润:形容东西回潮了]
ʨia	6	邪[碰打~路:倒霉]
ʨʰia	1	□[(躲)]
ʨʰia	5b	吃
ɕia	2	霞
ɕia	3	写
ɕia	5a	匣峡狭泻
ia	1	丫鸦
ia	2	爷
ia	3	雅也野
ia	5a	压押亚
ia	6	夏[~季]夏[姓~]厦夜
kua	1	瓜
kua	3	寡
kua	5a	刮卦挂□[很浑浊:~浊]
kʰua	1	夸
kʰua	3	垮
ua	1	挖蛙
ua	2	华[中~]华[姓~]划[~船]
ua	3	瓦
ua	5a	挖滑袜括
ua	6	划[计~]画话
ʨya	1	抓
ʨya	2	茄瘸
ʨya	3	爪
ʨya	6	□[(跨)]
ʨʰya	1	圈
ɕya	1	靴
ya	1	□[(握)]
pə	1	般颁搬
pə	2	盘螃彭
pə	5a	白百柏半北拨钵
pə	6	伴绊拌=
pʰə	1	潘
pʰə	3	拌
pʰə	5b	泊[梁山~]泊[~车]帕判叛泼迫魄
lə	2	能圞然佘
lə	3	卵
lə	5a	猎
lə	5b	善膳
lə	6	单[(姓)]乱鳝
kə	1	根跟更[五~]庚耕羹
kə	3	埂耿粳
kə	5a	割革格隔更[~加]锯
kə	6	嗝
kʰə	3	肯垦恳
kʰə	5b	克刻客
ŋə	1	恩
ŋə	3	□[(重物压或用劲压)]
ŋə	5a	额[~外]轭
tsə	1	筝曾[姓~]增
tsə	2	岑层曾[~经]
tsə	3	□[向下的动作,~到崖下]
tsə	5a	责窄蛰甑钻[(名词)]钻[(动词)]
tsʰə	1	□[(走的贬义)]
tsʰə	3	扯[(按)]
tsʰə	5b	册侧侧厕测策窜泽贼宅
sə	1	参森僧奢笙甥闩栓拴酸
sə	3	闪陕
sə	5a	率塞色涩音扇[(动词)]扇[(名词)]舌设社射涉麝虱算蒜折[~本]
ə	1	□[(用于应答)]
ə	2	儿恒衡
ə	3	耳饵
ə	5b	杏
ə	6	二恨
pie	1	边鞭辫
pie	2	便[~宜]
pie	3	蝙扁匾
pie	5a	汴变
pie	6	便[方~]辨辩
pʰie	1	编偏篇
pʰie	3	撇
pʰie	5b	遍片骗
tie	1	颠癫
tie	2	田甜填
tie	3	典点
tie	5a	店奠叠
tie	6	电佃垫殿
tʰie	1	天添
tʰie	3	舔
tʰie	5b	铁贴帖
ȵie	1	拈研
ȵie	2	年鲇燃严言阎
ȵie	3	黏捻碾捏染
ȵie	5a	聂镊热
ȵie	5b	谚
ȵie	6	念砚验
lie	1	蔫
lie	2	连帘莲联廉
lie	3	泪脸
lie	5a	列例炼恋劣烈裂戾
lie	6	练链
ʨie	1	尖坚肩煎
ʨie	2	前虔钱钳乾潜全泉
ʨie	3	柬茧剪检跃脸俭
ʨie	5a	见建剑荐健键箭劫洁结截
ʨie	6	件贱渐践旋
ʨʰie	1	千迁牵谦签
ʨʰie	3	浅遣且
ʨʰie	5b	杰欠歉切窃妾
ɕie	1	仙先宣
ɕie	3	鲜显险癣选
ɕie	5a	穗线宪陷馅羡薛穴雪献协胁泄卸屑谢蟹
ie	1	烟焉阉
ie	2	贤涎嫌延炎盐檐
ie	3	演
ie	5a	咽淹筵屠厌宴艳堰雁酷燕噎叶页腋乙
ie	5b	液
ie	6	现焰
kuə	1	乾干肝柑观观官冠棺
kuə	3	馆
kuə	5a	葛冠贯灌罐国
kʰuə	1	宽
kʰuə	3	款
kʰuə	5b	阔
uə	2	完
uə	3	碗腕
uə	5a	沃握
uə	6	汗宦换患
ʨye	1	捐绢专砖
ʨye	2	权拳颧传[~开]船
ʨye	3	卷[~起]来倦转[~眼]
ʨye	5a	卷[试~]倦决诀蔗券转[~圈]
ʨye	6	传[~记]
