音標	調類	調值	
vi	3	53	雨跪（新派音）偽萎委偉葦與宇禹羽尾（～巴，vi pɔ）
vi	5	213	潰餧愧畏慰
vi	6	44	巨距拒炬櫃預具懼芋衛銳為位未味魏緯胃御禦譽愈喻裕
vi	7	45	玉獄熨
vin	2	21	勻裙雲羣云
vin	5	213	韻
vin	6	44	運熨暈孕
viɛ	1	22	圈（老派yɛ）冤（老派yɛ）
viɛ	2	21	茄（老派yɛ）權（老派yɛ）圓（老派yɛ）原（老派yɛ）園（老派yɛ）員（老派yɛ）緣（老派yɛ）沿（老派yɛ）元（老派yɛ）源（老派yɛ）袁（老派yɛ）轅（老派yɛ）援（老派yɛ）丸（老派yɛ）拳（老派yɛ）顴（老派yɛ）
viɛ	3	53	跪（老派yɛ）犬（老派yɛ）遠（老派yɛ）阮（老派yɛ）抈（老派yɛ，折彎，折斷）
viɛ	5	213	勸（老派yɛ）券（老派yɛ）怨
viɛ	6	44	圈（老派yɛ）院（老派yɛ）願（老派yɛ）
viɛ	7	45	越（老派viɛ）粵（老派viɛ）悅（老派viɛ）曰（老派viɛ）缺（老派yɛ）
viɔ	3	53	噦（干吐）
viɔ	7	45	噦（訓讀，大聲呵斥，高聲叫喊）□（大聲呵斥，高聲叫喊）
xa	1	22	開揩
xa	2	21	孩鞋咸鹹銜閑還
xa	3	53	凱海楷蟹喊
xa	5	213	慨嵌（～眼：剛好）
xa	6	44	害
xa	7	45	掐瞎
xɑu	1	22	敲蒿薅
xɑu	3	53	考烤好
xɑu	5	213	靠犒好
xɑu	6	44	浩耗號
xɑŋ	1	22	康糠慷夯坑
xɑŋ	2	21	行航杭扛
xɑŋ	3	53	吭（咳嗽）
xɑŋ	5	213	抗炕囥
xɑŋ	6	44	項巷
xən	1	22	烘
xən	3	53	孔恐
xən	5	213	控空
xən	6	44	共
xɛ	2	21	痕恆衡
xɛ	3	53	懇墾啃很肯
xɛ	6	44	恨
xɛ	7	45	咳刻刻克黑赫核核
xɤ	1	22	堪龕憨酣看刊鼾
xɤ	2	21	含函寒韓
xɤ	3	53	坎砍喊罕
xɤ	5	213	勘憾看漢
xɤ	6	44	撼旱汗銲翰莧
xɤ	7	45	喝合盒磕渴喝
xɔ	1	22	揢蝦鷺
xɔ	2	21	蝦
xɔ	3	53	下□（傻）
xɔ	6	44	下
xɔ	7	45	客嚇
xʊ	1	22	科窠棵顆
xʊ	2	21	河何荷和
xʊ	3	53	可火（發～：失火）
xʊ	5	213	課貨
xʊ	6	44	禍
xʊ	7	45	鶴霍殼學（白）
za	2	21	才材財裁纔豺柴慚讒饞殘涎
za	3	53	彩採睬揣鏟產
za	5	213	菜蔡燦
za	6	44	在載淋（訓讀，或為「㾹」，～雨：淋雨）㾹（存疑，～雨：淋雨）□（或為「㾹」，～雨：淋雨）
za	7	45	插擦察浞
zɑu	1	22	操抄鈔
zɑu	2	21	曹槽巢
zɑu	3	53	草炒吵
zɑu	5	213	糙造
zɑu	6	44	皂造（~孽）櫂
zɑŋ	1	22	倉蒼瘡窗睜（訓讀，本字「撐」，～眼）撐（～眼）
zɑŋ	2	21	藏牀床
zɑŋ	3	53	闖撞
zɑŋ	5	213	創倡
zɑŋ	6	44	藏臓狀
zən	1	22	村皴椿聰怱葱囱蔥
zən	2	21	存澄橙呈城誠叢崇從從
zən	3	53	忖
zən	5	213	寸
zən	6	44	仲
zəu	1	22	初
zəu	2	21	鋤雛
zəu	3	53	楚礎
zəu	5	213	凑
zəu	6	44	助紂宙
zəu	7	45	猝族促觸
zɤ	1	22	參汆川
zɤ	2	21	蠶（不說「蠶豆」，口語中說「大碗豆」）
zɤ	3	53	慘
zɤ	5	213	竄篡
zɤ	6	44	賺
zɤ	7	45	撤撮
zɔ	1	22	叉杈差（～錯）
zɔ	2	21	茶搽茬查
zɔ	5	213	岔差
zɔ	7	45	雜拆㿭擇栅
zɿ	1	22	初（白）粗
zɿ	2	21	鋤（白，～頭）池遲祠磁（口語中用「吸鐵」）
zɿ	5	213	醋刺賜次伺
zɿ	6	44	字自寺治柿
zɿ	7	45	侄姪秩直值殖植擲斥
zʊ	1	22	搓矬
zʊ	5	213	銼莝措錯
zʊ	6	44	坐座
zʊ	7	45	錯鑿昨柞戳濁鐲
ɕi	1	22	須鬚需西犀奚兮犧嬉熙希雖
ɕi	3	53	洗璽徙喜髓
ɕi	5	213	絮細碎歲戲（玩，娛樂）
ɕi	6	44	序敍緒壻系繫係遂隧穗
ɕi	7	45	習襲吸悉膝戌恤息熄媳惜昔席夕析
ɕin	1	22	心辛新薪欣興馨胸凶兇
ɕin	2	21	荀旬循巡行形型刑熊雄
ɕin	3	53	筍榫省
ɕin	5	213	信訊釁迅殉興嗅（聞）
ɕin	6	44	杏
ɕiɑŋ	1	22	相箱廂湘襄鑲香鄉星（白）
ɕiɑŋ	2	21	降
ɕiɑŋ	3	53	想享響醒（白）
ɕiɑŋ	5	213	相向性（白）姓（白）腥（白）
ɕiɑŋ	6	44	象橡項
ɕiəu	1	22	修羞休
ɕiəu	3	53	朽
ɕiəu	5	213	秀繡宿銹袖
ɕiəu	7	45	肅宿畜蓄粟俗續
ɕiɛ	1	22	參鮮先仙森僧生牲甥聲疏（衣服掀開；粥稀）□（本字“疏”，魚韻白讀，衣服掀開；粥稀）
ɕiɛ	2	21	嫌閑咸（～寧）賢弦旋
ɕiɛ	3	53	險癬顯選□（～前日：大前天）
ɕiɛ	5	213	線羡鏾（閹割）
ɕiɛ	6	44	陷餡限憲獻現旋縣眩
ɕiɛ	7	45	脅協薛泄歇（～房：臥室；～火：休息）蠍屑屑楔雪澀瑟蝨塞色嗇
ɕiɔ	1	22	些
ɕiɔ	3	53	寫
ɕiɔ	5	213	瀉卸
ɕiɔ	6	44	夏
ɕiɔ	7	45	錫
ɕiʊ	1	22	消宵霄硝銷囂蕭簫搜颼餿蒐
ɕiʊ	3	53	小曉吼
ɕiʊ	5	213	孝笑嗽瘦
ɕiʊ	6	44	效校校
ɕiʊ	7	45	削學（～校）
ɤ	2	21	如儒兒而
ɤ	3	53	爾耳乳耳餌
ɤ	6	44	二貳
ȵin	2	21	吟人（白）仁（白）銀凝凝迎寧
ȵin	6	44	任（白）賃任（白）紝（白）刃（白）認（白）韌（白）潤（白）閏（白）寧佞
ȵin	7	45	日（白，～頭；～食；～呐：白天）
ȵiɑŋ	2	21	娘
ȵiɑŋ	3	53	仰
ȵiɑŋ	6	44	釀讓（白）
ȵiəu	2	21	牛
ȵiəu	3	53	紐扭
ȵiəu	7	45	肉（白）
ȵiɛ	2	21	鮎然（白）燃（白）年（～頭：年初；～㞘：年末）能
ȵiɛ	3	53	冉（白）碾輦撚
ȵiɛ	6	44	𥽸念
ȵiɛ	7	45	聶鑷躡苶熱捏
ȵiɔ	7	45	入（訓讀，指交合的動作）
ȵiʊ	3	53	鳥藕
ȵiʊ	7	45	若弱虐瘧
ŋa	2	21	岩牙芽伢
ŋa	3	53	藹矮眼（嵌～：剛好）
ŋa	5	213	愛隘晏
ŋa	6	44	礙艾外（白，～屋裡大爹：外公；～屋裡細爹：外婆）
ŋa	7	45	鴨壓咬（本字「齾」，～人）嚙（本字「齾」，～人）齾（俗作「咬」，～人）
ŋɑu	2	21	熬
ŋɑu	3	53	襖咬
ŋɑu	5	213	傲鏊懊奥懊坳
ŋi	2	21	鱼泥倪宜儀尼疑
ŋi	3	53	女語蟻議擬
ŋi	6	44	遇藝内誼義膩毅
ŋiɛ	1	22	恩
ŋiɛ	2	21	黏嚴言鉛（～筆）圓（～筆）
ŋiɛ	3	53	軟
ŋiɛ	6	44	驗釅諺
ŋiɛ	7	45	業孽月嚙
ŋɑŋ	1	22	骯
ŋɑŋ	2	21	昂
ŋɑŋ	6	44	硬
ŋɤ	1	22	庵安鞍
ŋɤ	3	53	揞
ŋɤ	5	213	暗晏（存疑，部分資料確有此讀）按案
ŋɤ	6	44	岸
ŋɔ	1	22	鴉丫椏
ŋɔ	2	21	牙芽伢
ŋɔ	3	53	啞瓦
ŋɔ	7	45	額（～角：額頭）
ŋʊ	1	22	阿
ŋʊ	2	21	蛾鵝俄訛
ŋʊ	3	53	我
ŋʊ	6	44	餓
ŋʊ	7	45	惡鄂
ʊ	1	22	屙
ʊ	7	45	擴握沃
ʑi	1	22	蛆趨妻棲溪催崔欺期
ʑi	2	21	徐齊臍奇騎岐祁鰭其棋旗隨
ʑi	3	53	取娶啓企起杞祈豈
ʑi	5	213	氣趣砌契脆器棄氣汽翠粹泣
ʑi	6	44	聚罪徛技妓
ʑi	7	45	緝集輯及七漆疾乞極籍藉戚寂吃（口~）
ʑia	7	45	恰洽
ʑin	1	22	侵欽親卿傾清輕青
ʑin	2	21	尋琴禽擒秦勤芹擎情瓊窮松
ʑin	5	213	親慶
ʑin	6	44	盡近靜靖淨
ʑiɑŋ	1	22	槍羌腔筐清（白）輕（白）青（白）
ʑiɑŋ	2	21	牆（「刷～」中讀如上聲）詳祥強晴（白）
ʑiɑŋ	3	53	搶強匠請（白）頃（白）
ʑiɑŋ	5	213	嗆
ʑiɑŋ	6	44	匠像
ʑiəu	1	22	秋秋鞦丘
ʑiəu	2	21	囚泅求球仇
ʑiəu	6	44	就臼舅咎舊柩
ʑiəu	7	45	麴曲局
ʑiɛ	1	22	籤簽謙遷千牽
ʑiɛ	2	21	潛鉗錢乾虔掮犍前全泉曾層
ʑiɛ	3	53	淺遣
ʑiɛ	5	213	去欠歉踐
ʑiɛ	6	44	漸件賤餞鍵健腱
ʑiɛ	7	45	傑切絕賊側測擇策
ʑiɔ	2	21	邪斜
ʑiɔ	6	44	謝（感～；花～）
ʑiɔ	7	45	喫（～飯；怕～人：害羞；～了虧：謝謝）
ʑiʊ	1	22	敲鍬繰悄搊
ʑiʊ	2	21	樵瞧喬僑橋蕎綢稠籌愁喉猴侯
ʑiʊ	3	53	口巧矁
ʑiʊ	5	213	俏鞘竅湊叩扣寇
ʑiʊ	6	44	噍轎驟嚼後厚後候
ʑiʊ	7	45	雀
