tsɿ	1	兹滋资姿咨	
tsɿ	2	慈磁辞词祠雌瓷糍瓷	
tsɿ	3	姊子梓滓紫	
tsɿ	5	□[~起眉毛：皱眉]刺-[鱼~]自=	
tsɿ	6	自-	
tsʰɿ	1	疵差=[参~]	
tsʰɿ	3	此	
tsʰɿ	5	次刺=[~杀]赐	
sɿ	1	司丝思思斯厮撕私师狮	
sɿ	3	死	
sɿ	5	四肆似祀巳士伺寺嗣饲俟事=	
sɿ	6	字事-是	
tʂʅ	1	之芝支[分~]知支[~开]枝=肢栀脂	
tʂʅ	2	持池驰迟	
tʂʅ	3	旨指止趾址纸	
tʂʅ	5	雉致稚至置=治志痣掷=滞=制智炙=	
tʂʅ	6	痔滞[呆~，笨，不聪明]	
tʂʅ	7	执汁侄质织职蜘只	
tʂʰʅ	1	嗤痴摛[(伸出来)]	
tʂʰʅ	3	耻齿斥睬侈	
tʂʰʅ	5	直值饬赤=翅	
tʂʰʅ	6	□[火~:木炭]	
tʂʰʅ	7	秩殖植□[~茶:求得保佑的茶]	
ʂʅ	1	诗尸施诗	
ʂʅ	2	时鲥匙	
ʂʅ	3	矢屎使史驶始眵豕氏	
ʂʅ	5	示=视嗜仕恃试侍十式饰适释世势誓逝实[(堵上，填上坑洞一类的)]	
ʂʅ	6	柿市豉□[(鞭炮点燃没响)]示-[~礼:讲客气]	
ʂʅ	7	湿什拾=实失室食蚀识石=	
ʐʅ	7	日=	
pi	1	逼	
pi	2	皮疲脾琵枇	
pi	3	鄙比秕彼	
pi	5	痹篦弼碧璧蔽敝毙蓖陛闭婢壁=	
pi	6	箅被-	
pi	7	笔毕必逼潷[(倒汁留渣)]	
pʰi	1	批坯披劈-	
pʰi	3	匹痞	
pʰi	5	鼻庇屁	
pʰi	7	僻辟譬避	
mi	1	咪眯糜[~嫩，副词修饰嫩]	
mi	2	迷谜糜糜弥靡	
mi	3	米	
mi	5	秘密泌蔑密觅	
mi	7	蜜密	
ti	1	低堤柜滴=	
ti	2	题提=蹄屉	
ti	3	底抵	
ti	5	的弟=[~~]帝递=蒂谛[~ten2:离间、说坏话]
ti	6	地弟-[老~]第递-	
ti	7	嫡笛敌狄籴迪□[~哒:马上]涤的	
tʰi	1	梯	
tʰi	3	体剔[~肉:把肉从骨头上割下]	
tʰi	5	剔替涕=剃	
tʰi	7	踢啼	
li	1	驴□[~拉:小孩成长过程中常生病，多磨难]	
li	2	厘狸犁黎离篱梨	
li	3	履李里里理鲤旅缕礼	
li	5	利顺利痢吏笠粒栗历励丽隶	
li	6	例荔利	
li	7	立律率力历	
tsi	2	徐-齐	
tsi	3	嘴-挤	
tsi	5	醉-绩脐济剂剂际聚=	
tsi	6	集聚-	
tsi	7	辑积籍藉寂籍□[(用力塞进去)]脊积	
tsʰi	1	凄蛆趋妻嘁	
tsʰi	3	取娶	
tsʰi	5	趣-砌觑[近~子:近视眼]□[~子:橡皮擦]□[(蹭，擦)]	
tsʰi	7	七漆膝戚	
si	1	悉鬚[鬍~]须-[必~]需西□[(液体从小孔喷出来)]	
si	3	髓-洗	
si	5	穗-恤絮-[棉~]细岁-絮-[~叨]	
