#符号说明	-白=文?待考																									
#调值	［1］⁵⁵［2］²⁴［3］²¹［5］²¹³［6］³³																									
#ɿ																										
tsʰ	［1］粗［3］楚［5］醋促{～tɕy˥ 儿：蟋蟀}［6］族触{～到：被水呛着了}																									
s	［1］苏酥{月饼}［5］素俗□{～鼻头：吸溜鼻涕}																									
ʈʂ	［5］竹築{～紧：塞紧}粥祝{庆～}烛嘱{～咐}																									
ʈʂʰ	［1］初［5］畜{～生}［6］助{互～}妯{～娌}																									
ʂ	［1］梳疏［2］锄［3］所{粮管～}数［5］数速{～度}叔［6］熟																									
#iəu																										
t	［1］丢																									
l	［2］流留刘榴{石～儿}硫{～磺}［3］柳［5］溜{滑；秤尾低}［6］六绿																									
ts	［1］揪?{～酸：很酸}［3］酒																									
tsʰ	［1］秋鳅□{烟熏}［6］就袖																									
s	［1］修羞［2］愁［5］绣锈秀宿粟{小米}																									
tɕ	［1］周洲{大～：地名}州［3］九久韭帚{笤～}［5］昼{当～：中午}咒救菊																									
tɕʰ	［1］抽［2］绸稠仇求球𥭑{鸡～：关鸡的笼子}［3］丑［5］臭麯{酒～}曲［6］舅臼{碓～}旧柩{下～：下葬}局																									
ɕ	［1］收［3］手首守［5］兽{野～儿}［6］受寿																									
∅	［2］柔{～～儿：缓缓地，慢慢地揉}牛由油［3］纽扭{秤上的悬提}有友酉［6］又右釉肉育																									
#ɚ																										
ʈʂ	［1］之芝{灵～}																									
ʂ	［1］师狮{～子}［3］史使［5］涩{ka˨˦～：很涩}［6］士柿{～果儿：柿子}事																									
∅	［2］儿{～女}而［3］耳{～刀：耳朵}［6］二																									
#ən																										
p	［1］般搬［3］本［5］半																									
pʰ	［1］潘拼［2］盘盆［3］品［5］判叛［6］拌伴																									
m	［1］□{液体满而溢出}［2］瞒门蚊{～虫儿：蚊子}［3］满［6］闷{～胎儿：不爱做声的人}问焖{～饭：用锅煮饭}																									
f	［1］昏婚浑{～浊}分荤［2］含衔痕魂坟［3］粉［5］粪［6］混份□{种（大蒜、韭菜、葱等）}																									
t	［1］端驐{～牛：阉割公牛}礅{磉～儿：柱下石}墩{酒～儿：舀酒的器具}□{蘸}□{打纸～：一种游戏}［2］□{～粗：形容很粗；～厚：形容很厚}［3］短断{～倒：拦住，截住}□{蒲～儿：蒲团}［5］□{～棺材盖：盖棺}□{用脚后跟踩}																									
tʰ	［1］吞{lən˨˦ 个～：整个地吞下去}［2］潭{猴儿～：本地昌江里的一个潭}团坛童?{～养新妇儿：童养媳}［3］钝?{迟钝，反应慢}［5］顿?{～一下：迟疑了一下，停顿了一下}［6］断段缎{～儿}椴{～木}囤{～儿：装粮食的竹制器具}																									
l	［2］男林临邻鳞轮□{～个：整个的，完整的}□{马～tɕʰiən˨˦ 儿：马兰头，一种野菜}［3］暖卵{男阴}［6］乱嫩																									
ts	［1］簪{头～儿：簪子}钻尊遵［2］□{～尔 na⁰ 吃：随便你吃，管够}［5］浸钻{～儿，木工工具}进																									
tsʰ	［1］清{～早}亲村{～堂：村子}［2］蚕{～儿}寻全［3］忖{尔～一下：你想一下}□{～网儿：一种捕鱼工具}［5］窜{小孩到处乱跑}寸衬{帮～}［6］旋{头顶上的旋儿}尽錾{～儿：錾子}凚{打伴～儿：因寒冷打哆嗦}																									
s	［1］心酸宣新辛孙［2］存［3］选笋擤{～鼻头：擤鼻涕}［5］算蒜信□{陡}																									
#iən																										
tɕ	［1］针金今珍真巾{丢手～儿：丢手绢儿，一种游戏}斤筋□{林～儿：杏}□{水～花儿：鼠麴草}砧{刀～板儿：砧板}［3］枕{～头}紧［5］禁{百无～忌}镇震劲																									
tɕʰ	［2］沉秦陈尘勤禽{风～儿：风筝}芹［5］□{～kʰuaŋ˨˩ 儿：钹}［6］阵近																									
ɕ	［1］深身申［2］神辰行={可以}［3］沈婶{～儿}［5］□{用火的余温加热食物}□{好～：很高兴，心情好}																									
k	［1］干乾肝跟根甘{～草}柑{～儿：橘子}［3］敢赶哽{噎}秆{禾～：稻秆}鳡{～鱼}［5］赣{～戏：赣剧}幹{～部}																									
kʰ	［5］看																									
ŋ	［1］庵{尼居～：尼姑庵}安鞍{马～儿}恩案{香～}［6］岸																									
x	［1］欢{～喜}憨{装～：装傻，装作不知道}［2］寒韩［3］很{咸～：太咸}□{～草：锄草地，松土}［5］汉［6］汗翰{～林}焊恨																									
∅	［1］阴音因［2］人仁银寅饮{～汤：米汤}忍引{～火}［5］荫{好～：很凉爽}印［6］壬认																									
#uən																										
k	［1］官棺冠{鸡～儿}［3］管馆滚磙{～子，一种农具}□{～倒：盖住，罩住}［5］灌罐惯棍																									
kʰ	［1］昆崑坤［3］捆{量词}［5］困睏{～觉：睡觉}																									
∅	［1］温瘟［2］完文炆{一种烹饪方法，用小火炖煮食物}［3］碗腕稳［5］暗揾{～死：淹死}𩑦{～死：淹死，或作揾}［6］换																									
#yən																										
tɕ	［1］军君均肫{鸡～儿}□{～鱼：一种鱼，形状像草鱼}［3］准［5］圳{～沟：田边的小水沟}																									
tɕʰ	［1］伸椿{～苗树：香椿树}春［2］群裙［3］蠢																									
ɕ	［1］纯［5］□{渗透，洇}［6］顺																									
∅	［1］□{用手掐住身上的肉使劲拧}［2］匀{～净：齐整}云耘［6］闰运{走～}																									
#aŋ																										
p	［1］帮邦{～硬：形容很硬}［3］榜{～眼}绑［5］迸{～坼：冻裂}																									
pʰ	［1］肨{浮肿}㧸{～走：轰走，赶走}□{～臭：形容很臭}膨?{～松：形容很松}［2］旁螃{～蟹儿}鳑{～皱儿鱼：鰟鮍}［3］□{～一下：相撞了一下}［5］胖［6］塝{港～：河堤；田～：稻田的边坡}蚌{～壳儿：河蚌}																									
m	［1］忙芒{麦～儿}［2］网猛{物长人高}［6］忘望																									
f	［1］荒慌{心～}方坊{柱～：屋柱之间的木板}［2］凰{凤～嘴，地名}黄=皇簧{弹～}房防隍{城～庙}［3］仿纺［5］放［6］晃{～动}																									
t	［1］当裆［2］□{～清：（水）很清；～青：很青}［3］党［5］当{～真}档{桌子或椅子下的横木}垱{为便于灌溉而在低洼的田地或河中修建的用来存水的小土堤}																									
tʰ	［1］汤［2］堂唐糖塘□{量词，一～屎：一泡屎}［5］烫耥{～田：用耥耙把水田弄平便于插秧}□{椅儿～儿：椅子撐儿}［6］盪{用水冲刷}荡{～街：逛街}																									
l	［1］□{～稀：形容（粥）很稀；距离宽}［2］狼郎廊［3］□{除草，平整土地}［5］荡?{随意走动，溜达}［6］浪晾{～衣裳}廊?{～檐儿：大门外房檐两边的走廊}																									
ts	［1］藏{～弯：地名}脏{肮～}［5］站{车～}																									
tsʰ	［1］仓苍疮{生～}［2］藏{做～菜：腌咸菜}［5］撑?{～起～倒：参差不齐，不平整}［6］藏{西～}□{tei˨˩˧～头儿：脱肛}																									
s	［1］桑［3］磉{～礅儿：柱下石}［5］□{～起～倒：言谈举止轻浮，玩世不恭}																									
ʈʂ	［1］庄桩妆{嫁～}□{踹}［5］壮{肥}																									
ʈʂʰ	［6］状撞{～油：用木榨制油}																									
ʂ	［1］霜双［2］床［3］爽{～快}																									
k	［1］冈刚纲钢缸江扛{两人抬}［3］讲港{过～：过河；王～：地名}［5］岗{山～：山顶}杠{龙～：抬棺材的粗木棒或竹棒}降{霜～}虹																									
kʰ	［1］糠康［2］□{～～儿：蚯蚓}□{～瘦：（人）很瘦}［3］槛?{屋～：门槛}□{没有正规工具，随便找个用东西砸}［5］囥{藏（东西）；放置、搁置}																									
ŋ	［1］肮{～脏}［3］□{硌（脚）}																									
x	［1］行降笐{～竿儿：晒衣服的竹竿}□{刺～儿：一种蔷薇科植物}［6］项夯{打～}																									
#uaŋ																										
k	［1］光［3］广梗{手～儿：胳膊}［5］矿																									
kʰ	［2］狂																									
∅	［1］汪［2］王黄横{瞪眼}［3］往{来～}枉{冤～}□{犁～档儿：连接犁头钩的横木}［6］晃{～人家：晃眼}																									
#oŋ																										
p	［1］绷{～子床}［5］蹦																									
pʰ	［1］朋棚{灰～：存放草木灰的棚子}蓬{莲～头：莲蓬}篷［3］捧{～卵泡：拍马屁}［5］碰□{～香：很香}																									
m	［1］蒙{～倒：盖住}［2］矇{～人家：形容视力模糊，看不清楚}［3］懵{发～病：发癫痫}［6］梦{眠～：做梦}																									
f	［1］风凤{～凰嘴，地名}枫疯丰封蜂□{瘫痪；半边～：半身不遂}［2］逢缝［6］凤缝																									
t	［1］东冬［3］懂董［5］冻																									
tʰ	［1］通［2］同铜桐筒童瞳{～仁儿}［3］桶统［5］痛□{猪嘴～儿：猪拱嘴}［6］动洞																									
l	［1］□{（狗）～出来：（狗）突然窜出来，让人猝不及防}［2］农聋脓砻笼{含～：连接天井的下水道}窿{耳朵～儿：耳朵眼}［3］笼{泥鳅～儿：捕泥鳅的器具}［6］弄{走～：穿堂，院子之间供穿行的地方}□{～弱：小孩身体虚弱}□{～软：（东西）软}																									
ts	［1］棕鬃宗终［2］□{～密：很密，距离窄}［3］总［5］粽{～儿}纵{衣服上的褶儿；～眉：皱眉}																									
tsʰ	［1］聪葱［2］从松{～树}［6］仲{杜～}																									
s	［1］松{～紧}［4］㞞{卵～：精液}［5］送宋																									
ʈʂ	［1］中忠钟盅锺舂{～米；～困：打盹}□{用拳头使劲打}［3］肿种［5］众种																									
ʈʂʰ	［1］囱{烟～}充冲［2］虫重{～阳；～起来：叠起来}幢{一～屋}［5］铳冲{～得好猛：（比周围植物）长得高}冲{～菜儿：用芥菜嫩茎腌制的一种食品，吃起来有一股刺鼻的气味}［6］重{起～：庄稼、草等生长茂盛}																									
ʂ	［1］参{人～}森{～林}																									
k	［1］公工攻功蚣{蜈～虫}弓宫［3］拱{～卒儿；突起}［5］贡汞{红～：消炎用的紫药水}																									
kʰ	［1］空［3］孔恐{～怕}［5］控空{欠（钱）}																									
ŋ	［1］□{用东西盖住、蒙住：～头吃臭屁（比喻有苦说不出）}［3］□{～肥：把垃圾、柴草等燃烧后沤肥}［5］蕹{～菜}壅{～水：浇水；～粪：浇粪}［6］□{～脓：化脓}																									
x	［1］烘［2］红洪冯［3］哄{打～：撒谎}［5］□{～鼻孔：鼻子不通气，说话声音不清楚}																									
#ioŋ																										
l	［2］龙																									
tɕ	［1］供{养育，赡养}弓{装～：用一种装置捕鸟兽}																									
tɕʰ	［2］穷［6］共																									
ɕ	［1］胸凶［2］雄熊［5］嗅																									
∅	［2］荣绒{灯心～}浓茸{鹿～；竹～：篾屎}容{～纵：纵容}蓉{芙～花}［3］拥［6］用																									
#m̩																										
∅	［6］姆{～妈：母亲}																									
#n̩																										
∅	［1］尔{那}［3］你																									
