聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	原註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	新註	分韻(1782)	英華(1856)	分部(1914)	道漢(1939)	穗書	穗習				
邪	開	三	侵A	入	精	深	習	0	0	0		ts	ɐp	3					zap6	zaap6	zaap6	zaap6	zaap6					
章	開	三	侵A	入	章	深	汁	0	0	0		ts	ɐp	5					zhap1	zhap1	zap1	zap1	zap1					
章	開	三	侵A	入	章	深	執	0	0	0		ts	ɐp	5					zhap1	zhap1	zap1	zap1	zap1					
常	開	三	侵A	入	章	深	什	1	0	0		ts	ɐp	3				什錦	shap6	shap6	sap6	zaap6	sap6					
							什	1	0	0		s	ɐm	33				什麼					sam6					
常	開	三	侵A	入	章	深	十	0	0	0		s	ɐp	3					shap6	shap6	sap6	sap6	sap6					
常	開	三	侵A	入	章	深	拾	0	0	0		s	ɐp	3					shap6	shap6	sap6	zap1	sap6					
邪	開	三	侵A	入	精	深	褶	1	2	0		ts	ip	3					zhip1	zhip3	-	zaap3	zip3					
定	開	四	添	入	端	咸	褶	1	2	0													dip6					
書	開	三	侵A	入	章	深	溼	0	0	0		s	ɐp	5					-	shap1	sap1	sap1	sap1					
書	開	三	侵A	入	章	深	濕	0	0	0		s	ɐp	5					shap1	shap1	sap1	sap1	sap1					
日	開	三	侵A	入	日	深	入	0	0	0		j	ɐp	3					njap6	njap6	jap6	jap6	jap6					
日	開	三	侵A	入	日	深	廿	0	2	0		j	a	33					jap6	jaa6	je6	jaa6	jaa6					
							廿					ŋ	ɐp	3				又讀										
影	開	三	侵A	入	影	深	揖	0	1	0		j	ɐp	5					jap1	jap1	jap1	jap1	jap1					
澄	開	三	侵B	平	知	深	湛	0	2	0		ts	am	33					zhaam3	zhaam3	zaam3	zaam3	zaam3					
澄	開	三	侵B	平	知	深	沉	0	0	0		tsʰ	ɐm	51					cham4	cham4	-	cam4	cam4					
澄	開	三	侵B	平	知	深	沈	0	0	0		s	ɐm	213					sham2	cham4	sam2	cam4	sam2					
章	開	三	侵A	上	章	深	枕	1	0	0		ts	ɐm	213					zham2	zham2	zam2	zam2	zam2					
章	開	三	侵A	去	章	深	枕	1	0	0													zam3					
崇	開	三	侵B	平	莊	深	涔	0	2	0		s	ɐm	51					sham4	sham4	sam4	sam4	sam4					
生	開	三	侵B	平	莊	深	森	0	0	0		s	ɐm	55					sham1	sham1	sam1	sam1	sam1					
生	開	三	侵B	平	莊	深	參	1	0	0		s	ɐm	55				人參	sham1	sham1	sam1		sam1					
清	開	一	覃	平	精	咸	參	1	0	0		tsʰ	am	55				參加	caam1	caam1		caam1	caam1					
初	開	三	侵B	平	莊	深	參	1	0	0		tsʰ	ɐm	55				參差					cam1					
心	開	一	談	平	精	咸	參	1	0	0		s	am	55				三的大寫					saam1					
見	開	三	侵B	平	見	深	金	0	0	0		k	ɐm	55					gam1	gam1	gam1	gam1	gam1					
見	開	三	侵B	平	見	深	襟	0	1	0		kʰ	ɐm	55					kam1	kam1	kam1	kam1	kam1					
見	開	三	侵B	平	見	深	今	0	0	0		k	ɐm	55					gam1	gam1	gam1	gam1	gam1					
見	開	三	侵B	去	見	深	禁	1	0	0		k	ɐm	33				禁止		gam3		gam3	gam3					
見	開	三	侵B	平	見	深	禁	1	0	0		kʰ	ɐm	55				禁著	kam1		gam1		kam1					
溪	開	三	侵B	平	見	深	欽	0	1	0		kʰ	ɐm	55					jam1	jam1	jam1	jam1	jam1					
疑	開	三	侵B	平	見	深	吟	0	1	0		j	ɐm	51					njam4	jam4	jam4	jam4	jam4					
影	開	三	侵B	平	影	深	陰	0	0	0		j	ɐm	55					jam1	jam1	jam1	jam1	jam1					
影	開	三	侵B	平	影	深	瘖	0	3	0									-	jam1	-	jam1	jam1					
影	開	三	侵B	平	影	深	音	0	0	0		j	ɐm	55					jam1	jam1	jam1	jam1	jam1					
群	開	三	侵B	平	見	深	擒	0	1	0		kʰ	ɐm	51					kam4	kam4	kam4	kam4	kam4					
群	開	三	侵B	平	見	深	琴	0	0	0		kʰ	ɐm	51					kam4	kam4	kam4	kam4	kam4					
群	開	三	侵B	平	見	深	凜	0	1	0		l	ɐm	213					lam2	lam5	lam5	-	lam5					
群	開	三	侵B	平	見	深	禽	0	0	0		kʰ	ɐm	51					kam4	kam4	kam4	kam4	kam4					
澄	開	三	侵B	上	知	深	朕	0	2	0		ts	ɐm	33					zham6	zham6	zam6	zam6	zam6					
見	開	三	侵B	上	見	深	錦	0	0	0		k	ɐm	213					gam2	gam2	gam2	gam2	gam2					
影	開	三	侵B	上	影	深	飲	1	0	0		j	ɐm	213				飲水	jam2	jam2	-	jam2	jam2					
影	開	三	侵B	去	影	深	飲	1	0	0		j	ɐm	33				飲馬		jam3			jam3					
幫	開	三	侵B	上	幫	深	稟	0	1	0		p	ɐn	213					lam2	lam5	ban2	lam5	ban2					
滂	開	三	侵B	上	幫	深	品	0	0	0		pʰ	ɐn	213					pan2	ban2	ban2	ban2	ban2					
徹	開	三	侵B	去	知	深	闖	0	0	0		tsʰ	ɔŋ	213					chong2	chong2	cong2	cong2	cong2					
生	開	三	侵B	去	莊	深	滲	0	0	0		s	ɐm	33					sam2	sam5	-	sam3	sam3					
影	開	三	侵B	去	影	深	蔭	0	2	0		j	ɐm	33					jam3	jam6	jam5	jam3	jam3					
澄	開	三	侵B	入	知	深	蟄	0	2	0		ts	ɐt	3					zhat6	zhat6	zat6	zat6	zat6					
生	開	三	侵B	入	莊	深	澀	0	1	0		s	ɐp	5					shap1	-	-	sik1	sap1	saap3				
見	開	三	侵B	入	見	深	汲	0	2	0		kʰ	ɐp	5					kap1	kap1	kap1	kap1	kap1					
見	開	三	侵B	入	見	深	急	0	0	0		k	ɐp	5					gap1	gap1	gap1	gap1	gap1					
見	開	三	侵B	入	見	深	給	0	0	0		kʰ	ɐp	5					kap1	kap1	kap1	kap1	kap1					
見	開	三	侵B	入	見	深	級	0	0	0		kʰ	ɐp	5					kap1	kap1	kap1	kap1	kap1					
溪	開	三	侵B	入	見	深	泣	0	1	0		j	ɐp	5					jap1	jap1	jap1	jap1	jap1					
疑	開	三	侵B	入	見	深	岌	0	2	0		kʰ	ɐp	5					kap1	kap1	kap1	kap1	kap1					
曉	開	三	侵B	入	影	深	吸	0	0	0		kʰ	ɐp	5					kap1	kap1	kap1	kap1	kap1					
影	開	三	侵B	入	影	深	邑	0	1	0		j	ɐp	5					jap1	jap1	jap1	jap1	jap1					
群	開	三	侵B	入	見	深	苙	0	3	0		l	ɐp	5					lap1	lap1	-	lap1	lap1					
群	開	三	侵B	入	見	深	及	0	0	0		k	ɐp	3					gap6	kap6	gap6	gap6	gap6	kap6				
							及					kʰ	ɐp	3														
端	開	一	談	平	端	咸	擔	1	0	0		t	am	55				擔水	daam1	daam1	daam1	daam1	daam1					
端	開	一	談	去	端	咸	擔	1	0	0		t	am	33				重擔		daam3			daam3					
定	開	一	談	上	端	咸	淡	1	0	0		t	am	33				冷淡	daam6	daam6	daam6	daam6	daam6					
定	開	一	談	上	端	咸	淡	1	0	0		tʰ	am	213				好淡					taam5					
定	開	一	談	平	端	咸	談	0	0	0		tʰ	am	51					taam4	taam4	taam4	taam4	taam4					
定	開	一	談	平	端	咸	痰	0	0	0		tʰ	am	51					taam4	taam4	taam4	taam4	taam4					
定	開	一	談	平	端	咸	澹	0	2	0		t	am	33					daam6	daam6	daam6	daam6	daam6					
來	開	一	談	平	來	咸	藍	0	0	0		l	am	51					laam4	laam4	laam4	laam4	laam4					
來	開	一	談	平	來	咸	籃	0	0	0		l	am	51					laam4	laam4	laam4	laam4	laam4					
從	開	一	談	平	精	咸	慚	0	0	0		tsʰ	am	51					caam4	caam4	-	caam4	caam4					
心	開	一	談	平	精	咸	三	0	0	0		s	am	55					saam1	saam1	saam1	saam1	saam1					
見	開	一	談	平	見	咸	柑	0	1	0		k	ɔm	55					kim4	gɔm1	gam1	gam1	gam1					
見	開	一	談	平	見	咸	甘	0	0	0		k	ɔm	55					gɔm1	gɔm1	gam1	gam1	gam1					
曉	開	一	談	平	影	咸	憨	0	1	0		h	ɔm	55					hɔm1	hɔm1	ham1	haam5	ham1					
匣	開	一	談	平	影	咸	酣	0	1	0		h	ɔm	51					hɔm4	hɔm4	gam1	haam1	ham4					
端	開	一	談	上	端	咸	膽	0	0	0		t	am	213					daam2	daam2	daam2	daam2	daam2					
透	開	一	談	上	端	咸	毯	0	0	0		tʰ	am	213					-	taan2	-	taan2	taan2					
來	開	一	談	上	來	咸	攬	0	1	0		l	am	213					laam5	laam5	laam2	laam2	laam5					
來	開	一	談	上	來	咸	覽	0	0	0		l	am	213					laam5	laam5	laam3	laam5	laam5					
來	開	一	談	上	來	咸	欖	0	1	0		l	am	213					-	laam2	laam2	laam2	laam5	laam2				
見	開	一	談	上	見	咸	橄	0	1	0		k	ɔm	213					gɔm1	gɔm1	gam3	gaam3	gam2	gaam3				
見	開	一	談	上	見	咸	敢	0	0	0		k	ɔm	213					gɔm2	gɔm2	-	gam2	gam2					
曉	開	一	談	上	影	咸	喊	0	0	0		h	am	33					haam3	haam3	haam3	haam3	haam3					
從	開	一	談	去	精	咸	暫	0	0	0		ts	am	33					zaam6	zaam6	zaam6	zaam6	zaam6					
溪	開	一	談	去	見	咸	瞰	0	2	0		h	ɔm	33					hɔm6	hɔm6	ham3	ham2	ham3					
透	開	一	談	入	端	咸	榻	0	2	0		tʰ	ap	3					taap1	taap3	taap3	taap3	taap3					
透	開	一	談	入	端	咸	搭	0	0	0		t	ap	3					daap1	-	daap3	daap3	daap3					
透	開	一	談	入	端	咸	塔	0	0	0		tʰ	ap	3					taap1	taap3	taap3	taap3	taap3					
定	開	一	談	入	端	咸	蹋	0	1	0		t	ap	3					-	-	taap3	daap6	daap6					
來	開	一	談	入	來	咸	臘	0	0	0		l	ap	3					laap6	laap6	lap6	laap6	laap6					
來	開	一	談	入	來	咸	蠟	0	0	0		l	ap	3					laap6	-	lap6	laap6	laap6					
見	開	一	談	入	見	咸	砝	0	2	0		f	at	3					-	-	-	faat3	faat3					
見	開	一	談	入	見	咸	閘	0	0	0		ts	ap	3					zhaap6	zhaap6	zaap6	zaap6	zaap6					
匣	開	一	談	入	影	咸	嗑	0	2	0		h	ɔp	3					hɔp6	hɔp6	-	hap6	hap3					
匣	開	一	談	入	影	咸	闔	0	2	0		h	ɔp	3					hɔp6	hɔp6	-	hap6	hap6					
疑	開	三	嚴	平	見	咸	嚴	0	0	0		ŋ	im	51					njim4	jim4	jim4	jim4	jim4					
疑	開	三	嚴	上	見	咸	儼	0	2	0									jim5	jim5	jim5	jim4	jim5					
溪	開	三	嚴	去	見	咸	欠	0	0	0		h	im	33					him6	him3	him3	him3	him3					
曉	開	三	嚴	去	影	咸	脅	0	0	0		h	ip	3					hip1	hip3	-	hip3	hip3					
見	開	三	嚴	入	見	咸	劫	0	0	0		k	ip	3					gip1	-	-	gip3	gip3					
溪	開	三	嚴	入	見	咸	怯	0	1	0		h	ip	3					hip1	hip3	hip3	hip3	hip3					
疑	開	三	嚴	入	見	咸	業	0	0	0		ŋ	ip	3					njip6	jip6	jip6	jip6	jip6					
並	合	三	凡	平	幫	咸	帆	0	0	0		f	an	51					faan4	faan4	faan4	faan4	faan4					
並	合	三	凡	平	幫	咸	凡	0	0	0		f	an	51					faan4	faan4	faan4	faan4	faan4					
滂	合	三	凡	去	幫	咸	氾	1	0	0		f	an	33				氾濫	faan3	faan3	faan6	faan3	faan3					
並	合	三	凡	平	幫	咸	氾	1	0	0		f	an	51				姓氾					faan4					
並	合	三	凡	上	幫	咸	犯	0	0	0		f	an	33					faan6	faan6	faan6	faan6	faan6					
並	合	三	凡	上	幫	咸	範	0	0	0		f	an	33					faan6	faan6	faan6	faan6	faan6					
並	合	三	凡	上	幫	咸	范	0	0	0		f	an	33					faan6	faan6	faan6	faan6	faan6					
滂	合	三	凡	去	幫	咸	泛	0	0	0		f	an	33					faan3	faan3	faan3	faan3	faan3					
幫	合	三	凡	入	幫	咸	法	0	0	0		f	at	3					faat1	faat3	faat3	faat3	faat3					
並	合	三	凡	入	幫	咸	乏	0	0	0		f	ɐt	3					faat6	faat6	faat6	fat6	faat6	fat6				
生	開	二	銜	平	莊	咸	衫	0	0	0		s	am	55					shaam1	shaam1	saam1	saam1	saam1					
見	開	二	銜	平	見	咸	監	1	0	0		k	am	55				監獄	gaam1	gaam1	gaam1	gaam1	gaam1					
見	開	二	銜	去	見	咸	監	1	0	0		k	am	33				太監					gaam3					
見	開	二	銜	平	見	咸	鑑	0	0	0		k	am	33					gaam3	gaam3	gaam3	gaam3	gaam3					
見	開	二	銜	去	見	咸	鑒	0	0	0		k	am	33									gaam3					
溪	開	二	銜	平	見	咸	嵌	0	1	0		h	ɔm	33					gaam2	hɔm6	ham2	haam2	ham6					
疑	開	二	銜	平	見	咸	巖	0	0	0		ŋ	am	51					ngaam4	ngaam4	ngaam4	ngaam4	ngaam4					
匣	開	二	銜	平	影	咸	銜	0	0	0		h	ɔm	51					haam4	haam4	-	haam4	haam4					
匣	開	二	銜	上	影	咸	艦	0	0	0		l	am	33					laam6	laam6	laam6	laam6	laam6					
匣	開	二	銜	上	影	咸	檻	1	2	0		l	am	33				牛檻	laam6	laam6	laam6	laam6	laam6					
							檻	1	2	0		kʰ	am	213				門檻					kaam5	caam5				
匣	開	二	銜	上	影	咸	濫	0	0	0		l	am	33					laam6	laam6	laam6	laam6	laam6					
見	開	二	銜	入	見	咸	甲	0	0	0		k	ap	3					gaap1	gaap3	-	gaap3	gaap3					
匣	開	二	銜	入	影	咸	匣	0	1	0		h	ap	3					haap6	haap6	-	haap6	haap6					
影	開	二	銜	入	影	咸	鴨	0	0	0			ap	3					aap1	aap3	aap3	ngaap3	aap3					
影	開	二	銜	入	影	咸	壓	0	0	0			at	3					aat1	aat3	aat3	ngaat3	aat3					
影	開	二	銜	入	影	咸	押	0	0	0			at	3					aap1	aap3	aap3	aat3	aat3					
娘	開	二	咸	平	知	咸	喃	0	2	0		n	am	51					naam4	naam4	naam4	naam4	naam4					
崇	開	二	咸	平	莊	咸	攙	0	1	0		tsʰ	am	55					-	chaam4	caam4	caam4	caam1					
崇	開	二	咸	平	莊	咸	饞	0	0	0		tsʰ	am	51					caam4	caam4	caam4	caam4	caam4					
生	開	二	咸	平	莊	咸	杉	0	1	0		tsʰ	am	33					chaam3	chaam3	caam1	caam3	caam3					
生	開	二	咸	平	莊	咸	摻	0	1	0		tsʰ	am	55					cim1	caam2	caam2	caam2	caam1					
見	開	二	咸	平	見	咸	緘	0	2	0		k	am	55					gaam1	gaam1	zam1	gaam1	gaam1					
匣	開	二	咸	平	影	咸	鹹	0	0	0		h	am	51					haam4	haam4	haam4	haam4	haam4					
匣	開	二	咸	平	影	咸	咸	0	0	0		h	am	51					haam4	haam4	haam4	haam4	haam4					
影	開	二	咸	平	影	咸	黯	0	2	0			ɔm	213					ɔm2	ɔm2	am3	am2	am2					
莊	開	二	咸	上	莊	咸	斬	0	0	0		ts	am	213					zhaam2	zhaam2	zaam2	zaam2	zaam2					
匣	開	二	咸	上	影	咸	減	0	0	0		k	am	213					gaam2	gaam2	gaam2	gaam2	gaam2					
知	開	二	咸	去	知	咸	站	0	0	0		ts	am	33					zhaan6	zhaam6	zaam6	zaam6	zaam6					
莊	開	二	咸	去	莊	咸	蘸	0	1	0		ts	am	33					ziu3	zhaam3	tim5	zaam3	zaam3					
匣	開	二	咸	去	影	咸	陷	0	0	0		h	ɔm	33					haam6	haam6	haam6	haam6	haam6					
莊	開	二	咸	入	莊	咸	眨	0	0	0		ts	am	213					-	-	-	bin2	zaap3	zaam2				
初	開	二	咸	入	莊	咸	插	0	0	0		tsʰ	ap	3					chaap1	chaap3	caap3	caap3	caap3					
見	開	二	咸	入	見	咸	夾	0	0	0		k	ap	3					gaap1	gaap3	gaap3	gaap3	gaap3					
溪	開	二	咸	入	見	咸	掐	0	1	0		h	ɐp	5					haap6	haap6	-	hap1	haap3					
溪	開	二	咸	入	見	咸	恰	0	0	0		h	ɐp	5					hap1	hap1	hap1	hap1	hap1					
匣	開	二	咸	入	影	咸	洽	0	0	0		h	ɐp	5					haap6	ap1	zip6	zip6	hap1					
匣	開	二	咸	入	影	咸	峽	0	0	0		h	ɐp	3					haap6	haap6	haap6	haap6	haap6					
匣	開	二	咸	入	影	咸	狹	0	0	0		h	ɐp	3					haap6	haap6	haap6	haap6	haap6					
影	開	二	咸	入	影	咸	凹	0	1	0		n	ɐp	5					aau3	aau3	nap1	nap1	nap1					
來	開	三	鹽A	平	來	咸	廉	0	0	0		l	im	51					lim4	lim4	lim4	lim4	lim4					
來	開	三	鹽A	平	來	咸	鐮	0	0	0		l	im	51					lim4	lim4	lim4	lim4	lim4					
來	開	三	鹽A	平	來	咸	簾	0	0	0		l	im	51					lim4	lim4	lim4	lim4	lim4					
精	開	三	鹽A	平	精	咸	尖	0	0	0		ts	im	55					zim1	zim1	zim1	zim1	zim1					
從	開	三	鹽A	上	精	咸	漸	1	0	0		ts	im	33					zim6	zim6	zim6	zim6	zim6					
精	開	三	鹽A	平	精	咸	漸	1	0	0													zim1					
清	開	三	鹽A	平	精	咸	鹼	0	1	0		k	an	213					-	-	gaan2	gaan2	gaan2					
清	開	三	鹽A	平	精	咸	臉	0	0	0		l	im	213					lim6	lim6	lim5	lim5	lim5					
清	開	三	鹽A	平	精	咸	籤	0	0	0		tsʰ	im	55					cim1	-	cim1	cim1	cim1					
從	開	三	鹽A	平	精	咸	潛	0	0	0		tsʰ	im	51					cim4	cim4	cim4	cim4	cim4					
心	開	三	鹽A	平	精	咸	纖	0	0	0		tsʰ	im	55					cim1	cim1	cim1	cim1	cim1					
章	開	三	鹽A	平	章	咸	詹	0	2	0		ts	im	55					zhim1	zhim1	zim1	zim1	zim1					
章	開	三	鹽A	平	章	咸	瞻	0	1	0		ts	im	55					zhim1	zhim1	zim1	zim1	zim1					
章	開	三	鹽A	平	章	咸	蟾	0	2	0		s	im	51					shim4	shim4	sim4	sim4	sim4					
章	開	三	鹽A	平	章	咸	占	1	0	0		ts	im	55				占卜	zhim1	zhim1	zim1	zim1	zim1					
章	開	三	鹽A	去	章	咸	占	1	0	0		ts	im	33				占領	zhim3	zhim3			zim3					
日	開	三	鹽A	平	日	咸	冉	0	2	0		ŋ	im	213					jim5	jim5	jim5	jim5	jim5					
以	開	三	鹽A	平	以	咸	鹽	0	0	0			im	51					jim4	jim4	jim4	jim4	jim4					
以	開	三	鹽A	平	以	咸	閻	0	1	0			im	51					-	chim2	jim4	jim4	jim4					
以	開	三	鹽A	平	以	咸	簷	0	3	0		s	im	51					jim4	jim4	jam4	sim4	jim4	sim4				
來	開	三	鹽A	上	來	咸	撿	0	0	0		k	im	213					gim2	gim2	gim2	gim2	gim2					
來	開	三	鹽A	上	來	咸	斂	0	1	0		l	im	213					lim5	lim5	lim6	-	lim5					
書	開	三	鹽A	上	章	咸	陝	0	0	0		s	im	213					shim2	shim2	sim2	haap6	sim2					
書	開	三	鹽A	上	章	咸	閃	0	0	0		s	im	213					shim2	shim2	sim2	sim2	sim2					
日	開	三	鹽A	上	日	咸	染	0	0	0		ŋ	im	213					jim5	jim5	jim5	jim5	jim5					
影	開	三	鹽A	上	影	咸	厭	0	0	0			im	33					jim2	jim3	jim1	aat3	jim3					
以	開	三	鹽A	上	以	咸	燄	0	3	0									jim6	jim6	-	jim4	jim6					
來	開	三	鹽A	去	來	咸	殮	0	2	0		l	im	213					lim5	lim5	lim5	lim5	lim5					
清	開	三	鹽A	去	精	咸	塹	0	2	0		tsʰ	im	33					cim3	cim3	cim3	cim3	cim3					
以	開	三	鹽A	去	以	咸	焰	0	0	0			im	33					jim6	-	-	jim6	jim4					
以	開	三	鹽A	去	以	咸	豔	0	0	0			im	33					jim6	-	jim6	jim6	jim4					
來	開	三	鹽A	入	來	咸	獵	0	0	0		l	ip	3					lip6	lip6	lip6	lip6	lip6					
精	開	三	鹽A	入	精	咸	接	0	0	0		ts	ip	3					zip1	zip3	zip3	zip3	zip3					
精	開	三	鹽A	入	精	咸	睫	0	2	0		ts	it	3					zip1	zip3	zip6	zit6	zip3	zit6				
清	開	三	鹽A	入	精	咸	妾	0	2	0		tsʰ	ip	3					cip1	cip3	cip3	cip3	cip3					
從	開	三	鹽A	入	精	咸	捷	0	0	0		ts	it	3					zit6	zit6	zit6	zit6	zit6					
章	開	三	鹽A	入	章	咸	懾	0	2	0		s	ip	3					ship1	ship3	sip3	sip3	sip3					
常	開	三	鹽A	入	章	咸	涉	0	0	0		s	ip	3					ship1	ship3	sip6	sip3	sip3					
書	開	三	鹽A	入	章	咸	攝	0	0	0		s	ip	3					ship1	ship3	nip3	sip3	sip3					
日	開	三	鹽A	入	日	咸	囁	0	2	0		ts	ip	3					-	zhip3	-	nip3	zip3					
影	開	三	鹽A	入	影	咸	靨	0	2	0			im	213					jim2	jim2	jim2	jim2	jip3					
以	開	三	鹽A	入	以	咸	葉	0	0	0			ip	3					jip6	jip6	jip6	jip6	jip6					
娘	開	三	鹽B	平	知	咸	粘	0	0	0		ts	im	55					zhim1	zhim1	nim4	zim1	zim1					
娘	開	三	鹽B	平	知	咸	黏	0	2	0		n	im	55					zhim1	zhim1	nim4	zim1	nim1					
知	開	三	鹽B	平	知	咸	沾	0	0	0		ts	im	55					zhim1	zhim1	zim1	zim1	zim1					
影	開	三	鹽B	平	影	咸	淹	0	0	0			im	55					jim1	jim1	jim1	jim1	jim1					
影	開	三	鹽B	平	影	咸	醃	0	1	0			ip	3					jim1	jim1	jim1	jim1	jim1	jip3				
云	開	三	鹽B	平	影	咸	炎	0	0	0			im	51					him4	jim4	jim4	jim4	jim4					
群	開	三	鹽B	平	見	咸	拑	0	3	0		kʰ	im	51					-	kim4	kim4	kim4	kim4					
群	開	三	鹽B	平	見	咸	鉗	0	0	0		kʰ	im	51					kim4	kim4	kim4	kim4	kim4					
徹	開	三	鹽B	上	知	咸	諂	0	2	0		tsʰ	im	213					chim2	chim2	cim2	cim2	cim2					
見	開	三	鹽B	上	見	咸	檢	0	0	0		k	im	213					gim2	gim2	gim2	gim2	gim2					
見	開	三	鹽B	上	見	咸	瞼	0	2	0		k	im	213					-	-	-	kim2	gim2					
疑	開	三	鹽B	上	見	咸	广	0	0	0		ŋ	im	213					-	jim2	-	jim2	jim5					
曉	開	三	鹽B	上	影	咸	險	0	0	0		h	im	213					him2	him2	him2	him2	him2					
影	開	三	鹽B	上	影	咸	掩	0	0	0			im	213					jim2	am2	jim2	jim2	jim2					
							奄	1	1	0			im	55				奄奄一息	jim1	jim1	jim1	jim1	jim1					
影	開	三	鹽B	上	影	咸	奄	1	1	0			im	213				奄有					jim2					
幫	開	三	鹽B	上	幫	咸	貶	0	1	0		p	in	213					bin2	bin2	bin2	bin2	bin2					
群	開	三	鹽B	上	見	咸	儉	0	0	0		k	im	33					gim6	gim6	gim6	gim6	gim6					
群	開	三	鹽B	上	見	咸	芡	0	3	0		h	im	33					-	-	-	him3	him3					
疑	開	三	鹽B	去	見	咸	驗	0	0	0		ŋ	im	33					jim6	jim6	jim6	jim6	jim6					
影	開	三	鹽B	去	影	咸	俺	0	1	0			im	33					-	-	am1	jim1	jim3					
娘	開	三	鹽B	入	知	咸	躡	0	2	0		n	ip	3					nip6	nip6	nip3	nip6	nip6					
娘	開	三	鹽B	入	知	咸	聶	0	1	0		n	ip	3					nip6	nip6	nip6	nip6	nip6					
知	開	三	鹽B	入	知	咸	輒	0	2	0		ts	ip	3					zhip1	zhip3	zip3	-	zip3					
生	開	三	鹽B	入	莊	咸	霎	0	1	0		s	ap	3					shaap1	saap3	saap3	saap3	saap3					
端	開	四	添	平	端	咸	佔	0	0	0		ts	im	33					-	zhim3	zim1	zim1	zim3					
透	開	四	添	平	端	咸	添	0	0	0		tʰ	im	55					tim1	tim1	tim1	tim1	tim1					
定	開	四	添	平	端	咸	恬	0	1	0		tʰ	im	51					tim4	tim4	tim4	tim4	tim4					
定	開	四	添	平	端	咸	甜	0	0	0		tʰ	im	51					tim4	tim4	tim4	tim4	tim4					
泥	開	四	添	平	端	咸	拈	1	2	0		n	im	55					nim1	nim1	nim1	nim1	nim1					
							拈	1	2	0													nim2					
見	開	四	添	平	見	咸	兼	0	0	0		k	im	55					gim1	gim1	gim1	gim1	gim1					
溪	開	四	添	平	見	咸	謙	0	0	0		h	im	55					him1	him1	him1	him1	him1					
匣	開	四	添	平	影	咸	嫌	0	0	0		h	im	51					jim4	jim4	jim4	jim4	jim4					
端	開	四	添	上	端	咸	玷	0	1	0		t	im	33					dim3	dim3	dim3	dim3	dim3					
端	開	四	添	上	端	咸	點	0	0	0		t	im	213					dim2	-	dim2	dim2	dim2					
溪	開	四	添	上	見	咸	歉	0	0	0		h	im	33					hip1	hip3	hip3	hip3	him3					
端	開	四	添	去	端	咸	店	0	0	0		t	im	33					dim3	dim3	dim3	dim3	dim3					
端	開	四	添	去	端	咸	墊	0	0	0		ts	in	33				白	dim3	din6	din3	zin3	din3					
							墊					t	im	33				文										
泥	開	四	添	去	端	咸	念	0	0	0		n	im	33					nim6	nim6	nim6	nim6	nim6					
透	開	四	添	入	端	咸	帖	0	0	0		tʰ	ip	3					tip1	tip3	tip3	tip3	tip3					
透	開	四	添	入	端	咸	蝶	0	0	0		t	ip	3					dip6	dip6	dip6	dip6	dip6					
透	開	四	添	入	端	咸	貼	0	0	0		tʰ	ip	3					tip1	tip3	tip3	tip3	tip3					
定	開	四	添	入	端	咸	疊	0	0	0		t	ip	3					dip6	dip6	dip6	dip6	dip6					
定	開	四	添	入	端	咸	喋	0	2	0		t	ip	3					dip6	dip6	dip6	dip6	dip6					
精	開	四	添	入	精	咸	浹	0	2	0		ts	ip	3					zip1	zip3	-	zip3	zip3					
見	開	四	添	入	見	咸	頰	0	1	0		k	ap	3					gaap1	gaap3	gaap3	gaap3	gaap3					
見	開	四	添	入	見	咸	莢	0	1	0		kʰ	ap	3					gaap1	gaap3	gaap3	gaap3	gaap3					
溪	開	四	添	入	見	咸	愜	0	2	0		h	ip	3					hip1	hip3	-	haap6	hip3					
匣	開	四	添	入	影	咸	挾	0	1	0		h	ip	3					hip1	hip3	haap6	haap6	hip3					
匣	開	四	添	入	影	咸	俠	0	1	0		h	ɐp	3					haap6	haap6	haap6	haap6	haap6	hap6				
匣	開	四	添	入	影	咸	協	0	0	0		h	ip	3					-	hip3	hip6	hip3	hip3					
端	開	一	覃	平	端	咸	耽	0	0	0		t	ɐm	55					daam1	daam1	daam1	daam1	daam1					
透	開	一	覃	平	端	咸	探	0	0	0		tʰ	am	33					taam3	taam3	taam1	taam3	taam3					
透	開	一	覃	平	端	咸	貪	0	0	0		tʰ	am	55					taam1	taam1	taam1	taam1	taam1					
定	開	一	覃	平	端	咸	譚	0	1	0		tʰ	am	51					taam4	taam4	taam4	taam4	taam4					
定	開	一	覃	平	端	咸	眈	0	2	0		t	ɐm	55					-	daam1	-	daam1	daam1					
定	開	一	覃	平	端	咸	潭	0	1	0		tʰ	am	51					taam4	taam4	-	taam4	taam4					
泥	開	一	覃	平	端	咸	南	0	0	0		n	am	51					naam4	naam4	naam4	naam4	naam4					
泥	開	一	覃	平	端	咸	楠	0	2	0		n	am	51					naam4	naam4	naam4	naam4	naam4					
泥	開	一	覃	平	端	咸	男	0	0	0		n	am	51					naam4	naam4	naam4	naam4	naam4					
來	開	一	覃	平	來	咸	嵐	0	2	0		l	am	51					laam4	laam4	laam4	laam4	laam4					
來	開	一	覃	平	來	咸	婪	0	2	0		l	am	51					laam4	laam4	laam4	laam4	laam4					
從	開	一	覃	平	精	咸	蠶	0	0	0		tsʰ	am	51					caam4	caam4	caam4	caam4	caam4					
