tsɿ	1	资姿咨滋	
tsɿ	2	迟-糍[~粑]	
tsɿ	3	紫子滓纸脂旨指址止齿之	
tsɿ	5	制只翅致稚[幼~]至痔置治趾志痣脐自=	
tsɿ	6	自字	
tsʰɿ	1	嗤疵差[参~]□[小孩顽皮]	
tsʰɿ	2	池瓷磁迟=词慈辞持驰	
tsʰɿ	3	此侈	
tsʰɿ	5	刺赐次秩伺	
sɿ	1	斯撕施私师狮尸司丝思诗□[大~:大家、大伙儿]□[po1	~:蜘蛛]
sɿ	2	时	
sɿ	3	死屎史驶始使	
sɿ	5	世势氏四肆示视寺士试市式	
sɿ	6	誓匙是柿事蒔	
tʂʅ	1	鸡知支枝肌桅芝基机饥激□[树kua3	~:树枝]
tʂʅ	2	骑棋职吉	
tʂʅ	3	几急极织膱[(脓)]	
tʂʅ	5	计继妓寄智纪记忌季质级技侄植及	
tʂʰʅ	1	欺痴吃=	
tʂʰʅ	2	奇其期旗	
tʂʰʅ	3	企起祈尺=乞	
tʂʰʅ	5	器气汽弃值直	
ʂʅ	1	熙牺希稀湿嘻悉吸失	
ʂʅ	3	喜识	
ʂʅ	5	系豉实戏食十拾饰释适室石=[~油]	
ʐʅ	1	衣医依宜=因-	
ʐʅ	2	移遗疑	
ʐʅ	3	一椅己以	
ʐʅ	5	艺益姨谊意议=日=易异忆译毅亿	
pi	1	逼□[~淡:很淡]	
pi	2	琵枇皮-	
pi	3	笔彼比鄙	
pi	5	毙闭陛壁=臂痹备币必毕潷[~米汤]僻被[~打]	
pi	6	被[~子]鼻弊	
pʰi	1	批披匹劈=	
pʰi	2	脾啤疲皮=	
pʰi	3	痞	
pʰi	5	屁	
mi	1	眯弥□[代词:~个:那个]	
mi	2	迷谜称眉	
mi	3	米	
mi	5	秘密蜜□[~黑:很黑]	
mi	6	□[代词:~里:这里]	
fi	1	飞非辉挥痱	
fi	2	肥	
fi	5	费废肺	
ti	1	爹=滴=低堤	
ti	2	蹄	
ti	3	底=抵	
ti	5	弟=帝的[目~]敌□[~khei1	:到一边去]
ti	6	第地递	
tʰi	1	踢=	
tʰi	2	题提=	
tʰi	3	体	
tʰi	5	梯=涕=屉笛	
li	2	黎犁梨离璃痢	
li	3	李礼理狸里鲤□[沿,顺]	
li	5	厉励粒力利丽隸荔吏立笠历栗	
tsi	2	齐	
tsi	3	挤脊姊	
tsi	5	绩寂集疾	
tsʰi	2	齐	
tsʰi	3	膝漆七	
tsʰi	5	戚	
si	1	西夕惜媳	
si	3	熄	
si	5	细席=析息习	
ʨʰi	5	去	
ɕi	1	犀	
